method,k,calibration,threshold,units,rank,exceedances,fold,suite
cosine_neighbors_euclidean_score,5,episode,2.835448265075684,551,525,26,libero_object_full_0,libero_object
cosine_neighbors_euclidean_score,5,task_init,4.051183700561523,70,68,2,libero_object_full_0,libero_object
cosine_neighbors_euclidean_score,6,episode,2.765246629714966,551,525,26,libero_object_full_0,libero_object
cosine_neighbors_euclidean_score,6,task_init,3.734498500823975,70,68,2,libero_object_full_0,libero_object
cosine_neighbors_euclidean_score,7,episode,2.777266502380371,551,525,26,libero_object_full_0,libero_object
cosine_neighbors_euclidean_score,7,task_init,3.996135473251343,70,68,2,libero_object_full_0,libero_object
cosine_neighbors_euclidean_score,8,episode,2.7234389781951904,551,525,26,libero_object_full_0,libero_object
cosine_neighbors_euclidean_score,8,task_init,4.048663139343262,70,68,2,libero_object_full_0,libero_object
cosine_neighbors_euclidean_score,9,episode,2.700525283813477,551,525,26,libero_object_full_0,libero_object
cosine_neighbors_euclidean_score,9,task_init,4.243114471435547,70,68,2,libero_object_full_0,libero_object
cosine_neighbors_euclidean_score,10,episode,2.7505943775177,551,525,26,libero_object_full_0,libero_object
cosine_neighbors_euclidean_score,10,task_init,4.195089817047119,70,68,2,libero_object_full_0,libero_object
cosine_neighbors_euclidean_score,20,episode,2.710806369781494,551,525,26,libero_object_full_0,libero_object
cosine_neighbors_euclidean_score,20,task_init,3.4756205081939697,70,68,2,libero_object_full_0,libero_object
euclidean_neighbors_cosine_score,1,episode,0.2889814972877502,551,525,26,libero_object_full_0,libero_object
euclidean_neighbors_cosine_score,1,task_init,0.5206866264343262,70,68,2,libero_object_full_0,libero_object
euclidean_neighbors_cosine_score,2,episode,0.3059903383255005,551,525,26,libero_object_full_0,libero_object
euclidean_neighbors_cosine_score,2,task_init,0.5514271855354309,70,68,2,libero_object_full_0,libero_object
euclidean_neighbors_cosine_score,3,episode,0.3171140551567077,551,525,26,libero_object_full_0,libero_object
euclidean_neighbors_cosine_score,3,task_init,0.5604088306427002,70,68,2,libero_object_full_0,libero_object
euclidean_neighbors_cosine_score,4,episode,0.3358480930328369,551,525,26,libero_object_full_0,libero_object
euclidean_neighbors_cosine_score,4,task_init,0.5577033162117004,70,68,2,libero_object_full_0,libero_object
euclidean_neighbors_cosine_score,5,episode,0.3442205786705017,551,525,26,libero_object_full_0,libero_object
euclidean_neighbors_cosine_score,5,task_init,0.5900918245315552,70,68,2,libero_object_full_0,libero_object
euclidean_neighbors_cosine_score,6,episode,0.3608087599277496,551,525,26,libero_object_full_0,libero_object
euclidean_neighbors_cosine_score,6,task_init,0.5700387358665466,70,68,2,libero_object_full_0,libero_object
euclidean_neighbors_cosine_score,7,episode,0.3702975511550903,551,525,26,libero_object_full_0,libero_object
euclidean_neighbors_cosine_score,7,task_init,0.6055334806442261,70,68,2,libero_object_full_0,libero_object
euclidean_neighbors_cosine_score,8,episode,0.3779725730419159,551,525,26,libero_object_full_0,libero_object
euclidean_neighbors_cosine_score,8,task_init,0.6281605362892151,70,68,2,libero_object_full_0,libero_object
euclidean_neighbors_cosine_score,9,episode,0.388241559267044,551,525,26,libero_object_full_0,libero_object
euclidean_neighbors_cosine_score,9,task_init,0.6502729058265686,70,68,2,libero_object_full_0,libero_object
euclidean_neighbors_cosine_score,10,episode,0.3895902335643768,551,525,26,libero_object_full_0,libero_object
euclidean_neighbors_cosine_score,10,task_init,0.6476881504058838,70,68,2,libero_object_full_0,libero_object
euclidean_neighbors_cosine_score,20,episode,0.4514399766921997,551,525,26,libero_object_full_0,libero_object
euclidean_neighbors_cosine_score,20,task_init,0.6856396794319153,70,68,2,libero_object_full_0,libero_object
cosine_without_center,1,episode,0.1453827470541,551,525,26,libero_object_full_0,libero_object
cosine_without_center,1,task_init,0.2259344160556793,70,68,2,libero_object_full_0,libero_object
cosine_without_center,2,episode,0.1546128839254379,551,525,26,libero_object_full_0,libero_object
cosine_without_center,2,task_init,0.2340964823961258,70,68,2,libero_object_full_0,libero_object
cosine_without_center,3,episode,0.1594577729701995,551,525,26,libero_object_full_0,libero_object
cosine_without_center,3,task_init,0.2473422586917877,70,68,2,libero_object_full_0,libero_object
cosine_without_center,4,episode,0.1709709912538528,551,525,26,libero_object_full_0,libero_object
cosine_without_center,4,task_init,0.2554683983325958,70,68,2,libero_object_full_0,libero_object
cosine_without_center,5,episode,0.1783700585365295,551,525,26,libero_object_full_0,libero_object
cosine_without_center,5,task_init,0.2622217535972595,70,68,2,libero_object_full_0,libero_object
cosine_without_center,6,episode,0.1816641390323639,551,525,26,libero_object_full_0,libero_object
cosine_without_center,6,task_init,0.2704736590385437,70,68,2,libero_object_full_0,libero_object
cosine_without_center,7,episode,0.1840431839227676,551,525,26,libero_object_full_0,libero_object
cosine_without_center,7,task_init,0.2776027917861938,70,68,2,libero_object_full_0,libero_object
cosine_without_center,8,episode,0.1897598505020141,551,525,26,libero_object_full_0,libero_object
cosine_without_center,8,task_init,0.2847613096237182,70,68,2,libero_object_full_0,libero_object
cosine_without_center,9,episode,0.1943128108978271,551,525,26,libero_object_full_0,libero_object
cosine_without_center,9,task_init,0.290399819612503,70,68,2,libero_object_full_0,libero_object
cosine_without_center,10,episode,0.1986294388771057,551,525,26,libero_object_full_0,libero_object
cosine_without_center,10,task_init,0.2964201271533966,70,68,2,libero_object_full_0,libero_object
cosine_without_center,20,episode,0.2325295805931091,551,525,26,libero_object_full_0,libero_object
cosine_without_center,20,task_init,0.3334482610225677,70,68,2,libero_object_full_0,libero_object
euclidean,1,episode,1.0510799884796145,559,532,27,libero_object_full_1,libero_object
euclidean,1,task_init,1.9813750982284544,70,68,2,libero_object_full_1,libero_object
euclidean,2,episode,1.0575168132781982,559,532,27,libero_object_full_1,libero_object
euclidean,2,task_init,1.9859899282455444,70,68,2,libero_object_full_1,libero_object
euclidean,3,episode,1.0910290479660034,559,532,27,libero_object_full_1,libero_object
euclidean,3,task_init,2.0033867359161377,70,68,2,libero_object_full_1,libero_object
euclidean,4,episode,1.1187405586242676,559,532,27,libero_object_full_1,libero_object
euclidean,4,task_init,2.012134552001953,70,68,2,libero_object_full_1,libero_object
euclidean,5,episode,1.1401338577270508,559,532,27,libero_object_full_1,libero_object
euclidean,5,task_init,2.052018165588379,70,68,2,libero_object_full_1,libero_object
euclidean,6,episode,1.165510654449463,559,532,27,libero_object_full_1,libero_object
euclidean,6,task_init,2.081552743911743,70,68,2,libero_object_full_1,libero_object
euclidean,7,episode,1.1877943277359009,559,532,27,libero_object_full_1,libero_object
euclidean,7,task_init,2.1087546348571777,70,68,2,libero_object_full_1,libero_object
euclidean,8,episode,1.2058838605880735,559,532,27,libero_object_full_1,libero_object
euclidean,8,task_init,2.1292123794555664,70,68,2,libero_object_full_1,libero_object
euclidean,9,episode,1.2225306034088137,559,532,27,libero_object_full_1,libero_object
euclidean,9,task_init,2.155043840408325,70,68,2,libero_object_full_1,libero_object
euclidean,10,episode,1.2347983121871948,559,532,27,libero_object_full_1,libero_object
euclidean,10,task_init,2.17827582359314,70,68,2,libero_object_full_1,libero_object
euclidean,20,episode,1.3458218574523926,559,532,27,libero_object_full_1,libero_object
euclidean,20,task_init,2.344538450241089,70,68,2,libero_object_full_1,libero_object
cosine,1,episode,0.1908847540616989,559,532,27,libero_object_full_1,libero_object
cosine,1,task_init,0.2978057861328125,70,68,2,libero_object_full_1,libero_object
cosine,2,episode,0.2046551406383514,559,532,27,libero_object_full_1,libero_object
cosine,2,task_init,0.3039457201957702,70,68,2,libero_object_full_1,libero_object
cosine,3,episode,0.217440664768219,559,532,27,libero_object_full_1,libero_object
cosine,3,task_init,0.3094309568405151,70,68,2,libero_object_full_1,libero_object
cosine,4,episode,0.2203559279441833,559,532,27,libero_object_full_1,libero_object
cosine,4,task_init,0.3168863356113434,70,68,2,libero_object_full_1,libero_object
cosine,5,episode,0.2274952381849289,559,532,27,libero_object_full_1,libero_object
cosine,5,task_init,0.3213744759559631,70,68,2,libero_object_full_1,libero_object
cosine,6,episode,0.2347505539655685,559,532,27,libero_object_full_1,libero_object
cosine,6,task_init,0.3287403881549835,70,68,2,libero_object_full_1,libero_object
cosine,7,episode,0.2409659326076507,559,532,27,libero_object_full_1,libero_object
cosine,7,task_init,0.3392683267593384,70,68,2,libero_object_full_1,libero_object
cosine,8,episode,0.2456390261650085,559,532,27,libero_object_full_1,libero_object
cosine,8,task_init,0.3494996130466461,70,68,2,libero_object_full_1,libero_object
cosine,9,episode,0.2525836527347564,559,532,27,libero_object_full_1,libero_object
cosine,9,task_init,0.3579432964324951,70,68,2,libero_object_full_1,libero_object
cosine,10,episode,0.2587155997753143,559,532,27,libero_object_full_1,libero_object
cosine,10,task_init,0.3653565943241119,70,68,2,libero_object_full_1,libero_object
cosine,20,episode,0.2958981096744537,559,532,27,libero_object_full_1,libero_object
cosine,20,task_init,0.4150772988796234,70,68,2,libero_object_full_1,libero_object
cosine_neighbors_euclidean_score,1,episode,2.7024734020233154,559,532,27,libero_object_full_1,libero_object
cosine_neighbors_euclidean_score,1,task_init,4.113994121551514,70,68,2,libero_object_full_1,libero_object
cosine_neighbors_euclidean_score,2,episode,2.2877721786499023,559,532,27,libero_object_full_1,libero_object
cosine_neighbors_euclidean_score,2,task_init,3.5132951736450195,70,68,2,libero_object_full_1,libero_object
cosine_neighbors_euclidean_score,3,episode,2.1411499977111816,559,532,27,libero_object_full_1,libero_object
cosine_neighbors_euclidean_score,3,task_init,3.0591652393341064,70,68,2,libero_object_full_1,libero_object
cosine_neighbors_euclidean_score,4,episode,2.1193840503692627,559,532,27,libero_object_full_1,libero_object
cosine_neighbors_euclidean_score,4,task_init,2.995353937149048,70,68,2,libero_object_full_1,libero_object
cosine_neighbors_euclidean_score,5,episode,2.095752000808716,559,532,27,libero_object_full_1,libero_object
cosine_neighbors_euclidean_score,5,task_init,2.881810426712036,70,68,2,libero_object_full_1,libero_object
cosine_neighbors_euclidean_score,6,episode,2.0276477336883545,559,532,27,libero_object_full_1,libero_object
cosine_neighbors_euclidean_score,6,task_init,2.7914724349975586,70,68,2,libero_object_full_1,libero_object
cosine_neighbors_euclidean_score,7,episode,2.025519132614136,559,532,27,libero_object_full_1,libero_object
cosine_neighbors_euclidean_score,7,task_init,2.675853490829468,70,68,2,libero_object_full_1,libero_object
cosine_neighbors_euclidean_score,8,episode,2.081202507019043,559,532,27,libero_object_full_1,libero_object
cosine_neighbors_euclidean_score,8,task_init,2.5986242294311523,70,68,2,libero_object_full_1,libero_object
cosine_neighbors_euclidean_score,9,episode,2.0624096393585205,559,532,27,libero_object_full_1,libero_object
cosine_neighbors_euclidean_score,9,task_init,2.628793716430664,70,68,2,libero_object_full_1,libero_object
cosine_neighbors_euclidean_score,10,episode,2.07110857963562,559,532,27,libero_object_full_1,libero_object
cosine_neighbors_euclidean_score,10,task_init,2.6158406734466557,70,68,2,libero_object_full_1,libero_object
cosine_neighbors_euclidean_score,20,episode,2.102557420730591,559,532,27,libero_object_full_1,libero_object
cosine_neighbors_euclidean_score,20,task_init,2.620301961898804,70,68,2,libero_object_full_1,libero_object
euclidean_neighbors_cosine_score,1,episode,0.2620059251785278,559,532,27,libero_object_full_1,libero_object
euclidean_neighbors_cosine_score,1,task_init,0.4167397320270538,70,68,2,libero_object_full_1,libero_object
euclidean_neighbors_cosine_score,2,episode,0.2716659009456634,559,532,27,libero_object_full_1,libero_object
euclidean_neighbors_cosine_score,2,task_init,0.4010393917560577,70,68,2,libero_object_full_1,libero_object
euclidean_neighbors_cosine_score,3,episode,0.2914391160011291,559,532,27,libero_object_full_1,libero_object
euclidean_neighbors_cosine_score,3,task_init,0.4250638782978058,70,68,2,libero_object_full_1,libero_object
euclidean_neighbors_cosine_score,4,episode,0.2911393046379089,559,532,27,libero_object_full_1,libero_object
euclidean_neighbors_cosine_score,4,task_init,0.4464064240455627,70,68,2,libero_object_full_1,libero_object
euclidean_neighbors_cosine_score,5,episode,0.3022893369197845,559,532,27,libero_object_full_1,libero_object
euclidean_neighbors_cosine_score,5,task_init,0.4337385892868042,70,68,2,libero_object_full_1,libero_object
euclidean_neighbors_cosine_score,6,episode,0.3132030963897705,559,532,27,libero_object_full_1,libero_object
euclidean_neighbors_cosine_score,6,task_init,0.4379388093948364,70,68,2,libero_object_full_1,libero_object
euclidean_neighbors_cosine_score,7,episode,0.3285872936248779,559,532,27,libero_object_full_1,libero_object
euclidean_neighbors_cosine_score,7,task_init,0.4881551861763,70,68,2,libero_object_full_1,libero_object
euclidean_neighbors_cosine_score,8,episode,0.3347208797931671,559,532,27,libero_object_full_1,libero_object
euclidean_neighbors_cosine_score,8,task_init,0.5001456141471863,70,68,2,libero_object_full_1,libero_object
euclidean_neighbors_cosine_score,9,episode,0.3413303196430206,559,532,27,libero_object_full_1,libero_object
euclidean_neighbors_cosine_score,9,task_init,0.4873347878456116,70,68,2,libero_object_full_1,libero_object
euclidean_neighbors_cosine_score,10,episode,0.3476091623306274,559,532,27,libero_object_full_1,libero_object
euclidean_neighbors_cosine_score,10,task_init,0.4907216429710388,70,68,2,libero_object_full_1,libero_object
euclidean_neighbors_cosine_score,20,episode,0.3943328261375427,559,532,27,libero_object_full_1,libero_object
euclidean_neighbors_cosine_score,20,task_init,0.5818333625793457,70,68,2,libero_object_full_1,libero_object
cosine_without_center,1,episode,0.1378789842128753,559,532,27,libero_object_full_1,libero_object
cosine_without_center,1,task_init,0.215357705950737,70,68,2,libero_object_full_1,libero_object
cosine_without_center,2,episode,0.1513506919145584,559,532,27,libero_object_full_1,libero_object
cosine_without_center,2,task_init,0.2221775650978088,70,68,2,libero_object_full_1,libero_object
cosine_without_center,3,episode,0.1583651751279831,559,532,27,libero_object_full_1,libero_object
cosine_without_center,3,task_init,0.2342259287834167,70,68,2,libero_object_full_1,libero_object
cosine_without_center,4,episode,0.1644228547811508,559,532,27,libero_object_full_1,libero_object
cosine_without_center,4,task_init,0.2404665797948837,70,68,2,libero_object_full_1,libero_object
cosine_without_center,5,episode,0.1699192076921463,559,532,27,libero_object_full_1,libero_object
cosine_without_center,5,task_init,0.2470137476921081,70,68,2,libero_object_full_1,libero_object
cosine_without_center,6,episode,0.1748820394277572,559,532,27,libero_object_full_1,libero_object
cosine_without_center,6,task_init,0.2525337040424347,70,68,2,libero_object_full_1,libero_object
cosine_without_center,7,episode,0.177412211894989,559,532,27,libero_object_full_1,libero_object
cosine_without_center,7,task_init,0.2566710114479065,70,68,2,libero_object_full_1,libero_object
cosine_without_center,8,episode,0.1823367923498153,559,532,27,libero_object_full_1,libero_object
cosine_without_center,8,task_init,0.262974202632904,70,68,2,libero_object_full_1,libero_object
cosine_without_center,9,episode,0.1857747137546539,559,532,27,libero_object_full_1,libero_object
cosine_without_center,9,task_init,0.2698728144168854,70,68,2,libero_object_full_1,libero_object
cosine_without_center,10,episode,0.1884834915399551,559,532,27,libero_object_full_1,libero_object
cosine_without_center,10,task_init,0.2759279310703277,70,68,2,libero_object_full_1,libero_object
cosine_without_center,20,episode,0.2149116843938827,559,532,27,libero_object_full_1,libero_object
cosine_without_center,20,task_init,0.3148912787437439,70,68,2,libero_object_full_1,libero_object
euclidean,1,episode,1.2989193201065063,554,528,26,libero_object_full_2,libero_object
euclidean,1,task_init,1.6574527025222778,70,68,2,libero_object_full_2,libero_object
euclidean,2,episode,1.3594361543655396,554,528,26,libero_object_full_2,libero_object
euclidean,2,task_init,1.6991616487503052,70,68,2,libero_object_full_2,libero_object
euclidean,3,episode,1.3957942724227903,554,528,26,libero_object_full_2,libero_object
euclidean,3,task_init,1.7838975191116333,70,68,2,libero_object_full_2,libero_object
euclidean,4,episode,1.4427744150161743,554,528,26,libero_object_full_2,libero_object
euclidean,4,task_init,1.8329002857208248,70,68,2,libero_object_full_2,libero_object
euclidean,5,episode,1.465262532234192,554,528,26,libero_object_full_2,libero_object
euclidean,5,task_init,1.867925763130188,70,68,2,libero_object_full_2,libero_object
euclidean,6,episode,1.4855979681015017,554,528,26,libero_object_full_2,libero_object
euclidean,6,task_init,1.9018634557724,70,68,2,libero_object_full_2,libero_object
euclidean,7,episode,1.5064964294433594,554,528,26,libero_object_full_2,libero_object
euclidean,7,task_init,1.9265919923782349,70,68,2,libero_object_full_2,libero_object
euclidean,8,episode,1.5217068195343018,554,528,26,libero_object_full_2,libero_object
euclidean,8,task_init,1.947861671447754,70,68,2,libero_object_full_2,libero_object
euclidean,9,episode,1.5383286476135254,554,528,26,libero_object_full_2,libero_object
euclidean,9,task_init,1.965606689453125,70,68,2,libero_object_full_2,libero_object
euclidean,10,episode,1.5579590797424316,554,528,26,libero_object_full_2,libero_object
euclidean,10,task_init,1.9802687168121336,70,68,2,libero_object_full_2,libero_object
euclidean,20,episode,1.6769474744796753,554,528,26,libero_object_full_2,libero_object
euclidean,20,task_init,2.1025044918060303,70,68,2,libero_object_full_2,libero_object
cosine,1,episode,0.2034049332141876,554,528,26,libero_object_full_2,libero_object
cosine,1,task_init,0.2669287025928497,70,68,2,libero_object_full_2,libero_object
cosine,2,episode,0.2187656760215759,554,528,26,libero_object_full_2,libero_object
cosine,2,task_init,0.2768718898296356,70,68,2,libero_object_full_2,libero_object
cosine,3,episode,0.229167565703392,554,528,26,libero_object_full_2,libero_object
cosine,3,task_init,0.2945027947425842,70,68,2,libero_object_full_2,libero_object
cosine,4,episode,0.2365265190601349,554,528,26,libero_object_full_2,libero_object
cosine,4,task_init,0.3090598881244659,70,68,2,libero_object_full_2,libero_object
cosine,5,episode,0.245167538523674,554,528,26,libero_object_full_2,libero_object
cosine,5,task_init,0.3192004561424255,70,68,2,libero_object_full_2,libero_object
cosine,6,episode,0.2535801827907562,554,528,26,libero_object_full_2,libero_object
cosine,6,task_init,0.32600998878479,70,68,2,libero_object_full_2,libero_object
cosine,7,episode,0.2577572464942932,554,528,26,libero_object_full_2,libero_object
cosine,7,task_init,0.3318084180355072,70,68,2,libero_object_full_2,libero_object
cosine,8,episode,0.2635854184627533,554,528,26,libero_object_full_2,libero_object
cosine,8,task_init,0.3362693786621094,70,68,2,libero_object_full_2,libero_object
cosine,9,episode,0.2654928565025329,554,528,26,libero_object_full_2,libero_object
cosine,9,task_init,0.3402900099754333,70,68,2,libero_object_full_2,libero_object
cosine,10,episode,0.2710978984832763,554,528,26,libero_object_full_2,libero_object
cosine,10,task_init,0.3444825112819671,70,68,2,libero_object_full_2,libero_object
cosine,20,episode,0.306998461484909,554,528,26,libero_object_full_2,libero_object
cosine,20,task_init,0.3816905617713928,70,68,2,libero_object_full_2,libero_object
cosine_neighbors_euclidean_score,1,episode,3.442716121673584,554,528,26,libero_object_full_2,libero_object
cosine_neighbors_euclidean_score,1,task_init,5.105657577514648,70,68,2,libero_object_full_2,libero_object
cosine_neighbors_euclidean_score,2,episode,3.263131856918335,554,528,26,libero_object_full_2,libero_object
cosine_neighbors_euclidean_score,2,task_init,4.375875949859619,70,68,2,libero_object_full_2,libero_object
cosine_neighbors_euclidean_score,3,episode,3.274617910385132,554,528,26,libero_object_full_2,libero_object
cosine_neighbors_euclidean_score,3,task_init,4.85460901260376,70,68,2,libero_object_full_2,libero_object
cosine_neighbors_euclidean_score,4,episode,3.120063066482544,554,528,26,libero_object_full_2,libero_object
cosine_neighbors_euclidean_score,4,task_init,4.755073547363281,70,68,2,libero_object_full_2,libero_object
cosine_neighbors_euclidean_score,5,episode,3.064810276031494,554,528,26,libero_object_full_2,libero_object
cosine_neighbors_euclidean_score,5,task_init,4.726558685302734,70,68,2,libero_object_full_2,libero_object
cosine_neighbors_euclidean_score,6,episode,3.0121796131134038,554,528,26,libero_object_full_2,libero_object
cosine_neighbors_euclidean_score,6,task_init,4.689626693725586,70,68,2,libero_object_full_2,libero_object
cosine_neighbors_euclidean_score,7,episode,3.043452262878418,554,528,26,libero_object_full_2,libero_object
cosine_neighbors_euclidean_score,7,task_init,4.653843879699707,70,68,2,libero_object_full_2,libero_object
cosine_neighbors_euclidean_score,8,episode,3.0395748615264893,554,528,26,libero_object_full_2,libero_object
cosine_neighbors_euclidean_score,8,task_init,4.332614421844482,70,68,2,libero_object_full_2,libero_object
cosine_neighbors_euclidean_score,9,episode,2.9571821689605717,554,528,26,libero_object_full_2,libero_object
cosine_neighbors_euclidean_score,9,task_init,4.35265064239502,70,68,2,libero_object_full_2,libero_object
cosine_neighbors_euclidean_score,10,episode,2.998054981231689,554,528,26,libero_object_full_2,libero_object
cosine_neighbors_euclidean_score,10,task_init,4.075591087341309,70,68,2,libero_object_full_2,libero_object
cosine_neighbors_euclidean_score,20,episode,2.9940974712371826,554,528,26,libero_object_full_2,libero_object
cosine_neighbors_euclidean_score,20,task_init,3.728264808654785,70,68,2,libero_object_full_2,libero_object
euclidean_neighbors_cosine_score,1,episode,0.2905787527561188,554,528,26,libero_object_full_2,libero_object
euclidean_neighbors_cosine_score,1,task_init,0.4240634441375732,70,68,2,libero_object_full_2,libero_object
euclidean_neighbors_cosine_score,2,episode,0.2911519706249237,554,528,26,libero_object_full_2,libero_object
euclidean_neighbors_cosine_score,2,task_init,0.4419396221637726,70,68,2,libero_object_full_2,libero_object
euclidean_neighbors_cosine_score,3,episode,0.3171136975288391,554,528,26,libero_object_full_2,libero_object
euclidean_neighbors_cosine_score,3,task_init,0.420742392539978,70,68,2,libero_object_full_2,libero_object
euclidean_neighbors_cosine_score,4,episode,0.3423688113689422,554,528,26,libero_object_full_2,libero_object
euclidean_neighbors_cosine_score,4,task_init,0.4537801444530487,70,68,2,libero_object_full_2,libero_object
euclidean_neighbors_cosine_score,5,episode,0.3316126763820648,554,528,26,libero_object_full_2,libero_object
euclidean_neighbors_cosine_score,5,task_init,0.4597138464450836,70,68,2,libero_object_full_2,libero_object
euclidean_neighbors_cosine_score,6,episode,0.3600857853889465,554,528,26,libero_object_full_2,libero_object
euclidean_neighbors_cosine_score,6,task_init,0.4714133143424988,70,68,2,libero_object_full_2,libero_object
euclidean_neighbors_cosine_score,7,episode,0.3666434586048126,554,528,26,libero_object_full_2,libero_object
euclidean_neighbors_cosine_score,7,task_init,0.5228244662284851,70,68,2,libero_object_full_2,libero_object
euclidean_neighbors_cosine_score,8,episode,0.3837703466415405,554,528,26,libero_object_full_2,libero_object
euclidean_neighbors_cosine_score,8,task_init,0.5492128729820251,70,68,2,libero_object_full_2,libero_object
euclidean_neighbors_cosine_score,9,episode,0.3965902030467987,554,528,26,libero_object_full_2,libero_object
euclidean_neighbors_cosine_score,9,task_init,0.5392529368400574,70,68,2,libero_object_full_2,libero_object
euclidean_neighbors_cosine_score,10,episode,0.401084303855896,554,528,26,libero_object_full_2,libero_object
euclidean_neighbors_cosine_score,10,task_init,0.5454575419425964,70,68,2,libero_object_full_2,libero_object
euclidean_neighbors_cosine_score,20,episode,0.450218915939331,554,528,26,libero_object_full_2,libero_object
euclidean_neighbors_cosine_score,20,task_init,0.5713679194450378,70,68,2,libero_object_full_2,libero_object
cosine_without_center,1,episode,0.1582452207803726,554,528,26,libero_object_full_2,libero_object
cosine_without_center,1,task_init,0.2826394438743591,70,68,2,libero_object_full_2,libero_object
cosine_without_center,2,episode,0.1699433177709579,554,528,26,libero_object_full_2,libero_object
cosine_without_center,2,task_init,0.287190169095993,70,68,2,libero_object_full_2,libero_object
cosine_without_center,3,episode,0.1767098754644394,554,528,26,libero_object_full_2,libero_object
cosine_without_center,3,task_init,0.2959250509738922,70,68,2,libero_object_full_2,libero_object
cosine_without_center,4,episode,0.1823522001504898,554,528,26,libero_object_full_2,libero_object
cosine_without_center,4,task_init,0.3051271438598633,70,68,2,libero_object_full_2,libero_object
cosine_without_center,5,episode,0.1934689730405807,554,528,26,libero_object_full_2,libero_object
cosine_without_center,5,task_init,0.3143662810325622,70,68,2,libero_object_full_2,libero_object
cosine_without_center,6,episode,0.1976143568754196,554,528,26,libero_object_full_2,libero_object
cosine_without_center,6,task_init,0.3206997513771057,70,68,2,libero_object_full_2,libero_object
cosine_without_center,7,episode,0.2004400044679641,554,528,26,libero_object_full_2,libero_object
cosine_without_center,7,task_init,0.3322774171829223,70,68,2,libero_object_full_2,libero_object
cosine_without_center,8,episode,0.208435371518135,554,528,26,libero_object_full_2,libero_object
cosine_without_center,8,task_init,0.3437816500663757,70,68,2,libero_object_full_2,libero_object
cosine_without_center,9,episode,0.2148192524909973,554,528,26,libero_object_full_2,libero_object
cosine_without_center,9,task_init,0.3527454137802124,70,68,2,libero_object_full_2,libero_object
cosine_without_center,10,episode,0.2213219702243805,554,528,26,libero_object_full_2,libero_object
cosine_without_center,10,task_init,0.3631227314472198,70,68,2,libero_object_full_2,libero_object
cosine_without_center,20,episode,0.2479527443647384,554,528,26,libero_object_full_2,libero_object
cosine_without_center,20,task_init,0.3946210443973541,70,68,2,libero_object_full_2,libero_object
euclidean,1,episode,1.2062362432479858,557,531,26,libero_object_full_3,libero_object
euclidean,1,task_init,1.888258695602417,70,68,2,libero_object_full_3,libero_object
euclidean,2,episode,1.2455137968063354,557,531,26,libero_object_full_3,libero_object
euclidean,2,task_init,2.0564610958099365,70,68,2,libero_object_full_3,libero_object
euclidean,3,episode,1.2871527671813965,557,531,26,libero_object_full_3,libero_object
euclidean,3,task_init,2.135283708572388,70,68,2,libero_object_full_3,libero_object
euclidean,4,episode,1.3237948417663574,557,531,26,libero_object_full_3,libero_object
euclidean,4,task_init,2.261077880859375,70,68,2,libero_object_full_3,libero_object
euclidean,5,episode,1.357777118682861,557,531,26,libero_object_full_3,libero_object
euclidean,5,task_init,2.354783535003662,70,68,2,libero_object_full_3,libero_object
euclidean,6,episode,1.385069489479065,557,531,26,libero_object_full_3,libero_object
euclidean,6,task_init,2.418596744537353,70,68,2,libero_object_full_3,libero_object
euclidean,7,episode,1.398590087890625,557,531,26,libero_object_full_3,libero_object
euclidean,7,task_init,2.4545462131500244,70,68,2,libero_object_full_3,libero_object
euclidean,8,episode,1.413230299949646,557,531,26,libero_object_full_3,libero_object
euclidean,8,task_init,2.4854695796966557,70,68,2,libero_object_full_3,libero_object
euclidean,9,episode,1.430089235305786,557,531,26,libero_object_full_3,libero_object
euclidean,9,task_init,2.5189709663391118,70,68,2,libero_object_full_3,libero_object
euclidean,10,episode,1.444332480430603,557,531,26,libero_object_full_3,libero_object
euclidean,10,task_init,2.548034429550171,70,68,2,libero_object_full_3,libero_object
euclidean,20,episode,1.575398564338684,557,531,26,libero_object_full_3,libero_object
euclidean,20,task_init,2.761309862136841,70,68,2,libero_object_full_3,libero_object
cosine,1,episode,0.2162532359361648,557,531,26,libero_object_full_3,libero_object
cosine,1,task_init,0.2877060174942016,70,68,2,libero_object_full_3,libero_object
cosine,2,episode,0.2257274687290191,557,531,26,libero_object_full_3,libero_object
cosine,2,task_init,0.288436084985733,70,68,2,libero_object_full_3,libero_object
cosine,3,episode,0.2389282286167144,557,531,26,libero_object_full_3,libero_object
cosine,3,task_init,0.3008639514446258,70,68,2,libero_object_full_3,libero_object
cosine,4,episode,0.2448008209466934,557,531,26,libero_object_full_3,libero_object
cosine,4,task_init,0.3127924799919128,70,68,2,libero_object_full_3,libero_object
cosine,5,episode,0.258480042219162,557,531,26,libero_object_full_3,libero_object
cosine,5,task_init,0.3202730417251587,70,68,2,libero_object_full_3,libero_object
cosine,6,episode,0.2663480043411255,557,531,26,libero_object_full_3,libero_object
cosine,6,task_init,0.3257100582122803,70,68,2,libero_object_full_3,libero_object
cosine,7,episode,0.2714051902294159,557,531,26,libero_object_full_3,libero_object
cosine,7,task_init,0.3311250209808349,70,68,2,libero_object_full_3,libero_object
cosine,8,episode,0.2766197323799133,557,531,26,libero_object_full_3,libero_object
cosine,8,task_init,0.3382964134216308,70,68,2,libero_object_full_3,libero_object
cosine,9,episode,0.2813609540462494,557,531,26,libero_object_full_3,libero_object
