level,cohort,suite,task,method,k,failure,episodes,query_bin,count
cohort,B,all,all,cosine_neighbors_euclidean_score,6,False,15436,q8-10,537
cohort,B,all,all,cosine_neighbors_euclidean_score,6,False,15436,q11-14,194
cohort,B,all,all,cosine_neighbors_euclidean_score,6,False,15436,q15-19,39
cohort,B,all,all,cosine_neighbors_euclidean_score,6,False,15436,q20-29,6
cohort,B,all,all,cosine_neighbors_euclidean_score,6,False,15436,q30-39,25
cohort,B,all,all,cosine_neighbors_euclidean_score,6,False,15436,q40-51,0
cohort,B,all,all,cosine_neighbors_euclidean_score,7,False,15436,no_alarm,14539
cohort,B,all,all,cosine_neighbors_euclidean_score,7,False,15436,q0-6,0
cohort,B,all,all,cosine_neighbors_euclidean_score,7,False,15436,q7,45
cohort,B,all,all,cosine_neighbors_euclidean_score,7,False,15436,q8-10,575
cohort,B,all,all,cosine_neighbors_euclidean_score,7,False,15436,q11-14,215
cohort,B,all,all,cosine_neighbors_euclidean_score,7,False,15436,q15-19,33
cohort,B,all,all,cosine_neighbors_euclidean_score,7,False,15436,q20-29,7
cohort,B,all,all,cosine_neighbors_euclidean_score,7,False,15436,q30-39,22
cohort,B,all,all,cosine_neighbors_euclidean_score,7,False,15436,q40-51,0
cohort,B,all,all,cosine_neighbors_euclidean_score,8,False,15436,no_alarm,14567
cohort,B,all,all,cosine_neighbors_euclidean_score,8,False,15436,q0-6,0
cohort,B,all,all,cosine_neighbors_euclidean_score,8,False,15436,q7,43
cohort,B,all,all,cosine_neighbors_euclidean_score,8,False,15436,q8-10,563
cohort,B,all,all,cosine_neighbors_euclidean_score,8,False,15436,q11-14,207
cohort,B,all,all,cosine_neighbors_euclidean_score,8,False,15436,q15-19,26
cohort,B,all,all,cosine_neighbors_euclidean_score,8,False,15436,q20-29,7
cohort,B,all,all,cosine_neighbors_euclidean_score,8,False,15436,q30-39,23
cohort,B,all,all,cosine_neighbors_euclidean_score,8,False,15436,q40-51,0
cohort,B,all,all,cosine_neighbors_euclidean_score,9,False,15436,no_alarm,14571
cohort,B,all,all,cosine_neighbors_euclidean_score,9,False,15436,q0-6,0
cohort,B,all,all,cosine_neighbors_euclidean_score,9,False,15436,q7,47
cohort,B,all,all,cosine_neighbors_euclidean_score,9,False,15436,q8-10,540
cohort,B,all,all,cosine_neighbors_euclidean_score,9,False,15436,q11-14,223
cohort,B,all,all,cosine_neighbors_euclidean_score,9,False,15436,q15-19,25
cohort,B,all,all,cosine_neighbors_euclidean_score,9,False,15436,q20-29,7
cohort,B,all,all,cosine_neighbors_euclidean_score,9,False,15436,q30-39,23
cohort,B,all,all,cosine_neighbors_euclidean_score,9,False,15436,q40-51,0
cohort,B,all,all,cosine_neighbors_euclidean_score,10,False,15436,no_alarm,14534
cohort,B,all,all,cosine_neighbors_euclidean_score,10,False,15436,q0-6,0
cohort,B,all,all,cosine_neighbors_euclidean_score,10,False,15436,q7,41
cohort,B,all,all,cosine_neighbors_euclidean_score,10,False,15436,q8-10,573
cohort,B,all,all,cosine_neighbors_euclidean_score,10,False,15436,q11-14,230
cohort,B,all,all,cosine_neighbors_euclidean_score,10,False,15436,q15-19,28
cohort,B,all,all,cosine_neighbors_euclidean_score,10,False,15436,q20-29,6
cohort,B,all,all,cosine_neighbors_euclidean_score,10,False,15436,q30-39,24
cohort,B,all,all,cosine_neighbors_euclidean_score,10,False,15436,q40-51,0
cohort,B,all,all,cosine_neighbors_euclidean_score,20,False,15436,no_alarm,14456
cohort,B,all,all,cosine_neighbors_euclidean_score,20,False,15436,q0-6,0
cohort,B,all,all,cosine_neighbors_euclidean_score,20,False,15436,q7,42
cohort,B,all,all,cosine_neighbors_euclidean_score,20,False,15436,q8-10,603
cohort,B,all,all,cosine_neighbors_euclidean_score,20,False,15436,q11-14,276
cohort,B,all,all,cosine_neighbors_euclidean_score,20,False,15436,q15-19,31
cohort,B,all,all,cosine_neighbors_euclidean_score,20,False,15436,q20-29,11
cohort,B,all,all,cosine_neighbors_euclidean_score,20,False,15436,q30-39,17
cohort,B,all,all,cosine_neighbors_euclidean_score,20,False,15436,q40-51,0
cohort,B,all,all,cosine_neighbors_euclidean_score,1,True,564,no_alarm,277
cohort,B,all,all,cosine_neighbors_euclidean_score,1,True,564,q0-6,0
cohort,B,all,all,cosine_neighbors_euclidean_score,1,True,564,q7,1
cohort,B,all,all,cosine_neighbors_euclidean_score,1,True,564,q8-10,7
cohort,B,all,all,cosine_neighbors_euclidean_score,1,True,564,q11-14,47
cohort,B,all,all,cosine_neighbors_euclidean_score,1,True,564,q15-19,110
cohort,B,all,all,cosine_neighbors_euclidean_score,1,True,564,q20-29,76
cohort,B,all,all,cosine_neighbors_euclidean_score,1,True,564,q30-39,21
cohort,B,all,all,cosine_neighbors_euclidean_score,1,True,564,q40-51,25
cohort,B,all,all,cosine_neighbors_euclidean_score,2,True,564,no_alarm,261
cohort,B,all,all,cosine_neighbors_euclidean_score,2,True,564,q0-6,0
cohort,B,all,all,cosine_neighbors_euclidean_score,2,True,564,q7,0
cohort,B,all,all,cosine_neighbors_euclidean_score,2,True,564,q8-10,8
cohort,B,all,all,cosine_neighbors_euclidean_score,2,True,564,q11-14,52
cohort,B,all,all,cosine_neighbors_euclidean_score,2,True,564,q15-19,117
cohort,B,all,all,cosine_neighbors_euclidean_score,2,True,564,q20-29,76
cohort,B,all,all,cosine_neighbors_euclidean_score,2,True,564,q30-39,26
cohort,B,all,all,cosine_neighbors_euclidean_score,2,True,564,q40-51,24
cohort,B,all,all,cosine_neighbors_euclidean_score,3,True,564,no_alarm,229
cohort,B,all,all,cosine_neighbors_euclidean_score,3,True,564,q0-6,0
cohort,B,all,all,cosine_neighbors_euclidean_score,3,True,564,q7,0
cohort,B,all,all,cosine_neighbors_euclidean_score,3,True,564,q8-10,6
cohort,B,all,all,cosine_neighbors_euclidean_score,3,True,564,q11-14,50
cohort,B,all,all,cosine_neighbors_euclidean_score,3,True,564,q15-19,125
cohort,B,all,all,cosine_neighbors_euclidean_score,3,True,564,q20-29,74
cohort,B,all,all,cosine_neighbors_euclidean_score,3,True,564,q30-39,45
cohort,B,all,all,cosine_neighbors_euclidean_score,3,True,564,q40-51,35
cohort,B,all,all,cosine_neighbors_euclidean_score,4,True,564,no_alarm,182
cohort,B,all,all,cosine_neighbors_euclidean_score,4,True,564,q0-6,0
cohort,B,all,all,cosine_neighbors_euclidean_score,4,True,564,q7,0
cohort,B,all,all,cosine_neighbors_euclidean_score,4,True,564,q8-10,5
cohort,B,all,all,cosine_neighbors_euclidean_score,4,True,564,q11-14,53
cohort,B,all,all,cosine_neighbors_euclidean_score,4,True,564,q15-19,131
cohort,B,all,all,cosine_neighbors_euclidean_score,4,True,564,q20-29,77
cohort,B,all,all,cosine_neighbors_euclidean_score,4,True,564,q30-39,83
cohort,B,all,all,cosine_neighbors_euclidean_score,4,True,564,q40-51,33
cohort,B,all,all,cosine_neighbors_euclidean_score,5,True,564,no_alarm,162
cohort,B,all,all,cosine_neighbors_euclidean_score,5,True,564,q0-6,0
cohort,B,all,all,cosine_neighbors_euclidean_score,5,True,564,q7,1
cohort,B,all,all,cosine_neighbors_euclidean_score,5,True,564,q8-10,7
cohort,B,all,all,cosine_neighbors_euclidean_score,5,True,564,q11-14,57
cohort,B,all,all,cosine_neighbors_euclidean_score,5,True,564,q15-19,131
cohort,B,all,all,cosine_neighbors_euclidean_score,5,True,564,q20-29,79
cohort,B,all,all,cosine_neighbors_euclidean_score,5,True,564,q30-39,110
cohort,B,all,all,cosine_neighbors_euclidean_score,5,True,564,q40-51,17
cohort,B,all,all,cosine_neighbors_euclidean_score,6,True,564,no_alarm,137
cohort,B,all,all,cosine_neighbors_euclidean_score,6,True,564,q0-6,0
cohort,B,all,all,cosine_neighbors_euclidean_score,6,True,564,q7,1
cohort,B,all,all,cosine_neighbors_euclidean_score,6,True,564,q8-10,10
cohort,B,all,all,cosine_neighbors_euclidean_score,6,True,564,q11-14,63
cohort,B,all,all,cosine_neighbors_euclidean_score,6,True,564,q15-19,135
cohort,B,all,all,cosine_neighbors_euclidean_score,6,True,564,q20-29,84
cohort,B,all,all,cosine_neighbors_euclidean_score,6,True,564,q30-39,112
cohort,B,all,all,cosine_neighbors_euclidean_score,6,True,564,q40-51,22
cohort,B,all,all,cosine_neighbors_euclidean_score,7,True,564,no_alarm,135
cohort,B,all,all,cosine_neighbors_euclidean_score,7,True,564,q0-6,0
cohort,B,all,all,cosine_neighbors_euclidean_score,7,True,564,q7,1
cohort,B,all,all,cosine_neighbors_euclidean_score,7,True,564,q8-10,11
cohort,B,all,all,cosine_neighbors_euclidean_score,7,True,564,q11-14,63
cohort,B,all,all,cosine_neighbors_euclidean_score,7,True,564,q15-19,138
cohort,B,all,all,cosine_neighbors_euclidean_score,7,True,564,q20-29,79
cohort,B,all,all,cosine_neighbors_euclidean_score,7,True,564,q30-39,116
cohort,B,all,all,cosine_neighbors_euclidean_score,7,True,564,q40-51,21
cohort,B,all,all,cosine_neighbors_euclidean_score,8,True,564,no_alarm,129
cohort,B,all,all,cosine_neighbors_euclidean_score,8,True,564,q0-6,0
cohort,B,all,all,cosine_neighbors_euclidean_score,8,True,564,q7,2
cohort,B,all,all,cosine_neighbors_euclidean_score,8,True,564,q8-10,17
cohort,B,all,all,cosine_neighbors_euclidean_score,8,True,564,q11-14,70
cohort,B,all,all,cosine_neighbors_euclidean_score,8,True,564,q15-19,129
cohort,B,all,all,cosine_neighbors_euclidean_score,8,True,564,q20-29,80
cohort,B,all,all,cosine_neighbors_euclidean_score,8,True,564,q30-39,116
cohort,B,all,all,cosine_neighbors_euclidean_score,8,True,564,q40-51,21
cohort,B,all,all,cosine_neighbors_euclidean_score,9,True,564,no_alarm,124
cohort,B,all,all,cosine_neighbors_euclidean_score,9,True,564,q0-6,0
cohort,B,all,all,cosine_neighbors_euclidean_score,9,True,564,q7,1
cohort,B,all,all,cosine_neighbors_euclidean_score,9,True,564,q8-10,17
cohort,B,all,all,cosine_neighbors_euclidean_score,9,True,564,q11-14,66
cohort,B,all,all,cosine_neighbors_euclidean_score,9,True,564,q15-19,139
cohort,B,all,all,cosine_neighbors_euclidean_score,9,True,564,q20-29,79
cohort,B,all,all,cosine_neighbors_euclidean_score,9,True,564,q30-39,117
cohort,B,all,all,cosine_neighbors_euclidean_score,9,True,564,q40-51,21
cohort,B,all,all,cosine_neighbors_euclidean_score,10,True,564,no_alarm,118
cohort,B,all,all,cosine_neighbors_euclidean_score,10,True,564,q0-6,0
cohort,B,all,all,cosine_neighbors_euclidean_score,10,True,564,q7,2
cohort,B,all,all,cosine_neighbors_euclidean_score,10,True,564,q8-10,15
cohort,B,all,all,cosine_neighbors_euclidean_score,10,True,564,q11-14,73
cohort,B,all,all,cosine_neighbors_euclidean_score,10,True,564,q15-19,139
cohort,B,all,all,cosine_neighbors_euclidean_score,10,True,564,q20-29,75
cohort,B,all,all,cosine_neighbors_euclidean_score,10,True,564,q30-39,116
cohort,B,all,all,cosine_neighbors_euclidean_score,10,True,564,q40-51,26
cohort,B,all,all,cosine_neighbors_euclidean_score,20,True,564,no_alarm,100
cohort,B,all,all,cosine_neighbors_euclidean_score,20,True,564,q0-6,0
cohort,B,all,all,cosine_neighbors_euclidean_score,20,True,564,q7,2
cohort,B,all,all,cosine_neighbors_euclidean_score,20,True,564,q8-10,16
cohort,B,all,all,cosine_neighbors_euclidean_score,20,True,564,q11-14,80
cohort,B,all,all,cosine_neighbors_euclidean_score,20,True,564,q15-19,137
cohort,B,all,all,cosine_neighbors_euclidean_score,20,True,564,q20-29,80
cohort,B,all,all,cosine_neighbors_euclidean_score,20,True,564,q30-39,123
cohort,B,all,all,cosine_neighbors_euclidean_score,20,True,564,q40-51,26
cohort,B,all,all,euclidean_neighbors_cosine_score,1,False,15436,no_alarm,15151
cohort,B,all,all,euclidean_neighbors_cosine_score,1,False,15436,q0-6,0
cohort,B,all,all,euclidean_neighbors_cosine_score,1,False,15436,q7,121
cohort,B,all,all,euclidean_neighbors_cosine_score,1,False,15436,q8-10,66
cohort,B,all,all,euclidean_neighbors_cosine_score,1,False,15436,q11-14,71
cohort,B,all,all,euclidean_neighbors_cosine_score,1,False,15436,q15-19,26
cohort,B,all,all,euclidean_neighbors_cosine_score,1,False,15436,q20-29,1
cohort,B,all,all,euclidean_neighbors_cosine_score,1,False,15436,q30-39,0
cohort,B,all,all,euclidean_neighbors_cosine_score,1,False,15436,q40-51,0
cohort,B,all,all,euclidean_neighbors_cosine_score,2,False,15436,no_alarm,15125
cohort,B,all,all,euclidean_neighbors_cosine_score,2,False,15436,q0-6,0
cohort,B,all,all,euclidean_neighbors_cosine_score,2,False,15436,q7,140
cohort,B,all,all,euclidean_neighbors_cosine_score,2,False,15436,q8-10,64
cohort,B,all,all,euclidean_neighbors_cosine_score,2,False,15436,q11-14,78
cohort,B,all,all,euclidean_neighbors_cosine_score,2,False,15436,q15-19,27
cohort,B,all,all,euclidean_neighbors_cosine_score,2,False,15436,q20-29,2
cohort,B,all,all,euclidean_neighbors_cosine_score,2,False,15436,q30-39,0
cohort,B,all,all,euclidean_neighbors_cosine_score,2,False,15436,q40-51,0
cohort,B,all,all,euclidean_neighbors_cosine_score,3,False,15436,no_alarm,15154
cohort,B,all,all,euclidean_neighbors_cosine_score,3,False,15436,q0-6,0
cohort,B,all,all,euclidean_neighbors_cosine_score,3,False,15436,q7,133
cohort,B,all,all,euclidean_neighbors_cosine_score,3,False,15436,q8-10,57
cohort,B,all,all,euclidean_neighbors_cosine_score,3,False,15436,q11-14,71
cohort,B,all,all,euclidean_neighbors_cosine_score,3,False,15436,q15-19,21
cohort,B,all,all,euclidean_neighbors_cosine_score,3,False,15436,q20-29,0
cohort,B,all,all,euclidean_neighbors_cosine_score,3,False,15436,q30-39,0
cohort,B,all,all,euclidean_neighbors_cosine_score,3,False,15436,q40-51,0
cohort,B,all,all,euclidean_neighbors_cosine_score,4,False,15436,no_alarm,15180
cohort,B,all,all,euclidean_neighbors_cosine_score,4,False,15436,q0-6,0
cohort,B,all,all,euclidean_neighbors_cosine_score,4,False,15436,q7,117
cohort,B,all,all,euclidean_neighbors_cosine_score,4,False,15436,q8-10,55
cohort,B,all,all,euclidean_neighbors_cosine_score,4,False,15436,q11-14,61
cohort,B,all,all,euclidean_neighbors_cosine_score,4,False,15436,q15-19,22
cohort,B,all,all,euclidean_neighbors_cosine_score,4,False,15436,q20-29,1
cohort,B,all,all,euclidean_neighbors_cosine_score,4,False,15436,q30-39,0
cohort,B,all,all,euclidean_neighbors_cosine_score,4,False,15436,q40-51,0
cohort,B,all,all,euclidean_neighbors_cosine_score,5,False,15436,no_alarm,15132
cohort,B,all,all,euclidean_neighbors_cosine_score,5,False,15436,q0-6,0
cohort,B,all,all,euclidean_neighbors_cosine_score,5,False,15436,q7,140
cohort,B,all,all,euclidean_neighbors_cosine_score,5,False,15436,q8-10,66
cohort,B,all,all,euclidean_neighbors_cosine_score,5,False,15436,q11-14,71
cohort,B,all,all,euclidean_neighbors_cosine_score,5,False,15436,q15-19,26
cohort,B,all,all,euclidean_neighbors_cosine_score,5,False,15436,q20-29,1
cohort,B,all,all,euclidean_neighbors_cosine_score,5,False,15436,q30-39,0
cohort,B,all,all,euclidean_neighbors_cosine_score,5,False,15436,q40-51,0
cohort,B,all,all,euclidean_neighbors_cosine_score,6,False,15436,no_alarm,15104
cohort,B,all,all,euclidean_neighbors_cosine_score,6,False,15436,q0-6,0
cohort,B,all,all,euclidean_neighbors_cosine_score,6,False,15436,q7,142
cohort,B,all,all,euclidean_neighbors_cosine_score,6,False,15436,q8-10,69
cohort,B,all,all,euclidean_neighbors_cosine_score,6,False,15436,q11-14,90
cohort,B,all,all,euclidean_neighbors_cosine_score,6,False,15436,q15-19,30
cohort,B,all,all,euclidean_neighbors_cosine_score,6,False,15436,q20-29,1
cohort,B,all,all,euclidean_neighbors_cosine_score,6,False,15436,q30-39,0
cohort,B,all,all,euclidean_neighbors_cosine_score,6,False,15436,q40-51,0
cohort,B,all,all,euclidean_neighbors_cosine_score,7,False,15436,no_alarm,15094
cohort,B,all,all,euclidean_neighbors_cosine_score,7,False,15436,q0-6,0
cohort,B,all,all,euclidean_neighbors_cosine_score,7,False,15436,q7,143
cohort,B,all,all,euclidean_neighbors_cosine_score,7,False,15436,q8-10,75
cohort,B,all,all,euclidean_neighbors_cosine_score,7,False,15436,q11-14,94
cohort,B,all,all,euclidean_neighbors_cosine_score,7,False,15436,q15-19,29
cohort,B,all,all,euclidean_neighbors_cosine_score,7,False,15436,q20-29,1
cohort,B,all,all,euclidean_neighbors_cosine_score,7,False,15436,q30-39,0
cohort,B,all,all,euclidean_neighbors_cosine_score,7,False,15436,q40-51,0
cohort,B,all,all,euclidean_neighbors_cosine_score,8,False,15436,no_alarm,15147
cohort,B,all,all,euclidean_neighbors_cosine_score,8,False,15436,q0-6,0
cohort,B,all,all,euclidean_neighbors_cosine_score,8,False,15436,q7,118
cohort,B,all,all,euclidean_neighbors_cosine_score,8,False,15436,q8-10,64
cohort,B,all,all,euclidean_neighbors_cosine_score,8,False,15436,q11-14,76
cohort,B,all,all,euclidean_neighbors_cosine_score,8,False,15436,q15-19,30
cohort,B,all,all,euclidean_neighbors_cosine_score,8,False,15436,q20-29,1
cohort,B,all,all,euclidean_neighbors_cosine_score,8,False,15436,q30-39,0
cohort,B,all,all,euclidean_neighbors_cosine_score,8,False,15436,q40-51,0
cohort,B,all,all,euclidean_neighbors_cosine_score,9,False,15436,no_alarm,15140
cohort,B,all,all,euclidean_neighbors_cosine_score,9,False,15436,q0-6,0
cohort,B,all,all,euclidean_neighbors_cosine_score,9,False,15436,q7,124
cohort,B,all,all,euclidean_neighbors_cosine_score,9,False,15436,q8-10,64
cohort,B,all,all,euclidean_neighbors_cosine_score,9,False,15436,q11-14,79
cohort,B,all,all,euclidean_neighbors_cosine_score,9,False,15436,q15-19,28
cohort,B,all,all,euclidean_neighbors_cosine_score,9,False,15436,q20-29,1
cohort,B,all,all,euclidean_neighbors_cosine_score,9,False,15436,q30-39,0
cohort,B,all,all,euclidean_neighbors_cosine_score,9,False,15436,q40-51,0
cohort,B,all,all,euclidean_neighbors_cosine_score,10,False,15436,no_alarm,15137
cohort,B,all,all,euclidean_neighbors_cosine_score,10,False,15436,q0-6,0
cohort,B,all,all,euclidean_neighbors_cosine_score,10,False,15436,q7,121
cohort,B,all,all,euclidean_neighbors_cosine_score,10,False,15436,q8-10,69
cohort,B,all,all,euclidean_neighbors_cosine_score,10,False,15436,q11-14,79
cohort,B,all,all,euclidean_neighbors_cosine_score,10,False,15436,q15-19,29
cohort,B,all,all,euclidean_neighbors_cosine_score,10,False,15436,q20-29,1
cohort,B,all,all,euclidean_neighbors_cosine_score,10,False,15436,q30-39,0
cohort,B,all,all,euclidean_neighbors_cosine_score,10,False,15436,q40-51,0
cohort,B,all,all,euclidean_neighbors_cosine_score,20,False,15436,no_alarm,15116
cohort,B,all,all,euclidean_neighbors_cosine_score,20,False,15436,q0-6,0
cohort,B,all,all,euclidean_neighbors_cosine_score,20,False,15436,q7,141
cohort,B,all,all,euclidean_neighbors_cosine_score,20,False,15436,q8-10,76
cohort,B,all,all,euclidean_neighbors_cosine_score,20,False,15436,q11-14,78
cohort,B,all,all,euclidean_neighbors_cosine_score,20,False,15436,q15-19,24
cohort,B,all,all,euclidean_neighbors_cosine_score,20,False,15436,q20-29,1
cohort,B,all,all,euclidean_neighbors_cosine_score,20,False,15436,q30-39,0
cohort,B,all,all,euclidean_neighbors_cosine_score,20,False,15436,q40-51,0
cohort,B,all,all,euclidean_neighbors_cosine_score,1,True,564,no_alarm,549
cohort,B,all,all,euclidean_neighbors_cosine_score,1,True,564,q0-6,0
cohort,B,all,all,euclidean_neighbors_cosine_score,1,True,564,q7,2
cohort,B,all,all,euclidean_neighbors_cosine_score,1,True,564,q8-10,4
cohort,B,all,all,euclidean_neighbors_cosine_score,1,True,564,q11-14,7
cohort,B,all,all,euclidean_neighbors_cosine_score,1,True,564,q15-19,2
cohort,B,all,all,euclidean_neighbors_cosine_score,1,True,564,q20-29,0
cohort,B,all,all,euclidean_neighbors_cosine_score,1,True,564,q30-39,0
cohort,B,all,all,euclidean_neighbors_cosine_score,1,True,564,q40-51,0
cohort,B,all,all,euclidean_neighbors_cosine_score,2,True,564,no_alarm,551
cohort,B,all,all,euclidean_neighbors_cosine_score,2,True,564,q0-6,0
cohort,B,all,all,euclidean_neighbors_cosine_score,2,True,564,q7,1
cohort,B,all,all,euclidean_neighbors_cosine_score,2,True,564,q8-10,2
cohort,B,all,all,euclidean_neighbors_cosine_score,2,True,564,q11-14,9
cohort,B,all,all,euclidean_neighbors_cosine_score,2,True,564,q15-19,1
cohort,B,all,all,euclidean_neighbors_cosine_score,2,True,564,q20-29,0
cohort,B,all,all,euclidean_neighbors_cosine_score,2,True,564,q30-39,0
cohort,B,all,all,euclidean_neighbors_cosine_score,2,True,564,q40-51,0
cohort,B,all,all,euclidean_neighbors_cosine_score,3,True,564,no_alarm,550
cohort,B,all,all,euclidean_neighbors_cosine_score,3,True,564,q0-6,0
cohort,B,all,all,euclidean_neighbors_cosine_score,3,True,564,q7,3
cohort,B,all,all,euclidean_neighbors_cosine_score,3,True,564,q8-10,1
cohort,B,all,all,euclidean_neighbors_cosine_score,3,True,564,q11-14,10
cohort,B,all,all,euclidean_neighbors_cosine_score,3,True,564,q15-19,0
cohort,B,all,all,euclidean_neighbors_cosine_score,3,True,564,q20-29,0
cohort,B,all,all,euclidean_neighbors_cosine_score,3,True,564,q30-39,0
cohort,B,all,all,euclidean_neighbors_cosine_score,3,True,564,q40-51,0
cohort,B,all,all,euclidean_neighbors_cosine_score,4,True,564,no_alarm,553
cohort,B,all,all,euclidean_neighbors_cosine_score,4,True,564,q0-6,0
cohort,B,all,all,euclidean_neighbors_cosine_score,4,True,564,q7,2
cohort,B,all,all,euclidean_neighbors_cosine_score,4,True,564,q8-10,1
cohort,B,all,all,euclidean_neighbors_cosine_score,4,True,564,q11-14,8
cohort,B,all,all,euclidean_neighbors_cosine_score,4,True,564,q15-19,0
cohort,B,all,all,euclidean_neighbors_cosine_score,4,True,564,q20-29,0
cohort,B,all,all,euclidean_neighbors_cosine_score,4,True,564,q30-39,0
cohort,B,all,all,euclidean_neighbors_cosine_score,4,True,564,q40-51,0
cohort,B,all,all,euclidean_neighbors_cosine_score,5,True,564,no_alarm,550
cohort,B,all,all,euclidean_neighbors_cosine_score,5,True,564,q0-6,0
cohort,B,all,all,euclidean_neighbors_cosine_score,5,True,564,q7,2
cohort,B,all,all,euclidean_neighbors_cosine_score,5,True,564,q8-10,1
