level,cohort,suite,task,method,k,failure,episodes,query,count
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,5,False,7792,-1,7403
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,5,False,7792,0,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,5,False,7792,1,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,5,False,7792,2,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,5,False,7792,3,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,5,False,7792,4,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,5,False,7792,5,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,5,False,7792,6,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,5,False,7792,7,213
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,5,False,7792,8,66
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,5,False,7792,9,6
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,5,False,7792,10,2
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,5,False,7792,11,5
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,5,False,7792,12,11
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,5,False,7792,13,24
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,5,False,7792,14,34
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,5,False,7792,15,15
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,5,False,7792,16,10
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,5,False,7792,17,3
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,5,False,7792,18,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,5,False,7792,19,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,5,False,7792,20,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,5,False,7792,21,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,5,False,7792,22,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,5,False,7792,23,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,5,False,7792,24,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,5,False,7792,25,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,5,False,7792,26,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,5,False,7792,27,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,5,False,7792,28,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,5,False,7792,29,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,5,False,7792,30,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,5,False,7792,31,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,5,False,7792,32,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,5,False,7792,33,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,5,False,7792,34,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,5,False,7792,35,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,5,False,7792,36,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,5,False,7792,37,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,5,False,7792,38,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,5,False,7792,39,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,5,False,7792,40,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,5,False,7792,41,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,5,False,7792,42,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,5,False,7792,43,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,5,False,7792,44,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,5,False,7792,45,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,5,False,7792,46,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,5,False,7792,47,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,5,False,7792,48,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,5,False,7792,49,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,5,False,7792,50,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,5,False,7792,51,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,6,False,7792,-1,7350
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,6,False,7792,0,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,6,False,7792,1,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,6,False,7792,2,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,6,False,7792,3,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,6,False,7792,4,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,6,False,7792,5,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,6,False,7792,6,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,6,False,7792,7,226
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,6,False,7792,8,66
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,6,False,7792,9,8
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,6,False,7792,10,2
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,6,False,7792,11,6
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,6,False,7792,12,13
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,6,False,7792,13,37
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,6,False,7792,14,45
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,6,False,7792,15,18
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,6,False,7792,16,16
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,6,False,7792,17,5
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,6,False,7792,18,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,6,False,7792,19,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,6,False,7792,20,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,6,False,7792,21,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,6,False,7792,22,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,6,False,7792,23,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,6,False,7792,24,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,6,False,7792,25,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,6,False,7792,26,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,6,False,7792,27,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,6,False,7792,28,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,6,False,7792,29,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,6,False,7792,30,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,6,False,7792,31,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,6,False,7792,32,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,6,False,7792,33,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,6,False,7792,34,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,6,False,7792,35,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,6,False,7792,36,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,6,False,7792,37,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,6,False,7792,38,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,6,False,7792,39,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,6,False,7792,40,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,6,False,7792,41,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,6,False,7792,42,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,6,False,7792,43,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,6,False,7792,44,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,6,False,7792,45,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,6,False,7792,46,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,6,False,7792,47,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,6,False,7792,48,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,6,False,7792,49,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,6,False,7792,50,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,6,False,7792,51,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,7,False,7792,-1,7349
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,7,False,7792,0,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,7,False,7792,1,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,7,False,7792,2,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,7,False,7792,3,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,7,False,7792,4,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,7,False,7792,5,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,7,False,7792,6,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,7,False,7792,7,218
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,7,False,7792,8,63
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,7,False,7792,9,7
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,7,False,7792,10,3
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,7,False,7792,11,8
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,7,False,7792,12,16
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,7,False,7792,13,42
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,7,False,7792,14,47
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,7,False,7792,15,14
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,7,False,7792,16,19
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,7,False,7792,17,6
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,7,False,7792,18,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,7,False,7792,19,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,7,False,7792,20,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,7,False,7792,21,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,7,False,7792,22,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,7,False,7792,23,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,7,False,7792,24,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,7,False,7792,25,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,7,False,7792,26,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,7,False,7792,27,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,7,False,7792,28,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,7,False,7792,29,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,7,False,7792,30,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,7,False,7792,31,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,7,False,7792,32,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,7,False,7792,33,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,7,False,7792,34,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,7,False,7792,35,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,7,False,7792,36,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,7,False,7792,37,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,7,False,7792,38,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,7,False,7792,39,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,7,False,7792,40,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,7,False,7792,41,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,7,False,7792,42,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,7,False,7792,43,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,7,False,7792,44,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,7,False,7792,45,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,7,False,7792,46,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,7,False,7792,47,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,7,False,7792,48,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,7,False,7792,49,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,7,False,7792,50,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,7,False,7792,51,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,8,False,7792,-1,7417
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,8,False,7792,0,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,8,False,7792,1,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,8,False,7792,2,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,8,False,7792,3,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,8,False,7792,4,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,8,False,7792,5,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,8,False,7792,6,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,8,False,7792,7,184
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,8,False,7792,8,58
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,8,False,7792,9,5
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,8,False,7792,10,2
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,8,False,7792,11,5
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,8,False,7792,12,9
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,8,False,7792,13,33
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,8,False,7792,14,42
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,8,False,7792,15,19
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,8,False,7792,16,15
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,8,False,7792,17,3
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,8,False,7792,18,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,8,False,7792,19,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,8,False,7792,20,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,8,False,7792,21,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,8,False,7792,22,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,8,False,7792,23,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,8,False,7792,24,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,8,False,7792,25,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,8,False,7792,26,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,8,False,7792,27,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,8,False,7792,28,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,8,False,7792,29,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,8,False,7792,30,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,8,False,7792,31,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,8,False,7792,32,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,8,False,7792,33,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,8,False,7792,34,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,8,False,7792,35,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,8,False,7792,36,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,8,False,7792,37,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,8,False,7792,38,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,8,False,7792,39,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,8,False,7792,40,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,8,False,7792,41,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,8,False,7792,42,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,8,False,7792,43,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,8,False,7792,44,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,8,False,7792,45,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,8,False,7792,46,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,8,False,7792,47,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,8,False,7792,48,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,8,False,7792,49,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,8,False,7792,50,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,8,False,7792,51,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,9,False,7792,-1,7416
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,9,False,7792,0,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,9,False,7792,1,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,9,False,7792,2,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,9,False,7792,3,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,9,False,7792,4,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,9,False,7792,5,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,9,False,7792,6,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,9,False,7792,7,193
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,9,False,7792,8,60
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,9,False,7792,9,4
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,9,False,7792,10,2
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,9,False,7792,11,5
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,9,False,7792,12,10
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,9,False,7792,13,28
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,9,False,7792,14,42
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,9,False,7792,15,14
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,9,False,7792,16,15
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,9,False,7792,17,3
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,9,False,7792,18,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,9,False,7792,19,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,9,False,7792,20,0
suite,all,libero_goal,all,euclidean_neighbors_cosine_score,9,False,7792,21,0
