rule_id,family,signal,aggregation,save_pct,coverage_pct,mean_stop,median_stop,q25_stop,q75_stop,modal_stop,modal_fraction,stop_entropy_bits,scene_save_sd_pp,scene_save_min_pct,scene_save_max_pct,seed_save_sd_pp,seed_save_min_pct,seed_save_max_pct,stop_histogram,direction,threshold,threshold_2,consecutive,calibration
routed_rms__max_upper_bound_mean_plus_3std__layernorm_median__ge_0.75__k2,level,routed_rms__max_upper_bound_mean_plus_3std,layernorm_median,70.0,100.0,3.0,3.0,3.0,3.0,3,1.0,-0.0,0.0,70.0,70.0,0.0,70.0,70.0,"{""3"": 512}",ge,0.75,,2,fixed
routed_rms__max_upper_bound_mean_plus_3std__layernorm_median__ge_0.775__k2,level,routed_rms__max_upper_bound_mean_plus_3std,layernorm_median,70.0,100.0,3.0,3.0,3.0,3.0,3,1.0,-0.0,0.0,70.0,70.0,0.0,70.0,70.0,"{""3"": 512}",ge,0.775,,2,fixed
routed_rms__max_upper_bound_mean_plus_3std__layernorm_median__ge_0.8__k2,level,routed_rms__max_upper_bound_mean_plus_3std,layernorm_median,70.0,100.0,3.0,3.0,3.0,3.0,3,1.0,-0.0,0.0,70.0,70.0,0.0,70.0,70.0,"{""3"": 512}",ge,0.8,,2,fixed
routed_rms__max_upper_bound_mean_plus_3std__layernorm_median__ge_0.825__k2,level,routed_rms__max_upper_bound_mean_plus_3std,layernorm_median,70.0,100.0,3.0,3.0,3.0,3.0,3,1.0,-0.0,0.0,70.0,70.0,0.0,70.0,70.0,"{""3"": 512}",ge,0.825,,2,fixed
routed_rms__max_upper_bound_mean_plus_3std__layernorm_median__ge_0.85__k2,level,routed_rms__max_upper_bound_mean_plus_3std,layernorm_median,70.0,100.0,3.0,3.0,3.0,3.0,3,1.0,-0.0,0.0,70.0,70.0,0.0,70.0,70.0,"{""3"": 512}",ge,0.85,,2,fixed
routed_rms__max_upper_bound_mean_plus_3std__layernorm_median__ge_0.875__k2,level,routed_rms__max_upper_bound_mean_plus_3std,layernorm_median,69.7265625,99.609375,3.02734375,3.0,3.0,3.0,3,0.99609375,0.03687450625387198,0.723447624119224,67.8125,70.0,1.0590188837285905,65.625,70.0,"{""10"": 2, ""3"": 510}",ge,0.875,,2,fixed
routed_rms__max_upper_bound_mean_plus_3std__layernorm_median__ge_0.9__k2,level,routed_rms__max_upper_bound_mean_plus_3std,layernorm_median,66.85546875,95.5078125,3.314453125,3.0,3.0,3.0,3,0.955078125,0.26442059519345,2.441874955008638,63.4375,70.0,5.6021331538998105,43.75,70.0,"{""10"": 23, ""3"": 489}",ge,0.9,,2,fixed
routed_rms__max_upper_bound_mean_plus_3std__layernorm_median__ge_0.925__k2,level,routed_rms__max_upper_bound_mean_plus_3std,layernorm_median,56.62109375,81.0546875,4.337890625,3.0,3.0,3.0,3,0.8046875,0.7504206046996077,5.995012117426114,45.9375,70.0,11.291005320495644,35.0,70.0,"{""10"": 97, ""3"": 412, ""5"": 3}",ge,0.925,,2,fixed
routed_rms__max_upper_bound_mean_plus_3std__layernorm_median__ge_0.95__k2,level,routed_rms__max_upper_bound_mean_plus_3std,layernorm_median,35.13671875,50.390625,6.486328125,4.5,3.0,10.0,10,0.49609375,1.0789488821485271,7.984794471307539,17.1875,48.125,18.06815869878966,0.0,70.0,"{""10"": 254, ""3"": 253, ""4"": 3, ""5"": 2}",ge,0.95,,2,fixed
routed_rms__max_upper_bound_mean_plus_3std__layernorm_median__ge_0.975__k2,level,routed_rms__max_upper_bound_mean_plus_3std,layernorm_median,12.24609375,17.96875,8.775390625,10.0,10.0,10.0,10,0.8203125,0.7950937064982594,4.4472531874277115,4.375,21.875,15.114196954683399,0.0,52.5,"{""10"": 420, ""3"": 82, ""4"": 4, ""5"": 5, ""6"": 1}",ge,0.975,,2,fixed
routed_rms__max_upper_bound_mean_plus_3std__layernorm_median__ge_1__k2,level,routed_rms__max_upper_bound_mean_plus_3std,layernorm_median,1.93359375,3.125,9.806640625,10.0,10.0,10.0,10,0.96875,0.24754777655678278,1.5157810406143553,0.0,4.375,5.294914310327499,0.0,26.25,"{""10"": 496, ""3"": 10, ""4"": 2, ""5"": 1, ""6"": 3}",ge,1.0,,2,fixed
routed_rms__max_upper_bound_mean_plus_3std__layernorm_median__ge_1.025__k2,level,routed_rms__max_upper_bound_mean_plus_3std,layernorm_median,0.37109375,0.78125,9.962890625,10.0,10.0,10.0,10,0.9921875,0.08153941234324169,0.782957119251072,0.0,2.1875,1.034787670230438,0.0,4.375,"{""10"": 508, ""3"": 1, ""5"": 1, ""6"": 1, ""7"": 1}",ge,1.025,,2,fixed
routed_rms__max_upper_bound_mean_plus_3std__layernorm_median__ge_1.05__k2,level,routed_rms__max_upper_bound_mean_plus_3std,layernorm_median,0.05859375,0.1953125,9.994140625,10.0,10.0,10.0,10,0.998046875,0.020393135236084953,0.22693261794184083,0.0,0.9375,0.3262361931345716,0.0,1.875,"{""10"": 511, ""7"": 1}",ge,1.05,,2,fixed
routed_rms__max_upper_bound_mean_plus_3std__layernorm_median__ge_1.075__k2,level,routed_rms__max_upper_bound_mean_plus_3std,layernorm_median,0.05859375,0.1953125,9.994140625,10.0,10.0,10.0,10,0.998046875,0.020393135236084953,0.22693261794184083,0.0,0.9375,0.3262361931345716,0.0,1.875,"{""10"": 511, ""7"": 1}",ge,1.075,,2,fixed
routed_rms__max_upper_bound_mean_plus_3std__layernorm_median__ge_1.1__k2,level,routed_rms__max_upper_bound_mean_plus_3std,layernorm_median,0.05859375,0.1953125,9.994140625,10.0,10.0,10.0,10,0.998046875,0.020393135236084953,0.22693261794184083,0.0,0.9375,0.3262361931345716,0.0,1.875,"{""10"": 511, ""7"": 1}",ge,1.1,,2,fixed
routed_rms__max_upper_bound_mean_plus_3std__layernorm_median__ge_1.125__k2,level,routed_rms__max_upper_bound_mean_plus_3std,layernorm_median,0.05859375,0.1953125,9.994140625,10.0,10.0,10.0,10,0.998046875,0.020393135236084953,0.22693261794184083,0.0,0.9375,0.3262361931345716,0.0,1.875,"{""10"": 511, ""7"": 1}",ge,1.125,,2,fixed
routed_rms__max_upper_bound_mean_plus_3std__layernorm_median__ge_1.15__k2,level,routed_rms__max_upper_bound_mean_plus_3std,layernorm_median,0.0,0.0,10.0,10.0,10.0,10.0,10,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""10"": 512}",ge,1.15,,2,fixed
routed_rms__max_upper_bound_mean_plus_3std__layernorm_median__ge_1.175__k2,level,routed_rms__max_upper_bound_mean_plus_3std,layernorm_median,0.0,0.0,10.0,10.0,10.0,10.0,10,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""10"": 512}",ge,1.175,,2,fixed
routed_rms__max_upper_bound_mean_plus_3std__layernorm_median__ge_1.2__k2,level,routed_rms__max_upper_bound_mean_plus_3std,layernorm_median,0.0,0.0,10.0,10.0,10.0,10.0,10,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""10"": 512}",ge,1.2,,2,fixed
routed_rms__max_upper_bound_mean_plus_3std__layernorm_median__ge_1.225__k2,level,routed_rms__max_upper_bound_mean_plus_3std,layernorm_median,0.0,0.0,10.0,10.0,10.0,10.0,10,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""10"": 512}",ge,1.225,,2,fixed
routed_rms__max_upper_bound_mean_plus_3std__layernorm_median__ge_1.25__k2,level,routed_rms__max_upper_bound_mean_plus_3std,layernorm_median,0.0,0.0,10.0,10.0,10.0,10.0,10,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""10"": 512}",ge,1.25,,2,fixed
routed_rms__max_upper_bound_mean_plus_3std__layernorm_median__ge_1.275__k2,level,routed_rms__max_upper_bound_mean_plus_3std,layernorm_median,0.0,0.0,10.0,10.0,10.0,10.0,10,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""10"": 512}",ge,1.275,,2,fixed
routed_rms__max_upper_bound_mean_plus_3std__layernorm_median__ge_1.3__k2,level,routed_rms__max_upper_bound_mean_plus_3std,layernorm_median,0.0,0.0,10.0,10.0,10.0,10.0,10,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""10"": 512}",ge,1.3,,2,fixed
routed_rms__max_upper_bound_mean_plus_3std__layernorm_median__ge_1.325__k2,level,routed_rms__max_upper_bound_mean_plus_3std,layernorm_median,0.0,0.0,10.0,10.0,10.0,10.0,10,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""10"": 512}",ge,1.325,,2,fixed
routed_rms__max_upper_bound_mean_plus_3std__layernorm_median__ge_1.35__k2,level,routed_rms__max_upper_bound_mean_plus_3std,layernorm_median,0.0,0.0,10.0,10.0,10.0,10.0,10,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""10"": 512}",ge,1.35,,2,fixed
routed_rms__max_upper_bound_mean_plus_3std__layernorm_median__ge_1.375__k2,level,routed_rms__max_upper_bound_mean_plus_3std,layernorm_median,0.0,0.0,10.0,10.0,10.0,10.0,10,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""10"": 512}",ge,1.375,,2,fixed
routed_rms__max_upper_bound_mean_plus_3std__layernorm_median__ge_1.4__k2,level,routed_rms__max_upper_bound_mean_plus_3std,layernorm_median,0.0,0.0,10.0,10.0,10.0,10.0,10,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""10"": 512}",ge,1.4,,2,fixed
routed_rms__max_upper_bound_mean_plus_3std__layernorm_median__ge_1.425__k2,level,routed_rms__max_upper_bound_mean_plus_3std,layernorm_median,0.0,0.0,10.0,10.0,10.0,10.0,10,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""10"": 512}",ge,1.425,,2,fixed
routed_rms__max_upper_bound_mean_plus_3std__layernorm_median__ge_1.45__k2,level,routed_rms__max_upper_bound_mean_plus_3std,layernorm_median,0.0,0.0,10.0,10.0,10.0,10.0,10,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""10"": 512}",ge,1.45,,2,fixed
routed_rms__max_upper_bound_mean_plus_3std__layernorm_median__ge_1.475__k2,level,routed_rms__max_upper_bound_mean_plus_3std,layernorm_median,0.0,0.0,10.0,10.0,10.0,10.0,10,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""10"": 512}",ge,1.475,,2,fixed
routed_rms__max_upper_bound_mean_plus_3std__layernorm_median__ge_1.5__k2,level,routed_rms__max_upper_bound_mean_plus_3std,layernorm_median,0.0,0.0,10.0,10.0,10.0,10.0,10,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""10"": 512}",ge,1.5,,2,fixed
routed_rms__max_upper_bound_mean_plus_3std__layernorm_median__ge_1.525__k2,level,routed_rms__max_upper_bound_mean_plus_3std,layernorm_median,0.0,0.0,10.0,10.0,10.0,10.0,10,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""10"": 512}",ge,1.525,,2,fixed
routed_rms__max_upper_bound_mean_plus_3std__layernorm_median__ge_1.55__k2,level,routed_rms__max_upper_bound_mean_plus_3std,layernorm_median,0.0,0.0,10.0,10.0,10.0,10.0,10,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""10"": 512}",ge,1.55,,2,fixed
routed_rms__max_upper_bound_mean_plus_3std__layernorm_median__ge_1.575__k2,level,routed_rms__max_upper_bound_mean_plus_3std,layernorm_median,0.0,0.0,10.0,10.0,10.0,10.0,10,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""10"": 512}",ge,1.575,,2,fixed
routed_rms__max_upper_bound_mean_plus_3std__layernorm_median__ge_1.6__k2,level,routed_rms__max_upper_bound_mean_plus_3std,layernorm_median,0.0,0.0,10.0,10.0,10.0,10.0,10,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""10"": 512}",ge,1.6,,2,fixed
routed_rms__max_upper_bound_mean_plus_3std__layernorm_median__ge_1.625__k2,level,routed_rms__max_upper_bound_mean_plus_3std,layernorm_median,0.0,0.0,10.0,10.0,10.0,10.0,10,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""10"": 512}",ge,1.625,,2,fixed
routed_rms__max_upper_bound_mean_plus_3std__layernorm_median__ge_1.65__k2,level,routed_rms__max_upper_bound_mean_plus_3std,layernorm_median,0.0,0.0,10.0,10.0,10.0,10.0,10,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""10"": 512}",ge,1.65,,2,fixed
routed_rms__max_upper_bound_mean_plus_3std__layernorm_median__ge_1.675__k2,level,routed_rms__max_upper_bound_mean_plus_3std,layernorm_median,0.0,0.0,10.0,10.0,10.0,10.0,10,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""10"": 512}",ge,1.675,,2,fixed
routed_rms__max_upper_bound_mean_plus_3std__layernorm_median__ge_1.7__k2,level,routed_rms__max_upper_bound_mean_plus_3std,layernorm_median,0.0,0.0,10.0,10.0,10.0,10.0,10,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""10"": 512}",ge,1.7,,2,fixed
routed_rms__max_upper_bound_mean_plus_3std__layernorm_median__ge_1.725__k2,level,routed_rms__max_upper_bound_mean_plus_3std,layernorm_median,0.0,0.0,10.0,10.0,10.0,10.0,10,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""10"": 512}",ge,1.725,,2,fixed
routed_rms__max_upper_bound_mean_plus_3std__layernorm_median__ge_1.75__k2,level,routed_rms__max_upper_bound_mean_plus_3std,layernorm_median,0.0,0.0,10.0,10.0,10.0,10.0,10,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""10"": 512}",ge,1.75,,2,fixed
routed_rms__max_upper_bound_mean_plus_3std__layernorm_median__ge_1.775__k2,level,routed_rms__max_upper_bound_mean_plus_3std,layernorm_median,0.0,0.0,10.0,10.0,10.0,10.0,10,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""10"": 512}",ge,1.775,,2,fixed
routed_rms__max_upper_bound_mean_plus_3std__layernorm_median__ge_1.8__k2,level,routed_rms__max_upper_bound_mean_plus_3std,layernorm_median,0.0,0.0,10.0,10.0,10.0,10.0,10,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""10"": 512}",ge,1.8,,2,fixed
routed_rms__max_upper_bound_mean_plus_3std__layernorm_median__ge_1.825__k2,level,routed_rms__max_upper_bound_mean_plus_3std,layernorm_median,0.0,0.0,10.0,10.0,10.0,10.0,10,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""10"": 512}",ge,1.825,,2,fixed
routed_rms__max_upper_bound_mean_plus_3std__layernorm_median__ge_1.85__k2,level,routed_rms__max_upper_bound_mean_plus_3std,layernorm_median,0.0,0.0,10.0,10.0,10.0,10.0,10,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""10"": 512}",ge,1.85,,2,fixed
routed_rms__max_upper_bound_mean_plus_3std__layernorm_median__ge_1.875__k2,level,routed_rms__max_upper_bound_mean_plus_3std,layernorm_median,0.0,0.0,10.0,10.0,10.0,10.0,10,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""10"": 512}",ge,1.875,,2,fixed
routed_rms__max_upper_bound_mean_plus_3std__layernorm_median__ge_1.9__k2,level,routed_rms__max_upper_bound_mean_plus_3std,layernorm_median,0.0,0.0,10.0,10.0,10.0,10.0,10,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""10"": 512}",ge,1.9,,2,fixed
routed_rms__max_upper_bound_mean_plus_3std__layernorm_median__ge_1.925__k2,level,routed_rms__max_upper_bound_mean_plus_3std,layernorm_median,0.0,0.0,10.0,10.0,10.0,10.0,10,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""10"": 512}",ge,1.925,,2,fixed
routed_rms__max_upper_bound_mean_plus_3std__layernorm_median__ge_1.95__k2,level,routed_rms__max_upper_bound_mean_plus_3std,layernorm_median,0.0,0.0,10.0,10.0,10.0,10.0,10,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""10"": 512}",ge,1.95,,2,fixed
routed_rms__max_upper_bound_mean_plus_3std__layernorm_median__ge_1.975__k2,level,routed_rms__max_upper_bound_mean_plus_3std,layernorm_median,0.0,0.0,10.0,10.0,10.0,10.0,10,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""10"": 512}",ge,1.975,,2,fixed
routed_rms__max_upper_bound_mean_plus_3std__layernorm_median__ge_2__k2,level,routed_rms__max_upper_bound_mean_plus_3std,layernorm_median,0.0,0.0,10.0,10.0,10.0,10.0,10,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""10"": 512}",ge,2.0,,2,fixed
routed_rms__max_upper_bound_mean_plus_3std__layernorm_median__ge_0.5__k3,level,routed_rms__max_upper_bound_mean_plus_3std,layernorm_median,70.0,100.0,3.0,3.0,3.0,3.0,3,1.0,-0.0,0.0,70.0,70.0,0.0,70.0,70.0,"{""3"": 512}",ge,0.5,,3,fixed
routed_rms__max_upper_bound_mean_plus_3std__layernorm_median__ge_0.525__k3,level,routed_rms__max_upper_bound_mean_plus_3std,layernorm_median,70.0,100.0,3.0,3.0,3.0,3.0,3,1.0,-0.0,0.0,70.0,70.0,0.0,70.0,70.0,"{""3"": 512}",ge,0.525,,3,fixed
routed_rms__max_upper_bound_mean_plus_3std__layernorm_median__ge_0.55__k3,level,routed_rms__max_upper_bound_mean_plus_3std,layernorm_median,70.0,100.0,3.0,3.0,3.0,3.0,3,1.0,-0.0,0.0,70.0,70.0,0.0,70.0,70.0,"{""3"": 512}",ge,0.55,,3,fixed
routed_rms__max_upper_bound_mean_plus_3std__layernorm_median__ge_0.575__k3,level,routed_rms__max_upper_bound_mean_plus_3std,layernorm_median,70.0,100.0,3.0,3.0,3.0,3.0,3,1.0,-0.0,0.0,70.0,70.0,0.0,70.0,70.0,"{""3"": 512}",ge,0.575,,3,fixed
routed_rms__max_upper_bound_mean_plus_3std__layernorm_median__ge_0.6__k3,level,routed_rms__max_upper_bound_mean_plus_3std,layernorm_median,70.0,100.0,3.0,3.0,3.0,3.0,3,1.0,-0.0,0.0,70.0,70.0,0.0,70.0,70.0,"{""3"": 512}",ge,0.6,,3,fixed
routed_rms__max_upper_bound_mean_plus_3std__layernorm_median__ge_0.625__k3,level,routed_rms__max_upper_bound_mean_plus_3std,layernorm_median,70.0,100.0,3.0,3.0,3.0,3.0,3,1.0,-0.0,0.0,70.0,70.0,0.0,70.0,70.0,"{""3"": 512}",ge,0.625,,3,fixed
routed_rms__max_upper_bound_mean_plus_3std__layernorm_median__ge_0.65__k3,level,routed_rms__max_upper_bound_mean_plus_3std,layernorm_median,70.0,100.0,3.0,3.0,3.0,3.0,3,1.0,-0.0,0.0,70.0,70.0,0.0,70.0,70.0,"{""3"": 512}",ge,0.65,,3,fixed
routed_rms__max_upper_bound_mean_plus_3std__layernorm_median__ge_0.675__k3,level,routed_rms__max_upper_bound_mean_plus_3std,layernorm_median,70.0,100.0,3.0,3.0,3.0,3.0,3,1.0,-0.0,0.0,70.0,70.0,0.0,70.0,70.0,"{""3"": 512}",ge,0.675,,3,fixed
routed_rms__max_upper_bound_mean_plus_3std__layernorm_median__ge_0.7__k3,level,routed_rms__max_upper_bound_mean_plus_3std,layernorm_median,70.0,100.0,3.0,3.0,3.0,3.0,3,1.0,-0.0,0.0,70.0,70.0,0.0,70.0,70.0,"{""3"": 512}",ge,0.7,,3,fixed
routed_rms__max_upper_bound_mean_plus_3std__layernorm_median__ge_0.725__k3,level,routed_rms__max_upper_bound_mean_plus_3std,layernorm_median,70.0,100.0,3.0,3.0,3.0,3.0,3,1.0,-0.0,0.0,70.0,70.0,0.0,70.0,70.0,"{""3"": 512}",ge,0.725,,3,fixed
routed_rms__max_upper_bound_mean_plus_3std__layernorm_median__ge_0.75__k3,level,routed_rms__max_upper_bound_mean_plus_3std,layernorm_median,70.0,100.0,3.0,3.0,3.0,3.0,3,1.0,-0.0,0.0,70.0,70.0,0.0,70.0,70.0,"{""3"": 512}",ge,0.75,,3,fixed
routed_rms__max_upper_bound_mean_plus_3std__layernorm_median__ge_0.775__k3,level,routed_rms__max_upper_bound_mean_plus_3std,layernorm_median,70.0,100.0,3.0,3.0,3.0,3.0,3,1.0,-0.0,0.0,70.0,70.0,0.0,70.0,70.0,"{""3"": 512}",ge,0.775,,3,fixed
routed_rms__max_upper_bound_mean_plus_3std__layernorm_median__ge_0.8__k3,level,routed_rms__max_upper_bound_mean_plus_3std,layernorm_median,70.0,100.0,3.0,3.0,3.0,3.0,3,1.0,-0.0,0.0,70.0,70.0,0.0,70.0,70.0,"{""3"": 512}",ge,0.8,,3,fixed
routed_rms__max_upper_bound_mean_plus_3std__layernorm_median__ge_0.825__k3,level,routed_rms__max_upper_bound_mean_plus_3std,layernorm_median,70.0,100.0,3.0,3.0,3.0,3.0,3,1.0,-0.0,0.0,70.0,70.0,0.0,70.0,70.0,"{""3"": 512}",ge,0.825,,3,fixed
routed_rms__max_upper_bound_mean_plus_3std__layernorm_median__ge_0.85__k3,level,routed_rms__max_upper_bound_mean_plus_3std,layernorm_median,70.0,100.0,3.0,3.0,3.0,3.0,3,1.0,-0.0,0.0,70.0,70.0,0.0,70.0,70.0,"{""3"": 512}",ge,0.85,,3,fixed
routed_rms__max_upper_bound_mean_plus_3std__layernorm_median__ge_0.875__k3,level,routed_rms__max_upper_bound_mean_plus_3std,layernorm_median,69.7265625,99.609375,3.02734375,3.0,3.0,3.0,3,0.99609375,0.03687450625387198,0.723447624119224,67.8125,70.0,1.0590188837285905,65.625,70.0,"{""10"": 2, ""3"": 510}",ge,0.875,,3,fixed
routed_rms__max_upper_bound_mean_plus_3std__layernorm_median__ge_0.9__k3,level,routed_rms__max_upper_bound_mean_plus_3std,layernorm_median,66.85546875,95.5078125,3.314453125,3.0,3.0,3.0,3,0.955078125,0.26442059519345,2.441874955008638,63.4375,70.0,5.6021331538998105,43.75,70.0,"{""10"": 23, ""3"": 489}",ge,0.9,,3,fixed
routed_rms__max_upper_bound_mean_plus_3std__layernorm_median__ge_0.925__k3,level,routed_rms__max_upper_bound_mean_plus_3std,layernorm_median,56.328125,80.46875,4.3671875,3.0,3.0,3.0,3,0.8046875,0.712453444966878,6.114248375975987,45.9375,70.0,11.353420034702099,35.0,70.0,"{""10"": 100, ""3"": 412}",ge,0.925,,3,fixed
routed_rms__max_upper_bound_mean_plus_3std__layernorm_median__ge_0.95__k3,level,routed_rms__max_upper_bound_mean_plus_3std,layernorm_median,34.66796875,49.609375,6.533203125,10.0,3.0,10.0,10,0.50390625,1.0183710814514453,8.097511154030505,15.3125,48.125,17.905448536137637,0.0,70.0,"{""10"": 258, ""3"": 253, ""6"": 1}",ge,0.95,,3,fixed
routed_rms__max_upper_bound_mean_plus_3std__layernorm_median__ge_0.975__k3,level,routed_rms__max_upper_bound_mean_plus_3std,layernorm_median,11.5234375,16.796875,8.84765625,10.0,10.0,10.0,10,0.83203125,0.6986219480568555,4.201171420996024,4.375,21.875,14.796749190991031,0.0,52.5,"{""10"": 426, ""3"": 82, ""6"": 4}",ge,0.975,,3,fixed
routed_rms__max_upper_bound_mean_plus_3std__layernorm_median__ge_1__k3,level,routed_rms__max_upper_bound_mean_plus_3std,layernorm_median,1.58203125,2.5390625,9.841796875,10.0,10.0,10.0,10,0.974609375,0.19588986794498703,1.4340513574828613,0.0,4.375,4.985291782360731,0.0,26.25,"{""10"": 499, ""3"": 10, ""5"": 1, ""7"": 2}",ge,1.0,,3,fixed
routed_rms__max_upper_bound_mean_plus_3std__layernorm_median__ge_1.025__k3,level,routed_rms__max_upper_bound_mean_plus_3std,layernorm_median,0.0390625,0.1953125,9.99609375,10.0,10.0,10.0,10,0.998046875,0.020393135236084953,0.15128841196122722,0.0,0.625,0.21749079542304772,0.0,1.25,"{""10"": 511, ""8"": 1}",ge,1.025,,3,fixed
routed_rms__max_upper_bound_mean_plus_3std__layernorm_median__ge_1.05__k3,level,routed_rms__max_upper_bound_mean_plus_3std,layernorm_median,0.0390625,0.1953125,9.99609375,10.0,10.0,10.0,10,0.998046875,0.020393135236084953,0.15128841196122722,0.0,0.625,0.21749079542304772,0.0,1.25,"{""10"": 511, ""8"": 1}",ge,1.05,,3,fixed
routed_rms__max_upper_bound_mean_plus_3std__layernorm_median__ge_1.075__k3,level,routed_rms__max_upper_bound_mean_plus_3std,layernorm_median,0.0390625,0.1953125,9.99609375,10.0,10.0,10.0,10,0.998046875,0.020393135236084953,0.15128841196122722,0.0,0.625,0.21749079542304772,0.0,1.25,"{""10"": 511, ""8"": 1}",ge,1.075,,3,fixed
routed_rms__max_upper_bound_mean_plus_3std__layernorm_median__ge_1.1__k3,level,routed_rms__max_upper_bound_mean_plus_3std,layernorm_median,0.0,0.0,10.0,10.0,10.0,10.0,10,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""10"": 512}",ge,1.1,,3,fixed
routed_rms__max_upper_bound_mean_plus_3std__layernorm_median__ge_1.125__k3,level,routed_rms__max_upper_bound_mean_plus_3std,layernorm_median,0.0,0.0,10.0,10.0,10.0,10.0,10,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""10"": 512}",ge,1.125,,3,fixed
routed_rms__max_upper_bound_mean_plus_3std__layernorm_median__ge_1.15__k3,level,routed_rms__max_upper_bound_mean_plus_3std,layernorm_median,0.0,0.0,10.0,10.0,10.0,10.0,10,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""10"": 512}",ge,1.15,,3,fixed
routed_rms__max_upper_bound_mean_plus_3std__layernorm_median__ge_1.175__k3,level,routed_rms__max_upper_bound_mean_plus_3std,layernorm_median,0.0,0.0,10.0,10.0,10.0,10.0,10,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""10"": 512}",ge,1.175,,3,fixed
routed_rms__max_upper_bound_mean_plus_3std__layernorm_median__ge_1.2__k3,level,routed_rms__max_upper_bound_mean_plus_3std,layernorm_median,0.0,0.0,10.0,10.0,10.0,10.0,10,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""10"": 512}",ge,1.2,,3,fixed
routed_rms__max_upper_bound_mean_plus_3std__layernorm_median__ge_1.225__k3,level,routed_rms__max_upper_bound_mean_plus_3std,layernorm_median,0.0,0.0,10.0,10.0,10.0,10.0,10,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""10"": 512}",ge,1.225,,3,fixed
routed_rms__max_upper_bound_mean_plus_3std__layernorm_median__ge_1.25__k3,level,routed_rms__max_upper_bound_mean_plus_3std,layernorm_median,0.0,0.0,10.0,10.0,10.0,10.0,10,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""10"": 512}",ge,1.25,,3,fixed
routed_rms__max_upper_bound_mean_plus_3std__layernorm_median__ge_1.275__k3,level,routed_rms__max_upper_bound_mean_plus_3std,layernorm_median,0.0,0.0,10.0,10.0,10.0,10.0,10,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""10"": 512}",ge,1.275,,3,fixed
routed_rms__max_upper_bound_mean_plus_3std__layernorm_median__ge_1.3__k3,level,routed_rms__max_upper_bound_mean_plus_3std,layernorm_median,0.0,0.0,10.0,10.0,10.0,10.0,10,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""10"": 512}",ge,1.3,,3,fixed
