cohort,timing,method,parents,task_clusters,eligible_parents,success_rate,native_success_rate,delta_vs_native_pp,random_success_rate,delta_vs_random_pp,cluster_ci95_pp,rescued_repeats,failed_repeats,rescue_rate,harmed_repeats,successful_repeats,harm_rate,rescued_unique_parents,harmed_unique_parents,changed_vs_random_parents,mean_model_queries,query_overhead_percent,deployable
primary,after_alarm,edge_once,23,8,23,0.30434782608695654,0.30434782608695654,0.0,0.30434782608695654,0.0,,0,32,0.0,0,14,0.0,0,0,0,47.369565217391305,6.761391474767264,True
primary,after_alarm,knn_once,23,8,23,0.30434782608695654,0.30434782608695654,0.0,0.30434782608695654,0.0,,0,32,0.0,0,14,0.0,0,0,0,47.391304347826086,6.810387065164125,True
primary,after_alarm,guarded_knn_once,23,8,23,0.30434782608695654,0.30434782608695654,0.0,0.30434782608695654,0.0,,0,32,0.0,0,14,0.0,0,0,0,47.391304347826086,6.810387065164125,True
primary,after_alarm,noise_center_once,23,8,23,0.30434782608695654,0.30434782608695654,0.0,0.30434782608695654,0.0,,0,32,0.0,0,14,0.0,0,0,0,44.391304347826086,0.048995590396860855,True
primary,after_alarm,oracle_once,23,8,23,0.30434782608695654,0.30434782608695654,0.0,0.30434782608695654,0.0,,0,32,0.0,0,14,0.0,0,0,0,,,False
primary,before_alarm_diagnostic,candidate0,23,8,23,0.30434782608695654,0.30434782608695654,0.0,0.30434782608695654,0.0,,0,32,0.0,0,14,0.0,0,0,0,44.391304347826086,0.0,False
primary,before_alarm_diagnostic,short2_once,23,8,23,0.2826086956521739,0.30434782608695654,-2.1739130434782608,0.30434782608695654,-2.1739130434782608,"[-4.838709677419355, 0.0]",0,32,0.0,1,14,0.07142857142857142,0,1,1,45.93478260869565,3.4769833496572033,False
primary,before_alarm_diagnostic,short2_5,23,8,23,0.30434782608695654,0.30434782608695654,0.0,0.30434782608695654,0.0,,0,32,0.0,0,14,0.0,0,0,0,48.45652173913044,9.157688540646426,False
primary,before_alarm_diagnostic,short5_5,23,8,23,0.30434782608695654,0.30434782608695654,0.0,0.30434782608695654,0.0,,0,32,0.0,0,14,0.0,0,0,0,47.52173913043478,7.051909892262498,False
primary,before_alarm_diagnostic,short2_20,23,8,23,0.34782608695652173,0.30434782608695654,4.3478260869565215,0.30434782608695654,4.3478260869565215,"[0.0, 13.636363636363635]",2,32,0.0625,0,14,0.0,1,0,1,59.891304347826086,34.91674828599412,False
primary,before_alarm_diagnostic,center5_5,23,8,23,0.30434782608695654,0.30434782608695654,0.0,0.30434782608695654,0.0,,0,32,0.0,0,14,0.0,0,0,0,62.32608695652174,40.40156709108717,False
primary,before_alarm_diagnostic,edge5_5,23,8,23,0.30434782608695654,0.30434782608695654,0.0,0.30434782608695654,0.0,,0,32,0.0,0,14,0.0,0,0,0,62.30434782608695,40.35259549461312,False
primary,before_alarm_diagnostic,knn5_5,23,8,23,0.2826086956521739,0.30434782608695654,-2.1739130434782608,0.30434782608695654,-2.1739130434782608,"[-4.838709677419355, 0.0]",0,32,0.0,1,14,0.07142857142857142,0,1,1,62.891304347826086,41.674828599412336,False
primary,before_alarm_diagnostic,guarded_knn5_5,23,8,23,0.30434782608695654,0.30434782608695654,0.0,0.30434782608695654,0.0,,0,32,0.0,0,14,0.0,0,0,0,62.30434782608695,40.35259549461312,False
primary,before_alarm_diagnostic,center_once,23,8,23,0.34782608695652173,0.30434782608695654,4.3478260869565215,0.30434782608695654,4.3478260869565215,"[0.0, 13.636363636363635]",2,32,0.0625,0,14,0.0,1,0,1,46.47826086956522,4.701273261508332,False
primary,before_alarm_diagnostic,edge_once,23,8,23,0.30434782608695654,0.30434782608695654,0.0,0.30434782608695654,0.0,,0,32,0.0,0,14,0.0,0,0,0,47.369565217391305,6.709108716944168,False
primary,before_alarm_diagnostic,knn_once,23,8,23,0.32608695652173914,0.30434782608695654,2.1739130434782608,0.30434782608695654,2.1739130434782608,"[0.0, 6.8181818181818175]",1,32,0.03125,0,14,0.0,1,0,1,46.869565217391305,5.58276199804113,False
primary,before_alarm_diagnostic,guarded_knn_once,23,8,23,0.34782608695652173,0.30434782608695654,4.3478260869565215,0.30434782608695654,4.3478260869565215,"[0.0, 13.636363636363635]",2,32,0.0625,0,14,0.0,1,0,1,46.34782608695652,4.407443682664058,False
primary,before_alarm_diagnostic,noise_center_once,23,8,23,0.32608695652173914,0.30434782608695654,2.1739130434782608,0.30434782608695654,2.1739130434782608,"[0.0, 6.8181818181818175]",1,32,0.03125,0,14,0.0,1,0,1,44.02173913043478,-0.8325171400587639,False
primary,before_alarm_diagnostic,oracle_once,23,8,23,0.34782608695652173,0.30434782608695654,4.3478260869565215,0.30434782608695654,4.3478260869565215,"[0.0, 13.636363636363635]",2,32,0.0625,0,14,0.0,1,0,1,,,False
primary_pro,after_alarm,candidate0,9,6,9,0.2222222222222222,0.2222222222222222,0.0,0.2222222222222222,0.0,,0,14,0.0,0,4,0.0,0,0,0,46.94444444444444,0.0,True
primary_pro,after_alarm,short2_once,9,6,9,0.16666666666666666,0.2222222222222222,-5.555555555555555,0.2222222222222222,-5.555555555555555,"[-21.428571428571427, 0.0]",0,14,0.0,1,4,0.25,0,1,1,49.166666666666664,4.7337278106508895,True
primary_pro,after_alarm,short2_5,9,6,9,0.2222222222222222,0.2222222222222222,0.0,0.2222222222222222,0.0,,0,14,0.0,0,4,0.0,0,0,0,51.0,8.63905325443788,True
primary_pro,after_alarm,short5_5,9,6,9,0.2222222222222222,0.2222222222222222,0.0,0.2222222222222222,0.0,,0,14,0.0,0,4,0.0,0,0,0,49.833333333333336,6.153846153846154,True
primary_pro,after_alarm,short2_20,9,6,9,0.2222222222222222,0.2222222222222222,0.0,0.2222222222222222,0.0,,0,14,0.0,0,4,0.0,0,0,0,62.333333333333336,32.7810650887574,True
primary_pro,after_alarm,center5_5,9,6,9,0.2222222222222222,0.2222222222222222,0.0,0.2222222222222222,0.0,,0,14,0.0,0,4,0.0,0,0,0,64.77777777777777,37.988165680473365,True
primary_pro,after_alarm,edge5_5,9,6,9,0.2222222222222222,0.2222222222222222,0.0,0.2222222222222222,0.0,,0,14,0.0,0,4,0.0,0,0,0,64.83333333333333,38.10650887573963,True
primary_pro,after_alarm,knn5_5,9,6,9,0.2222222222222222,0.2222222222222222,0.0,0.2222222222222222,0.0,,0,14,0.0,0,4,0.0,0,0,0,64.77777777777777,37.988165680473365,True
primary_pro,after_alarm,guarded_knn5_5,9,6,9,0.2222222222222222,0.2222222222222222,0.0,0.2222222222222222,0.0,,0,14,0.0,0,4,0.0,0,0,0,64.83333333333333,38.10650887573963,True
primary_pro,after_alarm,center_once,9,6,9,0.2222222222222222,0.2222222222222222,0.0,0.2222222222222222,0.0,,0,14,0.0,0,4,0.0,0,0,0,50.0,6.5088757396449815,True
primary_pro,after_alarm,edge_once,9,6,9,0.2222222222222222,0.2222222222222222,0.0,0.2222222222222222,0.0,,0,14,0.0,0,4,0.0,0,0,0,49.94444444444444,6.390532544378691,True
primary_pro,after_alarm,knn_once,9,6,9,0.2222222222222222,0.2222222222222222,0.0,0.2222222222222222,0.0,,0,14,0.0,0,4,0.0,0,0,0,50.0,6.5088757396449815,True
primary_pro,after_alarm,guarded_knn_once,9,6,9,0.2222222222222222,0.2222222222222222,0.0,0.2222222222222222,0.0,,0,14,0.0,0,4,0.0,0,0,0,50.0,6.5088757396449815,True
primary_pro,after_alarm,noise_center_once,9,6,9,0.2222222222222222,0.2222222222222222,0.0,0.2222222222222222,0.0,,0,14,0.0,0,4,0.0,0,0,0,47.0,0.11834319526626835,True
primary_pro,after_alarm,oracle_once,9,6,9,0.2222222222222222,0.2222222222222222,0.0,0.2222222222222222,0.0,,0,14,0.0,0,4,0.0,0,0,0,,,False
primary_pro,before_alarm_diagnostic,candidate0,9,6,9,0.2222222222222222,0.2222222222222222,0.0,0.2222222222222222,0.0,,0,14,0.0,0,4,0.0,0,0,0,47.0,0.0,False
primary_pro,before_alarm_diagnostic,short2_once,9,6,9,0.2222222222222222,0.2222222222222222,0.0,0.2222222222222222,0.0,,0,14,0.0,0,4,0.0,0,0,0,48.0,2.127659574468077,False
primary_pro,before_alarm_diagnostic,short2_5,9,6,9,0.2222222222222222,0.2222222222222222,0.0,0.2222222222222222,0.0,,0,14,0.0,0,4,0.0,0,0,0,50.888888888888886,8.274231678486998,False
primary_pro,before_alarm_diagnostic,short5_5,9,6,9,0.2222222222222222,0.2222222222222222,0.0,0.2222222222222222,0.0,,0,14,0.0,0,4,0.0,0,0,0,50.44444444444444,7.328605200945626,False
primary_pro,before_alarm_diagnostic,short2_20,9,6,9,0.2222222222222222,0.2222222222222222,0.0,0.2222222222222222,0.0,,0,14,0.0,0,4,0.0,0,0,0,63.22222222222222,34.51536643026005,False
primary_pro,before_alarm_diagnostic,center5_5,9,6,9,0.2222222222222222,0.2222222222222222,0.0,0.2222222222222222,0.0,,0,14,0.0,0,4,0.0,0,0,0,64.88888888888889,38.061465721040186,False
primary_pro,before_alarm_diagnostic,edge5_5,9,6,9,0.2222222222222222,0.2222222222222222,0.0,0.2222222222222222,0.0,,0,14,0.0,0,4,0.0,0,0,0,64.88888888888889,38.061465721040186,False
primary_pro,before_alarm_diagnostic,knn5_5,9,6,9,0.16666666666666666,0.2222222222222222,-5.555555555555555,0.2222222222222222,-5.555555555555555,"[-21.428571428571427, 0.0]",0,14,0.0,1,4,0.25,0,1,1,66.33333333333333,41.134751773049636,False
primary_pro,before_alarm_diagnostic,guarded_knn5_5,9,6,9,0.2222222222222222,0.2222222222222222,0.0,0.2222222222222222,0.0,,0,14,0.0,0,4,0.0,0,0,0,64.83333333333333,37.94326241134751,False
primary_pro,before_alarm_diagnostic,center_once,9,6,9,0.2222222222222222,0.2222222222222222,0.0,0.2222222222222222,0.0,,0,14,0.0,0,4,0.0,0,0,0,50.333333333333336,7.092198581560294,False
primary_pro,before_alarm_diagnostic,edge_once,9,6,9,0.2222222222222222,0.2222222222222222,0.0,0.2222222222222222,0.0,,0,14,0.0,0,4,0.0,0,0,0,49.94444444444444,6.264775413711576,False
primary_pro,before_alarm_diagnostic,knn_once,9,6,9,0.2222222222222222,0.2222222222222222,0.0,0.2222222222222222,0.0,,0,14,0.0,0,4,0.0,0,0,0,50.0,6.382978723404253,False
primary_pro,before_alarm_diagnostic,guarded_knn_once,9,6,9,0.2222222222222222,0.2222222222222222,0.0,0.2222222222222222,0.0,,0,14,0.0,0,4,0.0,0,0,0,50.0,6.382978723404253,False
primary_pro,before_alarm_diagnostic,noise_center_once,9,6,9,0.2222222222222222,0.2222222222222222,0.0,0.2222222222222222,0.0,,0,14,0.0,0,4,0.0,0,0,0,47.333333333333336,0.7092198581560405,False
primary_pro,before_alarm_diagnostic,oracle_once,9,6,9,0.2222222222222222,0.2222222222222222,0.0,0.2222222222222222,0.0,,0,14,0.0,0,4,0.0,0,0,0,,,False
primary_plus,after_alarm,candidate0,14,6,14,0.35714285714285715,0.35714285714285715,0.0,0.35714285714285715,0.0,,0,18,0.0,0,10,0.0,0,0,0,42.714285714285715,0.0,True
primary_plus,after_alarm,short2_once,14,6,14,0.32142857142857145,0.35714285714285715,-3.571428571428571,0.35714285714285715,-3.571428571428571,"[-6.8181818181818175, 0.0]",0,18,0.0,1,10,0.1,0,1,1,44.607142857142854,4.431438127090281,True
primary_plus,after_alarm,short2_5,14,6,14,0.32142857142857145,0.35714285714285715,-3.571428571428571,0.35714285714285715,-3.571428571428571,"[-6.8181818181818175, 0.0]",0,18,0.0,1,10,0.1,0,1,1,47.035714285714285,10.11705685618729,True
primary_plus,after_alarm,short5_5,14,6,14,0.35714285714285715,0.35714285714285715,0.0,0.35714285714285715,0.0,,0,18,0.0,0,10,0.0,0,0,0,44.785714285714285,4.849498327759183,True
primary_plus,after_alarm,short2_20,14,6,14,0.32142857142857145,0.35714285714285715,-3.571428571428571,0.35714285714285715,-3.571428571428571,"[-6.8181818181818175, 0.0]",0,18,0.0,1,10,0.1,0,1,1,55.32142857142857,29.515050167224068,True
primary_plus,after_alarm,center5_5,14,6,14,0.32142857142857145,0.35714285714285715,-3.571428571428571,0.35714285714285715,-3.571428571428571,"[-6.8181818181818175, 0.0]",0,18,0.0,1,10,0.1,0,1,1,57.5,34.615384615384606,True
primary_plus,after_alarm,edge5_5,14,6,14,0.35714285714285715,0.35714285714285715,0.0,0.35714285714285715,0.0,,0,18,0.0,0,10,0.0,0,0,0,56.142857142857146,31.438127090301005,True
primary_plus,after_alarm,knn5_5,14,6,14,0.35714285714285715,0.35714285714285715,0.0,0.35714285714285715,0.0,,0,18,0.0,0,10,0.0,0,0,0,56.142857142857146,31.438127090301005,True
primary_plus,after_alarm,guarded_knn5_5,14,6,14,0.35714285714285715,0.35714285714285715,0.0,0.35714285714285715,0.0,,0,18,0.0,0,10,0.0,0,0,0,56.142857142857146,31.438127090301005,True
primary_plus,after_alarm,center_once,14,6,14,0.32142857142857145,0.35714285714285715,-3.571428571428571,0.35714285714285715,-3.571428571428571,"[-6.8181818181818175, 0.0]",0,18,0.0,1,10,0.1,0,1,1,46.67857142857143,9.28093645484951,True
primary_plus,after_alarm,edge_once,14,6,14,0.35714285714285715,0.35714285714285715,0.0,0.35714285714285715,0.0,,0,18,0.0,0,10,0.0,0,0,0,45.714285714285715,7.0234113712374535,True
primary_plus,after_alarm,knn_once,14,6,14,0.35714285714285715,0.35714285714285715,0.0,0.35714285714285715,0.0,,0,18,0.0,0,10,0.0,0,0,0,45.714285714285715,7.0234113712374535,True
primary_plus,after_alarm,guarded_knn_once,14,6,14,0.35714285714285715,0.35714285714285715,0.0,0.35714285714285715,0.0,,0,18,0.0,0,10,0.0,0,0,0,45.714285714285715,7.0234113712374535,True
primary_plus,after_alarm,noise_center_once,14,6,14,0.35714285714285715,0.35714285714285715,0.0,0.35714285714285715,0.0,,0,18,0.0,0,10,0.0,0,0,0,42.714285714285715,0.0,True
primary_plus,after_alarm,oracle_once,14,6,14,0.35714285714285715,0.35714285714285715,0.0,0.35714285714285715,0.0,,0,18,0.0,0,10,0.0,0,0,0,,,False
primary_plus,before_alarm_diagnostic,candidate0,14,6,14,0.35714285714285715,0.35714285714285715,0.0,0.35714285714285715,0.0,,0,18,0.0,0,10,0.0,0,0,0,42.714285714285715,0.0,False
primary_plus,before_alarm_diagnostic,short2_once,14,6,14,0.32142857142857145,0.35714285714285715,-3.571428571428571,0.35714285714285715,-3.571428571428571,"[-6.8181818181818175, 0.0]",0,18,0.0,1,10,0.1,0,1,1,44.607142857142854,4.431438127090281,False
primary_plus,before_alarm_diagnostic,short2_5,14,6,14,0.35714285714285715,0.35714285714285715,0.0,0.35714285714285715,0.0,,0,18,0.0,0,10,0.0,0,0,0,46.892857142857146,9.782608695652172,False
primary_plus,before_alarm_diagnostic,short5_5,14,6,14,0.35714285714285715,0.35714285714285715,0.0,0.35714285714285715,0.0,,0,18,0.0,0,10,0.0,0,0,0,45.642857142857146,6.856187290969906,False
primary_plus,before_alarm_diagnostic,short2_20,14,6,14,0.42857142857142855,0.35714285714285715,7.142857142857142,0.35714285714285715,7.142857142857142,"[0.0, 33.33333333333333]",2,18,0.1111111111111111,0,10,0.0,1,0,1,57.75,35.200668896321076,False
primary_plus,before_alarm_diagnostic,center5_5,14,6,14,0.35714285714285715,0.35714285714285715,0.0,0.35714285714285715,0.0,,0,18,0.0,0,10,0.0,0,0,0,60.67857142857143,42.05685618729098,False
primary_plus,before_alarm_diagnostic,edge5_5,14,6,14,0.35714285714285715,0.35714285714285715,0.0,0.35714285714285715,0.0,,0,18,0.0,0,10,0.0,0,0,0,60.642857142857146,41.973244147157196,False
primary_plus,before_alarm_diagnostic,knn5_5,14,6,14,0.35714285714285715,0.35714285714285715,0.0,0.35714285714285715,0.0,,0,18,0.0,0,10,0.0,0,0,0,60.67857142857143,42.05685618729098,False
primary_plus,before_alarm_diagnostic,guarded_knn5_5,14,6,14,0.35714285714285715,0.35714285714285715,0.0,0.35714285714285715,0.0,,0,18,0.0,0,10,0.0,0,0,0,60.67857142857143,42.05685618729098,False
primary_plus,before_alarm_diagnostic,center_once,14,6,14,0.42857142857142855,0.35714285714285715,7.142857142857142,0.35714285714285715,7.142857142857142,"[0.0, 33.33333333333333]",2,18,0.1111111111111111,0,10,0.0,1,0,1,44.0,3.0100334448160515,False
primary_plus,before_alarm_diagnostic,edge_once,14,6,14,0.35714285714285715,0.35714285714285715,0.0,0.35714285714285715,0.0,,0,18,0.0,0,10,0.0,0,0,0,45.714285714285715,7.0234113712374535,False
primary_plus,before_alarm_diagnostic,knn_once,14,6,14,0.39285714285714285,0.35714285714285715,3.571428571428571,0.35714285714285715,3.571428571428571,"[0.0, 16.666666666666664]",1,18,0.05555555555555555,0,10,0.0,1,0,1,44.857142857142854,5.0167224080267525,False
primary_plus,before_alarm_diagnostic,guarded_knn_once,14,6,14,0.42857142857142855,0.35714285714285715,7.142857142857142,0.35714285714285715,7.142857142857142,"[0.0, 33.33333333333333]",2,18,0.1111111111111111,0,10,0.0,1,0,1,44.0,3.0100334448160515,False
primary_plus,before_alarm_diagnostic,noise_center_once,14,6,14,0.39285714285714285,0.35714285714285715,3.571428571428571,0.35714285714285715,3.571428571428571,"[0.0, 16.666666666666664]",1,18,0.05555555555555555,0,10,0.0,1,0,1,41.892857142857146,-1.9230769230769162,False
primary_plus,before_alarm_diagnostic,oracle_once,14,6,14,0.42857142857142855,0.35714285714285715,7.142857142857142,0.35714285714285715,7.142857142857142,"[0.0, 33.33333333333333]",2,18,0.1111111111111111,0,10,0.0,1,0,1,,,False
controls,after_alarm,candidate0,1,1,1,0.0,0.0,0.0,0.0,0.0,,0,2,0.0,0,0,,0,0,0,52.0,0.0,True
controls,after_alarm,short2_once,1,1,1,0.0,0.0,0.0,0.0,0.0,,0,2,0.0,0,0,,0,0,0,53.0,1.9230769230769162,True
controls,after_alarm,short2_5,1,1,1,0.0,0.0,0.0,0.0,0.0,,0,2,0.0,0,0,,0,0,0,56.0,7.692307692307687,True
controls,after_alarm,short5_5,1,1,1,0.0,0.0,0.0,0.0,0.0,,0,2,0.0,0,0,,0,0,0,55.0,5.769230769230771,True
controls,after_alarm,short2_20,1,1,1,0.0,0.0,0.0,0.0,0.0,,0,2,0.0,0,0,,0,0,0,68.0,30.76923076923077,True
controls,after_alarm,center5_5,1,1,1,0.0,0.0,0.0,0.0,0.0,,0,2,0.0,0,0,,0,0,0,70.0,34.61538461538463,True
controls,after_alarm,edge5_5,1,1,1,0.0,0.0,0.0,0.0,0.0,,0,2,0.0,0,0,,0,0,0,70.0,34.61538461538463,True
controls,after_alarm,knn5_5,1,1,1,0.0,0.0,0.0,0.0,0.0,,0,2,0.0,0,0,,0,0,0,70.0,34.61538461538463,True
controls,after_alarm,guarded_knn5_5,1,1,1,0.0,0.0,0.0,0.0,0.0,,0,2,0.0,0,0,,0,0,0,70.0,34.61538461538463,True
controls,after_alarm,center_once,1,1,1,0.0,0.0,0.0,0.0,0.0,,0,2,0.0,0,0,,0,0,0,55.0,5.769230769230771,True
controls,after_alarm,edge_once,1,1,1,0.0,0.0,0.0,0.0,0.0,,0,2,0.0,0,0,,0,0,0,55.0,5.769230769230771,True
controls,after_alarm,knn_once,1,1,1,0.0,0.0,0.0,0.0,0.0,,0,2,0.0,0,0,,0,0,0,55.0,5.769230769230771,True
controls,after_alarm,guarded_knn_once,1,1,1,0.0,0.0,0.0,0.0,0.0,,0,2,0.0,0,0,,0,0,0,55.0,5.769230769230771,True
controls,after_alarm,noise_center_once,1,1,1,0.0,0.0,0.0,0.0,0.0,,0,2,0.0,0,0,,0,0,0,52.0,0.0,True
controls,after_alarm,oracle_once,1,1,1,0.0,0.0,0.0,0.0,0.0,,0,2,0.0,0,0,,0,0,0,,,False
controls,before_alarm_diagnostic,candidate0,1,1,1,0.0,0.0,0.0,0.0,0.0,,0,2,0.0,0,0,,0,0,0,52.0,0.0,False
controls,before_alarm_diagnostic,short2_once,1,1,1,0.0,0.0,0.0,0.0,0.0,,0,2,0.0,0,0,,0,0,0,53.0,1.9230769230769162,False
controls,before_alarm_diagnostic,short2_5,1,1,1,0.0,0.0,0.0,0.0,0.0,,0,2,0.0,0,0,,0,0,0,56.0,7.692307692307687,False
controls,before_alarm_diagnostic,short5_5,1,1,1,0.0,0.0,0.0,0.0,0.0,,0,2,0.0,0,0,,0,0,0,55.0,5.769230769230771,False
controls,before_alarm_diagnostic,short2_20,1,1,1,0.0,0.0,0.0,0.0,0.0,,0,2,0.0,0,0,,0,0,0,68.0,30.76923076923077,False
controls,before_alarm_diagnostic,center5_5,1,1,1,0.0,0.0,0.0,0.0,0.0,,0,2,0.0,0,0,,0,0,0,70.0,34.61538461538463,False
controls,before_alarm_diagnostic,edge5_5,1,1,1,0.0,0.0,0.0,0.0,0.0,,0,2,0.0,0,0,,0,0,0,70.0,34.61538461538463,False
controls,before_alarm_diagnostic,knn5_5,1,1,1,0.0,0.0,0.0,0.0,0.0,,0,2,0.0,0,0,,0,0,0,70.0,34.61538461538463,False
controls,before_alarm_diagnostic,guarded_knn5_5,1,1,1,0.0,0.0,0.0,0.0,0.0,,0,2,0.0,0,0,,0,0,0,70.0,34.61538461538463,False
controls,before_alarm_diagnostic,center_once,1,1,1,0.0,0.0,0.0,0.0,0.0,,0,2,0.0,0,0,,0,0,0,55.0,5.769230769230771,False
controls,before_alarm_diagnostic,edge_once,1,1,1,0.0,0.0,0.0,0.0,0.0,,0,2,0.0,0,0,,0,0,0,55.0,5.769230769230771,False
controls,before_alarm_diagnostic,knn_once,1,1,1,0.0,0.0,0.0,0.0,0.0,,0,2,0.0,0,0,,0,0,0,55.0,5.769230769230771,False
controls,before_alarm_diagnostic,guarded_knn_once,1,1,1,0.0,0.0,0.0,0.0,0.0,,0,2,0.0,0,0,,0,0,0,55.0,5.769230769230771,False
controls,before_alarm_diagnostic,noise_center_once,1,1,1,0.0,0.0,0.0,0.0,0.0,,0,2,0.0,0,0,,0,0,0,52.0,0.0,False
controls,before_alarm_diagnostic,oracle_once,1,1,1,0.0,0.0,0.0,0.0,0.0,,0,2,0.0,0,0,,0,0,0,,,False
