timestamp, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.free [MiB], power.draw [W]
2026/08/29 06:47:04.167, 29 %, 7 %, 22641 MiB, 17804 MiB, 43.75 W
2026/08/29 06:47:09.168, 4 %, 0 %, 22641 MiB, 17804 MiB, 52.72 W
2026/08/29 06:47:14.168, 17 %, 7 %, 22641 MiB, 17804 MiB, 60.70 W
2026/08/29 06:47:19.169, 33 %, 2 %, 22641 MiB, 17804 MiB, 41.00 W
2026/08/29 06:47:24.169, 0 %, 0 %, 22641 MiB, 17804 MiB, 52.53 W
2026/08/29 06:47:29.169, 37 %, 3 %, 22641 MiB, 17804 MiB, 40.70 W
2026/08/29 06:47:34.170, 0 %, 0 %, 22641 MiB, 17804 MiB, 52.73 W
2026/08/29 06:47:39.170, 42 %, 14 %, 22641 MiB, 17804 MiB, 60.62 W
2026/08/29 06:47:44.171, 26 %, 2 %, 22641 MiB, 17804 MiB, 52.63 W
2026/08/29 06:47:49.171, 0 %, 0 %, 22641 MiB, 17804 MiB, 45.82 W
2026/08/29 06:47:54.172, 27 %, 2 %, 22641 MiB, 17804 MiB, 55.10 W
2026/08/29 06:47:59.172, 5 %, 0 %, 22641 MiB, 17804 MiB, 43.75 W
2026/08/29 06:48:04.172, 53 %, 15 %, 22641 MiB, 17804 MiB, 42.17 W
2026/08/29 06:48:09.173, 0 %, 0 %, 22641 MiB, 17804 MiB, 53.03 W
2026/08/29 06:48:14.173, 34 %, 2 %, 22641 MiB, 17804 MiB, 42.16 W
2026/08/29 06:48:19.174, 35 %, 2 %, 22641 MiB, 17804 MiB, 40.30 W
2026/08/29 06:48:24.174, 0 %, 0 %, 22641 MiB, 17804 MiB, 49.97 W
2026/08/29 06:48:29.175, 26 %, 2 %, 22641 MiB, 17804 MiB, 61.30 W
2026/08/29 06:48:34.175, 31 %, 2 %, 22641 MiB, 17804 MiB, 43.95 W
2026/08/29 06:48:39.175, 26 %, 2 %, 22641 MiB, 17804 MiB, 60.81 W
2026/08/29 06:48:44.176, 25 %, 2 %, 22641 MiB, 17804 MiB, 53.61 W
2026/08/29 06:48:49.176, 26 %, 2 %, 22641 MiB, 17804 MiB, 61.70 W
2026/08/29 06:48:54.177, 26 %, 2 %, 22641 MiB, 17804 MiB, 61.10 W
2026/08/29 06:48:59.177, 25 %, 2 %, 22641 MiB, 17804 MiB, 59.13 W
2026/08/29 06:49:04.178, 25 %, 2 %, 22641 MiB, 17804 MiB, 61.19 W
2026/08/29 06:49:09.251, 30 %, 2 %, 22641 MiB, 17804 MiB, 46.52 W
2026/08/29 06:49:14.252, 25 %, 2 %, 22641 MiB, 17804 MiB, 61.09 W
2026/08/29 06:49:19.252, 24 %, 2 %, 22641 MiB, 17804 MiB, 57.84 W
2026/08/29 06:49:24.253, 26 %, 2 %, 22641 MiB, 17804 MiB, 60.91 W
2026/08/29 06:49:29.253, 26 %, 2 %, 22641 MiB, 17804 MiB, 61.30 W
2026/08/29 06:49:34.253, 26 %, 2 %, 22641 MiB, 17804 MiB, 53.13 W
2026/08/29 06:49:39.254, 20 %, 1 %, 22641 MiB, 17804 MiB, 61.09 W
2026/08/29 06:49:44.254, 26 %, 2 %, 22641 MiB, 17804 MiB, 61.78 W
2026/08/29 06:49:49.255, 25 %, 2 %, 22641 MiB, 17804 MiB, 60.49 W
2026/08/29 06:49:54.255, 25 %, 2 %, 22641 MiB, 17804 MiB, 60.60 W
2026/08/29 06:49:59.256, 27 %, 2 %, 22641 MiB, 17804 MiB, 52.43 W
2026/08/29 06:50:04.256, 25 %, 2 %, 22641 MiB, 17804 MiB, 61.20 W
2026/08/29 06:50:09.257, 25 %, 2 %, 22641 MiB, 17804 MiB, 61.67 W
2026/08/29 06:50:14.257, 27 %, 2 %, 22641 MiB, 17804 MiB, 54.71 W
2026/08/29 06:50:19.257, 26 %, 2 %, 22641 MiB, 17804 MiB, 58.15 W
2026/08/29 06:50:24.258, 5 %, 0 %, 22641 MiB, 17804 MiB, 53.61 W
2026/08/29 06:50:29.258, 16 %, 1 %, 22641 MiB, 17804 MiB, 44.04 W
2026/08/29 06:50:34.259, 24 %, 2 %, 22641 MiB, 17804 MiB, 53.32 W
2026/08/29 06:50:39.259, 25 %, 2 %, 22641 MiB, 17804 MiB, 94.56 W
2026/08/29 06:50:44.260, 0 %, 0 %, 22641 MiB, 17804 MiB, 53.13 W
2026/08/29 06:50:49.260, 44 %, 15 %, 22641 MiB, 17804 MiB, 65.72 W
2026/08/29 06:50:54.260, 15 %, 1 %, 22641 MiB, 17804 MiB, 58.53 W
2026/08/29 06:50:59.261, 0 %, 0 %, 22641 MiB, 17804 MiB, 53.61 W
2026/08/29 06:51:04.261, 28 %, 3 %, 22641 MiB, 17804 MiB, 62.18 W
2026/08/29 06:51:09.262, 55 %, 15 %, 22641 MiB, 17804 MiB, 52.82 W
2026/08/29 06:51:14.262, 43 %, 14 %, 22641 MiB, 17804 MiB, 61.69 W
2026/08/29 06:51:19.263, 9 %, 2 %, 22641 MiB, 17804 MiB, 45.42 W
2026/08/29 06:51:24.263, 35 %, 8 %, 22641 MiB, 17804 MiB, 61.99 W
2026/08/29 06:51:29.264, 50 %, 14 %, 22641 MiB, 17804 MiB, 61.80 W
2026/08/29 06:51:34.264, 0 %, 0 %, 22641 MiB, 17804 MiB, 53.03 W
2026/08/29 06:51:39.264, 26 %, 2 %, 22641 MiB, 17804 MiB, 61.90 W
2026/08/29 06:51:44.265, 16 %, 1 %, 22641 MiB, 17804 MiB, 44.83 W
2026/08/29 06:51:49.265, 19 %, 8 %, 22641 MiB, 17804 MiB, 53.52 W
2026/08/29 06:51:54.266, 37 %, 3 %, 22641 MiB, 17804 MiB, 44.15 W
2026/08/29 06:51:59.266, 2 %, 0 %, 22641 MiB, 17804 MiB, 54.30 W
2026/08/29 06:52:04.267, 33 %, 13 %, 22641 MiB, 17804 MiB, 57.81 W
2026/08/29 06:52:09.267, 45 %, 15 %, 22641 MiB, 17804 MiB, 64.45 W
2026/08/29 06:52:14.267, 36 %, 14 %, 22641 MiB, 17804 MiB, 64.45 W
2026/08/29 06:52:19.268, 33 %, 8 %, 22641 MiB, 17804 MiB, 62.57 W
2026/08/29 06:52:24.268, 26 %, 2 %, 22641 MiB, 17804 MiB, 62.20 W
2026/08/29 06:52:29.269, 26 %, 2 %, 22641 MiB, 17804 MiB, 61.98 W
2026/08/29 06:52:34.269, 0 %, 0 %, 22641 MiB, 17804 MiB, 62.57 W
2026/08/29 06:52:39.270, 29 %, 4 %, 22641 MiB, 17804 MiB, 60.22 W
2026/08/29 06:52:44.270, 47 %, 15 %, 22641 MiB, 17804 MiB, 62.57 W
2026/08/29 06:52:49.270, 0 %, 0 %, 22641 MiB, 17804 MiB, 62.67 W
2026/08/29 06:52:54.271, 27 %, 3 %, 22641 MiB, 17804 MiB, 61.78 W
2026/08/29 06:52:59.271, 28 %, 2 %, 22641 MiB, 17804 MiB, 44.33 W
2026/08/29 06:53:04.272, 12 %, 1 %, 22641 MiB, 17804 MiB, 54.21 W
2026/08/29 06:53:09.272, 27 %, 3 %, 22681 MiB, 17764 MiB, 61.88 W
2026/08/29 06:53:14.273, 35 %, 9 %, 22681 MiB, 17764 MiB, 62.38 W
2026/08/29 06:53:19.273, 25 %, 2 %, 22681 MiB, 17764 MiB, 60.99 W
2026/08/29 06:53:24.273, 26 %, 2 %, 22681 MiB, 17764 MiB, 102.76 W
2026/08/29 06:53:29.274, 25 %, 2 %, 22681 MiB, 17764 MiB, 62.38 W
2026/08/29 06:53:34.274, 28 %, 2 %, 22681 MiB, 17764 MiB, 50.07 W
2026/08/29 06:53:39.275, 24 %, 2 %, 22681 MiB, 17764 MiB, 61.38 W
2026/08/29 06:53:44.275, 26 %, 2 %, 22681 MiB, 17764 MiB, 61.48 W
2026/08/29 06:53:49.276, 41 %, 15 %, 22681 MiB, 17764 MiB, 62.30 W
2026/08/29 06:53:54.276, 44 %, 15 %, 22681 MiB, 17764 MiB, 61.01 W
2026/08/29 06:53:59.277, 42 %, 13 %, 22681 MiB, 17764 MiB, 62.20 W
2026/08/29 06:54:04.351, 29 %, 2 %, 22681 MiB, 17764 MiB, 48.99 W
2026/08/29 06:54:09.351, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.20 W
2026/08/29 06:54:14.352, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.57 W
2026/08/29 06:54:19.352, 26 %, 2 %, 22681 MiB, 17764 MiB, 61.88 W
2026/08/29 06:54:24.353, 26 %, 2 %, 22681 MiB, 17764 MiB, 61.88 W
2026/08/29 06:54:29.353, 41 %, 15 %, 22681 MiB, 17764 MiB, 58.46 W
2026/08/29 06:54:34.354, 43 %, 14 %, 22681 MiB, 17764 MiB, 101.00 W
2026/08/29 06:54:39.354, 25 %, 2 %, 22681 MiB, 17764 MiB, 62.28 W
2026/08/29 06:54:44.355, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.67 W
2026/08/29 06:54:49.355, 21 %, 1 %, 22681 MiB, 17764 MiB, 62.67 W
2026/08/29 06:54:54.355, 43 %, 14 %, 22681 MiB, 17764 MiB, 62.10 W
2026/08/29 06:54:59.356, 25 %, 2 %, 22681 MiB, 17764 MiB, 64.76 W
2026/08/29 06:55:04.356, 25 %, 2 %, 22681 MiB, 17764 MiB, 62.38 W
2026/08/29 06:55:09.357, 44 %, 15 %, 22681 MiB, 17764 MiB, 62.67 W
2026/08/29 06:55:14.357, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.36 W
2026/08/29 06:55:19.358, 22 %, 1 %, 22681 MiB, 17764 MiB, 53.32 W
2026/08/29 06:55:24.358, 43 %, 14 %, 22681 MiB, 17764 MiB, 63.16 W
2026/08/29 06:55:29.358, 27 %, 3 %, 22681 MiB, 17764 MiB, 63.08 W
2026/08/29 06:55:34.359, 26 %, 2 %, 22681 MiB, 17764 MiB, 70.36 W
2026/08/29 06:55:39.359, 25 %, 2 %, 22681 MiB, 17764 MiB, 62.30 W
2026/08/29 06:55:44.360, 24 %, 2 %, 22681 MiB, 17764 MiB, 62.38 W
2026/08/29 06:55:49.360, 39 %, 13 %, 22681 MiB, 17764 MiB, 61.88 W
2026/08/29 06:55:54.361, 25 %, 2 %, 22681 MiB, 17764 MiB, 54.90 W
2026/08/29 06:55:59.361, 25 %, 2 %, 22681 MiB, 17764 MiB, 62.77 W
2026/08/29 06:56:04.361, 26 %, 2 %, 22681 MiB, 17764 MiB, 61.88 W
2026/08/29 06:56:09.362, 25 %, 2 %, 22681 MiB, 17764 MiB, 62.17 W
2026/08/29 06:56:14.362, 30 %, 2 %, 22681 MiB, 17764 MiB, 47.11 W
2026/08/29 06:56:19.363, 25 %, 2 %, 22681 MiB, 17764 MiB, 55.49 W
2026/08/29 06:56:24.363, 34 %, 8 %, 22681 MiB, 17764 MiB, 62.69 W
2026/08/29 06:56:29.364, 26 %, 2 %, 22681 MiB, 17764 MiB, 69.64 W
2026/08/29 06:56:34.364, 26 %, 2 %, 22681 MiB, 17764 MiB, 63.25 W
2026/08/29 06:56:39.365, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.48 W
2026/08/29 06:56:44.365, 26 %, 2 %, 22681 MiB, 17764 MiB, 63.16 W
2026/08/29 06:56:49.365, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.09 W
2026/08/29 06:56:54.366, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.47 W
2026/08/29 06:56:59.366, 34 %, 8 %, 22681 MiB, 17764 MiB, 61.88 W
2026/08/29 06:57:04.367, 26 %, 3 %, 22681 MiB, 17764 MiB, 62.49 W
2026/08/29 06:57:09.367, 27 %, 2 %, 22681 MiB, 17764 MiB, 62.47 W
2026/08/29 06:57:14.368, 27 %, 2 %, 22681 MiB, 17764 MiB, 62.77 W
2026/08/29 06:57:19.368, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.28 W
2026/08/29 06:57:24.369, 25 %, 2 %, 22681 MiB, 17764 MiB, 61.88 W
2026/08/29 06:57:29.369, 42 %, 14 %, 22681 MiB, 17764 MiB, 62.86 W
2026/08/29 06:57:34.369, 44 %, 15 %, 22681 MiB, 17764 MiB, 56.88 W
2026/08/29 06:57:39.370, 26 %, 2 %, 22681 MiB, 17764 MiB, 63.08 W
2026/08/29 06:57:44.370, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.40 W
2026/08/29 06:57:49.371, 25 %, 2 %, 22681 MiB, 17764 MiB, 62.18 W
2026/08/29 06:57:54.371, 41 %, 14 %, 22681 MiB, 17764 MiB, 62.67 W
2026/08/29 06:57:59.372, 26 %, 2 %, 22681 MiB, 17764 MiB, 100.74 W
2026/08/29 06:58:04.372, 22 %, 1 %, 22681 MiB, 17764 MiB, 62.47 W
2026/08/29 06:58:09.372, 25 %, 2 %, 22681 MiB, 17764 MiB, 61.51 W
2026/08/29 06:58:14.373, 42 %, 14 %, 22681 MiB, 17764 MiB, 246.66 W
2026/08/29 06:58:19.373, 27 %, 3 %, 22681 MiB, 17764 MiB, 65.14 W
2026/08/29 06:58:24.374, 25 %, 2 %, 22681 MiB, 17764 MiB, 62.57 W
2026/08/29 06:58:29.374, 20 %, 1 %, 22681 MiB, 17764 MiB, 62.40 W
2026/08/29 06:58:34.375, 26 %, 2 %, 22681 MiB, 17764 MiB, 61.68 W
2026/08/29 06:58:39.375, 42 %, 14 %, 22681 MiB, 17764 MiB, 62.30 W
2026/08/29 06:58:44.375, 42 %, 14 %, 22681 MiB, 17764 MiB, 63.45 W
2026/08/29 06:58:49.376, 43 %, 14 %, 22681 MiB, 17764 MiB, 106.30 W
2026/08/29 06:58:54.376, 44 %, 15 %, 22681 MiB, 17764 MiB, 85.91 W
2026/08/29 06:58:59.377, 26 %, 2 %, 22681 MiB, 17764 MiB, 63.08 W
2026/08/29 06:59:04.377, 25 %, 2 %, 22681 MiB, 17764 MiB, 62.38 W
2026/08/29 06:59:09.451, 39 %, 15 %, 22681 MiB, 17764 MiB, 61.38 W
2026/08/29 06:59:14.451, 38 %, 14 %, 22681 MiB, 17764 MiB, 62.28 W
2026/08/29 06:59:19.452, 44 %, 15 %, 22681 MiB, 17764 MiB, 62.17 W
2026/08/29 06:59:24.452, 43 %, 14 %, 22681 MiB, 17764 MiB, 63.25 W
2026/08/29 06:59:29.453, 29 %, 3 %, 22681 MiB, 17764 MiB, 61.21 W
2026/08/29 06:59:34.453, 25 %, 2 %, 22681 MiB, 17764 MiB, 94.42 W
2026/08/29 06:59:39.453, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.00 W
2026/08/29 06:59:44.454, 19 %, 1 %, 22681 MiB, 17764 MiB, 62.77 W
2026/08/29 06:59:49.454, 25 %, 2 %, 22681 MiB, 17764 MiB, 61.99 W
2026/08/29 06:59:54.455, 26 %, 2 %, 22681 MiB, 17764 MiB, 63.06 W
2026/08/29 06:59:59.455, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.57 W
2026/08/29 07:00:04.456, 26 %, 2 %, 22681 MiB, 17764 MiB, 63.16 W
2026/08/29 07:00:09.456, 24 %, 2 %, 22681 MiB, 17764 MiB, 61.98 W
2026/08/29 07:00:14.456, 24 %, 2 %, 22681 MiB, 17764 MiB, 62.47 W
2026/08/29 07:00:19.457, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.47 W
2026/08/29 07:00:24.457, 44 %, 14 %, 22681 MiB, 17764 MiB, 62.96 W
2026/08/29 07:00:29.458, 28 %, 4 %, 22681 MiB, 17764 MiB, 105.39 W
2026/08/29 07:00:34.458, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.18 W
2026/08/29 07:00:39.459, 26 %, 2 %, 22681 MiB, 17764 MiB, 61.58 W
2026/08/29 07:00:44.459, 26 %, 2 %, 22681 MiB, 17764 MiB, 61.70 W
2026/08/29 07:00:49.460, 43 %, 15 %, 22681 MiB, 17764 MiB, 62.98 W
2026/08/29 07:00:54.460, 43 %, 15 %, 22681 MiB, 17764 MiB, 62.28 W
2026/08/29 07:00:59.460, 26 %, 2 %, 22681 MiB, 17764 MiB, 91.52 W
2026/08/29 07:01:04.461, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.07 W
2026/08/29 07:01:09.461, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.09 W
2026/08/29 07:01:14.462, 25 %, 2 %, 22681 MiB, 17764 MiB, 62.77 W
2026/08/29 07:01:19.462, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.28 W
2026/08/29 07:01:24.463, 35 %, 8 %, 22681 MiB, 17764 MiB, 62.96 W
2026/08/29 07:01:29.463, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.78 W
2026/08/29 07:01:34.463, 34 %, 8 %, 22681 MiB, 17764 MiB, 62.86 W
2026/08/29 07:01:39.464, 25 %, 2 %, 22681 MiB, 17764 MiB, 79.76 W
2026/08/29 07:01:44.464, 24 %, 2 %, 22681 MiB, 17764 MiB, 62.47 W
2026/08/29 07:01:49.465, 27 %, 2 %, 22681 MiB, 17764 MiB, 56.18 W
2026/08/29 07:01:54.465, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.77 W
2026/08/29 07:01:59.466, 33 %, 9 %, 22681 MiB, 17764 MiB, 62.49 W
2026/08/29 07:02:04.466, 43 %, 15 %, 22681 MiB, 17764 MiB, 73.50 W
2026/08/29 07:02:09.466, 31 %, 3 %, 22681 MiB, 17764 MiB, 57.27 W
2026/08/29 07:02:14.467, 31 %, 2 %, 22681 MiB, 17764 MiB, 49.97 W
2026/08/29 07:02:19.467, 25 %, 2 %, 22681 MiB, 17764 MiB, 109.39 W
2026/08/29 07:02:24.468, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.96 W
2026/08/29 07:02:29.468, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.47 W
2026/08/29 07:02:34.469, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.18 W
2026/08/29 07:02:39.469, 20 %, 1 %, 22681 MiB, 17764 MiB, 62.47 W
2026/08/29 07:02:44.469, 26 %, 2 %, 22681 MiB, 17764 MiB, 61.88 W
2026/08/29 07:02:49.470, 44 %, 15 %, 22681 MiB, 17764 MiB, 62.10 W
2026/08/29 07:02:54.470, 43 %, 15 %, 22681 MiB, 17764 MiB, 62.49 W
2026/08/29 07:02:59.471, 39 %, 11 %, 22681 MiB, 17764 MiB, 62.96 W
2026/08/29 07:03:04.471, 30 %, 5 %, 22681 MiB, 17764 MiB, 54.70 W
2026/08/29 07:03:09.472, 26 %, 2 %, 22681 MiB, 17764 MiB, 173.11 W
2026/08/29 07:03:14.472, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.38 W
2026/08/29 07:03:19.472, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.47 W
2026/08/29 07:03:24.473, 24 %, 2 %, 22681 MiB, 17764 MiB, 62.49 W
2026/08/29 07:03:29.473, 25 %, 2 %, 22681 MiB, 17764 MiB, 61.99 W
2026/08/29 07:03:34.474, 45 %, 14 %, 22681 MiB, 17764 MiB, 62.18 W
2026/08/29 07:03:39.474, 46 %, 15 %, 22681 MiB, 17764 MiB, 62.57 W
2026/08/29 07:03:44.475, 30 %, 5 %, 22681 MiB, 17764 MiB, 63.86 W
2026/08/29 07:03:49.475, 43 %, 14 %, 22681 MiB, 17764 MiB, 62.07 W
2026/08/29 07:03:54.476, 43 %, 15 %, 22681 MiB, 17764 MiB, 62.96 W
2026/08/29 07:03:59.476, 38 %, 11 %, 22681 MiB, 17764 MiB, 62.86 W
2026/08/29 07:04:04.476, 35 %, 8 %, 22681 MiB, 17764 MiB, 62.17 W
2026/08/29 07:04:09.552, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.38 W
2026/08/29 07:04:14.553, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.67 W
2026/08/29 07:04:19.553, 26 %, 2 %, 22681 MiB, 17764 MiB, 61.88 W
2026/08/29 07:04:24.554, 25 %, 2 %, 22681 MiB, 17764 MiB, 62.77 W
2026/08/29 07:04:29.554, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.28 W
2026/08/29 07:04:34.555, 24 %, 2 %, 22681 MiB, 17764 MiB, 61.98 W
2026/08/29 07:04:39.555, 25 %, 2 %, 22681 MiB, 17764 MiB, 58.34 W
2026/08/29 07:04:44.555, 26 %, 2 %, 22681 MiB, 17764 MiB, 63.06 W
2026/08/29 07:04:49.556, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.47 W
2026/08/29 07:04:54.556, 23 %, 2 %, 22681 MiB, 17764 MiB, 62.67 W
2026/08/29 07:04:59.557, 27 %, 6 %, 22681 MiB, 17764 MiB, 62.86 W
2026/08/29 07:05:04.557, 38 %, 11 %, 22681 MiB, 17764 MiB, 62.08 W
2026/08/29 07:05:09.558, 27 %, 2 %, 22681 MiB, 17764 MiB, 97.54 W
2026/08/29 07:05:14.558, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.96 W
2026/08/29 07:05:19.558, 23 %, 2 %, 22681 MiB, 17764 MiB, 62.12 W
2026/08/29 07:05:24.559, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.27 W
2026/08/29 07:05:29.559, 25 %, 2 %, 22681 MiB, 17764 MiB, 62.57 W
2026/08/29 07:05:34.560, 25 %, 2 %, 22681 MiB, 17764 MiB, 62.77 W
2026/08/29 07:05:39.560, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.47 W
2026/08/29 07:05:44.561, 25 %, 2 %, 22681 MiB, 17764 MiB, 59.73 W
2026/08/29 07:05:49.561, 26 %, 2 %, 22681 MiB, 17764 MiB, 68.66 W
2026/08/29 07:05:54.562, 26 %, 2 %, 22681 MiB, 17764 MiB, 72.40 W
2026/08/29 07:05:59.562, 26 %, 2 %, 22681 MiB, 17764 MiB, 121.40 W
2026/08/29 07:06:04.562, 26 %, 2 %, 22681 MiB, 17764 MiB, 233.10 W
2026/08/29 07:06:09.563, 25 %, 2 %, 22681 MiB, 17764 MiB, 62.30 W
2026/08/29 07:06:14.563, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.20 W
2026/08/29 07:06:19.564, 25 %, 2 %, 22681 MiB, 17764 MiB, 62.57 W
2026/08/29 07:06:24.564, 40 %, 13 %, 22681 MiB, 17764 MiB, 62.28 W
2026/08/29 07:06:29.565, 28 %, 4 %, 22681 MiB, 17764 MiB, 62.47 W
2026/08/29 07:06:34.565, 26 %, 3 %, 22681 MiB, 17764 MiB, 61.57 W
2026/08/29 07:06:39.565, 43 %, 14 %, 22681 MiB, 17764 MiB, 63.16 W
2026/08/29 07:06:44.566, 42 %, 13 %, 22681 MiB, 17764 MiB, 70.54 W
2026/08/29 07:06:49.566, 26 %, 2 %, 22681 MiB, 17764 MiB, 104.12 W
2026/08/29 07:06:54.567, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.47 W
2026/08/29 07:06:59.567, 30 %, 2 %, 22681 MiB, 17764 MiB, 48.88 W
2026/08/29 07:07:04.568, 25 %, 2 %, 22681 MiB, 17764 MiB, 61.40 W
2026/08/29 07:07:09.568, 42 %, 14 %, 22681 MiB, 17764 MiB, 62.89 W
2026/08/29 07:07:14.569, 27 %, 3 %, 22681 MiB, 17764 MiB, 62.67 W
2026/08/29 07:07:19.569, 43 %, 15 %, 22681 MiB, 17764 MiB, 62.38 W
2026/08/29 07:07:24.569, 43 %, 15 %, 22681 MiB, 17764 MiB, 62.18 W
2026/08/29 07:07:29.570, 42 %, 14 %, 22681 MiB, 17764 MiB, 62.77 W
2026/08/29 07:07:34.570, 43 %, 14 %, 22681 MiB, 17764 MiB, 63.65 W
2026/08/29 07:07:39.571, 43 %, 14 %, 22681 MiB, 17764 MiB, 198.26 W
2026/08/29 07:07:44.571, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.38 W
2026/08/29 07:07:49.572, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.07 W
2026/08/29 07:07:54.572, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.59 W
2026/08/29 07:07:59.572, 24 %, 2 %, 22681 MiB, 17764 MiB, 62.47 W
2026/08/29 07:08:04.573, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.47 W
2026/08/29 07:08:09.573, 25 %, 2 %, 22681 MiB, 17764 MiB, 55.79 W
2026/08/29 07:08:14.574, 28 %, 4 %, 22681 MiB, 17764 MiB, 62.49 W
2026/08/29 07:08:19.574, 40 %, 12 %, 22681 MiB, 17764 MiB, 129.08 W
2026/08/29 07:08:24.575, 43 %, 14 %, 22681 MiB, 17764 MiB, 215.66 W
2026/08/29 07:08:29.575, 34 %, 8 %, 22681 MiB, 17764 MiB, 101.65 W
2026/08/29 07:08:34.576, 26 %, 2 %, 22681 MiB, 17764 MiB, 232.62 W
2026/08/29 07:08:39.576, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.18 W
2026/08/29 07:08:44.576, 26 %, 2 %, 22681 MiB, 17764 MiB, 61.88 W
2026/08/29 07:08:49.577, 22 %, 2 %, 22681 MiB, 17764 MiB, 62.21 W
2026/08/29 07:08:54.577, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.20 W
2026/08/29 07:08:59.578, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.38 W
2026/08/29 07:09:04.578, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.96 W
2026/08/29 07:09:09.651, 22 %, 2 %, 22681 MiB, 17764 MiB, 61.01 W
2026/08/29 07:09:14.651, 25 %, 3 %, 22681 MiB, 17764 MiB, 62.96 W
2026/08/29 07:09:19.652, 25 %, 2 %, 22681 MiB, 17764 MiB, 62.67 W
2026/08/29 07:09:24.652, 25 %, 2 %, 22681 MiB, 17764 MiB, 62.38 W
2026/08/29 07:09:29.652, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.96 W
2026/08/29 07:09:34.653, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.38 W
2026/08/29 07:09:39.653, 42 %, 14 %, 22681 MiB, 17764 MiB, 62.30 W
2026/08/29 07:09:44.654, 44 %, 15 %, 22681 MiB, 17764 MiB, 63.45 W
2026/08/29 07:09:49.654, 43 %, 15 %, 22681 MiB, 17764 MiB, 119.35 W
2026/08/29 07:09:54.655, 25 %, 2 %, 22681 MiB, 17764 MiB, 62.30 W
2026/08/29 07:09:59.655, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.77 W
2026/08/29 07:10:04.656, 23 %, 2 %, 22681 MiB, 17764 MiB, 62.30 W
2026/08/29 07:10:09.656, 24 %, 2 %, 22681 MiB, 17764 MiB, 62.96 W
2026/08/29 07:10:14.656, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.30 W
2026/08/29 07:10:19.657, 26 %, 2 %, 22681 MiB, 17764 MiB, 57.74 W
2026/08/29 07:10:24.657, 26 %, 5 %, 22681 MiB, 17764 MiB, 62.77 W
2026/08/29 07:10:29.658, 43 %, 15 %, 22681 MiB, 17764 MiB, 80.60 W
2026/08/29 07:10:34.658, 37 %, 9 %, 22681 MiB, 17764 MiB, 200.79 W
2026/08/29 07:10:39.659, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.57 W
2026/08/29 07:10:44.659, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.10 W
2026/08/29 07:10:49.659, 24 %, 2 %, 22681 MiB, 17764 MiB, 62.20 W
2026/08/29 07:10:54.660, 26 %, 2 %, 22681 MiB, 17764 MiB, 61.99 W
2026/08/29 07:10:59.660, 27 %, 3 %, 22681 MiB, 17764 MiB, 62.67 W
2026/08/29 07:11:04.661, 27 %, 3 %, 22681 MiB, 17764 MiB, 62.67 W
2026/08/29 07:11:09.661, 25 %, 2 %, 22681 MiB, 17764 MiB, 61.80 W
