fold,suite,scope,method,view,episodes,failures,auc,ap,task_macro_auc,within_init_macro_auc,scorable_fraction,mixed_tasks
libero_goal_20260907,libero_goal,seen,v82_guard,full,560,12,1.0,1.0,1.0,1.0,1.0,3
libero_goal_20260907,libero_goal,seen,v82_guard,common_horizon,560,12,0.684154501216545,0.03516797699432662,0.7207758910686125,0.5650793650793651,1.0,3
libero_goal_20260907,libero_goal,unseen,v82_guard,full,1200,78,0.9986973810503222,0.9795764214737055,0.998348649964027,0.9972222222222222,1.0,3
libero_goal_20260907,libero_goal,unseen,v82_guard,common_horizon,1200,78,0.7001576854518031,0.26574343425126723,0.5427666931768197,0.5676927437641723,1.0,3
libero_goal_20260907,libero_goal,seen,knn12_v8,full,560,12,1.0,1.0,1.0,1.0,0.9482142857142857,3
libero_goal_20260907,libero_goal,seen,knn12_v8,common_horizon,560,12,0.6024939172749392,0.030771173973705577,0.4893900198488806,0.5111111111111111,0.8571428571428571,3
libero_goal_20260907,libero_goal,unseen,knn12_v8,full,1200,78,0.9976118652589241,0.9549954719387839,0.9967820564070751,0.9932539682539683,0.9908333333333333,3
libero_goal_20260907,libero_goal,unseen,knn12_v8,common_horizon,1200,78,0.70351707116413,0.31674957232571305,0.5705082221141989,0.6592328042328043,0.6666666666666666,3
libero_goal_20260907,libero_goal,seen,knn_and_v7,full,560,12,0.9163625304136253,0.6284104435763396,1.0,1.0,0.9482142857142857,3
libero_goal_20260907,libero_goal,seen,knn_and_v7,common_horizon,560,12,0.23920316301703162,0.014660428278276821,0.15233445059394427,0.2507936507936508,0.8571428571428571,3
libero_goal_20260907,libero_goal,unseen,knn_and_v7,full,1200,78,0.9979318067553362,0.9755734075685146,0.9998501788489991,0.9972222222222222,0.9908333333333333,3
libero_goal_20260907,libero_goal,unseen,knn_and_v7,common_horizon,1200,78,0.6717171717171717,0.12175524107043553,0.545367310164795,0.4977380952380952,0.6666666666666666,3
libero_goal_20260907,libero_goal,seen,knn_and_v8,full,560,12,1.0,1.0,1.0,1.0,0.9482142857142857,3
libero_goal_20260907,libero_goal,seen,knn_and_v8,common_horizon,560,12,0.5910888077858881,0.027827815321815864,0.4182744412174792,0.48888888888888893,0.8571428571428571,3
libero_goal_20260907,libero_goal,unseen,knn_and_v8,full,1200,78,0.9991430138488963,0.9862667467303752,0.9989225721742314,0.9972222222222222,0.9908333333333333,3
libero_goal_20260907,libero_goal,unseen,knn_and_v8,common_horizon,1200,78,0.7075848987613693,0.27388137199848006,0.6047252559648225,0.5866402116402116,0.6666666666666666,3
libero_goal_20260907,libero_goal,seen,knn_or_v8,full,560,12,1.0,1.0,1.0,1.0,1.0,3
libero_goal_20260907,libero_goal,seen,knn_or_v8,common_horizon,560,12,0.5155109489051095,0.022462752242814847,0.6586866822230747,0.20793650793650795,1.0,3
libero_goal_20260907,libero_goal,unseen,knn_or_v8,full,1200,78,0.9980917775035422,0.9671235270651237,0.9977977369358261,0.9920634920634921,1.0,3
libero_goal_20260907,libero_goal,unseen,knn_or_v8,common_horizon,1200,78,0.6691233602998309,0.17961153643949318,0.5491362634153908,0.6297562358276644,1.0,3
libero_goal_20260908,libero_goal,seen,knn10,full,560,22,0.9995775599864819,0.9905928853754941,0.9997549019607843,1.0,1.0,5
libero_goal_20260908,libero_goal,seen,knn10,common_horizon,560,22,0.6368283203785062,0.098787895948891,0.49603776485451123,0.5312698412698412,0.8571428571428571,5
libero_goal_20260908,libero_goal,unseen,knn10,full,1200,9,1.0,1.0,1.0,1.0,0.9066666666666666,1
libero_goal_20260908,libero_goal,unseen,knn10,common_horizon,1200,9,0.5364306371863047,0.008536597792572584,0.5905086672350099,0.6349206349206349,0.6666666666666666,1
libero_goal_20260908,libero_goal,seen,knn10_persist3,full,560,22,0.9997465359918891,0.9945454545454546,1.0,1.0,0.5696428571428571,5
libero_goal_20260908,libero_goal,seen,knn10_persist3,common_horizon,560,22,0.6485721527543089,0.144196043145575,0.4547344254157359,0.4152380952380952,0.42857142857142855,5
libero_goal_20260908,libero_goal,unseen,knn10_persist3,full,1200,9,1.0,1.0000000000000002,1.0,1.0,0.375,1
libero_goal_20260908,libero_goal,unseen,knn10_persist3,common_horizon,1200,9,0.3320738874895046,0.0075,0.5,0.5,0.3333333333333333,1
libero_goal_20260908,libero_goal,seen,knn10_delta_q7,full,560,22,0.9995775599864819,0.990592885375494,0.9997549019607843,1.0,1.0,5
libero_goal_20260908,libero_goal,seen,knn10_delta_q7,common_horizon,560,22,0.6377999324095979,0.12647016593738597,0.38438508314718295,0.36,0.8571428571428571,5
libero_goal_20260908,libero_goal,unseen,knn10_delta_q7,full,1200,9,1.0,1.0,1.0,1.0,0.9066666666666666,1
libero_goal_20260908,libero_goal,unseen,knn10_delta_q7,common_horizon,1200,9,0.5008396305625524,0.01125,0.5,0.5,0.6666666666666666,1
libero_goal_20260908,libero_goal,seen,v7_guard,full,560,22,0.9948462318350794,0.9626605156908188,1.0,1.0,1.0,5
libero_goal_20260908,libero_goal,seen,v7_guard,common_horizon,560,22,0.7013349104427171,0.0628902886196506,0.5995954780386231,0.5701587301587302,1.0,5
libero_goal_20260908,libero_goal,unseen,v7_guard,full,1200,9,0.9996268308610878,0.9598765432098765,1.0,1.0,1.0,1
libero_goal_20260908,libero_goal,unseen,v7_guard,common_horizon,1200,9,0.47513760611997385,0.007878565550928932,0.3878942881500426,0.45396825396825397,1.0,1
libero_goal_20260908,libero_goal,seen,v8_guard,full,560,22,0.9987326799594458,0.9754379266978082,1.0,1.0,1.0,5
libero_goal_20260908,libero_goal,seen,v8_guard,common_horizon,560,22,0.7136701588374451,0.07020330312082253,0.6286814795278264,0.6546031746031746,1.0,5
libero_goal_20260908,libero_goal,unseen,v8_guard,full,1200,9,1.0,1.0,1.0,1.0,1.0,1
libero_goal_20260908,libero_goal,unseen,v8_guard,common_horizon,1200,9,0.5152532885530366,0.007959358271541494,0.4649048025007104,0.4984126984126984,1.0,1
libero_goal_20260908,libero_goal,seen,v82_guard,full,560,22,0.9992396079756675,0.9817955822002005,1.0,1.0,1.0,5
libero_goal_20260908,libero_goal,seen,v82_guard,common_horizon,560,22,0.6812267657992565,0.0674340485670547,0.6080994492473597,0.6723809523809524,1.0,5
libero_goal_20260908,libero_goal,unseen,v82_guard,full,1200,9,1.0,1.0,1.0,1.0,1.0,1
libero_goal_20260908,libero_goal,unseen,v82_guard,common_horizon,1200,9,0.5320458998040862,0.008264542161484615,0.5177607274793976,0.4984126984126984,1.0,1
libero_goal_20260908,libero_goal,seen,knn12_v8,full,560,22,0.9996620479891856,0.9924793388429752,0.9997549019607843,1.0,1.0,5
libero_goal_20260908,libero_goal,seen,knn12_v8,common_horizon,560,22,0.6493325447786414,0.11220589266125529,0.5163795481778631,0.5082539682539682,0.8571428571428571,5
libero_goal_20260908,libero_goal,unseen,knn12_v8,full,1200,9,1.0,1.0,1.0,1.0,0.9066666666666666,1
libero_goal_20260908,libero_goal,unseen,knn12_v8,common_horizon,1200,9,0.4501352738128557,0.007282159884492324,0.33532253481102586,0.47936507936507927,0.6666666666666666,1
libero_goal_20260908,libero_goal,seen,knn_and_v7,full,560,22,0.9977188239270024,0.971591432423154,1.0,1.0,1.0,5
libero_goal_20260908,libero_goal,seen,knn_and_v7,common_horizon,560,22,0.6642024332544778,0.0626933087248459,0.489401976327205,0.5031746031746032,0.8571428571428571,5
libero_goal_20260908,libero_goal,unseen,knn_and_v7,full,1200,9,0.9996268308610878,0.9598765432098766,1.0,1.0,0.9066666666666666,1
libero_goal_20260908,libero_goal,unseen,knn_and_v7,common_horizon,1200,9,0.6183412631775352,0.011295456327425304,0.4774083546462063,0.526984126984127,0.6666666666666666,1
libero_goal_20260908,libero_goal,seen,knn_and_v8,full,560,22,0.9994085839810747,0.9873518737155101,1.0,1.0,1.0,5
libero_goal_20260908,libero_goal,seen,knn_and_v8,common_horizon,560,22,0.6816914498141264,0.08028049336470461,0.4781195311486828,0.5831746031746031,0.8571428571428571,5
libero_goal_20260908,libero_goal,unseen,knn_and_v8,full,1200,9,1.0,1.0,1.0,1.0,0.9066666666666666,1
libero_goal_20260908,libero_goal,unseen,knn_and_v8,common_horizon,1200,9,0.5570482321112044,0.008693085852172912,0.47627166808752486,0.4984126984126984,0.6666666666666666,1
libero_goal_20260908,libero_goal,seen,knn_or_v8,full,560,22,0.9995775599864819,0.9905928853754941,0.9997549019607843,1.0,1.0,5
libero_goal_20260908,libero_goal,seen,knn_or_v8,common_horizon,560,22,0.6634842852314972,0.08502727863020203,0.6496598960374855,0.5741269841269842,1.0,5
libero_goal_20260908,libero_goal,unseen,knn_or_v8,full,1200,9,1.0,1.0,1.0,1.0,1.0,1
libero_goal_20260908,libero_goal,unseen,knn_or_v8,common_horizon,1200,9,0.5361507603321205,0.00853068825576208,0.5899403239556692,0.6349206349206349,1.0,1
libero_goal_20260909,libero_goal,seen,knn10,full,560,23,0.9998380697919197,0.9965217391304347,1.0,1.0,1.0,5
libero_goal_20260909,libero_goal,seen,knn10,common_horizon,560,23,0.5965104040158692,0.06885454307311546,0.6613524524274111,0.7847619047619048,0.8571428571428571,5
libero_goal_20260909,libero_goal,unseen,knn10,full,1200,2,1.0,1.0,1.0,1.0,0.9066666666666666,2
libero_goal_20260909,libero_goal,unseen,knn10,common_horizon,1200,2,0.7237061769616027,0.004765847000648871,0.6553884711779449,0.5714285714285714,0.6666666666666666,2
libero_goal_20260909,libero_goal,seen,knn10_persist3,full,560,23,0.9992713140636386,0.9854050247603471,1.0,1.0,0.4303571428571429,5
libero_goal_20260909,libero_goal,seen,knn10_persist3,common_horizon,560,23,0.6197069063233747,0.06710591790519138,0.4666666666666666,0.49333333333333335,0.2857142857142857,5
libero_goal_20260909,libero_goal,unseen,knn10_persist3,full,1200,2,1.0,1.0,1.0,1.0,0.6666666666666666,2
libero_goal_20260909,libero_goal,unseen,knn10_persist3,common_horizon,1200,2,0.7232888146911519,0.004594108174670835,0.6190476190476191,0.7142857142857143,0.6666666666666666,2
libero_goal_20260909,libero_goal,seen,knn10_delta_q7,full,560,23,1.0,0.9999999999999998,1.0,1.0,1.0,5
libero_goal_20260909,libero_goal,seen,knn10_delta_q7,common_horizon,560,23,0.5767549186300704,0.07843080976921665,0.46234886009239345,0.4583333333333333,0.8571428571428571,5
libero_goal_20260909,libero_goal,unseen,knn10_delta_q7,full,1200,2,1.0,1.0,1.0,1.0,0.9066666666666666,2
libero_goal_20260909,libero_goal,unseen,knn10_delta_q7,common_horizon,1200,2,0.7675292153589316,0.005694942254082039,0.7794486215538847,0.7142857142857143,0.6666666666666666,2
libero_goal_20260909,libero_goal,seen,v7_guard,full,560,23,0.9970042911505141,0.950088142741816,1.0,1.0,1.0,5
libero_goal_20260909,libero_goal,seen,v7_guard,common_horizon,560,23,0.5308072220872804,0.041944709566335975,0.3203487066593286,0.3788095238095238,1.0,5
libero_goal_20260909,libero_goal,unseen,v7_guard,full,1200,2,1.0,1.0,1.0,1.0,1.0,2
libero_goal_20260909,libero_goal,unseen,v7_guard,common_horizon,1200,2,0.7065943238731218,0.005479595031833838,0.6228070175438596,0.5,1.0,2
libero_goal_20260909,libero_goal,seen,v8_guard,full,560,23,0.998461663023237,0.9641702528743619,1.0,1.0,1.0,5
libero_goal_20260909,libero_goal,seen,v8_guard,common_horizon,560,23,0.6215691037162983,0.0719798929814118,0.3622459398609096,0.4588095238095238,1.0,5
libero_goal_20260909,libero_goal,unseen,v8_guard,full,1200,2,1.0,1.0,1.0,1.0,1.0,2
libero_goal_20260909,libero_goal,unseen,v8_guard,common_horizon,1200,2,0.6247913188647746,0.005033426616915423,0.37844611528822053,0.5,1.0,2
libero_goal_20260909,libero_goal,seen,v82_guard,full,560,23,0.9988664885434377,0.9742898203290202,1.0,1.0,1.0,5
libero_goal_20260909,libero_goal,seen,v82_guard,common_horizon,560,23,0.6430248562869403,0.12827747734694409,0.4013113323660379,0.47214285714285714,1.0,5
libero_goal_20260909,libero_goal,unseen,v82_guard,full,1200,2,1.0,1.0,1.0,1.0,1.0,2
libero_goal_20260909,libero_goal,unseen,v82_guard,common_horizon,1200,2,0.6110183639398998,0.004979782734268731,0.3370927318295739,0.2857142857142857,1.0,2
libero_goal_20260909,libero_goal,seen,knn12_v8,full,560,23,0.9994332442717189,0.9883693810914983,1.0,1.0,1.0,5
libero_goal_20260909,libero_goal,seen,knn12_v8,common_horizon,560,23,0.5863088009068091,0.08558124952405356,0.6217697636797253,0.700952380952381,0.8571428571428571,5
libero_goal_20260909,libero_goal,unseen,knn12_v8,full,1200,2,1.0,1.0,1.0,1.0,0.9066666666666666,2
libero_goal_20260909,libero_goal,unseen,knn12_v8,common_horizon,1200,2,0.7032554257095158,0.004220085470085471,0.5914786967418546,0.6428571428571428,0.6666666666666666,2
libero_goal_20260909,libero_goal,seen,knn_and_v7,full,560,23,0.9975710468787953,0.9552343791474226,1.0,1.0,1.0,5
libero_goal_20260909,libero_goal,seen,knn_and_v7,common_horizon,560,23,0.5979677758885921,0.05619340697967749,0.6298920031353713,0.6916666666666667,0.8571428571428571,5
libero_goal_20260909,libero_goal,unseen,knn_and_v7,full,1200,2,1.0,1.0,1.0,1.0,0.9066666666666666,2
libero_goal_20260909,libero_goal,unseen,knn_and_v7,common_horizon,1200,2,0.6335559265442404,0.005070031369258127,0.39849624060150374,0.21428571428571427,0.6666666666666666,2
libero_goal_20260909,libero_goal,seen,knn_and_v8,full,560,23,0.998947453647478,0.9771907239298543,1.0,1.0,1.0,5
libero_goal_20260909,libero_goal,seen,knn_and_v8,common_horizon,560,23,0.6411221763419966,0.08044986653272186,0.6298809559547038,0.7880952380952382,0.8571428571428571,5
libero_goal_20260909,libero_goal,unseen,knn_and_v8,full,1200,2,1.0,1.0,1.0,1.0,0.9066666666666666,2
libero_goal_20260909,libero_goal,unseen,knn_and_v8,common_horizon,1200,2,0.6147746243739566,0.004993969546208352,0.3433583959899749,0.21428571428571427,0.6666666666666666,2
libero_goal_20260909,libero_goal,seen,knn_or_v8,full,560,23,0.9997571046878795,0.9949832775919732,1.0,1.0,1.0,5
libero_goal_20260909,libero_goal,seen,knn_or_v8,common_horizon,560,23,0.5872398996032709,0.0701062527973672,0.46402612364703727,0.6014285714285714,1.0,5
libero_goal_20260909,libero_goal,unseen,knn_or_v8,full,1200,2,1.0,1.0,1.0,1.0,1.0,2
libero_goal_20260909,libero_goal,unseen,knn_or_v8,common_horizon,1200,2,0.7237061769616027,0.004765847000648871,0.6553884711779449,0.5714285714285714,1.0,2
libero_long_20260907,libero_long,seen,knn10,full,560,42,0.9908071336642765,0.893606689086717,0.9838312728937729,0.9444444444444444,1.0,4
libero_long_20260907,libero_long,seen,knn10,common_horizon,560,42,0.8993840779555066,0.5827361049402376,0.8504669296069614,0.7432936507936508,1.0,4
libero_long_20260907,libero_long,unseen,knn10,full,1200,49,0.9826238053866203,0.6611742379566075,0.9934152178710897,0.9913580246913579,1.0,3
libero_long_20260907,libero_long,unseen,knn10,common_horizon,1200,49,0.4033404847603681,0.03383344366931311,0.5921423614085141,0.6783068783068783,1.0,3
libero_long_20260907,libero_long,seen,knn10_persist3,full,560,42,0.9898878470307042,0.8911878805518494,0.9812557234432234,0.9486111111111111,1.0,4
libero_long_20260907,libero_long,seen,knn10_persist3,common_horizon,560,42,0.9021879021879022,0.5614015964679882,0.8437718476144108,0.6654365079365079,1.0,4
libero_long_20260907,libero_long,unseen,knn10_persist3,full,1200,49,0.9855316583627369,0.6873219928721973,0.9942590488637965,0.9913580246913579,1.0,3
libero_long_20260907,libero_long,unseen,knn10_persist3,common_horizon,1200,49,0.37619461337966986,0.032523373476860164,0.7049570463437842,0.7663249559082893,1.0,3
libero_long_20260907,libero_long,seen,knn10_delta_q7,full,560,42,0.9891064533921676,0.8868143673257871,0.9834878663003663,0.9444444444444444,1.0,4
libero_long_20260907,libero_long,seen,knn10_delta_q7,common_horizon,560,42,0.8370104798676227,0.5418063880780661,0.7907846951747268,0.731388888888889,1.0,4
libero_long_20260907,libero_long,unseen,knn10_delta_q7,full,1200,49,0.9867018918775156,0.6952425989876034,0.9944314606861518,0.9913580246913579,1.0,3
libero_long_20260907,libero_long,unseen,knn10_delta_q7,common_horizon,1200,49,0.4733417259171262,0.04044298908951953,0.5951098186266904,0.6579585537918872,1.0,3
libero_long_20260907,libero_long,seen,v7_guard,full,560,42,0.9857050928479499,0.8701682456470675,0.9706101190476191,0.9402777777777778,1.0,4
libero_long_20260907,libero_long,seen,v7_guard,common_horizon,560,42,0.8875252803824233,0.5451349160591216,0.727778809446531,0.505357142857143,1.0,4
libero_long_20260907,libero_long,unseen,v7_guard,full,1200,49,0.9853188886327772,0.6663855069304405,0.9925027041313932,0.9901234567901235,1.0,3
libero_long_20260907,libero_long,unseen,v7_guard,common_horizon,1200,49,0.409404422064221,0.03540415859633604,0.6370579574123664,0.5992835097001764,1.0,3
libero_long_20260907,libero_long,seen,v8_guard,full,560,42,0.978856407427836,0.8473717228827156,0.9712969322344323,0.9336111111111112,1.0,4
libero_long_20260907,libero_long,seen,v8_guard,common_horizon,560,42,0.8213826070968928,0.578072000463774,0.8006734695947513,0.7726190476190476,1.0,4
libero_long_20260907,libero_long,unseen,v8_guard,full,1200,49,0.9805670313303427,0.5351317552670248,0.9849806341341066,0.9845238095238096,1.0,3
libero_long_20260907,libero_long,unseen,v8_guard,common_horizon,1200,49,0.36919094310182804,0.030582362393446652,0.6185132632477262,0.5662367724867724,1.0,3
libero_long_20260907,libero_long,seen,v82_guard,full,560,42,0.974903474903475,0.8463002013873002,0.9777501144688644,0.9586111111111112,1.0,4
libero_long_20260907,libero_long,seen,v82_guard,common_horizon,560,42,0.798768155911013,0.5506200678005241,0.8247439713064714,0.8361111111111111,1.0,4
libero_long_20260907,libero_long,unseen,v82_guard,full,1200,49,0.9841131934963386,0.5531067152185559,0.984141939241248,0.9854497354497355,1.0,3
libero_long_20260907,libero_long,unseen,v82_guard,common_horizon,1200,49,0.35816237876558094,0.029649319712432842,0.613139090065388,0.5584986772486772,1.0,3
libero_long_20260907,libero_long,seen,knn12_v8,full,560,42,0.987267880125023,0.8784773167814556,0.9785895528083028,0.9438888888888889,1.0,4
libero_long_20260907,libero_long,seen,knn12_v8,common_horizon,560,42,0.911702518845376,0.6055534266756375,0.8911544184981686,0.8058333333333333,1.0,4
libero_long_20260907,libero_long,unseen,knn12_v8,full,1200,49,0.9748222486214294,0.4482499818521163,0.981566990830098,0.9898148148148148,1.0,3
libero_long_20260907,libero_long,unseen,knn12_v8,common_horizon,1200,49,0.3988191279987234,0.03190829369432052,0.603140664632469,0.6775903880070547,1.0,3
libero_long_20260907,libero_long,seen,knn_and_v7,full,560,42,0.9876815591101306,0.8751205012537085,0.9730139652014652,0.9444444444444444,1.0,4
libero_long_20260907,libero_long,seen,knn_and_v7,common_horizon,560,42,0.9002114359257216,0.5501402506033342,0.7771590098105129,0.4815476190476191,1.0,4
libero_long_20260907,libero_long,unseen,knn_and_v7,full,1200,49,0.9856025816060568,0.6673884766442397,0.9925027041313932,0.9901234567901235,1.0,3
libero_long_20260907,libero_long,unseen,knn_and_v7,common_horizon,1200,49,0.5051330697352789,0.0433844058465203,0.735423736042334,0.8447641093474427,1.0,3
libero_long_20260907,libero_long,seen,knn_and_v8,full,560,42,0.9845559845559846,0.8632309562184649,0.9714686355311356,0.9369444444444445,1.0,4
libero_long_20260907,libero_long,seen,knn_and_v8,common_horizon,560,42,0.8652325795182938,0.5925174522490052,0.8189031322931639,0.7696428571428571,1.0,4
libero_long_20260907,libero_long,unseen,knn_and_v8,full,1200,49,0.9813826486285218,0.5444951007792739,0.9860370593773929,0.9848324514991181,1.0,3
libero_long_20260907,libero_long,unseen,knn_and_v8,common_horizon,1200,49,0.3815670490611536,0.03182170844074367,0.764809276722838,0.7516754850088184,1.0,3
libero_long_20260907,libero_long,seen,knn_or_v8,full,560,42,0.9908071336642765,0.893606689086717,0.9838312728937729,0.9444444444444444,1.0,4
libero_long_20260907,libero_long,seen,knn_or_v8,common_horizon,560,42,0.882147453576025,0.5842716189403395,0.8555379384592201,0.719484126984127,1.0,4
libero_long_20260907,libero_long,unseen,knn_or_v8,full,1200,49,0.9828365751165801,0.6611369710182342,0.9933951266569775,0.9913580246913579,1.0,3
libero_long_20260907,libero_long,unseen,knn_or_v8,common_horizon,1200,49,0.3956453128601571,0.033413190714308726,0.5799960391606465,0.6640211640211641,1.0,3
libero_long_20260908,libero_long,seen,knn10,full,560,18,0.9866748667486674,0.6641238462474233,0.9893082466627187,0.911468253968254,1.0,6
libero_long_20260908,libero_long,seen,knn10,common_horizon,560,18,0.5440754407544075,0.060653927017373335,0.6603167683385038,0.6528571428571428,1.0,6
libero_long_20260908,libero_long,unseen,knn10,full,1200,182,0.9806936678252984,0.9193338043277137,0.978072423336925,0.9025651927437642,1.0,3
libero_long_20260908,libero_long,unseen,knn10,common_horizon,1200,182,0.944790474751182,0.781470408834723,0.9363928358263314,0.8537722033257747,1.0,3
libero_long_20260908,libero_long,seen,knn10_persist3,full,560,18,0.9880073800738007,0.6883109265784151,0.9895366823352333,0.9300793650793651,1.0,6
libero_long_20260908,libero_long,seen,knn10_persist3,common_horizon,560,18,0.5713407134071341,0.08442924117654585,0.6648149745407823,0.6832738095238096,1.0,6
libero_long_20260908,libero_long,unseen,knn10_persist3,full,1200,182,0.9803374425181891,0.9177290945750999,0.9772036059038373,0.8941846182917611,1.0,3
libero_long_20260908,libero_long,unseen,knn10_persist3,common_horizon,1200,182,0.9396360025043718,0.7528495750661347,0.923985335473365,0.7850127551020408,1.0,3
libero_long_20260908,libero_long,seen,knn10_delta_q7,full,560,18,0.9867773677736777,0.659294628548878,0.9847994855281664,0.8876587301587301,1.0,6
libero_long_20260908,libero_long,seen,knn10_delta_q7,common_horizon,560,18,0.5619106191061911,0.06623624270344906,0.697546835959769,0.6786507936507937,1.0,6
libero_long_20260908,libero_long,unseen,knn10_delta_q7,full,1200,182,0.9767104212094389,0.9127129414265703,0.9761126769472735,0.9043013038548753,1.0,3
libero_long_20260908,libero_long,unseen,knn10_delta_q7,common_horizon,1200,182,0.9356041797102701,0.7779936611372433,0.9135141484738548,0.864864417989418,1.0,3
libero_long_20260908,libero_long,seen,v7_guard,full,560,18,0.9595120951209513,0.6491387638547641,0.9880361394872553,0.9196626984126984,1.0,6
libero_long_20260908,libero_long,seen,v7_guard,common_horizon,560,18,0.5636531365313653,0.06472557591847347,0.6093827509654459,0.5933531746031746,1.0,6
libero_long_20260908,libero_long,unseen,v7_guard,full,1200,182,0.968047669422915,0.8875934988143991,0.9615156958602263,0.9007180650037793,1.0,3
libero_long_20260908,libero_long,unseen,v7_guard,common_horizon,1200,182,0.9262181826032514,0.7759405125103901,0.7390069044789426,0.5436555177626605,1.0,3
libero_long_20260908,libero_long,seen,v8_guard,full,560,18,0.9857523575235753,0.7043427484131426,0.9928342524736594,0.9193452380952382,1.0,6
libero_long_20260908,libero_long,seen,v8_guard,common_horizon,560,18,0.473759737597376,0.049303884375840115,0.5115296437175602,0.4947817460317461,1.0,6
libero_long_20260908,libero_long,unseen,v8_guard,full,1200,182,0.9675241261685269,0.8872577726653473,0.9625733049733688,0.9081254724111867,1.0,3
libero_long_20260908,libero_long,unseen,v8_guard,common_horizon,1200,182,0.9379412336190333,0.7890676265390705,0.9272971984636348,0.8403486394557822,1.0,3
libero_long_20260908,libero_long,seen,v82_guard,full,560,18,0.9879048790487905,0.7149053093102733,0.9957510964912281,0.9564484126984127,1.0,6
libero_long_20260908,libero_long,seen,v82_guard,common_horizon,560,18,0.4588970889708897,0.04323749898643811,0.5106869415299212,0.5126388888888889,1.0,6
libero_long_20260908,libero_long,unseen,v82_guard,full,1200,182,0.9638647207409486,0.88110232436524,0.9653747979208763,0.9097978080120938,1.0,3
libero_long_20260908,libero_long,unseen,v82_guard,common_horizon,1200,182,0.9269090438049181,0.7800300184548746,0.9324565771754876,0.8404147770219198,1.0,3
libero_long_20260908,libero_long,seen,knn12_v8,full,560,18,0.9847273472734728,0.5986898663394771,0.9856370829940534,0.9168849206349207,1.0,6
libero_long_20260908,libero_long,seen,knn12_v8,common_horizon,560,18,0.5830258302583026,0.056258561096207076,0.6618714552852211,0.6492857142857142,1.0,6
libero_long_20260908,libero_long,unseen,knn12_v8,full,1200,182,0.9720579028044647,0.8899737115936239,0.9661423523579432,0.9072278911564626,1.0,3
libero_long_20260908,libero_long,unseen,knn12_v8,common_horizon,1200,182,0.9400084198708953,0.7628126188905209,0.9283731457971255,0.8573389077853363,1.0,3
