scope,calibration,method,alpha,recall,fpr,precision,recall_lead4,recall_by_q10,recall_by_q14,recall_by_q21,fpr_by_q14
seen,task_init,knn10,0.2,0.9674036281179138,0.05793124055853213,0.3903444782458303,0.9657029478458049,0.11804405337014033,0.623228140619445,0.7668934240362812,0.04625975022694831
seen,task_init,knn10_delta_q7,0.01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
seen,task_init,knn10_delta_q7,0.03,0.8292431113859685,0.006519115857155461,0.8255661603721949,0.824613481756339,0.0,0.36645413764978985,0.6177630340673819,0.0035456816975568167
seen,task_init,knn10_delta_q7,0.05,0.8634542705971278,0.011334654492288999,0.7259136773251039,0.8588246409674981,0.0,0.43344077420164373,0.6687072589246502,0.007220237271413775
seen,task_init,knn10_delta_q7,0.1,0.943121693121693,0.02637511825178134,0.5666669280100751,0.9367913832199547,0.0394927536231884,0.5425274259901589,0.7251735037449323,0.016919747507833646
seen,task_init,knn10_delta_q7,0.15,0.957766439909297,0.03560306497117732,0.5030797495104884,0.957766439909297,0.043115942028985506,0.5633607593234923,0.7317872603586889,0.025703818948493138
seen,task_init,knn10_delta_q7,0.2,0.9861111111111112,0.056222137461394685,0.39917464664831187,0.9824263038548753,0.08406372210720037,0.6293617556816314,0.7747165532879818,0.043451490555699114
seen,task_init,knn10_persist3,0.01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
seen,task_init,knn10_persist3,0.03,0.8276040499642985,0.00730862907780454,0.8118896125010256,0.8259033696921896,0.0,0.23815274902231423,0.5540192295627078,0.0038515654410700637
seen,task_init,knn10_persist3,0.05,0.8606728330330814,0.011299467121742885,0.7512725108130965,0.8606728330330814,0.0,0.28530308258569126,0.5659239914674697,0.006746056358465501
seen,task_init,knn10_persist3,0.1,0.9713718820861678,0.032302429976011286,0.5441874648809102,0.9667422524565382,0.0036231884057971015,0.4647382207164816,0.701558919571342,0.02207348130125301
seen,task_init,knn10_persist3,0.15,0.9804421768707483,0.04529268849246935,0.4677140208758635,0.9787414965986394,0.010567632850241546,0.5453876236484932,0.7463765875256558,0.0333310846813883
seen,task_init,knn10_persist3,0.2,0.9909297052154195,0.0632402863028727,0.3847294023267786,0.9909297052154195,0.024923144488361876,0.6040823795482181,0.7813693725184409,0.04731129204525098
seen,task_init,knn12_v8,0.01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
seen,task_init,knn12_v8,0.03,0.8305847591561877,0.008298838049121071,0.795365905501452,0.8210248745963032,0.025301932367149758,0.38522282870108954,0.6061492251709643,0.0037001978769354497
seen,task_init,knn12_v8,0.05,0.8444736480450766,0.01045917930764662,0.7596929469375705,0.8349137634851921,0.06032608695652173,0.41101647949474035,0.6168815484032876,0.0046222600778702905
seen,task_init,knn12_v8,0.1,0.9441609977324262,0.027122746779929614,0.5803857545218001,0.9375472411186697,0.09946514837819186,0.5325897992047061,0.7157400685350996,0.017338917818299018
seen,task_init,knn12_v8,0.15,0.9790249433106576,0.03999851800123142,0.4769318713584034,0.9770408163265306,0.1329537612146308,0.6228379625895154,0.7644214251357108,0.028154147587678677
seen,task_init,knn12_v8,0.2,0.9909297052154195,0.06198644028359961,0.38078590554888225,0.9909297052154195,0.21529828004983284,0.6607753817381147,0.801578712292998,0.04644995600910378
seen,task_init,knn_and_v7,0.01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
seen,task_init,knn_and_v7,0.03,0.5885319476934384,0.010182553157190079,0.6440838404327248,0.5234353293359505,0.0,0.10288757136583222,0.3277840516970952,0.00798760763787078
seen,task_init,knn_and_v7,0.05,0.6281241130620012,0.013935128788919426,0.5752123430017168,0.5718237910008096,0.0036231884057971015,0.11841552167639124,0.3469064349499132,0.010612365689525559
seen,task_init,knn_and_v7,0.1,0.6828658516546716,0.03499587174390024,0.4142893139645043,0.6183833678398896,0.011876006441223831,0.18830646004559048,0.4220443864853803,0.028982910843346196
seen,task_init,knn_and_v7,0.15,0.7373821025994939,0.056971731090647515,0.33631768851311666,0.6681089585592691,0.03024787209569818,0.22731324633498548,0.4602094219330244,0.04955274418070091
seen,task_init,knn_and_v7,0.2,0.7816326530612244,0.09797449497668419,0.2550989935698325,0.7179668244109237,0.04498710112064149,0.2844314559376671,0.5167654435511578,0.08318698755533904
seen,task_init,knn_and_v8,0.01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
seen,task_init,knn_and_v8,0.03,0.8243489314917887,0.009200556107031122,0.7771238912231558,0.7888581541531852,0.0036231884057971015,0.21564401781793086,0.5848011690402996,0.005210278160252664
seen,task_init,knn_and_v8,0.05,0.8690476190476191,0.013534901066160801,0.6942333115761108,0.8317049898571637,0.050250172532781225,0.2984966120835686,0.6098011690402995,0.008435460324681458
seen,task_init,knn_and_v8,0.1,0.9156273620559334,0.029435604302530432,0.5303731936238212,0.8929389278768162,0.13012997469519208,0.4351491101491101,0.6785943582527434,0.020438189715467226
seen,task_init,knn_and_v8,0.15,0.9594671201814059,0.0449053201662194,0.44822212724351546,0.942238489598738,0.15404301817345295,0.5186003408829496,0.724733283739495,0.034028516906296255
seen,task_init,knn_and_v8,0.2,0.9767573696145124,0.0666732659645398,0.3520647181024781,0.9595287390318447,0.19462272831838048,0.5794037685342034,0.7613808149522435,0.05277820380873876
seen,task_init,knn_or_v8,0.01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
seen,task_init,knn_or_v8,0.03,0.8071342678485536,0.0057394619499902206,0.8449475343497083,0.7995585102727959,0.0,0.33539823702867183,0.5984472049689441,0.0033922228383251457
seen,task_init,knn_or_v8,0.05,0.847761629904487,0.010417313912374345,0.7416835492248429,0.8439737511166082,0.0,0.3960320074450509,0.6123360938578329,0.0059970279356564805
seen,task_init,knn_or_v8,0.1,0.9283824640967498,0.026352233788383417,0.5665970380256095,0.9217687074829932,0.04057971014492754,0.5081317836752619,0.6950952888841088,0.016744198000319475
seen,task_init,knn_or_v8,0.15,0.9464285714285715,0.03773524511553648,0.4844813526019962,0.9417989417989417,0.1202984817115252,0.5604350216151458,0.7070329141757713,0.027347089811426074
seen,task_init,knn_or_v8,0.2,0.9912131519274375,0.05499840607953644,0.4054036817175473,0.9895124716553289,0.15132562686910514,0.6335456009369053,0.7575139146567719,0.04333228039370418
seen,task_init,v7_guard,0.01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
seen,task_init,v7_guard,0.03,0.5815875032489939,0.009423603257297663,0.6579048795800048,0.5004194563200774,0.0,0.09152393500219587,0.3277840516970952,0.007228657737978363
seen,task_init,v7_guard,0.05,0.6211796686175568,0.0144117065168139,0.569658220768028,0.567657124334143,0.0036231884057971015,0.09877031181379008,0.3469064349499132,0.011088943417420033
seen,task_init,v7_guard,0.1,0.6749113062001261,0.036365280797106665,0.41119614587475417,0.6145954890520108,0.0160426731078905,0.17643045360436663,0.3900358957812374,0.030507214568175917
seen,task_init,v7_guard,0.15,0.7104460756634671,0.06132606420702799,0.32616815442693814,0.6527470056973163,0.02578293284815024,0.22268361670535583,0.44538728754567264,0.053446713986210086
seen,task_init,v7_guard,0.2,0.7633975812547241,0.10148764567140613,0.24148799931284515,0.6977476256202965,0.050395555675058774,0.2523982803485909,0.4970675775799999,0.0890491165736505
seen,task_init,v82_guard,0.01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
seen,task_init,v82_guard,0.03,0.854572940287226,0.0064657107039517115,0.8556793515643503,0.7731803019846498,0.0494047619047619,0.18840971830102263,0.5654659953572997,0.0023063195180310137
seen,task_init,v82_guard,0.05,0.9004157218442933,0.010934378750113855,0.7824824182687086,0.8377518530468842,0.0632936507936508,0.24810318505970677,0.6181381621599012,0.005512268423701211
seen,task_init,v82_guard,0.1,0.9675925925925926,0.028983966938502234,0.5532083088810602,0.9359283458662341,0.15818668046928916,0.3829255285777025,0.6708682880266732,0.019188951147788007
seen,task_init,v82_guard,0.15,0.9742063492063492,0.047828859115445516,0.41863208851845407,0.9461652908857877,0.17114964343225214,0.4913372859025033,0.701729435735647,0.03493795396184817
seen,task_init,v82_guard,0.2,0.977607709750567,0.07838899010590351,0.31785971115563627,0.970196642556891,0.23968044837610056,0.5496418637722985,0.7441264164866649,0.06046477099843733
seen,task_init,v8_guard,0.01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
seen,task_init,v8_guard,0.03,0.8118772761629905,0.007367967272852599,0.8184336736060874,0.7625781252334048,0.0494047619047619,0.18260399021268583,0.5545389192128323,0.0035328724421511107
seen,task_init,v8_guard,0.05,0.854488765203051,0.009224191424509136,0.7962958759673032,0.8255636444301041,0.0632936507936508,0.21400495639626074,0.5849621996361126,0.0046002525422954915
seen,task_init,v8_guard,0.1,0.9385865457294029,0.02864382899672702,0.5607409078486351,0.896141875722621,0.1274327122153209,0.3837709392057218,0.6496525070282834,0.020410529991695927
seen,task_init,v8_guard,0.15,0.9566326530612245,0.04662533474709884,0.4200685490005381,0.9382904017997186,0.18310616517138256,0.4650432900432901,0.6999544393954332,0.035914339200202344
seen,task_init,v8_guard,0.2,0.979875283446712,0.08027171623226227,0.3109061641587449,0.9588587740761655,0.2284658175962524,0.5418807641633728,0.731108033903065,0.06543846663364647
unseen,episode,knn10,0.01,0.9467013301046915,0.06664277063064797,0.41803655910741083,0.9378272676592004,0.09335386835386834,0.46702498481910243,0.7308171131700544,0.05971335507915795
unseen,episode,knn10,0.03,0.9924816080278265,0.1342840908174622,0.217843939726003,0.9869434953468567,0.25635639687110273,0.6527730874789698,0.814313759691911,0.11582028299572311
unseen,episode,knn10,0.05,0.9995421245421245,0.1813641604704399,0.16098189006073924,0.9984737484737485,0.3145663568457686,0.7016809540443995,0.8622376300947728,0.15340069977582196
unseen,episode,knn10,0.1,1.0,0.27258428865513845,0.1062998846300664,1.0,0.4337855037119743,0.7645615938683165,0.8901898366184081,0.22952567845245556
unseen,episode,knn10,0.15,1.0,0.3367786440680372,0.08732024097610314,1.0,0.48304404473522117,0.7976047256509441,0.9119425547996977,0.28751547477296285
unseen,episode,knn10,0.2,1.0,0.40027735720407626,0.07460651763865785,1.0,0.5382241179300004,0.8044728575190759,0.9153439153439153,0.3461427179759051
unseen,episode,knn10_delta_q7,0.01,0.9414248605425076,0.05822603208696751,0.47778295775672025,0.9292207947670134,0.08293539793539793,0.446519991446462,0.7188285570638512,0.05281780501461792
unseen,episode,knn10_delta_q7,0.03,0.9821719286005001,0.10291636307271312,0.2781271164452119,0.9766338159195302,0.18723302024772615,0.5799953097011921,0.7867065629670672,0.08837254490811663
unseen,episode,knn10_delta_q7,0.05,0.9963369963369964,0.13831495627556126,0.21140004349125485,0.9952686202686203,0.24308195072900954,0.6373310645159385,0.8334641548927263,0.1178252765901799
unseen,episode,knn10_delta_q7,0.1,1.0,0.21528494091397762,0.14087764601652322,1.0,0.3247096367684603,0.7317708066132437,0.868865922437351,0.17964478870032038
unseen,episode,knn10_delta_q7,0.15,1.0,0.27152794550608295,0.11348908868175082,1.0,0.39959580180168414,0.7617216758498272,0.8924283388569103,0.23097342753595784
unseen,episode,knn10_delta_q7,0.2,1.0,0.31958804606531444,0.09755563595367124,1.0,0.46407965128553363,0.7761120473830557,0.89504477004477,0.2732893620266376
unseen,episode,knn10_persist3,0.01,0.9539401230577701,0.06620207026652246,0.42991822476140595,0.9514981206157677,0.01843101343101343,0.3907796098237275,0.7111613876319759,0.05854636881583918
unseen,episode,knn10_persist3,0.03,0.998015873015873,0.13505179442793364,0.2172684242331757,0.998015873015873,0.054464285714285715,0.541107088134399,0.8334278155706727,0.11315223653407767
unseen,episode,knn10_persist3,0.05,1.0,0.18285621384387882,0.16402562186014683,1.0,0.09635869849105143,0.6205875213333196,0.8607622536193965,0.15352496144848726
unseen,episode,knn10_persist3,0.1,1.0,0.2682997295006291,0.10681790360988437,1.0,0.23583281097986983,0.748176565497994,0.8948340019768591,0.22628411950068594
unseen,episode,knn10_persist3,0.15,1.0,0.3286529355111763,0.08689517395732332,1.0,0.28190179918121094,0.7750531280888424,0.9017675446246874,0.27875184724812846
unseen,episode,knn10_persist3,0.2,1.0,0.38130217840443764,0.07704136700662698,1.0,0.3134210315827963,0.7946763619977905,0.9162887377173091,0.3241986081177161
unseen,episode,knn12_v8,0.01,0.947624776406289,0.08439242540137931,0.42079660469251284,0.932605948362251,0.1657986457986458,0.5527825360913596,0.7207297448894088,0.07532023326103962
unseen,episode,knn12_v8,0.03,0.9984737484737485,0.16164986498752512,0.2073231884732054,0.9952686202686203,0.29130603057073645,0.6803215901745313,0.8247102259707302,0.1383037089253407
unseen,episode,knn12_v8,0.05,1.0,0.2272559324244815,0.13751336682556858,1.0,0.3624304943422591,0.7544496687563914,0.8613509506366649,0.1904236185396614
unseen,episode,knn12_v8,0.1,1.0,0.34167070975813024,0.0886967990258938,1.0,0.474081651308542,0.785133070322146,0.9085411942554801,0.29302478627682094
unseen,episode,knn12_v8,0.15,1.0,0.41723795324501317,0.07127752379638268,1.0,0.5212615283098476,0.8090259608116751,0.9246031746031745,0.3618499884929809
unseen,episode,knn12_v8,0.2,1.0,0.48551608367940563,0.061489097184204596,1.0,0.54603930771998,0.8216284376998663,0.9406651549508692,0.4248944234133522
unseen,episode,knn_and_v7,0.01,0.6980095954465703,0.03731023715655876,0.6042833869020434,0.6503168120395011,0.04487179487179487,0.08885425848661144,0.46400659253600435,0.03410291751971694
unseen,episode,knn_and_v7,0.03,0.7705647670878762,0.052088119332599346,0.5196239475149412,0.7325460199619863,0.06124084249084249,0.15599040937276232,0.5274842015283192,0.046504606659573684
unseen,episode,knn_and_v7,0.05,0.7969330879204829,0.06729635107571431,0.45923804266969187,0.7711669691186498,0.08321886446886446,0.20237545950781244,0.5544484872426049,0.060004662751898336
unseen,episode,knn_and_v7,0.1,0.8521852233511896,0.11608563539335158,0.37985503893930933,0.8300616128347221,0.12671703296703296,0.2915290572328388,0.6610989597859346,0.10690021557597268
unseen,episode,knn_and_v7,0.15,0.8822566023301318,0.17060377847754918,0.2927877336120351,0.8643784510696276,0.1572039072039072,0.36103530495337216,0.7122655289777139,0.15779770444030194
unseen,episode,knn_and_v7,0.2,0.8983839934575228,0.21072675174969394,0.2345213772508313,0.8836606041017806,0.18851800976800978,0.41520474662281387,0.7354136771258619,0.19585330134311574
unseen,episode,knn_and_v8,0.01,0.9379656477975806,0.0441184995113544,0.5889237490826368,0.8987474080541307,0.06344322344322344,0.22924469865646335,0.6869156551509493,0.03866495107284027
unseen,episode,knn_and_v8,0.03,0.9677769056340485,0.07217277217873691,0.4630084232091498,0.9448189905332763,0.11345669036845507,0.3710618792971734,0.717944066515495,0.06368844078770274
unseen,episode,knn_and_v8,0.05,0.9864067678353393,0.09636447728817653,0.3891408716193138,0.9673080887366602,0.1648437836673131,0.4448974527650998,0.7672806558520845,0.08550109085451181
unseen,episode,knn_and_v8,0.1,0.9967948717948718,0.15177070340802878,0.2717704381272589,0.9863403263403264,0.23799394233217763,0.5326341340732097,0.8382318739461597,0.1279634798888417
unseen,episode,knn_and_v8,0.15,0.9995421245421245,0.2109362803876367,0.2029601708847575,0.9907542457542458,0.3106313049695403,0.6116594539913868,0.8721073899645329,0.16937366094799425
unseen,episode,knn_and_v8,0.2,1.0,0.2607779409651229,0.16626203950521673,0.9966666666666667,0.36643681559647945,0.6551734069696254,0.8878931914646201,0.20844646221352803
unseen,episode,knn_or_v8,0.01,0.9467013301046915,0.06671321300878265,0.4177897369427805,0.9378272676592004,0.0948419635919636,0.46702498481910243,0.7308171131700544,0.05971095363444881
unseen,episode,knn_or_v8,0.03,0.9973835688121402,0.13249928500095504,0.22108305237207837,0.9918454561311704,0.2559187218010747,0.6478711266946561,0.814313759691911,0.11403251568889955
unseen,episode,knn_or_v8,0.05,0.9995421245421245,0.17577802677553078,0.1664824874761936,0.9984737484737485,0.31450225428166606,0.6888090574225028,0.8617797546368976,0.14815374497223752
unseen,episode,knn_or_v8,0.1,1.0,0.2696123998856795,0.11285377726302814,1.0,0.4414724327959622,0.7697688049578805,0.891105587534159,0.2275766645160451
unseen,episode,knn_or_v8,0.15,1.0,0.3311605098540925,0.09226936396241169,1.0,0.487843614135631,0.7843515611372754,0.9097839990697133,0.28108306389304205
unseen,episode,knn_or_v8,0.2,1.0,0.38956839780173874,0.08001843126729018,1.0,0.5303819554239723,0.7950789290075004,0.9153439153439153,0.33490289215044444
unseen,episode,v7_guard,0.01,0.6876819601189349,0.03681564741811912,0.6076544463467616,0.6351173818400709,0.04487179487179487,0.08718759181994477,0.45474733327674505,0.0336083277812773
