fold,suite,task,scope,method,episodes,failures,successes,tp,fp,recall,fpr,precision,balanced_accuracy,t_det,median_alarm_query,tp_lead0,recall_lead0,legacy_filtered_fp_lead0,tp_lead2,recall_lead2,legacy_filtered_fp_lead2,tp_lead4,recall_lead4,legacy_filtered_fp_lead4,tp_lead8,recall_lead8,legacy_filtered_fp_lead8,tp_lead12,recall_lead12,legacy_filtered_fp_lead12,tp_lead16,recall_lead16,legacy_filtered_fp_lead16,tp_lead20,recall_lead20,legacy_filtered_fp_lead20,recall_by_q7,fpr_by_q7,recall_by_q10,fpr_by_q10,recall_by_q14,fpr_by_q14,recall_by_q21,fpr_by_q21,recall_by_q29,fpr_by_q29,recall_by_q39,fpr_by_q39,recall_by_q51,fpr_by_q51
libero_object_20260907,libero_object,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,seen,knn_or_v8,80,4,76,2,0,0.5,0.0,1.0,0.75,0.8303571428571429,17.5,2,0.5,0,2,0.5,0,2,0.5,0,2,0.5,0,1,0.25,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0
libero_object_20260907,libero_object,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,unseen,knn_or_v8,400,3,397,3,24,1.0,0.060453400503778336,0.1111111111111111,0.9697732997481109,0.5238095238095238,14.0,3,1.0,24,3,1.0,15,3,1.0,2,3,1.0,1,3,1.0,0,1,0.3333333333333333,0,0,0.0,0,0.0,0.0,0.0,0.0,0.6666666666666666,0.04534005037783375,1.0,0.05793450881612091,1.0,0.060453400503778336,1.0,0.060453400503778336,1.0,0.060453400503778336
libero_object_20260907,libero_object,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,unseen,knn_or_v8,400,0,400,0,0,,0.0,,,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
libero_object_20260907,libero_object,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,unseen,knn_or_v8,400,1,399,1,0,1.0,0.0,1.0,1.0,0.75,20.0,1,1.0,0,1,1.0,0,1,1.0,0,1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
libero_object_20260908,libero_object,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,seen,knn10,80,0,80,0,0,,0.0,,,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
libero_object_20260908,libero_object,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,seen,knn10,80,2,78,2,0,1.0,0.0,1.0,1.0,0.5,13.0,2,1.0,0,2,1.0,0,2,1.0,0,2,1.0,0,2,1.0,0,1,0.5,0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
libero_object_20260908,libero_object,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,seen,knn10,80,0,80,0,0,,0.0,,,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
libero_object_20260908,libero_object,libero_object/pick_up_the_milk_and_place_it_in_the_basket,seen,knn10,80,0,80,0,0,,0.0,,,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
libero_object_20260908,libero_object,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,seen,knn10,80,0,80,0,0,,0.0,,,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
libero_object_20260908,libero_object,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,seen,knn10,80,0,80,0,0,,0.0,,,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
libero_object_20260908,libero_object,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,seen,knn10,80,5,75,4,3,0.8,0.04,0.5714285714285714,0.88,0.6928571428571428,15.0,4,0.8,3,4,0.8,2,4,0.8,0,3,0.6,0,3,0.6,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.4,0.04,0.6,0.04,0.8,0.04,0.8,0.04,0.8,0.04
libero_object_20260908,libero_object,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,unseen,knn10,400,3,397,3,31,1.0,0.07808564231738035,0.08823529411764706,0.9609571788413098,0.46428571428571425,12.0,3,1.0,31,3,1.0,20,3,1.0,6,3,1.0,2,3,1.0,1,2,0.6666666666666666,0,0,0.0,0,0.0,0.0,0.3333333333333333,0.0025188916876574307,1.0,0.07304785894206549,1.0,0.07808564231738035,1.0,0.07808564231738035,1.0,0.07808564231738035,1.0,0.07808564231738035
libero_object_20260908,libero_object,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,unseen,knn10,400,10,390,10,49,1.0,0.12564102564102564,0.1694915254237288,0.9371794871794872,0.5964285714285714,14.5,10,1.0,49,10,1.0,49,10,1.0,44,8,0.8,22,7,0.7,0,1,0.1,0,0,0.0,0,0.0,0.0,0.0,0.11025641025641025,0.5,0.12564102564102564,0.9,0.12564102564102564,1.0,0.12564102564102564,1.0,0.12564102564102564,1.0,0.12564102564102564
libero_object_20260908,libero_object,libero_object/pick_up_the_butter_and_place_it_in_the_basket,unseen,knn10,400,0,400,0,12,,0.03,0.0,,,,0,,12,0,,11,0,,6,0,,0,0,,0,0,,0,0,,0,,0.0,,0.0025,,0.0275,,0.03,,0.03,,0.03,,0.03
libero_object_20260908,libero_object,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,seen,knn10_persist3,80,0,80,0,0,,0.0,,,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
libero_object_20260908,libero_object,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,seen,knn10_persist3,80,2,78,2,0,1.0,0.0,1.0,1.0,0.5535714285714286,14.5,2,1.0,0,2,1.0,0,2,1.0,0,2,1.0,0,2,1.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
libero_object_20260908,libero_object,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,seen,knn10_persist3,80,0,80,0,0,,0.0,,,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
libero_object_20260908,libero_object,libero_object/pick_up_the_milk_and_place_it_in_the_basket,seen,knn10_persist3,80,0,80,0,0,,0.0,,,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
libero_object_20260908,libero_object,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,seen,knn10_persist3,80,0,80,0,0,,0.0,,,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
libero_object_20260908,libero_object,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,seen,knn10_persist3,80,0,80,0,0,,0.0,,,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
libero_object_20260908,libero_object,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,seen,knn10_persist3,80,5,75,4,1,0.8,0.013333333333333334,0.8,0.8933333333333333,0.7428571428571429,16.5,4,0.8,1,4,0.8,0,4,0.8,0,3,0.6,0,2,0.4,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.013333333333333334,0.6,0.013333333333333334,0.8,0.013333333333333334,0.8,0.013333333333333334,0.8,0.013333333333333334
libero_object_20260908,libero_object,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,unseen,knn10_persist3,400,3,397,3,13,1.0,0.0327455919395466,0.1875,0.9836272040302267,0.5833333333333334,14.0,3,1.0,13,3,1.0,5,3,1.0,3,3,1.0,1,2,0.6666666666666666,1,1,0.3333333333333333,0,0,0.0,0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0025188916876574307,1.0,0.0327455919395466,1.0,0.0327455919395466,1.0,0.0327455919395466,1.0,0.0327455919395466
libero_object_20260908,libero_object,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,unseen,knn10_persist3,400,10,390,10,35,1.0,0.08974358974358974,0.2222222222222222,0.9551282051282052,0.6892857142857143,18.0,10,1.0,35,10,1.0,34,10,1.0,33,7,0.7,2,4,0.4,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.010256410256410256,0.1,0.08717948717948718,0.8,0.08974358974358974,1.0,0.08974358974358974,1.0,0.08974358974358974,1.0,0.08974358974358974
libero_object_20260908,libero_object,libero_object/pick_up_the_butter_and_place_it_in_the_basket,unseen,knn10_persist3,400,0,400,0,9,,0.0225,0.0,,,,0,,9,0,,9,0,,2,0,,0,0,,0,0,,0,0,,0,,0.0,,0.0,,0.0225,,0.0225,,0.0225,,0.0225,,0.0225
libero_object_20260908,libero_object,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,seen,knn10_delta_q7,80,0,80,0,0,,0.0,,,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
libero_object_20260908,libero_object,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,seen,knn10_delta_q7,80,2,78,2,0,1.0,0.0,1.0,1.0,0.5,13.0,2,1.0,0,2,1.0,0,2,1.0,0,2,1.0,0,2,1.0,0,1,0.5,0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
libero_object_20260908,libero_object,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,seen,knn10_delta_q7,80,0,80,0,0,,0.0,,,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
libero_object_20260908,libero_object,libero_object/pick_up_the_milk_and_place_it_in_the_basket,seen,knn10_delta_q7,80,0,80,0,0,,0.0,,,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
libero_object_20260908,libero_object,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,seen,knn10_delta_q7,80,0,80,0,0,,0.0,,,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
libero_object_20260908,libero_object,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,seen,knn10_delta_q7,80,0,80,0,1,,0.0125,0.0,,,,0,,1,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0.0,,0.0,,0.0125,,0.0125,,0.0125,,0.0125,,0.0125
libero_object_20260908,libero_object,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,seen,knn10_delta_q7,80,5,75,4,3,0.8,0.04,0.5714285714285714,0.88,0.6928571428571428,16.5,4,0.8,3,4,0.8,1,4,0.8,0,4,0.8,0,2,0.4,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.4,0.04,0.8,0.04,0.8,0.04,0.8,0.04,0.8,0.04
libero_object_20260908,libero_object,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,unseen,knn10_delta_q7,400,3,397,3,37,1.0,0.09319899244332494,0.075,0.9534005037783375,0.46428571428571425,12.0,3,1.0,37,3,1.0,21,3,1.0,5,3,1.0,1,3,1.0,0,2,0.6666666666666666,0,0,0.0,0,0.0,0.0,0.3333333333333333,0.0025188916876574307,1.0,0.08312342569269521,1.0,0.0906801007556675,1.0,0.09319899244332494,1.0,0.09319899244332494,1.0,0.09319899244332494
libero_object_20260908,libero_object,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,unseen,knn10_delta_q7,400,10,390,10,43,1.0,0.11025641025641025,0.18867924528301888,0.9448717948717948,0.5928571428571427,14.5,10,1.0,43,10,1.0,43,10,1.0,40,8,0.8,18,7,0.7,0,2,0.2,0,0,0.0,0,0.0,0.0,0.0,0.09487179487179487,0.5,0.11025641025641025,0.9,0.11025641025641025,1.0,0.11025641025641025,1.0,0.11025641025641025,1.0,0.11025641025641025
libero_object_20260908,libero_object,libero_object/pick_up_the_butter_and_place_it_in_the_basket,unseen,knn10_delta_q7,400,0,400,0,9,,0.0225,0.0,,,,0,,9,0,,9,0,,3,0,,0,0,,0,0,,0,0,,0,,0.0,,0.0,,0.0225,,0.0225,,0.0225,,0.0225,,0.0225
libero_object_20260908,libero_object,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,seen,v7_guard,80,0,80,0,2,,0.025,0.0,,,,0,,2,0,,2,0,,0,0,,0,0,,0,0,,0,0,,0,,0.0,,0.0,,0.025,,0.025,,0.025,,0.025,,0.025
libero_object_20260908,libero_object,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,seen,v7_guard,80,2,78,0,0,0.0,0.0,,0.5,1.0,,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_object_20260908,libero_object,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,seen,v7_guard,80,0,80,0,0,,0.0,,,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
libero_object_20260908,libero_object,libero_object/pick_up_the_milk_and_place_it_in_the_basket,seen,v7_guard,80,0,80,0,1,,0.0125,0.0,,,,0,,1,0,,1,0,,0,0,,0,0,,0,0,,0,0,,0,,0.0,,0.0,,0.0125,,0.0125,,0.0125,,0.0125,,0.0125
libero_object_20260908,libero_object,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,seen,v7_guard,80,0,80,0,0,,0.0,,,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
libero_object_20260908,libero_object,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,seen,v7_guard,80,0,80,0,0,,0.0,,,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
libero_object_20260908,libero_object,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,seen,v7_guard,80,5,75,0,0,0.0,0.0,,0.5,1.0,,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_object_20260908,libero_object,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,unseen,v7_guard,400,3,397,2,2,0.6666666666666666,0.005037783375314861,0.5,0.8308144416456759,0.8571428571428571,21.0,2,0.6666666666666666,2,2,0.6666666666666666,2,2,0.6666666666666666,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0025188916876574307,0.6666666666666666,0.005037783375314861,0.6666666666666666,0.005037783375314861,0.6666666666666666,0.005037783375314861,0.6666666666666666,0.005037783375314861
libero_object_20260908,libero_object,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,unseen,v7_guard,400,10,390,4,0,0.4,0.0,1.0,0.7,0.9285714285714285,22.0,4,0.4,0,4,0.4,0,4,0.4,0,2,0.2,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.4,0.0,0.4,0.0,0.4,0.0
libero_object_20260908,libero_object,libero_object/pick_up_the_butter_and_place_it_in_the_basket,unseen,v7_guard,400,0,400,0,26,,0.065,0.0,,,,0,,26,0,,26,0,,10,0,,0,0,,0,0,,0,0,,0,,0.0,,0.0,,0.065,,0.065,,0.065,,0.065,,0.065
libero_object_20260908,libero_object,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,seen,v8_guard,80,0,80,0,0,,0.0,,,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
libero_object_20260908,libero_object,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,seen,v8_guard,80,2,78,2,0,1.0,0.0,1.0,1.0,0.375,9.5,2,1.0,0,2,1.0,0,2,1.0,0,2,1.0,0,2,1.0,0,2,1.0,0,1,0.5,0,0.0,0.0,0.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
libero_object_20260908,libero_object,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,seen,v8_guard,80,0,80,0,0,,0.0,,,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
libero_object_20260908,libero_object,libero_object/pick_up_the_milk_and_place_it_in_the_basket,seen,v8_guard,80,0,80,0,0,,0.0,,,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
libero_object_20260908,libero_object,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,seen,v8_guard,80,0,80,0,0,,0.0,,,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
libero_object_20260908,libero_object,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,seen,v8_guard,80,0,80,0,0,,0.0,,,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
libero_object_20260908,libero_object,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,seen,v8_guard,80,5,75,4,0,0.8,0.0,1.0,0.9,0.7285714285714285,17.5,4,0.8,0,4,0.8,0,4,0.8,0,4,0.8,0,2,0.4,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.8,0.0,0.8,0.0,0.8,0.0
libero_object_20260908,libero_object,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,unseen,v8_guard,400,3,397,3,3,1.0,0.007556675062972292,0.5,0.9962216624685138,0.7380952380952381,21.0,3,1.0,3,3,1.0,3,3,1.0,1,1,0.3333333333333333,0,1,0.3333333333333333,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.005037783375314861,1.0,0.007556675062972292,1.0,0.007556675062972292,1.0,0.007556675062972292
libero_object_20260908,libero_object,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,unseen,v8_guard,400,10,390,9,13,0.9,0.03333333333333333,0.4090909090909091,0.9333333333333332,0.6321428571428571,15.0,9,0.9,13,9,0.9,13,9,0.9,13,8,0.8,7,6,0.6,0,1,0.1,0,0,0.0,0,0.0,0.0,0.0,0.03076923076923077,0.4,0.03333333333333333,0.9,0.03333333333333333,0.9,0.03333333333333333,0.9,0.03333333333333333,0.9,0.03333333333333333
libero_object_20260908,libero_object,libero_object/pick_up_the_butter_and_place_it_in_the_basket,unseen,v8_guard,400,0,400,0,8,,0.02,0.0,,,,0,,8,0,,8,0,,4,0,,1,0,,0,0,,0,0,,0,,0.0025,,0.0025,,0.02,,0.02,,0.02,,0.02,,0.02
libero_object_20260908,libero_object,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,seen,v82_guard,80,0,80,0,0,,0.0,,,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
libero_object_20260908,libero_object,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,seen,v82_guard,80,2,78,2,0,1.0,0.0,1.0,1.0,0.375,9.5,2,1.0,0,2,1.0,0,2,1.0,0,2,1.0,0,2,1.0,0,2,1.0,0,1,0.5,0,0.0,0.0,0.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
libero_object_20260908,libero_object,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,seen,v82_guard,80,0,80,0,0,,0.0,,,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
libero_object_20260908,libero_object,libero_object/pick_up_the_milk_and_place_it_in_the_basket,seen,v82_guard,80,0,80,0,0,,0.0,,,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
libero_object_20260908,libero_object,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,seen,v82_guard,80,0,80,0,0,,0.0,,,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
libero_object_20260908,libero_object,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,seen,v82_guard,80,0,80,0,0,,0.0,,,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
libero_object_20260908,libero_object,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,seen,v82_guard,80,5,75,5,0,1.0,0.0,1.0,1.0,0.7071428571428572,19.0,5,1.0,0,5,1.0,0,4,0.8,0,4,0.8,0,2,0.4,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,1.0,0.0,1.0,0.0,1.0,0.0
libero_object_20260908,libero_object,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,unseen,v82_guard,400,3,397,3,3,1.0,0.007556675062972292,0.5,0.9962216624685138,0.6666666666666666,16.0,3,1.0,3,3,1.0,3,3,1.0,2,2,0.6666666666666666,0,2,0.6666666666666666,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.005037783375314861,1.0,0.007556675062972292,1.0,0.007556675062972292,1.0,0.007556675062972292
libero_object_20260908,libero_object,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,unseen,v82_guard,400,10,390,9,13,0.9,0.03333333333333333,0.4090909090909091,0.9333333333333332,0.6249999999999999,15.0,9,0.9,13,9,0.9,13,9,0.9,13,8,0.8,7,7,0.7,0,1,0.1,0,0,0.0,0,0.0,0.0,0.0,0.03076923076923077,0.4,0.03333333333333333,0.9,0.03333333333333333,0.9,0.03333333333333333,0.9,0.03333333333333333,0.9,0.03333333333333333
libero_object_20260908,libero_object,libero_object/pick_up_the_butter_and_place_it_in_the_basket,unseen,v82_guard,400,0,400,0,0,,0.0,,,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
libero_object_20260908,libero_object,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,seen,knn12_v8,80,0,80,0,0,,0.0,,,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
libero_object_20260908,libero_object,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,seen,knn12_v8,80,2,78,2,0,1.0,0.0,1.0,1.0,0.5178571428571428,13.5,2,1.0,0,2,1.0,0,2,1.0,0,2,1.0,0,2,1.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
libero_object_20260908,libero_object,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,seen,knn12_v8,80,0,80,0,0,,0.0,,,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
libero_object_20260908,libero_object,libero_object/pick_up_the_milk_and_place_it_in_the_basket,seen,knn12_v8,80,0,80,0,0,,0.0,,,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
libero_object_20260908,libero_object,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,seen,knn12_v8,80,0,80,0,0,,0.0,,,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
libero_object_20260908,libero_object,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,seen,knn12_v8,80,0,80,0,0,,0.0,,,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
libero_object_20260908,libero_object,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,seen,knn12_v8,80,5,75,4,0,0.8,0.0,1.0,0.9,0.6571428571428571,14.5,4,0.8,0,4,0.8,0,4,0.8,0,4,0.8,0,3,0.6,0,1,0.2,0,0,0.0,0,0.0,0.0,0.0,0.0,0.4,0.0,0.8,0.0,0.8,0.0,0.8,0.0,0.8,0.0
libero_object_20260908,libero_object,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,unseen,knn12_v8,400,3,397,3,23,1.0,0.05793450881612091,0.11538461538461539,0.9710327455919395,0.4880952380952381,13.0,3,1.0,23,3,1.0,16,3,1.0,3,3,1.0,0,3,1.0,0,1,0.3333333333333333,0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.037783375314861464,1.0,0.055415617128463476,1.0,0.05793450881612091,1.0,0.05793450881612091,1.0,0.05793450881612091
libero_object_20260908,libero_object,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,unseen,knn12_v8,400,10,390,10,40,1.0,0.10256410256410256,0.2,0.9487179487179487,0.5714285714285714,13.5,10,1.0,40,10,1.0,40,10,1.0,39,9,0.9,11,8,0.8,0,1,0.1,0,0,0.0,0,0.0,0.0,0.0,0.08717948717948718,0.6,0.10256410256410256,0.9,0.10256410256410256,1.0,0.10256410256410256,1.0,0.10256410256410256,1.0,0.10256410256410256
libero_object_20260908,libero_object,libero_object/pick_up_the_butter_and_place_it_in_the_basket,unseen,knn12_v8,400,0,400,0,13,,0.0325,0.0,,,,0,,13,0,,13,0,,5,0,,0,0,,0,0,,0,0,,0,,0.0,,0.0025,,0.0325,,0.0325,,0.0325,,0.0325,,0.0325
libero_object_20260908,libero_object,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,seen,knn_and_v7,80,0,80,0,2,,0.025,0.0,,,,0,,2,0,,2,0,,0,0,,0,0,,0,0,,0,0,,0,,0.0,,0.0,,0.025,,0.025,,0.025,,0.025,,0.025
