scope,suite,method,failure,episodes,unique_episodes,bin,count,fraction
seen,libero_goal,knn10_delta_q7,True,57,49,no_alarm,0,0.0
seen,libero_long,knn10_delta_q7,False,1571,1357,q0-7,0,0.0
seen,libero_long,knn10_delta_q7,False,1571,1357,q8-10,0,0.0
seen,libero_long,knn10_delta_q7,False,1571,1357,q11-14,1,0.0006365372374283895
seen,libero_long,knn10_delta_q7,False,1571,1357,q15-19,3,0.0019096117122851686
seen,libero_long,knn10_delta_q7,False,1571,1357,q20-29,11,0.007001909611712286
seen,libero_long,knn10_delta_q7,False,1571,1357,q30-39,9,0.005728835136855506
seen,libero_long,knn10_delta_q7,False,1571,1357,q40-51,0,0.0
seen,libero_long,knn10_delta_q7,False,1571,1357,no_alarm,1547,0.9847231063017187
seen,libero_long,knn10_delta_q7,True,109,83,q0-7,0,0.0
seen,libero_long,knn10_delta_q7,True,109,83,q8-10,0,0.0
seen,libero_long,knn10_delta_q7,True,109,83,q11-14,0,0.0
seen,libero_long,knn10_delta_q7,True,109,83,q15-19,1,0.009174311926605505
seen,libero_long,knn10_delta_q7,True,109,83,q20-29,7,0.06422018348623854
seen,libero_long,knn10_delta_q7,True,109,83,q30-39,42,0.3853211009174312
seen,libero_long,knn10_delta_q7,True,109,83,q40-51,7,0.06422018348623854
seen,libero_long,knn10_delta_q7,True,109,83,no_alarm,52,0.47706422018348627
seen,libero_object,knn10_delta_q7,False,1656,1414,q0-7,0,0.0
seen,libero_object,knn10_delta_q7,False,1656,1414,q8-10,0,0.0
seen,libero_object,knn10_delta_q7,False,1656,1414,q11-14,11,0.006642512077294686
seen,libero_object,knn10_delta_q7,False,1656,1414,q15-19,0,0.0
seen,libero_object,knn10_delta_q7,False,1656,1414,q20-29,1,0.0006038647342995169
seen,libero_object,knn10_delta_q7,False,1656,1414,q30-39,0,0.0
seen,libero_object,knn10_delta_q7,False,1656,1414,q40-51,0,0.0
seen,libero_object,knn10_delta_q7,False,1656,1414,no_alarm,1644,0.9927536231884058
seen,libero_object,knn10_delta_q7,True,24,18,q0-7,0,0.0
seen,libero_object,knn10_delta_q7,True,24,18,q8-10,0,0.0
seen,libero_object,knn10_delta_q7,True,24,18,q11-14,11,0.4583333333333333
seen,libero_object,knn10_delta_q7,True,24,18,q15-19,6,0.25
seen,libero_object,knn10_delta_q7,True,24,18,q20-29,4,0.16666666666666666
seen,libero_object,knn10_delta_q7,True,24,18,q30-39,0,0.0
seen,libero_object,knn10_delta_q7,True,24,18,q40-51,0,0.0
seen,libero_object,knn10_delta_q7,True,24,18,no_alarm,3,0.125
seen,libero_spatial,knn10_delta_q7,False,1619,1462,q0-7,0,0.0
seen,libero_spatial,knn10_delta_q7,False,1619,1462,q8-10,1,0.0006176652254478073
seen,libero_spatial,knn10_delta_q7,False,1619,1462,q11-14,16,0.009882643607164917
seen,libero_spatial,knn10_delta_q7,False,1619,1462,q15-19,0,0.0
seen,libero_spatial,knn10_delta_q7,False,1619,1462,q20-29,0,0.0
seen,libero_spatial,knn10_delta_q7,False,1619,1462,q30-39,0,0.0
seen,libero_spatial,knn10_delta_q7,False,1619,1462,q40-51,0,0.0
seen,libero_spatial,knn10_delta_q7,False,1619,1462,no_alarm,1602,0.9894996911673872
seen,libero_spatial,knn10_delta_q7,True,61,50,q0-7,0,0.0
seen,libero_spatial,knn10_delta_q7,True,61,50,q8-10,0,0.0
seen,libero_spatial,knn10_delta_q7,True,61,50,q11-14,49,0.8032786885245902
seen,libero_spatial,knn10_delta_q7,True,61,50,q15-19,11,0.18032786885245902
seen,libero_spatial,knn10_delta_q7,True,61,50,q20-29,1,0.01639344262295082
seen,libero_spatial,knn10_delta_q7,True,61,50,q30-39,0,0.0
seen,libero_spatial,knn10_delta_q7,True,61,50,q40-51,0,0.0
seen,libero_spatial,knn10_delta_q7,True,61,50,no_alarm,0,0.0
seen,all,knn10_persist3,False,6469,5704,q0-7,0,0.0
seen,all,knn10_persist3,False,6469,5704,q8-10,10,0.001545833977430824
seen,all,knn10_persist3,False,6469,5704,q11-14,34,0.005255835523264802
seen,all,knn10_persist3,False,6469,5704,q15-19,4,0.0006183335909723295
seen,all,knn10_persist3,False,6469,5704,q20-29,18,0.002782501159375483
seen,all,knn10_persist3,False,6469,5704,q30-39,7,0.0010820837842015767
seen,all,knn10_persist3,False,6469,5704,q40-51,0,0.0
seen,all,knn10_persist3,False,6469,5704,no_alarm,6396,0.988715411964755
seen,all,knn10_persist3,True,251,200,q0-7,0,0.0
seen,all,knn10_persist3,True,251,200,q8-10,0,0.0
seen,all,knn10_persist3,True,251,200,q11-14,61,0.24302788844621515
seen,all,knn10_persist3,True,251,200,q15-19,43,0.17131474103585656
seen,all,knn10_persist3,True,251,200,q20-29,39,0.1553784860557769
seen,all,knn10_persist3,True,251,200,q30-39,43,0.17131474103585656
seen,all,knn10_persist3,True,251,200,q40-51,9,0.035856573705179286
seen,all,knn10_persist3,True,251,200,no_alarm,56,0.22310756972111553
seen,libero_goal,knn10_persist3,False,1623,1471,q0-7,0,0.0
seen,libero_goal,knn10_persist3,False,1623,1471,q8-10,3,0.0018484288354898336
seen,libero_goal,knn10_persist3,False,1623,1471,q11-14,4,0.0024645717806531116
seen,libero_goal,knn10_persist3,False,1623,1471,q15-19,1,0.0006161429451632779
seen,libero_goal,knn10_persist3,False,1623,1471,q20-29,1,0.0006161429451632779
seen,libero_goal,knn10_persist3,False,1623,1471,q30-39,0,0.0
seen,libero_goal,knn10_persist3,False,1623,1471,q40-51,0,0.0
seen,libero_goal,knn10_persist3,False,1623,1471,no_alarm,1614,0.9944547134935305
seen,libero_goal,knn10_persist3,True,57,49,q0-7,0,0.0
seen,libero_goal,knn10_persist3,True,57,49,q8-10,0,0.0
seen,libero_goal,knn10_persist3,True,57,49,q11-14,12,0.21052631578947367
seen,libero_goal,knn10_persist3,True,57,49,q15-19,17,0.2982456140350877
seen,libero_goal,knn10_persist3,True,57,49,q20-29,26,0.45614035087719296
seen,libero_goal,knn10_persist3,True,57,49,q30-39,0,0.0
seen,libero_goal,knn10_persist3,True,57,49,q40-51,0,0.0
seen,libero_goal,knn10_persist3,True,57,49,no_alarm,2,0.03508771929824561
seen,libero_long,knn10_persist3,False,1571,1357,q0-7,0,0.0
seen,libero_long,knn10_persist3,False,1571,1357,q8-10,0,0.0
seen,libero_long,knn10_persist3,False,1571,1357,q11-14,0,0.0
seen,libero_long,knn10_persist3,False,1571,1357,q15-19,2,0.001273074474856779
seen,libero_long,knn10_persist3,False,1571,1357,q20-29,17,0.010821133036282623
seen,libero_long,knn10_persist3,False,1571,1357,q30-39,7,0.004455760661998727
seen,libero_long,knn10_persist3,False,1571,1357,q40-51,0,0.0
seen,libero_long,knn10_persist3,False,1571,1357,no_alarm,1545,0.9834500318268619
seen,libero_long,knn10_persist3,True,109,83,q0-7,0,0.0
seen,libero_long,knn10_persist3,True,109,83,q8-10,0,0.0
seen,libero_long,knn10_persist3,True,109,83,q11-14,0,0.0
seen,libero_long,knn10_persist3,True,109,83,q15-19,0,0.0
seen,libero_long,knn10_persist3,True,109,83,q20-29,6,0.05504587155963303
seen,libero_long,knn10_persist3,True,109,83,q30-39,43,0.3944954128440367
seen,libero_long,knn10_persist3,True,109,83,q40-51,9,0.08256880733944955
seen,libero_long,knn10_persist3,True,109,83,no_alarm,51,0.46788990825688076
seen,libero_object,knn10_persist3,False,1656,1414,q0-7,0,0.0
seen,libero_object,knn10_persist3,False,1656,1414,q8-10,0,0.0
seen,libero_object,knn10_persist3,False,1656,1414,q11-14,14,0.008454106280193236
seen,libero_object,knn10_persist3,False,1656,1414,q15-19,0,0.0
seen,libero_object,knn10_persist3,False,1656,1414,q20-29,0,0.0
seen,libero_object,knn10_persist3,False,1656,1414,q30-39,0,0.0
seen,libero_object,knn10_persist3,False,1656,1414,q40-51,0,0.0
seen,libero_object,knn10_persist3,False,1656,1414,no_alarm,1642,0.9915458937198067
seen,libero_object,knn10_persist3,True,24,18,q0-7,0,0.0
seen,libero_object,knn10_persist3,True,24,18,q8-10,0,0.0
seen,libero_object,knn10_persist3,True,24,18,q11-14,4,0.16666666666666666
seen,libero_object,knn10_persist3,True,24,18,q15-19,10,0.4166666666666667
seen,libero_object,knn10_persist3,True,24,18,q20-29,7,0.2916666666666667
seen,libero_object,knn10_persist3,True,24,18,q30-39,0,0.0
seen,libero_object,knn10_persist3,True,24,18,q40-51,0,0.0
seen,libero_object,knn10_persist3,True,24,18,no_alarm,3,0.125
seen,libero_spatial,knn10_persist3,False,1619,1462,q0-7,0,0.0
seen,libero_spatial,knn10_persist3,False,1619,1462,q8-10,7,0.004323656578134651
seen,libero_spatial,knn10_persist3,False,1619,1462,q11-14,16,0.009882643607164917
seen,libero_spatial,knn10_persist3,False,1619,1462,q15-19,1,0.0006176652254478073
seen,libero_spatial,knn10_persist3,False,1619,1462,q20-29,0,0.0
seen,libero_spatial,knn10_persist3,False,1619,1462,q30-39,0,0.0
seen,libero_spatial,knn10_persist3,False,1619,1462,q40-51,0,0.0
seen,libero_spatial,knn10_persist3,False,1619,1462,no_alarm,1595,0.9851760345892526
seen,libero_spatial,knn10_persist3,True,61,50,q0-7,0,0.0
seen,libero_spatial,knn10_persist3,True,61,50,q8-10,0,0.0
seen,libero_spatial,knn10_persist3,True,61,50,q11-14,45,0.7377049180327869
seen,libero_spatial,knn10_persist3,True,61,50,q15-19,16,0.26229508196721313
seen,libero_spatial,knn10_persist3,True,61,50,q20-29,0,0.0
seen,libero_spatial,knn10_persist3,True,61,50,q30-39,0,0.0
seen,libero_spatial,knn10_persist3,True,61,50,q40-51,0,0.0
seen,libero_spatial,knn10_persist3,True,61,50,no_alarm,0,0.0
seen,all,knn12_v8,False,6469,5704,q0-7,2,0.0003091667954861648
seen,all,knn12_v8,False,6469,5704,q8-10,14,0.0021641675684031534
seen,all,knn12_v8,False,6469,5704,q11-14,14,0.0021641675684031534
seen,all,knn12_v8,False,6469,5704,q15-19,7,0.0010820837842015767
seen,all,knn12_v8,False,6469,5704,q20-29,20,0.003091667954861648
seen,all,knn12_v8,False,6469,5704,q30-39,10,0.001545833977430824
seen,all,knn12_v8,False,6469,5704,q40-51,0,0.0
seen,all,knn12_v8,False,6469,5704,no_alarm,6402,0.9896429123512135
seen,all,knn12_v8,True,251,200,q0-7,0,0.0
seen,all,knn12_v8,True,251,200,q8-10,11,0.043824701195219126
seen,all,knn12_v8,True,251,200,q11-14,70,0.2788844621513944
seen,all,knn12_v8,True,251,200,q15-19,35,0.1394422310756972
seen,all,knn12_v8,True,251,200,q20-29,28,0.11155378486055777
seen,all,knn12_v8,True,251,200,q30-39,42,0.16733067729083664
seen,all,knn12_v8,True,251,200,q40-51,8,0.03187250996015936
seen,all,knn12_v8,True,251,200,no_alarm,57,0.22709163346613545
seen,libero_goal,knn12_v8,False,1623,1471,q0-7,0,0.0
seen,libero_goal,knn12_v8,False,1623,1471,q8-10,8,0.004929143561306223
seen,libero_goal,knn12_v8,False,1623,1471,q11-14,4,0.0024645717806531116
seen,libero_goal,knn12_v8,False,1623,1471,q15-19,2,0.0012322858903265558
seen,libero_goal,knn12_v8,False,1623,1471,q20-29,0,0.0
seen,libero_goal,knn12_v8,False,1623,1471,q30-39,0,0.0
seen,libero_goal,knn12_v8,False,1623,1471,q40-51,0,0.0
seen,libero_goal,knn12_v8,False,1623,1471,no_alarm,1609,0.9913739987677141
seen,libero_goal,knn12_v8,True,57,49,q0-7,0,0.0
seen,libero_goal,knn12_v8,True,57,49,q8-10,6,0.10526315789473684
seen,libero_goal,knn12_v8,True,57,49,q11-14,19,0.3333333333333333
seen,libero_goal,knn12_v8,True,57,49,q15-19,12,0.21052631578947367
seen,libero_goal,knn12_v8,True,57,49,q20-29,19,0.3333333333333333
seen,libero_goal,knn12_v8,True,57,49,q30-39,0,0.0
seen,libero_goal,knn12_v8,True,57,49,q40-51,0,0.0
seen,libero_goal,knn12_v8,True,57,49,no_alarm,1,0.017543859649122806
seen,libero_long,knn12_v8,False,1571,1357,q0-7,0,0.0
seen,libero_long,knn12_v8,False,1571,1357,q8-10,0,0.0
seen,libero_long,knn12_v8,False,1571,1357,q11-14,0,0.0
seen,libero_long,knn12_v8,False,1571,1357,q15-19,3,0.0019096117122851686
seen,libero_long,knn12_v8,False,1571,1357,q20-29,19,0.0120942075111394
seen,libero_long,knn12_v8,False,1571,1357,q30-39,10,0.006365372374283896
seen,libero_long,knn12_v8,False,1571,1357,q40-51,0,0.0
seen,libero_long,knn12_v8,False,1571,1357,no_alarm,1539,0.9796308084022916
seen,libero_long,knn12_v8,True,109,83,q0-7,0,0.0
seen,libero_long,knn12_v8,True,109,83,q8-10,0,0.0
seen,libero_long,knn12_v8,True,109,83,q11-14,0,0.0
seen,libero_long,knn12_v8,True,109,83,q15-19,1,0.009174311926605505
seen,libero_long,knn12_v8,True,109,83,q20-29,6,0.05504587155963303
seen,libero_long,knn12_v8,True,109,83,q30-39,42,0.3853211009174312
seen,libero_long,knn12_v8,True,109,83,q40-51,8,0.07339449541284404
seen,libero_long,knn12_v8,True,109,83,no_alarm,52,0.47706422018348627
seen,libero_object,knn12_v8,False,1656,1414,q0-7,0,0.0
seen,libero_object,knn12_v8,False,1656,1414,q8-10,1,0.0006038647342995169
seen,libero_object,knn12_v8,False,1656,1414,q11-14,1,0.0006038647342995169
seen,libero_object,knn12_v8,False,1656,1414,q15-19,1,0.0006038647342995169
seen,libero_object,knn12_v8,False,1656,1414,q20-29,1,0.0006038647342995169
seen,libero_object,knn12_v8,False,1656,1414,q30-39,0,0.0
seen,libero_object,knn12_v8,False,1656,1414,q40-51,0,0.0
seen,libero_object,knn12_v8,False,1656,1414,no_alarm,1652,0.9975845410628019
seen,libero_object,knn12_v8,True,24,18,q0-7,0,0.0
seen,libero_object,knn12_v8,True,24,18,q8-10,0,0.0
seen,libero_object,knn12_v8,True,24,18,q11-14,8,0.3333333333333333
seen,libero_object,knn12_v8,True,24,18,q15-19,9,0.375
seen,libero_object,knn12_v8,True,24,18,q20-29,3,0.125
seen,libero_object,knn12_v8,True,24,18,q30-39,0,0.0
seen,libero_object,knn12_v8,True,24,18,q40-51,0,0.0
seen,libero_object,knn12_v8,True,24,18,no_alarm,4,0.16666666666666666
seen,libero_spatial,knn12_v8,False,1619,1462,q0-7,2,0.0012353304508956147
seen,libero_spatial,knn12_v8,False,1619,1462,q8-10,5,0.0030883261272390363
seen,libero_spatial,knn12_v8,False,1619,1462,q11-14,9,0.005558987029030266
seen,libero_spatial,knn12_v8,False,1619,1462,q15-19,1,0.0006176652254478073
seen,libero_spatial,knn12_v8,False,1619,1462,q20-29,0,0.0
seen,libero_spatial,knn12_v8,False,1619,1462,q30-39,0,0.0
seen,libero_spatial,knn12_v8,False,1619,1462,q40-51,0,0.0
seen,libero_spatial,knn12_v8,False,1619,1462,no_alarm,1602,0.9894996911673872
seen,libero_spatial,knn12_v8,True,61,50,q0-7,0,0.0
seen,libero_spatial,knn12_v8,True,61,50,q8-10,5,0.08196721311475409
seen,libero_spatial,knn12_v8,True,61,50,q11-14,43,0.7049180327868853
seen,libero_spatial,knn12_v8,True,61,50,q15-19,13,0.21311475409836064
seen,libero_spatial,knn12_v8,True,61,50,q20-29,0,0.0
seen,libero_spatial,knn12_v8,True,61,50,q30-39,0,0.0
seen,libero_spatial,knn12_v8,True,61,50,q40-51,0,0.0
seen,libero_spatial,knn12_v8,True,61,50,no_alarm,0,0.0
seen,all,knn_and_v7,False,6469,5704,q0-7,5,0.000772916988715412
seen,all,knn_and_v7,False,6469,5704,q8-10,12,0.0018550007729169888
seen,all,knn_and_v7,False,6469,5704,q11-14,52,0.008038336682640285
seen,all,knn_and_v7,False,6469,5704,q15-19,3,0.0004637501932292472
seen,all,knn_and_v7,False,6469,5704,q20-29,12,0.0018550007729169888
seen,all,knn_and_v7,False,6469,5704,q30-39,6,0.0009275003864584944
seen,all,knn_and_v7,False,6469,5704,q40-51,0,0.0
seen,all,knn_and_v7,False,6469,5704,no_alarm,6379,0.9860874942031226
seen,all,knn_and_v7,True,251,200,q0-7,0,0.0
seen,all,knn_and_v7,True,251,200,q8-10,1,0.00398406374501992
seen,all,knn_and_v7,True,251,200,q11-14,24,0.09561752988047809
seen,all,knn_and_v7,True,251,200,q15-19,48,0.19123505976095617
seen,all,knn_and_v7,True,251,200,q20-29,44,0.1752988047808765
seen,all,knn_and_v7,True,251,200,q30-39,41,0.16334661354581673
seen,all,knn_and_v7,True,251,200,q40-51,7,0.027888446215139442
seen,all,knn_and_v7,True,251,200,no_alarm,86,0.3426294820717131
seen,libero_goal,knn_and_v7,False,1623,1471,q0-7,5,0.0030807147258163892
seen,libero_goal,knn_and_v7,False,1623,1471,q8-10,2,0.0012322858903265558
seen,libero_goal,knn_and_v7,False,1623,1471,q11-14,22,0.013555144793592114
seen,libero_goal,knn_and_v7,False,1623,1471,q15-19,0,0.0
seen,libero_goal,knn_and_v7,False,1623,1471,q20-29,0,0.0
seen,libero_goal,knn_and_v7,False,1623,1471,q30-39,0,0.0
seen,libero_goal,knn_and_v7,False,1623,1471,q40-51,0,0.0
seen,libero_goal,knn_and_v7,False,1623,1471,no_alarm,1594,0.982131854590265
seen,libero_goal,knn_and_v7,True,57,49,q0-7,0,0.0
seen,libero_goal,knn_and_v7,True,57,49,q8-10,1,0.017543859649122806
seen,libero_goal,knn_and_v7,True,57,49,q11-14,16,0.2807017543859649
seen,libero_goal,knn_and_v7,True,57,49,q15-19,3,0.05263157894736842
seen,libero_goal,knn_and_v7,True,57,49,q20-29,30,0.5263157894736842
seen,libero_goal,knn_and_v7,True,57,49,q30-39,0,0.0
seen,libero_goal,knn_and_v7,True,57,49,q40-51,0,0.0
seen,libero_goal,knn_and_v7,True,57,49,no_alarm,7,0.12280701754385964
seen,libero_long,knn_and_v7,False,1571,1357,q0-7,0,0.0
seen,libero_long,knn_and_v7,False,1571,1357,q8-10,0,0.0
seen,libero_long,knn_and_v7,False,1571,1357,q11-14,0,0.0
seen,libero_long,knn_and_v7,False,1571,1357,q15-19,2,0.001273074474856779
seen,libero_long,knn_and_v7,False,1571,1357,q20-29,10,0.006365372374283896
seen,libero_long,knn_and_v7,False,1571,1357,q30-39,6,0.0038192234245703373
seen,libero_long,knn_and_v7,False,1571,1357,q40-51,0,0.0
seen,libero_long,knn_and_v7,False,1571,1357,no_alarm,1553,0.988542329726289
seen,libero_long,knn_and_v7,True,109,83,q0-7,0,0.0
seen,libero_long,knn_and_v7,True,109,83,q8-10,0,0.0
seen,libero_long,knn_and_v7,True,109,83,q11-14,0,0.0
seen,libero_long,knn_and_v7,True,109,83,q15-19,0,0.0
seen,libero_long,knn_and_v7,True,109,83,q20-29,7,0.06422018348623854
seen,libero_long,knn_and_v7,True,109,83,q30-39,41,0.3761467889908257
seen,libero_long,knn_and_v7,True,109,83,q40-51,7,0.06422018348623854
seen,libero_long,knn_and_v7,True,109,83,no_alarm,54,0.4954128440366973
seen,libero_object,knn_and_v7,False,1656,1414,q0-7,0,0.0
seen,libero_object,knn_and_v7,False,1656,1414,q8-10,0,0.0
seen,libero_object,knn_and_v7,False,1656,1414,q11-14,11,0.006642512077294686
seen,libero_object,knn_and_v7,False,1656,1414,q15-19,0,0.0
seen,libero_object,knn_and_v7,False,1656,1414,q20-29,2,0.0012077294685990338
seen,libero_object,knn_and_v7,False,1656,1414,q30-39,0,0.0
seen,libero_object,knn_and_v7,False,1656,1414,q40-51,0,0.0
seen,libero_object,knn_and_v7,False,1656,1414,no_alarm,1643,0.9921497584541062
seen,libero_object,knn_and_v7,True,24,18,q0-7,0,0.0
seen,libero_object,knn_and_v7,True,24,18,q8-10,0,0.0
seen,libero_object,knn_and_v7,True,24,18,q11-14,2,0.08333333333333333
seen,libero_object,knn_and_v7,True,24,18,q15-19,0,0.0
seen,libero_object,knn_and_v7,True,24,18,q20-29,5,0.20833333333333334
seen,libero_object,knn_and_v7,True,24,18,q30-39,0,0.0
seen,libero_object,knn_and_v7,True,24,18,q40-51,0,0.0
seen,libero_object,knn_and_v7,True,24,18,no_alarm,17,0.7083333333333334
