protocol,family,signal,endpoint_estimator,direction,min_stage,saving,unsafe_rate,unsafe_count,unsafe_query_count,unsafe_query_any_rate,unsafe_rollout_count,mean_relative_error,p95_relative_error,p99_relative_error,early_fraction,mean_completed_rounds,threshold_mean
compute_matched_10,route,prob_mean_hellinger__two_round_mean,current,ge,4,0.1033149171270718,0.9116022099447514,165,165,0.9116022099447514,4,0.18779126974960234,0.4342174277538955,0.48372626119901163,0.9116022099447514,8.966850828729282,0.006870015513470865
compute_matched_20,route,prob_mean_hellinger__two_round_mean,current,ge,4,0.2011049723756906,1.0,181,181,1.0,4,0.3665436145760823,0.6304592774151744,0.7330082774850235,1.0,7.988950276243094,0.005615996194504387
compute_matched_30,route,prob_mean_hellinger__two_round_mean,current,ge,4,0.30386740331491713,1.0,181,181,1.0,4,0.5543639606479505,1.027112342754618,1.338470251427864,1.0,6.961325966850829,0.004903333662326997
safety_calibrated_loeo,route,prob_mean_hellinger__two_round_mean,current,ge,6,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,10.0,inf
compute_matched_10,route,prob_mean_hellinger__two_round_mean,current,ge,6,0.1033149171270718,0.9116022099447514,165,165,0.9116022099447514,4,0.18779126974960234,0.4342174277538955,0.48372626119901163,0.9116022099447514,8.966850828729282,0.006870015513470865
compute_matched_20,route,prob_mean_hellinger__two_round_mean,current,ge,6,0.2011049723756906,1.0,181,181,1.0,4,0.3665436145760823,0.6304592774151744,0.7330082774850235,1.0,7.988950276243094,0.005615996194504387
compute_matched_30,route,prob_mean_hellinger__two_round_mean,current,ge,6,0.3022099447513812,1.0,181,181,1.0,4,0.5491025393502227,0.848595171499215,0.9808360101124458,1.0,6.9779005524861875,0.004742844808327132
safety_calibrated_loeo,route,prob_mean_hellinger__two_round_mean,current,ge,8,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,10.0,inf
compute_matched_10,route,prob_mean_hellinger__two_round_mean,current,ge,8,0.1033149171270718,0.9116022099447514,165,165,0.9116022099447514,4,0.18779126974960234,0.4342174277538955,0.48372626119901163,0.9116022099447514,8.966850828729282,0.006870015513470865
compute_matched_20,route,prob_mean_hellinger__two_round_mean,current,ge,8,0.19944751381215467,1.0,181,181,1.0,4,0.3584545698468381,0.49961007103877547,0.5565544998489645,1.0,8.005524861878452,0.005284937528541535
compute_matched_30,route,prob_mean_hellinger__two_round_mean,current,ge,8,0.19944751381215467,1.0,181,181,1.0,4,0.3584545698468381,0.49961007103877547,0.5565544998489645,1.0,8.005524861878452,0.005284937528541535
safety_calibrated_loeo,route,prob_mean_hellinger__three_round_max,current,le,4,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,10.0,-inf
compute_matched_10,route,prob_mean_hellinger__three_round_max,current,le,4,0.1005524861878453,0.23204419889502761,42,42,0.23204419889502761,4,0.16194013118320089,0.8393494389883951,0.9187657167726331,0.23204419889502761,8.994475138121548,0.00432407169280931
compute_matched_20,route,prob_mean_hellinger__three_round_max,current,le,4,0.21325966850828726,0.4419889502762431,80,80,0.4419889502762431,4,0.3548850685796633,1.0371611014188422,1.3475262861224158,0.4419889502762431,7.867403314917127,0.004513260280996568
compute_matched_30,route,prob_mean_hellinger__three_round_max,current,le,4,0.2950276243093923,0.585635359116022,106,106,0.585635359116022,4,0.5034794940398128,1.292488811385137,1.410153349110568,0.585635359116022,7.0497237569060776,0.00462266671757812
safety_calibrated_loeo,route,prob_mean_hellinger__three_round_max,current,le,6,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,10.0,-inf
compute_matched_10,route,prob_mean_hellinger__three_round_max,current,le,6,0.10386740331491713,0.2596685082872928,47,47,0.2596685082872928,4,0.17008230395632548,0.7935316289400304,0.9219372386339116,0.2596685082872928,8.96132596685083,0.004355698360264722
compute_matched_20,route,prob_mean_hellinger__three_round_max,current,le,6,0.205524861878453,0.5138121546961326,93,93,0.5138121546961326,4,0.3497735359885638,0.9308680081801274,1.0318887006162434,0.5138121546961326,7.94475138121547,0.004586510719431068
compute_matched_30,route,prob_mean_hellinger__three_round_max,current,le,6,0.2939226519337016,0.7348066298342542,133,133,0.7348066298342542,4,0.5200795703248412,0.9713172005920175,1.0427058634883024,0.7348066298342542,7.060773480662983,0.004818132861730946
safety_calibrated_loeo,route,prob_mean_hellinger__three_round_max,current,le,8,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,10.0,-inf
compute_matched_10,route,prob_mean_hellinger__three_round_max,current,le,8,0.10386740331491712,0.5193370165745856,94,94,0.5193370165745856,4,0.1693991028095839,0.43505068047275836,0.49972493747755803,0.5193370165745856,8.96132596685083,0.006541860063645892
compute_matched_20,route,prob_mean_hellinger__three_round_max,current,le,8,0.19889502762430936,0.994475138121547,180,180,0.994475138121547,4,0.35672664255556097,0.49961007103877547,0.5565544998489645,0.994475138121547,8.011049723756907,0.009327592397866354
compute_matched_30,route,prob_mean_hellinger__three_round_max,current,le,8,0.19889502762430936,0.994475138121547,180,180,0.994475138121547,4,0.35672664255556097,0.49961007103877547,0.5565544998489645,0.994475138121547,8.011049723756907,0.009327592397866354
safety_calibrated_loeo,route,prob_mean_hellinger__three_round_max,current,ge,4,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,10.0,inf
compute_matched_10,route,prob_mean_hellinger__three_round_max,current,ge,4,0.1005524861878453,0.9392265193370166,170,170,0.9392265193370166,4,0.1821685994343135,0.41564514936592756,0.5088069916444976,0.9392265193370166,8.994475138121548,0.007654768437843606
compute_matched_20,route,prob_mean_hellinger__three_round_max,current,ge,4,0.19999999999999998,1.0,181,181,1.0,4,0.3671222611101803,0.6589920815581651,0.7330082774850235,1.0,8.0,0.006054114676857613
compute_matched_30,route,prob_mean_hellinger__three_round_max,current,ge,4,0.30331491712707176,1.0,181,181,1.0,4,0.5498271733227258,0.9145394335952615,1.1560156797200967,1.0,6.966850828729282,0.0052768083687633905
safety_calibrated_loeo,route,prob_mean_hellinger__three_round_max,current,ge,6,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,10.0,inf
compute_matched_10,route,prob_mean_hellinger__three_round_max,current,ge,6,0.1005524861878453,0.9392265193370166,170,170,0.9392265193370166,4,0.1821685994343135,0.41564514936592756,0.5088069916444976,0.9392265193370166,8.994475138121548,0.007654768437843606
compute_matched_20,route,prob_mean_hellinger__three_round_max,current,ge,6,0.19999999999999998,1.0,181,181,1.0,4,0.3671222611101803,0.6589920815581651,0.7330082774850235,1.0,8.0,0.006054114676857613
compute_matched_30,route,prob_mean_hellinger__three_round_max,current,ge,6,0.30220994475138113,1.0,181,181,1.0,4,0.5457580104289128,0.7758415273559853,0.91083426615148,1.0,6.9779005524861875,0.005189524361604239
safety_calibrated_loeo,route,prob_mean_hellinger__three_round_max,current,ge,8,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,10.0,inf
compute_matched_10,route,prob_mean_hellinger__three_round_max,current,ge,8,0.1005524861878453,0.9392265193370166,170,170,0.9392265193370166,4,0.1821685994343135,0.41564514936592756,0.5088069916444976,0.9392265193370166,8.994475138121548,0.007654768437843606
compute_matched_20,route,prob_mean_hellinger__three_round_max,current,ge,8,0.19889502762430936,1.0,181,181,1.0,4,0.35758719373635706,0.49961007103877547,0.5565544998489645,1.0,8.011049723756907,0.005414581903585293
compute_matched_30,route,prob_mean_hellinger__three_round_max,current,ge,8,0.19889502762430936,1.0,181,181,1.0,4,0.35758719373635706,0.49961007103877547,0.5565544998489645,1.0,8.011049723756907,0.005414581903585293
safety_calibrated_loeo,route,prob_mean_hellinger__three_round_mean,current,le,4,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,10.0,-inf
compute_matched_10,route,prob_mean_hellinger__three_round_mean,current,le,4,0.09834254143646408,0.20441988950276244,37,37,0.20441988950276244,4,0.17232804548221606,0.9853700000423847,1.3148640316799696,0.20441988950276244,9.01657458563536,0.004169657388710696
compute_matched_20,route,prob_mean_hellinger__three_round_mean,current,le,4,0.20718232044198895,0.4198895027624309,76,76,0.4198895027624309,4,0.37061286311024944,1.2794008290735037,1.4321108612733817,0.4198895027624309,7.928176795580111,0.0042567014513452805
compute_matched_30,route,prob_mean_hellinger__three_round_mean,current,le,4,0.29171270718232045,0.5414364640883977,98,98,0.5414364640883977,4,0.5236334932976794,1.3674192578439628,1.4943322992472625,0.5414364640883977,7.082872928176796,0.004334231696027889
safety_calibrated_loeo,route,prob_mean_hellinger__three_round_mean,current,le,6,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,10.0,-inf
compute_matched_10,route,prob_mean_hellinger__three_round_mean,current,le,6,0.09281767955801107,0.23204419889502761,42,42,0.23204419889502761,4,0.1627889733392759,0.861982078115114,1.007096207562141,0.23204419889502761,9.07182320441989,0.0041962324307477684
compute_matched_20,route,prob_mean_hellinger__three_round_mean,current,le,6,0.19889502762430936,0.4972375690607735,90,90,0.4972375690607735,4,0.358272527062936,0.9571674972934208,1.0427058634883024,0.4972375690607735,8.011049723756907,0.0043180389501484735
compute_matched_30,route,prob_mean_hellinger__three_round_mean,current,le,6,0.30276243093922645,0.7569060773480663,137,137,0.7569060773480663,4,0.5438380837322525,0.9759871685990748,1.0427058634883024,0.7569060773480663,6.972375690607735,0.004512082652693325
safety_calibrated_loeo,route,prob_mean_hellinger__three_round_mean,current,le,8,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,10.0,-inf
compute_matched_10,route,prob_mean_hellinger__three_round_mean,current,le,8,0.1027624309392265,0.5138121546961326,93,93,0.5138121546961326,4,0.1713517639446004,0.4550368851375901,0.5119570480001935,0.5138121546961326,8.972375690607734,0.005584682334098405
compute_matched_20,route,prob_mean_hellinger__three_round_mean,current,le,8,0.19889502762430936,0.994475138121547,180,180,0.994475138121547,4,0.35672664255556097,0.49961007103877547,0.5565544998489645,0.994475138121547,8.011049723756907,0.007236428932982153
compute_matched_30,route,prob_mean_hellinger__three_round_mean,current,le,8,0.19889502762430936,0.994475138121547,180,180,0.994475138121547,4,0.35672664255556097,0.49961007103877547,0.5565544998489645,0.994475138121547,8.011049723756907,0.007236428932982153
safety_calibrated_loeo,route,prob_mean_hellinger__three_round_mean,current,ge,4,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,10.0,inf
compute_matched_10,route,prob_mean_hellinger__three_round_mean,current,ge,4,0.10220994475138119,0.9116022099447514,165,165,0.9116022099447514,4,0.18421292756412377,0.412462970770081,0.48372626119901163,0.9116022099447514,8.977900552486188,0.006339632176262386
compute_matched_20,route,prob_mean_hellinger__three_round_mean,current,ge,4,0.19889502762430938,1.0,181,181,1.0,4,0.36306710861695213,0.6519109448412069,0.7330082774850235,1.0,8.011049723756907,0.005196054434557878
compute_matched_30,route,prob_mean_hellinger__three_round_mean,current,ge,4,0.30386740331491713,1.0,181,181,1.0,4,0.5512426327892934,1.0702416693418573,1.338470251427864,1.0,6.961325966850829,0.00473440373616393
safety_calibrated_loeo,route,prob_mean_hellinger__three_round_mean,current,ge,6,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,10.0,inf
compute_matched_10,route,prob_mean_hellinger__three_round_mean,current,ge,6,0.10220994475138119,0.9116022099447514,165,165,0.9116022099447514,4,0.18421292756412377,0.412462970770081,0.48372626119901163,0.9116022099447514,8.977900552486188,0.006339632176262386
compute_matched_20,route,prob_mean_hellinger__three_round_mean,current,ge,6,0.19889502762430938,1.0,181,181,1.0,4,0.36306710861695213,0.6519109448412069,0.7330082774850235,1.0,8.011049723756907,0.005196054434557878
compute_matched_30,route,prob_mean_hellinger__three_round_mean,current,ge,6,0.30110497237569056,1.0,181,181,1.0,4,0.5461204292586509,0.848595171499215,0.9808360101124458,1.0,6.988950276243094,0.004585274736532774
safety_calibrated_loeo,route,prob_mean_hellinger__three_round_mean,current,ge,8,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,10.0,inf
compute_matched_10,route,prob_mean_hellinger__three_round_mean,current,ge,8,0.10220994475138119,0.9116022099447514,165,165,0.9116022099447514,4,0.18421292756412377,0.412462970770081,0.48372626119901163,0.9116022099447514,8.977900552486188,0.006339632176262386
compute_matched_20,route,prob_mean_hellinger__three_round_mean,current,ge,8,0.19944751381215467,1.0,181,181,1.0,4,0.3584545698468381,0.49961007103877547,0.5565544998489645,1.0,8.005524861878452,0.004828943286981097
compute_matched_30,route,prob_mean_hellinger__three_round_mean,current,ge,8,0.19944751381215467,1.0,181,181,1.0,4,0.3584545698468381,0.49961007103877547,0.5565544998489645,1.0,8.005524861878452,0.004828943286981097
safety_calibrated_loeo,route,prob_site_hellinger_mean,current,le,4,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,10.0,-inf
compute_matched_10,route,prob_site_hellinger_mean,current,le,4,0.09779005524861878,0.16574585635359115,30,30,0.16574585635359115,4,0.17076389814873916,1.2794008290735037,1.4594584475713364,0.16574585635359115,9.022099447513812,0.005870838169457806
compute_matched_20,route,prob_site_hellinger_mean,current,le,4,0.19502762430939224,0.3259668508287293,59,59,0.3259668508287293,4,0.33862280725132127,1.367940673352633,1.4943322992472625,0.3259668508287293,8.049723756906078,0.005995038898858679
compute_matched_30,route,prob_site_hellinger_mean,current,le,4,0.2977900552486188,0.5027624309392266,91,91,0.5027624309392266,4,0.5154640570040736,1.404364912859306,1.4943322992472625,0.5027624309392266,7.0220994475138125,0.006139168402043306
safety_calibrated_loeo,route,prob_site_hellinger_mean,current,le,6,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,10.0,-inf
compute_matched_10,route,prob_site_hellinger_mean,current,le,6,0.09944751381215469,0.24861878453038674,45,45,0.24861878453038674,4,0.14936748362161076,0.6581823973176609,0.8677429623888613,0.24861878453038674,9.005524861878452,0.006366760728018166
compute_matched_20,route,prob_site_hellinger_mean,current,le,6,0.19889502762430938,0.4972375690607735,90,90,0.4972375690607735,4,0.3311411154123273,0.8878749782663484,0.994913409895561,0.4972375690607735,8.011049723756907,0.00668110884007458
compute_matched_30,route,prob_site_hellinger_mean,current,le,6,0.29171270718232045,0.7292817679558011,132,132,0.7292817679558011,4,0.5075405720062927,0.9545876332191172,1.019575706806594,0.7292817679558011,7.082872928176796,0.00723698146864641
safety_calibrated_loeo,route,prob_site_hellinger_mean,current,le,8,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,10.0,-inf
compute_matched_10,route,prob_site_hellinger_mean,current,le,8,0.09944751381215469,0.4972375690607735,90,90,0.4972375690607735,4,0.16061085982422899,0.43210241713566244,0.47362004371054783,0.4972375690607735,9.005524861878452,0.008968705308800815
compute_matched_20,route,prob_site_hellinger_mean,current,le,8,0.19558011049723753,0.9779005524861878,177,177,0.9779005524861878,4,0.34925161585560943,0.49310321455510536,0.5565544998489645,0.9779005524861878,8.044198895027625,0.013462064893842277
