episode_row,query,eligible,already_complete,progress,success_h5,goal_advance_h5,grasp_lift_h5,first_event_chunks,stage,goal_fraction,grasp_fraction,lift_fraction,reach_fraction,unfinished_grasp_lift_fraction,min_target_distance,max_target_lift,suite,task,split,success,source_run,episode,moe,moe_unseen_task
1124,24,True,False,False,False,False,False,,0:0:0:0,0.0,0.0,0.0,0.0,0.0,0.3089584,2.3841858e-07,libero_goal,open_the_top_drawer_and_put_the_bowl_inside,test_unseen_init,False,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,324,0.15002698841490308,0.2678001080175369
1160,27,False,False,False,False,False,False,,0:0:0:0,0.0,0.0,0.0,0.0,0.0,0.24326974,2.3841858e-07,libero_goal,open_the_top_drawer_and_put_the_bowl_inside,train,False,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,360,,
1161,29,False,False,False,False,False,False,,0:0:0:0,0.0,0.0,0.0,0.0,0.0,0.20563494,0.0029212236,libero_goal,open_the_top_drawer_and_put_the_bowl_inside,train,False,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,361,,
1163,29,False,False,False,False,False,False,,0:0:0:0,0.0,0.0,0.0,0.0,0.0,0.20745617,2.3841858e-07,libero_goal,open_the_top_drawer_and_put_the_bowl_inside,train,False,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,363,,
1165,28,False,False,False,False,False,False,,0:0:0:0,0.0,0.0,0.0,0.0,0.0,0.24187548,2.3841858e-07,libero_goal,open_the_top_drawer_and_put_the_bowl_inside,train,False,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,365,,
1166,29,False,False,False,False,False,False,,0:0:0:0,0.0,0.0,0.0,0.0,0.0,0.22456618,0.023846328,libero_goal,open_the_top_drawer_and_put_the_bowl_inside,train,False,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,366,,
1241,28,False,False,False,False,False,False,,0:0:0:0,0.0,0.0,0.0,0.0,0.0,0.23933482,2.3841858e-07,libero_goal,open_the_top_drawer_and_put_the_bowl_inside,test_new_noise_seen_init,False,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8b-20260903,41,,
1246,26,False,False,False,False,False,False,,0:0:0:0,0.0,0.0,0.0,0.0,0.0,0.23730743,2.3841858e-07,libero_goal,open_the_top_drawer_and_put_the_bowl_inside,test_new_noise_seen_init,False,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8b-20260903,46,,
1278,28,False,False,False,False,False,False,,0:0:0:0,0.0,0.0,0.0,0.0,0.0,0.22547926,0.0057975054,libero_goal,open_the_top_drawer_and_put_the_bowl_inside,test_new_noise_seen_init,False,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8b-20260903,78,,
1328,25,False,False,False,False,False,False,,0:0:0:0,0.0,0.0,0.0,0.0,0.0,0.2042813,2.3841858e-07,libero_goal,open_the_top_drawer_and_put_the_bowl_inside,test_new_noise_seen_init,False,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8b-20260903,128,,
1331,25,False,False,False,False,False,False,,0:0:0:0,0.0,0.0,0.0,0.0,0.0,0.30500484,2.3841858e-07,libero_goal,open_the_top_drawer_and_put_the_bowl_inside,test_new_noise_seen_init,False,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8b-20260903,131,,
1345,22,True,False,False,False,False,False,,0:0:0:0,0.0,0.0,0.0,0.0,0.0,0.24523315,2.3841858e-07,libero_goal,open_the_top_drawer_and_put_the_bowl_inside,test_new_noise_seen_init,False,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8b-20260903,145,0.008685014519233205,0.010408292739896314
1408,24,True,False,False,False,False,False,,0:0:0:0,0.0,0.0,0.0,0.0,0.0,0.32671657,2.3841858e-07,libero_goal,open_the_top_drawer_and_put_the_bowl_inside,test_new_noise_seen_init,False,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8b-20260903,208,0.10751853346637531,0.09222946187186137
1456,29,False,False,False,False,False,False,,0:0:0:0,0.0,0.0,0.0,0.0,0.0,0.21226963,2.3841858e-07,libero_goal,open_the_top_drawer_and_put_the_bowl_inside,test_new_noise_seen_init,False,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8b-20260903,256,,
1520,29,False,False,False,False,False,False,,0:0:0:0,0.0,0.0,0.0,0.0,0.0,0.2550144,2.3841858e-07,libero_goal,open_the_top_drawer_and_put_the_bowl_inside,test_unseen_init,False,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8b-20260903,320,,
1521,29,False,False,False,False,False,False,,0:0:0:0,0.0,0.0,0.0,0.0,0.0,0.24705645,2.3841858e-07,libero_goal,open_the_top_drawer_and_put_the_bowl_inside,test_unseen_init,False,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8b-20260903,321,,
1522,28,False,False,False,False,False,False,,0:0:0:0,0.0,0.0,0.0,0.0,0.0,0.24954903,2.3841858e-07,libero_goal,open_the_top_drawer_and_put_the_bowl_inside,test_unseen_init,False,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8b-20260903,322,,
1523,26,False,False,False,False,False,False,,0:0:0:0,0.0,0.0,0.0,0.0,0.0,0.22705631,0.019518495,libero_goal,open_the_top_drawer_and_put_the_bowl_inside,test_unseen_init,False,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8b-20260903,323,,
1525,26,False,False,False,False,False,False,,0:0:0:0,0.0,0.0,0.0,0.0,0.0,0.23848854,0.0012547374,libero_goal,open_the_top_drawer_and_put_the_bowl_inside,test_unseen_init,False,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8b-20260903,325,,
1526,28,False,False,False,False,False,False,,0:0:0:0,0.0,0.0,0.0,0.0,0.0,0.24725361,2.3841858e-07,libero_goal,open_the_top_drawer_and_put_the_bowl_inside,test_unseen_init,False,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8b-20260903,326,,
1563,28,False,False,False,False,False,False,,0:0:0:0,0.0,0.0,0.0,0.0,0.0,0.2610102,0.0050310493,libero_goal,open_the_top_drawer_and_put_the_bowl_inside,test_new_noise_seen_init,False,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8b-20260903,363,,
1564,28,False,False,False,False,False,False,,0:0:0:0,0.0,0.0,0.0,0.0,0.0,0.23930126,2.3841858e-07,libero_goal,open_the_top_drawer_and_put_the_bowl_inside,test_new_noise_seen_init,False,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8b-20260903,364,,
1843,20,True,False,False,False,False,False,,0:0:0:0,0.0,0.0,0.0,0.0,0.0,0.18252194,2.3841858e-07,libero_goal,push_the_plate_to_the_front_of_the_stove,train,False,cache_new/HiMoE-VLA/libero_goal/push_the_plate_to_the_front_of_the_stove/right-50x8-20260903,243,0.004687770820318395,
4024,17,True,False,False,False,False,False,,0:0:0:0,0.0,0.0,0.0,0.0,0.0,0.3895148,2.3841858e-07,libero_goal,put_the_bowl_on_top_of_the_cabinet,calibration,False,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_top_of_the_cabinet/right-50x8-20260903,24,0.006292414852370163,
4026,15,True,False,False,False,False,False,,0:0:0:0,0.0,0.0,0.0,0.0,0.0,0.34402788,2.3841858e-07,libero_goal,put_the_bowl_on_top_of_the_cabinet,calibration,False,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_top_of_the_cabinet/right-50x8-20260903,26,0.01466313521841263,
4028,16,True,False,False,False,False,False,,0:0:0:0,0.0,0.0,0.0,0.0,0.0,0.35976362,0.0024994016,libero_goal,put_the_bowl_on_top_of_the_cabinet,calibration,False,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_top_of_the_cabinet/right-50x8-20260903,28,0.00696543297279247,
4040,15,True,False,False,False,False,False,,0:0:0:0,0.0,0.0,0.0,0.0,0.0,0.26983583,2.3841858e-07,libero_goal,put_the_bowl_on_top_of_the_cabinet,train,False,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_top_of_the_cabinet/right-50x8-20260903,40,0.015817138000676526,
4044,16,True,False,False,False,False,False,,0:0:0:0,0.0,0.0,0.0,0.0,0.0,0.27889162,2.3841858e-07,libero_goal,put_the_bowl_on_top_of_the_cabinet,train,False,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_top_of_the_cabinet/right-50x8-20260903,44,0.019939661710938812,
4045,15,True,False,False,False,False,False,,0:0:0:0,0.0,0.0,0.0,0.0,0.0,0.2728806,2.3841858e-07,libero_goal,put_the_bowl_on_top_of_the_cabinet,train,False,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_top_of_the_cabinet/right-50x8-20260903,45,0.04568731747802086,
4179,16,True,False,False,False,False,False,,0:0:0:0,0.0,0.0,0.0,0.0,0.0,0.26350746,0.009625256,libero_goal,put_the_bowl_on_top_of_the_cabinet,train,False,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_top_of_the_cabinet/right-50x8-20260903,179,0.011827707204583943,
4180,16,True,False,False,False,False,False,,0:0:0:0,0.0,0.0,0.0,0.0,0.0,0.27468583,0.0030934215,libero_goal,put_the_bowl_on_top_of_the_cabinet,train,False,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_top_of_the_cabinet/right-50x8-20260903,180,0.03495447572523573,
4182,16,True,False,False,False,False,False,,0:0:0:0,0.0,0.0,0.0,0.0,0.0,0.26107845,0.010341167,libero_goal,put_the_bowl_on_top_of_the_cabinet,train,False,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_top_of_the_cabinet/right-50x8-20260903,182,0.13307813403936303,
4189,20,True,False,False,False,False,False,,0:0:0:0,0.0,0.0,0.0,0.0,0.0,0.2864697,2.3841858e-07,libero_goal,put_the_bowl_on_top_of_the_cabinet,train,False,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_top_of_the_cabinet/right-50x8-20260903,189,0.025945206238056337,
4191,19,True,False,False,False,False,False,,0:0:0:0,0.0,0.0,0.0,0.0,0.0,0.29315168,2.3841858e-07,libero_goal,put_the_bowl_on_top_of_the_cabinet,train,False,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_top_of_the_cabinet/right-50x8-20260903,191,0.025334013123720172,
4216,16,True,False,False,False,False,False,,0:0:0:0,0.0,0.0,0.0,0.0,0.0,0.25017723,2.3841858e-07,libero_goal,put_the_bowl_on_top_of_the_cabinet,train,False,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_top_of_the_cabinet/right-50x8-20260903,216,0.016973496151051936,
4219,16,True,False,False,False,False,False,,0:0:0:0,0.0,0.0,0.0,0.0,0.0,0.30942836,0.002255857,libero_goal,put_the_bowl_on_top_of_the_cabinet,train,False,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_top_of_the_cabinet/right-50x8-20260903,219,0.006292414852370163,
4314,16,True,False,False,False,False,False,,0:0:0:0,0.0,0.0,0.0,0.0,0.0,0.25688472,0.0035144687,libero_goal,put_the_bowl_on_top_of_the_cabinet,train,False,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_top_of_the_cabinet/right-50x8-20260903,314,0.01481713853943671,
4330,15,True,False,False,False,False,False,,0:0:0:0,0.0,0.0,0.0,0.0,0.0,0.32028717,2.3841858e-07,libero_goal,put_the_bowl_on_top_of_the_cabinet,train,False,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_top_of_the_cabinet/right-50x8-20260903,330,0.08514377082747783,
4424,15,True,False,False,False,False,False,,0:0:0:0,0.0,0.0,0.0,0.0,0.0,0.35777068,2.3841858e-07,libero_goal,put_the_bowl_on_top_of_the_cabinet,test_new_noise_seen_init,False,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_top_of_the_cabinet/right-50x8b-20260903,24,0.008418529517620494,0.005612598167941407
4425,16,True,False,False,False,False,False,,0:0:0:0,0.0,0.0,0.0,0.0,0.0,0.36511618,2.3841858e-07,libero_goal,put_the_bowl_on_top_of_the_cabinet,test_new_noise_seen_init,False,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_top_of_the_cabinet/right-50x8b-20260903,25,0.012375564422589965,0.01576204165586479
4426,16,True,False,False,False,False,False,,0:0:0:0,0.0,0.0,0.0,0.0,0.0,0.36140245,2.3841858e-07,libero_goal,put_the_bowl_on_top_of_the_cabinet,test_new_noise_seen_init,False,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_top_of_the_cabinet/right-50x8b-20260903,26,0.013114347657536652,0.009518697114270459
4440,14,True,False,False,False,False,False,,0:0:0:0,0.0,0.0,0.0,0.0,0.0,0.31435695,2.3841858e-07,libero_goal,put_the_bowl_on_top_of_the_cabinet,test_new_noise_seen_init,False,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_top_of_the_cabinet/right-50x8b-20260903,40,0.00733285773519531,0.007969425305169638
4447,14,True,False,False,False,False,False,,0:0:0:0,0.0,0.0,0.0,0.0,0.0,0.34463796,2.3841858e-07,libero_goal,put_the_bowl_on_top_of_the_cabinet,test_new_noise_seen_init,False,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_top_of_the_cabinet/right-50x8b-20260903,47,0.006939851882741706,0.005043665293617229
4576,16,True,False,False,False,False,False,,0:0:0:0,0.0,0.0,0.0,0.0,0.0,0.27031875,0.009791255,libero_goal,put_the_bowl_on_top_of_the_cabinet,test_new_noise_seen_init,False,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_top_of_the_cabinet/right-50x8b-20260903,176,0.030715101007542395,0.008702540670573794
4577,15,True,False,False,False,False,False,,0:0:0:0,0.0,0.0,0.0,0.0,0.0,0.27063176,0.008093715,libero_goal,put_the_bowl_on_top_of_the_cabinet,test_new_noise_seen_init,False,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_top_of_the_cabinet/right-50x8b-20260903,177,0.016888025098634338,0.005340263914350344
4578,16,True,False,False,False,False,False,,0:0:0:0,0.0,0.0,0.0,0.0,0.0,0.2901242,0.0034923553,libero_goal,put_the_bowl_on_top_of_the_cabinet,test_new_noise_seen_init,False,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_top_of_the_cabinet/right-50x8b-20260903,178,0.01942358990737646,0.0071177192036982855
4579,16,True,False,False,False,False,False,,0:0:0:0,0.0,0.0,0.0,0.0,0.0,0.30365762,2.3841858e-07,libero_goal,put_the_bowl_on_top_of_the_cabinet,test_new_noise_seen_init,False,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_top_of_the_cabinet/right-50x8b-20260903,179,0.018375605065118226,0.007784072724149474
4580,16,True,False,False,False,False,False,,0:0:0:0,0.0,0.0,0.0,0.0,0.0,0.27239057,0.005142629,libero_goal,put_the_bowl_on_top_of_the_cabinet,test_new_noise_seen_init,False,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_top_of_the_cabinet/right-50x8b-20260903,180,0.010052336191755206,0.00391020489090992
4581,16,True,False,False,False,False,False,,0:0:0:0,0.0,0.0,0.0,0.0,0.0,0.26994228,0.0043292046,libero_goal,put_the_bowl_on_top_of_the_cabinet,test_new_noise_seen_init,False,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_top_of_the_cabinet/right-50x8b-20260903,181,0.012534200116855328,0.005500539841248963
4583,16,True,False,False,False,False,False,,0:0:0:0,0.0,0.0,0.0,0.0,0.0,0.2859441,2.3841858e-07,libero_goal,put_the_bowl_on_top_of_the_cabinet,test_new_noise_seen_init,False,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_top_of_the_cabinet/right-50x8b-20260903,183,0.015000842053541156,0.008224194074880944
4713,15,True,False,False,False,False,False,,0:0:0:0,0.0,0.0,0.0,0.0,0.0,0.2781784,0.005114615,libero_goal,put_the_bowl_on_top_of_the_cabinet,test_new_noise_seen_init,False,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_top_of_the_cabinet/right-50x8b-20260903,313,0.0372340731864984,0.006101113339183385
4716,15,True,False,False,False,False,False,,0:0:0:0,0.0,0.0,0.0,0.0,0.0,0.24785614,0.003140986,libero_goal,put_the_bowl_on_top_of_the_cabinet,test_new_noise_seen_init,False,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_top_of_the_cabinet/right-50x8b-20260903,316,0.05169841124755619,0.011034508766465615
4719,16,True,False,False,False,False,False,,0:0:1:0,0.0,0.0,1.0,0.0,0.0,0.28899541,0.029696584,libero_goal,put_the_bowl_on_top_of_the_cabinet,test_new_noise_seen_init,False,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_top_of_the_cabinet/right-50x8b-20260903,319,0.011827707204583943,0.009528838242890874
4731,21,True,False,False,False,False,False,,0:0:0:0,0.0,0.0,0.0,0.0,0.0,0.28922918,2.3841858e-07,libero_goal,put_the_bowl_on_top_of_the_cabinet,test_new_noise_seen_init,False,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_top_of_the_cabinet/right-50x8b-20260903,331,0.00865676618233164,0.007943388081997254
6156,23,True,False,False,False,False,False,,0:0:1:0,0.0,0.0,1.0,0.0,0.0,0.16292654,0.26757932,libero_goal,put_the_wine_bottle_on_the_rack,test_new_noise_seen_init,False,cache_new/HiMoE-VLA/libero_goal/put_the_wine_bottle_on_the_rack/right-50x8b-20260903,156,0.10386066337841376,0.03835122138292931
6485,16,True,False,False,False,False,False,,0:0:0:0,0.0,0.0,0.0,0.0,0.0,0.44699407,0.022728384,libero_goal,put_the_wine_bottle_on_top_of_the_cabinet,train,False,cache_new/HiMoE-VLA/libero_goal/put_the_wine_bottle_on_top_of_the_cabinet/right-50x8-20260903,85,0.07826813550228394,
6609,17,True,False,False,False,False,False,,0:0:0:0,0.0,0.0,0.0,0.0,0.0,0.36362475,0.022728384,libero_goal,put_the_wine_bottle_on_top_of_the_cabinet,train,False,cache_new/HiMoE-VLA/libero_goal/put_the_wine_bottle_on_top_of_the_cabinet/right-50x8-20260903,209,0.05565831240008065,
6884,16,True,False,False,False,False,False,,0:0:0:0,0.0,0.0,0.0,0.0,0.0,0.46139097,0.022728384,libero_goal,put_the_wine_bottle_on_top_of_the_cabinet,test_new_noise_seen_init,False,cache_new/HiMoE-VLA/libero_goal/put_the_wine_bottle_on_top_of_the_cabinet/right-50x8b-20260903,84,0.09396524176675172,0.06908179492386878
8009,37,True,False,False,False,False,False,,1:0:0:0,0.5,0.0,0.0,0.0,0.0,0.12189934,-0.029297829,libero_long,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,test_unseen_init,False,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it/right-50x8-20260903,9,0.009859616249448817,0.014090172654507177
8138,38,True,False,False,False,False,False,,1:0:0:1,0.5,0.0,0.0,1.0,0.0,0.10764192,0.00026464462,libero_long,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,train,False,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it/right-50x8-20260903,138,0.004968292885662308,
8142,38,True,False,False,False,False,False,,1:0:0:1,0.5,0.0,0.0,1.0,0.0,0.10569566,0.00044327974,libero_long,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,train,False,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it/right-50x8-20260903,142,0.005073443546682437,
8143,36,True,False,False,False,False,False,,1:0:0:1,0.5,0.0,0.0,1.0,0.0,0.08360842,5.9604645e-08,libero_long,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,train,False,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it/right-50x8-20260903,143,0.08984068516541342,
8288,43,True,False,False,False,False,False,,1:0:0:0,0.5,0.0,0.0,0.0,0.0,0.12804946,5.9604645e-08,libero_long,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,calibration,False,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it/right-50x8-20260903,288,0.027199350942851256,
8309,42,True,False,False,False,False,False,,1:0:0:1,0.5,0.0,0.0,1.0,0.0,0.10963608,4.708767e-06,libero_long,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,train,False,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it/right-50x8-20260903,309,0.053830997962556464,
8540,37,True,False,False,False,False,False,,1:0:0:0,0.5,0.0,0.0,0.0,0.0,0.1614972,-0.027712584,libero_long,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,test_new_noise_seen_init,False,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it/right-50x8b-20260903,140,0.011803719751706283,0.03351768815849407
8684,41,True,False,False,False,False,False,,1:0:0:0,0.5,0.0,0.0,0.0,0.0,0.12949577,5.9604645e-08,libero_long,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,test_new_noise_seen_init,False,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it/right-50x8b-20260903,284,0.035838087419735605,0.017834526091133743
8686,45,True,False,False,False,False,False,,1:0:0:0,0.5,0.0,0.0,0.0,0.0,0.13230215,5.9604645e-08,libero_long,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,test_new_noise_seen_init,False,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it/right-50x8b-20260903,286,0.08988340399503049,0.11775010975055011
8719,38,True,False,False,False,False,False,,1:0:0:1,0.5,0.0,0.0,1.0,0.0,0.1027603,2.4914742e-05,libero_long,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,test_new_noise_seen_init,False,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it/right-50x8b-20260903,319,0.004505726276030913,0.006992727873198415
8957,21,True,False,False,False,False,False,,2:0:1:1,0.5,0.0,1.0,1.0,0.0,0.05040322,0.06163907,libero_long,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,train,True,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it/right-50x8-20260903,157,0.00862404246849066,
