cohort,window,layer_group,target,prior_band,suite,lift,ci_low,ci_high,mh_lift,n_cells,target_episode_weight
development_main,6,all,loop,low,libero_spatial,3.5770968003754455,1.4255327648451797,14.509250515209517,1.1494973869407754,7,476.0
development_main,6,all,loop,high,libero_goal,6.600694444444445,0.9535034556087187,12.748765432098764,5.061381897017897,4,288.0
development_main,6,all,loop,high,libero_long,2.7727628928030517,0.30080058609836546,9.578003863512096,1.8545963049058103,19,1653.0
development_main,6,all,loop,high,libero_object,2.388178755449861,1.0963420322636914,6.255057438069568,1.9117567158289723,6,174.0
development_main,6,all,loop,high,libero_spatial,4.091800356506239,0.8589783643292416,17.58526000636586,4.30456407255705,2,136.0
development_main,6,all,static,low,libero_goal,0.0,0.0,0.0,0.0,11,231.0
development_main,6,all,static,low,libero_long,0.22131000504381737,0.07448479478653931,1.1055736205113378,0.20390417378166248,19,2014.0
development_main,6,all,static,low,libero_object,1.2175061716780142,0.6161877203607362,2.0099985325458958,1.1811615573749676,11,44.0
development_main,6,all,static,low,libero_spatial,4.293353770962602,1.285219193042492,23.80975166934776,1.466584922813021,7,28.0
development_main,6,all,static,high,libero_goal,0.0,0.0,0.0,0.0,4,84.0
development_main,6,all,static,high,libero_long,0.6672226028741062,0.0,1.9225648692078712,0.4650640885926204,19,2014.0
development_main,6,all,static,high,libero_object,0.0,0.0,0.0,0.0,6,24.0
development_main,6,all,static,high,libero_spatial,0.0,0.0,2.6572649572649567,0.0,2,8.0
development_main,6,all,pure_phantom,low,libero_goal,0.0,0.0,0.0,0.0,11,33.0
development_main,6,all,pure_phantom,low,libero_long,0.0,0.0,0.0,0.0,19,95.0
development_main,6,all,pure_phantom,low,libero_object,,,,,0,0.0
development_main,6,all,pure_phantom,low,libero_spatial,0.1584966002569542,0.04778224392576511,0.5770745359421972,0.22886974738102525,7,98.0
development_main,6,all,pure_phantom,high,libero_goal,0.0,0.0,0.0,0.0,4,12.0
development_main,6,all,pure_phantom,high,libero_long,0.0,0.0,0.0,0.0,19,95.0
development_main,6,all,pure_phantom,high,libero_object,,,,,0,0.0
development_main,6,all,pure_phantom,high,libero_spatial,0.0,0.0,0.0,0.0,2,28.0
development_main,4,front,loop,low,libero_goal,20.146520635251978,0.0,141.88337889205872,8.990005536636025,13,936.0
development_main,4,front,loop,low,libero_long,0.6326901160120614,0.4500376170588204,1.919619498404029,0.6376890294262305,21,1827.0
development_main,4,front,loop,low,libero_object,3.2228849719978507,2.3222818260553213,6.822799006146932,1.6135746055366376,13,377.0
development_main,4,front,loop,low,libero_spatial,2.479879865077703,1.4376517702225036,6.528537263124698,1.300608332407591,9,612.0
development_main,4,front,loop,high,libero_goal,11.976851851851853,1.374531815597266,22.110535230352305,11.976851851851853,1,72.0
development_main,4,front,loop,high,libero_long,2.022491889948148,0.5950286438486073,3.8261421362162995,1.1038333929526314,19,1653.0
development_main,4,front,loop,high,libero_object,1.993446259326477,0.9538571428571428,5.422043010752691,1.5402707961707693,6,174.0
development_main,4,front,loop,high,libero_spatial,9.822192513368986,1.8203718081435472,33.16534090909089,9.437552388935458,2,136.0
development_main,4,front,static,low,libero_goal,3.0836211407639977,0.0,24.839881944444432,0.615978462912084,13,273.0
development_main,4,front,static,low,libero_long,0.5494542714469491,0.389328804780913,1.1599973850188285,0.542398431018433,21,2226.0
development_main,4,front,static,low,libero_object,0.9506807266984048,0.6252785826507065,1.4136387058737117,1.0925282259075757,13,52.0
development_main,4,front,static,low,libero_spatial,3.359016094148389,0.4328691274109863,14.262292195479258,1.6980588813172945,9,36.0
development_main,4,front,static,high,libero_goal,0.0,0.0,0.0,0.0,1,21.0
development_main,4,front,static,high,libero_long,0.36628691815816494,0.06855826786382341,0.7682829992798546,0.31790456132719747,19,2014.0
development_main,4,front,static,high,libero_object,0.0,0.0,0.0,0.0,6,24.0
development_main,4,front,static,high,libero_spatial,2.125,0.0,11.799999999999955,1.9400000000000002,2,8.0
development_main,4,front,pure_phantom,low,libero_goal,0.0,0.0,0.0,0.0,13,39.0
development_main,4,front,pure_phantom,low,libero_long,0.31894664965019026,0.24928480143267953,1.2283748671641457,0.3660336218129017,21,105.0
development_main,4,front,pure_phantom,low,libero_object,,,,,0,0.0
development_main,4,front,pure_phantom,low,libero_spatial,0.4622861304332384,0.33205243038974175,1.5437240164308308,0.5550340306800456,9,126.0
development_main,4,front,pure_phantom,high,libero_goal,0.0,0.0,0.0,0.0,1,3.0
development_main,4,front,pure_phantom,high,libero_long,0.9891492767255844,0.6874830246739845,1.529207402075049,0.5575397673266945,19,95.0
development_main,4,front,pure_phantom,high,libero_object,,,,,0,0.0
development_main,4,front,pure_phantom,high,libero_spatial,2.438311688311688,0.0,12.29791666666666,2.1355176933158586,2,28.0
development_main,6,back,loop,low,libero_goal,7.198321207254343,2.5993591802809943,61.086190260025745,5.672339851007988,12,864.0
development_main,6,back,loop,low,libero_long,0.22180849495810337,0.0,1.5895117096448736,0.20507162176329516,19,1653.0
development_main,6,back,loop,low,libero_object,3.012705476788641,2.0095306835240367,6.522054800517484,1.438870883220061,11,319.0
development_main,6,back,loop,low,libero_spatial,1.9057260528282545,1.0315533560509476,4.347370940967861,1.109112464166002,7,476.0
development_main,6,back,loop,high,libero_goal,4.310667438271604,0.5441250000000001,8.597563795214635,4.401725236156205,4,288.0
development_main,6,back,loop,high,libero_long,2.5647431500810467,0.0,4.781376043762694,1.0175239713083566,19,1653.0
development_main,6,back,loop,high,libero_object,2.444033935413246,1.248433352402746,5.6645424107142865,2.109226387089429,6,174.0
development_main,6,back,loop,high,libero_spatial,3.7524509803921573,0.7383134920634921,12.047258141762443,3.8383620689655173,2,136.0
development_main,6,back,static,low,libero_goal,0.6746634818604514,0.0,17.245559798554776,0.8382716476487652,12,252.0
development_main,6,back,static,low,libero_long,0.16471221724724688,0.06037404740088765,1.1970537269325698,0.14817125564740197,19,2014.0
development_main,6,back,static,low,libero_object,1.106156660315837,0.6328714528517061,1.7548540315339234,1.1633647756335528,11,44.0
development_main,6,back,static,low,libero_spatial,1.5190212360336834,0.956601454230195,5.213110183187439,1.2299741198814778,7,28.0
development_main,6,back,static,high,libero_goal,0.0,0.0,0.0,0.0,4,84.0
development_main,6,back,static,high,libero_long,0.336287632281057,0.0,1.85281920770202,0.32598946619151187,19,2014.0
development_main,6,back,static,high,libero_object,0.0,0.0,0.0,0.0,6,24.0
development_main,6,back,static,high,libero_spatial,0.0,0.0,0.40310064614777447,0.0,2,8.0
development_main,6,back,pure_phantom,low,libero_goal,0.0,0.0,0.0,0.0,12,36.0
development_main,6,back,pure_phantom,low,libero_long,0.0,0.0,0.0,0.0,19,95.0
development_main,6,back,pure_phantom,low,libero_object,,,,,0,0.0
development_main,6,back,pure_phantom,low,libero_spatial,0.3059411030984739,0.21306404085427644,2.5678771881283637,0.4189143814578907,7,98.0
development_main,6,back,pure_phantom,high,libero_goal,0.0,0.0,0.0,0.0,4,12.0
development_main,6,back,pure_phantom,high,libero_long,0.0,0.0,0.0,0.0,19,95.0
development_main,6,back,pure_phantom,high,libero_object,,,,,0,0.0
development_main,6,back,pure_phantom,high,libero_spatial,1.2857142857142858,0.0,17.08,1.2623179423613264,2,28.0
external_8b,3,all,loop,low,libero_goal,7.904955026846322,1.7244606222054635,78.42019340883421,3.2092932666950356,14,1106.0
external_8b,3,all,loop,low,libero_long,0.619714128614881,0.42287447459828326,1.155425686340218,0.6263780108971165,23,2622.0
external_8b,3,all,loop,low,libero_object,2.764059266881902,1.9288579216075712,6.24767581312589,1.3794421829029777,14,504.0
external_8b,3,all,loop,low,libero_spatial,1.1759265894606554,0.8526853036049806,1.4870307638104068,1.0639075528843023,10,850.0
external_8b,3,all,loop,high,libero_goal,13.639096662830841,0.3705855503390715,44.80801028173783,7.2212962154362845,4,316.0
external_8b,3,all,loop,high,libero_long,2.054157120671599,0.7301759679563707,3.9129866178254087,1.316419804377535,22,2508.0
external_8b,3,all,loop,high,libero_object,2.613102775139812,1.4604505865338617,4.587497522958351,1.7424931907554808,6,216.0
external_8b,3,all,loop,high,libero_spatial,1.4660000000000002,0.7047403028173826,3.7591724263547546,1.744598471988947,5,425.0
external_8b,3,all,static,low,libero_goal,2.289207026316743,0.0,89.4117727437043,1.5262179554853743,14,252.0
external_8b,3,all,static,low,libero_long,0.4569017381530221,0.3379808479898876,0.8939474648479194,0.46011581127232387,23,3151.0
external_8b,3,all,static,low,libero_object,1.511455272017698,0.6079686737024301,3.9581292359551568,0.9829198134878567,14,42.0
external_8b,3,all,static,low,libero_spatial,1.475568809312602,0.47041916439333376,2.222794401108148,1.3024997946028782,10,60.0
external_8b,3,all,static,high,libero_goal,0.0,0.0,0.0,0.0,4,72.0
external_8b,3,all,static,high,libero_long,0.5527873765401391,0.13463203233461854,1.30937423350459,0.3446093210410318,22,3014.0
external_8b,3,all,static,high,libero_object,0.23805001582779356,0.0,1.4184861128409516,0.3683660353011199,6,18.0
external_8b,3,all,static,high,libero_spatial,0.1,0.0,0.5978571428571415,0.1379476667068612,5,30.0
external_8b,3,all,pure_phantom,low,libero_goal,,0.0,0.0,,0,0.0
external_8b,3,all,pure_phantom,low,libero_long,0.31272738711709225,0.1468808658071188,0.5804320552869132,0.3671013684605143,23,368.0
external_8b,3,all,pure_phantom,low,libero_object,,,,,0,0.0
external_8b,3,all,pure_phantom,low,libero_spatial,0.4506408076684475,0.36107267458945064,1.0211045248073576,0.5771467405684281,10,150.0
external_8b,3,all,pure_phantom,high,libero_goal,,0.0,32.39999999999998,,0,0.0
external_8b,3,all,pure_phantom,high,libero_long,0.4642446728131342,0.015471263192160807,1.623375982544396,0.3423104658584503,22,352.0
external_8b,3,all,pure_phantom,high,libero_object,,,,,0,0.0
external_8b,3,all,pure_phantom,high,libero_spatial,0.7756666666666668,0.2346461964415396,5.625,0.9033846127448807,5,75.0
external_8b,4,all,loop,low,libero_goal,12.799551207071586,0.5734797297297298,148.3595676178818,5.395273156038891,14,1106.0
external_8b,4,all,loop,low,libero_long,0.4996060578466048,0.2736467865269153,1.0348490032452975,0.5066284385306071,22,2508.0
external_8b,4,all,loop,low,libero_object,3.062685985755398,2.2038264842979762,6.908938505611905,1.539397923666504,13,468.0
external_8b,4,all,loop,low,libero_spatial,1.8105262850884762,1.0859267227485736,3.436683259754176,1.161457161885838,9,765.0
external_8b,4,all,loop,high,libero_goal,19.598101265822784,0.18642857142857183,37.44172800267645,19.07883352026919,2,158.0
external_8b,4,all,loop,high,libero_long,1.8883456321306848,0.660197507171855,4.351296788004068,1.3853155195653586,22,2508.0
external_8b,4,all,loop,high,libero_object,2.220317835566062,1.2797154882154882,4.116959064327485,1.6990910467849552,6,216.0
external_8b,4,all,loop,high,libero_spatial,1.712818890997259,0.9875370324395896,4.610536551262357,2.1757765043479194,6,510.0
external_8b,4,all,static,low,libero_goal,4.166450216450217,0.0,27.33333333333333,1.1378192812740966,14,252.0
external_8b,4,all,static,low,libero_long,0.3799987209874245,0.24991551298372308,0.8596731414429116,0.3803178798039926,22,3014.0
external_8b,4,all,static,low,libero_object,1.685052929324192,0.6588837726087556,4.328830809143879,1.1660974909982318,13,39.0
external_8b,4,all,static,low,libero_spatial,2.455552456544459,0.6743245624758645,6.946386207894867,1.4519987909579137,9,54.0
external_8b,4,all,static,high,libero_goal,0.0,0.0,0.0,0.0,2,36.0
external_8b,4,all,static,high,libero_long,0.5222098675358879,0.08352824903158733,1.2442095380064964,0.401427074986074,22,3014.0
external_8b,4,all,static,high,libero_object,0.24054373522458627,0.0,1.83642094017094,0.3624088063693409,6,18.0
external_8b,4,all,static,high,libero_spatial,0.17592592592592593,0.0,2.5495454545454526,0.23776397515527953,6,36.0
external_8b,4,all,pure_phantom,low,libero_goal,,0.0,0.0,,0,0.0
external_8b,4,all,pure_phantom,low,libero_long,0.1299030138480934,0.07474144577419684,0.4192990081829393,0.15203931498262246,22,352.0
external_8b,4,all,pure_phantom,low,libero_object,,,,,0,0.0
external_8b,4,all,pure_phantom,low,libero_spatial,0.48150748884958156,0.3535824195571737,0.704206621050175,0.6631073229486859,9,135.0
external_8b,4,all,pure_phantom,high,libero_goal,,0.0,0.0,,0,0.0
external_8b,4,all,pure_phantom,high,libero_long,0.4314681730874913,0.0,1.6759010950139477,0.3309779822767809,22,352.0
external_8b,4,all,pure_phantom,high,libero_object,,,,,0,0.0
external_8b,4,all,pure_phantom,high,libero_spatial,0.5254480286738352,0.24465739890287586,2.5895833333333336,0.713343587269344,6,90.0
external_8b,6,all,loop,low,libero_goal,22.848428320513598,0.0,254.376964285714,12.361476477251927,11,869.0
external_8b,6,all,loop,low,libero_long,0.34429006859717187,0.11153408763095322,0.9326872044424918,0.33450567611345383,20,2280.0
external_8b,6,all,loop,low,libero_object,3.169898476805739,2.168023909904054,7.960981264946495,1.5665580790977103,11,396.0
external_8b,6,all,loop,low,libero_spatial,2.778784207460262,1.5719282183376395,12.103032975399259,1.1375241649876457,7,595.0
external_8b,6,all,loop,high,libero_goal,14.919831223628693,0.0,25.0362162099504,11.30312232250173,3,237.0
external_8b,6,all,loop,high,libero_long,2.569507451515242,0.5634925456192544,8.272809846600072,1.5226427136183978,22,2508.0
external_8b,6,all,loop,high,libero_object,2.377893518518518,2.0052777777777777,4.223298840647369,2.294256722176254,4,144.0
external_8b,6,all,loop,high,libero_spatial,1.8919117647058825,0.7572253125294868,14.158854166666668,2.521017557261073,6,510.0
external_8b,6,all,static,low,libero_goal,0.0,0.0,0.0,0.0,11,198.0
external_8b,6,all,static,low,libero_long,0.21364196265924246,0.0669779609745336,0.7673616381872697,0.2035280565505163,20,2740.0
external_8b,6,all,static,low,libero_object,1.8726319081298413,0.8206720681101661,4.724762268254324,1.1870848873660982,11,33.0
external_8b,6,all,static,low,libero_spatial,3.666530253074259,0.3526093259144801,28.473471800934274,1.4801318625331468,7,42.0
external_8b,6,all,static,high,libero_goal,0.0,0.0,0.0,0.0,3,54.0
external_8b,6,all,static,high,libero_long,0.5997187288715824,0.03520811120480652,1.8448859040665546,0.39633661878138915,22,3014.0
external_8b,6,all,static,high,libero_object,0.9083333333333332,0.0,2.0354938271604937,0.9261726635791473,4,12.0
external_8b,6,all,static,high,libero_spatial,0.16666666666666666,0.0,3.4467436974789827,0.21017821054565497,6,36.0
external_8b,6,all,pure_phantom,low,libero_goal,,0.0,0.0,,0,0.0
external_8b,6,all,pure_phantom,low,libero_long,0.044652801053950766,0.0,0.354664051369901,0.04203442403484494,20,320.0
external_8b,6,all,pure_phantom,low,libero_object,,,,,0,0.0
external_8b,6,all,pure_phantom,low,libero_spatial,0.1653863420500351,0.04675234613007249,0.6762731303321865,0.23363539931041385,7,105.0
external_8b,6,all,pure_phantom,high,libero_goal,,0.0,0.0,,0,0.0
external_8b,6,all,pure_phantom,high,libero_long,1.3348592414118599,0.0,4.201741768916107,0.5298153556332251,22,352.0
external_8b,6,all,pure_phantom,high,libero_object,,,,,0,0.0
external_8b,6,all,pure_phantom,high,libero_spatial,0.3034722222222222,0.0,5.333333333333333,0.3933702508743014,6,90.0
external_8b,4,front,loop,low,libero_goal,21.746866722358565,0.0,68.98501120570845,10.383083603822103,13,1027.0
external_8b,4,front,loop,low,libero_long,0.6957521200266468,0.42450953911732675,1.2555381371008283,0.6863938207249508,22,2508.0
external_8b,4,front,loop,low,libero_object,3.385012584629089,2.3940990335689856,7.69716110904807,1.674142778903511,13,468.0
external_8b,4,front,loop,low,libero_spatial,2.44469510465653,1.362324493375162,5.749273436745525,1.296988238939899,9,765.0
external_8b,4,front,loop,high,libero_goal,11.189873417721518,0.0,29.672507957175924,11.189873417721518,1,79.0
external_8b,4,front,loop,high,libero_long,2.173668707306232,0.7749750719066024,3.8694211193819226,1.5266671304094914,22,2508.0
external_8b,4,front,loop,high,libero_object,2.5405394524959743,1.3674603174603175,4.75,1.7437308626345376,5,180.0
external_8b,4,front,loop,high,libero_spatial,1.8746218487394959,1.1431307567866678,8.39913896276596,2.2768348928519218,6,510.0
external_8b,4,front,static,low,libero_goal,0.0,0.0,0.0,0.0,13,234.0
external_8b,4,front,static,low,libero_long,0.5248504532893369,0.3652391731523308,1.057862186306878,0.5234703616515957,22,3014.0
external_8b,4,front,static,low,libero_object,1.4908286032819957,0.4442663887988259,4.113634962859311,1.0393625942060556,13,39.0
external_8b,4,front,static,low,libero_spatial,3.5973523687711633,0.8194914046738354,12.844758570843874,1.774726420142545,9,54.0
external_8b,4,front,static,high,libero_goal,0.0,0.0,0.0,0.0,1,18.0
external_8b,4,front,static,high,libero_long,0.5994762624851891,0.20712406980278367,1.1588829682683122,0.46123962003141744,22,3014.0
external_8b,4,front,static,high,libero_object,0.291304347826087,0.0,1.6964285714285714,0.4347982067667671,5,15.0
external_8b,4,front,static,high,libero_spatial,0.13412698412698412,0.0,3.8455255681818095,0.1865497076023392,6,36.0
external_8b,4,front,pure_phantom,low,libero_goal,,0.0,0.0,,0,0.0
external_8b,4,front,pure_phantom,low,libero_long,0.2830603556282459,0.1853900909962637,0.7282788630577829,0.3312422139418583,22,352.0
external_8b,4,front,pure_phantom,low,libero_object,,,,,0,0.0
external_8b,4,front,pure_phantom,low,libero_spatial,0.5234567665982912,0.39113014419382963,0.8840334676193505,0.6450152840205003,9,135.0
external_8b,4,front,pure_phantom,high,libero_goal,,0.0,0.0,,0,0.0
external_8b,4,front,pure_phantom,high,libero_long,0.6842826003136708,0.24872733688311638,1.8001649129196131,0.4833681676125108,22,352.0
external_8b,4,front,pure_phantom,high,libero_object,,,,,0,0.0
external_8b,4,front,pure_phantom,high,libero_spatial,0.729047619047619,0.28013532763532767,4.8076923076923075,0.7716454513896692,6,90.0
external_8b,6,back,loop,low,libero_goal,7.3937202715809685,1.1182815295815298,66.32435257388505,6.295600908222321,12,948.0
external_8b,6,back,loop,low,libero_long,0.26393828999987956,0.09517429630284709,0.745686095130893,0.2690128925687756,20,2280.0
external_8b,6,back,loop,low,libero_object,2.8612028505665124,1.9329868950453553,6.745086460134125,1.4710873894015792,11,396.0
external_8b,6,back,loop,low,libero_spatial,1.6714843045328531,1.0835409789218429,4.543598816937821,1.1280339558255876,7,595.0
external_8b,6,back,loop,high,libero_goal,6.586497890295359,0.0,12.230483329311454,6.131928068572123,3,237.0
external_8b,6,back,loop,high,libero_long,2.356099574816152,0.3328169018064592,6.833773048901352,1.0254943658091362,22,2508.0
external_8b,6,back,loop,high,libero_object,2.6488636363636364,1.944215481387063,4.568657558698381,2.4371850671154847,4,144.0
external_8b,6,back,loop,high,libero_spatial,1.8352941176470587,0.6487366214277833,15.813086170848262,2.7495522815064333,6,510.0
external_8b,6,back,static,low,libero_goal,0.22607499113620244,0.0,2.1287090869939704,0.42695887912053554,12,216.0
external_8b,6,back,static,low,libero_long,0.13997807433095702,0.04024889831997253,0.5078943778916226,0.1368441987738374,20,2740.0
external_8b,6,back,static,low,libero_object,1.9233686170905255,0.9589592091620037,4.526209546586277,1.25044397793743,11,33.0
external_8b,6,back,static,low,libero_spatial,1.4076436205491665,0.7611834557331029,4.426922736752207,1.273824569070468,7,42.0
external_8b,6,back,static,high,libero_goal,0.0,0.0,0.0,0.0,3,54.0
external_8b,6,back,static,high,libero_long,0.570362664580823,0.030068665951115355,1.607619304598873,0.2880694921939112,22,3014.0
external_8b,6,back,static,high,libero_object,1.0818181818181818,0.0,2.3026850414078677,1.1085952269270676,4,12.0
external_8b,6,back,static,high,libero_spatial,0.16666666666666666,0.0,2.2736111111111112,0.23918043069203432,6,36.0
external_8b,6,back,pure_phantom,low,libero_goal,,0.0,0.0,,0,0.0
external_8b,6,back,pure_phantom,low,libero_long,0.04173487520619811,0.0,0.3565419362853811,0.039330101141637853,20,320.0
external_8b,6,back,pure_phantom,low,libero_object,,,,,0,0.0
external_8b,6,back,pure_phantom,low,libero_spatial,0.3918841874249301,0.29629277995925557,2.5767391148292877,0.5256348826318031,7,105.0
external_8b,6,back,pure_phantom,high,libero_goal,,0.0,0.0,,0,0.0
external_8b,6,back,pure_phantom,high,libero_long,1.1311060012848115,0.0,3.2517042725757443,0.4157201037625511,22,352.0
external_8b,6,back,pure_phantom,high,libero_object,,,,,0,0.0
external_8b,6,back,pure_phantom,high,libero_spatial,0.5513888888888889,0.07556704980842911,12.041666666666666,0.6629923651330604,6,90.0
