representation,family,direction,width,confirmations,quantile,risk_n,timely_n,tp,fp,recall,timely_fpr,precision,late_recall,persistent_recall,risk_task_macro_recall,risk_tasks_detected,risk_tasks,detected_risk_lead_median,early4_recall,pareto
L15,mobility,high,2,1,0.96,487,14313,82,564,0.16837782340862423,0.039404736952420874,0.12693498452012383,0.16666666666666666,0.16849015317286653,0.23369530669634198,22,32,15.0,0.1601642710472279,False
L15,mobility,high,2,1,0.975,487,14313,69,343,0.14168377823408623,0.023964228323901347,0.16747572815533981,0.1,0.14442013129102846,0.19111496396512084,20,32,15.0,0.13552361396303902,False
L15,mobility,high,2,1,0.98,487,14313,63,274,0.1293634496919918,0.019143436037169007,0.18694362017804153,0.06666666666666667,0.13347921225382933,0.18020641336085486,20,32,15.0,0.12525667351129363,False
L15,mobility,high,2,1,0.99,487,14313,42,135,0.08624229979466119,0.009431984908824145,0.23728813559322035,0.03333333333333333,0.08971553610503283,0.12692110756733369,18,32,14.0,0.07802874743326489,False
L15,mobility,high,2,1,0.995,487,14313,31,59,0.06365503080082136,0.004122126737930553,0.34444444444444444,0.03333333333333333,0.06564551422319474,0.1096356311927596,17,32,14.0,0.057494866529774126,False
L15,mobility,high,2,2,0.5,487,14313,189,2972,0.38809034907597534,0.20764340110389157,0.059791205314773804,0.3,0.3938730853391685,0.5561420854311401,29,32,16.0,0.3839835728952772,False
L15,mobility,high,2,2,0.6,487,14313,159,2089,0.3264887063655031,0.14595123314469363,0.07072953736654804,0.26666666666666666,0.3304157549234136,0.47093980207383895,28,32,14.0,0.3203285420944558,False
L15,mobility,high,2,2,0.7,487,14313,134,1369,0.2751540041067762,0.09564731363096486,0.08915502328675981,0.23333333333333334,0.2778993435448578,0.40886124017048564,28,32,14.0,0.27104722792607805,False
L15,mobility,high,2,2,0.75,487,14313,121,1088,0.24845995893223818,0.0760148117096346,0.1000827129859388,0.23333333333333334,0.24945295404814005,0.36250397161750164,26,32,14.0,0.2402464065708419,False
L15,mobility,high,2,2,0.8,487,14313,98,798,0.20123203285420946,0.05575351079438273,0.109375,0.2,0.2013129102844639,0.28390220355352436,22,32,14.0,0.19301848049281314,False
L15,mobility,high,2,2,0.85,487,14313,78,535,0.1601642710472279,0.03737860686089569,0.1272430668841762,0.16666666666666666,0.15973741794310722,0.23015216321918167,21,32,14.0,0.15195071868583163,False
L15,mobility,high,2,2,0.9,487,14313,58,302,0.11909650924024641,0.021099699573814017,0.16111111111111112,0.1,0.12035010940919037,0.17559028377531916,18,32,13.5,0.11293634496919917,False
L15,mobility,high,2,2,0.925,487,14313,51,210,0.10472279260780287,0.01467197652483756,0.19540229885057472,0.1,0.1050328227571116,0.1562058951503782,16,32,15.0,0.09856262833675565,False
L15,mobility,high,2,2,0.95,487,14313,36,127,0.07392197125256673,0.008873052469782716,0.22085889570552147,0.03333333333333333,0.07658643326039387,0.11142842173555013,12,32,13.5,0.06776180698151951,False
L15,mobility,high,2,2,0.96,487,14313,34,102,0.06981519507186858,0.0071263885977782436,0.25,0.03333333333333333,0.07221006564551423,0.10692121019708861,11,32,14.5,0.06365503080082136,False
L15,mobility,high,2,2,0.975,487,14313,26,58,0.053388090349075976,0.004052260183050374,0.30952380952380953,0.0,0.05689277899343545,0.08212129054520359,8,32,13.0,0.04722792607802875,False
L15,mobility,high,2,2,0.98,487,14313,23,45,0.04722792607802875,0.0031439949696080486,0.3382352941176471,0.0,0.05032822757111598,0.07721057625948931,8,32,13.0,0.04106776180698152,False
L15,mobility,high,2,2,0.99,487,14313,12,19,0.024640657084188913,0.0013274645427233983,0.3870967741935484,0.0,0.0262582056892779,0.04402605244996549,6,32,11.0,0.02053388090349076,False
L15,mobility,high,2,2,0.995,487,14313,7,9,0.014373716632443531,0.0006287989939216097,0.4375,0.0,0.015317286652078774,0.03115402864044168,6,32,9.0,0.01026694045174538,False
L15,mobility,high,2,4,0.5,487,14313,36,131,0.07392197125256673,0.00915251868930343,0.2155688622754491,0.06666666666666667,0.07439824945295405,0.13979638376804077,17,32,12.0,0.06981519507186858,False
L15,mobility,high,2,4,0.6,487,14313,25,77,0.0513347022587269,0.0053797247257737725,0.24509803921568626,0.03333333333333333,0.0525164113785558,0.10001299612854846,15,32,12.0,0.049281314168377825,False
L15,mobility,high,2,4,0.7,487,14313,17,45,0.03490759753593429,0.0031439949696080486,0.27419354838709675,0.0,0.037199124726477024,0.0669456294674318,10,32,14.0,0.03285420944558522,False
L15,mobility,high,2,4,0.75,487,14313,15,31,0.030800821355236138,0.0021658632012855447,0.32608695652173914,0.0,0.03282275711159737,0.059505153276955595,8,32,15.0,0.028747433264887063,False
L15,mobility,high,2,4,0.8,487,14313,12,20,0.024640657084188913,0.0013973310976035773,0.375,0.0,0.0262582056892779,0.04627840909090909,7,32,17.0,0.022587268993839837,False
L15,mobility,high,2,4,0.85,487,14313,7,9,0.014373716632443531,0.0006287989939216097,0.4375,0.0,0.015317286652078774,0.029924242424242423,5,32,17.0,0.01026694045174538,False
L15,mobility,high,2,4,0.9,487,14313,2,6,0.004106776180698152,0.00041919932928107315,0.25,0.0,0.00437636761487965,0.013020833333333332,2,32,9.0,0.002053388090349076,False
L15,mobility,high,2,4,0.925,487,14313,2,2,0.004106776180698152,0.00013973310976035772,0.5,0.0,0.00437636761487965,0.013020833333333332,2,32,9.0,0.002053388090349076,False
L15,mobility,high,2,4,0.95,487,14313,2,0,0.004106776180698152,0.0,1.0,0.0,0.00437636761487965,0.013020833333333332,2,32,9.0,0.002053388090349076,False
L15,mobility,high,2,4,0.96,487,14313,2,0,0.004106776180698152,0.0,1.0,0.0,0.00437636761487965,0.013020833333333332,2,32,9.0,0.002053388090349076,False
L15,mobility,high,2,4,0.975,487,14313,2,0,0.004106776180698152,0.0,1.0,0.0,0.00437636761487965,0.013020833333333332,2,32,9.0,0.002053388090349076,False
L15,mobility,high,2,4,0.98,487,14313,1,0,0.002053388090349076,0.0,1.0,0.0,0.002188183807439825,0.010416666666666666,1,32,18.0,0.002053388090349076,False
L15,mobility,high,2,4,0.99,487,14313,1,0,0.002053388090349076,0.0,1.0,0.0,0.002188183807439825,0.010416666666666666,1,32,18.0,0.002053388090349076,False
L15,mobility,high,2,4,0.995,487,14313,1,0,0.002053388090349076,0.0,1.0,0.0,0.002188183807439825,0.010416666666666666,1,32,18.0,0.002053388090349076,False
L15,mobility,high,2,6,0.5,487,14313,11,17,0.022587268993839837,0.0011877314329630407,0.39285714285714285,0.06666666666666667,0.019693654266958426,0.05898042929292929,6,32,10.0,0.022587268993839837,False
L15,mobility,high,2,6,0.6,487,14313,4,7,0.008213552361396304,0.000489065884161252,0.36363636363636365,0.03333333333333333,0.006564551422319475,0.01818181818181818,2,32,8.5,0.008213552361396304,False
L15,mobility,high,2,6,0.7,487,14313,1,4,0.002053388090349076,0.00027946621952071543,0.2,0.0,0.002188183807439825,0.002840909090909091,1,32,4.0,0.002053388090349076,False
L15,mobility,high,2,6,0.75,487,14313,1,3,0.002053388090349076,0.00020959966464053657,0.25,0.0,0.002188183807439825,0.002840909090909091,1,32,4.0,0.002053388090349076,False
L15,mobility,high,2,6,0.8,487,14313,1,3,0.002053388090349076,0.00020959966464053657,0.25,0.0,0.002188183807439825,0.002840909090909091,1,32,4.0,0.002053388090349076,False
L15,mobility,high,2,6,0.85,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
L15,mobility,high,2,6,0.9,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
L15,mobility,high,2,6,0.925,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
L15,mobility,high,2,6,0.95,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
L15,mobility,high,2,6,0.96,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
L15,mobility,high,2,6,0.975,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
L15,mobility,high,2,6,0.98,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
L15,mobility,high,2,6,0.99,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
L15,mobility,high,2,6,0.995,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
L15,mobility,high,2,8,0.5,487,14313,5,0,0.01026694045174538,0.0,1.0,0.03333333333333333,0.0087527352297593,0.02443181818181818,2,32,7.0,0.008213552361396304,False
L15,mobility,high,2,8,0.6,487,14313,4,0,0.008213552361396304,0.0,1.0,0.03333333333333333,0.006564551422319475,0.01818181818181818,2,32,6.5,0.006160164271047228,False
L15,mobility,high,2,8,0.7,487,14313,1,0,0.002053388090349076,0.0,1.0,0.0,0.002188183807439825,0.002840909090909091,1,32,2.0,0.0,False
L15,mobility,high,2,8,0.75,487,14313,1,0,0.002053388090349076,0.0,1.0,0.0,0.002188183807439825,0.002840909090909091,1,32,2.0,0.0,False
L15,mobility,high,2,8,0.8,487,14313,1,0,0.002053388090349076,0.0,1.0,0.0,0.002188183807439825,0.002840909090909091,1,32,2.0,0.0,False
L15,mobility,high,2,8,0.85,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
L15,mobility,high,2,8,0.9,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
L15,mobility,high,2,8,0.925,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
L15,mobility,high,2,8,0.95,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
L15,mobility,high,2,8,0.96,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
L15,mobility,high,2,8,0.975,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
L15,mobility,high,2,8,0.98,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
L15,mobility,high,2,8,0.99,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
L15,mobility,high,2,8,0.995,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
L15,mobility,low,4,1,0.5,487,14313,440,6934,0.9034907597535934,0.4844546915391602,0.059669107675617034,0.7666666666666667,0.912472647702407,0.857238046542268,30,32,18.5,0.8726899383983573,False
L15,mobility,low,4,1,0.6,487,14313,431,5493,0.8850102669404517,0.38377698595682247,0.07275489534098582,0.7333333333333333,0.8949671772428884,0.8494707885222293,30,32,17.0,0.839835728952772,False
L15,mobility,low,4,1,0.7,487,14313,423,4048,0.8685831622176592,0.28281981415496404,0.09460970700067099,0.7,0.8796498905908097,0.8471588994086466,30,32,13.0,0.811088295687885,False
