fold,method,calibration,alpha,threshold,original_threshold,rank,units
libero_object_20260909,knn12_cross_task,task_init,0.05,3.5600368976593018,3.4273746013641357,68,70
libero_object_20260909,knn12_cross_task,task_init,0.1,2.9606120586395264,2.8300981521606445,64,70
libero_object_20260909,knn12_cross_task,task_init,0.15,2.41284441947937,2.159973621368408,61,70
libero_object_20260909,knn12_cross_task,task_init,0.2,2.316951274871826,1.981924057006836,57,70
libero_spatial_20260907,knn10_cross_task,episode,0.01,2.7502999305725098,2.0431175231933594,531,535
libero_spatial_20260907,knn10_cross_task,episode,0.03,2.3700897693634033,1.7576147317886353,520,535
libero_spatial_20260907,knn10_cross_task,episode,0.05,2.2878191471099854,1.6978949308395386,510,535
libero_spatial_20260907,knn10_cross_task,episode,0.1,2.056535482406616,1.4996047019958496,483,535
libero_spatial_20260907,knn10_cross_task,episode,0.15,1.916436791419983,1.4243768453598022,456,535
libero_spatial_20260907,knn10_cross_task,episode,0.2,1.8193087577819824,1.3552292585372925,429,535
libero_spatial_20260907,knn10_cross_task,task_init,0.01,inf,inf,71,70
libero_spatial_20260907,knn10_cross_task,task_init,0.03,3.650658130645752,2.3183672428131104,69,70
libero_spatial_20260907,knn10_cross_task,task_init,0.05,2.7502999305725098,2.0431175231933594,68,70
libero_spatial_20260907,knn10_cross_task,task_init,0.1,2.3787500858306885,1.8603105545043945,64,70
libero_spatial_20260907,knn10_cross_task,task_init,0.15,2.316167116165161,1.7576147317886353,61,70
libero_spatial_20260907,knn10_cross_task,task_init,0.2,2.2468583583831787,1.7147822380065918,57,70
libero_spatial_20260907,knn12_cross_task,episode,0.01,3.1767187118530273,2.408334255218506,531,535
libero_spatial_20260907,knn12_cross_task,episode,0.03,2.855687379837036,2.1669135093688965,520,535
libero_spatial_20260907,knn12_cross_task,episode,0.05,2.7667970657348633,2.006990909576416,510,535
libero_spatial_20260907,knn12_cross_task,episode,0.1,2.529802083969116,1.8629504442214966,483,535
libero_spatial_20260907,knn12_cross_task,episode,0.15,2.41072940826416,1.7740110158920288,456,535
libero_spatial_20260907,knn12_cross_task,episode,0.2,2.2824504375457764,1.6876962184906006,429,535
libero_spatial_20260907,knn12_cross_task,task_init,0.01,inf,inf,71,70
libero_spatial_20260907,knn12_cross_task,task_init,0.03,3.7681362628936768,2.640352725982666,69,70
libero_spatial_20260907,knn12_cross_task,task_init,0.05,3.1767187118530273,2.628558397293091,68,70
libero_spatial_20260907,knn12_cross_task,task_init,0.1,3.1262292861938477,2.257678985595703,64,70
libero_spatial_20260907,knn12_cross_task,task_init,0.15,2.9583630561828613,2.2340011596679688,61,70
libero_spatial_20260907,knn12_cross_task,task_init,0.2,2.6162543296813965,2.121359348297119,57,70
libero_spatial_20260908,knn10_cross_task,episode,0.01,3.380127429962158,2.092217206954956,547,551
libero_spatial_20260908,knn10_cross_task,episode,0.03,2.9452269077301025,1.7635143995285034,536,551
libero_spatial_20260908,knn10_cross_task,episode,0.05,2.744149684906006,1.6633491516113281,525,551
libero_spatial_20260908,knn10_cross_task,episode,0.1,2.384732961654663,1.5000437498092651,497,551
libero_spatial_20260908,knn10_cross_task,episode,0.15,2.1006598472595215,1.4118503332138062,470,551
libero_spatial_20260908,knn10_cross_task,episode,0.2,1.8651024103164673,1.3449251651763916,442,551
libero_spatial_20260908,knn10_cross_task,task_init,0.01,inf,inf,71,70
libero_spatial_20260908,knn10_cross_task,task_init,0.03,3.3086283206939697,2.1651806831359863,69,70
libero_spatial_20260908,knn10_cross_task,task_init,0.05,3.2355690002441406,2.1334073543548584,68,70
libero_spatial_20260908,knn10_cross_task,task_init,0.1,2.912393808364868,1.9953556060791016,64,70
libero_spatial_20260908,knn10_cross_task,task_init,0.15,2.552853584289551,1.976893424987793,61,70
libero_spatial_20260908,knn10_cross_task,task_init,0.2,2.2946994304656982,1.7051746845245361,57,70
libero_spatial_20260908,knn12_cross_task,episode,0.01,4.30497407913208,2.8865737915039062,547,551
libero_spatial_20260908,knn12_cross_task,episode,0.03,3.911752462387085,2.4253909587860107,536,551
libero_spatial_20260908,knn12_cross_task,episode,0.05,3.5356364250183105,2.248108148574829,525,551
libero_spatial_20260908,knn12_cross_task,episode,0.1,2.9720938205718994,2.0114552974700928,497,551
libero_spatial_20260908,knn12_cross_task,episode,0.15,2.644582986831665,1.90765380859375,470,551
libero_spatial_20260908,knn12_cross_task,episode,0.2,2.417553186416626,1.7627289295196533,442,551
libero_spatial_20260908,knn12_cross_task,task_init,0.01,inf,inf,71,70
libero_spatial_20260908,knn12_cross_task,task_init,0.03,4.6774091720581055,3.098845958709717,69,70
libero_spatial_20260908,knn12_cross_task,task_init,0.05,4.575223445892334,3.011115074157715,68,70
libero_spatial_20260908,knn12_cross_task,task_init,0.1,3.8722198009490967,2.735388994216919,64,70
libero_spatial_20260908,knn12_cross_task,task_init,0.15,3.417600154876709,2.5233263969421387,61,70
libero_spatial_20260908,knn12_cross_task,task_init,0.2,2.990429401397705,2.3505356311798096,57,70
libero_spatial_20260909,knn10_cross_task,episode,0.01,2.4715075492858887,1.8896188735961914,539,543
libero_spatial_20260909,knn10_cross_task,episode,0.03,2.264183282852173,1.5573993921279907,528,543
libero_spatial_20260909,knn10_cross_task,episode,0.05,2.151923418045044,1.461551547050476,517,543
libero_spatial_20260909,knn10_cross_task,episode,0.1,1.9112541675567627,1.3638050556182861,490,543
libero_spatial_20260909,knn10_cross_task,episode,0.15,1.7841284275054932,1.3041629791259766,463,543
libero_spatial_20260909,knn10_cross_task,episode,0.2,1.697665810585022,1.2377656698226929,436,543
libero_spatial_20260909,knn10_cross_task,task_init,0.01,inf,inf,71,70
libero_spatial_20260909,knn10_cross_task,task_init,0.03,2.4794647693634033,2.0669965744018555,69,70
libero_spatial_20260909,knn10_cross_task,task_init,0.05,2.4715075492858887,1.9179973602294922,68,70
libero_spatial_20260909,knn10_cross_task,task_init,0.1,2.2995758056640625,1.6354330778121948,64,70
libero_spatial_20260909,knn10_cross_task,task_init,0.15,2.220489740371704,1.5464080572128296,61,70
libero_spatial_20260909,knn10_cross_task,task_init,0.2,2.176115036010742,1.4797437191009521,57,70
libero_spatial_20260909,knn12_cross_task,episode,0.01,3.343967914581299,2.5002999305725098,539,543
libero_spatial_20260909,knn12_cross_task,episode,0.03,2.920224666595459,2.205831527709961,528,543
libero_spatial_20260909,knn12_cross_task,episode,0.05,2.801974296569824,1.9847770929336548,517,543
libero_spatial_20260909,knn12_cross_task,episode,0.1,2.6122326850891113,1.767486810684204,490,543
libero_spatial_20260909,knn12_cross_task,episode,0.15,2.4767749309539795,1.6880460977554321,463,543
libero_spatial_20260909,knn12_cross_task,episode,0.2,2.280693531036377,1.6151548624038696,436,543
libero_spatial_20260909,knn12_cross_task,task_init,0.01,inf,inf,71,70
libero_spatial_20260909,knn12_cross_task,task_init,0.03,3.384253740310669,2.8206965923309326,69,70
libero_spatial_20260909,knn12_cross_task,task_init,0.05,3.343967914581299,2.5933194160461426,68,70
libero_spatial_20260909,knn12_cross_task,task_init,0.1,3.027355432510376,2.4501729011535645,64,70
libero_spatial_20260909,knn12_cross_task,task_init,0.15,2.8471765518188477,2.205831527709961,61,70
libero_spatial_20260909,knn12_cross_task,task_init,0.2,2.75140118598938,1.9216980934143066,57,70
