window,threshold_mode,method,alpha,level,group,episodes,failures,successes,tp,fp,fn,tn,recall,fpr,precision,auc_peak_ratio,ap_peak_ratio,auc_peak_raw,ap_peak_raw,auc_endpoint_ratio,auc_endpoint_raw,task_macro_auc,task_macro_endpoint_auc,task_macro_ap,evaluated_tasks
task_common,frozen_full,c4_assigned_radius,0.05,all,all,8000,541,7459,181,39,360,7420,0.3345656192236599,0.005228582919962461,0.8227272727272728,0.8435262491019916,0.5506306484902872,0.8377594187720971,0.5483330600845878,0.7729037035238107,0.7687337729681345,0.778936913161385,0.7334577741172683,0.37551813809396856,10
task_common,prefix_calibration,knn20,0.05,all,all,8000,541,7459,242,272,299,7187,0.44731977818853974,0.03646601421102024,0.4708171206225681,0.8218264776588914,0.42977062316745523,0.8325141085500304,0.5235063658486572,0.7176240589653506,0.7362595125688948,0.8011373334411178,0.7595262884382561,0.3749567694640071,10
task_common,prefix_calibration,c32_centroid_distance,0.05,all,all,8000,541,7459,258,270,283,7189,0.47689463955637706,0.03619788175358627,0.48863636363636365,0.8384511856435638,0.39649136339788577,0.8351262936090059,0.45308142527080797,0.7414365506171879,0.744284900400687,0.7862836242935627,0.7406996642569957,0.36076005590126337,10
task_common,prefix_calibration,c4_centroid_distance,0.05,all,all,8000,541,7459,200,199,341,7260,0.36968576709796674,0.02667917951468025,0.5012531328320802,0.8131887466641422,0.39047798615320173,0.8450045708901825,0.5325429144614575,0.7273308504234735,0.7628437801323761,0.809471168255695,0.756285936542677,0.390912509490662,10
task_common,prefix_calibration,c4_assigned_radius,0.05,all,all,8000,541,7459,193,92,348,7367,0.3567467652495379,0.01233409304196273,0.6771929824561403,0.8246908113088458,0.49752893092092415,0.8377594187720971,0.5483330600845878,0.7443282674802165,0.7687337729681345,0.778936913161385,0.7334577741172683,0.37551813809396856,10
fixed_q07,frozen_full,knn20,0.05,all,all,8000,541,7459,0,0,541,7459,0.0,0.0,,0.6086366406224638,0.13999235035475868,0.5644898210029988,0.12542169148245103,0.6086366406224638,0.5644898210029988,0.6215924059925736,0.6215924059925736,0.19748916343288905,10
fixed_q07,frozen_full,c32_centroid_distance,0.05,all,all,8000,541,7459,0,0,541,7459,0.0,0.0,,0.555812068389141,0.12932382786274743,0.5029729991606611,0.10028013019353713,0.555812068389141,0.5029729991606611,0.5866023569873995,0.5866023569873995,0.17860249800947875,10
fixed_q07,frozen_full,c4_centroid_distance,0.05,all,all,8000,541,7459,0,0,541,7459,0.0,0.0,,0.6938603862544697,0.13653643049988778,0.6751733877792561,0.17432118174572636,0.6938603862544697,0.6751733877792561,0.618968226152987,0.618968226152987,0.15017587947824904,10
fixed_q07,frozen_full,c4_assigned_radius,0.05,all,all,8000,541,7459,0,0,541,7459,0.0,0.0,,0.6713268517309288,0.1768904929796343,0.6640224725728003,0.172864951457212,0.6713268517309288,0.6640224725728003,0.605659162982907,0.605659162982907,0.14859943770735992,10
fixed_q07,prefix_calibration,knn20,0.05,all,all,8000,541,7459,43,405,498,7054,0.07948243992606285,0.05429682263037941,0.09598214285714286,0.5363516490270038,0.10097760728092836,0.5644898210029988,0.12542169148245103,0.5363516490270038,0.5644898210029988,0.6215924059925736,0.6215924059925736,0.19748916343288905,10
fixed_q07,prefix_calibration,c32_centroid_distance,0.05,all,all,8000,541,7459,24,389,517,7070,0.04436229205175601,0.05215176297090763,0.05811138014527845,0.4831102572064315,0.07038483958876372,0.5029729991606611,0.10028013019353713,0.4831102572064315,0.5029729991606611,0.5866023569873995,0.5866023569873995,0.17860249800947875,10
fixed_q07,prefix_calibration,c4_centroid_distance,0.05,all,all,8000,541,7459,20,220,521,7239,0.036968576709796676,0.029494570317736963,0.08333333333333333,0.5971961572306923,0.10365366766570858,0.6751733877792561,0.17432118174572636,0.5971961572306923,0.6751733877792561,0.618968226152987,0.618968226152987,0.15017587947824904,10
fixed_q07,prefix_calibration,c4_assigned_radius,0.05,all,all,8000,541,7459,22,215,519,7244,0.04066543438077634,0.02882423917415203,0.09282700421940929,0.5523575707397607,0.07685085603754013,0.6640224725728003,0.172864951457212,0.5523575707397607,0.6640224725728003,0.605659162982907,0.605659162982907,0.14859943770735992,10
fixed_q08,frozen_full,knn20,0.05,all,all,8000,541,7459,0,1,541,7458,0.0,0.0001340662287169862,0.0,0.6564197279075087,0.21971519264855405,0.6175167316388122,0.19647693236294161,0.6562021490742119,0.6192164733444865,0.601050362674057,0.5963982984136115,0.20284466915301583,10
fixed_q08,frozen_full,c32_centroid_distance,0.05,all,all,8000,541,7459,0,0,541,7459,0.0,0.0,,0.6347143806970402,0.221168589838447,0.595324681890081,0.16902978861350176,0.6499186309682085,0.6147615591233307,0.5831273382516161,0.6056336491993705,0.1886183163651743,10
fixed_q08,frozen_full,c4_centroid_distance,0.05,all,all,8000,541,7459,1,1,540,7458,0.0018484288354898336,0.0001340662287169862,0.5,0.7382298648508333,0.162203354006336,0.7425564125165818,0.2551025182151482,0.7263148217030673,0.725554534845944,0.5917833784853939,0.5802897469021878,0.201762201180299,10
fixed_q08,frozen_full,c4_assigned_radius,0.05,all,all,8000,541,7459,0,0,541,7459,0.0,0.0,,0.7077960874964284,0.20654390321187896,0.7025860904676929,0.20744029950568066,0.6676931860901207,0.6621337743063188,0.5993150531321165,0.5850174098937869,0.16928316866944446,10
fixed_q08,prefix_calibration,knn20,0.05,all,all,8000,541,7459,46,127,495,7332,0.08502772643253234,0.017026411047057245,0.2658959537572254,0.6569272466439455,0.17025122552261365,0.6175167316388122,0.19647693236294161,0.6572476674086981,0.6192164733444865,0.601050362674057,0.5963982984136115,0.20284466915301583,10
fixed_q08,prefix_calibration,c32_centroid_distance,0.05,all,all,8000,541,7459,56,122,485,7337,0.10351201478743069,0.016356079903472317,0.3146067415730337,0.6144837620024588,0.16730522717634122,0.595324681890081,0.16902978861350176,0.6319423569735131,0.6147615591233307,0.5831273382516161,0.6056336491993705,0.1886183163651743,10
fixed_q08,prefix_calibration,c4_centroid_distance,0.05,all,all,8000,541,7459,39,133,502,7326,0.07208872458410351,0.017830808419359162,0.22674418604651161,0.7057538697684124,0.16655720817986946,0.7425564125165818,0.2551025182151482,0.6926069537501248,0.725554534845944,0.5917833784853939,0.5802897469021878,0.201762201180299,10
fixed_q08,prefix_calibration,c4_assigned_radius,0.05,all,all,8000,541,7459,27,229,514,7230,0.04990757855822551,0.030701166376189838,0.10546875,0.620496421720315,0.10997956852198837,0.7025860904676929,0.20744029950568066,0.5881475541338863,0.6621337743063188,0.5993150531321165,0.5850174098937869,0.16928316866944446,10
fixed_q09,frozen_full,knn20,0.05,all,all,8000,541,7459,9,1,532,7458,0.0166358595194085,0.0001340662287169862,0.9,0.7595891427666561,0.32925533149612346,0.7351278796050573,0.3127169734681135,0.759122389084977,0.7361864080634022,0.6200222138358289,0.6129009917527236,0.21392103557926195,10
fixed_q09,frozen_full,c32_centroid_distance,0.05,all,all,8000,541,7459,4,1,537,7458,0.0073937153419593345,0.0001340662287169862,0.8,0.7393973066317682,0.2895061651204814,0.7185223770413194,0.26888136739590507,0.7511564761051108,0.7332642103387613,0.5935320470588619,0.5986109608385041,0.20548700243970774,10
fixed_q09,frozen_full,c4_centroid_distance,0.05,all,all,8000,541,7459,11,1,530,7458,0.02033271719038817,0.0001340662287169862,0.9166666666666666,0.7641229850725556,0.21250804000892343,0.7722321333208106,0.302351384362775,0.7665170956744682,0.7749669852618839,0.6295713774143151,0.6297323208488609,0.21274522697475268,10
fixed_q09,frozen_full,c4_assigned_radius,0.05,all,all,8000,541,7459,8,1,533,7458,0.014787430683918669,0.0001340662287169862,0.8888888888888888,0.7252447699921616,0.24480942012994397,0.7208266558356353,0.2463995712767987,0.7082976587476728,0.7044474055211001,0.6492928179509232,0.6470763176079164,0.21291108400889042,10
fixed_q09,prefix_calibration,knn20,0.05,all,all,8000,541,7459,165,225,376,7234,0.3049907578558225,0.03016490146132189,0.4230769230769231,0.7664654268968575,0.33642384540267367,0.7351278796050573,0.3127169734681135,0.7660658302354784,0.7361864080634022,0.6200222138358289,0.6129009917527236,0.21392103557926195,10
fixed_q09,prefix_calibration,c32_centroid_distance,0.05,all,all,8000,541,7459,142,265,399,7194,0.26247689463955637,0.03552755061000134,0.3488943488943489,0.7425752462196917,0.2668220159427017,0.7185223770413194,0.26888136739590507,0.7510737069361803,0.7332642103387613,0.5935320470588619,0.5986109608385041,0.20548700243970774,10
fixed_q09,prefix_calibration,c4_centroid_distance,0.05,all,all,8000,541,7459,85,171,456,7288,0.15711645101663585,0.02292532511060464,0.33203125,0.7668124874390351,0.27688991593832807,0.7722321333208106,0.302351384362775,0.7692692944473535,0.7749669852618839,0.6295713774143151,0.6297323208488609,0.21274522697475268,10
fixed_q09,prefix_calibration,c4_assigned_radius,0.05,all,all,8000,541,7459,63,127,478,7332,0.11645101663585952,0.017026411047057245,0.33157894736842103,0.7053395282999932,0.21641837485920634,0.7208266558356353,0.2463995712767987,0.6884667606204119,0.7044474055211001,0.6492928179509232,0.6470763176079164,0.21291108400889042,10
fixed_q10,frozen_full,knn20,0.05,all,all,8000,541,7459,14,1,527,7458,0.025878003696857672,0.0001340662287169862,0.9333333333333333,0.7928153883249379,0.34130961515649055,0.7756920828316176,0.33513321681702374,0.7915649295631894,0.7760405063391519,0.6530760860780712,0.6485950105237646,0.21622382755847241,10
fixed_q10,frozen_full,c32_centroid_distance,0.05,all,all,8000,541,7459,10,4,531,7455,0.018484288354898338,0.0005362649148679448,0.7142857142857143,0.7700969861366598,0.3082549861457229,0.7620292224728702,0.2952785490463415,0.7715528809494367,0.7644986678872229,0.6131779237203202,0.611451138737086,0.19423150690103433,10
fixed_q10,frozen_full,c4_centroid_distance,0.05,all,all,8000,541,7459,13,1,528,7458,0.024029574861367836,0.0001340662287169862,0.9285714285714286,0.8102539105334671,0.2949545731816583,0.8105022180402591,0.35976651889286937,0.8180686582646873,0.8139111183031627,0.6474708356601903,0.6393348071219231,0.2281605673252646,10
fixed_q10,frozen_full,c4_assigned_radius,0.05,all,all,8000,541,7459,13,1,528,7458,0.024029574861367836,0.0001340662287169862,0.9285714285714286,0.766015028799458,0.2982617604753978,0.760602941180115,0.2968449655170513,0.7645103150457251,0.7596871523663928,0.6576945549984602,0.6408320937481711,0.22628333958055008,10
fixed_q10,prefix_calibration,knn20,0.05,all,all,8000,541,7459,200,316,341,7143,0.36968576709796674,0.042364928274567636,0.3875968992248062,0.799709019286951,0.33384670938457595,0.7756920828316176,0.33513321681702374,0.7980360412646436,0.7760405063391519,0.6530760860780712,0.6485950105237646,0.21622382755847241,10
fixed_q10,prefix_calibration,c32_centroid_distance,0.05,all,all,8000,541,7459,189,339,352,7120,0.34935304990757854,0.04544845153505832,0.35795454545454547,0.7785756219025064,0.2943094853047676,0.7620292224728702,0.2952785490463415,0.7757010040594065,0.7644986678872229,0.6131779237203202,0.611451138737086,0.19423150690103433,10
fixed_q10,prefix_calibration,c4_centroid_distance,0.05,all,all,8000,541,7459,239,297,302,7162,0.4417744916820702,0.0398176699289449,0.4458955223880597,0.8153204244819308,0.3705088043677308,0.8105022180402591,0.35976651889286937,0.8186839751702406,0.8139111183031627,0.6474708356601903,0.6393348071219231,0.2281605673252646,10
fixed_q10,prefix_calibration,c4_assigned_radius,0.05,all,all,8000,541,7459,143,197,398,7262,0.2643253234750462,0.02641104705724628,0.42058823529411765,0.7542345475041751,0.2923662168392145,0.760602941180115,0.2968449655170513,0.7534841731223728,0.7596871523663928,0.6576945549984602,0.6408320937481711,0.22628333958055008,10
fixed_q11,frozen_full,knn20,0.05,all,all,8000,541,7459,21,1,520,7458,0.038817005545286505,0.0001340662287169862,0.9545454545454546,0.8033771307794998,0.355988573689625,0.785808755144265,0.34383659872438127,0.7963811535097968,0.7795614175731832,0.6527167829872836,0.6307910433088054,0.2175854611246261,10
fixed_q11,frozen_full,c32_centroid_distance,0.05,all,all,8000,541,7459,27,20,514,7439,0.04990757855822551,0.002681324574339724,0.574468085106383,0.7785468757240753,0.31093239974179054,0.7720750205869721,0.29596714414971165,0.7763490321335191,0.7687543413544258,0.6147331814036503,0.604263349773429,0.19281313494194313,10
fixed_q11,frozen_full,c4_centroid_distance,0.05,all,all,8000,541,7459,20,2,521,7457,0.036968576709796676,0.0002681324574339724,0.9090909090909091,0.8262481850877217,0.33556754336508793,0.8131612395451264,0.34614558150730546,0.8283278224100747,0.8091907975552862,0.6441234840967582,0.6189962907444937,0.2294576549947879,10
fixed_q11,frozen_full,c4_assigned_radius,0.05,all,all,8000,541,7459,21,3,520,7456,0.038817005545286505,0.0004021986861509586,0.875,0.7888704709590494,0.31469715927564534,0.7825926525263553,0.3117369472827923,0.7733842107649979,0.7676131676330917,0.6344283405540854,0.5957077058714694,0.21504703588471524,10
fixed_q11,prefix_calibration,knn20,0.05,all,all,8000,541,7459,221,361,320,7098,0.40850277264325324,0.048397908566832015,0.3797250859106529,0.8100043639672602,0.3574004025808243,0.785808755144265,0.34383659872438127,0.8036155258109705,0.7795614175731832,0.6527167829872836,0.6307910433088054,0.2175854611246261,10
fixed_q11,prefix_calibration,c32_centroid_distance,0.05,all,all,8000,541,7459,221,410,320,7049,0.40850277264325324,0.05496715377396434,0.3502377179080824,0.7899828985019524,0.30732828746813556,0.7720750205869721,0.29596714414971165,0.7846665901753987,0.7687543413544258,0.6147331814036503,0.604263349773429,0.19281313494194313,10
fixed_q11,prefix_calibration,c4_centroid_distance,0.05,all,all,8000,541,7459,260,379,281,7080,0.4805914972273567,0.050811100683737766,0.40688575899843504,0.8186919051504974,0.3682546491858802,0.8131612395451264,0.34614558150730546,0.8146751223385313,0.8091907975552862,0.6441234840967582,0.6189962907444937,0.2294576549947879,10
fixed_q11,prefix_calibration,c4_assigned_radius,0.05,all,all,8000,541,7459,174,235,367,7224,0.32162661737523107,0.031505563748491755,0.4254278728606357,0.785896480550856,0.32495986196770427,0.7825926525263553,0.3117369472827923,0.7700332984827223,0.7676131676330917,0.6344283405540854,0.5957077058714694,0.21504703588471524,10
fixed_q12,frozen_full,knn20,0.05,all,all,8000,541,7459,30,2,511,7457,0.05545286506469501,0.0002681324574339724,0.9375,0.8016367479250092,0.34237858305175384,0.783049122014889,0.31659848553024134,0.7896389356083124,0.7722807044498836,0.6552820281247762,0.6371835476941783,0.22024523466268886,10
fixed_q12,frozen_full,c32_centroid_distance,0.05,all,all,8000,541,7459,41,43,500,7416,0.07578558225508318,0.005764847834830406,0.4880952380952381,0.7973305208336688,0.3113147362029561,0.7924098441783661,0.2871593584382923,0.7948922997165775,0.785818915431469,0.6491677405526545,0.6426641501591328,0.21246516996999296,10
fixed_q12,frozen_full,c4_centroid_distance,0.05,all,all,8000,541,7459,28,2,513,7457,0.051756007393715345,0.0002681324574339724,0.9333333333333333,0.8217397434998324,0.3355604630362416,0.7974732604782919,0.31496772979691867,0.8141299361958746,0.7837962748422118,0.6400411821803857,0.5915263565897746,0.2282144018102575,10
fixed_q12,frozen_full,c4_assigned_radius,0.05,all,all,8000,541,7459,32,11,509,7448,0.059149722735674676,0.001474728515886848,0.7441860465116279,0.7921569521517382,0.3184547445030371,0.785867238748659,0.315154557993824,0.7633012408684419,0.7584161252183532,0.6289938760776106,0.570337859251852,0.2122471126689407,10
fixed_q12,prefix_calibration,knn20,0.05,all,all,8000,541,7459,233,403,308,7056,0.43068391866913125,0.05402869017294543,0.3663522012578616,0.8144367273070605,0.36102941518180587,0.783049122014889,0.31659848553024134,0.8049095994641317,0.7722807044498836,0.6552820281247762,0.6371835476941783,0.22024523466268886,10
fixed_q12,prefix_calibration,c32_centroid_distance,0.05,all,all,8000,541,7459,247,452,294,7007,0.4565619223659889,0.06059793538007776,0.35336194563662376,0.8103168547517557,0.3122869369355091,0.7924098441783661,0.2871593584382923,0.80323463894676,0.785818915431469,0.6491677405526545,0.6426641501591328,0.21246516996999296,10
fixed_q12,prefix_calibration,c4_centroid_distance,0.05,all,all,8000,541,7459,279,451,262,7008,0.5157116451016636,0.060463869151360775,0.3821917808219178,0.798547772803092,0.3462331524246139,0.7974732604782919,0.31496772979691867,0.7884246573814859,0.7837962748422118,0.6400411821803857,0.5915263565897746,0.2282144018102575,10
fixed_q12,prefix_calibration,c4_assigned_radius,0.05,all,all,8000,541,7459,221,344,320,7115,0.40850277264325324,0.04611878267864325,0.3911504424778761,0.7770282845048929,0.32006212287496205,0.785867238748659,0.315154557993824,0.7552099350757648,0.7584161252183532,0.6289938760776106,0.570337859251852,0.2122471126689407,10
fixed_q13,frozen_full,knn20,0.05,all,all,8000,541,7459,39,41,502,7418,0.07208872458410351,0.005496715377396434,0.4875,0.7831973135209386,0.2920218168842424,0.7628991660882325,0.26598716364925706,0.7195139962912473,0.6973829082657406,0.6482124738189292,0.6316629301043263,0.2378379106582133,10
fixed_q13,frozen_full,c32_centroid_distance,0.05,all,all,8000,541,7459,78,131,463,7328,0.14417744916820702,0.017562675961925192,0.37320574162679426,0.7865103105851111,0.2705355077466604,0.7799512256651828,0.24243498806636163,0.7388731844991685,0.7189586498613864,0.6470704849813047,0.6375626797279035,0.2348966001796259,10
fixed_q13,frozen_full,c4_centroid_distance,0.05,all,all,8000,541,7459,29,2,512,7457,0.053604436229205174,0.0002681324574339724,0.9354838709677419,0.8155387467508766,0.33237682462253537,0.7838478197138813,0.2905952354736948,0.7893668381607502,0.7505570191600714,0.6317739640905218,0.6054601107113202,0.23687992339706856,10
fixed_q13,frozen_full,c4_assigned_radius,0.05,all,all,8000,541,7459,33,11,508,7448,0.06099815157116451,0.001474728515886848,0.75,0.7924416880053349,0.33608029694859903,0.7864575266540266,0.33286482984938126,0.7564652261692322,0.7513461761015672,0.6270064748487397,0.5986446648783661,0.22593210808464934,10
fixed_q13,prefix_calibration,knn20,0.05,all,all,8000,541,7459,230,487,311,6972,0.42513863216266173,0.06529025338517228,0.3207810320781032,0.7985046535354453,0.3225407707860552,0.7628991660882325,0.26598716364925706,0.7392145453680365,0.6973829082657406,0.6482124738189292,0.6316629301043263,0.2378379106582133,10
fixed_q13,prefix_calibration,c32_centroid_distance,0.05,all,all,8000,541,7459,226,464,315,6995,0.4177449168207024,0.06220673012468159,0.32753623188405795,0.800896781642294,0.2829695954004961,0.7799512256651828,0.24243498806636163,0.7452491364375406,0.7189586498613864,0.6470704849813047,0.6375626797279035,0.2348966001796259,10
fixed_q13,prefix_calibration,c4_centroid_distance,0.05,all,all,8000,541,7459,284,486,257,6973,0.5249537892791127,0.06515618715645528,0.36883116883116884,0.7959212146549008,0.34830379914754034,0.7838478197138813,0.2905952354736948,0.7748795076671758,0.7505570191600714,0.6317739640905218,0.6054601107113202,0.23687992339706856,10
fixed_q13,prefix_calibration,c4_assigned_radius,0.05,all,all,8000,541,7459,246,373,295,7086,0.45471349353049906,0.05000670331143585,0.3974151857835218,0.7833732599578869,0.3436615685348494,0.7864575266540266,0.33286482984938126,0.7572569851354999,0.7513461761015672,0.6270064748487397,0.5986446648783661,0.22593210808464934,10
