design,scope,cluster_unit,layer,token_role,relative_query,metric,n_strata,n_pairs,n_tasks,n_clusters,auc,auc_lo,auc_hi,auc_abs,null_auc,null_lo,null_hi,null_abs_mean,n_strata_null,delta_abs,delta_abs_lo,delta_abs_hi,p_boot,exceeds_null_paired,exceeds_null_disjoint,q_bh,exceeds_null_bh
primary,both,task,L2,action,2,hellinger_to_pre,155,446,10,10,0.6723655913978493,0.5496851180807198,0.8253521126760563,0.17236559139784935,0.49987826086956777,0.3819444444444444,0.6166666666666667,0.04515940982445342,115,0.12720618157339592,-0.008258792048929637,0.2724961038961038,0.033,False,False,0.33754128440366976,False
primary,both,task,L2,action,3,hellinger_to_pre,155,446,10,10,0.689462365591398,0.5888872549019606,0.8296972990777339,0.18946236559139795,0.49938014492753435,0.37962962962962965,0.6157435636856369,0.04555177660683848,115,0.14391058898455947,0.022635326060248512,0.27701407289127605,0.0112,True,False,0.3043764705882353,False
primary,both,task,L2,action,4,hellinger_to_pre,154,445,10,10,0.6624458874458874,0.41322169363613215,0.8443855676328503,0.1624458874458874,0.49927101449275385,0.3804302155644867,0.6153874269005848,0.045126632945227584,115,0.1173192545006598,-0.06043763715638717,0.3124861027072,0.1389,False,False,0.33754128440366976,False
primary,both,task,L2,action,5,hellinger_to_pre,150,440,10,10,0.6368888888888888,0.4973888126764484,0.7512658227848101,0.13688888888888884,0.5000605457227162,0.38033625730994153,0.6197630424083339,0.04508639590394309,113,0.09180249298494575,-0.07342448996337765,0.21914413979840283,0.1476,False,False,0.33754128440366976,False
primary,both,task,L3,state,-1,hellinger_to_pre,155,446,10,10,0.5988172043010749,0.48486739417989416,0.7684853256979238,0.09881720430107488,0.4998421739130425,0.37878702566202566,0.6150869963369963,0.04566856081623513,115,0.05314864348483975,-0.09121612222653883,0.23918461663417775,0.2395,False,False,0.337951867219917,False
primary,both,task,L3,state,0,hellinger_to_pre,155,446,10,10,0.7666666666666665,0.6744942778852352,0.8349382716049384,0.2666666666666665,0.49983181159420137,0.3801649023431455,0.6160800281167742,0.04556813175138881,115,0.2210985349152777,0.0961861192086996,0.30537664488803073,0.0029,True,True,0.3043764705882353,False
primary,both,task,L3,state,1,hellinger_to_pre,155,446,10,10,0.7944086021505374,0.5192982456140351,0.892436974789916,0.29440860215053744,0.49963557971014433,0.3789308176100629,0.6154401183970855,0.04517080149755635,115,0.2492378006529811,-0.038949112429715854,0.36584428066242974,0.0419,False,False,0.33754128440366976,False
primary,both,task,L3,state,2,hellinger_to_pre,155,446,10,10,0.854731182795699,0.6857142857142857,0.9134646962233168,0.35473118279569904,0.4996575362318844,0.37930826253539895,0.6154936457850856,0.044911768214968874,115,0.30981941458073015,0.08452732864030507,0.38997853033871493,0.0082,True,True,0.3043764705882353,False
primary,both,task,L3,state,3,hellinger_to_pre,155,446,10,10,0.6865591397849459,0.5666666666666668,0.8083333333333332,0.18655913978494587,0.5001176086956537,0.3796247044917258,0.617050065332508,0.04546584847165833,115,0.14109329131328754,-0.02198863636363631,0.27545272875715443,0.0374,False,False,0.33754128440366976,False
primary,both,task,L3,state,4,hellinger_to_pre,154,445,10,10,0.7066017316017316,0.651908684712823,0.7666666666666667,0.20660173160173156,0.49987695652173925,0.38333333333333336,0.6170254321808509,0.045094175867479463,115,0.1615075557342521,0.04771269809990045,0.2307349182990612,0.0118,True,True,0.3043764705882353,False
primary,both,task,L3,state,5,hellinger_to_pre,150,440,10,10,0.6958888888888884,0.6200790777790061,0.8350291657495047,0.19588888888888845,0.5003123156342205,0.38333333333333336,0.6164087301587301,0.04531074233975668,113,0.15057814654913176,0.026583514114910552,0.29614401921883293,0.0148,True,True,0.3043764705882353,False
primary,both,task,L3,action,-1,hellinger_to_pre,155,446,10,10,0.660537634408602,0.5356585309693759,0.7390281281855248,0.16053763440860203,0.49991905797101444,0.38124255952380953,0.618421052631579,0.044681946707544384,115,0.11585568770105764,-0.05757687898724103,0.21468584515284939,0.0877,False,False,0.33754128440366976,False
primary,both,task,L3,action,0,hellinger_to_pre,155,446,10,10,0.5529032258064516,0.4111111111111111,0.7598376623376621,0.05290322580645157,0.4999007971014518,0.3822175324675325,0.6166666666666667,0.04511568088142525,115,0.00778754492502632,-0.07126923887834707,0.19391422655713278,0.304,False,False,0.36093286219081266,False
primary,both,task,L3,action,1,hellinger_to_pre,155,446,10,10,0.7060215053763441,0.552405428456753,0.8318181818181817,0.20602150537634412,0.5002129710144935,0.38095238095238093,0.619336111111111,0.045270302770265905,115,0.16075120260607823,-0.029358249610635587,0.28606928637156265,0.0389,False,False,0.33754128440366976,False
primary,both,task,L3,action,2,hellinger_to_pre,155,446,10,10,0.8017204301075266,0.7035072595281305,0.8615112014481835,0.3017204301075266,0.4998761594202908,0.37930339265850943,0.615593769765971,0.04524500654033982,115,0.2564754235671868,0.0891512691570881,0.3381932192921905,0.0047,True,True,0.3043764705882353,False
primary,both,task,L3,action,3,hellinger_to_pre,155,446,10,10,0.7764516129032257,0.6371335597057158,0.8878333333333335,0.27645161290322573,0.4997159420289858,0.3785622710622711,0.6154008438818563,0.045436731827124134,115,0.2310148810761016,0.044911425769284426,0.3577925247043934,0.0077,True,True,0.3043764705882353,False
primary,both,task,L3,action,4,hellinger_to_pre,154,445,10,10,0.6581168831168831,0.32871787148594384,0.8838668313069908,0.1581168831168831,0.4999838405797085,0.3804291213768116,0.6184292763157894,0.04546228010775294,115,0.11265460300913016,-0.06382421055948599,0.35152690665235675,0.1233,False,False,0.33754128440366976,False
primary,both,task,L3,action,5,hellinger_to_pre,150,440,10,10,0.677777777777778,0.4466292134831462,0.8603896103896103,0.17777777777777803,0.5002452802359889,0.38281163194444445,0.6176470588235294,0.04529391014630015,113,0.13248386763147788,-0.07333379120879112,0.3315706995272986,0.154,False,False,0.33754128440366976,False
primary,both,task,L4,state,-1,hellinger_to_pre,155,446,10,10,0.5848387096774194,0.513180822700438,0.7222222222222222,0.08483870967741935,0.49960275362318923,0.3783783783783784,0.6173735410146062,0.04577990247604617,115,0.03905880720137318,-0.07485765235890372,0.1872268760217269,0.1901,False,False,0.33754128440366976,False
primary,both,task,L4,state,0,hellinger_to_pre,155,446,10,10,0.6930107526881719,0.5627940115440118,0.7775985663082435,0.19301075268817192,0.49994224637681245,0.3851190059298688,0.6178178441267171,0.04493991409157892,115,0.14807083859659298,-0.017805284992784897,0.25274612244209854,0.0419,False,False,0.33754128440366976,False
primary,both,task,L4,state,1,hellinger_to_pre,155,446,10,10,0.554301075268817,0.2227936530592825,0.7922735298463356,0.054301075268817,0.5000239855072495,0.3809489202657807,0.6153846153846154,0.04464158596340372,115,0.009659489305413278,-0.07477940140323543,0.2707923521341943,0.1435,False,False,0.33754128440366976,False
primary,both,task,L4,state,2,hellinger_to_pre,155,446,10,10,0.5848387096774197,0.5011627906976743,0.6716666666666666,0.08483870967741969,0.49995681159420274,0.37948275862068964,0.61951044826424,0.04530251725680894,115,0.039536192420610745,-0.07385058689307288,0.12893416228728735,0.1922,False,False,0.33754128440366976,False
primary,both,task,L4,state,3,hellinger_to_pre,155,446,10,10,0.6309677419354834,0.5107245529282145,0.7181481481481482,0.13096774193548344,0.5001797101449291,0.380546875,0.6193194615069615,0.04541832116027823,115,0.0855494207752052,-0.05814146640755971,0.19326844202841204,0.1315,False,False,0.33754128440366976,False
primary,both,task,L4,state,4,hellinger_to_pre,154,445,10,10,0.5547619047619047,0.37777590090090096,0.6930237613751263,0.05476190476190468,0.5002398550724644,0.37801651499831473,0.618064692982456,0.045424193697205364,115,0.009337711064699314,-0.09865054451114184,0.16255451759785736,0.247,False,False,0.3401311475409836,False
primary,both,task,L4,state,5,hellinger_to_pre,150,440,10,10,0.5484444444444444,0.3602246688148942,0.7158730158730159,0.0484444444444444,0.500447123893805,0.3809394409937888,0.6178582451499118,0.04514568034285253,113,0.0032987641015918695,-0.08093943028784507,0.1772530346905345,0.2727,False,False,0.34342471910112354,False
primary,both,task,L4,action,-1,hellinger_to_pre,155,446,10,10,0.6652688172043012,0.43928571428571433,0.7454583491821986,0.1652688172043012,0.4998518840579726,0.38460937500000003,0.6184813968517747,0.045034361009014805,115,0.12023445619528639,-0.06263322336944634,0.21989842024822465,0.0905,False,False,0.33754128440366976,False
primary,both,task,L4,action,0,hellinger_to_pre,155,446,10,10,0.518279569892473,0.30000000000000004,0.7114285714285715,0.018279569892473035,0.49994463768115976,0.3803539603960396,0.6184241413392636,0.04557575841769239,115,-0.027296188525219353,-0.06796271067984788,0.18030344445293978,0.2683,False,False,0.34342471910112354,False
primary,both,task,L4,action,1,hellinger_to_pre,155,446,10,10,0.5584946236559141,0.33832310028388457,0.905703101475459,0.05849462365591407,0.5000499275362318,0.38145492194358566,0.6184367167919798,0.04501832503961263,115,0.013476298616301438,-0.07174078045045787,0.2667035190051493,0.2212,False,False,0.3378327272727273,False
primary,both,task,L4,action,2,hellinger_to_pre,155,446,10,10,0.6493548387096774,0.6003968354768846,0.8466702127659576,0.14935483870967736,0.4996946376811577,0.3778689284390063,0.618421052631579,0.04505062438559342,115,0.10430421432408393,0.017892754692238225,0.28420504385964906,0.0119,True,False,0.3043764705882353,False
primary,both,task,L4,action,3,hellinger_to_pre,155,446,10,10,0.5930107526881722,0.5617097701149423,0.7599120623859293,0.09301075268817216,0.49952442028985444,0.3787878787878788,0.6184318377911991,0.04534142421700302,115,0.04766932847116914,-0.027585166349409704,0.19629747097844102,0.0737,False,False,0.33754128440366976,False
primary,both,task,L4,action,4,hellinger_to_pre,154,445,10,10,0.5483766233766234,0.376880973715651,0.6881020585317459,0.04837662337662341,0.5001099275362313,0.3825427857476719,0.6190476190476191,0.045554127645556726,115,0.0028224957310666807,-0.07824756996099883,0.15213516865079346,0.2729,False,False,0.34342471910112354,False
primary,both,task,L4,action,5,hellinger_to_pre,150,440,10,10,0.507888888888889,0.4306666666666667,0.6958431603773583,0.007888888888888945,0.5001051622418867,0.3796265015015015,0.620219871510855,0.04566992211364783,113,-0.037781033224758884,-0.1016611674087268,0.13245397140654336,0.5447,False,False,0.5546036363636363,False
primary,both,task,L5,state,-1,hellinger_to_pre,155,446,10,10,0.4995698924731185,0.4228639574109214,0.5914501359757598,0.0004301075268814958,0.4998690579710157,0.38444077134986226,0.6168996710526315,0.04528273607127584,115,-0.04485262854439435,-0.10515198405463941,0.0721070953588384,0.5295,False,False,0.5457423312883435,False
primary,both,task,L5,state,0,hellinger_to_pre,155,446,10,10,0.6994623655913975,0.5148743131868134,0.805256205776592,0.19946236559139752,0.5000899275362297,0.3834654471544715,0.6179885176017602,0.04514208292426102,115,0.1543202826671365,-0.05752440923708714,0.276485505633627,0.0985,False,False,0.33754128440366976,False
primary,both,task,L5,state,1,hellinger_to_pre,155,446,10,10,0.6863440860215057,0.3389945512820513,0.9289925118234367,0.18634408602150565,0.4998868115941997,0.3815770459385458,0.6177720552168731,0.045045954798253206,115,0.14129813122325244,-0.0557957994500131,0.39642021970204655,0.104,False,False,0.33754128440366976,False
primary,both,task,L5,state,2,hellinger_to_pre,155,446,10,10,0.6346236559139787,0.42646062817018704,0.7728255752857662,0.13462365591397873,0.5001028260869552,0.3860269005143041,0.6190476190476191,0.044767729704137026,115,0.0898559262098417,-0.07145399362115239,0.2485375480000301,0.1702,False,False,0.33754128440366976,False
primary,both,task,L5,state,3,hellinger_to_pre,155,446,10,10,0.6201075268817204,0.45754335839599,0.7227950042557215,0.12010752688172044,0.5001391304347845,0.38396530289330927,0.6172694383959354,0.04472571301695625,115,0.0753818138647642,-0.08211763872002995,0.19798165265200152,0.211,False,False,0.33754128440366976,False
primary,both,task,L5,state,4,hellinger_to_pre,154,445,10,10,0.6440476190476188,0.464513395297977,0.6987168900343643,0.14404761904761876,0.5003042028985505,0.3841047605336405,0.6162800791343669,0.04486649410940829,115,0.09918112493821046,-0.0953860585137915,0.18069008853541396,0.1074,False,False,0.33754128440366976,False
primary,both,task,L5,state,5,hellinger_to_pre,150,440,10,10,0.6839999999999997,0.4346602150537634,0.7651585297418625,0.18399999999999972,0.49968355457227254,0.382098327020202,0.6181462226240707,0.04527660512026787,113,0.13872339487973184,-0.0791933172944805,0.24053379377913534,0.0814,False,False,0.33754128440366976,False
primary,both,task,L5,action,-1,hellinger_to_pre,155,446,10,10,0.6406451612903226,0.5465677450980393,0.766870630461922,0.14064516129032256,0.4996194202898565,0.3843738339552239,0.6178220785440612,0.04506767854052575,115,0.09557748274979681,-0.030948212082417194,0.22314546901173132,0.0533,False,False,0.33754128440366976,False
primary,both,task,L5,action,0,hellinger_to_pre,155,446,10,10,0.5977419354838713,0.4532494567457193,0.8093970352564099,0.09774193548387133,0.49994652173912874,0.37994294675030027,0.6176085151802656,0.045368192917323094,115,0.05237374256654824,-0.05574419663056885,0.25077232142857153,0.1687,False,False,0.33754128440366976,False
primary,both,task,L5,action,1,hellinger_to_pre,155,446,10,10,0.6586021505376344,0.544082691026739,0.9137121212121202,0.15860215053763438,0.49982173913043515,0.37977762598664244,0.6181657501963865,0.04559096168283953,115,0.11301118885479486,-0.03025428743642518,0.28719852337981955,0.0492,False,False,0.33754128440366976,False
primary,both,task,L5,action,2,hellinger_to_pre,155,446,10,10,0.689784946236559,0.6272991242474001,0.8268304115853657,0.18978494623655895,0.4997378985507258,0.3793103448275862,0.6170921833655152,0.04530969499792375,115,0.1444752512386352,0.04081413719148539,0.2869121619580692,0.0083,True,True,0.3043764705882353,False
primary,both,task,L5,action,3,hellinger_to_pre,155,446,10,10,0.7106451612903223,0.6359375,0.8025641025641026,0.2106451612903223,0.4995123188405789,0.3822728516694034,0.6164440639269406,0.04536639377056651,115,0.1652787675197558,0.04910504844051535,0.2616353496541378,0.0053,True,True,0.3043764705882353,False
primary,both,task,L5,action,4,hellinger_to_pre,154,445,10,10,0.6942640692640693,0.5315270935960591,0.8054216867469881,0.19426406926406925,0.49938956521739075,0.378558362369338,0.6165397135416666,0.04519650478941224,115,0.14906756447465702,-0.034653545351611824,0.2816244377005847,0.0683,False,False,0.33754128440366976,False
primary,both,task,L5,action,5,hellinger_to_pre,150,440,10,10,0.7289999999999999,0.505852316602317,0.88133431372549,0.22899999999999987,0.5000212389380511,0.38290650882950455,0.6177960526315789,0.0451825622530071,113,0.18381743774699277,-0.05865397559492792,0.35063456428493617,0.0798,False,False,0.33754128440366976,False
primary,both,task,L12,state,-1,hellinger_to_pre,155,446,10,10,0.5109677419354836,0.3121166892808684,0.5611125730994151,0.010967741935483555,0.5000852898550733,0.3822254960977516,0.6184217422487035,0.045499281466088504,115,-0.03453153953060495,-0.10148239087301579,0.1203751739216854,0.5348,False,False,0.5467914893617021,False
primary,both,task,L12,state,0,hellinger_to_pre,155,446,10,10,0.6834408602150533,0.5987654320987653,0.771974679723024,0.18344086021505335,0.49999086956521677,0.380433115497466,0.6203783524904213,0.04587948502632783,115,0.13756137518872552,0.000990021008403357,0.23604904990842474,0.0244,True,False,0.33754128440366976,False
primary,both,task,L12,state,1,hellinger_to_pre,155,446,10,10,0.5040860215053761,0.3669804570607018,0.6761748961329498,0.0040860215053760696,0.49970869565217235,0.3804239130434783,0.6161117021276598,0.04521371563727731,115,-0.04112769413190124,-0.0917133233051685,0.14743315040937316,0.4248,False,False,0.4560153354632588,False
primary,both,task,L12,state,2,hellinger_to_pre,155,446,10,10,0.4865591397849461,0.3368183225540113,0.7555555555555554,0.013440860215053918,0.4999406521739124,0.3821821558732828,0.6134607596848145,0.044787928268564585,115,-0.03134706805351067,-0.06654572081593775,0.20555626707650265,0.2441,False,False,0.3380740740740741,False
primary,both,task,L12,state,3,hellinger_to_pre,155,446,10,10,0.3931182795698925,0.30245378462842304,0.6851879084967322,0.10688172043010752,0.5001755072463758,0.38107328869047613,0.6130323460064838,0.04506797522896591,115,0.06181374520114161,-0.07188458089360157,0.18016309811642262,0.1592,False,False,0.33754128440366976,False
primary,both,task,L12,state,4,hellinger_to_pre,154,445,10,10,0.3896103896103896,0.27979904501391706,0.6087965146750524,0.11038961038961043,0.4997423913043473,0.37851301037483265,0.6197305143545637,0.04506941298852772,115,0.0653201974010827,-0.08737259110118702,0.1919714575435163,0.1697,False,False,0.33754128440366976,False
primary,both,task,L12,state,5,hellinger_to_pre,150,440,10,10,0.37588888888888905,0.33602446691148696,0.48663392647404274,0.12411111111111095,0.49939387905604554,0.380952380952381,0.6160742902930403,0.04548995235162501,113,0.07862115875948594,-0.0670339173405212,0.14392043219100498,0.0981,False,False,0.33754128440366976,False
primary,both,task,L12,action,-1,hellinger_to_pre,155,446,10,10,0.5115053763440862,0.35060857057155326,0.7461395784325864,0.011505376344086216,0.4994457246376809,0.3783768835206889,0.6197183098591549,0.04558044732004759,115,-0.03407507097596137,-0.09470977751468472,0.21528727338502268,0.2775,False,False,0.34405904059040593,False
primary,both,task,L12,action,0,hellinger_to_pre,155,446,10,10,0.5968817204301073,0.5392581699346404,0.6847742040285897,0.09688172043010734,0.5001160869565222,0.38157723410087724,0.6156338595360823,0.04472779757933759,115,0.05215392285076975,-0.05971490590060762,0.14858959330988114,0.1104,False,False,0.33754128440366976,False
primary,both,task,L12,action,1,hellinger_to_pre,155,446,10,10,0.7389247311827958,0.5416666666666666,0.8191919191919191,0.23892473118279578,0.49954673913043707,0.3787850935828877,0.6136400058275058,0.04472596067937793,115,0.19419877050341786,-0.04458140296348421,0.2921926579088169,0.0432,False,False,0.33754128440366976,False
primary,both,task,L12,action,2,hellinger_to_pre,155,446,10,10,0.807311827956989,0.7042735042735043,0.8863905325443787,0.30731182795698897,0.4998168840579734,0.38157585866073634,0.6185575270948981,0.045375486155072954,115,0.261936341801916,0.0855483021077285,0.36090381833479007,0.0043,True,True,0.3043764705882353,False
primary,both,task,L12,action,3,hellinger_to_pre,155,446,10,10,0.6176344086021502,0.5399889558232931,0.6685840707964602,0.11763440860215024,0.4999115942028975,0.381577872377021,0.6155000395131973,0.045089046280698826,115,0.07254536232145142,-0.06075633869366054,0.14503570305917812,0.0925,False,False,0.33754128440366976,False
primary,both,task,L12,action,4,hellinger_to_pre,154,445,10,10,0.668290043290043,0.5224676211793763,0.766386641793647,0.16829004329004305,0.5001118840579705,0.37870113168724273,0.6173500122940742,0.04578722300976698,115,0.12250282028027606,-0.054035110909857985,0.24197912654214784,0.1075,False,False,0.33754128440366976,False
primary,both,task,L12,action,5,hellinger_to_pre,150,440,10,10,0.7441111111111108,0.5412486242138365,0.8473913043478258,0.24411111111111083,0.4997850294985268,0.38043148880105404,0.6181459544988025,0.04522051557894608,113,0.19889059553216476,-0.04010553760608938,0.3170707592074283,0.0437,False,False,0.33754128440366976,False
primary,both,task,L13,state,-1,hellinger_to_pre,155,446,10,10,0.4601075268817206,0.32663070436507935,0.612331792925125,0.039892473118279426,0.4999933333333332,0.3804340911605266,0.6171980006720429,0.045101310449642475,115,-0.005208837331363049,-0.08911748876747654,0.13766104252376518,0.3394,False,False,0.3871945945945946,False
primary,both,task,L13,state,0,hellinger_to_pre,155,446,10,10,0.5891397849462363,0.4795698924731183,0.6880137844611527,0.08913978494623631,0.5001751449275361,0.382438287815126,0.6168239470809563,0.04496438975429376,115,0.04417539519194255,-0.09356733722358725,0.1588701708032448,0.2025,False,False,0.33754128440366976,False
primary,both,task,L13,state,1,hellinger_to_pre,155,446,10,10,0.48752688172043007,0.21170634920634931,0.7171929824561402,0.012473118279569928,0.5001205072463746,0.3801976605191257,0.616548206453634,0.04496647632872978,115,-0.03249335804915985,-0.07365101565101563,0.26018837227978797,0.2104,False,False,0.33754128440366976,False
primary,both,task,L13,state,2,hellinger_to_pre,155,446,10,10,0.5505376344086023,0.47630517059052707,0.6921628826969383,0.05053763440860226,0.4999137681159442,0.38095238095238093,0.6170921833655152,0.045160139975888726,115,0.005377494432713535,-0.08922476546700983,0.13060528305417313,0.3727,False,False,0.4119315789473684,False
primary,both,task,L13,state,3,hellinger_to_pre,155,446,10,10,0.450537634408602,0.3967990476190476,0.6793894993894991,0.049462365591397994,0.5001286956521713,0.38235294117647056,0.6166724537037035,0.04543706231086198,115,0.004025303280536012,-0.09025367024280077,0.11072341639960383,0.3638,False,False,0.40475761589403975,False
primary,both,task,L13,state,4,hellinger_to_pre,154,445,10,10,0.5155844155844155,0.37339382546738553,0.7512590948329018,0.015584415584415479,0.5000802173913071,0.38235294117647056,0.6141997354497354,0.04518246323329301,115,-0.02959804764887753,-0.08709220926132687,0.19793905739988843,0.3207,False,False,0.3728553633217993,False
primary,both,task,L13,state,5,hellinger_to_pre,150,440,10,10,0.6264444444444442,0.5178824094661909,0.7910810427078602,0.12644444444444425,0.5005030973451324,0.38207547169811323,0.6185487532110904,0.04515554418476242,113,0.08128890025968183,-0.07334648970622255,0.26365677803379417,0.1549,False,False,0.33754128440366976,False
primary,both,task,L13,action,-1,hellinger_to_pre,155,446,10,10,0.5203225806451615,0.39212031809206466,0.6181818181818182,0.02032258064516146,0.49996304347826165,0.377570847362514,0.6171179331505419,0.04542417606024557,115,-0.02510159541508411,-0.10451733103729326,0.09434678190116604,0.4942,False,False,0.5172934579439252,False
primary,both,task,L13,action,0,hellinger_to_pre,155,446,10,10,0.5599999999999999,0.49234640694153287,0.6808080808080809,0.05999999999999994,0.4997307246376822,0.3815714371545302,0.6142482718894009,0.04504130791206305,115,0.01495869208793689,-0.06907739927487781,0.13197871297909397,0.3006,False,False,0.36093286219081266,False
primary,both,task,L13,action,1,hellinger_to_pre,155,446,10,10,0.4290322580645161,0.3201371173469387,0.6869600280504908,0.07096774193548389,0.4996095652173902,0.383331611570248,0.6168834926647427,0.04528391814672301,115,0.025683823788760878,-0.08859248458426613,0.169670159233791,0.2629,False,False,0.34342471910112354,False
primary,both,task,L13,action,2,hellinger_to_pre,155,446,10,10,0.6577419354838708,0.5830983625329209,0.8193939393939393,0.15774193548387083,0.4997068115942,0.3804324600520253,0.6154989435266999,0.045517962674416775,115,0.11222397280945406,0.015954316740607204,0.2586780995934959,0.0154,True,False,0.3043764705882353,False
primary,both,task,L13,action,3,hellinger_to_pre,155,446,10,10,0.7126881720430103,0.6517533612067552,0.8354166666666668,0.21268817204301027,0.5002301449275371,0.3838187508003585,0.6142681277056278,0.045093580376180845,115,0.16759459166682944,0.07892259075746184,0.285148193760263,0.0014,True,True,0.3043764705882353,False
primary,both,task,L13,action,4,hellinger_to_pre,154,445,10,10,0.7019480519480518,0.47269784580498875,0.864859437751004,0.20194805194805177,0.4995850000000004,0.3848033887468031,0.6156007092887678,0.0443219885704521,115,0.15762606337759966,-0.08091581676468972,0.3343065108396901,0.1972,False,False,0.33754128440366976,False
primary,both,task,L13,action,5,hellinger_to_pre,150,440,10,10,0.688333333333333,0.5911056201550386,0.7548022598870058,0.18833333333333302,0.500141961651918,0.3783756182653242,0.6195652173913043,0.045534506844098786,113,0.14279882648923423,-0.005117614111035464,0.22671818796498308,0.0274,False,False,0.33754128440366976,False
primary,both,task,L14,state,-1,hellinger_to_pre,155,446,10,10,0.45548387096774173,0.33400372678396867,0.5448387653788043,0.04451612903225827,0.5001839855072455,0.38065455392499414,0.6184227658991228,0.04545026885687358,115,-0.000934139824615314,-0.09022217912765935,0.11572223422644771,0.412,False,False,0.4451189710610932,False
primary,both,task,L14,state,0,hellinger_to_pre,155,446,10,10,0.5797849462365592,0.48758250284549615,0.7791300675675673,0.07978494623655918,0.5000782608695675,0.38145026408450705,0.6164065712640842,0.04559494806723072,115,0.03418999816932847,-0.07696947150072139,0.21506939791057014,0.2375,False,False,0.337951867219917,False
primary,both,task,L14,state,1,hellinger_to_pre,155,446,10,10,0.4631182795698928,0.38489565972222234,0.6327868852459015,0.03688172043010718,0.4996798550724646,0.37759758309925096,0.6153846153846154,0.04524152406325843,115,-0.008359803633151253,-0.10625182542529224,0.10212142332387122,0.4386,False,False,0.466359493670886,False
primary,both,task,L14,state,2,hellinger_to_pre,155,446,10,10,0.5274193548387096,0.4444877913547862,0.8282051282051281,0.02741935483870961,0.4997013768115932,0.3809424603174603,0.6166666666666667,0.04506381275397049,115,-0.017644457915260883,-0.08023140879402162,0.27292709129106185,0.391,False,False,0.42516504854368936,False
primary,both,task,L14,state,3,hellinger_to_pre,155,446,10,10,0.5456989247311825,0.42312157565728986,0.7553459119496856,0.04569892473118253,0.4998540579710151,0.3809489202657807,0.6165604575163397,0.044466084321364716,115,0.0012328404098178175,-0.07485921616302367,0.2149047732607318,0.2964,False,False,0.35953212996389894,False
