feature,development_auc_raw,development_selected_sign,development_separation,external_auc_frozen_direction,external_ap_frozen_direction,external_late_prevalence,within_task_auc_weighted,within_task_auc_macro,within_task_tasks
layer_median_ratio_w8,0.35326704545454546,-1,0.14673295454545454,0.6580601489217677,0.12714506988200644,0.06585365853658537,0.6731770833333334,0.572506368802665,9
mobility_settlement_drop,0.6467048710601719,1,0.14670487106017194,0.5288449957846562,0.06445759316639349,0.06585365853658537,0.43351063829787234,0.534215167548501,8
route_acceleration_now,0.35404829545454547,-1,0.14595170454545453,0.5869838506914224,0.08658454011792863,0.06585365853658537,0.62890625,0.681258573388203,9
token_disagreement_prefix_mean,0.35653409090909094,-1,0.14346590909090906,0.6043902910743641,0.1689460093462924,0.06585365853658537,0.4322916666666667,0.5383058984910837,9
lock_head_now,0.6397017045454545,1,0.1397017045454545,0.6320471907939271,0.11290424230761807,0.06585365853658537,0.43359375,0.5785763276504017,9
front_leads_back_corr1,0.6376420454545454,1,0.1376420454545454,0.7032201914708442,0.12779500974886598,0.06585365853658537,0.5208333333333334,0.49502253576327654,9
layer5_state_action_gap_prefix_std,0.3632102272727273,-1,0.13678977272727272,0.6647326177352287,0.14939523194644036,0.06585365853658537,0.5937499999999999,0.5863756613756613,9
late_flow_volatility_last8_range,0.3637073863636364,-1,0.13629261363636358,0.5366018760274635,0.10608444075557397,0.06585365853658537,0.4720052083333333,0.4467592592592593,9
gate_entropy_prefix_mean,0.6360795454545455,1,0.13607954545454548,0.630258195532347,0.11985176839248676,0.06585365853658537,0.5618489583333334,0.36571012149715854,9
late_flow_volatility_w8,0.3674715909090909,-1,0.13252840909090913,0.6123198916932598,0.10468404607288073,0.06585365853658537,0.5664062499999999,0.6154688418577307,9
token_disagreement_now,0.3686789772727273,-1,0.1313210227272727,0.657721690358766,0.11241438960913597,0.06585365853658537,0.5494791666666666,0.48910934744268075,9
gate_entropy_last8_slope,0.6292613636363636,1,0.12926136363636365,0.5911420558940141,0.09569179913123352,0.06585365853658537,0.5546875,0.6478346070938663,9
mobility_high_fraction,0.3708096590909091,-1,0.12919034090909087,0.6535151339328885,0.11619009790274873,0.06585365853658537,0.7259114583333334,0.7028120713305898,9
late_flow_volatility_prefix_mean,0.37187500000000007,-1,0.12812499999999993,0.6447152112948458,0.1878506080334153,0.06585365853658537,0.5065104166666666,0.5277753282382913,9
lag_periodicity_prefix_std,0.3723011363636364,-1,0.12769886363636362,0.6056474228797989,0.12696983487322078,0.06585365853658537,0.5221354166666666,0.6220434058397021,9
front_minus_back_w4,0.6276988636363636,1,0.12769886363636362,0.5697708152016245,0.086304915945663,0.06585365853658537,0.5390625,0.6536865569272977,9
route_acceleration_prefix_mean,0.3742897727272727,-1,0.1257102272727273,0.627405473358476,0.18937487338327239,0.06585365853658537,0.4791666666666667,0.4592568097197727,9
instability_head_last8_slope,0.37599431818181817,-1,0.12400568181818183,0.5612609999032976,0.07920149248753042,0.06585365853658537,0.5768229166666666,0.6504703115814228,9
lock_head_w4,0.6230113636363637,1,0.12301136363636367,0.5945266415240306,0.13681593095843403,0.06585365853658537,0.3841145833333333,0.46915049970605527,9
front_state_action_gap_prefix_std,0.3789772727272727,-1,0.12102272727272728,0.6920994101150758,0.16245396290770694,0.06585365853658537,0.6119791666666666,0.6101214971585343,9
top4_union_w4,0.6209517045454546,1,0.12095170454545456,0.48728362827579536,0.07376938526038437,0.06585365853658537,0.67578125,0.581738683127572,9
top12_margin_last8_range,0.37990056818181817,-1,0.12009943181818183,0.5954453147664636,0.11167236469803282,0.06585365853658537,0.6712239583333334,0.5046002351557907,9
route_activity_last8_slope,0.3805397727272727,-1,0.11946022727272732,0.4618508848273861,0.058164158764590426,0.06585365853658537,0.359375,0.46239222026259064,9
lock_head_last8_range,0.3806818181818181,-1,0.11931818181818188,0.7092157431583018,0.13716760813082532,0.06585365853658537,0.6432291666666667,0.6936262982559279,9
front_feedback_split_last8_slope,0.38125000000000003,-1,0.11874999999999997,0.4458949811430229,0.056142798764685774,0.06585365853658537,0.3684895833333333,0.4008842837546541,9
instability_head_w8,0.3823863636363636,-1,0.11761363636363642,0.6023595396963543,0.1770687560738331,0.06585365853658537,0.51171875,0.5714261218890848,9
front_feedback_split_now,0.38409090909090915,-1,0.11590909090909085,0.637849337588241,0.10756867538651843,0.06585365853658537,0.5826822916666666,0.5628919263178522,9
route_mobility_last8_slope,0.3848011363636364,-1,0.11519886363636361,0.5115559423653417,0.06682425748736393,0.06585365853658537,0.40625,0.4827821869488537,9
route_acceleration_w4,0.38615056818181814,-1,0.11384943181818186,0.603568320278503,0.10260762790763656,0.06585365853658537,0.5748697916666666,0.7562561238487164,9
token_disagreement_last8_range,0.3869318181818182,-1,0.11306818181818179,0.6378493375882409,0.09477916724352994,0.06585365853658537,0.5286458333333334,0.5556780325298845,9
route_acceleration_last8_range,0.39147727272727273,-1,0.10852272727272727,0.473455178416014,0.06048338387979847,0.06585365853658537,0.3684895833333333,0.3329046639231825,9
lock_head_w8,0.608096590909091,1,0.10809659090909096,0.5863069335654192,0.13686297124984095,0.06585365853658537,0.4270833333333333,0.49370713305898495,9
gate_entropy_w4,0.6074573863636364,1,0.10745738636363644,0.6240208877284595,0.09807467317555325,0.06585365853658537,0.6432291666666666,0.4306143445032334,9
layer_front_ratio_last8_range,0.3974431818181818,-1,0.10255681818181822,0.5926892950391645,0.14347983563264477,0.06585365853658537,0.7356770833333334,0.5695546737213404,9
back_leads_front_corr1,0.6015625,1,0.1015625,0.6328208103665023,0.21421480118461086,0.06585365853658537,0.484375,0.5046149323927102,9
top4_union_prefix_std,0.39857954545454544,-1,0.10142045454545456,0.6240208877284595,0.18674425537456438,0.06585365853658537,0.40494791666666674,0.5725284146580444,9
token_disagreement_w4,0.40071022727272726,-1,0.09928977272727274,0.6147374528575572,0.11989894795618655,0.06585365853658537,0.5319010416666666,0.45411522633744855,9
token_disagreement_last8_slope,0.4014204545454545,-1,0.0985795454545455,0.6277922831447635,0.10948696228992114,0.06585365853658537,0.5078125,0.49967421124828526,9
token_disagreement_w8,0.4024147727272727,-1,0.09758522727272728,0.5895464655255778,0.11824643155414936,0.06585365853658537,0.5384114583333334,0.531305114638448,9
instability_head_last8_range,0.4029829545454545,-1,0.09701704545454548,0.5816652161299681,0.08244327885138598,0.06585365853658537,0.5286458333333333,0.4862139917695473,9
gate_entropy_last8_range,0.4059659090909091,-1,0.09403409090909087,0.5550236920994102,0.11025783261235003,0.06585365853658537,0.6158854166666666,0.48452135998432294,9
layer_back_ratio_prefix_std,0.5936079545454546,1,0.09360795454545456,0.5153273377816459,0.11164344873686814,0.06585365853658537,0.546875,0.5887468155986675,9
lag_recurrence_last8_slope,0.5917613636363637,1,0.09176136363636367,0.4537278793153467,0.05783801457091182,0.06585365853658537,0.3541666666666667,0.36428081520674116,9
route_acceleration_w8,0.4092329545454545,-1,0.0907670454545455,0.5695774103084807,0.09745335283264847,0.06585365853658537,0.50390625,0.5639599255339997,9
layer_median_ratio_last8_slope,0.4102272727272727,-1,0.08977272727272728,0.5149405279953583,0.07044936923568422,0.06585365853658537,0.3841145833333333,0.48751714677640595,9
layer_back_ratio_last8_slope,0.4106534090909091,-1,0.08934659090909092,0.5164877671405086,0.06514403181502901,0.06585365853658537,0.4244791666666667,0.5503551832255535,9
top4_union_last8_slope,0.5879261363636363,1,0.08792613636363633,0.4569190600522194,0.0597976935120442,0.06585365853658537,0.5807291666666666,0.5233661571624535,9
gate_entropy_now,0.5878551136363637,1,0.08785511363636367,0.5792476549656705,0.10016347108640425,0.06585365853658537,0.7109375,0.5904076033705663,9
layer5_state_action_gap_last8_slope,0.41647727272727275,-1,0.08352272727272725,0.507687844502466,0.07126164801259735,0.06585365853658537,0.6627604166666666,0.47932343719380754,9
front_feedback_split_prefix_mean,0.41761363636363635,-1,0.08238636363636365,0.6019727299100668,0.12406483660177048,0.06585365853658537,0.4596354166666667,0.508132471095434,9
gate_entropy_w8,0.5808238636363636,1,0.08082386363636362,0.5668697418044677,0.1199495979019025,0.06585365853658537,0.63671875,0.3438528806584362,9
route_acceleration_prefix_std,0.4210227272727272,-1,0.07897727272727278,0.5963639880088967,0.08712920967591083,0.06585365853658537,0.5729166666666666,0.6133989809915735,9
route_mobility_last8_range,0.42102272727272727,-1,0.07897727272727273,0.6493569287302968,0.13771626270739173,0.06585365853658537,0.67578125,0.6722454928473448,9
lag_periodicity_prefix_mean,0.5778409090909091,1,0.07784090909090913,0.48041775456919056,0.06590519623640262,0.06585365853658537,0.5143229166666667,0.46754360180286114,9
layer_median_ratio_prefix_std,0.5754261363636364,1,0.07542613636363638,0.5190987331979499,0.0938547989925298,0.06585365853658537,0.4453125,0.5201891044483636,9
front_state_action_gap_prefix_mean,0.42471590909090906,-1,0.07528409090909094,0.5889178996228605,0.11994705074790434,0.06585365853658537,0.4934895833333333,0.5675313541054282,9
top4_union_last8_range,0.42578125,-1,0.07421875,0.5861618798955613,0.10321566622787037,0.06585365853658537,0.3483072916666667,0.4524299431706839,9
layer_back_ratio_last8_range,0.4275568181818181,-1,0.07244318181818188,0.6106759501015375,0.08167032239423846,0.06585365853658537,0.6302083333333334,0.6588232412306486,9
lag_periodicity_now,0.5710937500000001,1,0.07109375000000007,0.42969732134222993,0.058123446641574664,0.06585365853658537,0.4420572916666667,0.5973508230452675,9
lag_periodicity_w4,0.5696732954545454,1,0.06967329545454537,0.45986848467266217,0.06580854728335953,0.06585365853658537,0.5559895833333334,0.5471462864981382,9
top4_union_prefix_mean,0.5693181818181818,1,0.06931818181818183,0.5046900686587371,0.07925088741546239,0.06585365853658537,0.5807291666666666,0.5683348030570252,9
top12_margin_last8_slope,0.43125,-1,0.06874999999999998,0.528575572961996,0.07273309337374013,0.06585365853658537,0.5677083333333334,0.5642857142857143,9
lag_periodicity_w8,0.5676136363636364,1,0.06761363636363638,0.48592979402378883,0.07033455307542022,0.06585365853658537,0.7552083333333334,0.5654810895551636,9
top4_union_w8,0.5653409090909092,1,0.06534090909090917,0.5179383038390871,0.09846545611555599,0.06585365853658537,0.6523437499999999,0.6571061140505585,9
layer5_state_action_gap_last8_range,0.43501420454545453,-1,0.06498579545454547,0.6027947007059279,0.11903055180069104,0.06585365853658537,0.478515625,0.38513129531648055,9
layer_dynamics_effrank,0.4353693181818182,-1,0.06463068181818182,0.6613480321052122,0.13474572590227923,0.06585365853658537,0.5091145833333334,0.40261610817166377,9
mobility_center_cross_rate,0.4358664772727273,-1,0.06413352272727268,0.542839183831351,0.08902735464124199,0.06585365853658537,0.533203125,0.40073731138545954,9
layer_front_ratio_now,0.43821022727272724,-1,0.06178977272727276,0.5882409824968572,0.21690592697901023,0.06585365853658537,0.5,0.5907407407407407,9
lock_head_last8_slope,0.5615056818181818,1,0.061505681818181834,0.5504303258872449,0.07320422843060742,0.06585365853658537,0.3723958333333333,0.48415147952184984,9
token_disagreement_prefix_std,0.4389204545454545,-1,0.061079545454545525,0.6529349192534571,0.1453339086522842,0.06585365853658537,0.5664062500000001,0.5597295708406819,9
top12_margin_w4,0.44133522727272734,-1,0.05866477272727266,0.5859684750024176,0.09939965599651124,0.06585365853658537,0.7434895833333334,0.5316431510875955,9
lag_periodicity_last8_slope,0.5569602272727273,1,0.056960227272727315,0.4946330142152596,0.0731528231106322,0.06585365853658537,0.4895833333333333,0.5063883989809916,9
lock_head_prefix_std,0.44630681818181817,-1,0.053693181818181834,0.6891983367179189,0.17962154281252155,0.06585365853658537,0.7044270833333334,0.6405839702135998,9
lag_periodicity_last8_range,0.4485085227272727,-1,0.05149147727272729,0.5986848467266221,0.09043469990816783,0.06585365853658537,0.6243489583333334,0.6690966098373506,9
layer5_state_action_gap_now,0.44893465909090907,-1,0.05106534090909093,0.4441059858814428,0.05930329968675768,0.06585365853658537,0.3365885416666667,0.44339359200470313,9
layer_front_ratio_prefix_std,0.5480113636363636,1,0.0480113636363636,0.5017889952615802,0.0690466459372173,0.06585365853658537,0.3541666666666667,0.35851459925534,9
layer_profile_dispersion_w4,0.5473011363636364,1,0.04730113636363642,0.4760661444734552,0.06290108319727333,0.06585365853658537,0.5299479166666666,0.40767440721144427,9
layer_mean_abs_corr,0.5461647727272727,1,0.04616477272727271,0.6325307030267866,0.1290052985975409,0.06585365853658537,0.5143229166666666,0.45190329218106995,9
front_state_action_gap_now,0.4551846590909091,-1,0.044815340909090895,0.48926602843051925,0.06457497082795352,0.06585365853658537,0.3782552083333333,0.47236552028218703,9
layer5_state_action_gap_w4,0.45646306818181825,-1,0.043536931818181746,0.5093317860941882,0.07164908613335087,0.06585365853658537,0.4244791666666667,0.5027263374485597,9
front_state_action_gap_w4,0.46221590909090904,-1,0.03778409090909096,0.5330722367275893,0.07254965489116384,0.06585365853658537,0.5201822916666666,0.5029467960023515,9
lag_recurrence_last8_range,0.4622159090909091,-1,0.037784090909090906,0.6725655159075524,0.17297827970338922,0.06585365853658537,0.6809895833333334,0.6943611601019009,9
top12_margin_w8,0.46249999999999997,-1,0.03750000000000003,0.5574896044869935,0.10503669679566972,0.06585365853658537,0.7552083333333334,0.33091808739956885,9
layer_front_ratio_w4,0.4629261363636364,-1,0.03707386363636361,0.5482061696160913,0.18063483666291735,0.06585365853658537,0.5299479166666666,0.5326327650401724,9
route_activity_last8_range,0.46377840909090906,-1,0.03622159090909094,0.7107146310801663,0.235784285346155,0.06585365853658537,0.72265625,0.7748432294728591,9
front_feedback_split_prefix_std,0.46392045454545455,-1,0.03607954545454545,0.6356251813170873,0.1244380785458423,0.06585365853658537,0.5013020833333334,0.6273270625122477,9
layer5_state_action_gap_w8,0.46576704545454545,-1,0.03423295454545455,0.5200174064403829,0.08426654034554414,0.06585365853658537,0.3899739583333333,0.5826388888888889,9
layer_median_ratio_last8_range,0.4660511363636364,-1,0.033948863636363624,0.5844695870805532,0.08765378369780782,0.06585365853658537,0.6471354166666666,0.6305825004899079,9
front_state_action_gap_w8,0.4700284090909091,-1,0.029971590909090906,0.5456919060052219,0.07612085442230392,0.06585365853658537,0.4192708333333333,0.5469062316284539,9
top12_margin_prefix_mean,0.47045454545454546,-1,0.02954545454545454,0.6035199690552171,0.09334152161763459,0.06585365853658537,0.7356770833333334,0.49482167352537726,9
layer_front_ratio_last8_slope,0.47102272727272726,-1,0.02897727272727274,0.5222899139348225,0.07414305983232863,0.06585365853658537,0.40234375,0.4391362923770331,9
route_activity_prefix_std,0.5249999999999999,1,0.02499999999999991,0.42239628662605166,0.05759756278778995,0.06585365853658537,0.4596354166666667,0.3775009798157946,9
layer5_state_action_gap_prefix_mean,0.47571022727272727,-1,0.02428977272727273,0.5356832027850305,0.0867393134263957,0.06585365853658537,0.4615885416666667,0.5111858220654517,9
top12_margin_now,0.47713068181818186,-1,0.022869318181818143,0.5238371530799729,0.0741411528658793,0.06585365853658537,0.6783854166666666,0.40969037820889675,9
front_back_corr0,0.521875,1,0.021874999999999978,0.5962672855623248,0.11478171572645851,0.06585365853658537,0.4973958333333334,0.39677640603566533,9
lag_recurrence_prefix_std,0.5205965909090909,1,0.02059659090909094,0.41939851078232276,0.05606840423965916,0.06585365853658537,0.32031249999999994,0.46240201842053696,9
late_flow_volatility_prefix_std,0.5197443181818182,1,0.01974431818181821,0.43293685330238857,0.056818590100426586,0.06585365853658537,0.46484375,0.5855134234763865,9
layer_back_ratio_prefix_mean,0.4805397727272727,-1,0.019460227272727282,0.61028914031525,0.16264924378768347,0.06585365853658537,0.6888020833333334,0.6837448559670781,9
route_mobility_prefix_std,0.4806818181818182,-1,0.01931818181818179,0.5718015665796344,0.09129636220414601,0.06585365853658537,0.67578125,0.5460562414266118,9
front_lead_asymmetry,0.5173295454545455,1,0.01732954545454546,0.5131998839570642,0.07367363769328453,0.06585365853658537,0.5455729166666666,0.6407260435038213,9
front_feedback_split_last8_range,0.48409090909090907,-1,0.01590909090909093,0.6819456532250265,0.14144754456710612,0.06585365853658537,0.7044270833333334,0.7036988046247306,9
top4_union_now,0.5152698863636365,1,0.015269886363636465,0.48346388163620546,0.06817155961960711,0.06585365853658537,0.6171875,0.4888472467176171,9
gate_entropy_prefix_std,0.48480113636363636,-1,0.015198863636363635,0.5047867711053089,0.06529479015956739,0.06585365853658537,0.4453125,0.4725284146580443,9
front_state_action_gap_last8_slope,0.4880681818181818,-1,0.01193181818181821,0.4938593946426844,0.06770342755651798,0.06585365853658537,0.6927083333333334,0.5083676268861453,9
top12_margin_prefix_std,0.5086647727272727,1,0.00866477272727273,0.46755632917512807,0.06613244273455846,0.06585365853658537,0.5442708333333334,0.5230109739368998,9
front_state_action_gap_last8_range,0.5047585227272726,1,0.004758522727272618,0.3790735905618412,0.0538601091968504,0.06585365853658537,0.5540364583333334,0.4319223985890653,9
layer_front_ratio_w8,0.4958806818181819,-1,0.004119318181818099,0.557973116719853,0.16925414343880144,0.06585365853658537,0.5989583333333334,0.5794459141681364,9
instability_head_prefix_std,0.4967329545454546,-1,0.0032670454545454253,0.6233439706024562,0.1032959562277249,0.06585365853658537,0.6627604166666666,0.5896531452087008,9
layer_front_ratio_prefix_mean,0.503125,1,0.0031250000000000444,0.4276182187409341,0.060631739831638165,0.06585365853658537,0.3111979166666667,0.4425558495002939,9
layer_median_ratio_prefix_mean,0.5022727272727273,1,0.002272727272727315,0.402088772845953,0.057888447982514316,0.06585365853658537,0.3072916666666667,0.34584068195179307,9
