tp,fp,risk_recall,timely_fpr,precision,low_prior_tp,low_prior_fp,low_prior_precision,low_prior_share,mean_alarm_prior,lift,n_alarm,median_alarm_chunk,mode__approached_target_without_observed_contact__n,mode__approached_target_without_observed_contact__hit,mode__approached_target_without_observed_contact__coverage,mode__goal_predicate_regressed__n,mode__goal_predicate_regressed__hit,mode__goal_predicate_regressed__coverage,mode__object_moved_but_goal_unmet__n,mode__object_moved_but_goal_unmet__hit,mode__object_moved_but_goal_unmet__coverage,mode__object_released_or_dropped_before_goal__n,mode__object_released_or_dropped_before_goal__hit,mode__object_released_or_dropped_before_goal__coverage,mode__object_released_outside_goal__n,mode__object_released_outside_goal__hit,mode__object_released_outside_goal__coverage,mode__stable_grasp_not_observed__n,mode__stable_grasp_not_observed__hit,mode__stable_grasp_not_observed__coverage,mode__timeout_while_holding_target__n,mode__timeout_while_holding_target__hit,mode__timeout_while_holding_target__coverage,worst_mode_coverage,mean_mode_coverage,mode_cv,n_modes_scored,heads,n_heads,k,frames,n_frames,has_duplicate_pair,fits_dev_fp_cap,pool,mode,objective
44,0,0.09034907597535935,0.0,1.0,0,0,0.0,0.0,0.9994714587737843,1.0005288207297727,44,19.5,14,0,0.0,28,0,0.0,72,3,0.041666666666666664,218,35,0.16055045871559634,18,3,0.16666666666666666,116,3,0.02586206896551724,14,0,0.0,0.0,0.056392265859206696,1.2303741051100856,7,flow_endpoint|global+v7_guard|global,2,2,adjacent_query+denoising_steps,2,False,True,secondary_with_v7,global,A
43,0,0.08829568788501027,0.0,1.0,0,0,0.0,0.0,0.9994591671173607,1.0005411255411256,43,19.0,14,0,0.0,28,0,0.0,72,2,0.027777777777777776,218,35,0.16055045871559634,18,3,0.16666666666666666,116,3,0.02586206896551724,14,0,0.0,0.0,0.05440813887507972,1.2860649943529816,7,expert_load_effective_rank|global+flow_endpoint|global+v7_guard|global,3,3,adjacent_query+denoising_steps+expert_load,3,False,True,secondary_with_v7,global,A
41,0,0.08418891170431211,0.0,1.0,2,0,1.0,0.04878048780487805,0.6307271663920092,1.58547158467958,41,36.0,14,4,0.2857142857142857,28,3,0.10714285714285714,72,5,0.06944444444444445,218,9,0.04128440366972477,18,0,0.0,116,19,0.16379310344827586,14,1,0.07142857142857142,0.0,0.10554395226402276,0.8290305214375523,7,conditional_effective_rank|global+flow_settling_log_ratio|global+v7_guard|global,3,2,adjacent_query+denoising_steps+token_graph,3,False,True,secondary_with_v7,global,A
41,0,0.08418891170431211,0.0,1.0,2,0,1.0,0.04878048780487805,0.9286172642845916,1.076869920968357,41,20.0,14,0,0.0,28,3,0.10714285714285714,72,4,0.05555555555555555,218,24,0.11009174311926606,18,3,0.16666666666666666,116,4,0.034482758620689655,14,3,0.21428571428571427,0.0,0.0983178993415356,0.7078808302393508,7,flow_path|global+flow_settling_log_ratio|global+v7_guard|global,3,2,adjacent_query+denoising_steps,2,False,True,secondary_with_v7,global,A
39,0,0.08008213552361396,0.0,1.0,0,0,0.0,0.0,0.9788403573829314,1.0216170517055936,39,18.0,14,0,0.0,28,2,0.07142857142857142,72,3,0.041666666666666664,218,26,0.11926605504587157,18,3,0.16666666666666666,116,5,0.04310344827586207,14,0,0.0,0.0,0.06316162972623406,0.9030314980084951,7,action_consensus|global+expert_load_effective_rank|global+flow_path|global,3,2,denoising_steps+expert_load+token_graph,3,False,True,secondary_with_v7,global,A
39,0,0.08008213552361396,0.0,1.0,0,0,0.0,0.0,0.9857151251272646,1.014491889703824,39,18.0,14,0,0.0,28,2,0.07142857142857142,72,3,0.041666666666666664,218,27,0.12385321100917432,18,3,0.16666666666666666,116,4,0.034482758620689655,14,0,0.0,0.0,0.06258541062739553,0.9302309904659942,7,expert_load_effective_rank|global+flow_path|global+flow_settling_log_ratio|global,3,2,denoising_steps+expert_load,2,False,True,secondary_with_v7,global,A
38,0,0.07802874743326489,0.0,1.0,0,0,0.0,0.0,0.9904879487862199,1.0096033992391695,38,18.0,14,0,0.0,28,2,0.07142857142857142,72,3,0.041666666666666664,218,26,0.11926605504587157,18,3,0.16666666666666666,116,4,0.034482758620689655,14,0,0.0,0.0,0.06193010263263799,0.9292333935354194,7,expert_load_effective_rank|global+flow_path|global,2,2,denoising_steps+expert_load,2,False,True,secondary_with_v7,global,A
37,0,0.07597535934291581,0.0,1.0,0,0,0.0,0.0,0.6441027648024786,1.5525472869327945,37,37.0,14,4,0.2857142857142857,28,3,0.10714285714285714,72,4,0.05555555555555555,218,6,0.027522935779816515,18,0,0.0,116,19,0.16379310344827586,14,1,0.07142857142857142,0.0,0.10159390129562317,0.8853888495475642,7,conditional_effective_rank|global+v7_guard|global,2,2,adjacent_query+token_graph,2,False,True,secondary_with_v7,global,A
37,0,0.07597535934291581,0.0,1.0,0,0,0.0,0.0,0.9741971976023668,1.02648622112765,37,20.0,14,0,0.0,28,3,0.10714285714285714,72,3,0.041666666666666664,218,21,0.0963302752293578,18,3,0.16666666666666666,116,4,0.034482758620689655,14,3,0.21428571428571427,0.0,0.09436784837313603,0.7497733743367019,7,flow_path|global+v7_guard|global,2,2,adjacent_query+denoising_steps,2,False,True,secondary_with_v7,global,A
36,0,0.07392197125256673,0.0,1.0,0,0,0.0,0.0,0.549278822710989,1.820569005490613,36,33.0,14,3,0.21428571428571427,28,0,0.0,72,3,0.041666666666666664,218,1,0.0045871559633027525,18,0,0.0,116,28,0.2413793103448276,14,1,0.07142857142857142,0.0,0.08190677409844038,1.1681378284484192,7,conditional_query_d1|global+partial_edge_std|global+v7_guard|global,3,3,adjacent_query+token_graph,2,False,True,secondary_with_v7,global,A
36,0,0.07392197125256673,0.0,1.0,0,0,0.0,0.0,0.5730874819450585,1.7449342927645193,36,35.0,14,1,0.07142857142857142,28,5,0.17857142857142858,72,4,0.05555555555555555,218,1,0.0045871559633027525,18,0,0.0,116,24,0.20689655172413793,14,1,0.07142857142857142,0.0,0.08406683352450965,0.8825781065778301,7,flow_path|global+mobility|global+partial_edge_std|global,3,2,adjacent_query+denoising_steps+token_graph,3,False,True,secondary_with_v7,global,A
36,0,0.07392197125256673,0.0,1.0,1,0,1.0,0.027777777777777776,0.5364010908561253,1.864276596462445,36,34.0,14,1,0.07142857142857142,28,2,0.07142857142857142,72,4,0.05555555555555555,218,4,0.01834862385321101,18,0,0.0,116,24,0.20689655172413793,14,1,0.07142857142857142,0.0,0.07072663505980269,0.8702648843763429,7,flow_settling_log_ratio|global+mobility|global+partial_edge_std|global,3,2,adjacent_query+denoising_steps+token_graph,3,False,True,secondary_with_v7,global,A
33,0,0.06776180698151951,0.0,1.0,11,0,1.0,0.3333333333333333,0.4495805088942385,2.224295716154467,33,33.0,14,1,0.07142857142857142,28,1,0.03571428571428571,72,3,0.041666666666666664,218,13,0.05963302752293578,18,0,0.0,116,14,0.1206896551724138,14,1,0.07142857142857142,0.0,0.0572229682762064,0.6059639712789718,7,action_consensus|global+conditional_effective_rank|global+mobility|global,3,2,adjacent_query+token_graph,2,False,True,secondary_with_v7,global,A
33,0,0.06776180698151951,0.0,1.0,0,0,0.0,0.0,0.5501303368545164,1.81775105462772,33,34.0,14,1,0.07142857142857142,28,2,0.07142857142857142,72,4,0.05555555555555555,218,1,0.0045871559633027525,18,0,0.0,116,24,0.20689655172413793,14,1,0.07142857142857142,0.0,0.06876071107553007,0.9218185774096959,7,flow_endpoint|global+mobility|global+partial_edge_std|global,3,2,adjacent_query+denoising_steps+token_graph,3,False,True,secondary_with_v7,global,A
32,0,0.06570841889117043,0.0,1.0,0,0,0.0,0.0,0.53607190988122,1.8654213764373044,32,34.5,14,1,0.07142857142857142,28,2,0.07142857142857142,72,3,0.041666666666666664,218,1,0.0045871559633027525,18,0,0.0,116,24,0.20689655172413793,14,1,0.07142857142857142,0.0,0.06677658409140308,0.9581468806516443,7,mobility|global+partial_edge_std|global,2,2,adjacent_query+token_graph,2,False,True,secondary_with_v7,global,A
32,0,0.06570841889117043,0.0,1.0,0,0,0.0,0.0,0.6806134110018123,1.4692628500047837,32,39.5,14,4,0.2857142857142857,28,3,0.10714285714285714,72,2,0.027777777777777776,218,3,0.013761467889908258,18,0,0.0,116,19,0.16379310344827586,14,1,0.07142857142857142,0.0,0.0956597233430966,0.9834117694263004,7,conditional_effective_rank|global+partial_edge_std|global+v7_guard|global,3,3,adjacent_query+token_graph,2,False,True,secondary_with_v7,global,A
32,0,0.06570841889117043,0.0,1.0,0,0,0.0,0.0,0.53607190988122,1.8654213764373044,32,34.5,14,1,0.07142857142857142,28,2,0.07142857142857142,72,3,0.041666666666666664,218,1,0.0045871559633027525,18,0,0.0,116,24,0.20689655172413793,14,1,0.07142857142857142,0.0,0.06677658409140308,0.9581468806516443,7,mobility|global+partial_edge_std|global+v7_guard|global,3,3,adjacent_query+token_graph,2,False,True,secondary_with_v7,global,A
31,0,0.06365503080082136,0.0,1.0,0,0,0.0,0.0,0.9913826795859805,1.0086922240941492,31,18.0,14,0,0.0,28,0,0.0,72,3,0.041666666666666664,218,22,0.10091743119266056,18,3,0.16666666666666666,116,3,0.02586206896551724,14,0,0.0,0.0,0.04787326192735873,1.2313358372057817,7,expert_load_effective_rank|global+flow_endpoint|global+flow_path|global,3,3,denoising_steps+expert_load,2,False,True,secondary_with_v7,global,A
31,0,0.06365503080082136,0.0,1.0,0,0,0.0,0.0,0.9984577617618691,1.0015446204107918,31,20.0,14,0,0.0,28,2,0.07142857142857142,72,2,0.027777777777777776,218,20,0.09174311926605505,18,3,0.16666666666666666,116,4,0.034482758620689655,14,0,0.0,0.0,0.05601412767996579,0.9846551002181243,7,expert_load_effective_rank|global+flow_path|global+v7_guard|global,3,3,adjacent_query+denoising_steps+expert_load,3,False,True,secondary_with_v7,global,A
30,0,0.061601642710472276,0.0,1.0,0,0,0.0,0.0,0.64555057934206,1.5490652971285257,30,36.5,14,5,0.35714285714285715,28,1,0.03571428571428571,72,3,0.041666666666666664,218,2,0.009174311926605505,18,0,0.0,116,19,0.16379310344827586,14,0,0.0,0.0,0.08678446069981298,1.4095961891151796,7,partial_edge_std|global+partial_query_d1|global+v7_guard|global,3,3,adjacent_query+token_graph,2,False,True,secondary_with_v7,global,A
29,0,0.059548254620123205,0.0,1.0,0,0,0.0,0.0,0.49229542648327623,2.0313006097650006,29,34.0,14,1,0.07142857142857142,28,0,0.0,72,3,0.041666666666666664,218,1,0.0045871559633027525,18,0,0.0,116,23,0.19827586206896552,14,1,0.07142857142857142,0.0,0.05534097536515397,1.1797115558155207,7,conditional_query_d1|global+mobility|global+partial_edge_std|global,3,3,adjacent_query+token_graph,2,False,True,secondary_with_v7,global,A
27,0,0.055441478439425054,0.0,1.0,0,0,0.0,0.0,0.9991386735572781,1.0008620689655172,27,20.0,14,0,0.0,28,0,0.0,72,3,0.041666666666666664,218,18,0.08256880733944955,18,3,0.16666666666666666,116,3,0.02586206896551724,14,0,0.0,0.0,0.04525202994832859,1.2574812132843096,7,flow_endpoint|global+flow_path|global+v7_guard|global,3,3,adjacent_query+denoising_steps,2,False,True,secondary_with_v7,global,A
26,0,0.053388090349075976,0.0,1.0,0,0,0.0,0.0,0.761826737359388,1.3126344232366511,26,36.5,14,0,0.0,28,1,0.03571428571428571,72,4,0.05555555555555555,218,2,0.009174311926605505,18,0,0.0,116,19,0.16379310344827586,14,0,0.0,0.0,0.03774817952067466,1.4613113738849504,7,expert_load_effective_rank|global+partial_edge_std|global+v7_guard|global,3,3,adjacent_query+expert_load+token_graph,3,False,True,secondary_with_v7,global,A
