tp,fp,risk_recall,timely_fpr,precision,low_prior_tp,low_prior_fp,low_prior_precision,low_prior_share,mean_alarm_prior,lift,n_alarm,median_alarm_chunk,mode__approached_target_without_observed_contact__n,mode__approached_target_without_observed_contact__hit,mode__approached_target_without_observed_contact__coverage,mode__goal_predicate_regressed__n,mode__goal_predicate_regressed__hit,mode__goal_predicate_regressed__coverage,mode__object_moved_but_goal_unmet__n,mode__object_moved_but_goal_unmet__hit,mode__object_moved_but_goal_unmet__coverage,mode__object_released_or_dropped_before_goal__n,mode__object_released_or_dropped_before_goal__hit,mode__object_released_or_dropped_before_goal__coverage,mode__object_released_outside_goal__n,mode__object_released_outside_goal__hit,mode__object_released_outside_goal__coverage,mode__stable_grasp_not_observed__n,mode__stable_grasp_not_observed__hit,mode__stable_grasp_not_observed__coverage,mode__timeout_while_holding_target__n,mode__timeout_while_holding_target__hit,mode__timeout_while_holding_target__coverage,worst_mode_coverage,mean_mode_coverage,mode_cv,n_modes_scored,heads,n_heads,k,frames,n_frames,has_duplicate_pair,fits_dev_fp_cap,pool,mode,objective
36,0,0.07392197125256673,0.0,1.0,1,0,1.0,0.027777777777777776,0.5364010908561253,1.864276596462445,36,34.0,14,1,0.07142857142857142,28,2,0.07142857142857142,72,4,0.05555555555555555,218,4,0.01834862385321101,18,0,0.0,116,24,0.20689655172413793,14,1,0.07142857142857142,0.0,0.07072663505980269,0.8702648843763429,7,flow_settling_log_ratio|global+mobility|global+partial_edge_std|global,3,2,adjacent_query+denoising_steps+token_graph,3,False,True,primary,global,A
33,0,0.06776180698151951,0.0,1.0,11,0,1.0,0.3333333333333333,0.4495805088942385,2.224295716154467,33,33.0,14,1,0.07142857142857142,28,1,0.03571428571428571,72,3,0.041666666666666664,218,13,0.05963302752293578,18,0,0.0,116,14,0.1206896551724138,14,1,0.07142857142857142,0.0,0.0572229682762064,0.6059639712789718,7,action_consensus|global+conditional_effective_rank|global+mobility|global,3,2,adjacent_query+token_graph,2,False,True,primary,global,A
33,0,0.06776180698151951,0.0,1.0,0,0,0.0,0.0,0.5501303368545164,1.81775105462772,33,34.0,14,1,0.07142857142857142,28,2,0.07142857142857142,72,4,0.05555555555555555,218,1,0.0045871559633027525,18,0,0.0,116,24,0.20689655172413793,14,1,0.07142857142857142,0.0,0.06876071107553007,0.9218185774096959,7,flow_endpoint|global+mobility|global+partial_edge_std|global,3,2,adjacent_query+denoising_steps+token_graph,3,False,True,primary,global,A
32,0,0.06570841889117043,0.0,1.0,0,0,0.0,0.0,0.53607190988122,1.8654213764373044,32,34.5,14,1,0.07142857142857142,28,2,0.07142857142857142,72,3,0.041666666666666664,218,1,0.0045871559633027525,18,0,0.0,116,24,0.20689655172413793,14,1,0.07142857142857142,0.0,0.06677658409140308,0.9581468806516443,7,mobility|global+partial_edge_std|global,2,2,adjacent_query+token_graph,2,False,True,primary,global,A
31,0,0.06365503080082136,0.0,1.0,0,0,0.0,0.0,0.9913826795859805,1.0086922240941492,31,18.0,14,0,0.0,28,0,0.0,72,3,0.041666666666666664,218,22,0.10091743119266056,18,3,0.16666666666666666,116,3,0.02586206896551724,14,0,0.0,0.0,0.04787326192735873,1.2313358372057817,7,expert_load_effective_rank|global+flow_endpoint|global+flow_path|global,3,3,denoising_steps+expert_load,2,False,True,primary,global,A
29,0,0.059548254620123205,0.0,1.0,0,0,0.0,0.0,0.49229542648327623,2.0313006097650006,29,34.0,14,1,0.07142857142857142,28,0,0.0,72,3,0.041666666666666664,218,1,0.0045871559633027525,18,0,0.0,116,23,0.19827586206896552,14,1,0.07142857142857142,0.0,0.05534097536515397,1.1797115558155207,7,conditional_query_d1|global+mobility|global+partial_edge_std|global,3,3,adjacent_query+token_graph,2,False,True,primary,global,A
24,0,0.049281314168377825,0.0,1.0,1,0,1.0,0.041666666666666664,0.6356918677716653,1.573089181564284,24,36.5,14,0,0.0,28,0,0.0,72,4,0.05555555555555555,218,7,0.03211009174311927,18,0,0.0,116,12,0.10344827586206896,14,1,0.07142857142857142,0.0,0.03750607065561646,1.0114702721348638,7,expert_load_effective_rank|global+flow_settling_log_ratio|global+partial_query_d1|global,3,2,adjacent_query+denoising_steps+expert_load,3,False,True,primary,global,A
23,0,0.04722792607802875,0.0,1.0,1,0,1.0,0.043478260869565216,0.6283590000188266,1.5914469275844516,23,35.0,14,0,0.0,28,0,0.0,72,4,0.05555555555555555,218,6,0.027522935779816515,18,0,0.0,116,12,0.10344827586206896,14,1,0.07142857142857142,0.0,0.036850762660858925,1.0329021489415364,7,expert_load_effective_rank|global+partial_query_d1|global,2,2,adjacent_query+expert_load,2,False,True,primary,global,A
23,0,0.04722792607802875,0.0,1.0,1,0,1.0,0.043478260869565216,0.6239704014792217,1.602640121437395,23,35.0,14,0,0.0,28,0,0.0,72,4,0.05555555555555555,218,6,0.027522935779816515,18,0,0.0,116,12,0.10344827586206896,14,1,0.07142857142857142,0.0,0.036850762660858925,1.0329021489415364,7,action_consensus|global+expert_load_effective_rank|global+partial_query_d1|global,3,2,adjacent_query+expert_load+token_graph,3,False,True,primary,global,A
23,0,0.04722792607802875,0.0,1.0,0,0,0.0,0.0,0.6190750739942416,1.6153129757721463,23,36.0,14,1,0.07142857142857142,28,4,0.14285714285714285,72,1,0.013888888888888888,218,3,0.013761467889908258,18,0,0.0,116,13,0.11206896551724138,14,1,0.07142857142857142,0.0,0.06077622971576061,0.8273246502728445,7,conditional_effective_rank|global+flow_path|global+mobility|global,3,2,adjacent_query+denoising_steps+token_graph,3,False,True,primary,global,A
23,0,0.04722792607802875,0.0,1.0,1,0,1.0,0.043478260869565216,0.5840104268441008,1.712298195434353,23,34.0,14,1,0.07142857142857142,28,1,0.03571428571428571,72,2,0.027777777777777776,218,5,0.022935779816513763,18,0,0.0,116,13,0.11206896551724138,14,1,0.07142857142857142,0.0,0.04876485024042306,0.7225528230771342,7,conditional_effective_rank|global+flow_settling_log_ratio|global+mobility|global,3,2,adjacent_query+denoising_steps+token_graph,3,False,True,primary,global,A
21,0,0.043121149897330596,0.0,1.0,0,0,0.0,0.0,0.9189943011009728,1.0881460296347658,21,20.0,14,0,0.0,28,0,0.0,72,1,0.013888888888888888,218,19,0.0871559633027523,18,0,0.0,116,1,0.008620689655172414,14,0,0.0,0.0,0.01566650597811623,1.8912568013903788,7,action_consensus|global+conditional_query_d1|global+flow_endpoint|global,3,2,adjacent_query+denoising_steps+token_graph,3,False,True,primary,global,A
19,0,0.039014373716632446,0.0,1.0,0,0,0.0,0.0,0.5934790348838339,1.6849794874316621,19,34.0,14,1,0.07142857142857142,28,1,0.03571428571428571,72,1,0.013888888888888888,218,2,0.009174311926605505,18,0,0.0,116,13,0.11206896551724138,14,1,0.07142857142857142,0.0,0.044814799272023476,0.8541838492815533,7,conditional_effective_rank|global+mobility|global,2,2,adjacent_query+token_graph,2,False,True,primary,global,A
19,0,0.039014373716632446,0.0,1.0,0,0,0.0,0.0,0.5934790348838339,1.6849794874316621,19,34.0,14,1,0.07142857142857142,28,1,0.03571428571428571,72,1,0.013888888888888888,218,2,0.009174311926605505,18,0,0.0,116,13,0.11206896551724138,14,1,0.07142857142857142,0.0,0.044814799272023476,0.8541838492815533,7,conditional_effective_rank|global+flow_endpoint|global+mobility|global,3,2,adjacent_query+denoising_steps+token_graph,3,False,True,primary,global,A
18,0,0.03696098562628337,0.0,1.0,0,0,0.0,0.0,0.6390289676414959,1.5648742868273444,18,36.5,14,0,0.0,28,0,0.0,72,4,0.05555555555555555,218,2,0.009174311926605505,18,0,0.0,116,12,0.10344827586206896,14,0,0.0,0.0,0.02402544904917572,1.5598796181963845,7,expert_load_effective_rank|global+partial_edge_std|global+partial_query_d1|global,3,3,adjacent_query+expert_load+token_graph,3,False,True,primary,global,A
17,0,0.03490759753593429,0.0,1.0,0,0,0.0,0.0,0.5489859892234195,1.8215401114599894,17,34.0,14,1,0.07142857142857142,28,0,0.0,72,1,0.013888888888888888,218,2,0.009174311926605505,18,0,0.0,116,12,0.10344827586206896,14,1,0.07142857142857142,0.0,0.038481231362100896,1.0215429907830775,7,conditional_effective_rank|global+conditional_query_d1|global+mobility|global,3,3,adjacent_query+token_graph,2,False,True,primary,global,A
17,0,0.03490759753593429,0.0,1.0,0,0,0.0,0.0,0.5795217516902867,1.725560769864647,17,34.0,14,1,0.07142857142857142,28,1,0.03571428571428571,72,1,0.013888888888888888,218,0,0.0,18,0,0.0,116,13,0.11206896551724138,14,1,0.07142857142857142,0.0,0.0435041832825084,0.9105279264058174,7,conditional_effective_rank|global+mobility|global+partial_edge_std|global,3,3,adjacent_query+token_graph,2,False,True,primary,global,A
17,0,0.03490759753593429,0.0,1.0,0,0,0.0,0.0,0.6696861304200667,1.49323683823755,17,38.0,14,0,0.0,28,1,0.03571428571428571,72,3,0.041666666666666664,218,0,0.0,18,0,0.0,116,13,0.11206896551724138,14,0,0.0,0.0,0.02706427398545625,1.4271934023423762,7,expert_load_effective_rank|global+mobility|global+partial_edge_std|global,3,3,adjacent_query+expert_load+token_graph,3,False,True,primary,global,A
17,0,0.03490759753593429,0.0,1.0,0,0,0.0,0.0,0.5227184541622493,1.9130757524194943,17,34.0,14,1,0.07142857142857142,28,0,0.0,72,2,0.027777777777777776,218,1,0.0045871559633027525,18,0,0.0,116,13,0.11206896551724138,14,0,0.0,0.0,0.030837495812413334,1.3312712464903418,7,mobility|global+partial_edge_std|global+partial_query_d1|global,3,3,adjacent_query+token_graph,2,False,True,primary,global,A
16,0,0.03285420944558522,0.0,1.0,11,0,1.0,0.6875,0.34694540995552847,2.8822978235341985,16,17.0,14,0,0.0,28,2,0.07142857142857142,72,2,0.027777777777777776,218,11,0.05045871559633028,18,0,0.0,116,1,0.008620689655172414,14,0,0.0,0.0,0.022612250636835984,1.1718234512489119,7,action_consensus|global+flow_path|global+mobility|global,3,2,adjacent_query+denoising_steps+token_graph,3,False,True,primary,global,A
16,0,0.03285420944558522,0.0,1.0,0,0,0.0,0.0,0.5859108147012804,1.7067443967728058,16,35.0,14,0,0.0,28,0,0.0,72,2,0.027777777777777776,218,3,0.013761467889908258,18,0,0.0,116,11,0.09482758620689655,14,0,0.0,0.0,0.01948097598208323,1.6573085377531085,7,conditional_query_d1|global+expert_load_effective_rank|global+partial_query_d1|global,3,3,adjacent_query+expert_load,2,False,True,primary,global,A
15,0,0.030800821355236138,0.0,1.0,0,0,0.0,0.0,0.8865920215413617,1.1279145037437577,15,21.0,14,0,0.0,28,0,0.0,72,1,0.013888888888888888,218,13,0.05963302752293578,18,0,0.0,116,1,0.008620689655172414,14,0,0.0,0.0,0.011734658009571014,1.722336507714937,7,action_consensus|global+conditional_query_d1|global+flow_path|global,3,2,adjacent_query+denoising_steps+token_graph,3,False,True,primary,global,A
15,0,0.030800821355236138,0.0,1.0,12,0,1.0,0.8,0.2824184217708793,3.540845507632222,15,17.0,14,0,0.0,28,0,0.0,72,2,0.027777777777777776,218,12,0.05504587155963303,18,0,0.0,116,1,0.008620689655172414,14,0,0.0,0.0,0.01306347699894046,1.4982077551276112,7,action_consensus|global+flow_settling_log_ratio|global+mobility|global,3,2,adjacent_query+denoising_steps+token_graph,3,False,True,primary,global,A
15,0,0.030800821355236138,0.0,1.0,0,0,0.0,0.0,0.6583431001604537,1.5189648068860697,15,39.0,14,0,0.0,28,0,0.0,72,2,0.027777777777777776,218,3,0.013761467889908258,18,0,0.0,116,10,0.08620689655172414,14,0,0.0,0.0,0.018249448888487167,1.6124440817107575,7,conditional_effective_rank|global+expert_load_effective_rank|global+partial_query_d1|global,3,3,adjacent_query+expert_load+token_graph,3,False,True,primary,global,A
15,0,0.030800821355236138,0.0,1.0,0,0,0.0,0.0,0.6175414324809692,1.6193245463425923,15,38.0,14,0,0.0,28,0,0.0,72,2,0.027777777777777776,218,2,0.009174311926605505,18,0,0.0,116,11,0.09482758620689655,14,0,0.0,0.0,0.018825667987325687,1.7232644206948782,7,expert_load_effective_rank|global+mobility|global+partial_query_d1|global,3,3,adjacent_query+expert_load,2,False,True,primary,global,A
14,0,0.028747433264887063,0.0,1.0,11,0,1.0,0.7857142857142857,0.2542896521940734,3.932523369990698,14,17.0,14,0,0.0,28,0,0.0,72,2,0.027777777777777776,218,11,0.05045871559633028,18,0,0.0,116,1,0.008620689655172414,14,0,0.0,0.0,0.012408169004182925,1.4653784017498908,7,action_consensus|global+mobility|global,2,2,adjacent_query+token_graph,2,False,True,primary,global,A
14,0,0.028747433264887063,0.0,1.0,11,0,1.0,0.7857142857142857,0.2542896521940734,3.932523369990698,14,17.0,14,0,0.0,28,0,0.0,72,2,0.027777777777777776,218,11,0.05045871559633028,18,0,0.0,116,1,0.008620689655172414,14,0,0.0,0.0,0.012408169004182925,1.4653784017498908,7,action_consensus|global+flow_endpoint|global+mobility|global,3,2,adjacent_query+denoising_steps+token_graph,3,False,True,primary,global,A
13,0,0.026694045174537988,0.0,1.0,2,0,1.0,0.15384615384615385,0.7174532190385463,1.3938190999269506,13,22.0,14,0,0.0,28,0,0.0,72,2,0.027777777777777776,218,10,0.045871559633027525,18,0,0.0,116,1,0.008620689655172414,14,0,0.0,0.0,0.01175286100942539,1.4321617224476704,7,action_consensus|global+conditional_query_d1|global+flow_settling_log_ratio|global,3,2,adjacent_query+denoising_steps+token_graph,3,False,True,primary,global,A
13,0,0.026694045174537988,0.0,1.0,0,0,0.0,0.0,0.7110232519027472,1.4064237664857389,13,40.0,14,0,0.0,28,1,0.03571428571428571,72,1,0.013888888888888888,218,1,0.0045871559633027525,18,0,0.0,116,10,0.08620689655172414,14,0,0.0,0.0,0.02005674673117164,1.4724460782673312,7,conditional_effective_rank|global+expert_load_effective_rank|global+mobility|global,3,3,adjacent_query+expert_load+token_graph,3,False,True,primary,global,A
13,0,0.026694045174537988,0.0,1.0,0,0,0.0,0.0,0.9849498327759197,1.0152801358234296,13,20.0,14,0,0.0,28,0,0.0,72,0,0.0,218,13,0.05963302752293578,18,0,0.0,116,0,0.0,14,0,0.0,0.0,0.00851900393184797,2.4494897427831774,7,conditional_query_d1|global+flow_endpoint|global+flow_settling_log_ratio|global,3,2,adjacent_query+denoising_steps,2,False,True,primary,global,A
