episode_id,init_state_id,flow_noise_seed,condition_present_in_old_B,success,failure_family,queries,score_max,raw_reject_queries,formal_alarm_queries,any_raw_reject,formal_alarm,missed_grasp_queries,borderline_15mm_queries,nearest_alarm_minus_missed_query,raw_within_5q_before_or_at_miss,alarm_within_5q_before_or_at_miss,alarm_within_5q_after_miss
36,4,1004,False,True,success,39,1.0247948073045656,[],[],False,False,[],[],,False,False,False
37,4,1005,False,True,success,40,1.0695417552472337,"[10,30]",[],True,False,[],[],,False,False,False
38,4,1006,False,True,success,41,1.0784875129137461,"[30,40]",[],True,False,[],[],,False,False,False
39,4,1007,False,True,success,40,1.0413956176292072,[],[],False,False,[],[],,False,False,False
40,5,1000,False,True,success,38,1.0950719532008781,[28],[],True,False,[],[],,False,False,False
41,5,1001,False,True,success,39,1.0388310036208965,[],[],False,False,[],[],,False,False,False
42,5,1002,False,True,success,39,1.0883140374444737,[10],[],True,False,[],[],,False,False,False
43,5,1003,False,True,success,39,1.0813801682882334,[29],[],True,False,[],[],,False,False,False
44,5,1004,False,True,success,38,1.1448468664123732,[28],[],True,False,[],[],,False,False,False
45,5,1005,False,True,success,38,1.0750011682106348,[28],[],True,False,[],[],,False,False,False
46,5,1006,False,True,success,39,0.9929856628271149,[],[],False,False,[],[],,False,False,False
47,5,1007,False,True,success,39,1.0920940802315768,[29],[],True,False,[],[],,False,False,False
48,6,1000,False,True,success,37,1.0417507529057168,[],[],False,False,[],[],,False,False,False
49,6,1001,False,True,success,38,1.080594256861959,"[10,28,29,37]",[29],True,True,[],[],,False,False,False
50,6,1002,False,True,success,38,1.137259906944786,[28],[],True,False,[],[],,False,False,False
51,6,1003,False,True,success,38,1.0308332927762636,[],[],False,False,[],[],,False,False,False
52,6,1004,False,True,success,38,1.0870220036947265,"[10,29]",[],True,False,[],[],,False,False,False
53,6,1005,False,True,success,38,1.0722738119442952,[28],[],True,False,[],[],,False,False,False
54,6,1006,False,True,success,38,1.001722622220187,[],[],False,False,[],[],,False,False,False
55,6,1007,False,True,success,38,1.0390662540206759,[],[],False,False,[],[],,False,False,False
56,7,1000,True,True,success,38,1.077175112072645,"[27,28]",[28],True,True,[],[],,False,False,False
57,7,1001,True,True,success,41,1.0075462709712595,[],[],False,False,[],[],,False,False,False
58,7,1002,True,True,success,42,1.073457723557024,[28],[],True,False,[],[],,False,False,False
59,7,1003,True,True,success,39,1.0594830732376233,[29],[],True,False,[],[],,False,False,False
60,7,1004,True,True,success,39,1.0193549043870638,[],[],False,False,[],[],,False,False,False
61,7,1005,True,True,success,40,1.048062130029813,[30],[],True,False,[],[],,False,False,False
62,7,1006,True,True,success,44,1.0311182553177782,[],[],False,False,[],[],,False,False,False
63,7,1007,True,True,success,42,1.0282573575696445,[],[],False,False,[],[],,False,False,False
64,8,1000,False,True,success,40,1.0423330789315062,[],[],False,False,[],[],,False,False,False
65,8,1001,False,False,other_failure,52,1.0178996001443004,[],[],False,False,[],[],,False,False,False
66,8,1002,False,True,success,39,1.090717027437279,[11],[],True,False,[],[],,False,False,False
67,8,1003,False,True,success,41,1.080293131672668,[33],[],True,False,[],[],,False,False,False
68,8,1004,False,False,target_missed_grasp_proxy,52,1.1055452732742213,"[11,29,30]",[30],True,True,[33],[],-3,True,True,False
69,8,1005,False,False,target_missed_grasp_proxy,52,1.0634665580949374,"[29,30]",[30],True,True,[30],[],0,True,True,False
70,8,1006,False,False,other_failure,52,1.1585119514298345,"[35,36,47]",[36],True,True,[],[36],,False,False,False
71,8,1007,False,False,other_failure,52,1.081329334772149,"[11,32]",[],True,False,[],[32],,False,False,False
72,9,1000,False,True,success,40,1.028857842102648,[],[],False,False,[],[],,False,False,False
73,9,1001,False,True,success,38,1.0651523273555978,"[10,28]",[],True,False,[],[],,False,False,False
74,9,1002,False,True,success,38,1.112030847308393,"[10,28]",[],True,False,[],[],,False,False,False
75,9,1003,False,True,success,38,1.044455302208492,[],[],False,False,[],[],,False,False,False
76,9,1004,False,True,success,37,1.0752790622176074,"[19,28]",[],True,False,[],[],,False,False,False
77,9,1005,False,True,success,39,1.0569623765833052,"[19,38]",[],True,False,[],[],,False,False,False
78,9,1006,False,True,success,37,1.0394250088433088,[],[],False,False,[],[],,False,False,False
79,9,1007,False,True,success,37,1.146986734055953,"[19,28]",[],True,False,[],[],,False,False,False
80,10,1000,True,True,success,44,1.1741030428104096,"[27,28,29,34]","[28,29]",True,True,[],[],,False,False,False
81,10,1001,True,False,target_missed_grasp_proxy,52,1.054348841369869,[29],[],True,False,[29],[],,True,False,False
82,10,1002,True,True,success,46,1.1272594535147693,"[27,28,30,34,35]","[28,35]",True,True,[],[],,False,False,False
83,10,1003,True,True,success,48,1.100433427897807,"[10,29,30]",[30],True,True,[],[],,False,False,False
84,10,1004,True,False,target_missed_grasp_proxy,52,1.1140151932592524,"[10,47]",[],True,False,[45],[],,False,False,False
85,10,1005,True,False,target_missed_grasp_proxy,52,1.1699894685814958,"[27,32]",[],True,False,[32],[],,True,False,False
86,10,1006,True,False,other_failure,52,1.075955612624972,"[25,26,31]",[26],True,True,[],[],,False,False,False
87,10,1007,True,True,success,38,1.0975576906514277,"[10,30]",[],True,False,[],[],,False,False,False
88,11,1000,False,True,success,37,1.0312495337569705,[],[],False,False,[],[],,False,False,False
89,11,1001,False,False,target_missed_grasp_proxy,52,1.278039844583639,"[9,46,48]",[],True,False,[46],[],,True,False,False
90,11,1002,False,True,success,38,1.111351442795902,"[9,28,37]",[],True,False,[],[],,False,False,False
91,11,1003,False,False,other_failure,52,1.08833161604567,"[27,28,29]","[28,29]",True,True,[],[29],,False,False,False
92,11,1004,False,False,other_failure,52,1.109949071388075,"[26,28,29,30]","[29,30]",True,True,[],[],,False,False,False
93,11,1005,False,True,success,36,1.0548561445081552,"[16,26]",[],True,False,[],[],,False,False,False
94,11,1006,False,False,target_missed_grasp_proxy,52,1.0777503070621548,"[15,29]",[],True,False,[30],[],,True,False,False
95,11,1007,False,True,success,37,1.0628095087776805,[27],[],True,False,[],[],,False,False,False
96,12,1000,False,False,target_missed_grasp_proxy,52,1.0882991879426593,"[11,50]",[],True,False,[32],[],,False,False,False
97,12,1001,False,False,other_failure,52,1.0174016046438803,[],[],False,False,[],[],,False,False,False
98,12,1002,False,False,target_missed_grasp_proxy,52,1.0690391795245764,"[11,17,45]",[],True,False,[30],[],,False,False,False
99,12,1003,False,False,target_missed_grasp_proxy,52,1.0686107135068466,"[11,18,19]",[19],True,True,[31],[],-12,False,False,False
100,12,1004,False,False,target_missed_grasp_proxy,52,1.0947989854768356,[11],[],True,False,[31],[],,False,False,False
101,12,1005,False,False,target_missed_grasp_proxy,52,1.0727030246278086,[11],[],True,False,[30],[],,False,False,False
102,12,1006,False,False,target_missed_grasp_proxy,52,1.0907512857156048,[30],[],True,False,[30],[],,True,False,False
103,12,1007,False,False,target_missed_grasp_proxy,52,1.088812908930086,[31],[],True,False,[32],[],,True,False,False
104,13,1000,True,False,other_failure,52,1.073326406710211,[18],[],True,False,[],[],,False,False,False
105,13,1001,True,False,other_failure,52,1.0292119935495219,[],[],False,False,[],[],,False,False,False
106,13,1002,True,False,other_failure,52,1.0355374458407636,[],[],False,False,[],[],,False,False,False
107,13,1003,True,False,other_failure,52,1.0467115169657482,[14],[],True,False,[],[],,False,False,False
108,13,1004,True,False,other_failure,52,1.0697037447697102,[11],[],True,False,[],[],,False,False,False
109,13,1005,True,True,success,37,1.0487888504870435,[14],[],True,False,[],[],,False,False,False
110,13,1006,True,True,success,43,1.0816636210384607,"[14,19]",[],True,False,[],[],,False,False,False
111,13,1007,True,False,other_failure,52,1.0442182236420057,[],[],False,False,[],[],,False,False,False
112,14,1000,False,True,success,36,1.0401839663674146,[],[],False,False,[],[],,False,False,False
113,14,1001,False,True,success,38,1.0798996694995484,[18],[],True,False,[],[],,False,False,False
114,14,1002,False,True,success,38,1.0606521269570142,[37],[],True,False,[],[],,False,False,False
115,14,1003,False,True,success,36,1.0263877451769627,[],[],False,False,[],[],,False,False,False
116,14,1004,False,True,success,38,1.0582181117639131,[13],[],True,False,[],[],,False,False,False
117,14,1005,False,True,success,37,1.0185994346145644,[],[],False,False,[],[],,False,False,False
118,14,1006,False,True,success,37,1.0825034803977511,[27],[],True,False,[],[],,False,False,False
119,14,1007,False,True,success,37,1.0713346319043153,"[10,18]",[],True,False,[],[],,False,False,False
120,15,1000,False,True,success,37,1.098072167608349,[27],[],True,False,[],[],,False,False,False
121,15,1001,False,False,other_failure,52,1.0344509954292607,[],[],False,False,[],[],,False,False,False
122,15,1002,False,True,success,36,1.0710112698731682,"[12,18,27]",[],True,False,[],[],,False,False,False
123,15,1003,False,False,other_failure,52,1.0370105187640897,[],[],False,False,[],[],,False,False,False
124,15,1004,False,False,other_failure,52,1.0274175829040149,[],[],False,False,[],[],,False,False,False
125,15,1005,False,False,other_failure,52,1.0171149380909126,[],[],False,False,[],[],,False,False,False
126,15,1006,False,True,success,35,1.0549187950350074,[26],[],True,False,[],[],,False,False,False
127,15,1007,False,True,success,36,1.0126843434087387,[],[],False,False,[],[],,False,False,False
128,16,1000,True,False,other_failure,52,1.11578074892735,"[18,19]",[19],True,True,[],[],,False,False,False
129,16,1001,True,True,success,43,1.0623436595722116,[10],[],True,False,[],[],,False,False,False
130,16,1002,True,True,success,37,1.0695661945896766,"[10,27]",[],True,False,[],[],,False,False,False
131,16,1003,True,False,other_failure,52,1.0454678281813707,[],[],False,False,[],[],,False,False,False
132,16,1004,True,False,other_failure,52,1.0616260426116149,"[10,17,28]",[],True,False,[],[],,False,False,False
133,16,1005,True,False,other_failure,52,1.0261783766648858,[],[],False,False,[],[],,False,False,False
134,16,1006,True,True,success,38,1.0446305333853192,[],[],False,False,[],[],,False,False,False
135,16,1007,True,False,other_failure,52,1.0343848067540786,[],[],False,False,[],[],,False,False,False
136,17,1000,False,True,success,39,1.0373316143953493,[],[],False,False,[],[],,False,False,False
137,17,1001,False,True,success,40,1.0160871041120019,[],[],False,False,[],[],,False,False,False
138,17,1002,False,True,success,39,1.0791278785371097,[11],[],True,False,[],[],,False,False,False
139,17,1003,False,True,success,40,1.2307135198837051,"[11,29]",[],True,False,[],[],,False,False,False
140,17,1004,False,True,success,38,1.1059704362858256,"[11,29,37]",[],True,False,[],[],,False,False,False
141,17,1005,False,True,success,39,1.1690888210960106,[29],[],True,False,[],[],,False,False,False
142,17,1006,False,True,success,39,1.0495788160152082,[11],[],True,False,[],[],,False,False,False
143,17,1007,False,True,success,40,1.1048035013948903,"[11,29]",[],True,False,[],[],,False,False,False
144,18,1000,False,True,success,42,1.0791792541726544,[11],[],True,False,[],[],,False,False,False
145,18,1001,False,True,success,42,1.0435883185971724,[],[],False,False,[],[],,False,False,False
146,18,1002,False,True,success,42,1.1574059321641752,"[11,31,32]",[32],True,True,[],[],,False,False,False
147,18,1003,False,True,success,41,1.0106447507730711,[],[],False,False,[],[],,False,False,False
148,18,1004,False,True,success,41,1.1432655924501318,[11],[],True,False,[],[],,False,False,False
149,18,1005,False,True,success,42,1.106421531625817,"[11,20]",[],True,False,[],[],,False,False,False
150,18,1006,False,True,success,42,1.0965259238068976,"[11,32]",[],True,False,[],[],,False,False,False
151,18,1007,False,True,success,41,1.0917237162806823,"[11,31,32]",[32],True,True,[],[],,False,False,False
152,19,1000,False,True,success,43,1.0900514785986235,[34],[],True,False,[],[],,False,False,False
153,19,1001,False,True,success,40,1.0915140482713594,"[11,30]",[],True,False,[],[],,False,False,False
154,19,1002,False,False,other_failure,52,1.0288730532169896,[],[],False,False,[],[],,False,False,False
155,19,1003,False,False,other_failure,52,1.0214350584155039,[],[],False,False,[],[],,False,False,False
156,19,1004,False,True,success,39,1.0643962023985536,[30],[],True,False,[],[],,False,False,False
157,19,1005,False,True,success,40,1.0370013874617838,[],[],False,False,[],[],,False,False,False
158,19,1006,False,True,success,40,1.149988397626992,[30],[],True,False,[],[],,False,False,False
159,19,1007,False,True,success,40,1.1206543316884838,"[11,29,38]",[],True,False,[],[],,False,False,False
160,20,1000,True,True,success,38,1.1564500904726538,"[11,29]",[],True,False,[],[],,False,False,False
161,20,1001,True,True,success,40,1.0452936479796293,[],[],False,False,[],[],,False,False,False
162,20,1002,True,True,success,39,1.1365570397971587,[30],[],True,False,[],[],,False,False,False
163,20,1003,True,True,success,40,1.0320696845112909,[],[],False,False,[],[],,False,False,False
164,20,1004,True,True,success,40,1.0808620605723516,"[12,31]",[],True,False,[],[],,False,False,False
165,20,1005,True,True,success,39,1.1134222879565516,[30],[],True,False,[],[],,False,False,False
166,20,1006,True,True,success,39,1.1386247556788531,"[11,30]",[],True,False,[],[],,False,False,False
167,20,1007,True,True,success,40,1.0863334047787252,"[11,31]",[],True,False,[],[],,False,False,False
168,21,1000,False,False,other_failure,52,1.035765498858404,[],[],False,False,[],[],,False,False,False
169,21,1001,False,False,other_failure,52,1.0505424171922984,[11],[],True,False,[],[],,False,False,False
170,21,1002,False,False,other_failure,52,1.0855539086918522,"[33,34,45]",[34],True,True,[],[],,False,False,False
171,21,1003,False,False,other_failure,52,1.049678733636954,[10],[],True,False,[],[],,False,False,False
172,21,1004,False,False,target_missed_grasp_proxy,52,1.1123315626761008,"[35,36]",[36],True,True,[35],[],1,True,False,True
173,21,1005,False,False,other_failure,52,1.023714219044527,[],[],False,False,[],[],,False,False,False
174,21,1006,False,True,success,40,1.0495804714757468,[30],[],True,False,[],[],,False,False,False
175,21,1007,False,False,other_failure,52,1.049586077868503,[45],[],True,False,[],[],,False,False,False
176,22,1000,False,True,success,39,1.0855010282859505,[11],[],True,False,[],[],,False,False,False
177,22,1001,False,True,success,39,1.0672316202431853,[37],[],True,False,[],[],,False,False,False
178,22,1002,False,True,success,39,1.0655301631561835,[28],[],True,False,[],[],,False,False,False
179,22,1003,False,True,success,39,1.0979888755151315,[11],[],True,False,[],[],,False,False,False
180,22,1004,False,True,success,39,1.0909968664513483,"[11,29]",[],True,False,[],[],,False,False,False
181,22,1005,False,True,success,39,1.0676846500991033,"[11,28]",[],True,False,[],[],,False,False,False
182,22,1006,False,True,success,38,1.04721619078616,[28],[],True,False,[],[],,False,False,False
183,22,1007,False,True,success,39,1.1424738446639846,"[11,29]",[],True,False,[],[],,False,False,False
184,23,1000,True,True,success,40,1.0730206986705109,[20],[],True,False,[],[],,False,False,False
185,23,1001,True,True,success,39,1.023291666471242,[],[],False,False,[],[],,False,False,False
186,23,1002,True,False,other_failure,52,1.0997238546271983,"[11,15,30,34,36]",[],True,False,[],[],,False,False,False
187,23,1003,True,True,success,38,1.0985691047860269,"[11,29]",[],True,False,[],[],,False,False,False
188,23,1004,True,True,success,39,1.1557130013030006,"[11,29,30]",[30],True,True,[],[],,False,False,False
189,23,1005,True,True,success,42,1.0662393946720827,"[16,19,21]",[],True,False,[],[],,False,False,False
190,23,1006,True,True,success,39,1.0438699646110987,[],[],False,False,[],[],,False,False,False
191,23,1007,True,True,success,39,1.0780836308875092,"[11,19]",[],True,False,[],[],,False,False,False
192,24,1000,False,True,success,40,1.0741078748613204,[11],[],True,False,[],[],,False,False,False
193,24,1001,False,True,success,40,1.0500549772621748,[11],[],True,False,[],[],,False,False,False
194,24,1002,False,True,success,39,1.0977364484422003,[11],[],True,False,[],[],,False,False,False
195,24,1003,False,True,success,40,1.0517467434152528,[29],[],True,False,[],[],,False,False,False
196,24,1004,False,True,success,40,1.1226962725974108,[11],[],True,False,[],[],,False,False,False
197,24,1005,False,True,success,40,1.0875084661605692,"[11,29]",[],True,False,[],[],,False,False,False
198,24,1006,False,True,success,40,1.091462415875723,[29],[],True,False,[],[],,False,False,False
199,24,1007,False,True,success,38,1.1769339799984695,"[18,29]",[],True,False,[],[],,False,False,False
200,25,1000,False,True,success,41,1.1225386578626022,"[11,31]",[],True,False,[],[],,False,False,False
201,25,1001,False,True,success,41,1.0823330038253904,[11],[],True,False,[],[],,False,False,False
202,25,1002,False,True,success,41,1.1412739084204648,"[11,31]",[],True,False,[],[],,False,False,False
203,25,1003,False,True,success,41,1.1643844480874739,[11],[],True,False,[],[],,False,False,False
204,25,1004,False,True,success,41,1.1913219749406352,[11],[],True,False,[],[],,False,False,False
205,25,1005,False,True,success,41,1.0877274518491074,[11],[],True,False,[],[],,False,False,False
206,25,1006,False,True,success,40,1.0386978230124835,[],[],False,False,[],[],,False,False,False
207,25,1007,False,True,success,40,1.0665168171493475,[10],[],True,False,[],[],,False,False,False
208,26,1000,True,True,success,39,1.1099445709408278,"[1,2,11,30]",[2],True,True,[],[],,False,False,False
209,26,1001,True,False,other_failure,52,1.138758281839403,"[2,11,21]",[],True,False,[],[],,False,False,False
210,26,1002,True,False,other_failure,52,1.1287868394825833,"[2,30,32]",[],True,False,[],[],,False,False,False
211,26,1003,True,False,target_missed_grasp_proxy,52,1.1093590683432393,"[2,12,32]",[],True,False,[33],[],,True,False,False
212,26,1004,True,False,other_failure,52,1.1316342370702128,"[1,2]",[2],True,True,[],[],,False,False,False
213,26,1005,True,False,target_missed_grasp_proxy,52,1.1071656288917484,"[2,12]",[],True,False,[37],[],,False,False,False
214,26,1006,True,False,other_failure,52,1.1456483467954477,"[1,2]",[2],True,True,[],[],,False,False,False
215,26,1007,True,True,success,38,1.1214349762396925,"[2,11]",[],True,False,[],[],,False,False,False
216,27,1000,False,False,target_missed_grasp_proxy,52,1.0797485022169033,"[12,31]",[],True,False,[32],[],,True,False,False
217,27,1001,False,True,success,38,1.0584542169281883,[11],[],True,False,[],[],,False,False,False
218,27,1002,False,True,success,39,1.130655469572305,"[11,29]",[],True,False,[],[],,False,False,False
219,27,1003,False,False,target_missed_grasp_proxy,52,1.091166895361823,"[29,30]",[30],True,True,[30],[],0,True,True,False
220,27,1004,False,True,success,38,1.1070777043802893,"[11,29,37]",[],True,False,[],[],,False,False,False
221,27,1005,False,False,other_failure,52,1.0541739757056812,[11],[],True,False,[],[],,False,False,False
222,27,1006,False,True,success,39,1.0207079977935327,[],[],False,False,[],[],,False,False,False
223,27,1007,False,False,other_failure,52,1.0323153613360723,[],[],False,False,[],[],,False,False,False
224,28,1000,False,True,success,38,1.0947912065079366,[11],[],True,False,[],[],,False,False,False
225,28,1001,False,True,success,40,1.0851089118129986,[39],[],True,False,[],[],,False,False,False
226,28,1002,False,True,success,39,1.0422027560100313,[],[],False,False,[],[],,False,False,False
227,28,1003,False,True,success,39,1.0142664085933217,[],[],False,False,[],[],,False,False,False
228,28,1004,False,True,success,39,1.041938226183751,[],[],False,False,[],[],,False,False,False
229,28,1005,False,True,success,40,1.029573946485106,[],[],False,False,[],[],,False,False,False
230,28,1006,False,True,success,40,1.2469389448277506,[30],[],True,False,[],[],,False,False,False
231,28,1007,False,True,success,39,1.0341168789716548,[],[],False,False,[],[],,False,False,False
232,29,1000,True,True,success,39,1.0432128725689742,[],[],False,False,[],[],,False,False,False
233,29,1001,True,True,success,39,1.0131590989214723,[],[],False,False,[],[],,False,False,False
234,29,1002,True,True,success,39,1.0468826285528556,[11],[],True,False,[],[],,False,False,False
235,29,1003,True,False,target_missed_grasp_proxy,52,1.1540114324964408,"[29,30]",[30],True,True,[31],[],-1,True,True,False
236,29,1004,True,True,success,39,1.0373080998754576,[],[],False,False,[],[],,False,False,False
237,29,1005,True,True,success,39,1.041348560399006,[],[],False,False,[],[],,False,False,False
238,29,1006,True,True,success,39,1.0425103724513995,[],[],False,False,[],[],,False,False,False
239,29,1007,True,True,success,40,1.1616704324420688,[31],[],True,False,[],[],,False,False,False
240,30,1000,False,False,other_failure,52,1.253821296550419,"[12,43,49]",[],True,False,[],[],,False,False,False
241,30,1001,False,False,other_failure,52,1.020559647485549,[],[],False,False,[],[],,False,False,False
242,30,1002,False,True,success,39,1.0180546417367788,[],[],False,False,[],[],,False,False,False
243,30,1003,False,False,other_failure,52,1.0744999057105324,"[11,29,40]",[],True,False,[],[],,False,False,False
244,30,1004,False,False,other_failure,52,1.1029564004184993,[30],[],True,False,[],[],,False,False,False
245,30,1005,False,False,target_missed_grasp_proxy,52,1.095478853769673,[32],[],True,False,[32],[],,True,False,False
246,30,1006,False,True,success,43,1.0360425856020101,[],[],False,False,[],[],,False,False,False
247,30,1007,False,False,other_failure,52,1.2061602467606805,"[11,19,20,45,48,49]","[20,49]",True,True,[],[],,False,False,False
248,31,1000,False,True,success,39,1.0388245244576584,[],[],False,False,[],[],,False,False,False
249,31,1001,False,True,success,39,1.08023240173541,[11],[],True,False,[],[],,False,False,False
250,31,1002,False,True,success,38,1.10962995494388,"[11,28]",[],True,False,[],[],,False,False,False
251,31,1003,False,True,success,39,1.0808627442034568,"[11,29]",[],True,False,[],[],,False,False,False
252,31,1004,False,True,success,40,1.15387251933874,"[11,29,30]",[30],True,True,[],[],,False,False,False
253,31,1005,False,True,success,40,1.076442604295685,"[11,30]",[],True,False,[],[],,False,False,False
254,31,1006,False,True,success,40,1.046906412299928,[30],[],True,False,[],[],,False,False,False
255,31,1007,False,True,success,39,1.058514337039241,[29],[],True,False,[],[],,False,False,False
256,32,1000,False,True,success,40,1.0225679133376901,[],[],False,False,[],[],,False,False,False
257,32,1001,False,True,success,41,1.052184850570734,[11],[],True,False,[],[],,False,False,False
258,32,1002,False,True,success,40,1.0538613361873703,[12],[],True,False,[],[],,False,False,False
259,32,1003,False,True,success,41,1.038802230960579,[],[],False,False,[],[],,False,False,False
260,32,1004,False,True,success,40,1.0924067429464699,"[11,30]",[],True,False,[],[],,False,False,False
261,32,1005,False,True,success,41,1.1058435446239987,[29],[],True,False,[],[],,False,False,False
262,32,1006,False,True,success,39,1.051816155916848,[11],[],True,False,[],[],,False,False,False
263,32,1007,False,True,success,39,1.0836876673007823,[29],[],True,False,[],[],,False,False,False
264,33,1000,True,True,success,39,1.2130661967549614,[11],[],True,False,[],[],,False,False,False
265,33,1001,True,True,success,39,1.0606649510426216,[11],[],True,False,[],[],,False,False,False
266,33,1002,True,True,success,39,1.091130162597752,[11],[],True,False,[],[],,False,False,False
267,33,1003,True,True,success,39,1.1493993187611247,"[11,29]",[],True,False,[],[],,False,False,False
268,33,1004,True,True,success,38,1.1954172933475538,[11],[],True,False,[],[],,False,False,False
269,33,1005,True,True,success,39,1.198078406324808,"[11,29]",[],True,False,[],[],,False,False,False
270,33,1006,True,True,success,39,1.1014255027307285,"[11,29]",[],True,False,[],[],,False,False,False
271,33,1007,True,True,success,39,1.141764817990238,"[11,29,38]",[],True,False,[],[],,False,False,False
272,34,1000,False,True,success,39,1.1058496011156012,[11],[],True,False,[],[],,False,False,False
273,34,1001,False,True,success,38,1.0616264235989268,"[11,28]",[],True,False,[],[],,False,False,False
274,34,1002,False,True,success,39,1.1150131547283948,[11],[],True,False,[],[],,False,False,False
275,34,1003,False,True,success,39,1.0983861034358906,"[11,29]",[],True,False,[],[],,False,False,False
276,34,1004,False,True,success,39,1.1280366307244996,[11],[],True,False,[],[],,False,False,False
277,34,1005,False,True,success,40,1.0892918412594077,[11],[],True,False,[],[],,False,False,False
278,34,1006,False,True,success,42,1.0496161483954503,[29],[],True,False,[],[],,False,False,False
279,34,1007,False,True,success,40,1.0837572073401727,[11],[],True,False,[],[],,False,False,False
280,35,1000,False,True,success,38,1.1290202273730765,[28],[],True,False,[],[],,False,False,False
281,35,1001,False,True,success,41,1.077202451996677,[10],[],True,False,[],[],,False,False,False
282,35,1002,False,True,success,40,1.0651607087503645,[10],[],True,False,[],[],,False,False,False
283,35,1003,False,False,other_failure,52,1.0978251680934583,[35],[],True,False,[],[],,False,False,False
284,35,1004,False,True,success,41,1.0537148838940453,[30],[],True,False,[],[],,False,False,False
285,35,1005,False,True,success,40,1.1144199711642802,[29],[],True,False,[],[],,False,False,False
286,35,1006,False,True,success,41,1.0390627318959242,[],[],False,False,[],[],,False,False,False
287,35,1007,False,True,success,41,1.0195128200707482,[],[],False,False,[],[],,False,False,False
