suite,metric,layer_group,query,denoise_step,token_position,previous_token_position,task_mean,task_sd,tasks
goal,top1,front_2_5,1,4,3,,0.03510098531842232,0.00022892911511007696,10
goal,top1,front_2_5,1,4,4,,0.03465089201927185,0.00020312852575443685,10
goal,top1,front_2_5,1,4,5,,0.036097750067710876,0.00031071199919097126,10
goal,top1,front_2_5,1,4,6,,0.03520606458187103,0.0003604879602789879,10
goal,top1,front_2_5,1,4,7,,0.034757599234580994,0.00016262677672784775,10
goal,top1,front_2_5,1,4,8,,0.035456083714962006,0.00023338577011600137,10
goal,top1,front_2_5,1,4,9,,0.036318134516477585,0.0004949430585838854,10
goal,top1,front_2_5,1,4,10,,0.03592885285615921,0.00035761474282480776,10
goal,top1,front_2_5,1,5,1,,0.038739707320928574,0.0006092906696721911,10
goal,top1,front_2_5,1,5,2,,0.036144889891147614,0.0004453802830539644,10
goal,top1,front_2_5,1,5,3,,0.03514023870229721,0.00027737647178582847,10
goal,top1,front_2_5,1,5,4,,0.03483335301280022,0.00015207691467367113,10
goal,top1,front_2_5,1,5,5,,0.036037661135196686,0.00033270588028244674,10
goal,top1,front_2_5,1,5,6,,0.03541795164346695,0.000320422142976895,10
goal,top1,front_2_5,1,5,7,,0.03497019782662392,0.00018538087897468358,10
goal,top1,front_2_5,1,5,8,,0.035520799458026886,0.00027763802791014314,10
goal,top1,front_2_5,1,5,9,,0.03626468777656555,0.0004951466107740998,10
goal,top1,front_2_5,1,5,10,,0.036152664572000504,0.0004281811125110835,10
goal,top1,front_2_5,1,6,1,,0.038519326597452164,0.0006216055480763316,10
goal,top1,front_2_5,1,6,2,,0.03606114909052849,0.0004337806603871286,10
goal,top1,front_2_5,1,6,3,,0.03513046354055405,0.00032467508572153747,10
goal,top1,front_2_5,1,6,4,,0.03481153026223183,0.0001577964285388589,10
goal,top1,front_2_5,1,6,5,,0.03566376119852066,0.0003060653107240796,10
goal,top1,front_2_5,1,6,6,,0.03531734272837639,0.00031164282700046897,10
goal,top1,front_2_5,1,6,7,,0.034857988357543945,0.00028552961884997785,10
goal,top1,front_2_5,1,6,8,,0.03525286167860031,0.0003101014590356499,10
goal,top1,front_2_5,1,6,9,,0.035832729190588,0.0004966850392520428,10
goal,top1,front_2_5,1,6,10,,0.03620327636599541,0.0004407305386848748,10
goal,top1,front_2_5,1,7,1,,0.03868942707777023,0.0006054004770703614,10
goal,top1,front_2_5,1,7,2,,0.03618917614221573,0.0003354019427206367,10
goal,top1,front_2_5,1,7,3,,0.0352683961391449,0.00032271561212837696,10
goal,top1,front_2_5,1,7,4,,0.035182468593120575,0.00034906590008176863,10
goal,top1,front_2_5,1,7,5,,0.035260360687971115,0.00030174999847076833,10
goal,top1,front_2_5,1,7,6,,0.03516336902976036,0.0003087487712036818,10
goal,top1,front_2_5,1,7,7,,0.034885257482528687,0.0003072515828534961,10
goal,top1,front_2_5,1,7,8,,0.035074081271886826,0.00040054754936136305,10
goal,top1,front_2_5,1,7,9,,0.03579938784241676,0.0006363987922668457,10
goal,top1,front_2_5,1,7,10,,0.03626951575279236,0.0003750684263650328,10
goal,top1,front_2_5,1,8,1,,0.038632847368717194,0.0005054219509474933,10
goal,top1,front_2_5,1,8,2,,0.03616797924041748,0.0003230459988117218,10
goal,top1,front_2_5,1,8,3,,0.03560542315244675,0.0002977020340040326,10
goal,top1,front_2_5,1,8,4,,0.03528447076678276,0.00035528987064026296,10
goal,top1,front_2_5,1,8,5,,0.03483324497938156,0.000349093897966668,10
goal,top1,front_2_5,1,8,6,,0.034968387335538864,0.00033996126148849726,10
goal,top1,front_2_5,1,8,7,,0.034952156245708466,0.00033447245368734,10
goal,top1,front_2_5,1,8,8,,0.03522341325879097,0.00043703278061002493,10
goal,top1,front_2_5,1,8,9,,0.035924032330513,0.0009235469624400139,10
goal,top1,front_2_5,1,8,10,,0.03624669834971428,0.00033639217144809663,10
goal,top1,front_2_5,1,9,1,,0.039105601608753204,0.0007998590008355677,10
goal,top1,front_2_5,1,9,2,,0.036819878965616226,0.0005670723039656878,10
goal,top1,front_2_5,1,9,3,,0.03639131039381027,0.0005268264794722199,10
goal,top1,front_2_5,1,9,4,,0.036042604595422745,0.00021282731904648244,10
goal,top1,front_2_5,1,9,5,,0.03506160154938698,0.0003156258026137948,10
goal,top1,front_2_5,1,9,6,,0.03522372990846634,0.0005773079465143383,10
goal,top1,front_2_5,1,9,7,,0.03528985008597374,0.000522448739502579,10
goal,top1,front_2_5,1,9,8,,0.03568844124674797,0.00036203526542522013,10
goal,top1,front_2_5,1,9,9,,0.0360209122300148,0.0008484661229886115,10
goal,top1,front_2_5,1,9,10,,0.037363648414611816,0.000591189251281321,10
goal,top1,front_2_5,2,0,1,,0.03701639547944069,0.0006507416255772114,10
goal,top1,front_2_5,2,0,2,,0.03618407994508743,0.0003359612892381847,10
goal,top1,front_2_5,2,0,3,,0.03486069291830063,0.00016782096645329148,10
goal,top1,front_2_5,2,0,4,,0.035486429929733276,0.00010529736027820036,10
goal,top1,front_2_5,2,0,5,,0.03529362007975578,0.00016344277537427843,10
goal,top1,front_2_5,2,0,6,,0.03485676273703575,0.00039482119609601796,10
goal,top1,front_2_5,2,0,7,,0.03574658930301666,0.000276236969511956,10
goal,top1,front_2_5,2,0,8,,0.035077594220638275,0.00038293094257824123,10
goal,top1,front_2_5,2,0,9,,0.03677918389439583,0.00046591940918006003,10
goal,top1,front_2_5,2,0,10,,0.03581354022026062,0.0003213765157852322,10
goal,top1,front_2_5,2,1,1,,0.03708978742361069,0.000557087070774287,10
goal,top1,front_2_5,2,1,2,,0.03609273582696915,0.0004083656531292945,10
goal,top1,front_2_5,2,1,3,,0.034663233906030655,0.0002133378729922697,10
goal,top1,front_2_5,2,1,4,,0.03543911129236221,0.00017526642477605492,10
goal,top1,front_2_5,2,1,5,,0.03534281998872757,0.00017507202574051917,10
goal,top1,front_2_5,2,1,6,,0.03499256446957588,0.00036912987707182765,10
goal,top1,front_2_5,2,1,7,,0.03553067147731781,0.000227552984142676,10
goal,top1,front_2_5,2,1,8,,0.03514956682920456,0.0003945995995309204,10
goal,top1,front_2_5,2,1,9,,0.03633707016706467,0.0005347683327272534,10
goal,top1,front_2_5,2,1,10,,0.03610359877347946,0.00037325796438381076,10
goal,top1,front_2_5,2,2,1,,0.03700573369860649,0.000631437636911869,10
goal,top1,front_2_5,2,2,2,,0.03590526431798935,0.00035974194179289043,10
goal,top1,front_2_5,2,2,3,,0.034900058060884476,0.0001983086986001581,10
goal,top1,front_2_5,2,2,4,,0.035372715443372726,0.00013880649930797517,10
goal,top1,front_2_5,2,2,5,,0.035397596657276154,0.00013344666513148695,10
goal,top1,front_2_5,2,2,6,,0.03478537127375603,0.0002739499614108354,10
goal,top1,front_2_5,2,2,7,,0.03562610223889351,0.0002830814046319574,10
goal,top1,front_2_5,2,2,8,,0.035254888236522675,0.0003787497407756746,10
goal,top1,front_2_5,2,2,9,,0.03662045672535896,0.0006133472197689116,10
goal,top1,front_2_5,2,2,10,,0.036228593438863754,0.0003772184136323631,10
goal,top1,front_2_5,2,3,1,,0.03740192949771881,0.0005580835859291255,10
goal,top1,front_2_5,2,3,2,,0.03605813533067703,0.00043043456389568746,10
goal,top1,front_2_5,2,3,3,,0.03485528752207756,0.00017925715656019747,10
goal,top1,front_2_5,2,3,4,,0.035361744463443756,0.000143922763527371,10
goal,top1,front_2_5,2,3,5,,0.03590814396739006,0.0002530825440771878,10
goal,top1,front_2_5,2,3,6,,0.03500599414110184,0.00023447010607924312,10
goal,top1,front_2_5,2,3,7,,0.035443227738142014,0.00023236255219671875,10
goal,top1,front_2_5,2,3,8,,0.035510431975126266,0.0004719668359030038,10
goal,top1,front_2_5,2,3,9,,0.03671680763363838,0.0007272579823620617,10
goal,top1,front_2_5,2,3,10,,0.036253876984119415,0.0005281088524498045,10
goal,top1,front_2_5,2,4,1,,0.03742653876543045,0.0005540410638786852,10
goal,top1,front_2_5,2,4,2,,0.03579659387469292,0.00041950022568926215,10
goal,top1,front_2_5,2,4,3,,0.03522492200136185,0.00026364027871750295,10
goal,top1,front_2_5,2,4,4,,0.035363949835300446,0.0001406175288138911,10
goal,top1,front_2_5,2,4,5,,0.03634481877088547,0.0003778914688155055,10
goal,top1,front_2_5,2,4,6,,0.0350763313472271,0.0003231932641938329,10
goal,top1,front_2_5,2,4,7,,0.035358574241399765,0.00022994667233433574,10
goal,top1,front_2_5,2,4,8,,0.03537212684750557,0.000508392695337534,10
goal,top1,front_2_5,2,4,9,,0.03708706051111221,0.0007245469023473561,10
goal,top1,front_2_5,2,4,10,,0.03700483217835426,0.0006825646269135177,10
goal,top1,front_2_5,2,5,1,,0.037625961005687714,0.0005716724554076791,10
goal,top1,front_2_5,2,5,2,,0.035789333283901215,0.0004615076759364456,10
goal,top1,front_2_5,2,5,3,,0.03525977581739426,0.00023284804774448276,10
goal,top1,front_2_5,2,5,4,,0.03537259250879288,0.00024057680275291204,10
goal,top1,front_2_5,2,5,5,,0.03651231527328491,0.000391990237403661,10
goal,top1,front_2_5,2,5,6,,0.03536549583077431,0.0003045818011742085,10
goal,top1,front_2_5,2,5,7,,0.035380732268095016,0.00021782481053378433,10
goal,top1,front_2_5,2,5,8,,0.03533373028039932,0.0005695748259313405,10
goal,top1,front_2_5,2,5,9,,0.037181202322244644,0.0007478992338292301,10
goal,top1,front_2_5,2,5,10,,0.03737910836935043,0.0008805444813333452,10
goal,top1,front_2_5,2,6,1,,0.037519343197345734,0.0006619583000428975,10
goal,top1,front_2_5,2,6,2,,0.035752974450588226,0.00044719158904626966,10
goal,top1,front_2_5,2,6,3,,0.03527093678712845,0.000306784815620631,10
goal,top1,front_2_5,2,6,4,,0.035511307418346405,0.00028428228688426316,10
goal,top1,front_2_5,2,6,5,,0.03685382008552551,0.0003975684812758118,10
goal,top1,front_2_5,2,6,6,,0.03534790128469467,0.0002435326750855893,10
goal,top1,front_2_5,2,6,7,,0.035228513181209564,0.00035161967389285564,10
goal,top1,front_2_5,2,6,8,,0.03540900722146034,0.0006530722021125257,10
goal,top1,front_2_5,2,6,9,,0.03721203655004501,0.0008759129559621215,10
goal,top1,front_2_5,2,6,10,,0.0378599539399147,0.0012184289516881108,10
goal,top1,front_2_5,2,7,1,,0.03763638809323311,0.0009712252649478614,10
goal,top1,front_2_5,2,7,2,,0.03570953384041786,0.0005555118550546467,10
goal,top1,front_2_5,2,7,3,,0.035569727420806885,0.0003042246971745044,10
goal,top1,front_2_5,2,7,4,,0.03565453737974167,0.0005060818511992693,10
goal,top1,front_2_5,2,7,5,,0.03700797259807587,0.0005039810203015804,10
goal,top1,front_2_5,2,7,6,,0.03516059368848801,0.00026407180121168494,10
goal,top1,front_2_5,2,7,7,,0.03535250574350357,0.00047932760207913816,10
goal,top1,front_2_5,2,7,8,,0.03523319959640503,0.0006774610956199467,10
goal,top1,front_2_5,2,7,9,,0.03700517117977142,0.0008196087437681854,10
goal,top1,front_2_5,2,7,10,,0.03835903853178024,0.0016818513395264745,10
goal,top1,front_2_5,2,8,1,,0.03838646411895752,0.0011655960697680712,10
goal,top1,front_2_5,2,8,2,,0.035874269902706146,0.00042907093302346766,10
goal,top1,front_2_5,2,8,3,,0.035556960850954056,0.0003901283198501915,10
goal,top1,front_2_5,2,8,4,,0.036097243428230286,0.0008386974222958088,10
goal,top1,front_2_5,2,8,5,,0.036718495190143585,0.0004666621098294854,10
goal,top1,front_2_5,2,8,6,,0.035161178559064865,0.0002836088533513248,10
goal,top1,front_2_5,2,8,7,,0.03550644591450691,0.0008966703317128122,10
goal,top1,front_2_5,2,8,8,,0.035562776029109955,0.0007634142530150712,10
goal,top1,front_2_5,2,8,9,,0.03679125756025314,0.0008887508884072304,10
goal,top1,front_2_5,2,8,10,,0.038722701370716095,0.0024263164959847927,10
goal,top1,front_2_5,2,9,1,,0.03938564285635948,0.0012025334872305393,10
goal,top1,front_2_5,2,9,2,,0.03664042428135872,0.00031442902400158346,10
goal,top1,front_2_5,2,9,3,,0.036571744829416275,0.0005491887568496168,10
goal,top1,front_2_5,2,9,4,,0.03698364645242691,0.0008125894237309694,10
goal,top1,front_2_5,2,9,5,,0.037276796996593475,0.0007716468535363674,10
goal,top1,front_2_5,2,9,6,,0.03580991178750992,0.000568548624869436,10
goal,top1,front_2_5,2,9,7,,0.03617926687002182,0.001223366940394044,10
goal,top1,front_2_5,2,9,8,,0.036101385951042175,0.0006768656894564629,10
goal,top1,front_2_5,2,9,9,,0.03712713345885277,0.0011476066429167986,10
goal,top1,front_2_5,2,9,10,,0.039708226919174194,0.0025796538684517145,10
goal,top1,front_2_5,3,0,1,,0.03653533384203911,0.00035173073410987854,10
goal,top1,front_2_5,3,0,2,,0.03549611568450928,0.00020037309150211513,10
goal,top1,front_2_5,3,0,3,,0.035339631140232086,0.0003084705676883459,10
goal,top1,front_2_5,3,0,4,,0.035065580159425735,0.00022445443028118461,10
goal,top1,front_2_5,3,0,5,,0.035520169883966446,0.0002582670422270894,10
goal,top1,front_2_5,3,0,6,,0.03545989841222763,0.00010942786320811138,10
goal,top1,front_2_5,3,0,7,,0.03509274870157242,0.00021134085545782,10
goal,top1,front_2_5,3,0,8,,0.03501961752772331,0.00025431509129703045,10
goal,top1,front_2_5,3,0,9,,0.034967415034770966,0.0003411417128518224,10
goal,top1,front_2_5,3,0,10,,0.03610679879784584,0.0003815019445028156,10
goal,top1,front_2_5,3,1,1,,0.03675892949104309,0.00046120837214402854,10
goal,top1,front_2_5,3,1,2,,0.03566591814160347,0.0002456987276673317,10
goal,top1,front_2_5,3,1,3,,0.03513436019420624,0.00026845899992622435,10
goal,top1,front_2_5,3,1,4,,0.034926000982522964,0.00040816559339873493,10
goal,top1,front_2_5,3,1,5,,0.035289984196424484,0.00023393968876916915,10
goal,top1,front_2_5,3,1,6,,0.035284753888845444,0.0001664600131334737,10
goal,top1,front_2_5,3,1,7,,0.03495071083307266,0.000285664718830958,10
goal,top1,front_2_5,3,1,8,,0.03493564575910568,0.00024100369773805141,10
goal,top1,front_2_5,3,1,9,,0.03493216633796692,0.00027336235507391393,10
goal,top1,front_2_5,3,1,10,,0.0360000915825367,0.00039322322118096054,10
goal,top1,front_2_5,3,2,1,,0.037175633013248444,0.0007386296638287604,10
goal,top1,front_2_5,3,2,2,,0.03580238297581673,0.00022247595188673586,10
goal,top1,front_2_5,3,2,3,,0.03519769757986069,0.0002912222989834845,10
goal,top1,front_2_5,3,2,4,,0.03490326553583145,0.0003443612949922681,10
goal,top1,front_2_5,3,2,5,,0.03547046333551407,0.0003346735902596265,10
goal,top1,front_2_5,3,2,6,,0.035505130887031555,0.00016328351921401918,10
goal,top1,front_2_5,3,2,7,,0.0350748747587204,0.00018819789693225175,10
goal,top1,front_2_5,3,2,8,,0.035089947283267975,0.0003207288682460785,10
goal,top1,front_2_5,3,2,9,,0.035006001591682434,0.00027323432732373476,10
goal,top1,front_2_5,3,2,10,,0.03586912155151367,0.0004097165947314352,10
goal,top1,front_2_5,3,3,1,,0.03759324923157692,0.0009537166333757341,10
goal,top1,front_2_5,3,3,2,,0.03593186289072037,0.00026005320250988007,10
goal,top1,front_2_5,3,3,3,,0.035341884940862656,0.00033837356022559106,10
goal,top1,front_2_5,3,3,4,,0.034816596657037735,0.0004335111880209297,10
goal,top1,front_2_5,3,3,5,,0.03558998554944992,0.0004207384481560439,10
goal,top1,front_2_5,3,3,6,,0.03560381010174751,0.00025329360505566,10
goal,top1,front_2_5,3,3,7,,0.035165704786777496,0.00012442620936781168,10
goal,top1,front_2_5,3,3,8,,0.0352674201130867,0.0002974543021991849,10
goal,top1,front_2_5,3,3,9,,0.03500152751803398,0.00026938298833556473,10
goal,top1,front_2_5,3,3,10,,0.03614937514066696,0.00037088850513100624,10
goal,top1,front_2_5,3,4,1,,0.038040317595005035,0.0010957447811961174,10
goal,top1,front_2_5,3,4,2,,0.0362725555896759,0.000319040147587657,10
goal,top1,front_2_5,3,4,3,,0.035352014005184174,0.000301656051306054,10
goal,top1,front_2_5,3,4,4,,0.03475183621048927,0.0004345239431131631,10
goal,top1,front_2_5,3,4,5,,0.035772040486335754,0.0006216774345375597,10
goal,top1,front_2_5,3,4,6,,0.035831332206726074,0.00032979430397972465,10
goal,top1,front_2_5,3,4,7,,0.03507528454065323,0.00012151586270192638,10
goal,top1,front_2_5,3,4,8,,0.03535205498337746,0.000266274088062346,10
