setting,method,reason,episodes,failures,successes,tp,fp,recall,fpr,precision,balanced_accuracy,alarm_rate,t_det,median_lead_detected,tp_lead0,recall_lead0,tp_lead2,recall_lead2,tp_lead4,recall_lead4,tp_lead8,recall_lead8
cohort_transfer,margin_low__current,mechanism_threshold_not_reached,1,1,0,0,0,0.0,,,,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
cohort_transfer,margin_low__current,no_meaningful_target_progress,2,2,0,0,0,0.0,,,,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
cohort_transfer,margin_low__current,object_moved_but_goal_unmet,89,89,0,1,0,0.011235955056179775,,1.0,,0.011235955056179775,0.9905265476977307,43.0,1,0.011235955056179775,1,0.011235955056179775,1,0.011235955056179775,1,0.011235955056179775
cohort_transfer,margin_low__current,object_released_or_dropped_before_goal,241,241,0,4,0,0.016597510373443983,,1.0,,0.016597510373443983,0.9864072113320933,24.5,4,0.016597510373443983,4,0.016597510373443983,4,0.016597510373443983,4,0.016597510373443983
cohort_transfer,margin_low__current,object_released_outside_goal,25,25,0,2,0,0.08,,1.0,,0.08,0.9380662609871535,30.0,2,0.08,2,0.08,2,0.08,2,0.08
cohort_transfer,margin_low__current,stable_grasp_not_observed,143,143,0,5,0,0.03496503496503497,,1.0,,0.03496503496503497,0.9799808035102154,27.0,5,0.03496503496503497,5,0.03496503496503497,5,0.03496503496503497,5,0.03496503496503497
cohort_transfer,margin_low__current,timeout_while_holding_target,23,23,0,0,0,0.0,,,,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
cohort_transfer,margin_low__mean,approached_target_without_observed_contact,14,14,0,1,0,0.07142857142857142,,1.0,,0.07142857142857142,0.9285714285714286,51.0,1,0.07142857142857142,1,0.07142857142857142,1,0.07142857142857142,1,0.07142857142857142
cohort_transfer,margin_low__mean,goal_predicate_regressed,26,26,0,0,0,0.0,,,,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
cohort_transfer,margin_low__mean,mechanism_threshold_not_reached,1,1,0,0,0,0.0,,,,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
cohort_transfer,margin_low__mean,no_meaningful_target_progress,2,2,0,0,0,0.0,,,,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
cohort_transfer,margin_low__mean,object_moved_but_goal_unmet,89,89,0,0,0,0.0,,,,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
cohort_transfer,margin_low__mean,object_released_or_dropped_before_goal,241,241,0,9,0,0.03734439834024896,,1.0,,0.03734439834024896,0.9630848476176849,29.0,9,0.03734439834024896,9,0.03734439834024896,9,0.03734439834024896,9,0.03734439834024896
cohort_transfer,margin_low__mean,object_released_outside_goal,25,25,0,1,0,0.04,,1.0,,0.04,0.9613793103448276,28.0,1,0.04,1,0.04,1,0.04,1,0.04
cohort_transfer,margin_low__mean,stable_grasp_not_observed,143,143,0,0,0,0.0,,,,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
cohort_transfer,margin_low__mean,timeout_while_holding_target,23,23,0,1,0,0.043478260869565216,,1.0,,0.043478260869565216,0.9580209895052474,28.0,1,0.043478260869565216,1,0.043478260869565216,1,0.043478260869565216,1,0.043478260869565216
cohort_transfer,token_collapse__current,approached_target_without_observed_contact,14,14,0,0,0,0.0,,,,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
cohort_transfer,token_collapse__current,goal_predicate_regressed,26,26,0,0,0,0.0,,,,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
cohort_transfer,token_collapse__current,mechanism_threshold_not_reached,1,1,0,0,0,0.0,,,,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
cohort_transfer,token_collapse__current,no_meaningful_target_progress,2,2,0,0,0,0.0,,,,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
cohort_transfer,token_collapse__current,object_moved_but_goal_unmet,89,89,0,4,0,0.0449438202247191,,1.0,,0.0449438202247191,0.9758035721068745,14.0,4,0.0449438202247191,4,0.0449438202247191,4,0.0449438202247191,4,0.0449438202247191
cohort_transfer,token_collapse__current,object_released_or_dropped_before_goal,241,241,0,35,0,0.14522821576763487,,1.0,,0.14522821576763487,0.938071996735611,10.0,35,0.14522821576763487,35,0.14522821576763487,34,0.14107883817427386,34,0.14107883817427386
cohort_transfer,token_collapse__current,object_released_outside_goal,25,25,0,1,0,0.04,,1.0,,0.04,0.9862068965517241,10.0,1,0.04,1,0.04,1,0.04,1,0.04
cohort_transfer,token_collapse__current,stable_grasp_not_observed,143,143,0,0,0,0.0,,,,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
cohort_transfer,token_collapse__current,timeout_while_holding_target,23,23,0,0,0,0.0,,,,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
cohort_transfer,token_collapse__mean,approached_target_without_observed_contact,14,14,0,0,0,0.0,,,,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
cohort_transfer,token_collapse__mean,goal_predicate_regressed,26,26,0,12,0,0.46153846153846156,,1.0,,0.46153846153846156,0.5384615384615384,51.0,12,0.46153846153846156,12,0.46153846153846156,12,0.46153846153846156,12,0.46153846153846156
cohort_transfer,token_collapse__mean,mechanism_threshold_not_reached,1,1,0,0,0,0.0,,,,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
cohort_transfer,token_collapse__mean,no_meaningful_target_progress,2,2,0,0,0,0.0,,,,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
cohort_transfer,token_collapse__mean,object_moved_but_goal_unmet,89,89,0,11,0,0.12359550561797752,,1.0,,0.12359550561797752,0.8764044943820225,51.0,11,0.12359550561797752,11,0.12359550561797752,11,0.12359550561797752,11,0.12359550561797752
cohort_transfer,token_collapse__mean,object_released_or_dropped_before_goal,241,241,0,15,0,0.06224066390041494,,1.0,,0.06224066390041494,0.9377593360995851,51.0,15,0.06224066390041494,15,0.06224066390041494,15,0.06224066390041494,15,0.06224066390041494
cohort_transfer,token_collapse__mean,object_released_outside_goal,25,25,0,5,0,0.2,,1.0,,0.2,0.8,51.0,5,0.2,5,0.2,5,0.2,5,0.2
cohort_transfer,token_collapse__mean,stable_grasp_not_observed,143,143,0,8,0,0.055944055944055944,,1.0,,0.055944055944055944,0.9440559440559441,51.0,8,0.055944055944055944,8,0.055944055944055944,8,0.055944055944055944,8,0.055944055944055944
cohort_transfer,token_collapse__mean,timeout_while_holding_target,23,23,0,0,0,0.0,,,,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
cohort_transfer,flow_path_high__current,approached_target_without_observed_contact,14,14,0,3,0,0.21428571428571427,,1.0,,0.21428571428571427,0.857142857142857,16.0,3,0.21428571428571427,3,0.21428571428571427,3,0.21428571428571427,3,0.21428571428571427
cohort_transfer,flow_path_high__current,goal_predicate_regressed,26,26,0,0,0,0.0,,,,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
cohort_transfer,flow_path_high__current,mechanism_threshold_not_reached,1,1,0,0,0,0.0,,,,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
cohort_transfer,flow_path_high__current,no_meaningful_target_progress,2,2,0,0,0,0.0,,,,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
cohort_transfer,flow_path_high__current,object_moved_but_goal_unmet,89,89,0,14,0,0.15730337078651685,,1.0,,0.15730337078651685,0.9239640925034183,9.0,14,0.15730337078651685,14,0.15730337078651685,13,0.14606741573033707,10,0.11235955056179775
cohort_transfer,flow_path_high__current,object_released_or_dropped_before_goal,241,241,0,74,0,0.3070539419087137,,1.0,,0.3070539419087137,0.8681303780156597,9.0,74,0.3070539419087137,71,0.2946058091286307,69,0.2863070539419087,54,0.22406639004149378
cohort_transfer,flow_path_high__current,object_released_outside_goal,25,25,0,8,0,0.32,,1.0,,0.32,0.8376719576719577,9.0,8,0.32,8,0.32,8,0.32,7,0.28
cohort_transfer,flow_path_high__current,stable_grasp_not_observed,143,143,0,22,0,0.15384615384615385,,1.0,,0.15384615384615385,0.9383949383949385,8.0,22,0.15384615384615385,22,0.15384615384615385,22,0.15384615384615385,17,0.11888111888111888
cohort_transfer,flow_path_high__current,timeout_while_holding_target,23,23,0,0,0,0.0,,,,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
cohort_transfer,flow_path_high__mean,approached_target_without_observed_contact,14,14,0,3,0,0.21428571428571427,,1.0,,0.21428571428571427,0.8333333333333331,16.0,3,0.21428571428571427,3,0.21428571428571427,3,0.21428571428571427,3,0.21428571428571427
cohort_transfer,flow_path_high__mean,goal_predicate_regressed,26,26,0,0,0,0.0,,,,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
cohort_transfer,flow_path_high__mean,mechanism_threshold_not_reached,1,1,0,0,0,0.0,,,,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
cohort_transfer,flow_path_high__mean,no_meaningful_target_progress,2,2,0,0,0,0.0,,,,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
cohort_transfer,flow_path_high__mean,object_moved_but_goal_unmet,89,89,0,8,0,0.0898876404494382,,1.0,,0.0898876404494382,0.9598715890850723,5.0,8,0.0898876404494382,8,0.0898876404494382,5,0.056179775280898875,3,0.033707865168539325
cohort_transfer,flow_path_high__mean,object_released_or_dropped_before_goal,241,241,0,50,0,0.2074688796680498,,1.0,,0.2074688796680498,0.9359810314167161,4.0,50,0.2074688796680498,37,0.15352697095435686,31,0.12863070539419086,12,0.04979253112033195
cohort_transfer,flow_path_high__mean,object_released_outside_goal,25,25,0,5,0,0.2,,1.0,,0.2,0.8685714285714287,15.0,5,0.2,5,0.2,4,0.16,4,0.16
cohort_transfer,flow_path_high__mean,stable_grasp_not_observed,143,143,0,4,0,0.027972027972027972,,1.0,,0.027972027972027972,0.9916749916749916,2.5,4,0.027972027972027972,4,0.027972027972027972,1,0.006993006993006993,1,0.006993006993006993
cohort_transfer,flow_path_high__mean,timeout_while_holding_target,23,23,0,0,0,0.0,,,,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
cohort_transfer,frontback_inversion__current,approached_target_without_observed_contact,14,14,0,3,0,0.21428571428571427,,1.0,,0.21428571428571427,0.8605442176870748,15.0,3,0.21428571428571427,3,0.21428571428571427,3,0.21428571428571427,3,0.21428571428571427
cohort_transfer,frontback_inversion__current,goal_predicate_regressed,26,26,0,5,0,0.19230769230769232,,1.0,,0.19230769230769232,0.9524886877828055,13.0,5,0.19230769230769232,5,0.19230769230769232,5,0.19230769230769232,3,0.11538461538461539
cohort_transfer,frontback_inversion__current,mechanism_threshold_not_reached,1,1,0,0,0,0.0,,,,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
cohort_transfer,frontback_inversion__current,no_meaningful_target_progress,2,2,0,0,0,0.0,,,,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
cohort_transfer,frontback_inversion__current,object_moved_but_goal_unmet,89,89,0,37,0,0.4157303370786517,,1.0,,0.4157303370786517,0.8203631532254728,12.0,37,0.4157303370786517,36,0.4044943820224719,35,0.39325842696629215,26,0.29213483146067415
cohort_transfer,frontback_inversion__current,object_released_or_dropped_before_goal,241,241,0,94,0,0.3900414937759336,,1.0,,0.3900414937759336,0.8418940047044715,10.0,94,0.3900414937759336,92,0.3817427385892116,85,0.35269709543568467,65,0.2697095435684647
cohort_transfer,frontback_inversion__current,object_released_outside_goal,25,25,0,16,0,0.64,,1.0,,0.64,0.6821206950213036,14.0,16,0.64,16,0.64,16,0.64,14,0.56
cohort_transfer,frontback_inversion__current,stable_grasp_not_observed,143,143,0,31,0,0.21678321678321677,,1.0,,0.21678321678321677,0.9145621113166752,9.0,31,0.21678321678321677,30,0.2097902097902098,29,0.20279720279720279,24,0.16783216783216784
cohort_transfer,frontback_inversion__current,timeout_while_holding_target,23,23,0,4,0,0.17391304347826086,,1.0,,0.17391304347826086,0.9446714551221121,10.5,4,0.17391304347826086,4,0.17391304347826086,3,0.13043478260869565,3,0.13043478260869565
cohort_transfer,frontback_inversion__mean,approached_target_without_observed_contact,14,14,0,3,0,0.21428571428571427,,1.0,,0.21428571428571427,0.8809523809523812,15.0,3,0.21428571428571427,3,0.21428571428571427,3,0.21428571428571427,2,0.14285714285714285
cohort_transfer,frontback_inversion__mean,goal_predicate_regressed,26,26,0,0,0,0.0,,,,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
cohort_transfer,frontback_inversion__mean,mechanism_threshold_not_reached,1,1,0,0,0,0.0,,,,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
cohort_transfer,frontback_inversion__mean,no_meaningful_target_progress,2,2,0,0,0,0.0,,,,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
cohort_transfer,frontback_inversion__mean,object_moved_but_goal_unmet,89,89,0,9,0,0.10112359550561797,,1.0,,0.10112359550561797,0.9309196837286726,21.0,9,0.10112359550561797,9,0.10112359550561797,8,0.0898876404494382,6,0.06741573033707865
cohort_transfer,frontback_inversion__mean,object_released_or_dropped_before_goal,241,241,0,28,0,0.11618257261410789,,1.0,,0.11618257261410789,0.9476607609387693,5.5,28,0.11618257261410789,20,0.08298755186721991,17,0.07053941908713693,12,0.04979253112033195
cohort_transfer,frontback_inversion__mean,object_released_outside_goal,25,25,0,7,0,0.28,,1.0,,0.28,0.8597555190658639,13.0,7,0.28,7,0.28,6,0.24,4,0.16
cohort_transfer,frontback_inversion__mean,stable_grasp_not_observed,143,143,0,7,0,0.04895104895104895,,1.0,,0.04895104895104895,0.9881268157130227,4.0,7,0.04895104895104895,6,0.04195804195804196,5,0.03496503496503497,1,0.006993006993006993
cohort_transfer,frontback_inversion__mean,timeout_while_holding_target,23,23,0,0,0,0.0,,,,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
cohort_transfer,entropy_front_low__current,approached_target_without_observed_contact,14,14,0,1,0,0.07142857142857142,,1.0,,0.07142857142857142,0.9659863945578231,10.0,1,0.07142857142857142,1,0.07142857142857142,1,0.07142857142857142,1,0.07142857142857142
cohort_transfer,entropy_front_low__current,goal_predicate_regressed,26,26,0,0,0,0.0,,,,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
cohort_transfer,entropy_front_low__current,mechanism_threshold_not_reached,1,1,0,0,0,0.0,,,,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
cohort_transfer,entropy_front_low__current,no_meaningful_target_progress,2,2,0,0,0,0.0,,,,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
cohort_transfer,entropy_front_low__current,object_moved_but_goal_unmet,89,89,0,4,0,0.0449438202247191,,1.0,,0.0449438202247191,0.9844836811128946,8.5,4,0.0449438202247191,4,0.0449438202247191,3,0.033707865168539325,3,0.033707865168539325
cohort_transfer,entropy_front_low__current,object_released_or_dropped_before_goal,241,241,0,43,0,0.17842323651452283,,1.0,,0.17842323651452283,0.9158269116775342,11.0,43,0.17842323651452283,42,0.17427385892116182,40,0.16597510373443983,37,0.15352697095435686
cohort_transfer,entropy_front_low__current,object_released_outside_goal,25,25,0,4,0,0.16,,1.0,,0.16,0.9504761904761905,6.5,4,0.16,4,0.16,4,0.16,2,0.08
cohort_transfer,entropy_front_low__current,stable_grasp_not_observed,143,143,0,6,0,0.04195804195804196,,1.0,,0.04195804195804196,0.9900099900099899,6.0,6,0.04195804195804196,5,0.03496503496503497,4,0.027972027972027972,1,0.006993006993006993
cohort_transfer,entropy_front_low__current,timeout_while_holding_target,23,23,0,0,0,0.0,,,,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
cohort_transfer,entropy_front_low__mean,approached_target_without_observed_contact,14,14,0,0,0,0.0,,,,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
cohort_transfer,entropy_front_low__mean,goal_predicate_regressed,26,26,0,0,0,0.0,,,,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
cohort_transfer,entropy_front_low__mean,mechanism_threshold_not_reached,1,1,0,0,0,0.0,,,,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
cohort_transfer,entropy_front_low__mean,no_meaningful_target_progress,2,2,0,0,0,0.0,,,,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
cohort_transfer,entropy_front_low__mean,object_moved_but_goal_unmet,89,89,0,0,0,0.0,,,,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
cohort_transfer,entropy_front_low__mean,object_released_or_dropped_before_goal,241,241,0,5,0,0.02074688796680498,,1.0,,0.02074688796680498,0.979253112033195,21.0,5,0.02074688796680498,5,0.02074688796680498,5,0.02074688796680498,5,0.02074688796680498
cohort_transfer,entropy_front_low__mean,object_released_outside_goal,25,25,0,0,0,0.0,,,,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
cohort_transfer,entropy_front_low__mean,stable_grasp_not_observed,143,143,0,0,0,0.0,,,,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
cohort_transfer,entropy_front_low__mean,timeout_while_holding_target,23,23,0,0,0,0.0,,,,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
cohort_transfer,entropy_first_flow_low__current,approached_target_without_observed_contact,14,14,0,3,0,0.21428571428571427,,1.0,,0.21428571428571427,0.8809523809523808,16.0,3,0.21428571428571427,3,0.21428571428571427,2,0.14285714285714285,2,0.14285714285714285
cohort_transfer,entropy_first_flow_low__current,goal_predicate_regressed,26,26,0,0,0,0.0,,,,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
cohort_transfer,entropy_first_flow_low__current,mechanism_threshold_not_reached,1,1,0,0,0,0.0,,,,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
cohort_transfer,entropy_first_flow_low__current,no_meaningful_target_progress,2,2,0,0,0,0.0,,,,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
cohort_transfer,entropy_first_flow_low__current,object_moved_but_goal_unmet,89,89,0,11,0,0.12359550561797752,,1.0,,0.12359550561797752,0.9552939777658878,8.0,11,0.12359550561797752,10,0.11235955056179775,9,0.10112359550561797,6,0.06741573033707865
cohort_transfer,entropy_first_flow_low__current,object_released_or_dropped_before_goal,241,241,0,69,0,0.2863070539419087,,1.0,,0.2863070539419087,0.8761992579419965,9.0,69,0.2863070539419087,68,0.2821576763485477,64,0.26556016597510373,50,0.2074688796680498
cohort_transfer,entropy_first_flow_low__current,object_released_outside_goal,25,25,0,6,0,0.24,,1.0,,0.24,0.8495238095238097,13.0,6,0.24,6,0.24,6,0.24,6,0.24
cohort_transfer,entropy_first_flow_low__current,stable_grasp_not_observed,143,143,0,18,0,0.1258741258741259,,1.0,,0.1258741258741259,0.9517149517149516,8.0,18,0.1258741258741259,18,0.1258741258741259,17,0.11888111888111888,11,0.07692307692307693
cohort_transfer,entropy_first_flow_low__current,timeout_while_holding_target,23,23,0,0,0,0.0,,,,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
cohort_transfer,entropy_first_flow_low__mean,approached_target_without_observed_contact,14,14,0,3,0,0.21428571428571427,,1.0,,0.21428571428571427,0.9251700680272109,7.0,3,0.21428571428571427,2,0.14285714285714285,2,0.14285714285714285,1,0.07142857142857142
cohort_transfer,entropy_first_flow_low__mean,goal_predicate_regressed,26,26,0,0,0,0.0,,,,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
cohort_transfer,entropy_first_flow_low__mean,mechanism_threshold_not_reached,1,1,0,0,0,0.0,,,,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
cohort_transfer,entropy_first_flow_low__mean,no_meaningful_target_progress,2,2,0,0,0,0.0,,,,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
cohort_transfer,entropy_first_flow_low__mean,object_moved_but_goal_unmet,89,89,0,8,0,0.0898876404494382,,1.0,,0.0898876404494382,0.9502407704654895,10.5,8,0.0898876404494382,8,0.0898876404494382,8,0.0898876404494382,4,0.0449438202247191
cohort_transfer,entropy_first_flow_low__mean,object_released_or_dropped_before_goal,241,241,0,65,0,0.2697095435684647,,1.0,,0.2697095435684647,0.8917210037541988,7.0,65,0.2697095435684647,60,0.24896265560165975,50,0.2074688796680498,27,0.11203319502074689
cohort_transfer,entropy_first_flow_low__mean,object_released_outside_goal,25,25,0,5,0,0.2,,1.0,,0.2,0.9009523809523808,14.0,5,0.2,5,0.2,3,0.12,3,0.12
cohort_transfer,entropy_first_flow_low__mean,stable_grasp_not_observed,143,143,0,5,0,0.03496503496503497,,1.0,,0.03496503496503497,0.9873459873459874,6.0,5,0.03496503496503497,5,0.03496503496503497,4,0.027972027972027972,1,0.006993006993006993
