setting,method,budget,available_episodes,episodes,failures,successes,tp,fp,recall,fpr,precision,balanced_accuracy,alarm_rate,t_det,median_lead_detected,tp_lead0,recall_lead0,tp_lead2,recall_lead2,tp_lead4,recall_lead4,tp_lead8,recall_lead8,recall_lo,recall_hi,fpr_lo,fpr_hi,recall_lead4_lo,recall_lead4_hi
cohort_transfer,deviation_global__mean,0.01,15600,15600,564,15036,7,155,0.012411347517730497,0.010308592710827348,0.043209876543209874,0.5010513774034516,0.010384615384615384,0.991725768321513,11.0,7,0.012411347517730497,7,0.012411347517730497,7,0.012411347517730497,6,0.010638297872340425,,,,,,
cohort_transfer,deviation_step__current,0.01,15600,15600,564,15036,63,122,0.11170212765957446,0.008113860069167332,0.34054054054054056,0.5517941337952036,0.011858974358974358,0.9691920136441304,6.0,63,0.11170212765957446,53,0.09397163120567376,41,0.0726950354609929,28,0.04964539007092199,,,,,,
cohort_transfer,deviation_step__mean,0.01,15600,15600,564,15036,29,131,0.051418439716312055,0.008712423516892791,0.18125,0.5213530080997096,0.010256410256410256,0.9832826747720365,2.0,29,0.051418439716312055,20,0.03546099290780142,12,0.02127659574468085,10,0.01773049645390071,,,,,,
cohort_transfer,clock,0.01,15600,15600,564,15036,0,0,0.0,0.0,,0.5,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,
cohort_transfer,random,0.01,15600,15600,564,15036,16,184,0.028368794326241134,0.01223729715349827,0.08,0.5080657485863714,0.01282051282051282,0.9862846635896282,19.5,16,0.028368794326241134,12,0.02127659574468085,12,0.02127659574468085,11,0.01950354609929078,,,,,,
cohort_transfer,v7_unlabeled_budget,0.01,15600,15600,564,15036,175,14,0.3102836879432624,0.000931098696461825,0.9259259259259259,0.6546762946234003,0.012115384615384615,0.9304480711879327,9.0,175,0.3102836879432624,146,0.25886524822695034,130,0.23049645390070922,99,0.17553191489361702,,,,,,
cohort_transfer,entropy_high__current,0.03,15600,15600,564,15036,0,367,0.0,0.02440808725724927,0.0,0.48779595637137535,0.023525641025641024,1.0,,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0035118361337922203,0.0513224227038298,0.0,0.0
cohort_transfer,entropy_high__mean,0.03,15600,15600,564,15036,0,452,0.0,0.030061186485767492,0.0,0.48496940675711625,0.028974358974358974,1.0,,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0015513395400779454,0.06676245486734163,0.0,0.0
cohort_transfer,entropy_low__current,0.03,15600,15600,564,15036,62,455,0.1099290780141844,0.03026070763500931,0.11992263056092843,0.5398341851895876,0.03314102564102564,0.9476733711337312,10.0,62,0.1099290780141844,57,0.10106382978723404,55,0.0975177304964539,45,0.0797872340425532,0.03586651558351489,0.24111357511789805,0.004954404085439794,0.06719085674716342,0.031140833761030443,0.21975813899792193
cohort_transfer,entropy_low__mean,0.03,15600,15600,564,15036,36,432,0.06382978723404255,0.028731045490822026,0.07692307692307693,0.5175493708716102,0.03,0.9685916919959472,11.0,36,0.06382978723404255,26,0.04609929078014184,22,0.03900709219858156,22,0.03900709219858156,0.008486653739528262,0.1780953670343272,0.0021955806880622586,0.06186104383374012,0.0019004286467011293,0.11330945808744207
cohort_transfer,margin_low__current,0.03,15600,15600,564,15036,14,421,0.024822695035460994,0.027999467943602023,0.03218390804597701,0.49841161354592955,0.027884615384615386,0.981990179295,27.0,14,0.024822695035460994,14,0.024822695035460994,14,0.024822695035460994,14,0.024822695035460994,0.0,0.04522828988693467,0.012923278489913256,0.05019731326683456,0.0,0.04522828988693467
cohort_transfer,margin_low__mean,0.03,15600,15600,564,15036,12,460,0.02127659574468085,0.030593242883745677,0.025423728813559324,0.49534167643046756,0.030256410256410255,0.9790291024700416,29.0,12,0.02127659574468085,12,0.02127659574468085,12,0.02127659574468085,12,0.02127659574468085,0.00237970362970363,0.056318572723240964,0.012427375821460614,0.05125964845533778,0.00237970362970363,0.056318572723240964
cohort_transfer,token_collapse__current,0.03,15600,15600,564,15036,40,389,0.07092198581560284,0.025871242351689278,0.09324009324009325,0.5225253717319568,0.0275,0.9691082296889845,10.0,40,0.07092198581560284,40,0.07092198581560284,39,0.06914893617021277,39,0.06914893617021277,0.0042518168286489804,0.19299999999999998,0.004763616870165509,0.05958822845138577,0.004114386495338877,0.18599999999999997
cohort_transfer,token_collapse__mean,0.03,15600,15600,564,15036,51,358,0.09042553191489362,0.023809523809523808,0.12469437652811736,0.533308004052685,0.02621794871794872,0.9095744680851063,51.0,51,0.09042553191489362,51,0.09042553191489362,51,0.09042553191489362,51,0.09042553191489362,0.005166636927774144,0.22605673595376113,0.0034282369058735206,0.05450632102177652,0.005166636927774144,0.22605673595376113
cohort_transfer,flow_path_high__current,0.03,15600,15600,564,15036,121,389,0.21453900709219859,0.025871242351689278,0.2372549019607843,0.5943338823702546,0.032692307692307694,0.9052916674944208,9.0,121,0.21453900709219859,118,0.20921985815602837,115,0.20390070921985815,91,0.16134751773049646,0.0663597963969726,0.44989641725566654,0.006898716743729558,0.051047742067645174,0.06309914069692828,0.4359090909090909
cohort_transfer,flow_path_high__mean,0.03,15600,15600,564,15036,70,450,0.12411347517730496,0.029928172386272944,0.1346153846153846,0.547092651395516,0.03333333333333333,0.9542384329618372,4.5,70,0.12411347517730496,57,0.10106382978723404,44,0.07801418439716312,23,0.040780141843971635,0.03257772810404389,0.3013781955137819,0.002465039763656257,0.06372791895017832,0.01672905291729991,0.20176233978729205
cohort_transfer,frontback_inversion__current,0.03,15600,15600,564,15036,190,354,0.33687943262411346,0.023543495610534718,0.3492647058823529,0.6566679685067894,0.03487179487179487,0.8604325238695788,10.0,190,0.33687943262411346,186,0.32978723404255317,176,0.3120567375886525,138,0.24468085106382978,0.17576133088813203,0.5828141711229946,0.012915712646413448,0.03613124358249391,0.16089600924948613,0.5484340331114523
cohort_transfer,frontback_inversion__mean,0.03,15600,15600,564,15036,54,372,0.09574468085106383,0.024740622505985636,0.1267605633802817,0.5355020291725391,0.027307692307692307,0.9545522184309173,6.0,54,0.09574468085106383,45,0.0797872340425532,39,0.06914893617021277,25,0.044326241134751775,0.026735745449074772,0.23362846240814017,0.0013157854039275317,0.06432614407033647,0.014072352525193,0.1779632529010867
cohort_transfer,entropy_front_low__current,0.03,15600,15600,564,15036,58,435,0.10283687943262411,0.028930566640063847,0.11764705882352941,0.5369531563962802,0.0316025641025641,0.9560114826072272,10.0,58,0.10283687943262411,56,0.09929078014184398,52,0.09219858156028368,44,0.07801418439716312,0.029209890253462243,0.23586192109777016,0.008164040274376026,0.056792124790285364,0.025636363636363634,0.2190932732316227
cohort_transfer,entropy_front_low__mean,0.03,15600,15600,564,15036,5,585,0.008865248226950355,0.03890662410215483,0.00847457627118644,0.4849793120623978,0.03782051282051282,0.9911347517730497,21.0,5,0.008865248226950355,5,0.008865248226950355,5,0.008865248226950355,5,0.008865248226950355,0.0,0.0387223276407337,0.00411603685609691,0.08344829334369555,0.0,0.0387223276407337
cohort_transfer,entropy_first_flow_low__current,0.03,15600,15600,564,15036,107,461,0.18971631205673758,0.03065974993349295,0.18838028169014084,0.5795282810616224,0.03641025641025641,0.9181770422905174,9.0,107,0.18971631205673758,105,0.18617021276595744,98,0.17375886524822695,75,0.13297872340425532,0.05458037931406773,0.40549871575342467,0.00808424863152238,0.060943211271349766,0.04463114954520262,0.3813107869142351
cohort_transfer,entropy_first_flow_low__mean,0.03,15600,15600,564,15036,86,459,0.1524822695035461,0.030526735833998404,0.1577981651376147,0.5609777668347738,0.03493589743589744,0.9364235055724417,7.0,86,0.1524822695035461,80,0.14184397163120568,67,0.11879432624113476,36,0.06382978723404255,0.04696516294194977,0.35701991339440886,0.004396739097064923,0.06513444823393238,0.03239022529573781,0.2819647715285103
cohort_transfer,token_front_collapse__current,0.03,15600,15600,564,15036,2,650,0.0035460992907801418,0.04322958233572759,0.003067484662576687,0.48015825847752625,0.0417948717948718,0.9970041574957204,24.5,2,0.0035460992907801418,2,0.0035460992907801418,2,0.0035460992907801418,2,0.0035460992907801418,0.0,0.014599430300872351,0.005983459133088392,0.0912620729719477,0.0,0.014599430300872351
cohort_transfer,token_front_collapse__mean,0.03,15600,15600,564,15036,0,449,0.0,0.02986166533652567,0.0,0.48506916733173716,0.02878205128205128,1.0,,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0769582086330344,0.0,0.0
cohort_transfer,freeze__current,0.03,15600,15600,564,15036,370,93,0.6560283687943262,0.006185155626496409,0.7991360691144709,0.8249216065839149,0.02967948717948718,0.8007354948718435,14.0,370,0.6560283687943262,326,0.5780141843971631,282,0.5,215,0.38120567375886527,0.5141879144484917,0.7500557040998217,0.002283222033043857,0.01171977940558812,0.2981351058791692,0.6328689647511848
cohort_transfer,freeze__mean,0.03,15600,15600,564,15036,256,242,0.45390070921985815,0.016094706038840115,0.5140562248995983,0.718903001590509,0.03192307692307692,0.8264230313739038,13.0,256,0.45390070921985815,224,0.3971631205673759,197,0.34929078014184395,179,0.3173758865248227,0.26126341638506123,0.594777993842165,0.004128432867199021,0.03238570775510057,0.1158144599303136,0.5174602660561615
cohort_transfer,deviation_global__current,0.03,15600,15600,564,15036,64,477,0.11347517730496454,0.03172386272944932,0.11829944547134935,0.5408756572877575,0.03467948717948718,0.9433673553658304,11.0,64,0.11347517730496454,63,0.11170212765957446,61,0.10815602836879433,56,0.09929078014184398,0.04910324050949051,0.24129977365622113,0.0075997014848697714,0.06646143448897548,0.0427068491865098,0.2333226590106006
cohort_transfer,deviation_global__mean,0.03,15600,15600,564,15036,27,463,0.047872340425531915,0.0307927640329875,0.05510204081632653,0.5085397881962722,0.03141025641025641,0.9707868963188112,14.0,27,0.047872340425531915,23,0.040780141843971635,21,0.03723404255319149,19,0.03368794326241135,0.005023875596889923,0.14039663314741685,0.002515854545140808,0.06898423756375847,0.00445759062158959,0.10587298927613932
cohort_transfer,deviation_step__current,0.03,15600,15600,564,15036,124,405,0.2198581560283688,0.02693535514764565,0.23440453686200377,0.5964614004403616,0.03391025641025641,0.9233381377332869,9.0,124,0.2198581560283688,108,0.19148936170212766,102,0.18085106382978725,74,0.13120567375886524,0.11172482552342972,0.3989587101082329,0.008353832356900067,0.05089435124356618,0.09118578411405295,0.32510662254532813
cohort_transfer,deviation_step__mean,0.03,15600,15600,564,15036,66,416,0.11702127659574468,0.027666932694865656,0.13692946058091288,0.5446771719504395,0.030897435897435897,0.9577001013171226,5.0,66,0.11702127659574468,53,0.09397163120567376,42,0.07446808510638298,21,0.03723404255319149,0.031064601470275982,0.28918577535950246,0.000740583819871888,0.05726555166328257,0.01993071144233935,0.17795654893084753
cohort_transfer,clock,0.03,15600,15600,564,15036,274,185,0.4858156028368794,0.012303804203245543,0.5969498910675382,0.736755899316817,0.029423076923076923,0.876164650257266,13.0,274,0.4858156028368794,274,0.4858156028368794,274,0.4858156028368794,274,0.4858156028368794,0.12008960021134203,0.738782833610983,0.0003918662326590716,0.03651994947739134,0.12008960021134203,0.738782833610983
cohort_transfer,random,0.03,15600,15600,564,15036,44,486,0.07801418439716312,0.03232242617717478,0.0830188679245283,0.5228458791099941,0.03397435897435897,0.9595317026840625,18.5,44,0.07801418439716312,40,0.07092198581560284,39,0.06914893617021277,34,0.06028368794326241,0.04209429824561403,0.10694231645202701,0.02700735246191235,0.03761944565606519,0.03332236842105263,0.09985469448584203
cohort_transfer,v7_unlabeled_budget,0.03,15600,15600,564,15036,419,92,0.7429078014184397,0.006118648576749135,0.8199608610567515,0.8683945764208454,0.032756410256410254,0.7891483622605859,13.0,419,0.7429078014184397,361,0.6400709219858156,317,0.5620567375886525,257,0.45567375886524825,0.6139962134616745,0.8353051364638074,0.0023695864692924455,0.010998305052750781,0.32575988187187643,0.7230447839143491
cohort_transfer,entropy_high__current,0.05,15600,15600,564,15036,2,667,0.0035460992907801418,0.04436020218143123,0.0029895366218236174,0.47959294855467444,0.04288461538461538,0.9969430178527758,25.0,2,0.0035460992907801418,2,0.0035460992907801418,2,0.0035460992907801418,2,0.0035460992907801418,,,,,,
cohort_transfer,entropy_high__mean,0.05,15600,15600,564,15036,12,790,0.02127659574468085,0.052540569300345834,0.014962593516209476,0.4843680132221675,0.051410256410256414,0.9790902421129861,28.5,12,0.02127659574468085,12,0.02127659574468085,12,0.02127659574468085,12,0.02127659574468085,,,,,,
cohort_transfer,entropy_low__current,0.05,15600,15600,564,15036,98,728,0.17375886524822695,0.048417132216014895,0.11864406779661017,0.562670866516106,0.05294871794871795,0.9140720851803671,10.5,98,0.17375886524822695,96,0.1702127659574468,93,0.16489361702127658,72,0.1276595744680851,,,,,,
cohort_transfer,entropy_low__mean,0.05,15600,15600,564,15036,62,744,0.1099290780141844,0.04948124501197127,0.07692307692307693,0.5302239165011066,0.051666666666666666,0.9419115163796014,9.0,62,0.1099290780141844,60,0.10638297872340426,49,0.08687943262411348,33,0.05851063829787234,,,,,,
cohort_transfer,margin_low__current,0.05,15600,15600,564,15036,26,708,0.04609929078014184,0.047086991221069435,0.035422343324250684,0.4995061497795362,0.04705128205128205,0.968965037714768,26.5,26,0.04609929078014184,26,0.04609929078014184,26,0.04609929078014184,26,0.04609929078014184,,,,,,
cohort_transfer,margin_low__mean,0.05,15600,15600,564,15036,17,755,0.030141843971631204,0.050212822559191274,0.022020725388601035,0.48996451070622,0.04948717948717949,0.9702861335289803,29.0,17,0.030141843971631204,17,0.030141843971631204,17,0.030141843971631204,17,0.030141843971631204,,,,,,
cohort_transfer,token_collapse__current,0.05,15600,15600,564,15036,57,612,0.10106382978723404,0.040702314445331206,0.08520179372197309,0.5301807576709514,0.04288461538461538,0.9485338740262278,10.0,57,0.10106382978723404,57,0.10106382978723404,56,0.09929078014184398,56,0.09929078014184398,,,,,,
cohort_transfer,token_collapse__mean,0.05,15600,15600,564,15036,62,644,0.1099290780141844,0.04283054003724395,0.08781869688385269,0.5335492689884702,0.04525641025641026,0.8900709219858156,51.0,62,0.1099290780141844,62,0.1099290780141844,62,0.1099290780141844,62,0.1099290780141844,,,,,,
cohort_transfer,flow_path_high__current,0.05,15600,15600,564,15036,145,704,0.2570921985815603,0.04682096302208034,0.1707891637220259,0.6051356177797399,0.05442307692307692,0.8775613476280977,9.0,145,0.2570921985815603,143,0.25354609929078015,138,0.24468085106382978,121,0.21453900709219859,,,,,,
cohort_transfer,flow_path_high__mean,0.05,15600,15600,564,15036,91,737,0.16134751773049646,0.04901569566374036,0.10990338164251208,0.556165911033378,0.05307692307692308,0.9199594731509626,8.0,91,0.16134751773049646,82,0.1453900709219858,73,0.12943262411347517,48,0.0851063829787234,,,,,,
cohort_transfer,frontback_inversion__current,0.05,15600,15600,564,15036,232,654,0.41134751773049644,0.04349561053471668,0.2618510158013544,0.6839259535978899,0.0567948717948718,0.8170164128258297,11.0,232,0.41134751773049644,226,0.40070921985815605,215,0.38120567375886527,186,0.32978723404255317,,,,,,
cohort_transfer,frontback_inversion__mean,0.05,15600,15600,564,15036,79,617,0.1400709219858156,0.04103484969406757,0.11350574712643678,0.549518036145874,0.04461538461538461,0.9257360371936064,8.0,79,0.1400709219858156,74,0.13120567375886524,65,0.11524822695035461,42,0.07446808510638298,,,,,,
cohort_transfer,entropy_front_low__current,0.05,15600,15600,564,15036,86,732,0.1524822695035461,0.04868316041500399,0.10513447432762836,0.5518995545442711,0.05243589743589744,0.9327780757693147,9.5,86,0.1524822695035461,84,0.14893617021276595,80,0.14184397163120568,68,0.12056737588652482,,,,,,
cohort_transfer,entropy_front_low__mean,0.05,15600,15600,564,15036,14,964,0.024822695035460994,0.06411279595637137,0.014314928425357873,0.48035494953954483,0.06269230769230769,0.975177304964539,21.0,14,0.024822695035460994,14,0.024822695035460994,14,0.024822695035460994,14,0.024822695035460994,,,,,,
cohort_transfer,entropy_first_flow_low__current,0.05,15600,15600,564,15036,127,766,0.225177304964539,0.050944400106411276,0.1422172452407615,0.5871164524290639,0.05724358974358974,0.8923693196742842,9.0,127,0.225177304964539,123,0.21808510638297873,118,0.20921985815602837,104,0.18439716312056736,,,,,,
cohort_transfer,entropy_first_flow_low__mean,0.05,15600,15600,564,15036,102,779,0.18085106382978725,0.05180899175312583,0.11577752553916004,0.5645210360383307,0.05647435897435898,0.911854103343465,8.0,102,0.18085106382978725,96,0.1702127659574468,90,0.1595744680851064,55,0.0975177304964539,,,,,,
cohort_transfer,token_front_collapse__current,0.05,15600,15600,564,15036,4,962,0.0070921985815602835,0.06397978185687683,0.004140786749482402,0.4715562083623417,0.06192307692307692,0.9940083149914405,24.5,4,0.0070921985815602835,4,0.0070921985815602835,4,0.0070921985815602835,4,0.0070921985815602835,,,,,,
cohort_transfer,token_front_collapse__mean,0.05,15600,15600,564,15036,2,780,0.0035460992907801418,0.05187549880287311,0.0025575447570332483,0.4758353002439535,0.05012820512820513,0.9974321349963317,21.0,2,0.0035460992907801418,2,0.0035460992907801418,2,0.0035460992907801418,2,0.0035460992907801418,,,,,,
cohort_transfer,freeze__current,0.05,15600,15600,564,15036,402,314,0.7127659574468085,0.020883213620643788,0.5614525139664804,0.8459413719130824,0.0458974358974359,0.7607941249921886,15.0,402,0.7127659574468085,376,0.6666666666666666,321,0.5691489361702128,235,0.4166666666666667,,,,,,
cohort_transfer,freeze__mean,0.05,15600,15600,564,15036,297,505,0.526595744680851,0.033586060122372974,0.37032418952618457,0.7465048422792391,0.051410256410256414,0.7798498655460663,14.0,297,0.526595744680851,255,0.4521276595744681,226,0.40070921985815605,206,0.36524822695035464,,,,,,
cohort_transfer,deviation_global__current,0.05,15600,15600,564,15036,84,772,0.14893617021276595,0.05134344240489492,0.09813084112149532,0.5487963639039356,0.054871794871794874,0.9215812625966123,12.0,84,0.14893617021276595,82,0.1453900709219858,79,0.1400709219858156,72,0.1276595744680851,,,,,,
cohort_transfer,deviation_global__mean,0.05,15600,15600,564,15036,44,735,0.07801418439716312,0.04888268156424581,0.05648267008985879,0.5145657514164587,0.049935897435897436,0.9429246876055387,19.0,44,0.07801418439716312,42,0.07446808510638298,38,0.0673758865248227,36,0.06382978723404255,,,,,,
cohort_transfer,deviation_step__current,0.05,15600,15600,564,15036,166,695,0.29432624113475175,0.04622239957435488,0.19279907084785133,0.6240519207801984,0.05519230769230769,0.8910128302292357,9.0,166,0.29432624113475175,148,0.2624113475177305,144,0.2553191489361702,103,0.18262411347517732,,,,,,
cohort_transfer,deviation_step__mean,0.05,15600,15600,564,15036,83,734,0.14716312056737588,0.04881617451449854,0.10159118727050184,0.5491734730264386,0.05237179487179487,0.9336372847011145,7.0,83,0.14716312056737588,74,0.13120567375886524,68,0.12056737588652482,33,0.05851063829787234,,,,,,
cohort_transfer,clock,0.05,15600,15600,564,15036,380,389,0.6737588652482269,0.025871242351689278,0.494148244473342,0.8239438114482688,0.0492948717948718,0.774425886764586,23.0,380,0.6737588652482269,274,0.4858156028368794,274,0.4858156028368794,274,0.4858156028368794,,,,,,
cohort_transfer,random,0.05,15600,15600,564,15036,67,774,0.11879432624113476,0.051476456504389465,0.07966706302021404,0.5336589348683727,0.05391025641025641,0.9383962818572172,19.0,67,0.11879432624113476,61,0.10815602836879433,60,0.10638297872340426,51,0.09042553191489362,,,,,,
cohort_transfer,v7_unlabeled_budget,0.05,15600,15600,564,15036,507,301,0.898936170212766,0.020018621973929236,0.6274752475247525,0.9394587741194184,0.05179487179487179,0.7109140142565544,14.0,507,0.898936170212766,467,0.8280141843971631,406,0.7198581560283688,312,0.5531914893617021,,,,,,
cohort_transfer,entropy_high__current,0.1,15600,15600,564,15036,9,1343,0.015957446808510637,0.08931896781058793,0.006656804733727811,0.46331923949896137,0.08666666666666667,0.9866104181951577,25.0,9,0.015957446808510637,9,0.015957446808510637,9,0.015957446808510637,9,0.015957446808510637,,,,,,
cohort_transfer,entropy_high__mean,0.1,15600,15600,564,15036,45,1547,0.0797872340425532,0.10288640595903166,0.028266331658291458,0.48845041404176076,0.10205128205128206,0.9218719280326461,50.0,45,0.0797872340425532,45,0.0797872340425532,45,0.0797872340425532,45,0.0797872340425532,,,,,,
cohort_transfer,entropy_low__current,0.1,15600,15600,564,15036,126,1518,0.22340425531914893,0.10095770151636073,0.07664233576642336,0.5612232769013941,0.10538461538461538,0.8721220125777547,12.0,126,0.22340425531914893,124,0.2198581560283688,122,0.21631205673758866,113,0.20035460992907803,,,,,,
cohort_transfer,entropy_low__mean,0.1,15600,15600,564,15036,96,1506,0.1702127659574468,0.10015961691939346,0.0599250936329588,0.5350265745190267,0.1026923076923077,0.8810368118878757,15.0,96,0.1702127659574468,96,0.1702127659574468,92,0.16312056737588654,79,0.1400709219858156,,,,,,
cohort_transfer,margin_low__current,0.1,15600,15600,564,15036,63,1488,0.11170212765957446,0.09896249002394254,0.04061895551257253,0.506369818817816,0.09942307692307692,0.924415816705748,26.0,63,0.11170212765957446,62,0.1099290780141844,62,0.1099290780141844,62,0.1099290780141844,,,,,,
cohort_transfer,margin_low__mean,0.1,15600,15600,564,15036,48,1497,0.0851063829787234,0.09956105347166799,0.031067961165048542,0.49277266475352766,0.09903846153846153,0.9167889459525557,29.0,48,0.0851063829787234,48,0.0851063829787234,48,0.0851063829787234,48,0.0851063829787234,,,,,,
cohort_transfer,token_collapse__current,0.1,15600,15600,564,15036,80,1298,0.14184397163120568,0.08632615057196062,0.05805515239477504,0.5277589105296225,0.08833333333333333,0.9204009801523935,18.0,80,0.14184397163120568,80,0.14184397163120568,79,0.1400709219858156,79,0.1400709219858156,,,,,,
cohort_transfer,token_collapse__mean,0.1,15600,15600,564,15036,89,1356,0.15780141843971632,0.09018355945730247,0.061591695501730104,0.533808929491207,0.09262820512820513,0.845374246543812,51.0,89,0.15780141843971632,89,0.15780141843971632,89,0.15780141843971632,89,0.15780141843971632,,,,,,
