setting,method,checkpoint,scope,eligible_episodes,scored_episodes,overall_coverage,eligible_score_coverage,scored_failures,scored_successes,failure_coverage,auc,ap,task_macro_auc,task_macro_ap,macro_tasks
cohort_transfer,entropy_high__max,q11,standard_3_suites,6735,6735,0.5806034482758621,1.0,290,6445,1.0,0.2521612583933014,0.026149848285560284,0.26326436473053116,0.17820195778132894,22
cohort_transfer,entropy_high__max,q11,long,4000,4000,1.0,1.0,274,3726,1.0,0.7362090615951824,0.18832277608125542,0.4915073936140672,0.10057934696151719,10
cohort_transfer,entropy_high__max,q15,standard_3_suites,1106,1106,0.0953448275862069,1.0,290,816,1.0,0.16295638945233265,0.15820901919389,0.28029543671267,0.4291121239605622,19
cohort_transfer,entropy_high__max,q15,long,3968,3968,0.992,1.0,274,3694,1.0,0.6959129817933204,0.13984663077313142,0.43618221279700276,0.09520198632192982,10
cohort_transfer,entropy_high__max,q19,standard_3_suites,398,398,0.03431034482758621,1.0,290,108,1.0,0.1473499361430396,0.5531861187878708,0.3854617958294429,0.6847546205296982,15
cohort_transfer,entropy_high__max,q19,long,3695,3695,0.92375,1.0,274,3421,1.0,0.7067794024456076,0.155226965797372,0.4327312036241341,0.09810537414162337,10
cohort_transfer,entropy_high__max,retrospective_half,standard_3_suites,11600,11600,1.0,1.0,290,11310,1.0,0.4955065703222659,0.02715727799201664,0.5713992086318911,0.18066740324242858,26
cohort_transfer,entropy_high__max,retrospective_half,long,4000,4000,1.0,1.0,274,3726,1.0,0.7691982948779733,0.22538407693308563,0.5486760139690292,0.1288905138399104,10
cohort_transfer,entropy_low__current,q0,standard_3_suites,11600,11600,1.0,1.0,290,11310,1.0,0.5308169456385865,0.029061785894927337,0.5127373501580633,0.052818006804230995,26
cohort_transfer,entropy_low__current,q0,long,4000,4000,1.0,1.0,274,3726,1.0,0.46765723991207964,0.06120393352479322,0.5819739861313016,0.08275959509132333,10
cohort_transfer,entropy_low__current,q3,standard_3_suites,11600,11600,1.0,1.0,290,11310,1.0,0.5630958260922589,0.03309179596370463,0.5092304407310592,0.056908456516446125,26
cohort_transfer,entropy_low__current,q3,long,4000,4000,1.0,1.0,274,3726,1.0,0.36405109489051096,0.051319933969936164,0.5198972545054261,0.09065038642808147,10
cohort_transfer,entropy_low__current,q7,standard_3_suites,11463,11463,0.9881896551724138,1.0,290,11173,1.0,0.6097430073113448,0.03638197431235699,0.7086105587660607,0.15584988390674545,26
cohort_transfer,entropy_low__current,q7,long,4000,4000,1.0,1.0,274,3726,1.0,0.20823979062104525,0.04527746783726681,0.5054988033330442,0.08511392962603562,10
cohort_transfer,entropy_low__current,q11,standard_3_suites,6735,6735,0.5806034482758621,1.0,290,6445,1.0,0.6449506433749765,0.08174905608092292,0.5768798428406324,0.2998154800727001,22
cohort_transfer,entropy_low__current,q11,long,4000,4000,1.0,1.0,274,3726,1.0,0.5354188950401793,0.06720218746999933,0.594469265182027,0.07831894009867522,10
cohort_transfer,entropy_low__current,q15,standard_3_suites,1106,1106,0.0953448275862069,1.0,290,816,1.0,0.7689845334685599,0.5842573697837903,0.6022861281039171,0.6498702613354363,19
cohort_transfer,entropy_low__current,q15,long,3968,3968,0.992,1.0,274,3694,1.0,0.32785064752864185,0.046795481426824125,0.474785434962879,0.09680851874614507,10
cohort_transfer,entropy_low__current,q19,standard_3_suites,398,398,0.03431034482758621,1.0,290,108,1.0,0.6700830140485313,0.8816381741518708,0.680537270463741,0.769362071309636,15
cohort_transfer,entropy_low__current,q19,long,3695,3695,0.92375,1.0,274,3421,1.0,0.3899988691572234,0.05681460657199635,0.5282617534674424,0.1025382498087856,10
cohort_transfer,entropy_low__current,retrospective_half,standard_3_suites,11600,11600,1.0,1.0,290,11310,1.0,0.5439059117656027,0.035955866447859725,0.551924230796129,0.15764542455808467,26
cohort_transfer,entropy_low__current,retrospective_half,long,4000,4000,1.0,1.0,274,3726,1.0,0.3440050385729006,0.059446784774047065,0.6137802929706939,0.11897864621155307,10
cohort_transfer,entropy_low__current,safe_task_min_prefixmax,standard_3_suites,11600,11600,1.0,1.0,290,11310,1.0,0.5596443489130766,0.03660143815714377,0.5643826723983009,0.11770040782471217,26
cohort_transfer,entropy_low__current,safe_task_min_prefixmax,long,4000,4000,1.0,1.0,274,3726,1.0,0.2180142694265195,0.04547206948145601,0.37097620374306206,0.1105627759712042,10
cohort_transfer,entropy_low__current,full_rollout_prefixmax,standard_3_suites,11600,11600,1.0,1.0,290,11310,1.0,0.6642643068386231,0.07247001984963293,0.82826249557333,0.2798299673468326,26
cohort_transfer,entropy_low__current,full_rollout_prefixmax,long,4000,4000,1.0,1.0,274,3726,1.0,0.3791472234955785,0.07197875947575554,0.6582997871944145,0.21114065251087283,10
cohort_transfer,entropy_low__mean,q0,standard_3_suites,11600,11600,1.0,1.0,290,11310,1.0,0.5308169456385865,0.029061785894927337,0.5127373501580633,0.052818006804230995,26
cohort_transfer,entropy_low__mean,q0,long,4000,4000,1.0,1.0,274,3726,1.0,0.46765723991207964,0.06120393352479322,0.5819739861313016,0.08275959509132333,10
cohort_transfer,entropy_low__mean,q3,standard_3_suites,11600,11600,1.0,1.0,290,11310,1.0,0.5562433305893473,0.03315499780902197,0.5765824889212434,0.054200356833123714,26
cohort_transfer,entropy_low__mean,q3,long,4000,4000,1.0,1.0,274,3726,1.0,0.43020244406047853,0.05530088152479015,0.5771890874356573,0.08460523312993326,10
cohort_transfer,entropy_low__mean,q7,standard_3_suites,11463,11463,0.9881896551724138,1.0,290,11173,1.0,0.55978744942395,0.035402004935017974,0.6995503212746429,0.17263304648830202,26
cohort_transfer,entropy_low__mean,q7,long,4000,4000,1.0,1.0,274,3726,1.0,0.23528489877796976,0.04126386206644864,0.480162908849273,0.07915256581234689,10
cohort_transfer,entropy_low__mean,q11,standard_3_suites,6735,6735,0.5806034482758621,1.0,290,6445,1.0,0.6250600572483347,0.15073953310501526,0.7167202910079481,0.4194582528837076,22
cohort_transfer,entropy_low__mean,q11,long,4000,4000,1.0,1.0,274,3726,1.0,0.2219827332886679,0.04074448480849703,0.5676114926287003,0.08107636762998151,10
cohort_transfer,entropy_low__mean,q15,standard_3_suites,1106,1106,0.0953448275862069,1.0,290,816,1.0,0.7642283637592968,0.6866320744233048,0.6449744286170573,0.671568345606382,19
cohort_transfer,entropy_low__mean,q15,long,3968,3968,0.992,1.0,274,3694,1.0,0.2453149514501717,0.04247864714463115,0.5990109782146015,0.11867498551196783,10
cohort_transfer,entropy_low__mean,q19,standard_3_suites,398,398,0.03431034482758621,1.0,290,108,1.0,0.8323275862068965,0.9208941139791046,0.6746658706217531,0.8761954965987119,15
cohort_transfer,entropy_low__mean,q19,long,3695,3695,0.92375,1.0,274,3421,1.0,0.21437258495723066,0.04640134924707383,0.6298731525340283,0.23573541627883232,10
cohort_transfer,entropy_low__mean,retrospective_half,standard_3_suites,11600,11600,1.0,1.0,290,11310,1.0,0.6039255769992987,0.03843329375276439,0.7083799281053011,0.3284683008979092,26
cohort_transfer,entropy_low__mean,retrospective_half,long,4000,4000,1.0,1.0,274,3726,1.0,0.29440683145856106,0.0579056858361323,0.7394621929258848,0.3011889488997043,10
cohort_transfer,entropy_low__mean,safe_task_min_prefixmax,standard_3_suites,11600,11600,1.0,1.0,290,11310,1.0,0.5532176285862374,0.03154224498955205,0.5922616659537628,0.08622473744125926,26
cohort_transfer,entropy_low__mean,safe_task_min_prefixmax,long,4000,4000,1.0,1.0,274,3726,1.0,0.37715442089714807,0.051061042127582605,0.576605142620276,0.11753760822315666,10
cohort_transfer,entropy_low__mean,full_rollout_prefixmax,standard_3_suites,11600,11600,1.0,1.0,290,11310,1.0,0.6133391261928718,0.04565166913300599,0.7480852076717189,0.3161316528193987,26
cohort_transfer,entropy_low__mean,full_rollout_prefixmax,long,4000,4000,1.0,1.0,274,3726,1.0,0.5034576520877166,0.06703805973740483,0.807062671242225,0.33740003066834207,10
cohort_transfer,entropy_low__max,q0,standard_3_suites,11600,11600,1.0,1.0,290,11310,1.0,0.5308169456385865,0.029061785894927337,0.5127373501580633,0.052818006804230995,26
cohort_transfer,entropy_low__max,q0,long,4000,4000,1.0,1.0,274,3726,1.0,0.46765723991207964,0.06120393352479322,0.5819739861313016,0.08275959509132333,10
cohort_transfer,entropy_low__max,q3,standard_3_suites,11600,11600,1.0,1.0,290,11310,1.0,0.542654501661636,0.03152684900085512,0.5167761793190765,0.046522619634994905,26
cohort_transfer,entropy_low__max,q3,long,4000,4000,1.0,1.0,274,3726,1.0,0.5148806375401107,0.06730713238700307,0.5555278757429666,0.09355082656415784,10
cohort_transfer,entropy_low__max,q7,standard_3_suites,11463,11463,0.9881896551724138,1.0,290,11173,1.0,0.5503428832437804,0.03288931733667001,0.5551582649343141,0.10487734524375096,26
cohort_transfer,entropy_low__max,q7,long,4000,4000,1.0,1.0,274,3726,1.0,0.23636872088421862,0.04378646642864769,0.37629838110001324,0.07693702222548074,10
cohort_transfer,entropy_low__max,q11,standard_3_suites,6735,6735,0.5806034482758621,1.0,290,6445,1.0,0.5822877932639576,0.07444946180682246,0.5797464498182975,0.29740332593911023,22
cohort_transfer,entropy_low__max,q11,long,4000,4000,1.0,1.0,274,3726,1.0,0.22765749458333823,0.04248536291015469,0.39047277229412114,0.07845804382420851,10
cohort_transfer,entropy_low__max,q15,standard_3_suites,1106,1106,0.0953448275862069,1.0,290,816,1.0,0.7037461967545638,0.5589665491860897,0.504777474669259,0.5521770495849055,19
cohort_transfer,entropy_low__max,q15,long,3968,3968,0.992,1.0,274,3694,1.0,0.19918668663723774,0.04093578490998341,0.3392730947260623,0.08250829658290212,10
cohort_transfer,entropy_low__max,q19,standard_3_suites,398,398,0.03431034482758621,1.0,290,108,1.0,0.8012771392081737,0.9120382528932541,0.5813984653690535,0.8176507999355992,15
cohort_transfer,entropy_low__max,q19,long,3695,3695,0.92375,1.0,274,3421,1.0,0.18083296171990518,0.04744677455370061,0.38207194593430255,0.11166456503176733,10
cohort_transfer,entropy_low__max,retrospective_half,standard_3_suites,11600,11600,1.0,1.0,290,11310,1.0,0.6410651239367053,0.05789230059231923,0.8000732912837626,0.28441825513276486,26
cohort_transfer,entropy_low__max,retrospective_half,long,4000,4000,1.0,1.0,274,3726,1.0,0.36933160548679433,0.06313130106639621,0.6455526375030569,0.1892499839562134,10
cohort_transfer,margin_low__current,q0,standard_3_suites,11600,11600,1.0,1.0,290,11310,1.0,0.5210404280618312,0.027635841525165142,0.4863916325033294,0.03966723133289293,26
cohort_transfer,margin_low__current,q0,long,4000,4000,1.0,1.0,274,3726,1.0,0.49795920166437463,0.07080997209684753,0.4190031229089377,0.07165203828696207,10
cohort_transfer,margin_low__current,q3,standard_3_suites,11600,11600,1.0,1.0,290,11310,1.0,0.42981432360742705,0.02043829026025128,0.5127434391916571,0.04263807769984378,26
cohort_transfer,margin_low__current,q3,long,4000,4000,1.0,1.0,274,3726,1.0,0.5365056556609503,0.08005287720472556,0.4823762729830146,0.10489140770384438,10
cohort_transfer,margin_low__current,q7,standard_3_suites,11463,11463,0.9881896551724138,1.0,290,11173,1.0,0.4074122654058275,0.021272464962736038,0.34220070315679174,0.03207466160888657,26
cohort_transfer,margin_low__current,q7,long,4000,4000,1.0,1.0,274,3726,1.0,0.6670775689473457,0.14611091727860387,0.49137249917788506,0.07811986807255776,10
cohort_transfer,margin_low__current,q11,standard_3_suites,6735,6735,0.5806034482758621,1.0,290,6445,1.0,0.3712862149220192,0.03116517725143624,0.4196595130347903,0.2097670571315012,22
cohort_transfer,margin_low__current,q11,long,4000,4000,1.0,1.0,274,3726,1.0,0.49872909246917496,0.06501245486400782,0.45393880594200564,0.07827192497191784,10
cohort_transfer,margin_low__current,q15,standard_3_suites,1106,1106,0.0953448275862069,1.0,290,816,1.0,0.23500042258282625,0.17554367114851455,0.4573376149270136,0.5367088772571161,19
cohort_transfer,margin_low__current,q15,long,3968,3968,0.992,1.0,274,3694,1.0,0.6473359837811563,0.10705163296194749,0.5171873164132632,0.07227351440385259,10
cohort_transfer,margin_low__current,q19,standard_3_suites,398,398,0.03431034482758621,1.0,290,108,1.0,0.31522988505747124,0.6650610867756677,0.34357837151954806,0.6861044638887177,15
cohort_transfer,margin_low__current,q19,long,3695,3695,0.92375,1.0,274,3421,1.0,0.5597154330167685,0.08939490894327234,0.4117219477702636,0.07991304452698005,10
cohort_transfer,margin_low__current,retrospective_half,standard_3_suites,11600,11600,1.0,1.0,290,11310,1.0,0.40086115430348485,0.020824983347122808,0.3321157502748221,0.050155577452298886,26
cohort_transfer,margin_low__current,retrospective_half,long,4000,4000,1.0,1.0,274,3726,1.0,0.6095546779192182,0.1481381584794804,0.4514256972349667,0.10463480447745939,10
cohort_transfer,margin_low__current,safe_task_min_prefixmax,standard_3_suites,11600,11600,1.0,1.0,290,11310,1.0,0.3831761639074362,0.019549712259932323,0.29502707470215345,0.028832926299585178,26
cohort_transfer,margin_low__current,safe_task_min_prefixmax,long,4000,4000,1.0,1.0,274,3726,1.0,0.6726979677233564,0.14152640314617496,0.47315817038094804,0.08725476318567588,10
cohort_transfer,margin_low__current,full_rollout_prefixmax,standard_3_suites,11600,11600,1.0,1.0,290,11310,1.0,0.41116040123174485,0.021156901083933678,0.38732623715325504,0.0370387690052415,26
cohort_transfer,margin_low__current,full_rollout_prefixmax,long,4000,4000,1.0,1.0,274,3726,1.0,0.6926264834600813,0.1466536230851454,0.5177426351854606,0.09064135283544203,10
cohort_transfer,margin_low__mean,q0,standard_3_suites,11600,11600,1.0,1.0,290,11310,1.0,0.5210404280618312,0.027635841525165142,0.4863916325033294,0.03966723133289293,26
cohort_transfer,margin_low__mean,q0,long,4000,4000,1.0,1.0,274,3726,1.0,0.49795920166437463,0.07080997209684753,0.4190031229089377,0.07165203828696207,10
cohort_transfer,margin_low__mean,q3,standard_3_suites,11600,11600,1.0,1.0,290,11310,1.0,0.45089255769992986,0.02244230403213206,0.47050830788762166,0.039455942383427686,26
cohort_transfer,margin_low__mean,q3,long,4000,4000,1.0,1.0,274,3726,1.0,0.5049367043971932,0.06572393622711707,0.4924595724050729,0.07886602483412616,10
cohort_transfer,margin_low__mean,q7,standard_3_suites,11463,11463,0.9881896551724138,1.0,290,11173,1.0,0.42804652225037576,0.022302310539339856,0.3266997247292591,0.02718852729552044,26
cohort_transfer,margin_low__mean,q7,long,4000,4000,1.0,1.0,274,3726,1.0,0.6546589168243669,0.10759066867088027,0.5429573445319026,0.08280349599840314,10
cohort_transfer,margin_low__mean,q11,standard_3_suites,6735,6735,0.5806034482758621,1.0,290,6445,1.0,0.3553976619138065,0.03447401364980703,0.3147953773137467,0.20558283873758254,22
cohort_transfer,margin_low__mean,q11,long,4000,4000,1.0,1.0,274,3726,1.0,0.7192053473128264,0.1714298304326857,0.49890965393626185,0.08400469369282547,10
cohort_transfer,margin_low__mean,q15,standard_3_suites,1106,1106,0.0953448275862069,1.0,290,816,1.0,0.22537187288708588,0.16974170554439094,0.3223920592371375,0.4535124370986123,19
cohort_transfer,margin_low__mean,q15,long,3968,3968,0.992,1.0,274,3694,1.0,0.7072210212654966,0.1614462679305901,0.4787132861201342,0.07560127273528812,10
cohort_transfer,margin_low__mean,q19,standard_3_suites,398,398,0.03431034482758621,1.0,290,108,1.0,0.15628991060025543,0.5697990636210957,0.3189775311834136,0.6702368034148963,15
cohort_transfer,margin_low__mean,q19,long,3695,3695,0.92375,1.0,274,3421,1.0,0.7436566121230613,0.2145049458304279,0.4177860519269527,0.08177298907502564,10
cohort_transfer,margin_low__mean,retrospective_half,standard_3_suites,11600,11600,1.0,1.0,290,11310,1.0,0.36134760206103844,0.01823687017739937,0.2404117513406998,0.027417032631762282,26
cohort_transfer,margin_low__mean,retrospective_half,long,4000,4000,1.0,1.0,274,3726,1.0,0.6669850057398984,0.15113243135802026,0.32292122073521823,0.06821285843497399,10
cohort_transfer,margin_low__mean,safe_task_min_prefixmax,standard_3_suites,11600,11600,1.0,1.0,290,11310,1.0,0.4756840147565475,0.0247959359816591,0.4402942299330594,0.03815587616550085,26
cohort_transfer,margin_low__mean,safe_task_min_prefixmax,long,4000,4000,1.0,1.0,274,3726,1.0,0.5726626075986068,0.07661728648869091,0.4562067982497407,0.07086515408354109,10
cohort_transfer,margin_low__mean,full_rollout_prefixmax,standard_3_suites,11600,11600,1.0,1.0,290,11310,1.0,0.4768764291594256,0.02492040851380583,0.4506878780996984,0.038277106524678146,26
cohort_transfer,margin_low__mean,full_rollout_prefixmax,long,4000,4000,1.0,1.0,274,3726,1.0,0.5845479193358174,0.07850340088409093,0.4593768845038892,0.07242680730633175,10
cohort_transfer,margin_low__max,q0,standard_3_suites,11600,11600,1.0,1.0,290,11310,1.0,0.5210404280618312,0.027635841525165142,0.4863916325033294,0.03966723133289293,26
cohort_transfer,margin_low__max,q0,long,4000,4000,1.0,1.0,274,3726,1.0,0.49795920166437463,0.07080997209684753,0.4190031229089377,0.07165203828696207,10
cohort_transfer,margin_low__max,q3,standard_3_suites,11600,11600,1.0,1.0,290,11310,1.0,0.4485325772127199,0.022889578055620953,0.4142865581972254,0.038058692571782654,26
cohort_transfer,margin_low__max,q3,long,4000,4000,1.0,1.0,274,3726,1.0,0.5871960106726848,0.09211384561703428,0.49976578926095777,0.09587077044363876,10
cohort_transfer,margin_low__max,q7,standard_3_suites,11463,11463,0.9881896551724138,1.0,290,11173,1.0,0.44434103766160415,0.02487927233547267,0.3842151525221981,0.03381010776853176,26
cohort_transfer,margin_low__max,q7,long,4000,4000,1.0,1.0,274,3726,1.0,0.6171252708330884,0.0929647562617496,0.5184484690527742,0.09114844187334356,10
cohort_transfer,margin_low__max,q11,standard_3_suites,6735,6735,0.5806034482758621,1.0,290,6445,1.0,0.30769455070757873,0.02932976691770109,0.2865213804325159,0.18619227059664925,22
cohort_transfer,margin_low__max,q11,long,4000,4000,1.0,1.0,274,3726,1.0,0.6573584321653717,0.11961815353437394,0.5024333799703207,0.08983918454632642,10
cohort_transfer,margin_low__max,q15,standard_3_suites,1106,1106,0.0953448275862069,1.0,290,816,1.0,0.21662440838404326,0.17182409660363335,0.2557904600097533,0.43047840829663,19
cohort_transfer,margin_low__max,q15,long,3968,3968,0.992,1.0,274,3694,1.0,0.6273306683949905,0.10437353637986717,0.4786320107078632,0.08297350875741435,10
cohort_transfer,margin_low__max,q19,standard_3_suites,398,398,0.03431034482758621,1.0,290,108,1.0,0.19505108556832695,0.5871246801761513,0.3561774880892528,0.6875737734827467,15
cohort_transfer,margin_low__max,q19,long,3695,3695,0.92375,1.0,274,3421,1.0,0.643184965338602,0.12067007359775378,0.4579612651666015,0.08849292016309179,10
cohort_transfer,margin_low__max,retrospective_half,standard_3_suites,11600,11600,1.0,1.0,290,11310,1.0,0.5058715204731852,0.03160111414959594,0.5350760466824996,0.11057538141167046,26
cohort_transfer,margin_low__max,retrospective_half,long,4000,4000,1.0,1.0,274,3726,1.0,0.7443991913208035,0.18241953246968687,0.5972923251864674,0.11884349323002227,10
cohort_transfer,token_collapse__current,q0,standard_3_suites,11600,11600,1.0,1.0,290,11310,1.0,0.4993408335619988,0.025136946548433202,0.47439839798836203,0.03387742719444212,26
cohort_transfer,token_collapse__current,q0,long,4000,4000,1.0,1.0,274,3726,1.0,0.5824400249186031,0.09429379531251869,0.5435934424328306,0.09045734197818242,10
cohort_transfer,token_collapse__current,q3,standard_3_suites,11600,11600,1.0,1.0,290,11310,1.0,0.41645233086374583,0.020188489022400613,0.5382975582068488,0.046597198805300596,26
cohort_transfer,token_collapse__current,q3,long,4000,4000,1.0,1.0,274,3726,1.0,0.6189549858755402,0.08602541938731839,0.5478371303183649,0.06860009844828494,10
cohort_transfer,token_collapse__current,q7,standard_3_suites,11463,11463,0.9881896551724138,1.0,290,11173,1.0,0.41117657406864455,0.019772283467864468,0.3439527131661713,0.04453648141286292,26
cohort_transfer,token_collapse__current,q7,long,4000,4000,1.0,1.0,274,3726,1.0,0.817093143074313,0.30858421318888335,0.5682181822260947,0.15286128886246658,10
cohort_transfer,token_collapse__current,q11,standard_3_suites,6735,6735,0.5806034482758621,1.0,290,6445,1.0,0.43881972124876273,0.04975507534373403,0.5202809102537453,0.2303675911302857,22
