estimator,stage,saving,mean_relative_error,median_relative_error,p90_relative_error,p95_relative_error,unsafe_rate,unsafe_count,unsafe_query_count,unsafe_query_any_rate,unsafe_rollout_count,physical_rms,physical_max_abs_p95,gripper_sign_flip_rate
learned_two_velocity_scalar,6,0.4,0.04307809077324758,0.038674011305753805,0.0625525675649808,0.0682481517576209,0.23011363636363635,162,13,0.29545454545454547,4,0.015850442495570338,0.09369167186430116,0.0
learned_two_velocity_scalar,7,0.3,0.036782895657880926,0.03346108194029662,0.054073244446532956,0.05733887971316102,0.15482954545454544,109,10,0.22727272727272727,4,0.014533822485089208,0.09036603158282597,0.0
learned_two_velocity_scalar,8,0.2,0.028657764259029703,0.026962477490263127,0.03896484426323876,0.042683691060382445,0.0014204545454545455,1,1,0.022727272727272728,1,0.012421403211009808,0.08513001964666034,0.0
learned_two_velocity_scalar,9,0.1,0.018911929619795917,0.0171089251744141,0.027159687899775173,0.029410735052025117,0.0,0,0,0.0,0,0.007777043929182759,0.05035056851603031,0.0
learned_two_velocity_per_dim,2,0.8,0.06265830792667697,0.05455328207312771,0.09757942513664815,0.10652337601591169,0.6477272727272727,456,40,0.9090909090909091,4,0.022261008705825494,0.13129767968758985,0.0
learned_two_velocity_per_dim,3,0.7,0.05884546466653036,0.051707017125998865,0.09021234496740695,0.0982543924966277,0.5539772727272727,390,38,0.8636363636363636,4,0.02030776302868063,0.14162868952348304,0.0
learned_two_velocity_per_dim,4,0.6,0.053206548705841336,0.045901058840064124,0.08294571470683273,0.08896431711738645,0.3778409090909091,266,28,0.6363636363636364,4,0.018129568260340324,0.11022017050224386,0.0
learned_two_velocity_per_dim,5,0.5,0.04737489124321336,0.041065302698746586,0.07302400094130337,0.07809701467473329,0.3039772727272727,214,16,0.36363636363636365,4,0.01636907451979036,0.09719843237062296,0.0
learned_two_velocity_per_dim,6,0.4,0.041840525851919635,0.03687707856330022,0.06324937720031408,0.06754072999291956,0.24147727272727273,170,13,0.29545454545454547,4,0.01494118865442955,0.08608522210700224,0.0
learned_two_velocity_per_dim,7,0.3,0.03553403803751896,0.031981154965490616,0.05370993579569657,0.058094991219215256,0.15767045454545456,111,11,0.25,4,0.012909016198774994,0.07645859067147127,0.0
learned_two_velocity_per_dim,8,0.2,0.02791382760708155,0.026092097768425714,0.038887647853946695,0.04357286067807653,0.004261363636363636,3,3,0.06818181818181818,3,0.011040740531005419,0.06605975928852464,0.0
learned_two_velocity_per_dim,9,0.1,0.0184697521896009,0.016420933329888344,0.027587362518879627,0.030360621820291644,0.0,0,0,0.0,0,0.007177777118976169,0.043665918322547854,0.0
