representation,direction,width,confirmations,quantile,structure,tp,fp,risk_recall,timely_fpr,precision,low_prior_tp,low_prior_fp,low_prior_precision,low_prior_share,mean_alarm_prior,lift
L4,low,2,4,0.99,single,17,1,0.03490759753593429,6.986655488017886e-05,0.9444444444444444,0,0,0.0,0.0,0.8035413259174634,1.175352671956357
L4,low,2,4,0.99,or_l5,43,8,0.08829568788501027,0.0005589324390414309,0.8431372549019608,12,4,0.75,0.27906976744186046,0.5555740350150229,1.5175965789674857
L4,low,2,4,0.995,single,9,1,0.018480492813141684,6.986655488017886e-05,0.9,0,0,0.0,0.0,0.8124594546100774,1.107747586532716
L4,low,2,4,0.995,or_l5,35,8,0.07186858316221766,0.0005589324390414309,0.813953488372093,12,4,0.75,0.34285714285714286,0.5115145689616883,1.5912615940232524
L4,low,2,6,0.5,single,128,6,0.26283367556468173,0.00041919932928107315,0.9552238805970149,12,2,0.8571428571428571,0.09375,0.7469180569237822,1.278887117190807
L4,low,2,6,0.5,or_l5,154,13,0.3162217659137577,0.0009082652134423251,0.9221556886227545,24,6,0.8,0.15584415584415584,0.6823805481858601,1.3513803860241145
L4,low,2,6,0.6,single,121,5,0.24845995893223818,0.0003493327744008943,0.9603174603174603,10,1,0.9090909090909091,0.08264462809917356,0.7584052129594083,1.266232673388624
L4,low,2,6,0.6,or_l5,147,12,0.30184804928131415,0.0008383986585621463,0.9245283018867925,22,5,0.8148148148148148,0.14965986394557823,0.6882364072461464,1.3433295480344107
L4,low,2,6,0.7,single,113,5,0.23203285420944558,0.0003493327744008943,0.9576271186440678,6,1,0.8571428571428571,0.05309734513274336,0.7733235658079647,1.2383265698667072
L4,low,2,6,0.7,or_l5,139,12,0.28542094455852157,0.0008383986585621463,0.9205298013245033,18,5,0.782608695652174,0.12949640287769784,0.6961769051959713,1.3222642039028536
L4,low,2,6,0.75,single,107,5,0.21971252566735114,0.0003493327744008943,0.9553571428571429,6,1,0.8571428571428571,0.056074766355140186,0.7713463368379356,1.2385579566936726
L4,low,2,6,0.75,or_l5,133,12,0.2731006160164271,0.0008383986585621463,0.9172413793103448,18,5,0.782608695652174,0.13533834586466165,0.6914573906558663,1.326533480884941
L4,low,2,6,0.8,single,97,5,0.19917864476386038,0.0003493327744008943,0.9509803921568627,5,1,0.8333333333333334,0.05154639175257732,0.7708320750111792,1.2337063064521165
L4,low,2,6,0.8,or_l5,123,12,0.25256673511293637,0.0008383986585621463,0.9111111111111111,17,5,0.7727272727272727,0.13821138211382114,0.6851511375584601,1.3297958087873292
L4,low,2,6,0.85,single,94,4,0.19301848049281314,0.00027946621952071543,0.9591836734693877,4,1,0.8,0.0425531914893617,0.7907283451373901,1.2130381810237603
L4,low,2,6,0.85,or_l5,120,11,0.2464065708418891,0.0007685321036819675,0.916030534351145,16,5,0.7619047619047619,0.13333333333333333,0.697419158341344,1.313457657988231
L4,low,2,6,0.9,single,81,2,0.16632443531827515,0.00013973310976035772,0.9759036144578314,1,0,1.0,0.012345679012345678,0.822783211727246,1.1861005433121854
L4,low,2,6,0.9,or_l5,107,9,0.21971252566735114,0.0006287989939216097,0.9224137931034483,13,4,0.7647058823529411,0.12149532710280374,0.708289124936321,1.3023125170619811
L4,low,2,6,0.925,single,71,1,0.1457905544147844,6.986655488017886e-05,0.9861111111111112,1,0,1.0,0.014084507042253521,0.8246995675316688,1.1957216299537394
L4,low,2,6,0.925,or_l5,97,8,0.19917864476386038,0.0005589324390414309,0.9238095238095239,13,4,0.7647058823529411,0.13402061855670103,0.6976085788717331,1.3242519541597861
L4,low,2,6,0.95,single,60,1,0.12320328542094455,6.986655488017886e-05,0.9836065573770492,1,0,1.0,0.016666666666666666,0.8654410114541496,1.1365379550529422
L4,low,2,6,0.95,or_l5,86,8,0.17659137577002054,0.0005589324390414309,0.9148936170212766,13,4,0.7647058823529411,0.1511627906976744,0.709174825722925,1.290081914693805
L4,low,2,6,0.96,single,53,1,0.10882956878850103,6.986655488017886e-05,0.9814814814814815,1,0,1.0,0.018867924528301886,0.8560170214906447,1.1465677163432526
L4,low,2,6,0.96,or_l5,79,8,0.162217659137577,0.0005589324390414309,0.9080459770114943,13,4,0.7647058823529411,0.16455696202531644,0.6907523112614556,1.31457537268781
L4,low,2,6,0.975,single,25,1,0.0513347022587269,6.986655488017886e-05,0.9615384615384616,0,0,0.0,0.0,0.9072689842433885,1.059816303916011
L4,low,2,6,0.975,or_l5,51,8,0.10472279260780287,0.0005589324390414309,0.864406779661017,12,4,0.75,0.23529411764705882,0.6349072120267784,1.3614694608706996
L4,low,2,6,0.98,single,22,1,0.045174537987679675,6.986655488017886e-05,0.9565217391304348,0,0,0.0,0.0,0.8973781146876421,1.0659071393371113
L4,low,2,6,0.98,or_l5,48,8,0.09856262833675565,0.0005589324390414309,0.8571428571428571,12,4,0.75,0.25,0.616254081376207,1.3908919762911782
L4,low,2,6,0.99,single,6,1,0.012320328542094456,6.986655488017886e-05,0.8571428571428571,0,0,0.0,0.0,0.9057971014492754,0.9462857142857142
L4,low,2,6,0.99,or_l5,32,8,0.06570841889117043,0.0005589324390414309,0.8,12,4,0.75,0.375,0.505277790734919,1.5832874800145322
L4,low,2,6,0.995,single,3,0,0.006160164271047228,0.0,1.0,0,0,0.0,0.0,1.0,1.0
L4,low,2,6,0.995,or_l5,29,7,0.059548254620123205,0.000489065884161252,0.8055555555555556,12,4,0.75,0.41379310344827586,0.468625886645884,1.7189736600365648
L4,low,2,8,0.5,single,87,5,0.17864476386036962,0.0003493327744008943,0.9456521739130435,3,1,0.75,0.034482758620689655,0.757911708847886,1.2477075665588342
L4,low,2,8,0.5,or_l5,113,12,0.23203285420944558,0.0008383986585621463,0.904,15,5,0.75,0.13274336283185842,0.6687872730660587,1.3517003633391638
L4,low,2,8,0.6,single,83,5,0.1704312114989733,0.0003493327744008943,0.9431818181818182,2,1,0.6666666666666666,0.024096385542168676,0.7682926610362858,1.2276335126117683
L4,low,2,8,0.6,or_l5,109,12,0.22381930184804927,0.0008383986585621463,0.9008264462809917,14,5,0.7368421052631579,0.12844036697247707,0.673390794135909,1.3377468984216316
L4,low,2,8,0.7,single,73,4,0.14989733059548255,0.00027946621952071543,0.948051948051948,1,1,0.5,0.0136986301369863,0.7846172573453163,1.2082986184367124
L4,low,2,8,0.7,or_l5,99,11,0.2032854209445585,0.0007685321036819675,0.9,13,5,0.7222222222222222,0.13131313131313133,0.6753278248621926,1.3326860923932078
L4,low,2,8,0.75,single,67,4,0.1375770020533881,0.00027946621952071543,0.9436619718309859,1,1,0.5,0.014925373134328358,0.7730375662282742,1.2207194230355516
L4,low,2,8,0.75,or_l5,93,11,0.19096509240246407,0.0007685321036819675,0.8942307692307693,13,5,0.7222222222222222,0.13978494623655913,0.661117299244801,1.3526053096058075
L4,low,2,8,0.8,single,60,2,0.12320328542094455,0.00013973310976035772,0.967741935483871,1,0,1.0,0.016666666666666666,0.7914680403725317,1.2227176412939806
L4,low,2,8,0.8,or_l5,86,9,0.17659137577002054,0.0006287989939216097,0.9052631578947369,13,4,0.7647058823529411,0.1511627906976744,0.6625426360247241,1.366347022323489
L4,low,2,8,0.85,single,54,2,0.11088295687885011,0.00013973310976035772,0.9642857142857143,1,0,1.0,0.018518518518518517,0.8349487640514609,1.154904056156291
L4,low,2,8,0.85,or_l5,80,9,0.16427104722792607,0.0006287989939216097,0.898876404494382,13,4,0.7647058823529411,0.1625,0.6812096933273442,1.3195296739009286
L4,low,2,8,0.9,single,48,2,0.09856262833675565,0.00013973310976035772,0.96,1,0,1.0,0.020833333333333332,0.8501655912356135,1.1291917832204375
L4,low,2,8,0.9,or_l5,74,9,0.15195071868583163,0.0006287989939216097,0.891566265060241,13,4,0.7647058823529411,0.17567567567567569,0.6792627889281025,1.3125498401983122
L4,low,2,8,0.925,single,46,1,0.0944558521560575,6.986655488017886e-05,0.9787234042553191,1,0,1.0,0.021739130434782608,0.8656950273848322,1.1305637358365486
L4,low,2,8,0.925,or_l5,72,8,0.14784394250513347,0.0005589324390414309,0.9,13,4,0.7647058823529411,0.18055555555555555,0.6819774775792368,1.3196916754416306
L4,low,2,8,0.95,single,30,1,0.061601642710472276,6.986655488017886e-05,0.967741935483871,0,0,0.0,0.0,0.9120725841654793,1.061036097658091
L4,low,2,8,0.95,or_l5,56,8,0.11498973305954825,0.0005589324390414309,0.875,12,4,0.75,0.21428571428571427,0.6585122191934638,1.3287528682029428
L4,low,2,8,0.96,single,27,1,0.055441478439425054,6.986655488017886e-05,0.9642857142857143,0,0,0.0,0.0,0.9079375683893983,1.0620616965947038
L4,low,2,8,0.96,or_l5,53,8,0.10882956878850103,0.0005589324390414309,0.8688524590163934,12,4,0.75,0.22641509433962265,0.6441439972812291,1.3488481809713397
L4,low,2,8,0.975,single,14,1,0.028747433264887063,6.986655488017886e-05,0.9333333333333333,0,0,0.0,0.0,0.9558109040717736,0.9764832451244432
L4,low,2,8,0.975,or_l5,40,8,0.08213552361396304,0.0005589324390414309,0.8333333333333334,12,4,0.75,0.3,0.5876603225068423,1.4180527447871565
L4,low,2,8,0.98,single,13,1,0.026694045174537988,6.986655488017886e-05,0.9285714285714286,0,0,0.0,0.0,0.9634455841833302,0.9638026722168613
L4,low,2,8,0.98,or_l5,39,8,0.08008213552361396,0.0005589324390414309,0.8297872340425532,12,4,0.75,0.3076923076923077,0.5821014914429457,1.4255026764931151
L4,low,2,8,0.99,single,4,0,0.008213552361396304,0.0,1.0,0,0,0.0,0.0,1.0,1.0
L4,low,2,8,0.99,or_l5,30,7,0.061601642710472276,0.000489065884161252,0.8108108108108109,12,4,0.75,0.4,0.48298734916896824,1.678741300793692
L4,low,2,8,0.995,single,1,0,0.002053388090349076,0.0,1.0,0,0,0.0,0.0,1.0,1.0
L4,low,2,8,0.995,or_l5,27,7,0.055441478439425054,0.000489065884161252,0.7941176470588235,12,4,0.75,0.4444444444444444,0.4373685858603478,1.8156714330470591
L4,low,4,1,0.5,single,395,6990,0.811088295687885,0.4883672186124502,0.05348679756262695,204,6905,0.028696019130679422,0.5164556962025316,0.06698304897419877,0.7985124353361334
L4,low,4,1,0.5,or_l5,408,6992,0.837782340862423,0.4885069517222106,0.055135135135135134,211,6909,0.02963483146067416,0.5171568627450981,0.06735515805164025,0.8185733168774366
L4,low,4,1,0.6,single,374,5546,0.7679671457905544,0.38747991336547194,0.06317567567567567,175,5460,0.031055900621118012,0.4679144385026738,0.07406048962461602,0.8530280584950051
L4,low,4,1,0.6,or_l5,390,5548,0.8008213552361396,0.3876196464752323,0.06567867969013136,186,5464,0.032920353982300886,0.47692307692307695,0.0743889201753107,0.8829094377946056
L4,low,4,1,0.7,single,352,4124,0.7227926078028748,0.2881296723258576,0.07864164432529044,146,4050,0.03479504289799809,0.4147727272727273,0.0844933999596834,0.9307430445788054
L4,low,4,1,0.7,or_l5,368,4126,0.75564681724846,0.28826940543561796,0.08188696039163329,158,4054,0.03751187084520418,0.42934782608695654,0.08448182029772616,0.9692849905820186
L4,low,4,1,0.75,single,341,3380,0.7002053388090349,0.23614895549500453,0.09164203171190541,124,3312,0.03608847497089639,0.36363636363636365,0.0941820878228359,0.9730303694720748
L4,low,4,1,0.75,or_l5,358,3383,0.7351129363449692,0.23635855515964507,0.09569633787757284,136,3316,0.039397450753186555,0.37988826815642457,0.09442723077215762,1.0134400542622863
L4,low,4,1,0.8,single,330,2674,0.6776180698151951,0.18682316774959826,0.10985352862849534,112,2615,0.04107077374404107,0.3393939393939394,0.10524411372839029,1.0437973653519554
L4,low,4,1,0.8,or_l5,347,2677,0.7125256673511293,0.1870327674142388,0.11474867724867725,124,2619,0.045205978855267955,0.3573487031700288,0.10539473506553507,1.0887515128466887
L4,low,4,1,0.85,single,316,1941,0.648870636550308,0.13561098302242716,0.14000886132033674,81,1888,0.041137633316404264,0.2563291139240506,0.1299342006160856,1.0775366351313351
L4,low,4,1,0.85,or_l5,333,1945,0.6837782340862423,0.13589044924194787,0.14618086040386305,93,1892,0.04685138539042821,0.27927927927927926,0.13025649298199696,1.1222539242175593
L4,low,4,1,0.9,single,293,1248,0.6016427104722792,0.08719346049046321,0.1901362751460091,61,1204,0.048221343873517786,0.20819112627986347,0.17015821117367833,1.1174087564421995
L4,low,4,1,0.9,or_l5,312,1253,0.6406570841889117,0.08754279326486411,0.19936102236421724,73,1208,0.05698672911787666,0.23397435897435898,0.17125018395433084,1.1641507048972457
L4,low,4,1,0.925,single,264,897,0.5420944558521561,0.06267029972752043,0.22739018087855298,52,860,0.05701754385964912,0.19696969696969696,0.1998055912238342,1.1380571458774487
L4,low,4,1,0.925,or_l5,284,902,0.5831622176591376,0.06301963250192133,0.23946037099494097,64,864,0.06896551724137931,0.22535211267605634,0.20122683463807842,1.1900021755330419
L4,low,4,1,0.95,single,226,571,0.46406570841889117,0.03989380283658213,0.2835633626097867,43,545,0.07312925170068027,0.1902654867256637,0.23469988825920274,1.2081955586473017
L4,low,4,1,0.95,or_l5,246,577,0.5051334702258727,0.0403130021658632,0.29890643985419196,55,549,0.09105960264900662,0.22357723577235772,0.23612797035968708,1.2658662986806528
L4,low,4,1,0.96,single,210,415,0.43121149897330596,0.028994620275274226,0.336,41,393,0.0944700460829493,0.19523809523809524,0.26606338491992176,1.2628569695943972
L4,low,4,1,0.96,or_l5,230,421,0.4722792607802875,0.0294138196045553,0.3533026113671275,53,397,0.11777777777777777,0.23043478260869565,0.2666161662648064,1.325135742204856
L4,low,4,1,0.975,single,178,238,0.3655030800821355,0.016628240061482568,0.42788461538461536,27,222,0.10843373493975904,0.15168539325842698,0.33605461414034987,1.2732591590184612
L4,low,4,1,0.975,or_l5,198,245,0.406570841889117,0.01711730594564382,0.4469525959367946,39,226,0.1471698113207547,0.19696969696969696,0.33333916794952,1.3408343180495366
L4,low,4,1,0.98,single,157,178,0.32238193018480493,0.012436246768671836,0.46865671641791046,23,163,0.12365591397849462,0.1464968152866242,0.3739675048891705,1.253201709482224
L4,low,4,1,0.98,or_l5,177,185,0.36344969199178645,0.01292531265283309,0.4889502762430939,35,167,0.17326732673267325,0.1977401129943503,0.36781670181525955,1.3293313594244427
L4,low,4,1,0.99,single,98,75,0.20123203285420946,0.005239991616013414,0.5664739884393064,16,68,0.19047619047619047,0.16326530612244897,0.43943444069749815,1.2890978402606839
L4,low,4,1,0.99,or_l5,118,82,0.24229979466119098,0.0057290575001746665,0.59,28,72,0.28,0.23728813559322035,0.4194634507995951,1.406558780926735
L4,low,4,1,0.995,single,59,30,0.12114989733059549,0.0020959966464053656,0.6629213483146067,11,26,0.2972972972972973,0.1864406779661017,0.5145635202118105,1.2883178116507898
L4,low,4,1,0.995,or_l5,79,37,0.162217659137577,0.002585062530566618,0.6810344827586207,23,30,0.4339622641509434,0.2911392405063291,0.4626438380870945,1.4720491805845974
L4,low,4,2,0.5,single,346,2480,0.7104722792607803,0.17326905610284357,0.1224345364472753,104,2402,0.041500399042298484,0.30057803468208094,0.12671157841513087,0.966245847290741
L4,low,4,2,0.5,or_l5,361,2484,0.7412731006160165,0.17354852232236428,0.12688927943760983,116,2406,0.045995241871530534,0.32132963988919666,0.12644221684969006,1.0035357066576207
L4,low,4,2,0.6,single,324,1694,0.6652977412731006,0.11835394396702299,0.1605550049554014,84,1634,0.048894062863795114,0.25925925925925924,0.1531442927408746,1.0483903910612324
L4,low,4,2,0.6,or_l5,340,1698,0.6981519507186859,0.1186334101865437,0.16683022571148184,96,1638,0.05536332179930796,0.2823529411764706,0.1529001059902426,1.0911060174289755
L4,low,4,2,0.7,single,305,1031,0.6262833675564682,0.0720324180814644,0.2282934131736527,68,985,0.06457739791073125,0.22295081967213115,0.20002305629793699,1.1413354910126292
L4,low,4,2,0.7,or_l5,323,1036,0.6632443531827515,0.0723817508558653,0.2376747608535688,80,989,0.07483629560336763,0.2476780185758514,0.20014520430946606,1.1875116452257046
L4,low,4,2,0.75,single,298,756,0.6119096509240246,0.052819115489415217,0.2827324478178368,56,716,0.07253886010362694,0.18791946308724833,0.24289617294356766,1.16400536242094
L4,low,4,2,0.75,or_l5,316,762,0.648870636550308,0.05323831481869629,0.29313543599257885,68,720,0.08629441624365482,0.21518987341772153,0.242600245294524,1.2083064286959133
L4,low,4,2,0.8,single,287,572,0.5893223819301848,0.03996366939146231,0.3341094295692666,51,538,0.0865874363327674,0.17770034843205576,0.28058259736683316,1.1907703211274097
L4,low,4,2,0.8,or_l5,307,578,0.6303901437371663,0.04038286872074338,0.34689265536723163,63,542,0.10413223140495868,0.20521172638436483,0.280693681309093,1.2358406279379048
L4,low,4,2,0.85,single,267,380,0.5482546201232033,0.026549290854467965,0.4126738794435858,42,353,0.10632911392405063,0.15730337078651685,0.34345745410662193,1.2015283829463097
L4,low,4,2,0.85,or_l5,287,386,0.5893223819301848,0.026968490183749038,0.4264487369985141,54,357,0.13138686131386862,0.18815331010452963,0.3411744868163774,1.2499432210710173
L4,low,4,2,0.9,single,245,193,0.5030800821355236,0.013484245091874519,0.5593607305936074,38,168,0.18446601941747573,0.15510204081632653,0.4532259767990188,1.234176237081957
L4,low,4,2,0.9,or_l5,266,199,0.5462012320328542,0.013903444421155592,0.5720430107526882,50,172,0.22522522522522523,0.18796992481203006,0.44453931717095657,1.2868220844742457
L4,low,4,2,0.925,single,224,134,0.459958932238193,0.009362118353943967,0.6256983240223464,32,113,0.2206896551724138,0.14285714285714285,0.5052967459135457,1.2382789501070741
L4,low,4,2,0.925,or_l5,246,141,0.5051334702258727,0.009851184238105219,0.6356589147286822,44,117,0.2732919254658385,0.17886178861788618,0.49293738231602363,1.2895327835395518
L4,low,4,2,0.95,single,193,75,0.39630390143737165,0.005239991616013414,0.7201492537313433,30,64,0.3191489361702128,0.15544041450777202,0.5531971740639049,1.3017948888657054
L4,low,4,2,0.95,or_l5,215,82,0.4414784394250513,0.0057290575001746665,0.7239057239057239,42,68,0.38181818181818183,0.19534883720930232,0.5324154025871324,1.359663376356309
L4,low,4,2,0.96,single,183,55,0.3757700205338809,0.003842660518409837,0.7689075630252101,30,45,0.4,0.16393442622950818,0.5863141227949475,1.311425962860733
L4,low,4,2,0.96,or_l5,205,62,0.4209445585215606,0.0043317264025710895,0.7677902621722846,42,49,0.46153846153846156,0.2048780487804878,0.5596003488556156,1.372033208596846
L4,low,4,2,0.975,single,152,25,0.31211498973305957,0.0017466638720044715,0.8587570621468926,16,18,0.47058823529411764,0.10526315789473684,0.6708944633560748,1.2800181087365903
L4,low,4,2,0.975,or_l5,174,32,0.35728952772073924,0.0022357297561657235,0.8446601941747572,28,22,0.56,0.16091954022988506,0.6243633588994033,1.3528343425912792
L4,low,4,2,0.98,single,129,15,0.2648870636550308,0.0010479983232026828,0.8958333333333334,13,10,0.5652173913043478,0.10077519379844961,0.696807733777582,1.2856248429918826
L4,low,4,2,0.98,or_l5,151,22,0.31006160164271046,0.001537064207363935,0.8728323699421965,25,14,0.6410256410256411,0.16556291390728478,0.6370569108856857,1.3701010930541786
L4,low,4,2,0.99,single,82,5,0.16837782340862423,0.0003493327744008943,0.9425287356321839,11,4,0.7333333333333333,0.13414634146341464,0.7120128787933778,1.3237523698018676
L4,low,4,2,0.99,or_l5,104,12,0.2135523613963039,0.0008383986585621463,0.896551724137931,23,8,0.7419354838709677,0.22115384615384615,0.6191004515023768,1.4481522698978182
L4,low,4,2,0.995,single,41,3,0.08418891170431211,0.00020959966464053657,0.9318181818181818,7,2,0.7777777777777778,0.17073170731707318,0.7035213920296929,1.324505825089187
L4,low,4,2,0.995,or_l5,64,10,0.13141683778234087,0.0006986655488017886,0.8648648648648649,19,6,0.76,0.296875,0.5652090968724096,1.530167984999894
L4,low,4,4,0.5,single,260,139,0.5338809034907598,0.009711451128344862,0.6516290726817042,43,121,0.2621951219512195,0.16538461538461538,0.508982571180901,1.2802581258722596
