corpus,mode,K,nstates,t,variant,det_auc,res_det_auc,res_auc_succ,npairs,base_det_auc,p_raw,p_res
A,order2,4,13,20,absorb_w8,0.5535288100920559,0.5421070576201841,0.45789294237981587,2933,0.594272076372315,0.4626865671641791,0.5671641791044776
A,order2,4,13,20,emp_pool,0.5129560177292873,0.5073303784520968,0.5073303784520968,2933,0.594272076372315,0.8557213930348259,0.8955223880597015
A,order2,4,13,20,emp_pool_w8,0.5436413228775998,0.5356290487555404,0.4643709512444596,2933,0.594272076372315,0.6218905472636815,0.6965174129353234
A,order2,4,13,25,absorb,0.543982270712581,0.5046027957722469,0.49539720422775313,2933,0.6345039209001023,0.6766169154228856,0.9552238805970149
A,order2,4,13,25,absorb_w8,0.5225025571087624,0.5369928400954654,0.5369928400954654,2933,0.6345039209001023,0.8308457711442786,0.6766169154228856
A,order2,4,13,25,emp_pool,0.5444936924650529,0.5363109444255029,0.5363109444255029,2933,0.6345039209001023,0.4228855721393035,0.5621890547263682
A,order2,4,13,25,emp_pool_w8,0.5831912717354244,0.5393794749403341,0.4606205250596659,2933,0.6345039209001023,0.3582089552238806,0.6616915422885572
A,order2,4,13,30,absorb,0.5078418002045687,0.5898397545175588,0.5898397545175588,2933,0.7988407773610637,0.9502487562189055,0.26865671641791045
A,order2,4,13,30,absorb_w8,0.5526764405046029,0.5987043982270712,0.5987043982270712,2933,0.7988407773610637,0.582089552238806,0.22885572139303484
A,order2,4,13,30,emp_pool,0.5555744971019434,0.5908625980225025,0.5908625980225025,2933,0.7988407773610637,0.4527363184079602,0.208955223880597
A,order2,4,13,30,emp_pool_w8,0.6757586089328333,0.5451755881350153,0.5451755881350153,2933,0.7988407773610637,0.01990049751243781,0.6119402985074627
A,order2,8,28,20,absorb,0.5381861575178998,0.5690419365837027,0.5690419365837027,2933,0.594272076372315,0.7164179104477612,0.47761194029850745
A,order2,8,28,20,absorb_w8,0.5543811796795091,0.5567678145243777,0.4432321854756222,2933,0.594272076372315,0.5124378109452736,0.47761194029850745
A,order2,8,28,20,emp_pool,0.5139788612342312,0.5243777702011593,0.5243777702011593,2933,0.594272076372315,0.7761194029850746,0.6716417910447762
A,order2,8,28,20,emp_pool_w8,0.5380156836004091,0.5492669621547903,0.4507330378452097,2933,0.594272076372315,0.5970149253731343,0.46766169154228854
A,order2,8,28,25,absorb,0.5422775315376747,0.5213092396863279,0.478690760313672,2933,0.6345039209001023,0.5621890547263682,0.7960199004975125
A,order2,8,28,25,absorb_w8,0.5496079099897716,0.5618820320490965,0.5618820320490965,2933,0.6345039209001023,0.6666666666666666,0.5970149253731343
A,order2,8,28,25,emp_pool,0.616945107398568,0.5935901807023525,0.40640981929764747,2933,0.6345039209001023,0.03980099502487562,0.1044776119402985
A,order2,8,28,25,emp_pool_w8,0.5584725536992841,0.5673371974087964,0.43266280259120354,2933,0.6345039209001023,0.32338308457711445,0.263681592039801
A,order2,8,28,30,absorb,0.5773951585407433,0.6362086600750085,0.6362086600750085,2933,0.7988407773610637,0.30845771144278605,0.05970149253731343
A,order2,8,28,30,absorb_w8,0.5719399931810433,0.5894988066825776,0.5894988066825776,2933,0.7988407773610637,0.3482587064676617,0.26865671641791045
A,order2,8,28,30,emp_pool,0.5930787589498807,0.521309239686328,0.521309239686328,2933,0.7988407773610637,0.14427860696517414,0.7213930348258707
A,order2,8,28,30,emp_pool_w8,0.6888851005796113,0.6000681895669963,0.39993181043300374,2933,0.7988407773610637,0.004975124378109453,0.0945273631840796
A,order2,16,74,20,absorb,0.5417661097852029,0.5250596658711217,0.47494033412887826,2933,0.594272076372315,0.5870646766169154,0.7611940298507462
A,order2,16,74,20,absorb_w8,0.5453460620525059,0.5441527446300716,0.45584725536992843,2933,0.594272076372315,0.4975124378109453,0.5174129353233831
A,order2,16,74,20,emp_pool,0.5826798499829526,0.561200136379134,0.438799863620866,2933,0.594272076372315,0.24875621890547264,0.40298507462686567
A,order2,16,74,20,emp_pool_w8,0.6094442550289806,0.5867712240027276,0.4132287759972724,2933,0.594272076372315,0.07462686567164178,0.13432835820895522
A,order2,16,74,25,absorb,0.5922263893624276,0.61200136379134,0.3879986362086601,2933,0.6345039209001023,0.16417910447761194,0.1044776119402985
A,order2,16,74,25,absorb_w8,0.5368223661779747,0.5305148312308217,0.46948516876917834,2933,0.6345039209001023,0.6567164179104478,0.7213930348258707
A,order2,16,74,25,emp_pool,0.7013296965564269,0.6900784180020456,0.30992158199795433,2933,0.6345039209001023,0.004975124378109453,0.004975124378109453
A,order2,16,74,25,emp_pool_w8,0.6629730651210365,0.6529151039890897,0.3470848960109103,2933,0.6345039209001023,0.014925373134328358,0.009950248756218905
A,order2,16,74,30,absorb,0.6241050119331742,0.5629048755540402,0.5629048755540402,2933,0.7988407773610637,0.0845771144278607,0.4577114427860697
A,order2,16,74,30,absorb_w8,0.6012615069894306,0.5352881009205591,0.5352881009205591,2933,0.7988407773610637,0.17412935323383086,0.7114427860696517
A,order2,16,74,30,emp_pool,0.6193317422434368,0.5107398568019093,0.4892601431980907,2933,0.7988407773610637,0.03980099502487562,0.8407960199004975
A,order2,16,74,30,emp_pool_w8,0.69399931810433,0.6092737811114899,0.39072621888851006,2933,0.7988407773610637,0.004975124378109453,0.04477611940298507
A,semi,4,16,20,absorb,0.5250596658711217,0.5554040231844528,0.5554040231844528,2933,0.594272076372315,0.8407960199004975,0.5522388059701493
A,semi,4,16,20,absorb_w8,0.5668257756563246,0.5704057279236276,0.4295942720763723,2933,0.594272076372315,0.3582089552238806,0.3283582089552239
A,semi,4,16,20,emp_pool,0.5421070576201841,0.551653596999659,0.44834640300034095,2933,0.594272076372315,0.527363184079602,0.4577114427860697
A,semi,4,16,20,emp_pool_w8,0.5554040231844528,0.5748380497783839,0.42516195022161607,2933,0.594272076372315,0.527363184079602,0.3383084577114428
A,semi,4,16,25,absorb,0.5925673371974088,0.5629048755540402,0.5629048755540402,2933,0.6345039209001023,0.17412935323383086,0.3482587064676617
A,semi,4,16,25,absorb_w8,0.5349471530855779,0.5605182407091714,0.5605182407091714,2933,0.6345039209001023,0.7810945273631841,0.4975124378109453
A,semi,4,16,25,emp_pool,0.5063075349471531,0.5059665871121719,0.49403341288782815,2933,0.6345039209001023,0.9253731343283582,0.9303482587064676
A,semi,4,16,25,emp_pool_w8,0.5837026934878964,0.5618820320490965,0.4381179679509035,2933,0.6345039209001023,0.26865671641791045,0.4527363184079602
A,semi,4,16,30,absorb,0.5981929764745995,0.5410842141152403,0.5410842141152403,2933,0.7988407773610637,0.14925373134328357,0.527363184079602
A,semi,4,16,30,absorb_w8,0.5426184793726561,0.5738152062734402,0.5738152062734402,2933,0.7988407773610637,0.5572139303482587,0.30845771144278605
A,semi,4,16,30,emp_pool,0.619672690078418,0.5898397545175588,0.5898397545175588,2933,0.7988407773610637,0.05472636815920398,0.23880597014925373
A,semi,4,16,30,emp_pool_w8,0.670473917490624,0.5196045005114217,0.5196045005114217,2933,0.7988407773610637,0.014925373134328358,0.7711442786069652
A,semi,8,30,20,absorb,0.5487555404023184,0.5741561541084214,0.5741561541084214,2933,0.594272076372315,0.6567164179104478,0.4228855721393035
A,semi,8,30,20,absorb_w8,0.5540402318445278,0.5567678145243777,0.4432321854756222,2933,0.594272076372315,0.5323383084577115,0.5074626865671642
A,semi,8,30,20,emp_pool,0.5010228435049437,0.5042618479372656,0.4957381520627344,2933,0.594272076372315,0.9850746268656716,0.9552238805970149
A,semi,8,30,20,emp_pool_w8,0.5693828844186839,0.5789294237981588,0.42107057620184113,2933,0.594272076372315,0.32338308457711445,0.26865671641791045
A,semi,8,30,25,absorb,0.530855779065803,0.5175588135015342,0.4824411864984658,2933,0.6345039209001023,0.6169154228855721,0.8059701492537313
A,semi,8,30,25,absorb_w8,0.5284691442209342,0.5380156836004092,0.5380156836004092,2933,0.6345039209001023,0.8159203980099502,0.7711442786069652
A,semi,8,30,25,emp_pool,0.6089328332765087,0.5959768155472213,0.40402318445277874,2933,0.6345039209001023,0.03482587064676617,0.08955223880597014
A,semi,8,30,25,emp_pool_w8,0.5635867712240028,0.562563927719059,0.43743607228094095,2933,0.6345039209001023,0.22885572139303484,0.263681592039801
A,semi,8,30,30,absorb,0.5310262529832935,0.5935901807023525,0.5935901807023525,2933,0.7988407773610637,0.7213930348258707,0.24378109452736318
A,semi,8,30,30,absorb_w8,0.5064780088646438,0.5182407091714968,0.5182407091714968,2933,0.7988407773610637,0.9601990049751243,0.8507462686567164
A,semi,8,30,30,emp_pool,0.6271735424480054,0.5223320831912718,0.5223320831912718,2933,0.7988407773610637,0.029850746268656716,0.7164179104477612
A,semi,8,30,30,emp_pool_w8,0.7072962836685988,0.6280259120354585,0.3719740879645414,2933,0.7988407773610637,0.004975124378109453,0.024875621890547265
A,semi,16,54,20,absorb,0.5344357313331061,0.5011933174224343,0.5011933174224343,2933,0.594272076372315,0.6268656716417911,0.9900497512437811
A,semi,16,54,20,absorb_w8,0.5318786225707467,0.5318786225707467,0.4681213774292533,2933,0.594272076372315,0.6865671641791045,0.6915422885572139
A,semi,16,54,20,emp_pool,0.5678486191612684,0.5523354926696216,0.44766450733037844,2933,0.594272076372315,0.25870646766169153,0.3681592039800995
A,semi,16,54,20,emp_pool_w8,0.5973406068871463,0.5758608932833276,0.4241391067166724,2933,0.594272076372315,0.09950248756218906,0.23880597014925373
A,semi,16,54,25,absorb,0.581145584725537,0.6089328332765087,0.3910671667234913,2933,0.6345039209001023,0.27860696517412936,0.0845771144278607
A,semi,16,54,25,absorb_w8,0.5397204227753154,0.5243777702011592,0.4756222297988408,2933,0.6345039209001023,0.6318407960199005,0.7562189054726368
A,semi,16,54,25,emp_pool,0.6766109785202864,0.6856460961472894,0.31435390385271056,2933,0.6345039209001023,0.004975124378109453,0.004975124378109453
A,semi,16,54,25,emp_pool_w8,0.6385952949198772,0.6123423116263211,0.3876576883736788,2933,0.6345039209001023,0.029850746268656716,0.05970149253731343
A,semi,16,54,30,absorb,0.6551312649164678,0.5492669621547903,0.5492669621547903,2933,0.7988407773610637,0.024875621890547265,0.5870646766169154
A,semi,16,54,30,absorb_w8,0.6135356290487555,0.5376747357654279,0.5376747357654279,2933,0.7988407773610637,0.12437810945273632,0.7213930348258707
A,semi,16,54,30,emp_pool,0.6268325946130242,0.5264234572110467,0.5264234572110467,2933,0.7988407773610637,0.024875621890547265,0.6666666666666666
A,semi,16,54,30,emp_pool_w8,0.6762700306853051,0.5717695192635527,0.4282304807364473,2933,0.7988407773610637,0.004975124378109453,0.18407960199004975
A,semi,32,94,20,absorb,0.5652915103989089,0.519945448346403,0.480054551653597,2933,0.594272076372315,0.4129353233830846,0.8507462686567164
A,semi,32,94,20,absorb_w8,0.621036481418343,0.6198431639959086,0.3801568360040914,2933,0.594272076372315,0.16417910447761194,0.1691542288557214
A,semi,32,94,20,emp_pool,0.6767814524377771,0.6389362427548584,0.36106375724514156,2933,0.594272076372315,0.014925373134328358,0.03482587064676617
A,semi,32,94,20,emp_pool_w8,0.7096829185134674,0.678145243777702,0.321854756222298,2933,0.594272076372315,0.004975124378109453,0.009950248756218905
A,semi,32,94,25,absorb,0.6055233549266963,0.6614387998636209,0.33856120013637914,2933,0.6345039209001023,0.13930348258706468,0.01990049751243781
A,semi,32,94,25,absorb_w8,0.6517217865666554,0.6375724514149335,0.3624275485850665,2933,0.6345039209001023,0.04975124378109453,0.06965174129353234
A,semi,32,94,25,emp_pool,0.720763723150358,0.7265598363450392,0.27344016365496077,2933,0.6345039209001023,0.004975124378109453,0.004975124378109453
A,semi,32,94,25,emp_pool_w8,0.7049096488237301,0.7033753835663143,0.29662461643368565,2933,0.6345039209001023,0.004975124378109453,0.004975124378109453
A,semi,32,94,30,absorb,0.6638254347084895,0.5519945448346404,0.5519945448346404,2933,0.7988407773610637,0.024875621890547265,0.6318407960199005
A,semi,32,94,30,absorb_w8,0.639618138424821,0.504943743607228,0.504943743607228,2933,0.7988407773610637,0.05970149253731343,0.9800995024875622
A,semi,32,94,30,emp_pool,0.752983293556086,0.59018070235254,0.40981929764746,2933,0.7988407773610637,0.004975124378109453,0.1890547263681592
A,semi,32,94,30,emp_pool_w8,0.7780429594272076,0.5823389021479713,0.41766109785202865,2933,0.7988407773610637,0.004975124378109453,0.208955223880597
A,semi,64,160,20,absorb,0.5434708489601091,0.5097170132969655,0.49028298670303444,2933,0.594272076372315,0.6965174129353234,0.9154228855721394
A,semi,64,160,20,absorb_w8,0.5003409478349812,0.5110808046368905,0.48891919536310946,2933,0.594272076372315,1.0,0.9502487562189055
A,semi,64,160,20,emp_pool,0.7006478008864644,0.6600750085236959,0.3399249914763041,2933,0.594272076372315,0.004975124378109453,0.004975124378109453
A,semi,64,160,20,emp_pool_w8,0.7263893624275486,0.6812137742925333,0.31878622570746673,2933,0.594272076372315,0.004975124378109453,0.009950248756218905
A,semi,64,160,25,absorb,0.5572792362768497,0.6106375724514149,0.3893624275485851,2933,0.6345039209001023,0.5323383084577115,0.1890547263681592
A,semi,64,160,25,absorb_w8,0.5687009887487214,0.5516535969996592,0.44834640300034084,2933,0.6345039209001023,0.4925373134328358,0.6019900497512438
A,semi,64,160,25,emp_pool,0.7403682236617797,0.7422434367541766,0.2577565632458234,2933,0.6345039209001023,0.004975124378109453,0.004975124378109453
A,semi,64,160,25,emp_pool_w8,0.6962154790317081,0.6962154790317081,0.30378452096829184,2933,0.6345039209001023,0.004975124378109453,0.004975124378109453
A,semi,64,160,30,absorb,0.5710876235935902,0.5741561541084214,0.5741561541084214,2933,0.7988407773610637,0.5671641791044776,0.582089552238806
A,semi,64,160,30,absorb_w8,0.6123423116263211,0.5035799522673031,0.4964200477326969,2933,0.7988407773610637,0.23383084577114427,0.9900497512437811
A,semi,64,160,30,emp_pool,0.8117967950903512,0.6505284691442209,0.3494715308557791,2933,0.7988407773610637,0.004975124378109453,0.03482587064676617
A,semi,64,160,30,emp_pool_w8,0.8312308216842823,0.6583702693487896,0.3416297306512104,2933,0.7988407773610637,0.004975124378109453,0.014925373134328358
B,order1,4,4,20,absorb,0.579183266932271,0.579183266932271,0.579183266932271,2008,0.6444223107569721,0.27860696517412936,0.25870646766169153
B,order1,4,4,20,absorb_w8,0.5301294820717132,0.5418326693227091,0.5418326693227091,2008,0.6444223107569721,0.8855721393034826,0.7761194029850746
B,order1,4,4,20,emp_pool,0.545816733067729,0.5672310756972112,0.5672310756972112,2008,0.6444223107569721,0.5671641791044776,0.3482587064676617
B,order1,4,4,20,emp_pool_w8,0.523406374501992,0.5029880478087649,0.49701195219123506,2008,0.6444223107569721,0.8606965174129353,0.9950248756218906
B,order1,4,4,25,absorb,0.5610059760956175,0.5662350597609562,0.5662350597609562,2008,0.5249003984063745,0.5024875621890548,0.4079601990049751
B,order1,4,4,25,absorb_w8,0.5774402390438247,0.576195219123506,0.576195219123506,2008,0.5249003984063745,0.2935323383084577,0.2885572139303483
B,order1,4,4,25,emp_pool,0.5699701195219123,0.5742031872509961,0.5742031872509961,2008,0.5249003984063745,0.35323383084577115,0.2835820895522388
B,order1,4,4,25,emp_pool_w8,0.6040836653386454,0.6000996015936255,0.6000996015936255,2008,0.5249003984063745,0.07960199004975124,0.08955223880597014
B,order1,4,4,30,absorb,0.6847609561752988,0.5562749003984064,0.4437250996015936,2008,0.750996015936255,0.004975124378109453,0.42786069651741293
B,order1,4,4,30,absorb_w8,0.6994521912350598,0.5712151394422311,0.42878486055776893,2008,0.750996015936255,0.004975124378109453,0.21393034825870647
B,order1,4,4,30,emp_pool,0.6812749003984064,0.5507968127490039,0.449203187250996,2008,0.750996015936255,0.004975124378109453,0.5323383084577115
B,order1,4,4,30,emp_pool_w8,0.6994521912350598,0.5717131474103585,0.42828685258964144,2008,0.750996015936255,0.004975124378109453,0.19900497512437812
B,order1,8,8,20,absorb,0.5610059760956175,0.5323705179282868,0.5323705179282868,2008,0.6444223107569721,0.27860696517412936,0.6019900497512438
B,order1,8,8,20,absorb_w8,0.5079681274900398,0.5064741035856574,0.49352589641434264,2008,0.6444223107569721,0.9203980099502488,0.9402985074626866
B,order1,8,8,20,emp_pool,0.5659860557768924,0.547808764940239,0.547808764940239,2008,0.6444223107569721,0.24378109452736318,0.4577114427860697
B,order1,8,8,20,emp_pool_w8,0.5383466135458167,0.525398406374502,0.525398406374502,2008,0.6444223107569721,0.7761194029850746,0.8905472636815921
B,order1,8,8,25,absorb,0.5211653386454184,0.5288844621513944,0.5288844621513944,2008,0.5249003984063745,0.7562189054726368,0.5920398009950248
B,order1,8,8,25,absorb_w8,0.5577689243027888,0.549800796812749,0.549800796812749,2008,0.5249003984063745,0.25870646766169153,0.30845771144278605
B,order1,8,8,25,emp_pool,0.5744521912350598,0.5637450199203188,0.5637450199203188,2008,0.5249003984063745,0.22885572139303484,0.34328358208955223
B,order1,8,8,25,emp_pool_w8,0.600597609561753,0.5831673306772909,0.5831673306772909,2008,0.5249003984063745,0.07960199004975124,0.18407960199004975
B,order1,8,8,30,absorb,0.686503984063745,0.5493027888446216,0.4506972111553785,2008,0.750996015936255,0.004975124378109453,0.29850746268656714
B,order1,8,8,30,absorb_w8,0.6820219123505976,0.5697211155378485,0.4302788844621514,2008,0.750996015936255,0.004975124378109453,0.0945273631840796
B,order1,8,8,30,emp_pool,0.6845119521912351,0.5816733067729083,0.41832669322709165,2008,0.750996015936255,0.004975124378109453,0.12437810945273632
B,order1,8,8,30,emp_pool_w8,0.7223605577689243,0.6130478087649402,0.38695219123505975,2008,0.750996015936255,0.004975124378109453,0.014925373134328358
B,order1,16,16,20,absorb,0.6364541832669323,0.6095617529880478,0.6095617529880478,2008,0.6444223107569721,0.004975124378109453,0.029850746268656716
B,order1,16,16,20,absorb_w8,0.5908864541832669,0.5707171314741036,0.5707171314741036,2008,0.6444223107569721,0.11442786069651742,0.3482587064676617
B,order1,16,16,20,emp_pool,0.5194223107569721,0.545816733067729,0.545816733067729,2008,0.6444223107569721,0.8606965174129353,0.5621890547263682
B,order1,16,16,20,emp_pool_w8,0.5405876494023905,0.521414342629482,0.521414342629482,2008,0.6444223107569721,0.5970149253731343,0.845771144278607
B,order1,16,16,25,absorb,0.5527888446215139,0.5657370517928287,0.5657370517928287,2008,0.5249003984063745,0.5671641791044776,0.39303482587064675
B,order1,16,16,25,absorb_w8,0.6334661354581673,0.6175298804780877,0.6175298804780877,2008,0.5249003984063745,0.014925373134328358,0.029850746268656716
B,order1,16,16,25,emp_pool,0.5587649402390438,0.5557768924302788,0.5557768924302788,2008,0.5249003984063745,0.42786069651741293,0.4626865671641791
B,order1,16,16,25,emp_pool_w8,0.5363545816733067,0.5273904382470119,0.5273904382470119,2008,0.5249003984063745,0.7562189054726368,0.8656716417910447
