corpus,block,feat,K,t,variant,auc_succ,det_auc,res_auc_succ,res_det_auc,base_det_auc,npairs,n_scored,p_raw,p_res,ndraw
A,detect,mean32,32,30,emp_pool_w8,0.259290828503239,0.7407091714967611,0.36924650528469144,0.6307534947153086,0.7988407773610637,2933.0,352.0,,,
A,detect,mean32,32,30,emp_time,0.33395840436413227,0.6660415956358677,0.48312308216842825,0.5168769178315717,0.7988407773610637,2933.0,352.0,,,
A,detect,mean32,32,30,esteps,0.5221616092737811,0.5221616092737811,0.5615410842141152,0.5615410842141152,0.7988407773610637,2933.0,352.0,,,
A,detect,mean32,32,30,esteps_w8,0.5664848278213434,0.5664848278213434,0.607909989771565,0.607909989771565,0.7988407773610637,2933.0,352.0,,,
A,detect,mean32,32,30,dwell,0.39703375383566314,0.6029662461643368,0.5397204227753154,0.5397204227753154,0.7988407773610637,2933.0,352.0,,,
A,detect,mean32,32,30,stayp_w8,0.422945789294238,0.577054210705762,0.5073303784520968,0.5073303784520968,0.7988407773610637,2933.0,352.0,,,
A,detect,mean32,32,30,nll_w8,0.6345039209001022,0.6345039209001022,0.4892601431980907,0.5107398568019093,0.7988407773610637,2933.0,352.0,,,
A,perm,mean32,32,20,absorb,,,,,,,,0.2835820895522388,0.7263681592039801,200.0
A,perm,mean32,32,20,absorb_w8,,,,,,,,0.17412935323383086,0.23880597014925373,200.0
A,perm,mean32,32,20,absorb_drift,,,,,,,,0.25870646766169153,0.7014925373134329,200.0
A,perm,mean32,32,20,absorb_max_w8,,,,,,,,0.029850746268656716,0.20398009950248755,200.0
A,perm,mean32,32,20,frac_hirisk_w8,,,,,,,,0.07960199004975124,0.14925373134328357,200.0
A,perm,mean32,32,20,emp_pool,,,,,,,,0.04975124378109453,0.15920398009950248,200.0
A,perm,mean32,32,20,emp_pool_w8,,,,,,,,0.004975124378109453,0.004975124378109453,200.0
A,perm,mean32,32,20,emp_time,,,,,,,,0.04975124378109453,0.1691542288557214,200.0
A,perm,mean32,32,20,esteps,,,,,,,,0.004975124378109453,0.004975124378109453,200.0
A,perm,mean32,32,20,esteps_w8,,,,,,,,0.014925373134328358,0.04975124378109453,200.0
A,perm,mean32,32,20,dwell,,,,,,,,0.46766169154228854,0.8109452736318408,200.0
A,perm,mean32,32,20,stayp_w8,,,,,,,,0.01990049751243781,0.11940298507462686,200.0
A,perm,mean32,32,20,nll_w8,,,,,,,,0.4626865671641791,0.13930348258706468,200.0
A,perm,mean32,32,25,absorb,,,,,,,,0.08955223880597014,0.029850746268656716,200.0
A,perm,mean32,32,25,absorb_w8,,,,,,,,0.0945273631840796,0.1044776119402985,200.0
A,perm,mean32,32,25,absorb_drift,,,,,,,,0.3034825870646766,0.009950248756218905,200.0
A,perm,mean32,32,25,absorb_max_w8,,,,,,,,0.05970149253731343,0.03482587064676617,200.0
A,perm,mean32,32,25,frac_hirisk_w8,,,,,,,,0.7114427860696517,0.2736318407960199,200.0
A,perm,mean32,32,25,emp_pool,,,,,,,,0.004975124378109453,0.004975124378109453,200.0
A,perm,mean32,32,25,emp_pool_w8,,,,,,,,0.004975124378109453,0.004975124378109453,200.0
A,perm,mean32,32,25,emp_time,,,,,,,,0.004975124378109453,0.004975124378109453,200.0
A,perm,mean32,32,25,esteps,,,,,,,,0.004975124378109453,0.004975124378109453,200.0
A,perm,mean32,32,25,esteps_w8,,,,,,,,0.004975124378109453,0.004975124378109453,200.0
A,perm,mean32,32,25,dwell,,,,,,,,0.6019900497512438,0.30845771144278605,200.0
A,perm,mean32,32,25,stayp_w8,,,,,,,,0.03980099502487562,0.13432835820895522,200.0
A,perm,mean32,32,25,nll_w8,,,,,,,,0.5124378109452736,0.8905472636815921,200.0
A,perm,mean32,32,30,absorb,,,,,,,,0.373134328358209,0.3582089552238806,200.0
A,perm,mean32,32,30,absorb_w8,,,,,,,,0.11442786069651742,0.7761194029850746,200.0
A,perm,mean32,32,30,absorb_drift,,,,,,,,0.35323383084577115,0.44776119402985076,200.0
A,perm,mean32,32,30,absorb_max_w8,,,,,,,,0.7064676616915423,0.9900497512437811,200.0
A,perm,mean32,32,30,frac_hirisk_w8,,,,,,,,0.8308457711442786,0.13432835820895522,200.0
A,perm,mean32,32,30,emp_pool,,,,,,,,0.004975124378109453,0.11940298507462686,200.0
A,perm,mean32,32,30,emp_pool_w8,,,,,,,,0.004975124378109453,0.014925373134328358,200.0
A,perm,mean32,32,30,emp_time,,,,,,,,0.004975124378109453,0.7960199004975125,200.0
A,perm,mean32,32,30,esteps,,,,,,,,0.6567164179104478,0.27860696517412936,200.0
A,perm,mean32,32,30,esteps_w8,,,,,,,,0.1890547263681592,0.024875621890547265,200.0
A,perm,mean32,32,30,dwell,,,,,,,,0.029850746268656716,0.39800995024875624,200.0
A,perm,mean32,32,30,stayp_w8,,,,,,,,0.1791044776119403,0.8805970149253731,200.0
A,perm,mean32,32,30,nll_w8,,,,,,,,0.014925373134328358,0.8507462686567164,200.0
A,detect,mean32,64,20,absorb,0.3527105352881009,0.6472894647118991,0.403000340947835,0.596999659052165,0.594272076372315,2933.0,352.0,,,
A,detect,mean32,64,20,absorb_w8,0.37777020115922266,0.6222297988407773,0.4009546539379475,0.5990453460620525,0.594272076372315,2933.0,352.0,,,
A,detect,mean32,64,20,absorb_drift,0.37623593590180704,0.623764064098193,0.41766109785202865,0.5823389021479713,0.594272076372315,2933.0,352.0,,,
A,detect,mean32,64,20,absorb_max_w8,0.34640300034094784,0.6535969996590522,0.3818615751789976,0.6181384248210025,0.594272076372315,2933.0,352.0,,,
A,detect,mean32,64,20,frac_hirisk_w8,0.38288441868394135,0.6171155813160587,0.41186498465734744,0.5881350153426526,0.594272076372315,2933.0,352.0,,,
A,detect,mean32,64,20,emp_pool,0.35646096147289463,0.6435390385271054,0.3954994885782475,0.6045005114217525,0.594272076372315,2933.0,352.0,,,
A,detect,mean32,64,20,emp_pool_w8,0.31435390385271056,0.6856460961472894,0.35219911353562905,0.647800886464371,0.594272076372315,2933.0,352.0,,,
A,detect,mean32,64,20,emp_time,0.3690760313672008,0.6309239686327992,0.4101602454824412,0.5898397545175589,0.594272076372315,2933.0,352.0,,,
A,detect,mean32,64,20,esteps,0.7093419706784861,0.7093419706784861,0.6665530173883396,0.6665530173883396,0.594272076372315,2933.0,352.0,,,
A,detect,mean32,64,20,esteps_w8,0.7405386975792704,0.7405386975792704,0.7037163314012956,0.7037163314012956,0.594272076372315,2933.0,352.0,,,
A,detect,mean32,64,20,dwell,0.46113194681213776,0.5388680531878622,0.40606887146266624,0.5939311285373338,0.594272076372315,2933.0,352.0,,,
A,detect,mean32,64,20,stayp_w8,0.42107057620184113,0.5789294237981588,0.4261847937265598,0.5738152062734402,0.594272076372315,2933.0,352.0,,,
A,detect,mean32,64,20,nll_w8,0.5808046368905557,0.5808046368905557,0.5693828844186839,0.5693828844186839,0.594272076372315,2933.0,352.0,,,
A,detect,mean32,64,25,absorb,0.4316399590862598,0.5683600409137401,0.40436413228775997,0.59563586771224,0.6345039209001023,2933.0,352.0,,,
A,detect,mean32,64,25,absorb_w8,0.3569723832253665,0.6430276167746335,0.3532219570405728,0.6467780429594272,0.6345039209001023,2933.0,352.0,,,
A,detect,mean32,64,25,absorb_drift,0.5044323218547562,0.5044323218547562,0.44630071599045346,0.5536992840095465,0.6345039209001023,2933.0,352.0,,,
A,detect,mean32,64,25,absorb_max_w8,0.36464370951244457,0.6353562904875554,0.3682236617797477,0.6317763382202524,0.6345039209001023,2933.0,352.0,,,
A,detect,mean32,64,25,frac_hirisk_w8,0.4580634162973065,0.5419365837026935,0.4220934197067849,0.5779065802932151,0.6345039209001023,2933.0,352.0,,,
A,detect,mean32,64,25,emp_pool,0.3109444255028981,0.6890555744971019,0.3034435731333106,0.6965564268666894,0.6345039209001023,2933.0,352.0,,,
A,detect,mean32,64,25,emp_pool_w8,0.3354926696215479,0.6645073303784521,0.3320831912717354,0.6679168087282645,0.6345039209001023,2933.0,352.0,,,
A,detect,mean32,64,25,emp_time,0.34844868735083534,0.6515513126491647,0.34265257415615413,0.6573474258438459,0.6345039209001023,2933.0,352.0,,,
A,detect,mean32,64,25,esteps,0.605182407091715,0.605182407091715,0.6583702693487896,0.6583702693487896,0.6345039209001023,2933.0,352.0,,,
A,detect,mean32,64,25,esteps_w8,0.6955335833617456,0.6955335833617456,0.6948516876917831,0.6948516876917831,0.6345039209001023,2933.0,352.0,,,
A,detect,mean32,64,25,dwell,0.5277872485509717,0.5277872485509717,0.572110467098534,0.572110467098534,0.6345039209001023,2933.0,352.0,,,
A,detect,mean32,64,25,stayp_w8,0.41766109785202865,0.5823389021479713,0.4930105693828844,0.5069894306171157,0.6345039209001023,2933.0,352.0,,,
A,detect,mean32,64,25,nll_w8,0.5987043982270712,0.5987043982270712,0.5704057279236276,0.5704057279236276,0.6345039209001023,2933.0,352.0,,,
A,detect,mean32,64,30,absorb,0.33924309580634165,0.6607569041936583,0.47459938629389703,0.5254006137061029,0.7988407773610637,2933.0,352.0,,,
A,detect,mean32,64,30,absorb_w8,0.3276508694169792,0.6723491305830208,0.4728946471189908,0.5271053528810092,0.7988407773610637,2933.0,352.0,,,
A,detect,mean32,64,30,absorb_drift,0.40351176270030686,0.5964882372996931,0.5155131264916468,0.5155131264916468,0.7988407773610637,2933.0,352.0,,,
A,detect,mean32,64,30,absorb_max_w8,0.44272076372315033,0.5572792362768497,0.4994885782475281,0.5005114217524719,0.7988407773610637,2933.0,352.0,,,
A,detect,mean32,64,30,frac_hirisk_w8,0.3924309580634163,0.6075690419365837,0.4715308557790658,0.5284691442209342,0.7988407773610637,2933.0,352.0,,,
A,detect,mean32,64,30,emp_pool,0.28503239004432324,0.7149676099556768,0.40231844527787247,0.5976815547221275,0.7988407773610637,2933.0,352.0,,,
A,detect,mean32,64,30,emp_pool_w8,0.2693487896351858,0.7306512103648142,0.40913740197749743,0.5908625980225026,0.7988407773610637,2933.0,352.0,,,
A,detect,mean32,64,30,emp_time,0.2666212069553358,0.7333787930446642,0.4139106716672349,0.5860893283327651,0.7988407773610637,2933.0,352.0,,,
A,detect,mean32,64,30,esteps,0.47903170814865326,0.5209682918513467,0.5059665871121718,0.5059665871121718,0.7988407773610637,2933.0,352.0,,,
A,detect,mean32,64,30,esteps_w8,0.5458574838049778,0.5458574838049778,0.5993862938970338,0.5993862938970338,0.7988407773610637,2933.0,352.0,,,
A,detect,mean32,64,30,dwell,0.3158881691101261,0.6841118308898739,0.46743948175929084,0.5325605182407092,0.7988407773610637,2933.0,352.0,,,
A,detect,mean32,64,30,stayp_w8,0.36958745311967267,0.6304125468803273,0.4510739856801909,0.5489260143198091,0.7988407773610637,2933.0,352.0,,,
A,detect,mean32,64,30,nll_w8,0.6362086600750085,0.6362086600750085,0.521309239686328,0.521309239686328,0.7988407773610637,2933.0,352.0,,,
A,perm,mean32,64,20,absorb,,,,,,,,0.01990049751243781,0.1890547263681592,200.0
A,perm,mean32,64,20,absorb_w8,,,,,,,,0.15920398009950248,0.27860696517412936,200.0
A,perm,mean32,64,20,absorb_drift,,,,,,,,0.024875621890547265,0.11442786069651742,200.0
A,perm,mean32,64,20,absorb_max_w8,,,,,,,,0.029850746268656716,0.13930348258706468,200.0
A,perm,mean32,64,20,frac_hirisk_w8,,,,,,,,0.014925373134328358,0.11442786069651742,200.0
A,perm,mean32,64,20,emp_pool,,,,,,,,0.014925373134328358,0.07462686567164178,200.0
A,perm,mean32,64,20,emp_pool_w8,,,,,,,,0.004975124378109453,0.009950248756218905,200.0
A,perm,mean32,64,20,emp_time,,,,,,,,0.05472636815920398,0.20398009950248755,200.0
A,perm,mean32,64,20,esteps,,,,,,,,0.004975124378109453,0.004975124378109453,200.0
A,perm,mean32,64,20,esteps_w8,,,,,,,,0.004975124378109453,0.004975124378109453,200.0
A,perm,mean32,64,20,dwell,,,,,,,,0.35323383084577115,0.06965174129353234,200.0
A,perm,mean32,64,20,stayp_w8,,,,,,,,0.07960199004975124,0.09950248756218906,200.0
A,perm,mean32,64,20,nll_w8,,,,,,,,0.14925373134328357,0.1890547263681592,200.0
A,perm,mean32,64,25,absorb,,,,,,,,0.3482587064676617,0.18407960199004975,200.0
A,perm,mean32,64,25,absorb_w8,,,,,,,,0.03482587064676617,0.03482587064676617,200.0
A,perm,mean32,64,25,absorb_drift,,,,,,,,0.9303482587064676,0.3034825870646766,200.0
A,perm,mean32,64,25,absorb_max_w8,,,,,,,,0.03980099502487562,0.05472636815920398,200.0
A,perm,mean32,64,25,frac_hirisk_w8,,,,,,,,0.3333333333333333,0.14427860696517414,200.0
A,perm,mean32,64,25,emp_pool,,,,,,,,0.004975124378109453,0.004975124378109453,200.0
A,perm,mean32,64,25,emp_pool_w8,,,,,,,,0.004975124378109453,0.004975124378109453,200.0
A,perm,mean32,64,25,emp_time,,,,,,,,0.024875621890547265,0.009950248756218905,200.0
A,perm,mean32,64,25,esteps,,,,,,,,0.024875621890547265,0.004975124378109453,200.0
A,perm,mean32,64,25,esteps_w8,,,,,,,,0.004975124378109453,0.004975124378109453,200.0
A,perm,mean32,64,25,dwell,,,,,,,,0.527363184079602,0.1691542288557214,200.0
A,perm,mean32,64,25,stayp_w8,,,,,,,,0.08955223880597014,0.8805970149253731,200.0
A,perm,mean32,64,25,nll_w8,,,,,,,,0.06965174129353234,0.14925373134328357,200.0
A,perm,mean32,64,30,absorb,,,,,,,,0.01990049751243781,0.7412935323383084,200.0
A,perm,mean32,64,30,absorb_w8,,,,,,,,0.009950248756218905,0.7960199004975125,200.0
A,perm,mean32,64,30,absorb_drift,,,,,,,,0.07462686567164178,0.7562189054726368,200.0
A,perm,mean32,64,30,absorb_max_w8,,,,,,,,0.42786069651741293,1.0,200.0
A,perm,mean32,64,30,frac_hirisk_w8,,,,,,,,0.04477611940298507,0.5970149253731343,200.0
A,perm,mean32,64,30,emp_pool,,,,,,,,0.004975124378109453,0.09950248756218906,200.0
A,perm,mean32,64,30,emp_pool_w8,,,,,,,,0.004975124378109453,0.15422885572139303,200.0
A,perm,mean32,64,30,emp_time,,,,,,,,0.004975124378109453,0.21393034825870647,200.0
A,perm,mean32,64,30,esteps,,,,,,,,0.7562189054726368,0.9502487562189055,200.0
A,perm,mean32,64,30,esteps_w8,,,,,,,,0.3781094527363184,0.04975124378109453,200.0
A,perm,mean32,64,30,dwell,,,,,,,,0.004975124378109453,0.5223880597014925,200.0
A,perm,mean32,64,30,stayp_w8,,,,,,,,0.014925373134328358,0.3880597014925373,200.0
A,perm,mean32,64,30,nll_w8,,,,,,,,0.009950248756218905,0.7562189054726368,200.0
B,detect,cell1280,4,20,absorb,0.579183266932271,0.579183266932271,0.579183266932271,0.579183266932271,0.6444223107569721,2008.0,512.0,,,
B,detect,cell1280,4,20,absorb_w8,0.5301294820717132,0.5301294820717132,0.5418326693227091,0.5418326693227091,0.6444223107569721,2008.0,512.0,,,
B,detect,cell1280,4,20,absorb_drift,0.5276394422310757,0.5276394422310757,0.5204183266932271,0.5204183266932271,0.6444223107569721,2008.0,512.0,,,
B,detect,cell1280,4,20,absorb_max_w8,0.5575199203187251,0.5575199203187251,0.5667330677290837,0.5667330677290837,0.6444223107569721,2008.0,512.0,,,
B,detect,cell1280,4,20,frac_hirisk_w8,0.4056274900398406,0.5943725099601593,0.43227091633466136,0.5677290836653386,0.6444223107569721,2008.0,512.0,,,
B,detect,cell1280,4,20,emp_pool,0.545816733067729,0.545816733067729,0.5672310756972112,0.5672310756972112,0.6444223107569721,2008.0,512.0,,,
B,detect,cell1280,4,20,emp_pool_w8,0.476593625498008,0.523406374501992,0.49701195219123506,0.5029880478087649,0.6444223107569721,2008.0,512.0,,,
B,detect,cell1280,4,20,emp_time,0.48306772908366535,0.5169322709163346,0.5273904382470119,0.5273904382470119,0.6444223107569721,2008.0,512.0,,,
B,detect,cell1280,4,20,esteps,0.6060756972111554,0.6060756972111554,0.5826693227091634,0.5826693227091634,0.6444223107569721,2008.0,512.0,,,
B,detect,cell1280,4,20,esteps_w8,0.5637450199203188,0.5637450199203188,0.5507968127490039,0.5507968127490039,0.6444223107569721,2008.0,512.0,,,
B,detect,cell1280,4,20,dwell,0.4220617529880478,0.5779382470119522,0.45169322709163345,0.5483067729083666,0.6444223107569721,2008.0,512.0,,,
B,detect,cell1280,4,20,stayp_w8,0.4815737051792829,0.5184262948207171,0.4955179282868526,0.5044820717131474,0.6444223107569721,2008.0,512.0,,,
B,detect,cell1280,4,20,nll_w8,0.5495517928286853,0.5495517928286853,0.5039840637450199,0.5039840637450199,0.6444223107569721,2008.0,512.0,,,
B,detect,cell1280,4,25,absorb,0.5610059760956175,0.5610059760956175,0.5662350597609562,0.5662350597609562,0.5249003984063745,2008.0,512.0,,,
B,detect,cell1280,4,25,absorb_w8,0.5774402390438247,0.5774402390438247,0.576195219123506,0.576195219123506,0.5249003984063745,2008.0,512.0,,,
B,detect,cell1280,4,25,absorb_drift,0.4596613545816733,0.5403386454183268,0.45617529880478086,0.5438247011952191,0.5249003984063745,2008.0,512.0,,,
B,detect,cell1280,4,25,absorb_max_w8,0.5582669322709163,0.5582669322709163,0.5647410358565738,0.5647410358565738,0.5249003984063745,2008.0,512.0,,,
B,detect,cell1280,4,25,frac_hirisk_w8,0.49078685258964144,0.5092131474103585,0.4940239043824701,0.5059760956175299,0.5249003984063745,2008.0,512.0,,,
B,detect,cell1280,4,25,emp_pool,0.5699701195219123,0.5699701195219123,0.5742031872509961,0.5742031872509961,0.5249003984063745,2008.0,512.0,,,
B,detect,cell1280,4,25,emp_pool_w8,0.6040836653386454,0.6040836653386454,0.6000996015936255,0.6000996015936255,0.5249003984063745,2008.0,512.0,,,
B,detect,cell1280,4,25,emp_time,0.5470617529880478,0.5470617529880478,0.5537848605577689,0.5537848605577689,0.5249003984063745,2008.0,512.0,,,
B,detect,cell1280,4,25,esteps,0.5281374501992032,0.5281374501992032,0.5393426294820717,0.5393426294820717,0.5249003984063745,2008.0,512.0,,,
B,detect,cell1280,4,25,esteps_w8,0.5978585657370518,0.5978585657370518,0.5826693227091634,0.5826693227091634,0.5249003984063745,2008.0,512.0,,,
B,detect,cell1280,4,25,dwell,0.526394422310757,0.526394422310757,0.5149402390438247,0.5149402390438247,0.5249003984063745,2008.0,512.0,,,
B,detect,cell1280,4,25,stayp_w8,0.3939243027888446,0.6060756972111554,0.41334661354581675,0.5866533864541832,0.5249003984063745,2008.0,512.0,,,
B,detect,cell1280,4,25,nll_w8,0.6048306772908366,0.6048306772908366,0.5652390438247012,0.5652390438247012,0.5249003984063745,2008.0,512.0,,,
B,detect,cell1280,4,30,absorb,0.3152390438247012,0.6847609561752988,0.4437250996015936,0.5562749003984064,0.750996015936255,2008.0,512.0,,,
B,detect,cell1280,4,30,absorb_w8,0.30054780876494025,0.6994521912350598,0.42878486055776893,0.5712151394422311,0.750996015936255,2008.0,512.0,,,
B,detect,cell1280,4,30,absorb_drift,0.28834661354581675,0.7116533864541832,0.425796812749004,0.5742031872509961,0.750996015936255,2008.0,512.0,,,
B,detect,cell1280,4,30,absorb_max_w8,0.3197211155378486,0.6802788844621515,0.40836653386454186,0.5916334661354581,0.750996015936255,2008.0,512.0,,,
B,detect,cell1280,4,30,frac_hirisk_w8,0.42280876494023906,0.577191235059761,0.5385956175298805,0.5385956175298805,0.750996015936255,2008.0,512.0,,,
B,detect,cell1280,4,30,emp_pool,0.3187250996015936,0.6812749003984064,0.449203187250996,0.5507968127490039,0.750996015936255,2008.0,512.0,,,
B,detect,cell1280,4,30,emp_pool_w8,0.30054780876494025,0.6994521912350598,0.42828685258964144,0.5717131474103585,0.750996015936255,2008.0,512.0,,,
B,detect,cell1280,4,30,emp_time,0.35358565737051795,0.646414342629482,0.45119521912350596,0.548804780876494,0.750996015936255,2008.0,512.0,,,
B,detect,cell1280,4,30,esteps,0.700199203187251,0.700199203187251,0.6115537848605578,0.6115537848605578,0.750996015936255,2008.0,512.0,,,
B,detect,cell1280,4,30,esteps_w8,0.68949203187251,0.68949203187251,0.5936254980079682,0.5936254980079682,0.750996015936255,2008.0,512.0,,,
B,detect,cell1280,4,30,dwell,0.526394422310757,0.526394422310757,0.6095617529880478,0.6095617529880478,0.750996015936255,2008.0,512.0,,,
B,detect,cell1280,4,30,stayp_w8,0.29556772908366535,0.7044322709163346,0.37300796812749004,0.62699203187251,0.750996015936255,2008.0,512.0,,,
B,detect,cell1280,4,30,nll_w8,0.2671812749003984,0.7328187250996017,0.28834661354581675,0.7116533864541832,0.750996015936255,2008.0,512.0,,,
B,perm,cell1280,4,20,absorb,,,,,,,,0.22388059701492538,0.21393034825870647,200.0
B,perm,cell1280,4,20,absorb_w8,,,,,,,,0.835820895522388,0.7114427860696517,200.0
B,perm,cell1280,4,20,absorb_drift,,,,,,,,0.4975124378109453,0.6218905472636815,200.0
B,perm,cell1280,4,20,absorb_max_w8,,,,,,,,0.5671641791044776,0.4079601990049751,200.0
B,perm,cell1280,4,20,frac_hirisk_w8,,,,,,,,0.004975124378109453,0.07960199004975124,200.0
B,perm,cell1280,4,20,emp_pool,,,,,,,,0.6019900497512438,0.3034825870646766,200.0
B,perm,cell1280,4,20,emp_pool_w8,,,,,,,,0.835820895522388,0.9701492537313433,200.0
B,perm,cell1280,4,20,emp_time,,,,,,,,0.9154228855721394,0.8606965174129353,200.0
B,perm,cell1280,4,20,esteps,,,,,,,,0.009950248756218905,0.029850746268656716,200.0
B,perm,cell1280,4,20,esteps_w8,,,,,,,,0.10945273631840796,0.19402985074626866,200.0
B,perm,cell1280,4,20,dwell,,,,,,,,0.029850746268656716,0.21393034825870647,200.0
B,perm,cell1280,4,20,stayp_w8,,,,,,,,0.6019900497512438,0.9104477611940298,200.0
B,perm,cell1280,4,20,nll_w8,,,,,,,,0.208955223880597,0.9303482587064676,200.0
B,perm,cell1280,4,25,absorb,,,,,,,,0.527363184079602,0.39800995024875624,200.0
B,perm,cell1280,4,25,absorb_w8,,,,,,,,0.2736318407960199,0.2736318407960199,200.0
B,perm,cell1280,4,25,absorb_drift,,,,,,,,0.22388059701492538,0.21890547263681592,200.0
B,perm,cell1280,4,25,absorb_max_w8,,,,,,,,0.5671641791044776,0.43283582089552236,200.0
B,perm,cell1280,4,25,frac_hirisk_w8,,,,,,,,0.8308457711442786,0.8855721393034826,200.0
B,perm,cell1280,4,25,emp_pool,,,,,,,,0.3383084577114428,0.2835820895522388,200.0
B,perm,cell1280,4,25,emp_pool_w8,,,,,,,,0.04477611940298507,0.07462686567164178,200.0
B,perm,cell1280,4,25,emp_time,,,,,,,,0.7114427860696517,0.572139303482587,200.0
B,perm,cell1280,4,25,esteps,,,,,,,,0.39303482587064675,0.26865671641791045,200.0
B,perm,cell1280,4,25,esteps_w8,,,,,,,,0.029850746268656716,0.04477611940298507,200.0
B,perm,cell1280,4,25,dwell,,,,,,,,0.3283582089552239,0.6268656716417911,200.0
B,perm,cell1280,4,25,stayp_w8,,,,,,,,0.009950248756218905,0.03482587064676617,200.0
B,perm,cell1280,4,25,nll_w8,,,,,,,,0.004975124378109453,0.06965174129353234,200.0
B,perm,cell1280,4,30,absorb,,,,,,,,0.004975124378109453,0.3880597014925373,200.0
B,perm,cell1280,4,30,absorb_w8,,,,,,,,0.004975124378109453,0.15920398009950248,200.0
B,perm,cell1280,4,30,absorb_drift,,,,,,,,0.004975124378109453,0.05970149253731343,200.0
B,perm,cell1280,4,30,absorb_max_w8,,,,,,,,0.004975124378109453,0.05472636815920398,200.0
B,perm,cell1280,4,30,frac_hirisk_w8,,,,,,,,0.03482587064676617,0.26865671641791045,200.0
B,perm,cell1280,4,30,emp_pool,,,,,,,,0.004975124378109453,0.5373134328358209,200.0
B,perm,cell1280,4,30,emp_pool_w8,,,,,,,,0.004975124378109453,0.1691542288557214,200.0
B,perm,cell1280,4,30,emp_time,,,,,,,,0.009950248756218905,0.7014925373134329,200.0
B,perm,cell1280,4,30,esteps,,,,,,,,0.004975124378109453,0.004975124378109453,200.0
B,perm,cell1280,4,30,esteps_w8,,,,,,,,0.004975124378109453,0.009950248756218905,200.0
B,perm,cell1280,4,30,dwell,,,,,,,,0.39800995024875624,0.014925373134328358,200.0
B,perm,cell1280,4,30,stayp_w8,,,,,,,,0.004975124378109453,0.004975124378109453,200.0
B,perm,cell1280,4,30,nll_w8,,,,,,,,0.004975124378109453,0.004975124378109453,200.0
B,detect,cell1280,8,20,absorb,0.5610059760956175,0.5610059760956175,0.5323705179282868,0.5323705179282868,0.6444223107569721,2008.0,512.0,,,
B,detect,cell1280,8,20,absorb_w8,0.5079681274900398,0.5079681274900398,0.49352589641434264,0.5064741035856574,0.6444223107569721,2008.0,512.0,,,
B,detect,cell1280,8,20,absorb_drift,0.5854083665338645,0.5854083665338645,0.5652390438247012,0.5652390438247012,0.6444223107569721,2008.0,512.0,,,
B,detect,cell1280,8,20,absorb_max_w8,0.5545318725099602,0.5545318725099602,0.5249003984063745,0.5249003984063745,0.6444223107569721,2008.0,512.0,,,
B,detect,cell1280,8,20,frac_hirisk_w8,0.5271414342629482,0.5271414342629482,0.46663346613545814,0.5333665338645419,0.6444223107569721,2008.0,512.0,,,
B,detect,cell1280,8,20,emp_pool,0.5659860557768924,0.5659860557768924,0.547808764940239,0.547808764940239,0.6444223107569721,2008.0,512.0,,,
B,detect,cell1280,8,20,emp_pool_w8,0.5383466135458167,0.5383466135458167,0.525398406374502,0.525398406374502,0.6444223107569721,2008.0,512.0,,,
B,detect,cell1280,8,20,emp_time,0.43600597609561753,0.5639940239043825,0.48256972111553786,0.5174302788844621,0.6444223107569721,2008.0,512.0,,,
B,detect,cell1280,8,20,esteps,0.539093625498008,0.539093625498008,0.5139442231075697,0.5139442231075697,0.6444223107569721,2008.0,512.0,,,
B,detect,cell1280,8,20,esteps_w8,0.49850597609561753,0.5014940239043825,0.49302788844621515,0.5069721115537849,0.6444223107569721,2008.0,512.0,,,
B,detect,cell1280,8,20,dwell,0.45567729083665337,0.5443227091633467,0.4800796812749004,0.5199203187250996,0.6444223107569721,2008.0,512.0,,,
B,detect,cell1280,8,20,stayp_w8,0.5383466135458167,0.5383466135458167,0.524402390438247,0.524402390438247,0.6444223107569721,2008.0,512.0,,,
B,detect,cell1280,8,20,nll_w8,0.5393426294820717,0.5393426294820717,0.525398406374502,0.525398406374502,0.6444223107569721,2008.0,512.0,,,
B,detect,cell1280,8,25,absorb,0.5211653386454184,0.5211653386454184,0.5288844621513944,0.5288844621513944,0.5249003984063745,2008.0,512.0,,,
B,detect,cell1280,8,25,absorb_w8,0.5577689243027888,0.5577689243027888,0.549800796812749,0.549800796812749,0.5249003984063745,2008.0,512.0,,,
B,detect,cell1280,8,25,absorb_drift,0.5537848605577689,0.5537848605577689,0.5756972111553785,0.5756972111553785,0.5249003984063745,2008.0,512.0,,,
B,detect,cell1280,8,25,absorb_max_w8,0.5104581673306773,0.5104581673306773,0.5074701195219123,0.5074701195219123,0.5249003984063745,2008.0,512.0,,,
B,detect,cell1280,8,25,frac_hirisk_w8,0.5268924302788844,0.5268924302788844,0.48406374501992033,0.5159362549800797,0.5249003984063745,2008.0,512.0,,,
B,detect,cell1280,8,25,emp_pool,0.5744521912350598,0.5744521912350598,0.5637450199203188,0.5637450199203188,0.5249003984063745,2008.0,512.0,,,
B,detect,cell1280,8,25,emp_pool_w8,0.600597609561753,0.600597609561753,0.5831673306772909,0.5831673306772909,0.5249003984063745,2008.0,512.0,,,
B,detect,cell1280,8,25,emp_time,0.5629980079681275,0.5629980079681275,0.5577689243027888,0.5577689243027888,0.5249003984063745,2008.0,512.0,,,
B,detect,cell1280,8,25,esteps,0.5107071713147411,0.5107071713147411,0.5433266932270916,0.5433266932270916,0.5249003984063745,2008.0,512.0,,,
