corpus,band,target,K,fa_clean,detect,detect_preonset,lead_med,fa_succ_loop
main16x32,switch,loop_onset_q,53,0.0,0.0,0.0,,0.0
main16x32,switch,loop_onset_q,54,0.0,0.0,0.0,,0.0
main16x32,switch,loop_onset_q,55,0.0,0.0,0.0,,0.0
main16x32,switch,loop_onset_q,56,0.0,0.0,0.0,,0.0
main16x32,switch,loop_onset_q,57,0.0,0.0,0.0,,0.0
main16x32,switch,loop_onset_q,58,0.0,0.0,0.0,,0.0
main16x32,switch,loop_onset_q,59,0.0,0.0,0.0,,0.0
main16x32,switch,loop_onset_q,60,0.0,0.0,0.0,,0.0
main16x32,flatten,static_onset_q,1,1.0,1.0,1.0,-30.0,1.0
main16x32,flatten,static_onset_q,2,1.0,1.0,1.0,-29.0,1.0
main16x32,flatten,static_onset_q,3,1.0,1.0,1.0,-21.0,1.0
main16x32,flatten,static_onset_q,4,0.9518900343642611,0.9790209790209791,0.965034965034965,-12.0,1.0
main16x32,flatten,static_onset_q,5,0.7594501718213058,0.951048951048951,0.9370629370629371,-11.0,1.0
main16x32,flatten,static_onset_q,6,0.6529209621993127,0.8531468531468531,0.8181818181818182,-10.0,1.0
main16x32,flatten,static_onset_q,7,0.5017182130584192,0.6433566433566433,0.5874125874125874,-10.0,1.0
main16x32,flatten,static_onset_q,8,0.10996563573883161,0.4825174825174825,0.4195804195804196,-9.0,1.0
main16x32,flatten,static_onset_q,9,0.01718213058419244,0.3776223776223776,0.26573426573426573,-7.0,0.5
main16x32,flatten,static_onset_q,10,0.006872852233676976,0.27972027972027974,0.16783216783216784,-6.0,0.5
main16x32,flatten,static_onset_q,11,0.006872852233676976,0.25874125874125875,0.14685314685314685,-5.0,0.0
main16x32,flatten,static_onset_q,12,0.006872852233676976,0.21678321678321677,0.11888111888111888,-4.0,0.0
main16x32,flatten,static_onset_q,13,0.006872852233676976,0.17482517482517482,0.1048951048951049,-3.0,0.0
main16x32,flatten,static_onset_q,14,0.006872852233676976,0.14685314685314685,0.08391608391608392,-2.0,0.0
main16x32,flatten,static_onset_q,15,0.006872852233676976,0.13286713286713286,0.08391608391608392,-1.0,0.0
main16x32,flatten,static_onset_q,16,0.003436426116838488,0.11888111888111888,0.07692307692307693,0.0,0.0
main16x32,flatten,static_onset_q,17,0.003436426116838488,0.0979020979020979,0.04195804195804196,1.0,0.0
main16x32,flatten,static_onset_q,18,0.003436426116838488,0.08391608391608392,0.013986013986013986,1.5,0.0
main16x32,flatten,static_onset_q,19,0.0,0.07692307692307693,0.013986013986013986,3.0,0.0
main16x32,flatten,static_onset_q,20,0.0,0.06993006993006994,0.006993006993006993,4.0,0.0
main16x32,flatten,static_onset_q,21,0.0,0.06293706293706294,0.0,5.0,0.0
main16x32,flatten,static_onset_q,22,0.0,0.04195804195804196,0.0,5.5,0.0
main16x32,flatten,static_onset_q,23,0.0,0.03496503496503497,0.0,7.0,0.0
main16x32,flatten,static_onset_q,24,0.0,0.027972027972027972,0.0,7.5,0.0
main16x32,flatten,static_onset_q,25,0.0,0.027972027972027972,0.0,8.5,0.0
main16x32,flatten,static_onset_q,26,0.0,0.027972027972027972,0.0,9.5,0.0
main16x32,flatten,static_onset_q,27,0.0,0.02097902097902098,0.0,10.0,0.0
main16x32,flatten,static_onset_q,28,0.0,0.013986013986013986,0.0,11.5,0.0
main16x32,flatten,static_onset_q,29,0.0,0.006993006993006993,0.0,12.0,0.0
main16x32,flatten,static_onset_q,30,0.0,0.006993006993006993,0.0,13.0,0.0
main16x32,flatten,static_onset_q,31,0.0,0.006993006993006993,0.0,14.0,0.0
main16x32,flatten,static_onset_q,32,0.0,0.0,0.0,,0.0
main16x32,flatten,static_onset_q,33,0.0,0.0,0.0,,0.0
main16x32,flatten,static_onset_q,34,0.0,0.0,0.0,,0.0
main16x32,flatten,static_onset_q,35,0.0,0.0,0.0,,0.0
main16x32,flatten,static_onset_q,36,0.0,0.0,0.0,,0.0
main16x32,flatten,static_onset_q,37,0.0,0.0,0.0,,0.0
main16x32,flatten,static_onset_q,38,0.0,0.0,0.0,,0.0
main16x32,flatten,static_onset_q,39,0.0,0.0,0.0,,0.0
main16x32,flatten,static_onset_q,40,0.0,0.0,0.0,,0.0
main16x32,flatten,static_onset_q,41,0.0,0.0,0.0,,0.0
main16x32,flatten,static_onset_q,42,0.0,0.0,0.0,,0.0
main16x32,flatten,static_onset_q,43,0.0,0.0,0.0,,0.0
main16x32,flatten,static_onset_q,44,0.0,0.0,0.0,,0.0
main16x32,flatten,static_onset_q,45,0.0,0.0,0.0,,0.0
main16x32,flatten,static_onset_q,46,0.0,0.0,0.0,,0.0
main16x32,flatten,static_onset_q,47,0.0,0.0,0.0,,0.0
main16x32,flatten,static_onset_q,48,0.0,0.0,0.0,,0.0
main16x32,flatten,static_onset_q,49,0.0,0.0,0.0,,0.0
main16x32,flatten,static_onset_q,50,0.0,0.0,0.0,,0.0
main16x32,flatten,static_onset_q,51,0.0,0.0,0.0,,0.0
main16x32,flatten,static_onset_q,52,0.0,0.0,0.0,,0.0
main16x32,flatten,static_onset_q,53,0.0,0.0,0.0,,0.0
main16x32,flatten,static_onset_q,54,0.0,0.0,0.0,,0.0
main16x32,flatten,static_onset_q,55,0.0,0.0,0.0,,0.0
main16x32,flatten,static_onset_q,56,0.0,0.0,0.0,,0.0
main16x32,flatten,static_onset_q,57,0.0,0.0,0.0,,0.0
main16x32,flatten,static_onset_q,58,0.0,0.0,0.0,,0.0
main16x32,flatten,static_onset_q,59,0.0,0.0,0.0,,0.0
main16x32,flatten,static_onset_q,60,0.0,0.0,0.0,,0.0
main16x32,sticky,static_onset_q,1,1.0,1.0,1.0,-29.0,1.0
main16x32,sticky,static_onset_q,2,1.0,1.0,1.0,-28.0,1.0
main16x32,sticky,static_onset_q,3,0.9862542955326461,1.0,1.0,-27.0,1.0
main16x32,sticky,static_onset_q,4,0.9621993127147767,1.0,1.0,-24.0,1.0
main16x32,sticky,static_onset_q,5,0.8625429553264605,1.0,1.0,-6.0,1.0
main16x32,sticky,static_onset_q,6,0.7628865979381443,1.0,1.0,-5.0,1.0
main16x32,sticky,static_onset_q,7,0.6872852233676976,1.0,0.8811188811188811,-4.0,1.0
main16x32,sticky,static_onset_q,8,0.6632302405498282,1.0,0.7902097902097902,-2.0,1.0
main16x32,sticky,static_onset_q,9,0.5051546391752577,1.0,0.7412587412587412,-1.0,1.0
main16x32,sticky,static_onset_q,10,0.33676975945017185,0.986013986013986,0.6153846153846154,0.0,1.0
main16x32,sticky,static_onset_q,11,0.25773195876288657,0.9790209790209791,0.46853146853146854,1.0,1.0
main16x32,sticky,static_onset_q,12,0.20618556701030927,0.9790209790209791,0.24475524475524477,2.0,1.0
main16x32,sticky,static_onset_q,13,0.15120274914089346,0.965034965034965,0.08391608391608392,3.0,0.5
main16x32,sticky,static_onset_q,14,0.10309278350515463,0.958041958041958,0.04895104895104895,4.0,0.5
main16x32,sticky,static_onset_q,15,0.06529209621993128,0.951048951048951,0.027972027972027972,5.0,0.5
main16x32,sticky,static_onset_q,16,0.041237113402061855,0.9440559440559441,0.013986013986013986,6.0,0.5
main16x32,sticky,static_onset_q,17,0.037800687285223365,0.9440559440559441,0.013986013986013986,7.0,0.5
main16x32,sticky,static_onset_q,18,0.020618556701030927,0.9370629370629371,0.006993006993006993,8.0,0.5
main16x32,sticky,static_onset_q,19,0.010309278350515464,0.9370629370629371,0.0,9.0,0.0
main16x32,sticky,static_onset_q,20,0.010309278350515464,0.9020979020979021,0.0,10.0,0.0
main16x32,sticky,static_onset_q,21,0.003436426116838488,0.8601398601398601,0.0,11.0,0.0
main16x32,sticky,static_onset_q,22,0.003436426116838488,0.7972027972027972,0.0,12.0,0.0
main16x32,sticky,static_onset_q,23,0.003436426116838488,0.5594405594405595,0.0,12.0,0.0
main16x32,sticky,static_onset_q,24,0.003436426116838488,0.24475524475524477,0.0,12.0,0.0
main16x32,sticky,static_onset_q,25,0.003436426116838488,0.08391608391608392,0.0,13.0,0.0
main16x32,sticky,static_onset_q,26,0.003436426116838488,0.06293706293706294,0.0,14.0,0.0
main16x32,sticky,static_onset_q,27,0.0,0.006993006993006993,0.0,15.0,0.0
main16x32,sticky,static_onset_q,28,0.0,0.006993006993006993,0.0,16.0,0.0
main16x32,sticky,static_onset_q,29,0.0,0.0,0.0,,0.0
main16x32,sticky,static_onset_q,30,0.0,0.0,0.0,,0.0
main16x32,sticky,static_onset_q,31,0.0,0.0,0.0,,0.0
main16x32,sticky,static_onset_q,32,0.0,0.0,0.0,,0.0
main16x32,sticky,static_onset_q,33,0.0,0.0,0.0,,0.0
main16x32,sticky,static_onset_q,34,0.0,0.0,0.0,,0.0
main16x32,sticky,static_onset_q,35,0.0,0.0,0.0,,0.0
main16x32,sticky,static_onset_q,36,0.0,0.0,0.0,,0.0
main16x32,sticky,static_onset_q,37,0.0,0.0,0.0,,0.0
main16x32,sticky,static_onset_q,38,0.0,0.0,0.0,,0.0
main16x32,sticky,static_onset_q,39,0.0,0.0,0.0,,0.0
main16x32,sticky,static_onset_q,40,0.0,0.0,0.0,,0.0
main16x32,sticky,static_onset_q,41,0.0,0.0,0.0,,0.0
main16x32,sticky,static_onset_q,42,0.0,0.0,0.0,,0.0
main16x32,sticky,static_onset_q,43,0.0,0.0,0.0,,0.0
main16x32,sticky,static_onset_q,44,0.0,0.0,0.0,,0.0
main16x32,sticky,static_onset_q,45,0.0,0.0,0.0,,0.0
main16x32,sticky,static_onset_q,46,0.0,0.0,0.0,,0.0
main16x32,sticky,static_onset_q,47,0.0,0.0,0.0,,0.0
main16x32,sticky,static_onset_q,48,0.0,0.0,0.0,,0.0
main16x32,sticky,static_onset_q,49,0.0,0.0,0.0,,0.0
main16x32,sticky,static_onset_q,50,0.0,0.0,0.0,,0.0
main16x32,sticky,static_onset_q,51,0.0,0.0,0.0,,0.0
main16x32,sticky,static_onset_q,52,0.0,0.0,0.0,,0.0
main16x32,sticky,static_onset_q,53,0.0,0.0,0.0,,0.0
main16x32,sticky,static_onset_q,54,0.0,0.0,0.0,,0.0
main16x32,sticky,static_onset_q,55,0.0,0.0,0.0,,0.0
main16x32,sticky,static_onset_q,56,0.0,0.0,0.0,,0.0
main16x32,sticky,static_onset_q,57,0.0,0.0,0.0,,0.0
main16x32,sticky,static_onset_q,58,0.0,0.0,0.0,,0.0
main16x32,sticky,static_onset_q,59,0.0,0.0,0.0,,0.0
main16x32,sticky,static_onset_q,60,0.0,0.0,0.0,,0.0
main16x32,sticky,loop_onset_q,1,1.0,1.0,1.0,-35.0,1.0
main16x32,sticky,loop_onset_q,2,1.0,1.0,1.0,-34.0,1.0
main16x32,sticky,loop_onset_q,3,0.9862542955326461,1.0,1.0,-32.0,1.0
main16x32,sticky,loop_onset_q,4,0.9621993127147767,1.0,1.0,-30.0,1.0
main16x32,sticky,loop_onset_q,5,0.8625429553264605,1.0,1.0,-20.0,1.0
main16x32,sticky,loop_onset_q,6,0.7628865979381443,0.9636363636363636,0.9454545454545454,-17.0,1.0
main16x32,sticky,loop_onset_q,7,0.6872852233676976,0.9272727272727272,0.8909090909090909,-15.0,1.0
main16x32,sticky,loop_onset_q,8,0.6632302405498282,0.8181818181818182,0.7090909090909091,-12.0,1.0
main16x32,sticky,loop_onset_q,9,0.5051546391752577,0.7090909090909091,0.6181818181818182,-11.0,1.0
main16x32,sticky,loop_onset_q,10,0.33676975945017185,0.5818181818181818,0.5272727272727272,-9.5,1.0
main16x32,sticky,loop_onset_q,11,0.25773195876288657,0.4909090909090909,0.43636363636363634,-8.0,1.0
main16x32,sticky,loop_onset_q,12,0.20618556701030927,0.45454545454545453,0.41818181818181815,-8.0,1.0
main16x32,sticky,loop_onset_q,13,0.15120274914089346,0.38181818181818183,0.34545454545454546,-7.0,0.5
main16x32,sticky,loop_onset_q,14,0.10309278350515463,0.3090909090909091,0.2727272727272727,-6.0,0.5
main16x32,sticky,loop_onset_q,15,0.06529209621993128,0.2545454545454545,0.23636363636363636,-5.5,0.5
main16x32,sticky,loop_onset_q,16,0.041237113402061855,0.21818181818181817,0.2,-3.0,0.5
main16x32,sticky,loop_onset_q,17,0.037800687285223365,0.21818181818181817,0.2,-2.0,0.5
main16x32,sticky,loop_onset_q,18,0.020618556701030927,0.2,0.18181818181818182,-1.0,0.5
main16x32,sticky,loop_onset_q,19,0.010309278350515464,0.18181818181818182,0.10909090909090909,0.0,0.0
main16x32,sticky,loop_onset_q,20,0.010309278350515464,0.14545454545454545,0.05454545454545454,1.0,0.0
main16x32,sticky,loop_onset_q,21,0.003436426116838488,0.09090909090909091,0.05454545454545454,0.0,0.0
main16x32,sticky,loop_onset_q,22,0.003436426116838488,0.05454545454545454,0.03636363636363636,0.0,0.0
main16x32,sticky,loop_onset_q,23,0.003436426116838488,0.05454545454545454,0.01818181818181818,1.0,0.0
main16x32,sticky,loop_onset_q,24,0.003436426116838488,0.03636363636363636,0.01818181818181818,-1.0,0.0
main16x32,sticky,loop_onset_q,25,0.003436426116838488,0.01818181818181818,0.01818181818181818,-3.0,0.0
main16x32,sticky,loop_onset_q,26,0.003436426116838488,0.01818181818181818,0.01818181818181818,-2.0,0.0
main16x32,sticky,loop_onset_q,27,0.0,0.01818181818181818,0.01818181818181818,-1.0,0.0
main16x32,sticky,loop_onset_q,28,0.0,0.01818181818181818,0.01818181818181818,0.0,0.0
main16x32,sticky,loop_onset_q,29,0.0,0.0,0.0,,0.0
main16x32,sticky,loop_onset_q,30,0.0,0.0,0.0,,0.0
main16x32,sticky,loop_onset_q,31,0.0,0.0,0.0,,0.0
main16x32,sticky,loop_onset_q,32,0.0,0.0,0.0,,0.0
main16x32,sticky,loop_onset_q,33,0.0,0.0,0.0,,0.0
main16x32,sticky,loop_onset_q,34,0.0,0.0,0.0,,0.0
main16x32,sticky,loop_onset_q,35,0.0,0.0,0.0,,0.0
main16x32,sticky,loop_onset_q,36,0.0,0.0,0.0,,0.0
main16x32,sticky,loop_onset_q,37,0.0,0.0,0.0,,0.0
main16x32,sticky,loop_onset_q,38,0.0,0.0,0.0,,0.0
main16x32,sticky,loop_onset_q,39,0.0,0.0,0.0,,0.0
main16x32,sticky,loop_onset_q,40,0.0,0.0,0.0,,0.0
main16x32,sticky,loop_onset_q,41,0.0,0.0,0.0,,0.0
main16x32,sticky,loop_onset_q,42,0.0,0.0,0.0,,0.0
main16x32,sticky,loop_onset_q,43,0.0,0.0,0.0,,0.0
main16x32,sticky,loop_onset_q,44,0.0,0.0,0.0,,0.0
main16x32,sticky,loop_onset_q,45,0.0,0.0,0.0,,0.0
main16x32,sticky,loop_onset_q,46,0.0,0.0,0.0,,0.0
main16x32,sticky,loop_onset_q,47,0.0,0.0,0.0,,0.0
main16x32,sticky,loop_onset_q,48,0.0,0.0,0.0,,0.0
main16x32,sticky,loop_onset_q,49,0.0,0.0,0.0,,0.0
main16x32,sticky,loop_onset_q,50,0.0,0.0,0.0,,0.0
main16x32,sticky,loop_onset_q,51,0.0,0.0,0.0,,0.0
main16x32,sticky,loop_onset_q,52,0.0,0.0,0.0,,0.0
main16x32,sticky,loop_onset_q,53,0.0,0.0,0.0,,0.0
main16x32,sticky,loop_onset_q,54,0.0,0.0,0.0,,0.0
main16x32,sticky,loop_onset_q,55,0.0,0.0,0.0,,0.0
main16x32,sticky,loop_onset_q,56,0.0,0.0,0.0,,0.0
main16x32,sticky,loop_onset_q,57,0.0,0.0,0.0,,0.0
main16x32,sticky,loop_onset_q,58,0.0,0.0,0.0,,0.0
main16x32,sticky,loop_onset_q,59,0.0,0.0,0.0,,0.0
main16x32,sticky,loop_onset_q,60,0.0,0.0,0.0,,0.0
grid50x8,switch,loop_onset_q,1,1.0,1.0,1.0,-30.0,1.0
grid50x8,switch,loop_onset_q,2,1.0,1.0,1.0,-28.0,1.0
grid50x8,switch,loop_onset_q,3,0.9727626459143969,1.0,0.967741935483871,-23.0,1.0
grid50x8,switch,loop_onset_q,4,0.8365758754863813,1.0,0.967741935483871,-16.0,1.0
grid50x8,switch,loop_onset_q,5,0.5758754863813229,1.0,0.8709677419354839,-8.0,0.5
grid50x8,switch,loop_onset_q,6,0.39299610894941633,0.967741935483871,0.5806451612903226,-6.0,0.25
grid50x8,switch,loop_onset_q,7,0.2529182879377432,0.9354838709677419,0.5,-4.5,0.0
grid50x8,switch,loop_onset_q,8,0.20622568093385213,0.9193548387096774,0.5,-4.0,0.0
grid50x8,switch,loop_onset_q,9,0.17120622568093385,0.8709677419354839,0.45161290322580644,-2.5,0.0
grid50x8,switch,loop_onset_q,10,0.12062256809338522,0.8064516129032258,0.4032258064516129,0.5,0.0
grid50x8,switch,loop_onset_q,11,0.027237354085603113,0.7258064516129032,0.3387096774193548,5.0,0.0
grid50x8,switch,loop_onset_q,12,0.0038910505836575876,0.6451612903225806,0.3064516129032258,6.0,0.0
grid50x8,switch,loop_onset_q,13,0.0038910505836575876,0.5483870967741935,0.1935483870967742,8.0,0.0
grid50x8,switch,loop_onset_q,14,0.0,0.5,0.11290322580645161,9.0,0.0
grid50x8,switch,loop_onset_q,15,0.0,0.43548387096774194,0.04838709677419355,10.0,0.0
grid50x8,switch,loop_onset_q,16,0.0,0.3709677419354839,0.03225806451612903,11.0,0.0
grid50x8,switch,loop_onset_q,17,0.0,0.3387096774193548,0.016129032258064516,12.0,0.0
grid50x8,switch,loop_onset_q,18,0.0,0.3064516129032258,0.016129032258064516,13.0,0.0
grid50x8,switch,loop_onset_q,19,0.0,0.1774193548387097,0.0,13.0,0.0
grid50x8,switch,loop_onset_q,20,0.0,0.11290322580645161,0.0,8.0,0.0
grid50x8,switch,loop_onset_q,21,0.0,0.0967741935483871,0.0,12.0,0.0
grid50x8,switch,loop_onset_q,22,0.0,0.03225806451612903,0.0,13.0,0.0
grid50x8,switch,loop_onset_q,23,0.0,0.03225806451612903,0.0,14.0,0.0
grid50x8,switch,loop_onset_q,24,0.0,0.016129032258064516,0.0,18.0,0.0
grid50x8,switch,loop_onset_q,25,0.0,0.0,0.0,,0.0
grid50x8,switch,loop_onset_q,26,0.0,0.0,0.0,,0.0
grid50x8,switch,loop_onset_q,27,0.0,0.0,0.0,,0.0
grid50x8,switch,loop_onset_q,28,0.0,0.0,0.0,,0.0
grid50x8,switch,loop_onset_q,29,0.0,0.0,0.0,,0.0
grid50x8,switch,loop_onset_q,30,0.0,0.0,0.0,,0.0
grid50x8,switch,loop_onset_q,31,0.0,0.0,0.0,,0.0
grid50x8,switch,loop_onset_q,32,0.0,0.0,0.0,,0.0
grid50x8,switch,loop_onset_q,33,0.0,0.0,0.0,,0.0
grid50x8,switch,loop_onset_q,34,0.0,0.0,0.0,,0.0
grid50x8,switch,loop_onset_q,35,0.0,0.0,0.0,,0.0
grid50x8,switch,loop_onset_q,36,0.0,0.0,0.0,,0.0
grid50x8,switch,loop_onset_q,37,0.0,0.0,0.0,,0.0
grid50x8,switch,loop_onset_q,38,0.0,0.0,0.0,,0.0
grid50x8,switch,loop_onset_q,39,0.0,0.0,0.0,,0.0
grid50x8,switch,loop_onset_q,40,0.0,0.0,0.0,,0.0
grid50x8,switch,loop_onset_q,41,0.0,0.0,0.0,,0.0
grid50x8,switch,loop_onset_q,42,0.0,0.0,0.0,,0.0
grid50x8,switch,loop_onset_q,43,0.0,0.0,0.0,,0.0
grid50x8,switch,loop_onset_q,44,0.0,0.0,0.0,,0.0
grid50x8,switch,loop_onset_q,45,0.0,0.0,0.0,,0.0
grid50x8,switch,loop_onset_q,46,0.0,0.0,0.0,,0.0
grid50x8,switch,loop_onset_q,47,0.0,0.0,0.0,,0.0
grid50x8,switch,loop_onset_q,48,0.0,0.0,0.0,,0.0
grid50x8,switch,loop_onset_q,49,0.0,0.0,0.0,,0.0
grid50x8,switch,loop_onset_q,50,0.0,0.0,0.0,,0.0
grid50x8,switch,loop_onset_q,51,0.0,0.0,0.0,,0.0
grid50x8,switch,loop_onset_q,52,0.0,0.0,0.0,,0.0
grid50x8,switch,loop_onset_q,53,0.0,0.0,0.0,,0.0
grid50x8,switch,loop_onset_q,54,0.0,0.0,0.0,,0.0
grid50x8,switch,loop_onset_q,55,0.0,0.0,0.0,,0.0
grid50x8,switch,loop_onset_q,56,0.0,0.0,0.0,,0.0
grid50x8,switch,loop_onset_q,57,0.0,0.0,0.0,,0.0
grid50x8,switch,loop_onset_q,58,0.0,0.0,0.0,,0.0
grid50x8,switch,loop_onset_q,59,0.0,0.0,0.0,,0.0
grid50x8,switch,loop_onset_q,60,0.0,0.0,0.0,,0.0
grid50x8,flatten,static_onset_q,1,1.0,1.0,1.0,-29.0,1.0
grid50x8,flatten,static_onset_q,2,1.0,1.0,1.0,-28.0,1.0
grid50x8,flatten,static_onset_q,3,1.0,0.9855072463768116,0.9855072463768116,-26.0,1.0
grid50x8,flatten,static_onset_q,4,0.9688715953307393,0.9855072463768116,0.9855072463768116,-13.0,1.0
grid50x8,flatten,static_onset_q,5,0.8210116731517509,0.9855072463768116,0.9710144927536232,-12.0,1.0
grid50x8,flatten,static_onset_q,6,0.7626459143968871,0.8695652173913043,0.8405797101449275,-11.0,1.0
grid50x8,flatten,static_onset_q,7,0.5758754863813229,0.7246376811594203,0.6956521739130435,-9.0,1.0
grid50x8,flatten,static_onset_q,8,0.16342412451361868,0.6376811594202898,0.6086956521739131,-8.0,0.75
grid50x8,flatten,static_onset_q,9,0.01556420233463035,0.5652173913043478,0.4782608695652174,-7.0,0.25
grid50x8,flatten,static_onset_q,10,0.011673151750972763,0.5217391304347826,0.42028985507246375,-6.0,0.0
grid50x8,flatten,static_onset_q,11,0.011673151750972763,0.4492753623188406,0.34782608695652173,-5.0,0.0
grid50x8,flatten,static_onset_q,12,0.007782101167315175,0.391304347826087,0.30434782608695654,-4.0,0.0
grid50x8,flatten,static_onset_q,13,0.0038910505836575876,0.391304347826087,0.30434782608695654,-3.0,0.0
grid50x8,flatten,static_onset_q,14,0.0,0.36231884057971014,0.2753623188405797,-2.0,0.0
grid50x8,flatten,static_onset_q,15,0.0,0.3333333333333333,0.2463768115942029,-1.0,0.0
grid50x8,flatten,static_onset_q,16,0.0,0.2753623188405797,0.21739130434782608,0.0,0.0
grid50x8,flatten,static_onset_q,17,0.0,0.2608695652173913,0.08695652173913043,1.0,0.0
grid50x8,flatten,static_onset_q,18,0.0,0.2463768115942029,0.043478260869565216,2.0,0.0
grid50x8,flatten,static_onset_q,19,0.0,0.2463768115942029,0.028985507246376812,3.0,0.0
grid50x8,flatten,static_onset_q,20,0.0,0.2318840579710145,0.0,4.0,0.0
grid50x8,flatten,static_onset_q,21,0.0,0.2318840579710145,0.0,5.0,0.0
grid50x8,flatten,static_onset_q,22,0.0,0.18840579710144928,0.0,6.0,0.0
grid50x8,flatten,static_onset_q,23,0.0,0.15942028985507245,0.0,7.0,0.0
grid50x8,flatten,static_onset_q,24,0.0,0.15942028985507245,0.0,8.0,0.0
grid50x8,flatten,static_onset_q,25,0.0,0.14492753623188406,0.0,8.5,0.0
grid50x8,flatten,static_onset_q,26,0.0,0.13043478260869565,0.0,10.0,0.0
grid50x8,flatten,static_onset_q,27,0.0,0.11594202898550725,0.0,10.5,0.0
grid50x8,flatten,static_onset_q,28,0.0,0.11594202898550725,0.0,11.5,0.0
grid50x8,flatten,static_onset_q,29,0.0,0.11594202898550725,0.0,12.5,0.0
grid50x8,flatten,static_onset_q,30,0.0,0.10144927536231885,0.0,13.0,0.0
grid50x8,flatten,static_onset_q,31,0.0,0.07246376811594203,0.0,13.0,0.0
