cohort,suite,task,query,feature,auc,v82_auc,delta,failures,successes,nonzero_failure,nonzero_success
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,11,path_decoupling,0.6269341290893015,,,52,348,37,194
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,11,acceleration_log_ratio,0.6037245800176835,,,52,348,49,301
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,11,mobility_log_ratio,0.488395225464191,,,52,348,11,119
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,11,token_diversity_contraction,0.4362842617152962,,,52,348,5,74
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,11,layer_agreement,0.5077641467727675,,,52,348,50,334
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,11,recent_decoupling,0.571093059239611,,,52,348,43,287
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,11,persistent_decoupling,0.5096153846153846,,,52,348,1,0
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,11,decoupling_occupancy,0.541445623342175,,,52,348,43,287
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,12,decoupling,0.4776193633952255,,,52,348,13,100
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,12,path_decoupling,0.48524535809018565,,,52,348,16,113
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,12,acceleration_log_ratio,0.579133510167993,,,52,348,51,342
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,12,mobility_log_ratio,0.4881741821396994,,,52,348,38,243
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,12,token_diversity_contraction,0.47844827586206895,,,52,348,0,15
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,12,layer_agreement,0.48090738284703805,,,52,348,41,244
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,12,recent_decoupling,0.5562555260831122,,,52,348,44,303
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,12,persistent_decoupling,0.5096153846153846,,,52,348,4,20
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,12,decoupling_occupancy,0.5382128647214854,,,52,348,44,303
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,13,decoupling,0.47303271441202477,,,52,348,2,31
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,13,path_decoupling,0.46645667550839964,,,52,348,2,37
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,13,acceleration_log_ratio,0.6595932802829354,,,52,348,52,348
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,13,mobility_log_ratio,0.5374668435013262,,,52,348,50,317
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,13,token_diversity_contraction,0.5,,,52,348,0,0
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,13,layer_agreement,0.4911306366047745,,,52,348,26,162
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,13,recent_decoupling,0.5344827586206896,,,52,348,43,300
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,13,persistent_decoupling,0.5009394341290893,,,52,348,1,6
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,13,decoupling_occupancy,0.545617816091954,,,52,348,43,300
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,14,decoupling,0.5122126436781609,,,52,348,2,5
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,14,path_decoupling,0.5095601237842617,,,52,348,2,7
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,14,acceleration_log_ratio,0.6193081343943413,,,52,348,52,348
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,14,mobility_log_ratio,0.6434018567639257,,,52,348,50,343
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,14,token_diversity_contraction,0.5,,,52,348,0,0
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,14,layer_agreement,0.6008233863837312,,,52,348,48,253
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,14,recent_decoupling,0.573054818744474,,,52,348,40,224
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,14,persistent_decoupling,0.5096153846153846,,,52,348,1,0
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,14,decoupling_occupancy,0.5460875331564987,,,52,348,40,224
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,14,routing_recovery,0.4406498673740053,,,52,348,15,128
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,15,decoupling,0.483974358974359,,,52,348,2,25
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,15,path_decoupling,0.46933023872679047,,,52,348,2,36
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,15,acceleration_log_ratio,0.8694186560565871,,,52,348,52,344
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,15,mobility_log_ratio,0.6928050397877984,,,52,348,50,322
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,15,token_diversity_contraction,0.4942528735632184,,,52,348,0,4
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,15,layer_agreement,0.6212146330680813,,,52,348,49,285
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,15,recent_decoupling,0.45435455349248455,,,52,348,14,121
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,15,persistent_decoupling,0.5082062334217506,,,52,348,1,1
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,15,decoupling_occupancy,0.4550729442970822,,,52,348,14,121
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,15,routing_recovery,0.5722811671087533,,,52,348,38,243
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,16,decoupling,0.5148099027409372,,,52,348,8,48
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,16,path_decoupling,0.48405725022104334,,,52,348,9,83
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,16,acceleration_log_ratio,0.8972148541114059,,,52,348,52,340
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,16,mobility_log_ratio,0.6583222811671088,,,52,348,44,297
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,16,token_diversity_contraction,0.4956896551724138,,,52,348,0,3
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,16,layer_agreement,0.6008786472148541,,,52,348,51,319
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,16,recent_decoupling,0.45452033598585323,,,52,348,8,93
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,16,persistent_decoupling,0.517738726790451,,,52,348,2,1
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,16,decoupling_occupancy,0.4462312113174182,,,52,348,8,93
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,16,routing_recovery,0.555868700265252,,,52,348,40,272
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,17,decoupling,0.5529141104294478,,,52,326,9,26
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,17,path_decoupling,0.5404672015101463,,,52,326,9,36
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,17,acceleration_log_ratio,0.9024303916941954,,,52,326,52,323
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,17,mobility_log_ratio,0.6418121755545069,,,52,326,43,298
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,17,token_diversity_contraction,0.49693251533742333,,,52,326,0,2
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,17,layer_agreement,0.43679211892402076,,,52,326,35,249
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,17,recent_decoupling,0.4976993865030675,,,52,326,10,76
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,17,persistent_decoupling,0.5162812647475225,,,52,326,2,2
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,17,decoupling_occupancy,0.49106300141576215,,,52,326,10,76
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,17,routing_recovery,0.5176085417649835,,,52,326,37,251
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,18,decoupling,0.545418552036199,,,52,170,5,1
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,18,path_decoupling,0.553789592760181,,,52,170,7,5
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,18,acceleration_log_ratio,0.775,,,52,170,52,169
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,18,mobility_log_ratio,0.6826923076923077,,,52,170,47,168
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,18,token_diversity_contraction,0.5,,,52,170,0,0
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,18,layer_agreement,0.38076923076923075,,,52,170,12,90
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,18,recent_decoupling,0.46221719457013577,,,52,170,10,54
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,18,persistent_decoupling,0.5192307692307693,,,52,170,2,0
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,18,decoupling_occupancy,0.45531674208144796,,,52,170,10,54
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,18,routing_recovery,0.4917420814479638,,,52,170,33,112
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,19,decoupling,0.5576923076923077,,,52,45,6,0
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,19,path_decoupling,0.5576923076923077,,,52,45,6,0
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,19,acceleration_log_ratio,0.4670940170940171,,,52,45,52,45
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,19,mobility_log_ratio,0.4517094017094017,,,52,45,46,45
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,19,token_diversity_contraction,0.5384615384615384,,,52,45,4,0
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,19,layer_agreement,0.5177350427350428,,,52,45,16,14
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,19,recent_decoupling,0.45427350427350427,,,52,45,12,18
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,19,persistent_decoupling,0.5384615384615384,,,52,45,4,0
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,19,decoupling_occupancy,0.441025641025641,,,52,45,12,18
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,19,routing_recovery,0.22350427350427352,,,52,45,10,31
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,20,decoupling,0.6730769230769231,,,52,6,18,0
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,20,path_decoupling,0.7596153846153846,,,52,6,27,0
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,20,acceleration_log_ratio,0.08974358974358974,,,52,6,35,6
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,20,mobility_log_ratio,0.0673076923076923,,,52,6,18,6
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,20,token_diversity_contraction,0.8461538461538461,,,52,6,36,0
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,20,layer_agreement,0.8365384615384616,,,52,6,42,3
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,20,recent_decoupling,0.6923076923076923,,,52,6,20,0
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,20,persistent_decoupling,0.5384615384615384,,,52,6,4,0
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,20,decoupling_occupancy,0.6923076923076923,,,52,6,20,0
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,20,routing_recovery,0.33974358974358976,,,52,6,1,2
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,21,decoupling,0.8173076923076923,,,52,4,33,0
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,21,path_decoupling,0.8942307692307693,,,52,4,41,0
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,21,acceleration_log_ratio,0.03365384615384615,,,52,4,36,4
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,21,mobility_log_ratio,0.014423076923076924,,,52,4,3,4
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,21,token_diversity_contraction,0.9711538461538461,,,52,4,49,0
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,21,layer_agreement,0.9711538461538461,,,52,4,51,3
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,21,recent_decoupling,0.8269230769230769,,,52,4,34,0
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,21,persistent_decoupling,0.5384615384615384,,,52,4,4,0
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,21,decoupling_occupancy,0.8269230769230769,,,52,4,34,0
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,21,routing_recovery,0.5288461538461539,,,52,4,3,0
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,22,decoupling,0.7427884615384616,,,52,4,49,3
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,22,path_decoupling,0.8293269230769231,,,52,4,51,3
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,22,acceleration_log_ratio,0.4423076923076923,,,52,4,49,4
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,22,mobility_log_ratio,0.0,,,52,4,0,1
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,22,token_diversity_contraction,0.9615384615384616,,,52,4,48,0
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,22,layer_agreement,1.0,,,52,4,52,3
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,22,recent_decoupling,0.8028846153846154,,,52,4,50,3
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,22,persistent_decoupling,0.5576923076923077,,,52,4,6,0
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,22,decoupling_occupancy,0.84375,,,52,4,50,3
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,22,routing_recovery,0.5192307692307693,,,52,4,2,0
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,23,decoupling,0.9326923076923077,,,52,4,52,2
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,23,path_decoupling,0.9855769230769231,,,52,4,52,2
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,23,acceleration_log_ratio,0.8076923076923077,,,52,4,52,4
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,23,mobility_log_ratio,0.0,,,52,4,0,2
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,23,token_diversity_contraction,0.8653846153846154,,,52,4,38,0
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,23,layer_agreement,1.0,,,52,4,52,4
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,23,recent_decoupling,0.8798076923076923,,,52,4,52,3
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,23,persistent_decoupling,0.6634615384615384,,,52,4,17,0
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,23,decoupling_occupancy,0.8942307692307693,,,52,4,52,3
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,23,routing_recovery,0.5096153846153846,,,52,4,1,0
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,24,decoupling,0.9903846153846154,,,52,4,51,0
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,24,path_decoupling,1.0,,,52,4,52,1
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,24,acceleration_log_ratio,0.34615384615384615,,,52,4,51,4
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,24,mobility_log_ratio,0.0,,,52,4,0,4
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,24,token_diversity_contraction,0.8461538461538461,,,52,4,36,0
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,24,layer_agreement,0.9975961538461539,,,52,4,52,4
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,24,recent_decoupling,0.9711538461538461,,,52,4,52,3
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,24,persistent_decoupling,0.8076923076923077,,,52,4,32,0
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,24,decoupling_occupancy,0.9855769230769231,,,52,4,52,3
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,24,routing_recovery,0.5096153846153846,,,52,4,1,0
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,25,decoupling,0.9711538461538461,,,52,2,49,0
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,25,path_decoupling,0.9807692307692307,,,52,2,50,0
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,25,acceleration_log_ratio,0.038461538461538464,,,52,2,51,2
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,25,mobility_log_ratio,0.019230769230769232,,,52,2,2,2
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,25,token_diversity_contraction,0.8173076923076923,,,52,2,33,0
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,25,layer_agreement,0.9711538461538461,,,52,2,50,1
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,25,recent_decoupling,0.9615384615384616,,,52,2,52,2
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,25,persistent_decoupling,0.9423076923076923,,,52,2,46,0
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,25,decoupling_occupancy,0.9903846153846154,,,52,2,52,2
A,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,25,routing_recovery,0.5096153846153846,,,52,2,1,0
A,libero_goal,libero_goal/push_the_plate_to_the_front_of_the_stove,7,decoupling,0.7726130653266332,,,2,398,2,224
A,libero_goal,libero_goal/push_the_plate_to_the_front_of_the_stove,7,path_decoupling,0.8103015075376885,,,2,398,2,219
A,libero_goal,libero_goal/push_the_plate_to_the_front_of_the_stove,7,acceleration_log_ratio,0.9045226130653267,,,2,398,2,278
A,libero_goal,libero_goal/push_the_plate_to_the_front_of_the_stove,7,mobility_log_ratio,0.6457286432160804,,,2,398,0,54
A,libero_goal,libero_goal/push_the_plate_to_the_front_of_the_stove,7,token_diversity_contraction,0.17964824120603015,,,2,398,1,350
A,libero_goal,libero_goal/push_the_plate_to_the_front_of_the_stove,7,layer_agreement,0.7631909547738693,,,2,398,2,395
A,libero_goal,libero_goal/push_the_plate_to_the_front_of_the_stove,8,decoupling,0.8165829145728644,,,2,398,2,179
A,libero_goal,libero_goal/push_the_plate_to_the_front_of_the_stove,8,path_decoupling,0.9258793969849246,,,2,398,2,167
A,libero_goal,libero_goal/push_the_plate_to_the_front_of_the_stove,8,acceleration_log_ratio,0.8103015075376885,,,2,398,2,181
A,libero_goal,libero_goal/push_the_plate_to_the_front_of_the_stove,8,mobility_log_ratio,0.6469849246231156,,,2,398,0,2
A,libero_goal,libero_goal/push_the_plate_to_the_front_of_the_stove,8,token_diversity_contraction,0.6457286432160804,,,2,398,2,393
A,libero_goal,libero_goal/push_the_plate_to_the_front_of_the_stove,8,layer_agreement,0.9170854271356784,,,2,398,2,388
A,libero_goal,libero_goal/push_the_plate_to_the_front_of_the_stove,9,decoupling,0.9535175879396985,,,2,398,2,223
A,libero_goal,libero_goal/push_the_plate_to_the_front_of_the_stove,9,path_decoupling,0.9258793969849246,,,2,398,2,175
A,libero_goal,libero_goal/push_the_plate_to_the_front_of_the_stove,9,acceleration_log_ratio,0.9434673366834171,,,2,398,2,226
A,libero_goal,libero_goal/push_the_plate_to_the_front_of_the_stove,9,mobility_log_ratio,0.4434673366834171,,,2,398,0,3
A,libero_goal,libero_goal/push_the_plate_to_the_front_of_the_stove,9,token_diversity_contraction,0.14321608040201006,,,2,398,2,376
A,libero_goal,libero_goal/push_the_plate_to_the_front_of_the_stove,9,layer_agreement,0.9334170854271356,,,2,398,2,390
A,libero_goal,libero_goal/push_the_plate_to_the_front_of_the_stove,10,decoupling,0.4905778894472362,,,2,398,1,299
A,libero_goal,libero_goal/push_the_plate_to_the_front_of_the_stove,10,path_decoupling,0.41708542713567837,,,2,398,2,281
A,libero_goal,libero_goal/push_the_plate_to_the_front_of_the_stove,10,acceleration_log_ratio,0.8957286432160804,,,2,398,2,315
A,libero_goal,libero_goal/push_the_plate_to_the_front_of_the_stove,10,mobility_log_ratio,0.4824120603015075,,,2,398,1,16
A,libero_goal,libero_goal/push_the_plate_to_the_front_of_the_stove,10,token_diversity_contraction,0.36809045226130654,,,2,398,1,360
A,libero_goal,libero_goal/push_the_plate_to_the_front_of_the_stove,10,layer_agreement,0.4623115577889447,,,2,398,2,387
A,libero_goal,libero_goal/push_the_plate_to_the_front_of_the_stove,10,recent_decoupling,0.9020100502512562,,,2,398,2,356
A,libero_goal,libero_goal/push_the_plate_to_the_front_of_the_stove,10,persistent_decoupling,0.628140703517588,,,2,398,1,108
A,libero_goal,libero_goal/push_the_plate_to_the_front_of_the_stove,10,decoupling_occupancy,0.7430904522613065,,,2,398,2,356
A,libero_goal,libero_goal/push_the_plate_to_the_front_of_the_stove,11,decoupling,0.2914572864321608,,,2,398,1,354
A,libero_goal,libero_goal/push_the_plate_to_the_front_of_the_stove,11,path_decoupling,0.12374371859296482,,,2,398,1,355
A,libero_goal,libero_goal/push_the_plate_to_the_front_of_the_stove,11,acceleration_log_ratio,0.6884422110552764,,,2,398,2,392
A,libero_goal,libero_goal/push_the_plate_to_the_front_of_the_stove,11,mobility_log_ratio,0.4748743718592965,,,2,398,1,38
A,libero_goal,libero_goal/push_the_plate_to_the_front_of_the_stove,11,token_diversity_contraction,0.5760050251256281,,,2,398,1,265
A,libero_goal,libero_goal/push_the_plate_to_the_front_of_the_stove,11,layer_agreement,0.12876884422110552,,,2,398,1,377
A,libero_goal,libero_goal/push_the_plate_to_the_front_of_the_stove,11,recent_decoupling,0.6871859296482412,,,2,398,2,392
A,libero_goal,libero_goal/push_the_plate_to_the_front_of_the_stove,11,persistent_decoupling,0.6620603015075377,,,2,398,1,134
A,libero_goal,libero_goal/push_the_plate_to_the_front_of_the_stove,11,decoupling_occupancy,0.5835427135678392,,,2,398,2,392
A,libero_goal,libero_goal/push_the_plate_to_the_front_of_the_stove,12,decoupling,0.45667613636363635,,,2,352,1,263
A,libero_goal,libero_goal/push_the_plate_to_the_front_of_the_stove,12,path_decoupling,0.43394886363636365,,,2,352,1,283
