alarms,tp,fp,recall,precision,median_lead,tp_lead0,fp_lead0,recall_lead0,tp_lead2,fp_lead2,recall_lead2,tp_lead4,fp_lead4,recall_lead4,tp_lead8,fp_lead8,recall_lead8,tp_lead12,fp_lead12,recall_lead12,cohort,arm,is_baseline,family,mode,frozen,params,n_channels,excess_lead0,excess_hull_lead0,excess_lead2,excess_hull_lead2,excess_lead4,excess_hull_lead4,excess_lead8,excess_hull_lead8,excess_lead12,excess_hull_lead12,excess_tp,excess_hull_tp,thr_swept
535,307,228,0.6303901437371663,0.5738317757009346,12.0,307,228,0.6303901437371663,301,91,0.6180698151950719,292,46,0.5995893223819302,258,31,0.5297741273100616,161,16,0.33059548254620125,development_main,cusum_k>=0|v7budget,False,cusum_k>=0,v7budget,True,"{""k"": 0.0, ""thr"": 16.298621702194215, ""q_min"": 0.0}",5.0,85,21.5,79,63.2,70,59.2,36,26.7,-61,-66.5,70,59.2,
578,368,210,0.6524822695035462,0.6366782006920415,11.0,368,210,0.6524822695035462,365,111,0.6471631205673759,357,62,0.6329787234042553,320,39,0.5673758865248227,183,26,0.324468085106383,external_8b,cusum_k>=0|v7budget,False,cusum_k>=0,v7budget,True,"{""k"": 0.0, ""thr"": 16.298621702194215, ""q_min"": 0.0}",5.0,94,50.7,91,72.7,83,72.0,46,36.5,-91,-98.2,83,72.0,
1121,326,795,0.6694045174537988,0.29081177520071366,11.0,326,795,0.6694045174537988,323,404,0.6632443531827515,317,41,0.6509240246406571,272,30,0.5585215605749486,123,17,0.25256673511293637,development_main,kofm|v7budget,False,kofm,v7budget,True,"{""K"": 12.0, ""M"": 12.0, ""thr"": -0.1129085049033165, ""q_min"": 0.0}",6.0,-35,-65.8,-38,-39.9,95,86.1,50,41.1,-99,-104.9,95,86.1,
1201,390,811,0.6914893617021277,0.324729392173189,11.0,390,811,0.6914893617021277,388,394,0.6879432624113475,378,66,0.6702127659574468,332,41,0.5886524822695035,159,23,0.28191489361702127,external_8b,kofm|v7budget,False,kofm,v7budget,True,"{""K"": 12.0, ""M"": 12.0, ""thr"": -0.1129085049033165, ""q_min"": 0.0}",6.0,-34,-50.1,8,-3.9,104,91.7,58,47.9,-115,-121.3,104,91.7,
397,222,175,0.45585215605749485,0.5591939546599496,14.0,222,175,0.45585215605749485,222,79,0.45585215605749485,222,26,0.45585215605749485,219,7,0.44969199178644764,197,2,0.40451745379876797,development_main,single|v7budget,False,single,v7budget,True,"{""thr"": 0.5067367553710938, ""q_min"": 0.0}",1.0,0,-37.0,0,-10.7,0,-3.1,-3,-3.4,-25,-25.4,0,-3.1,
448,274,174,0.4858156028368794,0.6116071428571429,14.0,274,174,0.4858156028368794,274,98,0.4858156028368794,274,36,0.4858156028368794,274,11,0.4858156028368794,264,1,0.46808510638297873,external_8b,single|v7budget,False,single,v7budget,True,"{""thr"": 0.5067367553710938, ""q_min"": 0.0}",1.0,0,-27.7,0,-13.7,0,-2.6,0,-0.9,264,127.0,0,-2.6,
449,382,67,0.784394250513347,0.8507795100222717,10.0,382,67,0.784394250513347,359,57,0.7371663244353183,303,38,0.62217659137577,217,26,0.4455852156057495,178,18,0.3655030800821355,development_main,v7_guard,False,v7_guard,anchor,True,published,4.0,382,234.7,137,135.7,81,73.3,-5,-12.5,-44,-50.3,81,73.3,
449,89,360,0.18275154004106775,0.19821826280623608,20.0,89,360,0.18275154004106775,84,314,0.17248459958932238,81,226,0.16632443531827515,71,119,0.1457905544147844,59,63,0.12114989733059549,development_main,null_rate_matched|v7_guard,False,null_arm,rate_matched,True,,,-235,-262.5,-138,-249.2,-141,-221.1,-151,-193.1,-163,-185.8,-141,-221.1,
519,439,80,0.7783687943262412,0.8458574181117534,13.0,439,80,0.7783687943262412,410,71,0.7269503546099291,347,57,0.6152482269503546,261,43,0.4627659574468085,228,31,0.40425531914893614,external_8b,v7_guard,False,v7_guard,anchor,True,published,4.0,439,239.7,136,132.0,73,63.6,-13,-23.7,-46,-54.8,73,63.6,
519,93,426,0.16489361702127658,0.1791907514450867,20.0,93,426,0.16489361702127658,87,386,0.15425531914893617,79,304,0.1400709219858156,73,146,0.12943262411347517,66,69,0.11702127659574468,external_8b,null_rate_matched|v7_guard,False,null_arm,rate_matched,True,,,-287,-308.7,-293,-302.5,-195,-284.5,-201,-243.2,-208,-228.2,-195,-284.5,
14800,487,14313,1.0,0.0329054054054054,28.0,487,14313,1.0,487,14313,1.0,487,14313,1.0,487,11317,1.0,487,5536,1.0,development_main,still_running_q2,True,baseline,capfree,,,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2.0
14800,487,14313,1.0,0.0329054054054054,27.0,487,14313,1.0,487,14313,1.0,487,14313,1.0,487,10029,1.0,487,4321,1.0,development_main,still_running_q3,True,baseline,capfree,,,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3.0
14800,487,14313,1.0,0.0329054054054054,26.0,487,14313,1.0,487,14313,1.0,487,14176,1.0,487,9427,1.0,487,3425,1.0,development_main,still_running_q4,True,baseline,capfree,,,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4.0
14800,487,14313,1.0,0.0329054054054054,25.0,487,14313,1.0,487,14313,1.0,487,13179,1.0,487,7855,1.0,487,3067,1.0,development_main,still_running_q5,True,baseline,capfree,,,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5.0
14800,487,14313,1.0,0.0329054054054054,24.0,487,14313,1.0,487,14176,1.0,487,11317,1.0,487,5536,1.0,487,2840,1.0,development_main,still_running_q6,True,baseline,capfree,,,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6.0
14663,487,14176,1.0,0.03321284866671213,23.0,487,14176,1.0,487,13179,1.0,487,10029,1.0,487,4321,1.0,487,2572,1.0,development_main,still_running_q7,True,baseline,capfree,,,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7.0
13666,487,13179,1.0,0.03563588467730133,22.0,487,13179,1.0,487,11317,1.0,487,9427,1.0,487,3425,1.0,487,2372,1.0,development_main,still_running_q8,True,baseline,capfree,,,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8.0
11804,487,11317,1.0,0.041257200948830904,21.0,487,11317,1.0,487,10029,1.0,487,7855,1.0,487,3067,1.0,487,2289,1.0,development_main,still_running_q9,True,baseline,capfree,,,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,9.0
10516,487,10029,1.0,0.04631038417649296,20.0,487,10029,1.0,487,9427,1.0,487,5536,1.0,487,2840,1.0,487,2080,1.0,development_main,still_running_q10,True,baseline,capfree,,,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10.0
9914,487,9427,1.0,0.049122453096631026,19.0,487,9427,1.0,487,7855,1.0,487,4321,1.0,487,2572,1.0,361,1655,0.7412731006160165,development_main,still_running_q11,True,baseline,capfree,,,,0,0.0,0,0.0,0,0.0,0,0.0,0,-94.5,0,0.0,11.0
8342,487,7855,1.0,0.058379285543035245,18.0,487,7855,1.0,487,5536,1.0,487,3425,1.0,487,2372,1.0,361,1279,0.7412731006160165,development_main,still_running_q12,True,baseline,capfree,,,,0,0.0,0,0.0,0,0.0,0,0.0,0,-66.7,0,0.0,12.0
6023,487,5536,1.0,0.08085671592229786,17.0,487,5536,1.0,487,4321,1.0,487,3067,1.0,487,2289,1.0,361,951,0.7412731006160165,development_main,still_running_q13,True,baseline,capfree,,,,0,0.0,0,0.0,0,0.0,0,0.0,0,-42.4,0,0.0,13.0
4808,487,4321,1.0,0.10128951747088186,16.0,487,4321,1.0,487,3425,1.0,487,2840,1.0,487,2080,1.0,361,597,0.7412731006160165,development_main,still_running_q14,True,baseline,capfree,,,,0,0.0,0,0.0,0,0.0,0,0.0,0,-16.1,0,0.0,14.0
3912,487,3425,1.0,0.12448875255623722,15.0,487,3425,1.0,487,3067,1.0,487,2572,1.0,361,1655,0.7412731006160165,361,455,0.7412731006160165,development_main,still_running_q15,True,baseline,capfree,,,,0,0.0,0,0.0,0,0.0,0,-94.5,0,-5.6,0,0.0,15.0
3554,487,3067,1.0,0.13702870005627463,14.0,487,3067,1.0,487,2840,1.0,487,2372,1.0,361,1279,0.7412731006160165,361,379,0.7412731006160165,development_main,still_running_q16,True,baseline,capfree,,,,0,0.0,0,0.0,0,0.0,0,-66.7,0,0.0,0,0.0,16.0
3327,487,2840,1.0,0.1463781184250075,13.0,487,2840,1.0,487,2572,1.0,487,2289,1.0,361,951,0.7412731006160165,324,347,0.6652977412731006,development_main,still_running_q17,True,baseline,capfree,,,,0,0.0,0,0.0,0,0.0,0,-42.4,0,-25.2,0,0.0,17.0
3059,487,2572,1.0,0.15920235371036287,12.0,487,2572,1.0,487,2372,1.0,487,2080,1.0,361,597,0.7412731006160165,324,328,0.6652977412731006,development_main,still_running_q18,True,baseline,capfree,,,,0,0.0,0,0.0,0,0.0,0,-16.1,0,-18.2,0,0.0,18.0
2859,487,2372,1.0,0.17033927946834557,11.0,487,2372,1.0,487,2289,1.0,361,1655,0.7412731006160165,361,455,0.7412731006160165,222,318,0.45585215605749485,development_main,still_running_q19,True,baseline,capfree,,,,0,0.0,0,0.0,0,-94.5,0,-5.6,0,-116.6,0,-94.5,19.0
2776,487,2289,1.0,0.17543227665706052,10.0,487,2289,1.0,487,2080,1.0,361,1279,0.7412731006160165,361,379,0.7412731006160165,222,303,0.45585215605749485,development_main,still_running_q20,True,baseline,capfree,,,,0,0.0,0,0.0,0,-66.7,0,0.0,0,-111.1,0,-66.7,20.0
2567,487,2080,1.0,0.1897156213478769,9.0,487,2080,1.0,361,1655,0.7412731006160165,361,951,0.7412731006160165,324,347,0.6652977412731006,222,293,0.45585215605749485,development_main,still_running_q21,True,baseline,capfree,,,,0,0.0,0,-94.5,0,-42.4,0,-25.1,0,-107.4,0,-42.4,21.0
2016,361,1655,0.7412731006160165,0.17906746031746032,30.0,361,1655,0.7412731006160165,361,1279,0.7412731006160165,361,597,0.7412731006160165,324,328,0.6652977412731006,222,288,0.45585215605749485,development_main,still_running_q22,True,baseline,capfree,,,,0,-94.5,0,-66.7,0,-16.1,0,-18.0,0,-105.5,0,-16.1,22.0
1640,361,1279,0.7412731006160165,0.2201219512195122,29.0,361,1279,0.7412731006160165,361,951,0.7412731006160165,361,455,0.7412731006160165,222,318,0.45585215605749485,222,285,0.45585215605749485,development_main,still_running_q23,True,baseline,capfree,,,,0,-66.7,0,-42.4,0,-5.6,0,-116.3,0,-104.4,0,-5.6,23.0
1312,361,951,0.7412731006160165,0.27515243902439024,28.0,361,951,0.7412731006160165,361,597,0.7412731006160165,361,379,0.7412731006160165,222,303,0.45585215605749485,222,278,0.45585215605749485,development_main,still_running_q24,True,baseline,capfree,,,,0,-42.4,0,-16.1,0,0.0,0,-110.7,0,-101.9,0,0.0,24.0
958,361,597,0.7412731006160165,0.3768267223382046,27.0,361,597,0.7412731006160165,361,455,0.7412731006160165,324,347,0.6652977412731006,222,293,0.45585215605749485,222,261,0.45585215605749485,development_main,still_running_q25,True,baseline,capfree,,,,0,-16.1,0,-5.6,0,-24.7,0,-107.0,0,-95.6,0,-24.7,25.0
816,361,455,0.7412731006160165,0.4424019607843137,26.0,361,455,0.7412731006160165,361,379,0.7412731006160165,324,328,0.6652977412731006,222,288,0.45585215605749485,222,235,0.45585215605749485,development_main,still_running_q26,True,baseline,capfree,,,,0,-5.6,0,0.0,0,-17.4,0,-105.1,0,-86.0,0,-17.4,26.0
740,361,379,0.7412731006160165,0.48783783783783785,25.0,361,379,0.7412731006160165,324,347,0.6652977412731006,222,318,0.45585215605749485,222,285,0.45585215605749485,222,192,0.45585215605749485,development_main,still_running_q27,True,baseline,capfree,,,,0,0.0,0,-23.3,0,-115.5,0,-104.0,0,-70.2,0,-115.5,27.0
671,324,347,0.6652977412731006,0.4828614008941878,24.0,324,347,0.6652977412731006,324,328,0.6652977412731006,222,303,0.45585215605749485,222,278,0.45585215605749485,222,101,0.45585215605749485,development_main,still_running_q28,True,baseline,capfree,,,,0,-21.0,0,-15.2,0,-109.7,0,-101.4,0,-36.8,0,-109.7,28.0
652,324,328,0.6652977412731006,0.49693251533742333,23.0,324,328,0.6652977412731006,222,318,0.45585215605749485,222,293,0.45585215605749485,222,261,0.45585215605749485,222,54,0.45585215605749485,development_main,still_running_q29,True,baseline,capfree,,,,0,-11.5,0,-112.9,0,-105.9,0,-95.0,0,-19.5,0,-105.9,29.0
540,222,318,0.45585215605749485,0.4111111111111111,22.0,222,318,0.45585215605749485,222,303,0.45585215605749485,222,288,0.45585215605749485,222,235,0.45585215605749485,222,28,0.45585215605749485,development_main,still_running_q30,True,baseline,capfree,,,,0,-108.5,0,-106.5,0,-104.0,0,-85.3,0,-9.9,0,-104.0,30.0
525,222,303,0.45585215605749485,0.4228571428571429,21.0,222,303,0.45585215605749485,222,293,0.45585215605749485,222,285,0.45585215605749485,222,192,0.45585215605749485,222,18,0.45585215605749485,development_main,still_running_q31,True,baseline,capfree,,,,0,-101.0,0,-102.2,0,-102.8,0,-69.3,0,-6.3,0,-102.8,31.0
515,222,293,0.45585215605749485,0.43106796116504853,20.0,222,293,0.45585215605749485,222,288,0.45585215605749485,222,278,0.45585215605749485,222,101,0.45585215605749485,222,13,0.45585215605749485,development_main,still_running_q32,True,baseline,capfree,,,,0,-96.0,0,-100.1,0,-100.1,0,-35.4,0,-4.4,0,-100.1,32.0
510,222,288,0.45585215605749485,0.43529411764705883,19.0,222,288,0.45585215605749485,222,285,0.45585215605749485,222,261,0.45585215605749485,222,54,0.45585215605749485,222,9,0.45585215605749485,development_main,still_running_q33,True,baseline,capfree,,,,0,-93.5,0,-98.8,0,-93.6,0,-17.9,0,-2.9,0,-93.6,33.0
507,222,285,0.45585215605749485,0.4378698224852071,18.0,222,285,0.45585215605749485,222,278,0.45585215605749485,222,235,0.45585215605749485,222,28,0.45585215605749485,222,8,0.45585215605749485,development_main,still_running_q34,True,baseline,capfree,,,,0,-92.0,0,-95.8,0,-83.6,0,-8.2,0,-2.6,0,-83.6,34.0
500,222,278,0.45585215605749485,0.444,17.0,222,278,0.45585215605749485,222,261,0.45585215605749485,222,192,0.45585215605749485,222,18,0.45585215605749485,222,6,0.45585215605749485,development_main,still_running_q35,True,baseline,capfree,,,,0,-88.5,0,-88.5,0,-67.0,0,-4.5,0,-1.8,0,-67.0,35.0
483,222,261,0.45585215605749485,0.45962732919254656,16.0,222,261,0.45585215605749485,222,235,0.45585215605749485,222,101,0.45585215605749485,222,13,0.45585215605749485,222,5,0.45585215605749485,development_main,still_running_q36,True,baseline,capfree,,,,0,-80.0,0,-77.4,0,-32.0,0,-2.6,0,-1.5,0,-32.0,36.0
457,222,235,0.45585215605749485,0.48577680525164113,15.0,222,235,0.45585215605749485,222,192,0.45585215605749485,222,54,0.45585215605749485,222,9,0.45585215605749485,222,4,0.45585215605749485,development_main,still_running_q37,True,baseline,capfree,,,,0,-67.0,0,-59.0,0,-13.9,0,-1.1,0,-1.1,0,-13.9,37.0
414,222,192,0.45585215605749485,0.5362318840579711,14.0,222,192,0.45585215605749485,222,101,0.45585215605749485,222,28,0.45585215605749485,222,8,0.45585215605749485,222,2,0.45585215605749485,development_main,still_running_q38,True,baseline,capfree,,,,0,-45.5,0,-20.1,0,-3.9,0,-0.7,0,-0.4,0,-3.9,38.0
323,222,101,0.45585215605749485,0.6873065015479877,13.0,222,101,0.45585215605749485,222,54,0.45585215605749485,222,18,0.45585215605749485,222,6,0.45585215605749485,222,1,0.45585215605749485,development_main,still_running_q39,True,baseline,capfree,,,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,39.0
15600,564,15036,1.0,0.036153846153846154,28.0,564,15036,1.0,564,15036,1.0,564,15036,1.0,564,12038,1.0,564,6335,1.0,external_8b,still_running_q2,True,baseline,capfree,,,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2.0
15600,564,15036,1.0,0.036153846153846154,27.0,564,15036,1.0,564,15036,1.0,564,15036,1.0,564,10778,1.0,564,5189,1.0,external_8b,still_running_q3,True,baseline,capfree,,,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3.0
15600,564,15036,1.0,0.036153846153846154,26.0,564,15036,1.0,564,15036,1.0,564,14899,1.0,564,10171,1.0,564,4510,1.0,external_8b,still_running_q4,True,baseline,capfree,,,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4.0
15600,564,15036,1.0,0.036153846153846154,25.0,564,15036,1.0,564,15036,1.0,564,13892,1.0,564,8582,1.0,564,4229,1.0,external_8b,still_running_q5,True,baseline,capfree,,,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5.0
15600,564,15036,1.0,0.036153846153846154,24.0,564,15036,1.0,564,14899,1.0,564,12038,1.0,564,6335,1.0,564,4020,1.0,external_8b,still_running_q6,True,baseline,capfree,,,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6.0
15463,564,14899,1.0,0.0364741641337386,23.0,564,14899,1.0,564,13892,1.0,564,10778,1.0,564,5189,1.0,564,3736,1.0,external_8b,still_running_q7,True,baseline,capfree,,,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7.0
14456,564,13892,1.0,0.03901494189263974,22.0,564,13892,1.0,564,12038,1.0,564,10171,1.0,564,4510,1.0,564,3529,1.0,external_8b,still_running_q8,True,baseline,capfree,,,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8.0
12602,564,12038,1.0,0.04475480082526583,21.0,564,12038,1.0,564,10778,1.0,564,8582,1.0,564,4229,1.0,564,3431,1.0,external_8b,still_running_q9,True,baseline,capfree,,,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,9.0
11342,564,10778,1.0,0.04972667959795451,20.0,564,10778,1.0,564,10171,1.0,564,6335,1.0,564,4020,1.0,564,3212,1.0,external_8b,still_running_q10,True,baseline,capfree,,,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10.0
10735,564,10171,1.0,0.052538425710293435,19.0,564,10171,1.0,564,8582,1.0,564,5189,1.0,564,3736,1.0,424,2776,0.75177304964539,external_8b,still_running_q11,True,baseline,capfree,,,,0,0.0,0,0.0,0,0.0,0,0.0,0,-117.5,0,0.0,11.0
9146,564,8582,1.0,0.06166630220861579,18.0,564,8582,1.0,564,6335,1.0,564,4510,1.0,564,3529,1.0,424,2326,0.75177304964539,external_8b,still_running_q12,True,baseline,capfree,,,,0,0.0,0,0.0,0,0.0,0,0.0,0,-94.3,0,0.0,12.0
6899,564,6335,1.0,0.08175097840266705,17.0,564,6335,1.0,564,5189,1.0,564,4229,1.0,564,3431,1.0,424,1750,0.75177304964539,external_8b,still_running_q13,True,baseline,capfree,,,,0,0.0,0,0.0,0,0.0,0,0.0,0,-64.6,0,0.0,13.0
5753,564,5189,1.0,0.09803580740483227,16.0,564,5189,1.0,564,4510,1.0,564,4020,1.0,564,3212,1.0,424,1118,0.75177304964539,external_8b,still_running_q14,True,baseline,capfree,,,,0,0.0,0,0.0,0,0.0,0,0.0,0,-31.9,0,0.0,14.0
5074,564,4510,1.0,0.11115490737091052,15.0,564,4510,1.0,564,4229,1.0,564,3736,1.0,424,2776,0.75177304964539,424,707,0.75177304964539,external_8b,still_running_q15,True,baseline,capfree,,,,0,0.0,0,0.0,0,0.0,0,-117.5,0,-10.7,0,0.0,15.0
4793,564,4229,1.0,0.11767160442311704,14.0,564,4229,1.0,564,4020,1.0,564,3529,1.0,424,2326,0.75177304964539,424,499,0.75177304964539,external_8b,still_running_q16,True,baseline,capfree,,,,0,0.0,0,0.0,0,0.0,0,-94.3,0,0.0,0,0.0,16.0
4584,564,4020,1.0,0.12303664921465969,13.0,564,4020,1.0,564,3736,1.0,564,3431,1.0,424,1750,0.75177304964539,380,389,0.6737588652482269,external_8b,still_running_q17,True,baseline,capfree,,,,0,0.0,0,0.0,0,0.0,0,-64.6,0,-10.8,0,0.0,17.0
4300,564,3736,1.0,0.13116279069767442,12.0,564,3736,1.0,564,3529,1.0,564,3212,1.0,424,1118,0.75177304964539,380,355,0.6737588652482269,external_8b,still_running_q18,True,baseline,capfree,,,,0,0.0,0,0.0,0,0.0,0,-31.9,0,-0.5,0,0.0,18.0
4093,564,3529,1.0,0.13779623747862205,11.0,564,3529,1.0,564,3431,1.0,424,2776,0.75177304964539,424,707,0.75177304964539,274,333,0.4858156028368794,external_8b,still_running_q19,True,baseline,capfree,,,,0,0.0,0,0.0,0,-117.5,0,-10.7,0,-99.9,0,-117.5,19.0
3995,564,3431,1.0,0.1411764705882353,10.0,564,3431,1.0,564,3212,1.0,424,2326,0.75177304964539,424,499,0.75177304964539,274,313,0.4858156028368794,external_8b,still_running_q20,True,baseline,capfree,,,,0,0.0,0,0.0,0,-94.3,0,0.0,0,-93.9,0,-94.3,20.0
3776,564,3212,1.0,0.149364406779661,9.0,564,3212,1.0,424,2776,0.75177304964539,424,1750,0.75177304964539,380,389,0.6737588652482269,274,295,0.4858156028368794,external_8b,still_running_q21,True,baseline,capfree,,,,0,0.0,0,-117.5,0,-64.6,0,-10.4,0,-88.4,0,-64.6,21.0
3200,424,2776,0.75177304964539,0.1325,30.0,424,2776,0.75177304964539,424,2326,0.75177304964539,424,1118,0.75177304964539,380,355,0.6737588652482269,274,287,0.4858156028368794,external_8b,still_running_q22,True,baseline,capfree,,,,0,-117.5,0,-94.3,0,-31.9,0,-0.0,0,-86.0,0,-31.9,22.0
2750,424,2326,0.75177304964539,0.15418181818181817,29.0,424,2326,0.75177304964539,424,1750,0.75177304964539,424,707,0.75177304964539,274,333,0.4858156028368794,274,284,0.4858156028368794,external_8b,still_running_q23,True,baseline,capfree,,,,0,-94.3,0,-64.6,0,-10.7,0,-99.3,0,-85.1,0,-10.7,23.0
2174,424,1750,0.75177304964539,0.19503219871205152,28.0,424,1750,0.75177304964539,424,1118,0.75177304964539,424,499,0.75177304964539,274,313,0.4858156028368794,274,278,0.4858156028368794,external_8b,still_running_q24,True,baseline,capfree,,,,0,-64.6,0,-31.9,0,0.0,0,-93.2,0,-83.3,0,0.0,24.0
1542,424,1118,0.75177304964539,0.27496757457846954,27.0,424,1118,0.75177304964539,424,707,0.75177304964539,380,389,0.6737588652482269,274,295,0.4858156028368794,274,270,0.4858156028368794,external_8b,still_running_q25,True,baseline,capfree,,,,0,-31.9,0,-10.7,0,-10.4,0,-87.7,0,-80.9,0,-10.4,25.0
1131,424,707,0.75177304964539,0.3748894783377542,26.0,424,707,0.75177304964539,424,499,0.75177304964539,380,355,0.6737588652482269,274,287,0.4858156028368794,274,245,0.4858156028368794,external_8b,still_running_q26,True,baseline,capfree,,,,0,-10.7,0,0.0,0,0.0,0,-85.2,0,-73.3,0,0.0,26.0
923,424,499,0.75177304964539,0.4593716143011918,25.0,424,499,0.75177304964539,380,389,0.6737588652482269,274,333,0.4858156028368794,274,284,0.4858156028368794,274,185,0.4858156028368794,external_8b,still_running_q27,True,baseline,capfree,,,,0,0.0,0,-10.4,0,-98.9,0,-84.3,0,-55.2,0,-98.9,27.0
