channel,const_frac,switch_rate,n_distinct,dead,best_excess,sign,thr,tp_lead4,fp_lead4,tp_lead0,fp_lead0,median_lead
flow:mobility:L13:s0,0.0,0.9138089216693693,204902,False,-10000,0,,,,,,
flow:mobility:L13:s3,0.0,0.9138089216693693,205126,False,-10000,0,,,,,,
flow:mobility:L5:s0,0.0,0.9138089216693693,203557,False,-10000,0,,,,,,
hb:flow_path:L2:-,0.0,1.0,216753,False,-10000,0,,,,,,
flow:mobility:L13:sm,0.0,0.9138089216693693,205187,False,-10000,0,,,,,,
chan:selected_mass:L4:-,0.0,0.9999267203274557,51779,False,-10000,0,,,,,,
hb:flow_path:L4:-,0.0,1.0,217867,False,-10000,0,,,,,,
chan:hb_entropy_action:L4:-,0.0,0.991060131610287,688,False,-10000,0,,,,,,
hb:flow_endpoint:L4:-,0.0,1.0,218356,False,-10000,0,,,,,,
flow:token_entropy:L5:s0,0.0,0.9998438762614041,21446,False,-10000,0,,,,,,
flow:token_entropy:L5:s3,0.0,0.9999087872153856,25750,False,-10000,0,,,,,,
flow:action_consensus:L12:s3,0.0,0.9999472493091915,37033,False,-10000,0,,,,,,
flow:action_consensus:L12:s6,0.0,0.9999437013959824,46769,False,-10000,0,,,,,,
hb:flow_path:L12:-,0.0,1.0,219328,False,-10000,0,,,,,,
flow:token_entropy:L13:s0,0.0,0.9998507685287097,24576,False,-10000,0,,,,,,
flow:token_differentiation:L13:s0,0.0,0.999815462882792,22475,False,-10000,0,,,,,,
flow:token_differentiation:L13:s3,0.0,0.9998817370107178,27595,False,-10000,0,,,,,,
flow:action_consensus:L13:s0,0.0,0.999881916335655,32151,False,-10000,0,,,,,,
flow:mobility:L13:s6,0.0,0.9138089216693693,205280,False,-10000,0,,,,,,
flow:flow_speed:L5:s6,0.0,1.0,218326,False,-10000,0,,,,,,
flow:action_consensus:L5:s6,0.0,0.9999575957105992,55349,False,-10000,0,,,,,,
flow:action_consensus:L5:sm,0.0,0.9999561867782457,47968,False,-10000,0,,,,,,
flow:token_entropy:L5:s6,0.0,0.9999543202315785,33765,False,-10000,0,,,,,,
flow:flow_speed:L5:s0,1.0,0.0,0,True,-10000,0,,,,,,
flow:token_differentiation:L5:s0,0.0,0.9999008308870999,25206,False,-10000,0,,,,,,
flow:token_differentiation:L5:s3,0.0,0.9999098316451258,29927,False,-10000,0,,,,,,
flow:action_consensus:L5:s0,0.0,0.9999715172347525,37377,False,-10000,0,,,,,,
flow:token_entropy:L5:sm,0.0,0.9999072725877216,32091,False,-10000,0,,,,,,
flow:action_consensus:L5:s3,0.0,0.9999303715512154,43902,False,-10000,0,,,,,,
hb:flow_path:L13:-,0.0,0.9999899762399762,219238,False,-10000,0,,,,,,
flow:token_entropy:L14:sm,0.0,0.9999355805640996,34609,False,-10000,0,,,,,,
flow:token_entropy:L14:s9,0.0,0.9999468933700552,55018,False,-10000,0,,,,,,
flow:action_consensus:L4:s3,0.0,0.9998924493012072,35027,False,-10000,0,,,,,,
flow:action_consensus:L4:s6,0.0,0.9998967041988638,41859,False,-10000,0,,,,,,
flow:action_consensus:L4:sm,0.0,0.9998683847113338,34799,False,-10000,0,,,,,,
flow:flow_speed:L4:s0,1.0,0.0,0,True,-10000,0,,,,,,
flow:flow_speed:L4:s3,0.0,1.0,216228,False,-10000,0,,,,,,
flow:flow_speed:L4:s6,0.0,0.9999976700838771,217735,False,-10000,0,,,,,,
flow:flow_speed:L4:s9,0.0,0.9999967824967826,218602,False,-10000,0,,,,,,
flow:flow_speed:L4:sm,1.0,0.0,0,True,-10000,0,,,,,,
flow:mobility:L4:s0,0.0,0.9138089216693693,203271,False,-10000,0,,,,,,
flow:mobility:L4:s3,0.0,0.9138032910387387,203671,False,-10000,0,,,,,,
flow:mobility:L4:s6,0.0,0.9138089216693693,204332,False,-10000,0,,,,,,
flow:mobility:L4:s9,0.0,0.9138089216693693,205107,False,-10000,0,,,,,,
flow:mobility:L4:sm,0.0,0.9138089216693693,204171,False,-10000,0,,,,,,
flow:flow_speed:L14:s0,1.0,0.0,0,True,-10000,0,,,,,,
flow:flow_speed:L14:s9,0.0,1.0,218978,False,-10000,0,,,,,,
flow:flow_speed:L14:sm,1.0,0.0,0,True,-10000,0,,,,,,
flow:mobility:L14:s0,0.0,0.9138089216693693,204976,False,-10000,0,,,,,,
flow:mobility:L14:s3,0.0,0.9138089216693693,205028,False,-10000,0,,,,,,
flow:action_consensus:L13:s3,0.0,0.9999533531261312,39049,False,-10000,0,,,,,,
flow:mobility:L5:s3,0.0,0.9138089216693693,203769,False,-10000,0,,,,,,
flow:mobility:L14:s9,0.0,0.9138089216693693,205087,False,-10000,0,,,,,,
flow:mobility:L14:s6,0.0,0.9138089216693693,205240,False,-10000,0,,,,,,
chan:selected_mass:L3:-,0.0,0.9999446630582534,51916,False,-10000,0,,,,,,
flow:mobility:L14:sm,0.0,0.9138089216693693,205166,False,-10000,0,,,,,,
chan:hb_entropy_action:L3:-,0.0,0.9909724700092052,642,False,-10000,0,,,,,,
hb:flow_path:L3:-,0.0,1.0,217606,False,-10000,0,,,,,,
hb:flow_endpoint:L3:-,0.0,1.0,218348,False,-10000,0,,,,,,
chan:tie_margin:L3:-,0.0,0.9982686185337912,2182,False,-10000,0,,,,,,
flow:token_entropy:L4:s3,0.0,0.9997940412078024,20287,False,-10000,0,,,,,,
flow:token_entropy:L4:s6,0.0,0.9997957612875148,25234,False,-10000,0,,,,,,
flow:token_entropy:L4:s9,0.0,0.9999377100147223,42397,False,-10000,0,,,,,,
flow:token_differentiation:L2:s0,0.0,0.9998053189360251,27401,False,-10000,0,,,,,,
deriv:log_mobility:L14:sm,0.0,0.9138089216693693,202821,False,-10000,0,,,,,,
flow:token_entropy:L2:sm,0.0,0.9997702809701906,22720,False,-10000,0,,,,,,
deriv:log_mobility:L15:sm,0.0,0.9138089216693693,202843,False,-10000,0,,,,,,
flow:token_entropy:L4:s0,0.0,0.9997383794268134,17736,False,-10000,0,,,,,,
flow:token_entropy:L2:s3,0.0,0.9997758984904171,21906,False,-10000,0,,,,,,
deriv:log_state_mobility:back:s9,0.0,0.9138089216693693,202334,False,-10000,0,,,,,,
flow:flow_speed:L2:s0,1.0,0.0,0,True,-10000,0,,,,,,
flow:state_mobility:L12:s0,0.0,0.9137966976091576,166706,False,-10000,0,,,,,,
flow:state_mobility:L12:s3,0.0,0.9138018951143553,166746,False,-10000,0,,,,,,
flow:state_mobility:L12:s6,0.0,0.9138010234997064,166607,False,-10000,0,,,,,,
flow:state_mobility:L12:s9,0.0,0.9138033893108959,166789,False,-10000,0,,,,,,
flow:state_mobility:L12:sm,0.0,0.9138049980625046,202964,False,-10000,0,,,,,,
chan:tie_margin:L5:-,0.0,0.9988718606146498,3088,False,-10000,0,,,,,,
chan:selected_mass:L5:-,0.0,0.9999481842590945,61782,False,-10000,0,,,,,,
chan:hb_entropy_action:L5:-,0.0,0.9948542550704554,937,False,-10000,0,,,,,,
hb:flow_path:L5:-,0.0,0.9999954954954956,218227,False,-10000,0,,,,,,
flow:token_differentiation:L12:s0,0.0,0.9998540108161518,21754,False,-10000,0,,,,,,
flow:token_differentiation:L12:s3,0.0,0.999892825615303,26168,False,-10000,0,,,,,,
flow:token_differentiation:L12:s6,0.0,0.999924399432736,33292,False,-10000,0,,,,,,
flow:token_entropy:L2:s6,0.0,0.9998581101973798,25104,False,-10000,0,,,,,,
flow:token_differentiation:L12:sm,0.0,0.9999779106029106,135627,False,-10000,0,,,,,,
flow:action_consensus:L12:s0,0.0,0.9999529208179214,31106,False,-10000,0,,,,,,
flow:token_differentiation:L4:s0,0.0,0.9998617729463116,20682,False,-10000,0,,,,,,
flow:token_entropy:L4:sm,0.0,0.9998207841967799,24655,False,-10000,0,,,,,,
flow:token_differentiation:L4:s3,0.0,0.9998088241887605,23923,False,-10000,0,,,,,,
flow:token_differentiation:L4:s6,0.0,0.9998707936196445,29015,False,-10000,0,,,,,,
flow:token_differentiation:L4:sm,0.0,0.9999891141141141,132383,False,-10000,0,,,,,,
flow:action_consensus:L4:s0,0.0,0.9999027322457408,30603,False,-10000,0,,,,,,
chan:hb_entropy_action:L14:-,0.0,0.9945440051580411,1066,False,-10000,0,,,,,,
hb:flow_path:L14:-,0.0,1.0,219226,False,-10000,0,,,,,,
flow:flow_speed:L2:s3,0.0,1.0,217022,False,-10000,0,,,,,,
flow:flow_speed:L2:s6,0.0,1.0,217214,False,-10000,0,,,,,,
flow:flow_speed:L2:s9,0.0,0.9999938574938576,217897,False,-10000,0,,,,,,
flow:flow_speed:L2:sm,1.0,0.0,0,True,-10000,0,,,,,,
flow:mobility:L2:s0,0.0,0.9138089216693693,203305,False,-10000,0,,,,,,
flow:mobility:L2:s3,0.0,0.9138089216693693,203280,False,-10000,0,,,,,,
flow:mobility:L2:s6,0.0,0.9138089216693693,203707,False,-10000,0,,,,,,
deriv:log_mobility:L2:sm,0.0,0.9138004757234234,199314,False,-10000,0,,,,,,
deriv:log_mobility:L3:sm,0.0,0.9138089216693693,200542,False,-10000,0,,,,,,
deriv:log_mobility:L4:sm,0.0,0.9138089216693693,200633,False,-10000,0,,,,,,
hb:flow_endpoint:L2:-,0.0,1.0,217177,False,-10000,0,,,,,,
flow:token_differentiation:L2:sm,0.0,0.9999802074802074,133231,False,-10000,0,,,,,,
flow:token_entropy:L2:s0,0.0,0.9998453246590481,21954,False,-10000,0,,,,,,
flow:mobility:L2:sm,0.0,0.9138004757234234,203603,False,-10000,0,,,,,,
flow:token_entropy:L3:s0,0.0,0.9998148443045803,23686,False,-10000,0,,,,,,
flow:token_entropy:L3:s3,0.0,0.9997449226497164,22378,False,-10000,0,,,,,,
flow:token_entropy:L3:s6,0.0,0.9998313684728932,24999,False,-10000,0,,,,,,
flow:token_entropy:L3:s9,0.0,0.9998558750187889,34694,False,-10000,0,,,,,,
flow:token_entropy:L3:sm,0.0,0.9997945674572911,24672,False,-10000,0,,,,,,
flow:token_differentiation:L3:s0,0.0,0.9998209872905187,25654,False,-10000,0,,,,,,
flow:token_differentiation:L3:s3,0.0,0.9998204605172817,26852,False,-10000,0,,,,,,
flow:token_differentiation:L3:s6,0.0,0.9998486979301684,28529,False,-10000,0,,,,,,
