ci,arm_i,win_tp,win_fp,win_excess,win_sign,win_k,win_thr,win_lead,v7dev_tp,v7dev_fp,v7dev_excess,v7dev_sign,v7dev_k,v7dev_thr,v7dev_lead,v7ext_tp,v7ext_fp,v7ext_excess,v7ext_sign,v7ext_k,v7ext_thr,v7ext_lead,fp80_tp,fp80_fp,fp80_excess,fp80_sign,fp80_k,fp80_thr,fp80_lead,channel,arm
299,1,319,307,97,-1,0.0,10.578448378846451,11.0,162,28,-60,-1,0.0,19.73500031909427,7.0,183,41,-39,-1,0.0,18.296043363519694,7.0,214,71,-8,-1,0.0,15.787470155148908,8.0,chan:query_top1_churn:L12:-,self
298,1,319,295,97,-1,0.0,11.665416577828895,10.0,139,34,-83,-1,0.0,22.324608581130565,9.0,154,49,-68,-1,0.0,20.78681703077786,9.0,189,76,-33,-1,0.0,18.062551095292402,9.0,chan:query_hard_churn_d9:L12:-,self
96,1,317,293,95,1,0.0,11.106515017586778,13.0,156,33,-66,1,0.25,16.14466743469237,7.0,189,52,-33,1,0.0,19.63806319288312,8.0,207,66,-15,1,0.0,18.52988196604957,9.0,flow:flow_speed:L3:s9,self
425,1,314,292,92,-1,0.0,10.598174276094175,11.0,140,35,-82,-1,0.0,19.933871367170998,7.0,157,45,-65,-1,0.0,18.55341175053575,7.5,203,79,-19,-1,0.0,15.997311095160407,8.0,chan:query_top1_churn:L14:-,self
422,1,314,316,92,-1,0.0,9.39699346426371,12.0,202,34,-20,-1,0.0,16.9755306676916,7.0,230,43,8,-1,0.0,15.77604089891589,8.0,255,79,33,-1,0.25,10.248139348416723,8.0,flow:state_mobility:L14:sm,self
424,1,314,286,92,-1,0.0,10.857205880397071,10.0,175,33,-47,-1,0.0,19.564228227202964,8.0,194,42,-28,-1,0.0,18.067772460112668,8.0,211,64,-11,-1,0.25,12.824502521205595,8.0,chan:query_hard_churn_d9:L14:-,self
419,1,314,317,92,-1,0.0,9.390777418033515,12.0,202,35,-20,-1,0.0,16.95905687280601,7.0,230,43,8,-1,0.0,15.808242709701137,8.0,255,80,33,-1,0.25,10.250027735942128,8.0,flow:state_mobility:L14:s3,self
421,1,313,320,91,-1,0.0,9.407877730421118,12.0,202,36,-20,-1,0.0,16.956019539188677,7.0,231,42,9,-1,0.0,15.788949362780606,8.0,254,71,32,-1,0.0,13.910817561149619,8.0,flow:state_mobility:L14:s9,self
418,1,313,316,91,-1,0.0,9.407627613157839,12.0,200,33,-22,-1,0.0,17.01844560416968,7.0,230,43,8,-1,0.0,15.794667166117087,8.0,254,71,32,-1,0.0,13.930293412208583,8.0,flow:state_mobility:L14:s0,self
420,1,313,318,91,-1,0.0,9.39939442621695,12.0,202,33,-20,-1,0.0,16.983315758060744,7.0,230,43,8,-1,0.0,15.78242810172004,8.0,255,80,33,-1,0.25,10.232548052813568,8.0,flow:state_mobility:L14:s6,self
486,0,312,264,90,-1,0.0,14.841682786683778,13.0,169,34,-53,-1,0.0,23.59685043850462,9.0,194,49,-28,-1,0.0,22.171269783844817,10.0,209,63,-13,-1,0.0,20.803278372481095,10.0,chan:query_hard_churn:L15:-,raw
360,0,312,267,90,-1,0.0,15.94461778950047,14.0,157,33,-65,-1,0.0,25.9292879465464,8.0,172,48,-50,-1,0.0,24.77334882530013,8.0,213,78,-9,-1,0.0,21.914214292990216,11.0,chan:query_hard_churn:L13:-,raw
481,1,309,271,87,-1,0.0,9.511186572667715,11.0,219,35,-3,-1,0.0,15.646860954181594,7.0,240,49,18,-1,0.0,14.460973541478866,8.0,261,80,39,-1,0.0,12.999684984361808,8.0,flow:state_mobility:L15:s0,self
483,1,309,271,87,-1,0.0,9.5142345170717,11.0,218,35,-4,-1,0.0,15.706182633992794,7.0,239,50,17,-1,0.0,14.45605542047604,8.0,260,80,38,-1,0.0,13.01416388228133,8.0,flow:state_mobility:L15:s6,self
485,1,309,271,87,-1,0.0,9.508103446702703,11.0,218,35,-4,-1,0.0,15.678944860406839,7.0,239,49,17,-1,0.0,14.469303424293944,8.0,261,80,39,-1,0.0,12.963018809138132,8.0,flow:state_mobility:L15:sm,self
292,1,308,286,86,-1,0.0,9.86386433163205,9.0,180,38,-42,-1,0.0,17.54451118984736,7.0,188,44,-34,-1,0.0,16.50688665750865,6.0,222,71,0,-1,0.0,14.43855825424196,7.0,flow:state_mobility:L12:s0,self
296,1,308,290,86,-1,0.0,9.845457753619632,9.0,180,38,-42,-1,0.0,17.504273882685425,7.0,188,44,-34,-1,0.0,16.486570408795338,6.0,222,70,0,-1,0.0,14.437264852523823,7.0,flow:state_mobility:L12:sm,self
484,1,308,273,86,-1,0.0,9.514731698422823,11.0,218,35,-4,-1,0.0,15.685667613776971,7.0,239,49,17,-1,0.0,14.493836230522883,8.0,260,80,38,-1,0.0,13.01319488216091,8.0,flow:state_mobility:L15:s9,self
293,1,308,289,86,-1,0.0,9.859397076271678,9.0,180,38,-42,-1,0.0,17.49969322410785,7.0,188,44,-34,-1,0.0,16.500275646931417,6.0,223,70,1,-1,0.0,14.440143907070166,7.0,flow:state_mobility:L12:s3,self
295,1,308,287,86,-1,0.0,9.875437566396354,9.0,180,38,-42,-1,0.0,17.5318581014066,7.0,204,54,-18,-1,0.0,15.256532625572103,7.0,223,72,1,-1,0.0,14.425616123676301,7.0,flow:state_mobility:L12:s9,self
294,1,308,288,86,-1,0.0,9.853501062135443,9.0,180,38,-42,-1,0.0,17.519145488738953,7.0,187,44,-35,-1,0.0,16.508341596448773,6.0,222,70,0,-1,0.0,14.43504171133042,7.0,flow:state_mobility:L12:s6,self
482,1,308,271,86,-1,0.0,9.519673656772927,11.0,218,35,-4,-1,0.0,15.692576184659393,7.0,239,49,17,-1,0.0,14.468051638152163,8.0,261,80,39,-1,0.0,12.957903584660734,8.0,flow:state_mobility:L15:s3,self
297,0,307,251,85,-1,0.0,14.1583003647263,13.0,164,37,-58,-1,0.0,21.779159858291255,9.0,176,51,-46,-1,0.0,20.716151059640364,9.0,199,68,-23,-1,0.0,19.36696629189157,10.0,chan:query_hard_churn:L12:-,raw
361,1,307,302,85,-1,0.0,11.485439446939003,11.0,146,28,-76,-1,0.0,22.065291083825592,8.0,172,52,-50,-1,0.0,19.29613382700331,8.0,196,75,-26,-1,0.0,17.25975423039617,8.0,chan:query_hard_churn_d9:L13:-,self
362,0,307,265,85,-1,0.0,12.860247735203924,13.0,165,38,-57,-1,0.0,21.507173125808286,9.0,183,51,-39,-1,0.0,20.35398672258532,9.0,203,66,-19,-1,0.0,19.268724964760434,10.0,chan:query_top1_churn:L13:-,raw
529,1,307,311,85,-1,0.0,9.933251071685072,14.0,149,32,-73,-1,0.0,21.606709031800964,9.0,166,44,-56,-1,0.0,19.5306161024764,9.0,200,77,-22,-1,0.0,16.096345391144624,11.0,deriv:log_state_mobility:L14:s9,self
531,1,306,310,84,-1,0.0,9.947506535762066,14.0,149,33,-73,-1,0.0,21.602325653385464,9.0,165,44,-57,-1,0.0,19.54269683580142,9.0,201,78,-21,-1,0.25,12.348194701736055,9.0,deriv:log_state_mobility:L14:sm,self
54,0,306,305,84,1,0.0,14.62722120265703,21.0,222,30,0,1,0.0,22.252613078710233,12.0,240,53,18,1,0.0,20.498929027866637,14.0,241,79,19,1,0.25,13.672524561495395,13.0,hb:flow_settling_log_ratio:L2:-,raw
356,1,302,266,80,-1,0.0,9.99953483633093,10.0,230,38,8,-1,0.0,14.862415627853295,8.0,242,52,20,-1,0.0,14.212407927513139,9.0,254,65,32,-1,0.0,13.439939920580068,10.0,flow:state_mobility:L13:s3,self
355,1,302,267,80,-1,0.0,10.001882665221757,10.0,216,33,-6,-1,0.0,15.85707972139926,7.0,242,52,20,-1,0.0,14.205490622520452,9.0,254,67,32,-1,0.0,13.430951090632272,9.5,flow:state_mobility:L13:s0,self
359,1,302,266,80,-1,0.0,9.99787594949877,10.0,216,33,-6,-1,0.0,15.884007874050656,7.0,243,52,21,-1,0.0,14.188417544365008,9.0,254,66,32,-1,0.0,13.435368267781026,10.0,flow:state_mobility:L13:sm,self
533,1,301,298,79,-1,0.0,9.307648872684789,12.0,157,30,-65,-1,0.0,20.46355482565389,7.0,192,54,-30,-1,0.0,16.984094809970337,8.0,214,65,-8,-1,0.25,11.95260155961321,8.0,deriv:log_state_mobility:L15:s9,self
358,1,301,268,79,-1,0.0,9.98763397835397,10.0,216,33,-6,-1,0.0,15.879586705903753,7.0,243,52,21,-1,0.0,14.18277296781547,9.0,254,67,32,-1,0.0,13.433004029763712,9.5,flow:state_mobility:L13:s9,self
357,1,301,264,79,-1,0.0,10.009487136634622,10.0,216,33,-6,-1,0.0,15.885332446742703,7.0,243,52,21,-1,0.0,14.25974653005601,9.0,254,66,32,-1,0.0,13.424372821498565,10.0,flow:state_mobility:L13:s6,self
535,1,300,298,78,-1,0.0,9.31834836257471,12.0,157,30,-65,-1,0.0,20.40955761316658,7.0,192,54,-30,-1,0.0,16.99616760202355,8.0,214,65,-8,-1,0.25,11.909281647656451,8.0,deriv:log_state_mobility:L15:sm,self
416,1,297,313,75,-1,0.5,5.937485761126954,11.0,166,38,-56,-1,1.0,5.576421087496989,6.0,176,52,-46,-1,0.25,15.23135666396169,9.0,209,77,-13,-1,0.5,9.283776229652203,8.0,flow:mobility:L14:s9,self
299,0,295,270,73,-1,0.0,11.935666981258908,12.0,153,31,-69,-1,0.0,19.467860044015417,8.0,171,43,-51,-1,0.0,18.35909320934399,8.0,182,60,-40,-1,0.0,17.30075128245997,8.0,chan:query_top1_churn:L12:-,raw
117,1,294,308,72,1,0.0,11.458791636131904,14.0,141,35,-81,1,0.0,22.495389947762288,11.0,165,53,-57,1,0.0,20.261555991301666,11.0,179,69,-43,1,0.0,19.199147739152654,12.0,hb:flow_settling_log_ratio:L3:-,self
49,0,294,319,72,-1,0.5,0.007947444915771484,25.0,151,2,151,-1,0.5,0.2376893162727356,8.0,151,2,151,-1,0.5,0.2376893162727356,8.0,151,2,151,-1,0.5,0.2376893162727356,8.0,chan:set_dwell:L2:-,raw
235,1,293,317,71,-1,0.0,10.066807615692557,9.0,147,32,-75,-1,0.0,18.114287917678418,6.0,162,39,-60,-1,0.0,17.201306522472503,6.0,193,78,-29,-1,0.0,15.15201915792518,7.0,chan:query_hard_churn_d9:L5:-,self
521,1,293,297,71,-1,0.0,9.98314957019445,12.0,157,38,-65,-1,0.0,20.153194463575208,9.0,187,53,-35,-1,0.0,16.867724465550495,10.0,200,70,-22,-1,0.0,15.823780154666387,11.0,deriv:log_state_mobility:L12:s9,self
108,1,293,313,71,-1,0.0,9.28962615348199,10.0,136,29,-86,-1,0.75,7.069778366346614,6.0,162,53,-60,-1,0.0,15.76239750011546,6.0,195,80,-27,-1,0.0,13.98620702124931,7.0,chan:query_hard_churn:L3:-,self
523,1,293,297,71,-1,0.0,9.975220535123672,12.0,157,38,-65,-1,0.0,20.152836915608997,9.0,187,53,-35,-1,0.0,16.87649623458442,10.0,201,70,-21,-1,0.0,15.821989756403752,11.0,deriv:log_state_mobility:L12:sm,self
423,0,291,288,69,-1,0.0,13.913691201596649,13.0,121,32,-101,-1,0.0,25.00279412140716,9.0,146,52,-76,-1,0.0,22.60667114927966,9.5,162,65,-60,-1,0.0,21.39927615964733,10.0,chan:query_hard_churn:L14:-,raw
487,1,291,257,69,-1,0.0,11.944967867877033,12.0,153,30,-69,-1,0.0,22.23170307778023,10.0,170,42,-52,-1,0.0,20.61160592027613,11.0,183,61,-39,-1,0.0,19.044704070220106,10.5,chan:query_hard_churn_d9:L15:-,self
234,1,290,300,68,-1,0.0,9.646677509127437,10.0,158,35,-64,-1,0.25,13.735071575319424,7.0,171,51,-51,-1,0.25,12.667754439147762,7.0,210,75,-12,-1,0.0,14.45738423424799,8.0,chan:query_hard_churn:L5:-,self
353,1,284,299,62,-1,0.25,7.889793995747696,11.0,167,38,-55,-1,0.5,10.116022447637583,8.0,179,48,-43,-1,0.5,9.478398539568936,8.0,206,68,-16,-1,0.5,8.32297834190163,8.0,flow:mobility:L13:s9,self
528,1,284,307,62,-1,0.5,6.893853679605432,12.0,148,37,-74,-1,1.0,7.742977824726613,7.0,161,54,-61,-1,0.75,9.565496117617673,8.0,181,67,-41,-1,0.75,8.943255919636888,9.0,deriv:log_mobility:L14:s9,self
536,1,284,297,62,-1,0.25,9.09717177726127,13.0,173,38,-49,-1,0.75,9.038214512644588,8.0,188,43,-34,-1,0.5,10.770301098952391,9.5,210,77,-12,-1,0.75,7.512399980699694,9.0,deriv:log_mobility:back:s9,self
417,1,283,301,61,-1,0.25,7.430458862040494,10.0,168,35,-54,-1,0.5,9.583054051528084,7.0,183,49,-39,-1,0.5,8.449361703975772,7.0,194,76,-28,-1,0.0,16.377953595341854,11.0,flow:mobility:L14:sm,self
33,0,280,234,58,1,0.0,12.835653858700313,14.0,256,35,34,1,0.0,15.495019077610328,12.0,258,43,36,1,0.0,15.078246301831427,12.0,261,59,39,1,0.0,14.619628855086662,12.0,flow:flow_speed:L2:s9,raw
425,0,279,286,57,-1,0.0,11.62486652116518,12.0,107,35,-115,-1,0.0,21.949547265542506,8.0,132,48,-90,-1,0.0,19.552500835624897,8.0,147,61,-75,-1,0.0,18.447269369331597,9.0,chan:query_top1_churn:L14:-,raw
524,1,278,289,56,-1,0.25,8.936212814434155,15.0,155,36,-67,-1,0.5,12.313016681413371,9.0,174,50,-48,-1,0.75,8.514388403377025,8.5,214,76,-8,-1,0.5,9.50149308024228,10.0,deriv:log_mobility:L13:s9,self
539,1,277,283,55,-1,0.0,9.872876922504323,14.0,160,38,-62,-1,0.75,7.939702950297161,7.0,176,47,-46,-1,1.0,5.065999548886278,8.0,193,75,-29,-1,0.75,5.965588123476189,8.0,deriv:log_state_mobility:front:s9,self
227,1,277,276,55,-1,0.0,8.032345382587334,13.0,196,31,-26,-1,0.0,13.01326658480877,8.0,212,45,-10,-1,0.0,11.639375287648797,9.0,226,66,4,-1,0.0,10.666920199394228,9.5,flow:mobility:L5:s9,self
516,1,277,271,55,-1,0.0,8.412253032761653,9.0,174,35,-48,-1,0.0,14.181742560025821,8.0,187,49,-35,-1,0.0,13.180938028902617,7.0,211,78,-11,-1,0.0,11.415494053750429,8.0,deriv:log_mobility:L5:s9,self
289,1,275,299,53,-1,0.0,10.242830763120914,11.0,162,32,-60,-1,0.25,13.352400818386577,9.0,177,54,-45,-1,0.25,11.750555222227728,9.0,190,75,-32,-1,0.0,16.303817699535465,10.0,flow:mobility:L12:s6,self
530,1,274,281,52,-1,0.25,8.502583505269644,12.0,154,32,-68,-1,0.75,8.608605420911633,7.0,173,51,-49,-1,0.75,7.639491007650256,8.0,182,76,-40,-1,0.75,7.086950146829753,8.0,deriv:log_mobility:L14:sm,self
520,1,273,271,51,-1,0.5,6.461701076095169,11.0,157,37,-65,-1,0.0,19.67095189481167,13.0,172,49,-50,-1,0.25,13.583571743578469,9.0,191,71,-31,-1,0.5,9.1766125941921,9.0,deriv:log_mobility:L12:s9,self
522,1,273,301,51,-1,0.0,10.722649666811966,12.0,169,34,-53,-1,0.5,9.492331885131632,8.0,179,49,-43,-1,0.5,8.817230220485367,8.5,195,68,-27,-1,0.5,8.21905237455626,8.0,deriv:log_mobility:L12:sm,self
290,1,272,315,50,-1,0.25,7.452171100700233,9.0,163,35,-59,-1,0.75,7.336186427039069,7.0,173,45,-49,-1,0.5,9.519581972070648,8.0,194,68,-28,-1,0.5,7.9533628693142475,8.0,flow:mobility:L12:s9,self
534,1,269,310,47,-1,0.0,9.51027198585304,11.0,129,33,-93,-1,0.25,14.256355957082796,9.0,145,51,-77,-1,0.5,8.947955114003832,8.0,161,75,-61,-1,0.5,8.071268647683631,8.0,deriv:log_mobility:L15:sm,self
354,1,267,315,45,-1,0.25,7.229851932010135,12.0,168,35,-54,-1,0.5,8.863116863611557,9.0,183,54,-39,-1,0.5,7.723603751723825,9.0,190,74,-32,-1,0.5,7.319630934998797,9.0,flow:mobility:L13:sm,self
526,1,267,300,45,-1,0.0,11.018196244626433,13.0,160,30,-62,-1,0.75,7.360305480699278,9.0,177,50,-45,-1,0.75,6.868904996949274,9.0,197,70,-25,-1,0.75,6.427314331982581,9.0,deriv:log_mobility:L13:sm,self
415,1,267,300,45,-1,0.0,10.82545297854655,12.0,175,34,-47,-1,0.5,8.810847810281327,7.0,186,43,-36,-1,0.5,8.320865150657834,7.0,204,70,-18,-1,0.5,7.476491139547256,7.0,flow:mobility:L14:s6,self
424,0,267,285,45,-1,0.0,14.3188869966043,15.0,135,32,-87,-1,0.0,24.092978772601555,12.0,158,53,-64,-1,0.0,21.672780062443543,12.0,172,68,-50,-1,0.0,20.599108927958717,12.0,chan:query_hard_churn_d9:L14:-,raw
413,0,266,303,44,-1,0.0,17.979097345713026,26.0,156,26,-66,-1,0.0,24.29132629729604,18.0,167,39,-55,-1,0.0,23.65639482188869,19.0,180,58,-42,-1,0.0,22.941402691763805,20.0,flow:mobility:L14:s0,raw
414,0,265,308,43,-1,0.0,18.11581943821263,27.0,154,25,-68,-1,0.0,24.51947368286751,18.0,170,41,-52,-1,0.0,23.69616690455256,19.0,208,80,-14,-1,0.0,22.53808199856731,20.0,flow:mobility:L14:s3,raw
415,0,264,308,42,-1,0.0,18.111744597151475,27.0,150,23,-72,-1,0.0,24.50935355392662,18.0,167,39,-55,-1,0.0,23.63677310943603,19.0,203,80,-19,-1,0.0,22.34121535481633,20.0,flow:mobility:L14:s6,raw
291,1,263,285,41,-1,0.0,10.774439663758148,10.0,161,34,-61,-1,0.25,13.711905832548391,8.0,170,47,-52,-1,0.25,12.951614300495889,9.0,191,68,-31,-1,0.25,11.289804498311637,9.0,flow:mobility:L12:sm,self
340,0,263,293,41,-1,0.0,9.597966918429812,20.0,136,28,-86,-1,0.0,15.127175963827069,11.0,149,48,-73,-1,0.0,14.393482145103247,11.5,163,61,-59,-1,0.0,13.832021514789478,12.0,flow:conditional_effective_rank:L13:s0,raw
479,1,262,320,40,-1,0.25,7.764033164462528,12.0,153,36,-69,-1,0.75,7.149962112065904,7.0,174,50,-48,-1,0.75,6.428450652844227,8.0,185,69,-37,-1,0.75,6.104314603161148,8.0,flow:mobility:L15:s9,self
487,0,262,308,40,-1,0.5,8.594853736258843,13.0,150,34,-72,-1,0.0,24.082491109177827,13.0,155,51,-67,-1,0.0,22.582149593250165,13.0,165,77,-57,-1,0.0,20.752569230569375,13.0,chan:query_hard_churn_d9:L15:-,raw
417,0,262,309,40,-1,0.0,18.343625453227283,27.0,170,36,-52,-1,0.0,23.88762085373337,19.0,190,54,-32,-1,0.0,23.0496013100083,20.0,190,54,-32,-1,0.0,23.0496013100083,20.0,flow:mobility:L14:sm,raw
117,0,262,251,40,1,0.0,17.403358559479585,16.0,120,29,-102,1,0.0,25.846574771726438,5.0,163,51,-59,1,0.0,23.3167811829335,7.0,163,51,-59,1,0.0,23.3167811829335,7.0,hb:flow_settling_log_ratio:L3:-,raw
298,0,261,273,39,-1,0.25,10.859453142011489,11.0,153,34,-69,-1,0.0,21.988594568097913,10.0,166,48,-56,-1,0.0,20.752379728265716,11.0,176,64,-46,-1,0.0,19.746844912348568,12.0,chan:query_hard_churn_d9:L12:-,raw
509,1,261,316,39,-1,0.0,10.773214458774879,13.5,160,34,-62,-1,0.5,9.872014776178325,9.0,183,53,-39,-1,0.25,12.338249362739345,11.0,193,66,-29,-1,0.25,11.752841158686458,12.0,deriv:log_state_mobility:L3:s9,self
511,1,261,316,39,-1,0.0,10.77336235046387,13.5,160,34,-62,-1,0.5,9.87197652997199,9.0,183,53,-39,-1,0.25,12.33838049347335,11.0,193,66,-29,-1,0.25,11.75394762812434,12.0,deriv:log_state_mobility:L3:sm,self
513,1,261,296,39,-1,0.0,8.556592442667167,10.0,172,37,-50,-1,0.75,6.083475942805039,7.0,183,51,-39,-1,0.75,5.457302799224849,7.0,189,56,-33,-1,0.0,12.777723228866991,9.0,deriv:log_state_mobility:L4:s9,self
515,1,261,297,39,-1,0.0,8.55558265911567,10.0,172,37,-50,-1,0.75,6.084567870449406,7.0,183,51,-39,-1,0.75,5.457618607185978,7.0,189,56,-33,-1,0.0,12.777892353985765,9.0,deriv:log_state_mobility:L4:sm,self
532,1,261,298,39,-1,0.5,6.484808244447451,13.0,140,37,-82,-1,0.25,17.56010726464761,12.0,153,54,-69,-1,0.5,11.718879748679534,10.0,171,74,-51,-1,0.75,7.736703186035154,10.0,deriv:log_mobility:L15:s9,self
109,1,260,280,38,-1,0.0,10.688446274061459,9.0,157,34,-65,-1,0.0,17.69886785558753,6.0,169,50,-53,-1,0.0,16.602223248352868,6.0,185,70,-37,-1,0.0,15.20728608054086,7.0,chan:query_hard_churn_d9:L3:-,self
341,0,260,314,38,-1,0.0,9.649487994941506,21.0,130,33,-92,-1,0.25,8.793809362811006,11.0,140,41,-82,-1,0.25,8.419968180398682,12.0,161,73,-61,-1,0.25,7.869440042585948,13.0,flow:conditional_effective_rank:L13:s3,raw
518,1,259,313,37,-1,0.0,8.358697458215664,12.0,127,32,-95,-1,0.25,10.439918619877583,7.0,145,53,-77,-1,0.0,14.756891693940032,8.0,165,75,-57,-1,0.0,12.903711765392401,8.0,deriv:log_mobility:L5:sm,self
352,1,259,316,37,-1,0.25,7.266974753302504,11.0,166,33,-56,-1,0.5,8.820949054408715,8.5,174,45,-48,-1,0.5,8.131155613564166,9.0,187,76,-35,-1,0.5,7.247547970591369,9.0,flow:mobility:L13:s6,self
476,1,258,297,36,-1,0.0,8.820220908925343,13.0,147,28,-75,-1,0.25,10.383483742378852,9.0,162,43,-60,-1,0.25,9.646162760193288,10.0,177,73,-45,-1,0.25,8.615457177548798,10.0,flow:mobility:L15:s0,self
351,0,257,311,35,-1,0.0,17.528047693613416,26.0,166,33,-56,-1,0.0,23.08100594829868,19.0,180,50,-42,-1,0.0,22.52917932046426,19.0,194,70,-28,-1,0.0,21.9519219942351,19.0,flow:mobility:L13:s3,raw
288,0,256,320,34,-1,0.0,18.225317574578373,28.0,163,32,-59,-1,0.0,25.04813202651771,16.0,178,52,-44,-1,0.0,24.327975871111896,17.5,191,72,-31,-1,0.0,23.829388219472524,19.0,flow:mobility:L12:s3,raw
287,0,256,315,34,-1,0.0,18.00956392339758,27.0,172,31,-50,-1,0.0,24.73659231082813,16.5,182,50,-40,-1,0.0,24.269546539719038,18.0,190,70,-32,-1,0.0,23.620884492461748,19.0,flow:mobility:L12:s0,raw
416,0,256,305,34,-1,0.0,18.20037162574562,25.0,154,33,-68,-1,0.0,23.93166105425035,18.0,154,33,-68,-1,0.0,23.93166105425035,18.0,176,58,-46,-1,0.0,22.90676161044355,19.0,flow:mobility:L14:s9,raw
479,0,256,313,34,-1,0.0,17.303390901926402,23.0,137,25,-85,-1,0.0,24.853145394454106,17.0,148,40,-74,-1,0.0,23.673425731143436,18.0,167,60,-55,-1,0.0,22.224756352450427,18.0,flow:mobility:L15:s9,raw
289,0,255,320,33,-1,0.0,18.49006597158072,26.0,156,25,-66,-1,0.0,25.162452793121336,17.0,173,40,-49,-1,0.0,24.187024335603457,18.0,188,58,-34,-1,0.0,23.565263215657836,19.0,flow:mobility:L12:s6,raw
222,1,255,300,33,1,0.0,12.085940881162077,19.5,73,36,-149,1,0.0,23.794983434419326,11.0,75,46,-147,1,0.0,22.975887821816098,11.0,105,79,-117,1,0.0,20.568465707366506,12.0,flow:flow_speed:L5:s9,self
414,1,255,283,33,-1,0.25,7.413774806293283,10.5,139,28,-83,-1,0.75,6.707172336449481,6.0,153,52,-69,-1,0.25,12.966539198643446,8.0,174,66,-48,-1,0.5,7.545477358586079,7.0,flow:mobility:L14:s3,self
480,1,255,297,33,-1,0.0,9.396715477092844,12.0,152,38,-70,-1,0.5,7.536454456045836,8.0,158,52,-64,-1,0.25,11.017566042590824,9.0,176,79,-46,-1,0.25,9.805723225361598,9.0,flow:mobility:L15:sm,self
537,1,255,279,33,-1,0.0,8.613499814239708,9.0,132,36,-90,-1,0.25,10.887103366722933,6.0,158,48,-64,-1,0.0,13.984695252083435,7.0,187,79,-35,-1,0.0,12.043336288349051,7.0,deriv:log_mobility:front:s9,self
530,0,254,284,32,-1,0.0,19.428068574441447,25.0,157,38,-65,1,0.0,13.879097287719315,10.0,173,42,-49,-1,0.0,24.81205255663069,18.0,186,65,-36,-1,0.0,23.99363694964229,19.0,deriv:log_mobility:L14:sm,raw
235,0,254,305,32,-1,0.0,14.42585802181347,14.0,109,36,-113,-1,0.0,20.97745889586371,7.0,120,52,-102,-1,0.0,20.345379337104585,7.0,134,66,-88,-1,0.0,19.650895598901293,8.0,chan:query_hard_churn_d9:L5:-,raw
344,0,254,274,32,-1,0.0,10.087623354937579,22.0,114,31,-108,-1,0.25,9.308087601532801,12.0,138,44,-84,-1,0.25,8.412193176553053,14.0,151,68,-71,-1,0.25,7.954733749595852,14.0,flow:conditional_effective_rank:L13:sm,raw
