view,curve,phase,c1_mean_rank,non_c1_mean_rank,noise_mean_rank,c0_mean_rank,c1_minus_non_c1
full,speed,0.9166666666666666,0.8241709183673469,0.46569249460043194,0.47183370044052864,0.15590277777777778,0.35847842376691497
full,speed,0.9722222222222222,0.8019770408163265,0.46804130669546434,0.4735958149779736,0.18784722222222222,0.33393573412086214
full,bend,0.5555555555555556,0.8440688775510204,0.4635866630669546,0.46734581497797356,0.27395833333333336,0.38048221448406583
full,bend,0.6111111111111112,0.8503188775510204,0.4629252159827214,0.468034140969163,0.20520833333333333,0.387393661568299
full,bend,0.6666666666666666,0.848405612244898,0.4631276997840173,0.4685435022026432,0.18993055555555555,0.38527791246088067
full,bend,0.7222222222222222,0.8509566326530612,0.4628577213822894,0.46810297356828195,0.19826388888888888,0.3880989112707718
full,bend,0.7777777777777778,0.8490433673469387,0.4630602051835853,0.46928689427312775,0.14895833333333333,0.38598316216335343
full,bend,0.8333333333333333,0.8291454081632653,0.46516603671706264,0.4701679515418502,0.21284722222222222,0.3639793714462027
full,bend,0.8888888888888888,0.8274872448979592,0.46534152267818574,0.47148953744493394,0.15520833333333334,0.3621457222197735
full,bend,0.9444444444444444,0.8014668367346939,0.46809530237580993,0.4729487885462555,0.2232638888888889,0.33337153435888395
truncate90,point,0.5,0.8009191176470588,0.46670959869848155,0.47442924954792043,0.2830981182795699,0.33420951894857726
truncate90,point,0.5444444444444444,0.850796568627451,0.46119170281995664,0.46999321880650996,0.2518481182795699,0.38960486580749437
truncate90,point,0.5888888888888889,0.8526348039215687,0.46098834056399135,0.4705865732368897,0.23269489247311828,0.3916464633575773
truncate90,point,0.6333333333333333,0.8599877450980392,0.46017489154013014,0.4704029159132007,0.2169018817204301,0.3998128535579091
truncate90,point,0.6777777777777778,0.8586397058823529,0.4603240238611714,0.4706713381555154,0.21421370967741934,0.39831568202118156
truncate90,point,0.7222222222222222,0.8626838235294118,0.4598766268980477,0.4706713381555154,0.203125,0.40280719663136405
truncate90,point,0.7666666666666666,0.8586397058823529,0.4603240238611714,0.47130707504520797,0.19909274193548387,0.39831568202118156
truncate90,point,0.8111111111111111,0.8541053921568628,0.4608256507592191,0.47161787974683544,0.20413306451612903,0.39327974139764366
truncate90,point,0.8555555555555556,0.8454044117647059,0.46178823210412145,0.47270569620253167,0.20211693548387097,0.3836161796605845
truncate90,point,0.9,0.8375612745098039,0.4626559110629067,0.47312952079566006,0.21354166666666666,0.3749053634468972
truncate90,speed,0.5222222222222221,0.8180759803921569,0.46481155097613885,0.47468354430379744,0.23000672043010753,0.35326442941601804
truncate90,speed,0.5666666666666667,0.8454044117647059,0.46178823210412145,0.4718015370705244,0.223622311827957,0.3836161796605845
truncate90,speed,0.6111111111111112,0.8284926470588235,0.46365916485900216,0.4738076401446655,0.22227822580645162,0.36483348219982137
truncate90,speed,0.6555555555555556,0.8482230392156863,0.461476409978308,0.4709115054249548,0.23706317204301075,0.3867466292373783
truncate90,speed,0.7,0.8389093137254902,0.4625067787418655,0.47368049276672697,0.19674059139784947,0.37640253498362464
truncate90,speed,0.7444444444444445,0.8336397058823529,0.46308975054229934,0.47291760849909587,0.22933467741935484,0.3705499553400536
truncate90,speed,0.7888888888888889,0.841360294117647,0.46223562906724514,0.47369462025316456,0.18968413978494625,0.3791246650504019
truncate90,speed,0.8333333333333334,0.8526348039215687,0.46098834056399135,0.47130707504520797,0.21555779569892472,0.3916464633575773
truncate90,speed,0.8777777777777778,0.8417279411764705,0.4621949566160521,0.47322841320072334,0.19976478494623656,0.37953298456041845
truncate90,bend,0.5444444444444444,0.8006740196078431,0.4667367136659436,0.47280458860759494,0.32241263440860213,0.3339373059418995
truncate90,bend,0.5888888888888889,0.7759191176470588,0.46947532537960956,0.47793286618444847,0.26831317204301075,0.3064437922674492
truncate90,bend,0.6333333333333333,0.8251838235294118,0.4640252169197397,0.47236663652802896,0.265625,0.3611586066096721
truncate90,bend,0.6777777777777778,0.8074142156862745,0.46599105206073754,0.47119405515370705,0.34223790322580644,0.34142316362553693
truncate90,bend,0.7222222222222222,0.8119485294117647,0.4654894251626898,0.4745705244122966,0.24949596774193547,0.34645910424907483
truncate90,bend,0.7666666666666666,0.837438725490196,0.46266946854663776,0.4727339511754069,0.22328629032258066,0.3747692569435583
truncate90,bend,0.8111111111111111,0.8130514705882353,0.4653674078091106,0.4717874095840868,0.3126680107526882,0.3476840627791247
truncate90,bend,0.8555555555555556,0.8243259803921569,0.46412011930585684,0.47303062839059673,0.25218413978494625,0.36020586108630004
