split,worker,snapshot,snapshot_key,candidate,episode_id,failure,frozen_state_top1_mass
discovery,1,2,w01_s002,4,200000204,True,0.15322190523147583
discovery,1,2,w01_s002,5,200000205,True,0.15317632257938385
discovery,1,2,w01_s002,6,200000206,True,0.15321999788284302
discovery,1,2,w01_s002,7,200000207,True,0.15321999788284302
discovery,1,2,w01_s002,8,200000208,True,0.15320388972759247
discovery,1,2,w01_s002,9,200000209,True,0.15321999788284302
discovery,1,2,w01_s002,10,200000210,True,0.15321914851665497
discovery,1,2,w01_s002,11,200000211,True,0.15320388972759247
discovery,1,2,w01_s002,12,200000212,True,0.15322372317314148
discovery,1,2,w01_s002,13,200000213,True,0.15321999788284302
discovery,1,2,w01_s002,14,200000214,True,0.15321914851665497
discovery,1,2,w01_s002,15,200000215,True,0.15321914851665497
discovery,2,0,w02_s000,0,300000000,True,0.14096172153949738
discovery,2,0,w02_s000,1,300000001,True,0.14094680547714233
discovery,2,0,w02_s000,2,300000002,True,0.14096172153949738
discovery,2,0,w02_s000,3,300000003,True,0.14094603061676025
discovery,2,0,w02_s000,4,300000004,True,0.14096172153949738
discovery,2,0,w02_s000,5,300000005,True,0.14094680547714233
discovery,2,0,w02_s000,6,300000006,True,0.14094604551792145
discovery,2,0,w02_s000,7,300000007,True,0.14094604551792145
discovery,2,0,w02_s000,8,300000008,True,0.14096172153949738
discovery,2,0,w02_s000,9,300000009,True,0.14096172153949738
discovery,2,0,w02_s000,10,300000010,True,0.1409461498260498
discovery,2,0,w02_s000,11,300000011,True,0.14094561338424683
discovery,2,0,w02_s000,12,300000012,True,0.1409461498260498
discovery,2,0,w02_s000,13,300000013,True,0.14094503223896027
discovery,2,0,w02_s000,14,300000014,True,0.14094603061676025
discovery,2,0,w02_s000,15,300000015,True,0.14094603061676025
discovery,2,1,w02_s001,0,300000100,True,0.21894247829914093
discovery,2,1,w02_s001,1,300000101,True,0.21894247829914093
discovery,2,1,w02_s001,2,300000102,True,0.2189396619796753
discovery,2,1,w02_s001,3,300000103,True,0.21894247829914093
discovery,2,1,w02_s001,4,300000104,False,0.21892619132995605
discovery,2,1,w02_s001,5,300000105,True,0.21892619132995605
discovery,2,1,w02_s001,6,300000106,True,0.21894247829914093
discovery,2,1,w02_s001,7,300000107,True,0.21894247829914093
discovery,2,1,w02_s001,8,300000108,True,0.21892619132995605
discovery,2,1,w02_s001,9,300000109,True,0.2189396619796753
discovery,2,1,w02_s001,10,300000110,True,0.21892619132995605
discovery,2,1,w02_s001,11,300000111,True,0.21894247829914093
discovery,2,1,w02_s001,12,300000112,True,0.2189396619796753
discovery,2,1,w02_s001,13,300000113,True,0.21894247829914093
discovery,2,1,w02_s001,14,300000114,True,0.21894247829914093
discovery,2,1,w02_s001,15,300000115,True,0.21892619132995605
discovery,2,2,w02_s002,0,300000200,True,0.3224133551120758
discovery,2,2,w02_s002,1,300000201,False,0.3224133551120758
discovery,2,2,w02_s002,2,300000202,False,0.3224133551120758
discovery,2,2,w02_s002,3,300000203,True,0.3224133551120758
discovery,2,2,w02_s002,4,300000204,True,0.3224133551120758
discovery,2,2,w02_s002,5,300000205,True,0.3224133551120758
discovery,2,2,w02_s002,6,300000206,True,0.3224133551120758
discovery,2,2,w02_s002,7,300000207,True,0.3224133551120758
discovery,2,2,w02_s002,8,300000208,True,0.3224133551120758
discovery,2,2,w02_s002,9,300000209,True,0.3224133551120758
discovery,2,2,w02_s002,10,300000210,True,0.3224133551120758
discovery,2,2,w02_s002,11,300000211,True,0.3224133551120758
discovery,2,2,w02_s002,12,300000212,True,0.3224133551120758
discovery,2,2,w02_s002,13,300000213,True,0.3224133551120758
discovery,2,2,w02_s002,14,300000214,True,0.3224133551120758
discovery,2,2,w02_s002,15,300000215,True,0.3224133551120758
discovery,3,0,w03_s000,0,400000000,False,0.16348159313201904
discovery,3,0,w03_s000,1,400000001,False,0.16348159313201904
discovery,3,0,w03_s000,2,400000002,True,0.16348260641098022
discovery,3,0,w03_s000,3,400000003,False,0.16348159313201904
discovery,3,0,w03_s000,4,400000004,False,0.16348159313201904
discovery,3,0,w03_s000,5,400000005,False,0.16348159313201904
discovery,3,0,w03_s000,6,400000006,False,0.16348159313201904
discovery,3,0,w03_s000,7,400000007,False,0.16348159313201904
discovery,3,0,w03_s000,8,400000008,False,0.16348159313201904
discovery,3,0,w03_s000,9,400000009,False,0.16348159313201904
discovery,3,0,w03_s000,10,400000010,False,0.16348260641098022
discovery,3,0,w03_s000,11,400000011,False,0.16348260641098022
discovery,3,0,w03_s000,12,400000012,False,0.16348159313201904
discovery,3,0,w03_s000,13,400000013,False,0.16348159313201904
discovery,3,0,w03_s000,14,400000014,False,0.16348159313201904
discovery,3,0,w03_s000,15,400000015,False,0.16348159313201904
discovery,3,1,w03_s001,0,400000100,False,0.12903225421905518
discovery,3,1,w03_s001,1,400000101,False,0.1290343552827835
discovery,3,1,w03_s001,2,400000102,False,0.1290237307548523
discovery,3,1,w03_s001,3,400000103,False,0.12902431190013885
discovery,3,1,w03_s001,4,400000104,False,0.1290237307548523
discovery,3,1,w03_s001,5,400000105,False,0.12902431190013885
discovery,3,1,w03_s001,6,400000106,False,0.1290343552827835
discovery,3,1,w03_s001,7,400000107,False,0.1290237307548523
discovery,3,1,w03_s001,8,400000108,False,0.12902431190013885
discovery,3,1,w03_s001,9,400000109,False,0.1290343552827835
discovery,3,1,w03_s001,10,400000110,False,0.12902431190013885
discovery,3,1,w03_s001,11,400000111,False,0.1290343552827835
discovery,3,1,w03_s001,12,400000112,False,0.12903225421905518
discovery,3,1,w03_s001,13,400000113,True,0.12902431190013885
discovery,3,1,w03_s001,14,400000114,False,0.12903249263763428
discovery,3,1,w03_s001,15,400000115,False,0.12903225421905518
discovery,3,2,w03_s002,0,400000200,False,0.19157728552818298
discovery,3,2,w03_s002,1,400000201,False,0.1915799230337143
discovery,3,2,w03_s002,2,400000202,False,0.1915799230337143
discovery,3,2,w03_s002,3,400000203,False,0.19157728552818298
discovery,3,2,w03_s002,4,400000204,False,0.19157728552818298
discovery,3,2,w03_s002,5,400000205,False,0.1915799230337143
discovery,3,2,w03_s002,6,400000206,False,0.19157728552818298
discovery,3,2,w03_s002,7,400000207,False,0.19157728552818298
discovery,3,2,w03_s002,8,400000208,False,0.19157728552818298
discovery,3,2,w03_s002,9,400000209,False,0.19157728552818298
discovery,3,2,w03_s002,10,400000210,False,0.1915799230337143
discovery,3,2,w03_s002,11,400000211,False,0.1915799230337143
discovery,3,2,w03_s002,12,400000212,False,0.1915799230337143
discovery,3,2,w03_s002,13,400000213,True,0.1915799230337143
discovery,3,2,w03_s002,14,400000214,False,0.1915799230337143
discovery,3,2,w03_s002,15,400000215,False,0.19157728552818298
transition_excluded,3,3,w03_s003,0,400000300,False,0.18572095036506653
transition_excluded,3,3,w03_s003,1,400000301,False,0.1842351257801056
transition_excluded,3,3,w03_s003,2,400000302,False,0.18572095036506653
transition_excluded,3,3,w03_s003,3,400000303,False,0.1842351257801056
transition_excluded,3,3,w03_s003,4,400000304,False,0.18572095036506653
transition_excluded,3,3,w03_s003,5,400000305,False,0.18572095036506653
transition_excluded,3,3,w03_s003,6,400000306,False,0.1842351257801056
transition_excluded,3,3,w03_s003,7,400000307,False,0.18572095036506653
transition_excluded,3,3,w03_s003,8,400000308,False,0.1842351257801056
transition_excluded,3,3,w03_s003,9,400000309,False,0.1842351257801056
transition_excluded,3,3,w03_s003,10,400000310,False,0.1842351257801056
transition_excluded,3,3,w03_s003,11,400000311,False,0.18572095036506653
transition_excluded,3,3,w03_s003,12,400000312,True,0.18572095036506653
transition_excluded,3,3,w03_s003,13,400000313,False,0.18572095036506653
transition_excluded,3,3,w03_s003,14,400000314,False,0.18426261842250824
transition_excluded,3,3,w03_s003,15,400000315,False,0.18569383025169373
