method,threshold_mode,suite,chunk,episodes_still_running,survival_prior,alarms_at_chunk,alarms_at_chunk_risk,alarms_at_chunk_timely,cumulative_alarms,cumulative_alarms_risk
v4:front_lock,per_task,libero_long,18,2551,0.08702469619756958,1,0,1,6,0
v4:front_lock,per_task,libero_long,19,2499,0.08883553421368548,1,1,0,7,1
v4:front_lock,per_task,libero_long,20,2466,0.09002433090024331,2,2,0,9,3
v4:front_lock,per_task,libero_long,21,2277,0.09749670619235837,0,0,0,9,3
v4:front_lock,per_task,libero_long,22,1861,0.11929070392262224,3,1,2,12,4
v4:front_lock,per_task,libero_long,23,1492,0.1487935656836461,1,0,1,13,4
v4:front_lock,per_task,libero_long,24,1164,0.19072164948453607,0,0,0,13,4
v4:front_lock,per_task,libero_long,25,814,0.2727272727272727,0,0,0,13,4
v4:front_lock,per_task,libero_long,26,675,0.3288888888888889,5,4,1,18,8
v4:front_lock,per_task,libero_long,27,601,0.36938435940099834,2,1,1,20,9
v4:front_lock,per_task,libero_long,28,569,0.39015817223198596,1,0,1,21,9
v4:front_lock,per_task,libero_long,29,550,0.4036363636363636,1,1,0,22,10
v4:front_lock,per_task,libero_long,30,540,0.4111111111111111,2,1,1,24,11
v4:front_lock,per_task,libero_long,31,525,0.4228571428571429,8,8,0,32,19
v4:front_lock,per_task,libero_long,32,515,0.43106796116504853,11,9,2,43,28
v4:front_lock,per_task,libero_long,33,510,0.43529411764705883,10,9,1,53,37
v4:front_lock,per_task,libero_long,34,507,0.4378698224852071,1,1,0,54,38
v4:front_lock,per_task,libero_long,35,500,0.444,3,3,0,57,41
v4:front_lock,per_task,libero_long,36,483,0.45962732919254656,0,0,0,57,41
v4:front_lock,per_task,libero_long,37,457,0.48577680525164113,2,2,0,59,43
v4:front_lock,per_task,libero_long,38,414,0.5362318840579711,0,0,0,59,43
v4:front_lock,per_task,libero_long,39,323,0.6873065015479877,3,1,2,62,44
v4:front_lock,per_task,libero_long,40,276,0.8043478260869565,2,2,0,64,46
v4:front_lock,per_task,libero_long,41,250,0.888,3,3,0,67,49
v4:front_lock,per_task,libero_long,42,240,0.925,1,1,0,68,50
v4:front_lock,per_task,libero_long,43,235,0.9446808510638298,5,5,0,73,55
v4:front_lock,per_task,libero_long,44,231,0.961038961038961,0,0,0,73,55
v4:front_lock,per_task,libero_long,45,230,0.9652173913043478,0,0,0,73,55
v4:front_lock,per_task,libero_long,46,228,0.9736842105263158,1,1,0,74,56
v4:front_lock,per_task,libero_long,47,227,0.9779735682819384,0,0,0,74,56
v4:front_lock,per_task,libero_long,48,226,0.9823008849557522,0,0,0,74,56
v4:front_lock,per_task,libero_long,49,224,0.9910714285714286,0,0,0,74,56
v4:front_lock,per_task,libero_long,50,223,0.9955156950672646,0,0,0,74,56
v4:front_lock,per_task,libero_long,51,222,1.0,0,0,0,74,56
v4:front_lock,per_task,libero_object,0,4000,0.00925,0,0,0,0,0
v4:front_lock,per_task,libero_object,1,4000,0.00925,0,0,0,0,0
v4:front_lock,per_task,libero_object,2,4000,0.00925,0,0,0,0,0
v4:front_lock,per_task,libero_object,3,4000,0.00925,0,0,0,0,0
v4:front_lock,per_task,libero_object,4,4000,0.00925,0,0,0,0,0
v4:front_lock,per_task,libero_object,5,4000,0.00925,0,0,0,0,0
v4:front_lock,per_task,libero_object,6,4000,0.00925,0,0,0,0,0
v4:front_lock,per_task,libero_object,7,4000,0.00925,0,0,0,0,0
v4:front_lock,per_task,libero_object,8,4000,0.00925,0,0,0,0,0
v4:front_lock,per_task,libero_object,9,4000,0.00925,0,0,0,0,0
v4:front_lock,per_task,libero_object,10,4000,0.00925,0,0,0,0,0
v4:front_lock,per_task,libero_object,11,3972,0.00931520644511581,0,0,0,0,0
v4:front_lock,per_task,libero_object,12,3409,0.010853622763273688,0,0,0,0,0
v4:front_lock,per_task,libero_object,13,2097,0.01764425369575584,0,0,0,0,0
v4:front_lock,per_task,libero_object,14,1281,0.02888368462138954,0,0,0,0,0
v4:front_lock,per_task,libero_object,15,502,0.07370517928286853,0,0,0,0,0
v4:front_lock,per_task,libero_object,16,223,0.16591928251121077,0,0,0,0,0
v4:front_lock,per_task,libero_object,17,110,0.33636363636363636,0,0,0,0,0
v4:front_lock,per_task,libero_object,18,81,0.4567901234567901,1,1,0,1,1
v4:front_lock,per_task,libero_object,19,62,0.5967741935483871,3,3,0,4,4
v4:front_lock,per_task,libero_object,20,55,0.6727272727272727,2,2,0,6,6
v4:front_lock,per_task,libero_object,21,46,0.8043478260869565,4,4,0,10,10
v4:front_lock,per_task,libero_object,22,43,0.8604651162790697,3,3,0,13,13
v4:front_lock,per_task,libero_object,23,41,0.9024390243902439,0,0,0,13,13
v4:front_lock,per_task,libero_object,24,41,0.9024390243902439,0,0,0,13,13
v4:front_lock,per_task,libero_object,25,39,0.9487179487179487,1,1,0,14,14
v4:front_lock,per_task,libero_object,26,38,0.9736842105263158,0,0,0,14,14
v4:front_lock,per_task,libero_object,27,37,1.0,2,2,0,16,16
v4:front_lock,per_task,libero_spatial,0,4000,0.0315,0,0,0,0,0
v4:front_lock,per_task,libero_spatial,1,4000,0.0315,0,0,0,0,0
v4:front_lock,per_task,libero_spatial,2,4000,0.0315,0,0,0,0,0
v4:front_lock,per_task,libero_spatial,3,4000,0.0315,0,0,0,0,0
v4:front_lock,per_task,libero_spatial,4,4000,0.0315,0,0,0,0,0
v4:front_lock,per_task,libero_spatial,5,4000,0.0315,0,0,0,0,0
v4:front_lock,per_task,libero_spatial,6,4000,0.0315,0,0,0,0,0
v4:front_lock,per_task,libero_spatial,7,3984,0.03162650602409638,4,0,4,4,0
v4:front_lock,per_task,libero_spatial,8,3671,0.034323072732225554,0,0,0,4,0
v4:front_lock,per_task,libero_spatial,9,2977,0.0423244877393349,0,0,0,4,0
v4:front_lock,per_task,libero_spatial,10,2050,0.06146341463414634,0,0,0,4,0
v4:front_lock,per_task,libero_spatial,11,1494,0.08433734939759036,0,0,0,4,0
v4:front_lock,per_task,libero_spatial,12,760,0.16578947368421051,0,0,0,4,0
v4:front_lock,per_task,libero_spatial,13,316,0.3987341772151899,0,0,0,4,0
v4:front_lock,per_task,libero_spatial,14,143,0.8811188811188811,0,0,0,4,0
v4:front_lock,per_task,libero_spatial,15,129,0.9767441860465116,2,2,0,6,2
v4:front_lock,per_task,libero_spatial,16,128,0.984375,10,10,0,16,12
v4:front_lock,per_task,libero_spatial,17,126,1.0,11,11,0,27,23
v4:front_lock,per_task,libero_spatial,18,126,1.0,15,15,0,42,38
v4:front_lock,per_task,libero_spatial,19,126,1.0,13,13,0,55,51
v4:front_lock,per_task,libero_spatial,20,126,1.0,15,15,0,70,66
v4:front_lock,per_task,libero_spatial,21,126,1.0,16,16,0,86,82
v4:front_lock,per_task,ALL,0,14800,,0,0,0,0,0
v4:front_lock,per_task,ALL,1,14800,,0,0,0,0,0
v4:front_lock,per_task,ALL,2,14800,,0,0,0,0,0
v4:front_lock,per_task,ALL,3,14800,,0,0,0,0,0
v4:front_lock,per_task,ALL,4,14800,,0,0,0,0,0
v4:front_lock,per_task,ALL,5,14800,,0,0,0,0,0
v4:front_lock,per_task,ALL,6,14800,,0,0,0,0,0
v4:front_lock,per_task,ALL,7,14663,,4,0,4,4,0
v4:front_lock,per_task,ALL,8,13666,,0,0,0,4,0
v4:front_lock,per_task,ALL,9,11804,,1,1,0,5,1
v4:front_lock,per_task,ALL,10,10516,,0,0,0,5,1
v4:front_lock,per_task,ALL,11,9914,,0,0,0,5,1
v4:front_lock,per_task,ALL,12,8342,,0,0,0,5,1
v4:front_lock,per_task,ALL,13,6023,,1,0,1,6,1
v4:front_lock,per_task,ALL,14,4808,,0,0,0,6,1
v4:front_lock,per_task,ALL,15,3912,,6,5,1,12,6
v4:front_lock,per_task,ALL,16,3554,,27,25,2,39,31
v4:front_lock,per_task,ALL,17,3327,,16,15,1,55,46
v4:front_lock,per_task,ALL,18,3059,,18,17,1,73,63
v4:front_lock,per_task,ALL,19,2859,,19,19,0,92,82
v4:front_lock,per_task,ALL,20,2776,,20,20,0,112,102
v4:front_lock,per_task,ALL,21,2567,,20,20,0,132,122
v4:front_lock,per_task,ALL,22,2016,,9,6,3,141,128
v4:front_lock,per_task,ALL,23,1640,,1,0,1,142,128
v4:front_lock,per_task,ALL,24,1312,,3,3,0,145,131
v4:front_lock,per_task,ALL,25,958,,25,25,0,170,156
v4:front_lock,per_task,ALL,26,816,,12,11,1,182,167
v4:front_lock,per_task,ALL,27,740,,6,5,1,188,172
v4:front_lock,per_task,ALL,28,671,,2,1,1,190,173
v4:front_lock,per_task,ALL,29,652,,3,3,0,193,176
v4:front_lock,per_task,ALL,30,540,,2,1,1,195,177
v4:front_lock,per_task,ALL,31,525,,8,8,0,203,185
v4:front_lock,per_task,ALL,32,515,,11,9,2,214,194
v4:front_lock,per_task,ALL,33,510,,10,9,1,224,203
v4:front_lock,per_task,ALL,34,507,,1,1,0,225,204
v4:front_lock,per_task,ALL,35,500,,3,3,0,228,207
v4:front_lock,per_task,ALL,36,483,,0,0,0,228,207
v4:front_lock,per_task,ALL,37,457,,2,2,0,230,209
v4:front_lock,per_task,ALL,38,414,,0,0,0,230,209
v4:front_lock,per_task,ALL,39,323,,3,1,2,233,210
v4:front_lock,per_task,ALL,40,276,,2,2,0,235,212
v4:front_lock,per_task,ALL,41,250,,3,3,0,238,215
v4:front_lock,per_task,ALL,42,240,,1,1,0,239,216
v4:front_lock,per_task,ALL,43,235,,5,5,0,244,221
v4:front_lock,per_task,ALL,44,231,,0,0,0,244,221
v4:front_lock,per_task,ALL,45,230,,0,0,0,244,221
v4:front_lock,per_task,ALL,46,228,,1,1,0,245,222
v4:front_lock,per_task,ALL,47,227,,0,0,0,245,222
v4:front_lock,per_task,ALL,48,226,,0,0,0,245,222
v4:front_lock,per_task,ALL,49,224,,0,0,0,245,222
v4:front_lock,per_task,ALL,50,223,,0,0,0,245,222
v4:front_lock,per_task,ALL,51,222,,0,0,0,245,222
v4:back_lock,per_task,libero_goal,0,4000,0.0255,0,0,0,0,0
v4:back_lock,per_task,libero_goal,1,4000,0.0255,0,0,0,0,0
v4:back_lock,per_task,libero_goal,2,4000,0.0255,0,0,0,0,0
v4:back_lock,per_task,libero_goal,3,4000,0.0255,0,0,0,0,0
v4:back_lock,per_task,libero_goal,4,4000,0.0255,0,0,0,0,0
v4:back_lock,per_task,libero_goal,5,4000,0.0255,0,0,0,0,0
v4:back_lock,per_task,libero_goal,6,4000,0.0255,0,0,0,0,0
v4:back_lock,per_task,libero_goal,7,3879,0.026295436968290797,7,0,7,7,0
v4:back_lock,per_task,libero_goal,8,3195,0.03192488262910798,1,1,0,8,1
v4:back_lock,per_task,libero_goal,9,2027,0.05032067094227923,0,0,0,8,1
v4:back_lock,per_task,libero_goal,10,1666,0.061224489795918366,0,0,0,8,1
v4:back_lock,per_task,libero_goal,11,1648,0.061893203883495146,0,0,0,8,1
v4:back_lock,per_task,libero_goal,12,1373,0.07428987618353969,0,0,0,8,1
v4:back_lock,per_task,libero_goal,13,810,0.1259259259259259,1,0,1,9,1
v4:back_lock,per_task,libero_goal,14,585,0.17435897435897435,8,8,0,17,9
v4:back_lock,per_task,libero_goal,15,503,0.20278330019880716,12,12,0,29,21
v4:back_lock,per_task,libero_goal,16,484,0.21074380165289255,3,3,0,32,24
v4:back_lock,per_task,libero_goal,17,459,0.2222222222222222,0,0,0,32,24
v4:back_lock,per_task,libero_goal,18,301,0.3388704318936877,2,2,0,34,26
v4:back_lock,per_task,libero_goal,19,172,0.5930232558139535,2,1,1,36,27
v4:back_lock,per_task,libero_goal,20,129,0.7906976744186046,1,1,0,37,28
v4:back_lock,per_task,libero_goal,21,118,0.864406779661017,4,4,0,41,32
v4:back_lock,per_task,libero_goal,22,112,0.9107142857142857,0,0,0,41,32
v4:back_lock,per_task,libero_goal,23,107,0.9532710280373832,3,3,0,44,35
v4:back_lock,per_task,libero_goal,24,107,0.9532710280373832,26,26,0,70,61
v4:back_lock,per_task,libero_goal,25,105,0.9714285714285714,18,18,0,88,79
v4:back_lock,per_task,libero_goal,26,103,0.9902912621359223,2,2,0,90,81
v4:back_lock,per_task,libero_goal,27,102,1.0,0,0,0,90,81
v4:back_lock,per_task,libero_goal,28,102,1.0,1,1,0,91,82
v4:back_lock,per_task,libero_goal,29,102,1.0,2,2,0,93,84
v4:back_lock,per_task,libero_long,0,2800,0.07928571428571428,0,0,0,0,0
v4:back_lock,per_task,libero_long,1,2800,0.07928571428571428,0,0,0,0,0
v4:back_lock,per_task,libero_long,2,2800,0.07928571428571428,0,0,0,0,0
v4:back_lock,per_task,libero_long,3,2800,0.07928571428571428,0,0,0,0,0
v4:back_lock,per_task,libero_long,4,2800,0.07928571428571428,0,0,0,0,0
v4:back_lock,per_task,libero_long,5,2800,0.07928571428571428,0,0,0,0,0
v4:back_lock,per_task,libero_long,6,2800,0.07928571428571428,0,0,0,0,0
v4:back_lock,per_task,libero_long,7,2800,0.07928571428571428,0,0,0,0,0
v4:back_lock,per_task,libero_long,8,2800,0.07928571428571428,0,0,0,0,0
v4:back_lock,per_task,libero_long,9,2800,0.07928571428571428,7,3,4,7,3
v4:back_lock,per_task,libero_long,10,2800,0.07928571428571428,0,0,0,7,3
v4:back_lock,per_task,libero_long,11,2800,0.07928571428571428,0,0,0,7,3
v4:back_lock,per_task,libero_long,12,2800,0.07928571428571428,0,0,0,7,3
v4:back_lock,per_task,libero_long,13,2800,0.07928571428571428,0,0,0,7,3
v4:back_lock,per_task,libero_long,14,2799,0.07931404072883172,0,0,0,7,3
v4:back_lock,per_task,libero_long,15,2778,0.07991360691144708,1,0,1,8,3
v4:back_lock,per_task,libero_long,16,2719,0.08164766458256711,6,0,6,14,3
v4:back_lock,per_task,libero_long,17,2632,0.08434650455927052,5,1,4,19,4
v4:back_lock,per_task,libero_long,18,2551,0.08702469619756958,4,1,3,23,5
v4:back_lock,per_task,libero_long,19,2499,0.08883553421368548,3,1,2,26,6
v4:back_lock,per_task,libero_long,20,2466,0.09002433090024331,17,0,17,43,6
v4:back_lock,per_task,libero_long,21,2277,0.09749670619235837,24,2,22,67,8
v4:back_lock,per_task,libero_long,22,1861,0.11929070392262224,9,2,7,76,10
v4:back_lock,per_task,libero_long,23,1492,0.1487935656836461,15,3,12,91,13
v4:back_lock,per_task,libero_long,24,1164,0.19072164948453607,8,4,4,99,17
v4:back_lock,per_task,libero_long,25,814,0.2727272727272727,3,1,2,102,18
v4:back_lock,per_task,libero_long,26,675,0.3288888888888889,3,3,0,105,21
v4:back_lock,per_task,libero_long,27,601,0.36938435940099834,4,1,3,109,22
v4:back_lock,per_task,libero_long,28,569,0.39015817223198596,1,0,1,110,22
v4:back_lock,per_task,libero_long,29,550,0.4036363636363636,2,2,0,112,24
v4:back_lock,per_task,libero_long,30,540,0.4111111111111111,9,7,2,121,31
v4:back_lock,per_task,libero_long,31,525,0.4228571428571429,16,14,2,137,45
v4:back_lock,per_task,libero_long,32,515,0.43106796116504853,21,19,2,158,64
v4:back_lock,per_task,libero_long,33,510,0.43529411764705883,20,19,1,178,83
v4:back_lock,per_task,libero_long,34,507,0.4378698224852071,22,20,2,200,103
v4:back_lock,per_task,libero_long,35,500,0.444,20,16,4,220,119
v4:back_lock,per_task,libero_long,36,483,0.45962732919254656,14,14,0,234,133
v4:back_lock,per_task,libero_long,37,457,0.48577680525164113,9,6,3,243,139
v4:back_lock,per_task,libero_long,38,414,0.5362318840579711,3,3,0,246,142
v4:back_lock,per_task,libero_long,39,323,0.6873065015479877,1,1,0,247,143
v4:back_lock,per_task,libero_long,40,276,0.8043478260869565,2,2,0,249,145
v4:back_lock,per_task,libero_long,41,250,0.888,0,0,0,249,145
v4:back_lock,per_task,libero_long,42,240,0.925,2,2,0,251,147
v4:back_lock,per_task,libero_long,43,235,0.9446808510638298,1,1,0,252,148
v4:back_lock,per_task,libero_long,44,231,0.961038961038961,1,1,0,253,149
v4:back_lock,per_task,libero_long,45,230,0.9652173913043478,1,1,0,254,150
v4:back_lock,per_task,libero_long,46,228,0.9736842105263158,1,1,0,255,151
v4:back_lock,per_task,libero_long,47,227,0.9779735682819384,1,1,0,256,152
v4:back_lock,per_task,libero_long,48,226,0.9823008849557522,1,1,0,257,153
v4:back_lock,per_task,libero_long,49,224,0.9910714285714286,1,1,0,258,154
v4:back_lock,per_task,libero_long,50,223,0.9955156950672646,2,2,0,260,156
v4:back_lock,per_task,libero_long,51,222,1.0,4,4,0,264,160
v4:back_lock,per_task,libero_object,0,4000,0.00925,0,0,0,0,0
v4:back_lock,per_task,libero_object,1,4000,0.00925,0,0,0,0,0
v4:back_lock,per_task,libero_object,2,4000,0.00925,0,0,0,0,0
v4:back_lock,per_task,libero_object,3,4000,0.00925,0,0,0,0,0
v4:back_lock,per_task,libero_object,4,4000,0.00925,0,0,0,0,0
v4:back_lock,per_task,libero_object,5,4000,0.00925,0,0,0,0,0
v4:back_lock,per_task,libero_object,6,4000,0.00925,0,0,0,0,0
v4:back_lock,per_task,libero_object,7,4000,0.00925,0,0,0,0,0
v4:back_lock,per_task,libero_object,8,4000,0.00925,0,0,0,0,0
v4:back_lock,per_task,libero_object,9,4000,0.00925,0,0,0,0,0
v4:back_lock,per_task,libero_object,10,4000,0.00925,0,0,0,0,0
v4:back_lock,per_task,libero_object,11,3972,0.00931520644511581,0,0,0,0,0
v4:back_lock,per_task,libero_object,12,3409,0.010853622763273688,0,0,0,0,0
v4:back_lock,per_task,libero_object,13,2097,0.01764425369575584,0,0,0,0,0
v4:back_lock,per_task,libero_object,14,1281,0.02888368462138954,0,0,0,0,0
v4:back_lock,per_task,libero_object,15,502,0.07370517928286853,0,0,0,0,0
v4:back_lock,per_task,libero_object,16,223,0.16591928251121077,0,0,0,0,0
v4:back_lock,per_task,libero_object,17,110,0.33636363636363636,1,1,0,1,1
v4:back_lock,per_task,libero_object,18,81,0.4567901234567901,4,4,0,5,5
v4:back_lock,per_task,libero_object,19,62,0.5967741935483871,2,2,0,7,7
v4:back_lock,per_task,libero_object,20,55,0.6727272727272727,8,8,0,15,15
v4:back_lock,per_task,libero_object,21,46,0.8043478260869565,3,2,1,18,17
v4:back_lock,per_task,libero_object,22,43,0.8604651162790697,0,0,0,18,17
v4:back_lock,per_task,libero_object,23,41,0.9024390243902439,0,0,0,18,17
v4:back_lock,per_task,libero_object,24,41,0.9024390243902439,0,0,0,18,17
v4:back_lock,per_task,libero_object,25,39,0.9487179487179487,1,1,0,19,18
v4:back_lock,per_task,libero_object,26,38,0.9736842105263158,1,1,0,20,19
v4:back_lock,per_task,libero_object,27,37,1.0,1,1,0,21,20
v4:back_lock,per_task,libero_spatial,0,4000,0.0315,0,0,0,0,0
v4:back_lock,per_task,libero_spatial,1,4000,0.0315,0,0,0,0,0
v4:back_lock,per_task,libero_spatial,2,4000,0.0315,0,0,0,0,0
v4:back_lock,per_task,libero_spatial,3,4000,0.0315,0,0,0,0,0
v4:back_lock,per_task,libero_spatial,4,4000,0.0315,0,0,0,0,0
v4:back_lock,per_task,libero_spatial,5,4000,0.0315,0,0,0,0,0
v4:back_lock,per_task,libero_spatial,6,4000,0.0315,0,0,0,0,0
v4:back_lock,per_task,libero_spatial,7,3984,0.03162650602409638,1,0,1,1,0
v4:back_lock,per_task,libero_spatial,8,3671,0.034323072732225554,0,0,0,1,0
v4:back_lock,per_task,libero_spatial,9,2977,0.0423244877393349,1,1,0,2,1
v4:back_lock,per_task,libero_spatial,10,2050,0.06146341463414634,0,0,0,2,1
v4:back_lock,per_task,libero_spatial,11,1494,0.08433734939759036,0,0,0,2,1
v4:back_lock,per_task,libero_spatial,12,760,0.16578947368421051,1,0,1,3,1
v4:back_lock,per_task,libero_spatial,13,316,0.3987341772151899,0,0,0,3,1
v4:back_lock,per_task,libero_spatial,14,143,0.8811188811188811,1,1,0,4,2
v4:back_lock,per_task,libero_spatial,15,129,0.9767441860465116,6,6,0,10,8
v4:back_lock,per_task,libero_spatial,16,128,0.984375,25,25,0,35,33
v4:back_lock,per_task,libero_spatial,17,126,1.0,14,14,0,49,47
v4:back_lock,per_task,libero_spatial,18,126,1.0,17,17,0,66,64
v4:back_lock,per_task,libero_spatial,19,126,1.0,10,10,0,76,74
v4:back_lock,per_task,libero_spatial,20,126,1.0,20,20,0,96,94
v4:back_lock,per_task,libero_spatial,21,126,1.0,6,6,0,102,100
v4:back_lock,per_task,ALL,0,14800,,0,0,0,0,0
v4:back_lock,per_task,ALL,1,14800,,0,0,0,0,0
v4:back_lock,per_task,ALL,2,14800,,0,0,0,0,0
v4:back_lock,per_task,ALL,3,14800,,0,0,0,0,0
v4:back_lock,per_task,ALL,4,14800,,0,0,0,0,0
v4:back_lock,per_task,ALL,5,14800,,0,0,0,0,0
v4:back_lock,per_task,ALL,6,14800,,0,0,0,0,0
v4:back_lock,per_task,ALL,7,14663,,8,0,8,8,0
v4:back_lock,per_task,ALL,8,13666,,1,1,0,9,1
v4:back_lock,per_task,ALL,9,11804,,8,4,4,17,5
v4:back_lock,per_task,ALL,10,10516,,0,0,0,17,5
v4:back_lock,per_task,ALL,11,9914,,0,0,0,17,5
v4:back_lock,per_task,ALL,12,8342,,1,0,1,18,5
v4:back_lock,per_task,ALL,13,6023,,1,0,1,19,5
v4:back_lock,per_task,ALL,14,4808,,9,9,0,28,14
v4:back_lock,per_task,ALL,15,3912,,19,18,1,47,32
v4:back_lock,per_task,ALL,16,3554,,34,28,6,81,60
v4:back_lock,per_task,ALL,17,3327,,20,16,4,101,76
v4:back_lock,per_task,ALL,18,3059,,27,24,3,128,100
v4:back_lock,per_task,ALL,19,2859,,17,14,3,145,114
v4:back_lock,per_task,ALL,20,2776,,46,29,17,191,143
v4:back_lock,per_task,ALL,21,2567,,37,14,23,228,157
v4:back_lock,per_task,ALL,22,2016,,9,2,7,237,159
v4:back_lock,per_task,ALL,23,1640,,18,6,12,255,165
v4:back_lock,per_task,ALL,24,1312,,34,30,4,289,195
v4:back_lock,per_task,ALL,25,958,,22,20,2,311,215
v4:back_lock,per_task,ALL,26,816,,6,6,0,317,221
v4:back_lock,per_task,ALL,27,740,,5,2,3,322,223
v4:back_lock,per_task,ALL,28,671,,2,1,1,324,224
v4:back_lock,per_task,ALL,29,652,,4,4,0,328,228
v4:back_lock,per_task,ALL,30,540,,9,7,2,337,235
v4:back_lock,per_task,ALL,31,525,,16,14,2,353,249
v4:back_lock,per_task,ALL,32,515,,21,19,2,374,268
v4:back_lock,per_task,ALL,33,510,,20,19,1,394,287
v4:back_lock,per_task,ALL,34,507,,22,20,2,416,307
v4:back_lock,per_task,ALL,35,500,,20,16,4,436,323
v4:back_lock,per_task,ALL,36,483,,14,14,0,450,337
v4:back_lock,per_task,ALL,37,457,,9,6,3,459,343
v4:back_lock,per_task,ALL,38,414,,3,3,0,462,346
v4:back_lock,per_task,ALL,39,323,,1,1,0,463,347
v4:back_lock,per_task,ALL,40,276,,2,2,0,465,349
v4:back_lock,per_task,ALL,41,250,,0,0,0,465,349
v4:back_lock,per_task,ALL,42,240,,2,2,0,467,351
v4:back_lock,per_task,ALL,43,235,,1,1,0,468,352
v4:back_lock,per_task,ALL,44,231,,1,1,0,469,353
v4:back_lock,per_task,ALL,45,230,,1,1,0,470,354
v4:back_lock,per_task,ALL,46,228,,1,1,0,471,355
v4:back_lock,per_task,ALL,47,227,,1,1,0,472,356
v4:back_lock,per_task,ALL,48,226,,1,1,0,473,357
v4:back_lock,per_task,ALL,49,224,,1,1,0,474,358
v4:back_lock,per_task,ALL,50,223,,2,2,0,476,360
v4:back_lock,per_task,ALL,51,222,,4,4,0,480,364
v4:all_lock,per_task,libero_goal,0,4000,0.0255,0,0,0,0,0
