method,family,threshold_mode,runtime_task_identity,config,source,alarms,tp,fp,precision,recall,timely_fpr,mean_matched_prior,lift,published_tp,published_fp,reproduces_published,alarms_on_timely_success,alarms_on_late_success_plus10,alarms_on_persistent_failure,recall_persistent,recall_late,mode_dropped_n,mode_dropped_hit,mode_dropped_recall,mode_dropped_persistent_n,mode_no_grasp_n,mode_no_grasp_hit,mode_no_grasp_recall,mode_no_grasp_persistent_n,mode_moved_unmet_n,mode_moved_unmet_hit,mode_moved_unmet_recall,mode_moved_unmet_persistent_n,mode_regressed_n,mode_regressed_hit,mode_regressed_recall,mode_regressed_persistent_n,mode_released_outside_n,mode_released_outside_hit,mode_released_outside_recall,mode_released_outside_persistent_n,mode_no_contact_n,mode_no_contact_hit,mode_no_contact_recall,mode_no_contact_persistent_n,mode_timeout_holding_n,mode_timeout_holding_hit,mode_timeout_holding_recall,mode_timeout_holding_persistent_n,mode_mechanism_n,mode_mechanism_hit,mode_mechanism_recall,mode_mechanism_persistent_n,mode_no_progress_n,mode_no_progress_hit,mode_no_progress_recall,mode_no_progress_persistent_n,worst_mode_recall,worst_mode_name,mean_mode_recall,modes_scored_n,alarm_chunk_q25,alarm_chunk_median,alarm_chunk_q75,remaining_budget_q25,remaining_budget_median,remaining_budget_q75,matched_prior_q25,matched_prior_median,matched_prior_q75,lead_median,early_tp,early_fp,early_precision,early_share_of_tp,budget0_tp,budget0_fp,budget0_precision,budget2_tp,budget2_fp,budget2_precision,budget4_tp,budget4_fp,budget4_precision,budget8_tp,budget8_fp,budget8_precision,budget12_tp,budget12_fp,budget12_precision,budget_won,budget_ceiling,frac_of_ceiling,avg_budget_per_tp,budget_wasted_fp,gain_per_loss,missed_risks,miss_dropped,miss_no_grasp,miss_moved_unmet,miss_regressed,miss_released_outside,miss_no_contact,miss_timeout_holding,miss_mechanism,miss_no_progress,missed_persistent,missed_late
twotier:WATCH_a3,two_tier,global,False,OR of expert_load_effective_rank|global + mobility|global + partial_edge_std|global + flow_path|global,moe-two-tier-0906/results/external_first_alarms.npz (OR rebuilt),607,410,197,0.6754530477759473,0.7269503546099291,0.013101888800212822,0.42126173688421553,1.6034046974496443,410.0,197.0,True,197,28,382,0.7304015296367112,0.6829268292682927,241,170,0.7053941908713693,231,143,123,0.8601398601398601,136,89,54,0.6067415730337079,83,26,21,0.8076923076923077,26,25,15,0.6,24,14,11,0.7857142857142857,14,23,13,0.5652173913043478,8,1,1,1.0,1,2,2,1.0,0,0.5652173913043478,timeout_holding,0.7044142298222684,7,15.0,18.0,27.0,7.0,17.0,32.0,0.0714658320292123,0.41389728096676737,0.8536585365853658,12.0,113,171,0.397887323943662,0.275609756097561,410,197,0.6754530477759473,402,197,0.671118530884808,360,197,0.6463195691202872,255,193,0.5691964285714286,219,190,0.5354523227383863,6033,17792,0.33908498201438847,14.714634146341464,5912,1.020466847090663,154,71,20,35,5,10,3,10,0,0,141,13
twotier:WATCH_a1,two_tier,global,False,OR of conditional_query_d1|global + expert_load_effective_rank|global,moe-two-tier-0906/results/external_first_alarms.npz (OR rebuilt),409,349,60,0.8533007334963325,0.6187943262411347,0.0039904229848363925,0.5696589563104493,1.497915066626822,349.0,60.0,True,60,22,327,0.6252390057361377,0.5365853658536586,241,134,0.5560165975103735,231,143,119,0.8321678321678322,136,89,50,0.5617977528089888,83,26,14,0.5384615384615384,26,25,11,0.44,24,14,8,0.5714285714285714,14,23,10,0.43478260869565216,8,1,1,1.0,1,2,2,1.0,0,0.43478260869565216,timeout_holding,0.5620935572961366,7,15.0,19.0,32.0,5.0,14.0,21.0,0.27987742594484166,0.4963768115942029,0.958904109589041,10.0,62,32,0.6595744680851063,0.17765042979942694,349,60,0.8533007334963325,340,60,0.85,303,60,0.8347107438016529,204,56,0.7846153846153846,169,54,0.757847533632287,5022,17792,0.282261690647482,14.38968481375358,1340,3.7477611940298505,215,107,24,39,12,14,6,13,0,0,196,19
twotier:ACT_b,two_tier,global,False,2-of-3 (latching) of action_consensus|global + conditional_query_d1|global + mobility|global,moe-two-tier-0906/results/external_first_alarms.npz (2-of-3 rebuilt),155,146,9,0.9419354838709677,0.25886524822695034,0.0005985634477254589,0.5126090498890054,1.8375319048208842,146.0,9.0,True,9,11,135,0.25812619502868067,0.2682926829268293,241,39,0.16182572614107885,231,143,70,0.48951048951048953,136,89,20,0.2247191011235955,83,26,4,0.15384615384615385,26,25,3,0.12,24,14,0,0.0,14,23,7,0.30434782608695654,8,1,1,1.0,1,2,2,1.0,0,0.0,no_contact,0.20774989952975348,7,31.0,35.0,36.0,13.0,15.0,18.0,0.48841354723707664,0.4963768115942029,0.5279383429672447,15.0,23,0,1.0,0.15753424657534246,146,9,0.9419354838709677,144,9,0.9411764705882353,142,9,0.9403973509933775,136,9,0.9379310344827586,125,8,0.9398496240601504,2242,17792,0.12601169064748202,15.356164383561644,171,13.11111111111111,418,202,73,69,22,22,14,16,0,0,388,30
build:OR_crossframe_global,constructed,global,False,mobility|global OR flow_path|global OR expert_load_effective_rank|global,cross-frame OR built here from the frame-survey arrays,435,381,54,0.8758620689655172,0.675531914893617,0.003591380686352753,0.588476586988446,1.488354997176317,381.0,54.0,True,54,25,356,0.6806883365200764,0.6097560975609756,241,165,0.6846473029045643,231,143,114,0.7972027972027972,136,89,50,0.5617977528089888,83,26,17,0.6538461538461539,26,25,15,0.6,24,14,5,0.35714285714285715,14,23,12,0.5217391304347826,8,1,1,1.0,1,2,2,1.0,0,0.35714285714285715,no_contact,0.596625142048592,7,16.0,20.0,34.0,5.0,12.0,17.0,0.425531914893617,0.5036764705882353,0.958904109589041,11.0,59,29,0.6704545454545454,0.15485564304461943,381,54,0.8758620689655172,374,54,0.8738317757009346,326,54,0.8578947368421053,222,50,0.8161764705882353,186,47,0.7982832618025751,4732,17792,0.2659622302158273,12.41994750656168,1052,4.498098859315589,183,76,29,39,9,10,9,11,0,0,167,16
build:AND_mobility_expertload_global,constructed,global,False,mobility|global AND expert_load_effective_rank|global,AND built here from the frame-survey arrays,72,69,3,0.9583333333333334,0.12234042553191489,0.00019952114924181964,0.6672635426350707,1.4362141374438164,69.0,3.0,True,3,6,63,0.12045889101338432,0.14634146341463414,241,13,0.05394190871369295,231,143,31,0.21678321678321677,136,89,14,0.15730337078651685,83,26,5,0.19230769230769232,26,25,2,0.08,24,14,0,0.0,14,23,4,0.17391304347826086,8,1,0,0.0,1,2,0,0.0,0,0.0,no_contact,0.12489274743848282,7,33.75,39.5,43.25,7.75,11.5,17.25,0.4903829567017423,0.7669504740518962,0.9297664141414141,11.0,10,1,0.9090909090909091,0.14492753623188406,69,3,0.9583333333333334,65,3,0.9558823529411765,58,3,0.9508196721311475,51,3,0.9444444444444444,33,3,0.9166666666666666,942,17792,0.05294514388489208,13.652173913043478,69,13.652173913043478,495,228,112,75,21,23,14,19,1,2,460,35
build:AND_mobility_flowsettling_per_task,constructed,per_task,True,mobility|per_task AND flow_settling_log_ratio|per_task,AND built here from the frame-survey arrays,195,187,8,0.958974358974359,0.33156028368794327,0.0005320563979781857,0.7504197454534037,1.2779172786757451,187.0,8.0,True,8,16,171,0.32695984703632885,0.3902439024390244,241,111,0.4605809128630705,231,143,25,0.17482517482517482,136,89,24,0.2696629213483146,83,26,3,0.11538461538461539,26,25,8,0.32,24,14,3,0.21428571428571427,14,23,11,0.4782608695652174,8,1,0,0.0,1,2,2,1.0,0,0.11538461538461539,regressed,0.2904286011817296,7,16.0,20.0,26.0,1.0,5.0,12.0,0.5036764705882353,0.958904109589041,0.9859154929577465,5.0,40,2,0.9523809523809523,0.21390374331550802,187,8,0.958974358974359,136,8,0.9444444444444444,110,7,0.9401709401709402,65,4,0.9420289855072463,52,3,0.9454545454545454,1382,17792,0.07767535971223022,7.390374331550802,83,16.650602409638555,377,130,118,65,23,17,11,12,1,0,352,25
prior:HB_MoE_top4churn@qfpr1pct,prior_replay/moe-failure-alarm,task_agnostic,False,"their HB_MoE_top4churn at a 1% per-query calibrated false-alarm target, re-scored against our 564-risk labels; episode-supported chunks only: median 9 scorable chunks per episode",VLA_MUI_HUB/moe-failure-alarm/results/episode_alarm_results.csv (joined on task_name+episode_index),517,131,386,0.25338491295938104,0.2322695035460993,0.02567172120244746,0.06854405855498097,3.696672159500658,,,,386,9,122,0.2332695984703633,0.21951219512195122,241,43,0.17842323651452283,231,143,38,0.26573426573426573,136,89,25,0.2808988764044944,83,26,2,0.07692307692307693,26,25,9,0.36,24,14,6,0.42857142857142855,14,23,7,0.30434782608695654,8,1,1,1.0,1,2,0,0.0,0,0.07692307692307693,regressed,0.2706998157478207,7,6.0,9.0,13.0,14.0,22.0,25.0,0.0265,0.035122930255895635,0.0685,13.0,116,384,0.232,0.8854961832061069,131,386,0.25338491295938104,131,386,0.25338491295938104,131,386,0.25338491295938104,131,386,0.25338491295938104,88,376,0.1896551724137931,2153,17792,0.12100944244604317,16.435114503816795,9226,0.23336223715586385,433,198,105,64,24,16,8,16,0,2,401,32
prior:HB_MoE_top4churn@qfpr5pct,prior_replay/moe-failure-alarm,task_agnostic,False,"their HB_MoE_top4churn at a 5% per-query calibrated false-alarm target, re-scored against our 564-risk labels; episode-supported chunks only: median 9 scorable chunks per episode",VLA_MUI_HUB/moe-failure-alarm/results/episode_alarm_results.csv (joined on task_name+episode_index),864,168,696,0.19444444444444445,0.2978723404255319,0.04628890662410216,0.06252081710271956,3.110075227023647,,,,696,10,158,0.30210325047801145,0.24390243902439024,241,62,0.2572614107883817,231,143,47,0.32867132867132864,136,89,27,0.30337078651685395,83,26,3,0.11538461538461539,26,25,12,0.48,24,14,7,0.5,14,23,9,0.391304347826087,8,1,1,1.0,1,2,0,0.0,0,0.11538461538461539,regressed,0.33942749845532383,7,6.0,8.0,12.0,14.0,20.0,25.0,0.0265,0.035122930255895635,0.0685,13.0,151,690,0.17954815695600476,0.8988095238095238,168,696,0.19444444444444445,168,696,0.19444444444444445,168,696,0.19444444444444445,168,696,0.19444444444444445,127,671,0.15914786967418545,2897,17792,0.1628259892086331,17.24404761904762,15580,0.18594351732991013,396,179,96,62,23,13,7,14,0,2,365,31
prior:HB_MoE_top4churn@qfpr10pct,prior_replay/moe-failure-alarm,task_agnostic,False,"their HB_MoE_top4churn at a 10% per-query calibrated false-alarm target, re-scored against our 564-risk labels; episode-supported chunks only: median 9 scorable chunks per episode",VLA_MUI_HUB/moe-failure-alarm/results/episode_alarm_results.csv (joined on task_name+episode_index),1534,210,1324,0.13689700130378096,0.3723404255319149,0.08805533386538973,0.05654190652041494,2.421159980772016,,,,1324,17,193,0.3690248565965583,0.4146341463414634,241,77,0.31950207468879666,231,143,55,0.38461538461538464,136,89,35,0.39325842696629215,83,26,4,0.15384615384615385,26,25,13,0.52,24,14,9,0.6428571428571429,14,23,14,0.6086956521739131,8,1,1,1.0,1,2,2,1.0,0,0.15384615384615385,regressed,0.431824976449669,7,6.0,8.0,11.0,15.0,21.0,25.0,0.0265,0.035,0.0685,14.0,185,1313,0.12349799732977303,0.8809523809523809,210,1324,0.13689700130378096,210,1324,0.13689700130378096,210,1324,0.13689700130378096,210,1324,0.13689700130378096,164,1278,0.11373092926490985,3813,17792,0.2143098021582734,18.15714285714286,29818,0.1278757797303642,354,164,88,54,22,12,5,9,0,0,330,24
prior:length_only_same_run@qfpr1pct,prior_replay/moe-failure-alarm,global,False,"their length_only_same_run at a 1% per-query calibrated false-alarm target, re-scored against our 564-risk labels; episode-supported chunks only: median 9 scorable chunks per episode",VLA_MUI_HUB/moe-failure-alarm/results/episode_alarm_results.csv (joined on task_name+episode_index),679,550,129,0.8100147275405007,0.975177304964539,0.008579409417398244,0.6632029825565557,1.221367739357875,,,,129,41,509,0.9732313575525813,1.0,241,228,0.946058091286307,231,143,143,1.0,136,89,89,1.0,83,26,26,1.0,26,25,24,0.96,24,14,14,1.0,14,23,23,1.0,8,1,1,1.0,1,2,2,1.0,0,0.946058091286307,dropped,0.9865797273266154,7,14.0,25.0,44.0,6.0,8.0,13.0,0.425531914893617,0.762589928057554,0.9523809523809523,7.0,65,38,0.6310679611650486,0.11818181818181818,550,129,0.8100147275405007,508,129,0.7974882260596546,448,128,0.7777777777777778,253,113,0.6912568306010929,148,56,0.7254901960784313,4808,17792,0.2702338129496403,8.741818181818182,1610,2.986335403726708,14,13,0,0,0,1,0,0,0,0,14,0
prior:length_only_same_run@qfpr5pct,prior_replay/moe-failure-alarm,global,False,"their length_only_same_run at a 5% per-query calibrated false-alarm target, re-scored against our 564-risk labels; episode-supported chunks only: median 9 scorable chunks per episode",VLA_MUI_HUB/moe-failure-alarm/results/episode_alarm_results.csv (joined on task_name+episode_index),1011,564,447,0.5578635014836796,1.0,0.029728651237031126,0.43718280204097376,1.276041735583632,,,,447,41,523,1.0,1.0,241,241,1.0,231,143,143,1.0,136,89,89,1.0,83,26,26,1.0,26,25,25,1.0,24,14,14,1.0,14,23,23,1.0,8,1,1,1.0,1,2,2,1.0,0,1.0,dropped,1.0,7,13.0,18.0,28.0,8.5,10.0,21.0,0.17637271214642264,0.41389728096676737,0.762589928057554,9.0,144,238,0.3769633507853403,0.2553191489361702,564,447,0.5578635014836796,564,447,0.5578635014836796,525,447,0.5401234567901234,414,427,0.49227110582639716,203,249,0.4491150442477876,7011,17792,0.3940535071942446,12.430851063829786,6792,1.032243816254417,0,0,0,0,0,0,0,0,0,0,0,0
prior:length_only_same_run@qfpr10pct,prior_replay/moe-failure-alarm,global,False,"their length_only_same_run at a 10% per-query calibrated false-alarm target, re-scored against our 564-risk labels; episode-supported chunks only: median 9 scorable chunks per episode",VLA_MUI_HUB/moe-failure-alarm/results/episode_alarm_results.csv (joined on task_name+episode_index),1471,564,907,0.3834126444595513,1.0,0.0603218941207768,0.30841425546394186,1.2431741972587835,,,,907,41,523,1.0,1.0,241,241,1.0,231,143,143,1.0,136,89,89,1.0,83,26,26,1.0,26,25,25,1.0,24,14,14,1.0,14,23,23,1.0,8,1,1,1.0,1,2,2,1.0,0,1.0,dropped,1.0,7,12.0,16.0,26.0,10.0,12.0,22.0,0.06763285024154589,0.19740634005763688,0.425531914893617,10.0,175,621,0.2198492462311558,0.3102836879432624,564,907,0.3834126444595513,564,907,0.3834126444595513,564,907,0.3834126444595513,545,893,0.37899860917941586,213,628,0.25326991676575505,7773,17792,0.43688174460431656,13.78191489361702,14909,0.5213629351398484,0,0,0,0,0,0,0,0,0,0,0,0
baseline:length_only_suite@fpr0.005,length_only_baseline,global,False,alarm at the smallest chunk q where <= 0.005 of the same-suite timely successes are still running (calibration set defined by outcome),"rebuilt here, following VLA_MUI_HUB/moe-failure-alarm/analyze.py::length_threshold",619,564,55,0.9111470113085622,1.0,0.0036578877361000267,0.9111470113085622,1.0,,,,55,41,523,1.0,1.0,241,241,1.0,231,143,143,1.0,136,89,89,1.0,83,26,26,1.0,26,25,25,1.0,24,14,14,1.0,14,23,23,1.0,8,1,1,1.0,1,2,2,1.0,0,1.0,dropped,1.0,7,20.0,21.0,44.0,7.0,7.0,7.0,0.8548387096774194,0.9513888888888888,0.9513888888888888,7.0,0,0,0.0,0.0,564,55,0.9111470113085622,564,55,0.9111470113085622,564,55,0.9111470113085622,106,18,0.8548387096774194,0,0,0.0,3914,17792,0.2199865107913669,6.939716312056738,396,9.883838383838384,0,0,0,0,0,0,0,0,0,0,0,0
baseline:length_only_suite@fpr0.01,length_only_baseline,global,False,alarm at the smallest chunk q where <= 0.01 of the same-suite timely successes are still running (calibration set defined by outcome),"rebuilt here, following VLA_MUI_HUB/moe-failure-alarm/analyze.py::length_threshold",693,564,129,0.8138528138528138,1.0,0.008579409417398244,0.8138528138528137,1.0000000000000002,,,,129,41,523,1.0,1.0,241,241,1.0,231,143,143,1.0,136,89,89,1.0,83,26,26,1.0,26,25,25,1.0,24,14,14,1.0,14,23,23,1.0,8,1,1,1.0,1,2,2,1.0,0,1.0,dropped,1.0,7,18.0,20.0,41.0,9.0,9.0,10.0,0.762589928057554,0.8536585365853658,0.8810289389067524,9.0,0,0,0.0,0.0,564,129,0.8138528138528138,564,129,0.8138528138528138,564,129,0.8138528138528138,424,105,0.8015122873345936,0,0,0.0,5070,17792,0.2849595323741007,8.98936170212766,1150,4.408695652173913,0,0,0,0,0,0,0,0,0,0,0,0
baseline:length_only_suite@fpr0.05,length_only_baseline,global,False,alarm at the smallest chunk q where <= 0.05 of the same-suite timely successes are still running (calibration set defined by outcome),"rebuilt here, following VLA_MUI_HUB/moe-failure-alarm/analyze.py::length_threshold",1107,564,543,0.5094850948509485,1.0,0.036113328012769355,0.5094850948509486,0.9999999999999998,,,,543,41,523,1.0,1.0,241,241,1.0,231,143,143,1.0,136,89,89,1.0,83,26,26,1.0,26,25,25,1.0,24,14,14,1.0,14,23,23,1.0,8,1,1,1.0,1,2,2,1.0,0,1.0,dropped,1.0,7,13.0,19.0,38.0,8.0,10.0,13.0,0.425531914893617,0.5608465608465608,0.5969498910675382,10.0,0,0,0.0,0.0,564,543,0.5094850948509485,564,543,0.5094850948509485,564,543,0.5094850948509485,564,543,0.5094850948509485,274,185,0.5969498910675382,6182,17792,0.3474595323741007,10.960992907801419,5607,1.1025503834492598,0,0,0,0,0,0,0,0,0,0,0,0
baseline:length_only_task@fpr0.005,length_only_baseline,per_task,True,alarm at the smallest chunk q where <= 0.005 of the same-task timely successes are still running (calibration set defined by outcome),"rebuilt here, following VLA_MUI_HUB/moe-failure-alarm/analyze.py::length_threshold",590,564,26,0.9559322033898305,1.0,0.0017291832934291035,0.764927286328221,1.2497033645883715,,,,26,41,523,1.0,1.0,241,241,1.0,231,143,143,1.0,136,89,89,1.0,83,26,26,1.0,26,25,25,1.0,24,14,14,1.0,14,23,23,1.0,8,1,1,1.0,1,2,2,1.0,0,1.0,dropped,1.0,7,14.0,26.0,51.0,0.0,7.0,12.0,0.5969498910675382,0.8536585365853658,1.0,7.0,62,4,0.9393939393939394,0.1099290780141844,564,26,0.9559322033898305,413,26,0.9407744874715261,335,23,0.9357541899441341,200,14,0.9345794392523364,156,7,0.9570552147239264,3834,17792,0.21549010791366907,6.797872340425532,244,15.71311475409836,0,0,0,0,0,0,0,0,0,0,0,0
baseline:length_only_task@fpr0.01,length_only_baseline,per_task,True,alarm at the smallest chunk q where <= 0.01 of the same-task timely successes are still running (calibration set defined by outcome),"rebuilt here, following VLA_MUI_HUB/moe-failure-alarm/analyze.py::length_threshold",635,564,71,0.8881889763779528,1.0,0.004722000532056398,0.7034375921632865,1.2626407605634198,,,,71,41,523,1.0,1.0,241,241,1.0,231,143,143,1.0,136,89,89,1.0,83,26,26,1.0,26,25,25,1.0,24,14,14,1.0,14,23,23,1.0,8,1,1,1.0,1,2,2,1.0,0,1.0,dropped,1.0,7,15.0,24.0,42.0,5.0,7.0,16.0,0.48841354723707664,0.8536585365853658,0.954954954954955,7.0,63,9,0.875,0.11170212765957446,564,71,0.8881889763779528,564,71,0.8881889763779528,413,69,0.8568464730290456,221,43,0.8371212121212122,164,26,0.8631578947368421,5081,17792,0.28557778776978415,9.00886524822695,790,6.431645569620253,0,0,0,0,0,0,0,0,0,0,0,0
baseline:length_only_task@fpr0.05,length_only_baseline,per_task,True,alarm at the smallest chunk q where <= 0.05 of the same-task timely successes are still running (calibration set defined by outcome),"rebuilt here, following VLA_MUI_HUB/moe-failure-alarm/analyze.py::length_threshold",974,564,410,0.5790554414784395,1.0,0.027267890396382017,0.4422902117782995,1.3092205661758898,,,,410,41,523,1.0,1.0,241,241,1.0,231,143,143,1.0,136,89,89,1.0,83,26,26,1.0,26,25,25,1.0,24,14,14,1.0,14,23,23,1.0,8,1,1,1.0,1,2,2,1.0,0,1.0,dropped,1.0,7,13.0,18.0,29.0,8.0,10.0,21.0,0.18324607329842932,0.41389728096676737,0.762589928057554,9.0,165,237,0.41044776119402987,0.2925531914893617,564,410,0.5790554414784395,564,410,0.5790554414784395,564,410,0.5790554414784395,358,387,0.48053691275167787,204,231,0.4689655172413793,7091,17792,0.39854991007194246,12.572695035460994,6040,1.1740066225165562,0,0,0,0,0,0,0,0,0,0,0,0
baseline:length_only_task_devcal@fpr0.005,length_only_baseline,per_task,True,alarm at the smallest chunk q where <= 0.005 of the same-task development successes are still running; 1200 external rows fell back to a suite-level threshold,rebuilt here; per-task chunk threshold fitted on development_main successes and transferred unchanged,609,564,45,0.9261083743842364,1.0,0.0029928172386272946,0.8113551594197095,1.1414340115204293,,,,45,41,523,1.0,1.0,241,241,1.0,231,143,143,1.0,136,89,89,1.0,83,26,26,1.0,26,25,25,1.0,24,14,14,1.0,14,23,23,1.0,8,1,1,1.0,1,2,2,1.0,0,1.0,dropped,1.0,7,15.0,26.0,48.0,3.0,6.0,7.0,0.8301886792452831,0.9523809523809523,0.9927536231884058,6.0,63,9,0.875,0.11170212765957446,564,45,0.9261083743842364,564,45,0.9261083743842364,315,42,0.8823529411764706,115,26,0.8156028368794326,73,14,0.8390804597701149,3623,17792,0.203630845323741,6.423758865248227,446,8.123318385650224,0,0,0,0,0,0,0,0,0,0,0,0
baseline:length_only_task_devcal@fpr0.01,length_only_baseline,per_task,True,alarm at the smallest chunk q where <= 0.01 of the same-task development successes are still running; 1200 external rows fell back to a suite-level threshold,rebuilt here; per-task chunk threshold fitted on development_main successes and transferred unchanged,657,564,93,0.8584474885844748,1.0,0.006185155626496409,0.6922468672786831,1.2400886579077621,,,,93,41,523,1.0,1.0,241,241,1.0,231,143,143,1.0,136,89,89,1.0,83,26,26,1.0,26,25,25,1.0,24,14,14,1.0,14,23,23,1.0,8,1,1,1.0,1,2,2,1.0,0,1.0,dropped,1.0,7,14.0,25.0,42.0,4.0,7.0,13.0,0.5279383429672447,0.8536585365853658,0.9814814814814815,7.0,72,21,0.7741935483870968,0.1276595744680851,564,93,0.8584474885844748,564,93,0.8584474885844748,564,93,0.8584474885844748,252,72,0.7777777777777778,134,41,0.7657142857142857,4763,17792,0.26770458633093525,8.445035460992909,1029,4.628765792031098,0,0,0,0,0,0,0,0,0,0,0,0
