method,threshold_mode,suite,chunk,episodes_still_running,survival_prior,alarms_at_chunk,alarms_at_chunk_risk,alarms_at_chunk_timely,cumulative_alarms,cumulative_alarms_risk
v4:front_lock,per_task,ALL,6,15600,,0,0,0,0,0
v4:front_lock,per_task,ALL,7,15463,,1,0,1,1,0
v4:front_lock,per_task,ALL,8,14456,,7,6,1,8,6
v4:front_lock,per_task,ALL,9,12602,,14,11,3,22,17
v4:front_lock,per_task,ALL,10,11342,,3,3,0,25,20
v4:front_lock,per_task,ALL,11,10735,,1,0,1,26,20
v4:front_lock,per_task,ALL,12,9146,,1,1,0,27,21
v4:front_lock,per_task,ALL,13,6899,,0,0,0,27,21
v4:front_lock,per_task,ALL,14,5753,,4,4,0,31,25
v4:front_lock,per_task,ALL,15,5074,,18,14,4,49,39
v4:front_lock,per_task,ALL,16,4793,,37,32,5,86,71
v4:front_lock,per_task,ALL,17,4584,,21,19,2,107,90
v4:front_lock,per_task,ALL,18,4300,,10,8,2,117,98
v4:front_lock,per_task,ALL,19,4093,,8,6,2,125,104
v4:front_lock,per_task,ALL,20,3995,,19,18,1,144,122
v4:front_lock,per_task,ALL,21,3776,,26,23,3,170,145
v4:front_lock,per_task,ALL,22,3200,,3,1,2,173,146
v4:front_lock,per_task,ALL,23,2750,,2,2,0,175,148
v4:front_lock,per_task,ALL,24,2174,,4,4,0,179,152
v4:front_lock,per_task,ALL,25,1542,,23,22,1,202,174
v4:front_lock,per_task,ALL,26,1131,,15,13,2,217,187
v4:front_lock,per_task,ALL,27,923,,3,2,1,220,189
v4:front_lock,per_task,ALL,28,769,,2,1,1,222,190
v4:front_lock,per_task,ALL,29,735,,4,4,0,226,194
v4:front_lock,per_task,ALL,30,607,,3,2,1,229,196
v4:front_lock,per_task,ALL,31,587,,7,7,0,236,203
v4:front_lock,per_task,ALL,32,569,,6,6,0,242,209
v4:front_lock,per_task,ALL,33,561,,7,6,1,249,215
v4:front_lock,per_task,ALL,34,558,,4,2,2,253,217
v4:front_lock,per_task,ALL,35,552,,0,0,0,253,217
v4:front_lock,per_task,ALL,36,544,,2,2,0,255,219
v4:front_lock,per_task,ALL,37,519,,2,2,0,257,221
v4:front_lock,per_task,ALL,38,459,,2,2,0,259,223
v4:front_lock,per_task,ALL,39,384,,1,1,0,260,224
v4:front_lock,per_task,ALL,40,334,,3,3,0,263,227
v4:front_lock,per_task,ALL,41,311,,0,0,0,263,227
v4:front_lock,per_task,ALL,42,302,,2,2,0,265,229
v4:front_lock,per_task,ALL,43,297,,2,2,0,267,231
v4:front_lock,per_task,ALL,44,288,,3,3,0,270,234
v4:front_lock,per_task,ALL,45,285,,1,1,0,271,235
v4:front_lock,per_task,ALL,46,282,,2,2,0,273,237
v4:front_lock,per_task,ALL,47,279,,0,0,0,273,237
v4:front_lock,per_task,ALL,48,276,,0,0,0,273,237
v4:front_lock,per_task,ALL,49,276,,0,0,0,273,237
v4:front_lock,per_task,ALL,50,276,,1,1,0,274,238
v4:front_lock,per_task,ALL,51,274,,2,2,0,276,240
v4:back_lock,per_task,libero_goal,0,4000,0.0265,0,0,0,0,0
v4:back_lock,per_task,libero_goal,1,4000,0.0265,0,0,0,0,0
v4:back_lock,per_task,libero_goal,2,4000,0.0265,0,0,0,0,0
v4:back_lock,per_task,libero_goal,3,4000,0.0265,0,0,0,0,0
v4:back_lock,per_task,libero_goal,4,4000,0.0265,0,0,0,0,0
v4:back_lock,per_task,libero_goal,5,4000,0.0265,0,0,0,0,0
v4:back_lock,per_task,libero_goal,6,4000,0.0265,0,0,0,0,0
v4:back_lock,per_task,libero_goal,7,3877,0.027340727366520507,4,0,4,4,0
v4:back_lock,per_task,libero_goal,8,3179,0.03334381881094684,0,0,0,4,0
v4:back_lock,per_task,libero_goal,9,2027,0.05229403058707449,0,0,0,4,0
v4:back_lock,per_task,libero_goal,10,1672,0.06339712918660287,0,0,0,4,0
v4:back_lock,per_task,libero_goal,11,1659,0.06389391199517781,0,0,0,4,0
v4:back_lock,per_task,libero_goal,12,1383,0.07664497469269703,0,0,0,4,0
v4:back_lock,per_task,libero_goal,13,835,0.12694610778443113,3,0,3,7,0
v4:back_lock,per_task,libero_goal,14,601,0.17637271214642264,11,10,1,18,10
v4:back_lock,per_task,libero_goal,15,519,0.20423892100192678,12,12,0,30,22
v4:back_lock,per_task,libero_goal,16,500,0.212,3,3,0,33,25
v4:back_lock,per_task,libero_goal,17,475,0.2231578947368421,0,0,0,33,25
v4:back_lock,per_task,libero_goal,18,327,0.3241590214067278,2,1,1,35,26
v4:back_lock,per_task,libero_goal,19,189,0.5608465608465608,2,2,0,37,28
v4:back_lock,per_task,libero_goal,20,139,0.762589928057554,0,0,0,37,28
v4:back_lock,per_task,libero_goal,21,124,0.8548387096774194,1,1,0,38,29
v4:back_lock,per_task,libero_goal,22,115,0.9217391304347826,2,1,1,40,30
v4:back_lock,per_task,libero_goal,23,112,0.9464285714285714,2,1,1,42,31
v4:back_lock,per_task,libero_goal,24,111,0.954954954954955,27,27,0,69,58
v4:back_lock,per_task,libero_goal,25,108,0.9814814814814815,20,20,0,89,78
v4:back_lock,per_task,libero_goal,26,107,0.9906542056074766,2,2,0,91,80
v4:back_lock,per_task,libero_goal,27,107,0.9906542056074766,0,0,0,91,80
v4:back_lock,per_task,libero_goal,28,107,0.9906542056074766,2,2,0,93,82
v4:back_lock,per_task,libero_goal,29,107,0.9906542056074766,3,3,0,96,85
v4:back_lock,per_task,libero_long,0,4000,0.0685,0,0,0,0,0
v4:back_lock,per_task,libero_long,1,4000,0.0685,0,0,0,0,0
v4:back_lock,per_task,libero_long,2,4000,0.0685,0,0,0,0,0
v4:back_lock,per_task,libero_long,3,4000,0.0685,0,0,0,0,0
v4:back_lock,per_task,libero_long,4,4000,0.0685,0,0,0,0,0
v4:back_lock,per_task,libero_long,5,4000,0.0685,0,0,0,0,0
v4:back_lock,per_task,libero_long,6,4000,0.0685,0,0,0,0,0
v4:back_lock,per_task,libero_long,7,4000,0.0685,5,2,3,5,2
v4:back_lock,per_task,libero_long,8,4000,0.0685,22,18,4,27,20
v4:back_lock,per_task,libero_long,9,4000,0.0685,12,6,6,39,26
v4:back_lock,per_task,libero_long,10,4000,0.0685,0,0,0,39,26
v4:back_lock,per_task,libero_long,11,4000,0.0685,0,0,0,39,26
v4:back_lock,per_task,libero_long,12,4000,0.0685,0,0,0,39,26
v4:back_lock,per_task,libero_long,13,4000,0.0685,0,0,0,39,26
v4:back_lock,per_task,libero_long,14,4000,0.0685,2,2,0,41,28
v4:back_lock,per_task,libero_long,15,3968,0.0690524193548387,3,3,0,44,31
v4:back_lock,per_task,libero_long,16,3918,0.06993363961204696,10,3,7,54,34
v4:back_lock,per_task,libero_long,17,3834,0.0714658320292123,4,0,4,58,34
v4:back_lock,per_task,libero_long,18,3749,0.07308615630834889,6,0,6,64,34
v4:back_lock,per_task,libero_long,19,3695,0.07415426251691475,7,0,7,71,34
v4:back_lock,per_task,libero_long,20,3654,0.0749863163656267,29,2,27,100,36
v4:back_lock,per_task,libero_long,21,3457,0.07925947353196414,17,1,16,117,37
v4:back_lock,per_task,libero_long,22,3035,0.09028006589785832,14,1,13,131,38
v4:back_lock,per_task,libero_long,23,2590,0.10579150579150579,9,2,7,140,40
v4:back_lock,per_task,libero_long,24,2017,0.13584531482399603,3,0,3,143,40
v4:back_lock,per_task,libero_long,25,1388,0.19740634005763688,4,1,3,147,41
v4:back_lock,per_task,libero_long,26,979,0.27987742594484166,2,1,1,149,42
v4:back_lock,per_task,libero_long,27,771,0.3553826199740597,1,0,1,150,42
v4:back_lock,per_task,libero_long,28,662,0.41389728096676737,4,2,2,154,44
v4:back_lock,per_task,libero_long,29,628,0.43630573248407645,8,7,1,162,51
v4:back_lock,per_task,libero_long,30,607,0.4514003294892916,8,7,1,170,58
v4:back_lock,per_task,libero_long,31,587,0.46678023850085176,10,9,1,180,67
v4:back_lock,per_task,libero_long,32,569,0.48154657293497366,16,16,0,196,83
v4:back_lock,per_task,libero_long,33,561,0.48841354723707664,19,14,5,215,97
v4:back_lock,per_task,libero_long,34,558,0.4910394265232975,22,22,0,237,119
v4:back_lock,per_task,libero_long,35,552,0.4963768115942029,18,17,1,255,136
v4:back_lock,per_task,libero_long,36,544,0.5036764705882353,30,27,3,285,163
v4:back_lock,per_task,libero_long,37,519,0.5279383429672447,9,9,0,294,172
v4:back_lock,per_task,libero_long,38,459,0.5969498910675382,6,6,0,300,178
v4:back_lock,per_task,libero_long,39,384,0.7135416666666666,4,4,0,304,182
v4:back_lock,per_task,libero_long,40,334,0.8203592814371258,4,4,0,308,186
v4:back_lock,per_task,libero_long,41,311,0.8810289389067524,2,1,1,310,187
v4:back_lock,per_task,libero_long,42,302,0.9072847682119205,0,0,0,310,187
v4:back_lock,per_task,libero_long,43,297,0.9225589225589226,2,2,0,312,189
v4:back_lock,per_task,libero_long,44,288,0.9513888888888888,1,1,0,313,190
v4:back_lock,per_task,libero_long,45,285,0.9614035087719298,0,0,0,313,190
v4:back_lock,per_task,libero_long,46,282,0.9716312056737588,1,1,0,314,191
v4:back_lock,per_task,libero_long,47,279,0.982078853046595,0,0,0,314,191
v4:back_lock,per_task,libero_long,48,276,0.9927536231884058,2,2,0,316,193
v4:back_lock,per_task,libero_long,49,276,0.9927536231884058,1,1,0,317,194
v4:back_lock,per_task,libero_long,50,276,0.9927536231884058,2,2,0,319,196
v4:back_lock,per_task,libero_long,51,274,1.0,6,6,0,325,202
v4:back_lock,per_task,libero_object,0,3600,0.012222222222222223,0,0,0,0,0
v4:back_lock,per_task,libero_object,1,3600,0.012222222222222223,0,0,0,0,0
v4:back_lock,per_task,libero_object,2,3600,0.012222222222222223,0,0,0,0,0
v4:back_lock,per_task,libero_object,3,3600,0.012222222222222223,0,0,0,0,0
v4:back_lock,per_task,libero_object,4,3600,0.012222222222222223,0,0,0,0,0
v4:back_lock,per_task,libero_object,5,3600,0.012222222222222223,0,0,0,0,0
v4:back_lock,per_task,libero_object,6,3600,0.012222222222222223,0,0,0,0,0
v4:back_lock,per_task,libero_object,7,3600,0.012222222222222223,0,0,0,0,0
v4:back_lock,per_task,libero_object,8,3600,0.012222222222222223,0,0,0,0,0
v4:back_lock,per_task,libero_object,9,3600,0.012222222222222223,0,0,0,0,0
v4:back_lock,per_task,libero_object,10,3600,0.012222222222222223,0,0,0,0,0
v4:back_lock,per_task,libero_object,11,3576,0.012304250559284116,0,0,0,0,0
v4:back_lock,per_task,libero_object,12,2999,0.014671557185728577,0,0,0,0,0
v4:back_lock,per_task,libero_object,13,1735,0.025360230547550433,0,0,0,0,0
v4:back_lock,per_task,libero_object,14,988,0.044534412955465584,1,1,0,1,1
v4:back_lock,per_task,libero_object,15,440,0.1,0,0,0,1,1
v4:back_lock,per_task,libero_object,16,229,0.19213973799126638,3,3,0,4,4
v4:back_lock,per_task,libero_object,17,130,0.3384615384615385,1,1,0,5,5
v4:back_lock,per_task,libero_object,18,79,0.5569620253164557,0,0,0,5,5
v4:back_lock,per_task,libero_object,19,66,0.6666666666666666,2,2,0,7,7
v4:back_lock,per_task,libero_object,20,60,0.7333333333333333,3,2,1,10,9
v4:back_lock,per_task,libero_object,21,53,0.8301886792452831,1,1,0,11,10
v4:back_lock,per_task,libero_object,22,50,0.88,2,2,0,13,12
v4:back_lock,per_task,libero_object,23,48,0.9166666666666666,1,1,0,14,13
v4:back_lock,per_task,libero_object,24,46,0.9565217391304348,4,4,0,18,17
v4:back_lock,per_task,libero_object,25,46,0.9565217391304348,1,1,0,19,18
v4:back_lock,per_task,libero_object,26,45,0.9777777777777777,0,0,0,19,18
v4:back_lock,per_task,libero_object,27,45,0.9777777777777777,0,0,0,19,18
v4:back_lock,per_task,libero_spatial,0,4000,0.035,0,0,0,0,0
v4:back_lock,per_task,libero_spatial,1,4000,0.035,0,0,0,0,0
v4:back_lock,per_task,libero_spatial,2,4000,0.035,0,0,0,0,0
v4:back_lock,per_task,libero_spatial,3,4000,0.035,0,0,0,0,0
v4:back_lock,per_task,libero_spatial,4,4000,0.035,0,0,0,0,0
v4:back_lock,per_task,libero_spatial,5,4000,0.035,0,0,0,0,0
v4:back_lock,per_task,libero_spatial,6,4000,0.035,0,0,0,0,0
v4:back_lock,per_task,libero_spatial,7,3986,0.035122930255895635,3,0,3,3,0
v4:back_lock,per_task,libero_spatial,8,3677,0.03807451726951319,0,0,0,3,0
v4:back_lock,per_task,libero_spatial,9,2975,0.047058823529411764,1,0,1,4,0
v4:back_lock,per_task,libero_spatial,10,2070,0.06763285024154589,0,0,0,4,0
v4:back_lock,per_task,libero_spatial,11,1500,0.09333333333333334,1,0,1,5,0
v4:back_lock,per_task,libero_spatial,12,764,0.18324607329842932,2,0,2,7,0
v4:back_lock,per_task,libero_spatial,13,329,0.425531914893617,0,0,0,7,0
v4:back_lock,per_task,libero_spatial,14,164,0.8536585365853658,2,2,0,9,2
v4:back_lock,per_task,libero_spatial,15,147,0.9523809523809523,11,10,1,20,12
v4:back_lock,per_task,libero_spatial,16,146,0.958904109589041,19,18,1,39,30
v4:back_lock,per_task,libero_spatial,17,145,0.9655172413793104,14,13,1,53,43
v4:back_lock,per_task,libero_spatial,18,145,0.9655172413793104,8,7,1,61,50
v4:back_lock,per_task,libero_spatial,19,143,0.9790209790209791,17,17,0,78,67
v4:back_lock,per_task,libero_spatial,20,142,0.9859154929577465,25,25,0,103,92
v4:back_lock,per_task,libero_spatial,21,142,0.9859154929577465,12,12,0,115,104
v4:back_lock,per_task,ALL,0,15600,,0,0,0,0,0
v4:back_lock,per_task,ALL,1,15600,,0,0,0,0,0
v4:back_lock,per_task,ALL,2,15600,,0,0,0,0,0
v4:back_lock,per_task,ALL,3,15600,,0,0,0,0,0
v4:back_lock,per_task,ALL,4,15600,,0,0,0,0,0
v4:back_lock,per_task,ALL,5,15600,,0,0,0,0,0
v4:back_lock,per_task,ALL,6,15600,,0,0,0,0,0
v4:back_lock,per_task,ALL,7,15463,,12,2,10,12,2
v4:back_lock,per_task,ALL,8,14456,,22,18,4,34,20
v4:back_lock,per_task,ALL,9,12602,,13,6,7,47,26
v4:back_lock,per_task,ALL,10,11342,,0,0,0,47,26
v4:back_lock,per_task,ALL,11,10735,,1,0,1,48,26
v4:back_lock,per_task,ALL,12,9146,,2,0,2,50,26
v4:back_lock,per_task,ALL,13,6899,,3,0,3,53,26
v4:back_lock,per_task,ALL,14,5753,,16,15,1,69,41
v4:back_lock,per_task,ALL,15,5074,,26,25,1,95,66
v4:back_lock,per_task,ALL,16,4793,,35,27,8,130,93
v4:back_lock,per_task,ALL,17,4584,,19,14,5,149,107
v4:back_lock,per_task,ALL,18,4300,,16,8,8,165,115
v4:back_lock,per_task,ALL,19,4093,,28,21,7,193,136
v4:back_lock,per_task,ALL,20,3995,,57,29,28,250,165
v4:back_lock,per_task,ALL,21,3776,,31,15,16,281,180
v4:back_lock,per_task,ALL,22,3200,,18,4,14,299,184
v4:back_lock,per_task,ALL,23,2750,,12,4,8,311,188
v4:back_lock,per_task,ALL,24,2174,,34,31,3,345,219
v4:back_lock,per_task,ALL,25,1542,,25,22,3,370,241
v4:back_lock,per_task,ALL,26,1131,,4,3,1,374,244
v4:back_lock,per_task,ALL,27,923,,1,0,1,375,244
v4:back_lock,per_task,ALL,28,769,,6,4,2,381,248
v4:back_lock,per_task,ALL,29,735,,11,10,1,392,258
v4:back_lock,per_task,ALL,30,607,,8,7,1,400,265
v4:back_lock,per_task,ALL,31,587,,10,9,1,410,274
v4:back_lock,per_task,ALL,32,569,,16,16,0,426,290
v4:back_lock,per_task,ALL,33,561,,19,14,5,445,304
v4:back_lock,per_task,ALL,34,558,,22,22,0,467,326
v4:back_lock,per_task,ALL,35,552,,18,17,1,485,343
v4:back_lock,per_task,ALL,36,544,,30,27,3,515,370
v4:back_lock,per_task,ALL,37,519,,9,9,0,524,379
v4:back_lock,per_task,ALL,38,459,,6,6,0,530,385
v4:back_lock,per_task,ALL,39,384,,4,4,0,534,389
v4:back_lock,per_task,ALL,40,334,,4,4,0,538,393
v4:back_lock,per_task,ALL,41,311,,2,1,1,540,394
v4:back_lock,per_task,ALL,42,302,,0,0,0,540,394
v4:back_lock,per_task,ALL,43,297,,2,2,0,542,396
v4:back_lock,per_task,ALL,44,288,,1,1,0,543,397
v4:back_lock,per_task,ALL,45,285,,0,0,0,543,397
v4:back_lock,per_task,ALL,46,282,,1,1,0,544,398
v4:back_lock,per_task,ALL,47,279,,0,0,0,544,398
v4:back_lock,per_task,ALL,48,276,,2,2,0,546,400
v4:back_lock,per_task,ALL,49,276,,1,1,0,547,401
v4:back_lock,per_task,ALL,50,276,,2,2,0,549,403
v4:back_lock,per_task,ALL,51,274,,6,6,0,555,409
