family,quantity,cohort,layer,survival_auc,survival_auc_early,abs_auc_gap
circuit,gap_ratio,development_main,L3,0.4813413637648724,0.4783874561457375,0.01865863623512759
circuit,gap_ratio,development_main,L4,0.49077714280261925,0.4884193131223222,0.009222857197380752
circuit,gap_ratio,development_main,L5,0.5088405908347378,0.5166581648525072,0.00884059083473776
circuit,gap_ratio,development_main,L12,0.5585613217033546,0.5620266825232088,0.058561321703354596
circuit,gap_ratio,development_main,L13,0.5257501805249067,0.5215655052114399,0.02575018052490674
circuit,gap_ratio,development_main,L14,0.5481698282751127,0.5498139024826716,0.048169828275112736
circuit,gap_ratio,development_main,L15,0.512025342256489,0.5062786961561059,0.012025342256488991
circuit,gap_ratio,external_8b,L2,0.48881308391571815,0.49167738877244743,0.01118691608428185
circuit,gap_ratio,external_8b,L3,0.4722514448405235,0.4691271777957135,0.027748555159476496
circuit,gap_ratio,external_8b,L4,0.5044895370910749,0.5018460669083438,0.004489537091074913
circuit,gap_ratio,external_8b,L5,0.5236241098426994,0.529294771520266,0.02362410984269936
circuit,gap_ratio,external_8b,L12,0.5780464889057034,0.581605709455772,0.07804648890570343
circuit,gap_ratio,external_8b,L13,0.5359525780775948,0.5343357273056744,0.03595257807759478
circuit,gap_ratio,external_8b,L14,0.5606637982935044,0.5631731203436552,0.060663798293504434
circuit,gap_ratio,external_8b,L15,0.5208677545224207,0.51613985125919,0.020867754522420734
circuit,spectral_erank,development_main,L2,0.46927748651459456,0.47204891289258066,0.030722513485405445
circuit,spectral_erank,development_main,L3,0.48717876563978696,0.48366472168667884,0.01282123436021304
circuit,spectral_erank,development_main,L4,0.4934344283154281,0.4913646293320492,0.0065655716845718914
circuit,spectral_erank,development_main,L5,0.5097891877905469,0.5174824050953328,0.009789187790546938
circuit,spectral_erank,development_main,L12,0.5561893929588441,0.5598674649252033,0.056189392958844064
circuit,spectral_erank,development_main,L13,0.5253518175116122,0.5210997800877581,0.025351817511612196
circuit,spectral_erank,development_main,L14,0.5506774537239718,0.5522386928404996,0.05067745372397181
circuit,spectral_erank,development_main,L15,0.5127348748597894,0.5072517130800867,0.012734874859789413
circuit,spectral_erank,external_8b,L2,0.4863816277464586,0.48899818255936595,0.0136183722535414
circuit,spectral_erank,external_8b,L3,0.47589509314442907,0.4722747841529753,0.02410490685557093
circuit,spectral_erank,external_8b,L4,0.5071683517279114,0.5046343425041937,0.007168351727911415
circuit,spectral_erank,external_8b,L5,0.5243286264768879,0.5298377693314487,0.024328626476887938
circuit,spectral_erank,external_8b,L12,0.5760136139737161,0.5797836798769639,0.07601361397371609
circuit,spectral_erank,external_8b,L13,0.5376363487335346,0.5360738584098586,0.03763634873353461
circuit,spectral_erank,external_8b,L14,0.5633206597511123,0.5657570376657306,0.06332065975111234
circuit,spectral_erank,external_8b,L15,0.5221067856368315,0.5175731453206257,0.02210678563683155
circuit,norm_fiedler,development_main,L2,0.4836856372999501,0.4861888586309424,0.016314362700049878
circuit,norm_fiedler,development_main,L3,0.48484095015852485,0.47966465359109944,0.015159049841475147
circuit,norm_fiedler,development_main,L4,0.5163813480390265,0.5138650301029074,0.016381348039026467
circuit,norm_fiedler,development_main,L5,0.5134302695614935,0.5210025209550972,0.013430269561493513
circuit,norm_fiedler,development_main,L12,0.5652842720867671,0.5621601579655311,0.06528427208676713
circuit,norm_fiedler,development_main,L13,0.5335438296864206,0.5291350989949619,0.033543829686420557
circuit,norm_fiedler,development_main,L14,0.5582588016388795,0.5586084465675674,0.05825880163887953
circuit,norm_fiedler,development_main,L15,0.5359405240006685,0.5292841594076981,0.035940524000668495
circuit,norm_fiedler,external_8b,L2,0.5042177232822698,0.5067173819720684,0.00421772328226977
circuit,norm_fiedler,external_8b,L3,0.4855396107257518,0.48117194218672615,0.014460389274248198
circuit,norm_fiedler,external_8b,L4,0.5422545759670343,0.5398809616811097,0.0422545759670343
circuit,norm_fiedler,external_8b,L5,0.5394114351331885,0.5453170174131878,0.039411435133188455
circuit,norm_fiedler,external_8b,L12,0.5968682650688228,0.5950181842397938,0.09686826506882285
circuit,norm_fiedler,external_8b,L13,0.5536463269341726,0.5512883680849383,0.053646326934172595
circuit,norm_fiedler,external_8b,L14,0.5866597996805977,0.5889887479075232,0.08665979968059767
circuit,norm_fiedler,external_8b,L15,0.547920366244876,0.5419431460340974,0.047920366244875945
circuit,n_near_zero,development_main,L2,0.5,0.5,0.0
circuit,n_near_zero,development_main,L3,0.5,0.5,0.0
circuit,n_near_zero,development_main,L4,0.5,0.5,0.0
circuit,n_near_zero,development_main,L5,0.5,0.5,0.0
circuit,n_near_zero,development_main,L12,0.5,0.5,0.0
circuit,n_near_zero,development_main,L13,0.5,0.5,0.0
circuit,n_near_zero,development_main,L14,0.5,0.5,0.0
circuit,n_near_zero,development_main,L15,0.49999363891395937,0.49999785174660094,6.361086040629349e-06
circuit,n_near_zero,external_8b,L2,0.5,0.5,0.0
circuit,n_near_zero,external_8b,L3,0.5,0.5,0.0
circuit,n_near_zero,external_8b,L4,0.5,0.5,0.0
circuit,n_near_zero,external_8b,L5,0.5,0.5,0.0
circuit,n_near_zero,external_8b,L12,0.5,0.5,0.0
circuit,n_near_zero,external_8b,L13,0.5,0.5,0.0
circuit,n_near_zero,external_8b,L14,0.5,0.5,0.0
circuit,n_near_zero,external_8b,L15,0.5000340557417428,0.5000353184853292,3.405574174275561e-05
circuit,log_kirchhoff,development_main,L2,0.501048202254299,0.4986355550934784,0.0010482022542990244
circuit,log_kirchhoff,development_main,L3,0.5388163554847941,0.5401888760601681,0.03881635548479412
circuit,log_kirchhoff,development_main,L4,0.5002027984046551,0.5015554773267054,0.00020279840465509125
circuit,log_kirchhoff,development_main,L5,0.5137997555713901,0.5041296726284752,0.013799755571390127
circuit,log_kirchhoff,development_main,L12,0.46786840898881965,0.4679537744508223,0.03213159101118035
circuit,log_kirchhoff,development_main,L13,0.5027701366093651,0.5053544202644338,0.0027701366093650925
circuit,log_kirchhoff,development_main,L14,0.49196373746541205,0.487393116793444,0.008036262534587946
circuit,log_kirchhoff,development_main,L15,0.5080977013168341,0.514150362740693,0.008097701316834072
circuit,log_kirchhoff,external_8b,L2,0.47948431284020515,0.4774997894002151,0.02051568715979485
circuit,log_kirchhoff,external_8b,L3,0.547853848243506,0.5494397608679049,0.047853848243506025
circuit,log_kirchhoff,external_8b,L4,0.480065367533621,0.48202066478294125,0.019934632466379
circuit,log_kirchhoff,external_8b,L5,0.4952335657604784,0.48709640640830837,0.004766434239521611
circuit,log_kirchhoff,external_8b,L12,0.46067751014126257,0.4615390025884926,0.03932248985873743
circuit,log_kirchhoff,external_8b,L13,0.5063947885918059,0.5085091736829265,0.006394788591805867
circuit,log_kirchhoff,external_8b,L14,0.48946334314233514,0.48509006787377035,0.010536656857664861
circuit,log_kirchhoff,external_8b,L15,0.524846271117523,0.5317035714336442,0.024846271117523022
circuit,kirchhoff_efficiency,development_main,L2,0.46923701216530556,0.47202388371382753,0.030762987834694444
circuit,kirchhoff_efficiency,development_main,L3,0.4870764064564868,0.48354733787830795,0.01292359354351319
circuit,kirchhoff_efficiency,development_main,L4,0.4937046581108249,0.49163389060242496,0.006295341889175077
circuit,kirchhoff_efficiency,development_main,L5,0.5097294168540311,0.5173851459626718,0.009729416854031059
circuit,kirchhoff_efficiency,development_main,L12,0.5563959925002796,0.5600709612684098,0.0563959925002796
circuit,kirchhoff_efficiency,development_main,L13,0.5255631102933581,0.5213658797776598,0.025563110293358116
circuit,kirchhoff_efficiency,development_main,L14,0.5508649118266203,0.5524584632165311,0.05086491182662034
circuit,kirchhoff_efficiency,development_main,L15,0.512559731664567,0.5070377389349243,0.012559731664567031
circuit,kirchhoff_efficiency,external_8b,L2,0.4862407823644251,0.4888675205527362,0.013759217635574916
circuit,kirchhoff_efficiency,external_8b,L3,0.47584656437090933,0.4722120139447104,0.02415343562909067
circuit,kirchhoff_efficiency,external_8b,L4,0.5074180411569301,0.5048835795648172,0.007418041156930122
circuit,kirchhoff_efficiency,external_8b,L5,0.5243448641913384,0.5298037483156115,0.02434486419133841
circuit,kirchhoff_efficiency,external_8b,L12,0.576424982575734,0.5801711179248442,0.07642498257573405
circuit,kirchhoff_efficiency,external_8b,L13,0.5380785334359693,0.536576894160688,0.03807853343596934
circuit,kirchhoff_efficiency,external_8b,L14,0.5633437059800566,0.565802653961554,0.06334370598005656
circuit,kirchhoff_efficiency,external_8b,L15,0.5221207055591139,0.5175463628187964,0.02212070555911394
circuit,log_spanning_trees,development_main,L2,0.4989564328053464,0.5013679104851182,0.001043567194653594
circuit,log_spanning_trees,development_main,L3,0.4611699526653746,0.4597983965517696,0.03883004733462542
circuit,log_spanning_trees,development_main,L4,0.49980819774103097,0.4984565001993214,0.00019180225896903158
circuit,log_spanning_trees,development_main,L5,0.4861652002747213,0.49583792117166553,0.01383479972527868
circuit,log_spanning_trees,development_main,L12,0.5319107953874834,0.5318065736959342,0.031910795387483426
circuit,log_spanning_trees,development_main,L13,0.4971481389498568,0.4945842126479027,0.0028518610501431785
circuit,log_spanning_trees,development_main,L14,0.5076818647104827,0.5122516918002181,0.007681864710482711
circuit,log_spanning_trees,development_main,L15,0.49175498523937133,0.48572643695352535,0.008245014760628666
circuit,log_spanning_trees,external_8b,L2,0.5205224561664676,0.5225064657684937,0.02052245616646764
circuit,log_spanning_trees,external_8b,L3,0.45213728883530574,0.45055320548169114,0.04786271116469426
circuit,log_spanning_trees,external_8b,L4,0.5199365420110629,0.5179815887167027,0.019936542011062874
circuit,log_spanning_trees,external_8b,L5,0.5047489717826187,0.5128908101028022,0.004748971782618683
circuit,log_spanning_trees,external_8b,L12,0.5390286306857878,0.5381504788181414,0.03902863068578777
circuit,log_spanning_trees,external_8b,L13,0.49344432239161595,0.49133638647480654,0.006555677608384047
circuit,log_spanning_trees,external_8b,L14,0.5101378254041926,0.5144999317667623,0.010137825404192613
circuit,log_spanning_trees,external_8b,L15,0.47476589377252965,0.4679218149800856,0.025234106227470354
circuit,res_mean,development_main,L2,0.501048182860744,0.4986355348269369,0.0010481828607440402
circuit,res_mean,development_main,L3,0.538816316697684,0.5401888355270851,0.03881631669768404
circuit,res_mean,development_main,L4,0.5002028177982102,0.5015554975932469,0.00020281779821018642
circuit,res_mean,development_main,L5,0.5137997749649452,0.5041296928950166,0.013799774964945222
circuit,res_mean,development_main,L12,0.4678683702017096,0.4679537339177393,0.03213162979829037
circuit,res_mean,development_main,L13,0.5027701753964751,0.5053544607975168,0.002770175396475061
circuit,res_mean,development_main,L14,0.49196365989119206,0.487393035727278,0.008036340108807938
circuit,res_mean,development_main,L15,0.5080977207103891,0.514150362740693,0.008097720710389056
circuit,res_mean,external_8b,L2,0.47948437868657356,0.47749985768808306,0.020515621313426435
circuit,res_mean,external_8b,L3,0.5478539009206007,0.5494397881830522,0.04785390092060071
circuit,res_mean,external_8b,L4,0.48006538070289473,0.4820206784405149,0.01993461929710527
circuit,res_mean,external_8b,L5,0.4952335920990258,0.48709643372345557,0.004766407900974212
circuit,res_mean,external_8b,L12,0.460677575987631,0.4615390708763606,0.03932242401236902
circuit,res_mean,external_8b,L13,0.5063947885918059,0.5085091600253528,0.006394788591805867
circuit,res_mean,external_8b,L14,0.4894633168037878,0.4850900269010496,0.010536683196212204
circuit,res_mean,external_8b,L15,0.5248462974560704,0.5317035850912178,0.024846297456070365
circuit,res_cv,development_main,L2,0.530979245366521,0.5281806056899125,0.03097924536652097
circuit,res_cv,development_main,L3,0.5130770935313534,0.5166116126066805,0.013077093531353445
circuit,res_cv,development_main,L4,0.5064893162263043,0.5085575471485888,0.006489316226304331
circuit,res_cv,development_main,L5,0.4905315622156299,0.48295462260558414,0.00946843778437012
circuit,res_cv,development_main,L12,0.4455341122741771,0.44165357954749274,0.05446588772582289
circuit,res_cv,development_main,L13,0.4771013120476914,0.4808966566489152,0.022898687952308594
circuit,res_cv,development_main,L14,0.45265371903804397,0.4509707977376865,0.04734628096195603
circuit,res_cv,development_main,L15,0.49052624838155934,0.4954967744785875,0.009473751618440662
circuit,res_cv,external_8b,L2,0.5141848222224434,0.5115422749431271,0.014184822222443438
circuit,res_cv,external_8b,L3,0.524481271528141,0.5281111242466618,0.024481271528140947
circuit,res_cv,external_8b,L4,0.4931705463610321,0.49571425340436875,0.0068294536389679195
circuit,res_cv,external_8b,L5,0.47626701977176805,0.47091789055825717,0.023732980228231948
circuit,res_cv,external_8b,L12,0.42670407635903085,0.4228522591429534,0.07329592364096915
circuit,res_cv,external_8b,L13,0.465145423284951,0.46632155708139184,0.03485457671504899
circuit,res_cv,external_8b,L14,0.4423775006014407,0.43998345903946173,0.05762249939855929
circuit,res_cv,external_8b,L15,0.4816574668754576,0.48585531538014326,0.018342533124542426
circuit,res_end2end,development_main,L2,0.5023268387291311,0.4998685917449107,0.0023268387291310866
circuit,res_end2end,development_main,L3,0.5381143475808344,0.5396909676685837,0.03811434758083443
circuit,res_end2end,development_main,L4,0.49970248347271545,0.5010777544104554,0.00029751652728454703
circuit,res_end2end,development_main,L5,0.5134533091048358,0.5038069076885381,0.013453309104835776
circuit,res_end2end,development_main,L12,0.4625400879327056,0.4623933042589529,0.037459912067294376
circuit,res_end2end,development_main,L13,0.5000833534993983,0.5025451533477996,8.33534993982532e-05
circuit,res_end2end,development_main,L14,0.4857216502782723,0.48096420503173637,0.014278349721727701
circuit,res_end2end,development_main,L15,0.507765547900316,0.5145995300999687,0.007765547900316028
circuit,res_end2end,external_8b,L2,0.4807402269634768,0.47873323218716424,0.01925977303652321
circuit,res_end2end,external_8b,L3,0.5473036754968754,0.5490712931897547,0.04730367549687542
circuit,res_end2end,external_8b,L4,0.4795392682192819,0.4815015267528376,0.02046073178071811
circuit,res_end2end,external_8b,L5,0.4942685345543041,0.48625391166565474,0.005731465445695916
circuit,res_end2end,external_8b,L12,0.453482543311239,0.4540752205616191,0.046517456688761005
circuit,res_end2end,external_8b,L13,0.5008015873505017,0.5026232511340429,0.0008015873505017312
circuit,res_end2end,external_8b,L14,0.4832664755647024,0.4785989509235306,0.016733524435297575
circuit,res_end2end,external_8b,L15,0.5217233095564731,0.5291088099981306,0.02172330955647306
circuit,res_chain_series,development_main,L2,0.5008971264608341,0.4984907303879158,0.0008971264608340634
circuit,res_chain_series,development_main,L3,0.538905973102458,0.5402557759136613,0.038905973102458025
circuit,res_chain_series,development_main,L4,0.5002672819750366,0.5016174726771554,0.0002672819750365596
circuit,res_chain_series,development_main,L5,0.5138881707886439,0.5042152177001488,0.013888170788643905
circuit,res_chain_series,development_main,L12,0.46901524686385854,0.4691287677273972,0.030984753136141463
circuit,res_chain_series,development_main,L13,0.5035524532245877,0.5061250149719075,0.0035524532245877483
circuit,res_chain_series,development_main,L14,0.493302435780085,0.48874684069951185,0.00669756421991502
circuit,res_chain_series,development_main,L15,0.508751264120399,0.5146531959018621,0.00875126412039895
circuit,res_chain_series,external_8b,L2,0.47934606180508704,0.47736348681568863,0.020653938194912957
circuit,res_chain_series,external_8b,L3,0.5479611909932914,0.5495256806634216,0.047961190993291436
circuit,res_chain_series,external_8b,L4,0.4801476359863151,0.48210300629417474,0.019852364013684898
circuit,res_chain_series,external_8b,L5,0.49542736479198896,0.48727245253201035,0.004572635208011044
circuit,res_chain_series,external_8b,L12,0.4622737051272144,0.4631696895611669,0.037726294872785615
circuit,res_chain_series,external_8b,L13,0.5076824538339259,0.5098184023457811,0.007682453833925851
circuit,res_chain_series,external_8b,L14,0.4910919740493668,0.48676223289746734,0.008908025950633225
circuit,res_chain_series,external_8b,L15,0.5261839532610888,0.5329257740375207,0.0261839532610888
circuit,res_shortcut,development_main,L2,0.4738754462893361,0.4754111726605976,0.02612455371066391
circuit,res_shortcut,development_main,L3,0.49617021893888474,0.4915298016452784,0.003829781061115256
circuit,res_shortcut,development_main,L4,0.5321293607523552,0.5312429611768051,0.032129360752355174
circuit,res_shortcut,development_main,L5,0.5007844305127179,0.49647151405859585,0.0007844305127179263
circuit,res_shortcut,development_main,L12,0.5507233970557713,0.5513449586268688,0.050723397055771335
circuit,res_shortcut,development_main,L13,0.5247926237466867,0.5258157840283845,0.02479262374668667
circuit,res_shortcut,development_main,L14,0.552755046484218,0.5548464900680773,0.05275504648421803
circuit,res_shortcut,development_main,L15,0.4994015536797506,0.4929591805507676,0.0005984463202494128
circuit,res_shortcut,external_8b,L2,0.47763337142414053,0.4785994016234594,0.02236662857585947
circuit,res_shortcut,external_8b,L3,0.49672282624412895,0.4923657441394532,0.0032771737558710545
circuit,res_shortcut,external_8b,L4,0.5340238194233407,0.5329823300497977,0.03402381942334065
circuit,res_shortcut,external_8b,L5,0.5120247979530523,0.507756163362499,0.012024797953052335
circuit,res_shortcut,external_8b,L12,0.5681444725160683,0.5689324918155625,0.06814447251606826
circuit,res_shortcut,external_8b,L13,0.5523466118066331,0.5546339956018242,0.052346611806633137
circuit,res_shortcut,external_8b,L14,0.5558567763524936,0.5585687698710867,0.05585677635249364
circuit,res_shortcut,external_8b,L15,0.511604698122583,0.5065138841254307,0.011604698122583024
circuit,res_adjacent_mean,development_main,L2,0.5008971264608341,0.4984907303879158,0.0008971264608340634
circuit,res_adjacent_mean,development_main,L3,0.538905992496013,0.5402557961802028,0.03890599249601301
circuit,res_adjacent_mean,development_main,L4,0.5002672819750366,0.5016174726771554,0.0002672819750365596
circuit,res_adjacent_mean,development_main,L5,0.5138881513950889,0.5042151974336073,0.013888151395088921
circuit,res_adjacent_mean,development_main,L12,0.4690152274703035,0.4691287474608557,0.030984772529696503
circuit,res_adjacent_mean,development_main,L13,0.5035524532245877,0.5061250149719075,0.0035524532245877483
circuit,res_adjacent_mean,development_main,L14,0.49330241638653,0.48874682043297035,0.006697583613470004
circuit,res_adjacent_mean,development_main,L15,0.5087512059397339,0.5146531351022376,0.008751205939733886
circuit,res_adjacent_mean,external_8b,L2,0.4793460749743607,0.47736350047326226,0.020653925025639286
circuit,res_adjacent_mean,external_8b,L3,0.5479611909932914,0.5495256806634216,0.047961190993291436
circuit,res_adjacent_mean,external_8b,L4,0.4801476359863151,0.48210300629417474,0.019852364013684898
circuit,res_adjacent_mean,external_8b,L5,0.4954273516227153,0.4872724388744368,0.004572648377284716
circuit,res_adjacent_mean,external_8b,L12,0.4622737314657618,0.4631697168763141,0.037726268534238216
circuit,res_adjacent_mean,external_8b,L13,0.5076824538339259,0.5098184023457811,0.007682453833925851
circuit,res_adjacent_mean,external_8b,L14,0.4910919608800931,0.48676221923989377,0.008908039119906896
circuit,res_adjacent_mean,external_8b,L15,0.5261839664303625,0.5329257876950944,0.02618396643036247
circuit,th_mean,development_main,L2,0.499718308613597,0.49721191161923384,0.0002816913864029935
circuit,th_mean,development_main,L3,0.5457330086955658,0.5473435124064674,0.04573300869556585
circuit,th_mean,development_main,L4,0.49942717256590813,0.5005472574201382,0.0005728274340918715
circuit,th_mean,development_main,L5,0.5124940844808855,0.5022557268686308,0.012494084480885514
circuit,th_mean,development_main,L12,0.46743670845447677,0.4675637245931036,0.03256329154552323
circuit,th_mean,development_main,L13,0.5022548886400738,0.5048553364134423,0.0022548886400738377
circuit,th_mean,development_main,L14,0.491439393918825,0.48689060789693894,0.008560606081174982
circuit,th_mean,development_main,L15,0.5073786852651376,0.5134786282226588,0.00737868526513763
circuit,th_mean,external_8b,L2,0.48029573763814765,0.47831070783270585,0.019704262361852354
circuit,th_mean,external_8b,L3,0.5515902477419569,0.5532441735971568,0.05159024774195686
circuit,th_mean,external_8b,L4,0.4785022405938858,0.48027636045548994,0.021497759406114203
circuit,th_mean,external_8b,L5,0.5009779897714778,0.49293342118613076,0.000977989771477783
circuit,th_mean,external_8b,L12,0.46008204826243815,0.4609683345331967,0.03991795173756185
circuit,th_mean,external_8b,L13,0.5057082743547412,0.5078463170058316,0.005708274354741194
circuit,th_mean,external_8b,L14,0.4885553480604794,0.4841888865373582,0.0114446519395206
circuit,th_mean,external_8b,L15,0.523827232719977,0.5306915588874693,0.023827232719977
circuit,th_max,development_main,L2,0.5006184022883464,0.4980302340319413,0.0006184022883464202
circuit,th_max,development_main,L3,0.5454100672176737,0.54716917961648,0.04541006721767371
circuit,th_max,development_main,L4,0.49979694947912984,0.5010137324058553,0.00020305052087016273
circuit,th_max,development_main,L5,0.5111054477620827,0.5010272299224947,0.011105447762082665
circuit,th_max,development_main,L12,0.460942524445867,0.460596918553431,0.039057475554133025
circuit,th_max,development_main,L13,0.4999375139657838,0.5029439583514466,6.248603421621368e-05
circuit,th_max,development_main,L14,0.4835384790045955,0.4789176491379323,0.01646152099540449
circuit,th_max,development_main,L15,0.5045546151793122,0.5112812689935493,0.004554615179312216
circuit,th_max,external_8b,L2,0.4809175907414317,0.4788442546029574,0.0190824092585683
circuit,th_max,external_8b,L3,0.5513098080588896,0.5531068193794633,0.05130980805888963
circuit,th_max,external_8b,L4,0.47882579647898926,0.4806839024517093,0.021174203521010737
circuit,th_max,external_8b,L5,0.4994731236985136,0.4917163265147806,0.0005268763014864009
circuit,th_max,external_8b,L12,0.4515300009487145,0.4519438605983481,0.04846999905128552
circuit,th_max,external_8b,L13,0.5016666901079738,0.5037791735332394,0.0016666901079738228
circuit,th_max,external_8b,L14,0.48061169485233635,0.4759512254175967,0.019388305147663654
circuit,th_max,external_8b,L15,0.5177556839507063,0.5250105682304516,0.017755683950706258
circuit,th_min,development_main,L2,0.49900340399556103,0.4964964824377245,0.0009965960044389655
circuit,th_min,development_main,L3,0.5461466150430919,0.5477398246255097,0.04614661504309192
circuit,th_min,development_main,L4,0.49910473532044614,0.5002060904605187,0.0008952646795538644
circuit,th_min,development_main,L5,0.5133223250343528,0.5031259924272041,0.013322325034352822
circuit,th_min,development_main,L12,0.47054314870113023,0.4708757233381993,0.02945685129886977
circuit,th_min,development_main,L13,0.5034523243001128,0.5057428487988325,0.0034523243001127746
circuit,th_min,development_main,L14,0.4954222677031255,0.49083125449283893,0.004577732296874526
circuit,th_min,development_main,L15,0.5099724180982051,0.5157521288481856,0.009972418098205149
circuit,th_min,external_8b,L2,0.4799033064516851,0.4779302761200822,0.020096693548314892
circuit,th_min,external_8b,L3,0.5519592771290857,0.5535828814224331,0.05195927712908566
circuit,th_min,external_8b,L4,0.47823043995435427,0.4799960660725003,0.02176956004564573
circuit,th_min,external_8b,L5,0.501949078843546,0.49391090738624527,0.0019490788435460038
circuit,th_min,external_8b,L12,0.46398647452380304,0.46511221991184637,0.03601352547619696
circuit,th_min,external_8b,L13,0.5076918698646088,0.5096472592910015,0.007691869864608791
circuit,th_min,external_8b,L14,0.4930335332376401,0.4887453125841648,0.006966466762359902
circuit,th_min,external_8b,L15,0.5278631541790609,0.5344967774135637,0.027863154179060934
circuit,th_cv,development_main,L2,0.5365944358882234,0.5340311306237373,0.03659443588822342
circuit,th_cv,development_main,L3,0.5021215385558806,0.5058582059530534,0.0021215385558805977
circuit,th_cv,development_main,L4,0.508832057670537,0.5108410999786999,0.008832057670536964
circuit,th_cv,development_main,L5,0.4831471752453217,0.4773095598694916,0.01685282475467831
circuit,th_cv,development_main,L12,0.45166338715187065,0.4471733139909461,0.048336612848129346
circuit,th_cv,development_main,L13,0.47130298818610566,0.4733484238001346,0.028697011813894335
circuit,th_cv,development_main,L14,0.45260508000209915,0.45384657944352536,0.04739491999790085
circuit,th_cv,development_main,L15,0.4814850700074367,0.4835585047426747,0.018514929992563323
circuit,th_cv,external_8b,L2,0.5214109870618208,0.5189037754013114,0.021410987061820763
circuit,th_cv,external_8b,L3,0.5127327122598511,0.5166200105742398,0.012732712259851064
circuit,th_cv,external_8b,L4,0.5015876217887846,0.5043766923782326,0.0015876217887845767
circuit,th_cv,external_8b,L5,0.4644036244369675,0.4606845028386447,0.03559637556303252
circuit,th_cv,external_8b,L12,0.4311031668784549,0.4263586772738303,0.0688968331215451
circuit,th_cv,external_8b,L13,0.45397204521401463,0.4538274312037971,0.04602795478598537
circuit,th_cv,external_8b,L14,0.4420119610718377,0.4420352772940872,0.05798803892816229
circuit,th_cv,external_8b,L15,0.4608463270605976,0.46188701122139025,0.03915367293940242
circuit,th_first,development_main,L2,0.5013565985659397,0.49891199071954534,0.0013565985659397262
circuit,th_first,development_main,L3,0.5460938645734866,0.5477981517319482,0.04609386457348663
circuit,th_first,development_main,L4,0.49856099821885713,0.4997671779712422,0.001439001781142868
circuit,th_first,development_main,L5,0.5109158563683839,0.5005395358678265,0.01091585636838388
circuit,th_first,development_main,L12,0.46356494034678236,0.46318221991994313,0.03643505965321764
circuit,th_first,development_main,L13,0.49706261337229835,0.4999836854340921,0.0029373866277016547
circuit,th_first,development_main,L14,0.48720882565004,0.48257869852729124,0.012791174349960022
circuit,th_first,development_main,L15,0.5066083538669062,0.5126594546152083,0.006608353866906169
circuit,th_first,external_8b,L2,0.482262634508986,0.4803485953622595,0.017737365491014012
circuit,th_first,external_8b,L3,0.5520135081981099,0.5537730358196636,0.0520135081981099
circuit,th_first,external_8b,L4,0.477764432035828,0.47963271998445,0.022235567964171976
circuit,th_first,external_8b,L5,0.49899044347950544,0.4909896616538273,0.001009556520494559
circuit,th_first,external_8b,L12,0.4557523993231415,0.4562550375960223,0.04424760067685851
circuit,th_first,external_8b,L13,0.500237863421252,0.5023950467367632,0.00023786342125198257
circuit,th_first,external_8b,L14,0.485791064837444,0.4811649768241902,0.014208935162556002
circuit,th_first,external_8b,L15,0.5191278169142253,0.5259551260206168,0.01912781691422527
circuit,th_last,development_main,L2,0.5002395685849388,0.4975584289458095,0.0002395685849387874
circuit,th_last,development_main,L3,0.5442576633923494,0.5460551278301972,0.04425766339234938
circuit,th_last,development_main,L4,0.4996665860024069,0.5007323112105793,0.00033341399759312385
circuit,th_last,development_main,L5,0.5130039604354412,0.5028468410845761,0.013003960435441164
circuit,th_last,development_main,L12,0.46387500450415314,0.46416028321275754,0.03612499549584686
circuit,th_last,development_main,L13,0.5031165636823645,0.5051610571919775,0.0031165636823644594
circuit,th_last,development_main,L14,0.4854643753776168,0.4806925928425466,0.014535624622383225
