snapshot_key,query,layers,branches,horizontal,vertical_lag1,vertical_lag2,vertical_lag3,vertical_lag4,vertical_lag5,vertical_lag6,vertical_lag7,vertical_lag8
w00_s000,10,front,16,0.6786309523809525,0.7194047619047621,0.7494345238095239,0.7763839285714287,0.8096279761904762,0.8320982142857144,0.852514880952381,0.8485416666666667,0.854122023809524
w00_s000,11,deep,16,0.7373849206349207,0.6542113095238097,0.7580803571428573,0.8174107142857143,0.8563095238095239,0.9173511904761905,0.9123214285714286,0.8779315476190477,0.8842708333333333
w00_s000,11,front,16,0.7409900793650794,0.7326934523809525,0.775639880952381,0.7997619047619049,0.8098363095238096,0.8351488095238095,0.8503571428571428,0.8663690476190476,0.865297619047619
w00_s000,12,deep,16,0.8172698412698414,0.7676488095238095,0.7922767857142858,0.8380654761904762,0.870654761904762,0.8783630952380953,0.9229761904761905,0.8945238095238096,0.8889583333333333
w00_s000,12,front,16,0.7565714285714287,0.7496130952380953,0.7730059523809525,0.789107142857143,0.8280952380952381,0.8362351190476192,0.8405505952380954,0.8634375000000001,0.8720535714285715
w00_s000,13,deep,16,0.8123630952380954,0.8194791666666668,0.8800595238095238,0.8966815476190477,0.9073809523809524,0.9089285714285715,0.9180059523809525,0.9315922619047621,0.9020089285714286
w00_s000,13,front,16,0.7287023809523809,0.7433184523809524,0.8242708333333334,0.837842261904762,0.8467857142857144,0.8567261904761905,0.8480654761904762,0.8486160714285714,0.8584226190476191
w00_s000,14,deep,16,0.7910317460317462,0.767529761904762,0.8846726190476191,0.9120684523809525,0.9250744047619048,0.9215476190476191,0.9325892857142857,0.9228720238095238,0.9304166666666667
w00_s000,14,front,16,0.7177440476190478,0.6971279761904763,0.7895833333333333,0.8547172619047619,0.8477380952380953,0.8448511904761906,0.8716220238095238,0.8531101190476191,0.8541964285714285
w00_s000,15,deep,16,0.7753313492063493,0.7625892857142857,0.8534077380952382,0.9002827380952382,0.9058482142857144,0.927172619047619,0.9248363095238096,0.9351934523809524,0.910952380952381
w00_s000,15,front,16,0.6946626984126986,0.6758482142857143,0.7676934523809524,0.8325892857142858,0.8417261904761906,0.8507886904761905,0.8522321428571429,0.8651934523809524,0.8533630952380953
w00_s000,16,deep,16,0.7932380952380953,0.7299851190476191,0.8565029761904763,0.8894791666666667,0.903154761904762,0.9056845238095239,0.9277083333333334,0.9277827380952381,0.9303422619047619
w00_s000,16,front,16,0.7183650793650795,0.6680059523809525,0.7503869047619048,0.8066815476190476,0.8339732142857142,0.8295386904761906,0.8476488095238095,0.8587053571428572,0.8642261904761905
w00_s000,17,deep,16,0.8227718253968256,0.7770833333333333,0.8570386904761905,0.8864732142857144,0.9004166666666666,0.8944940476190476,0.914702380952381,0.9130357142857144,0.8972321428571428
w00_s000,17,front,16,0.7508492063492064,0.7079017857142857,0.7671875,0.8152678571428571,0.8285416666666667,0.8345386904761906,0.8345982142857143,0.8534523809523811,0.8417857142857144
w00_s000,18,deep,16,0.8503789682539683,0.8042559523809525,0.8666220238095239,0.8971130952380952,0.9123511904761905,0.9067708333333334,0.8948363095238095,0.9039434523809524,0.8999404761904762
w00_s000,18,front,16,0.7850753968253968,0.7479761904761906,0.7973511904761905,0.8283779761904763,0.8507142857142858,0.856264880952381,0.8476785714285715,0.8660863095238096,0.8394345238095239
w00_s000,19,deep,16,0.864952380952381,0.8093154761904763,0.8828869047619048,0.9112797619047619,0.920952380952381,0.9221130952380953,0.9051041666666668,0.9099107142857144,0.9027529761904762
w00_s000,19,front,16,0.804702380952381,0.7626339285714286,0.8317708333333333,0.8411309523809525,0.8604166666666668,0.8619494047619048,0.8560267857142858,0.8585714285714287,0.8551041666666668
w00_s000,20,deep,16,0.8546666666666667,0.7791666666666668,0.8721428571428572,0.9043005952380954,0.9175,0.9235416666666667,0.9089880952380953,0.9048809523809525,0.8927529761904762
w00_s000,20,front,16,0.7828075396825398,0.7407738095238097,0.8305803571428572,0.8538988095238096,0.8567113095238095,0.8702380952380953,0.8732440476190477,0.8798809523809525,0.8677678571428571
w00_s000,21,deep,16,0.8544841269841271,0.7832738095238095,0.8763690476190477,0.8893601190476191,0.9113988095238097,0.922797619047619,0.9261904761904762,0.9141517857142857,0.9044345238095238
w00_s000,21,front,16,0.7888214285714287,0.7183482142857144,0.8121577380952383,0.8514285714285714,0.8626785714285715,0.8567261904761905,0.8649553571428572,0.8725595238095238,0.8707886904761906
w00_s000,22,deep,16,0.8515734126984127,0.7497916666666667,0.8517113095238096,0.890014880952381,0.8829613095238096,0.9097916666666668,0.9091220238095238,0.9153125000000001,0.9047172619047619
w00_s000,22,front,16,0.7742738095238095,0.7152083333333334,0.7930357142857144,0.8396726190476191,0.8587351190476191,0.8520684523809525,0.8490029761904763,0.8615625,0.8658482142857143
w00_s000,23,deep,16,0.8454980158730159,0.7404017857142858,0.833467261904762,0.8795386904761905,0.8848958333333334,0.8986160714285716,0.9065625000000002,0.9059375000000001,0.9124107142857143
w00_s000,23,front,16,0.7469265873015873,0.6946875000000001,0.7648214285714287,0.791607142857143,0.8282291666666668,0.823452380952381,0.8457440476190478,0.8534375000000001,0.8656250000000001
w00_s001,0,deep,16,0.3797559523809524,,,,,,,,
w00_s001,0,front,16,0.5565476190476192,,,,,,,,
w00_s001,1,deep,16,0.5514623015873017,0.856279761904762,,,,,,,
w00_s001,1,front,16,0.6440059523809524,0.7235565476190478,,,,,,,
w00_s001,2,deep,16,0.4970793650793652,0.7796279761904763,0.9280357142857143,,,,,,
w00_s001,2,front,16,0.601029761904762,0.6978869047619047,0.8084821428571429,,,,,,
w00_s001,3,deep,16,0.39953968253968253,0.6805357142857145,0.8529017857142858,0.9328422619047619,,,,,
w00_s001,3,front,16,0.5696626984126986,0.6530952380952382,0.7820982142857145,0.8391369047619048,,,,,
w00_s001,4,deep,16,0.4308829365079366,0.7489136904761906,0.8344196428571429,0.8953422619047618,0.8991815476190476,,,,
w00_s001,4,front,16,0.5453154761904763,0.6451785714285715,0.7476636904761906,0.8177827380952382,0.8356101190476192,,,,
w00_s001,5,deep,16,0.44514880952380953,0.7102678571428572,0.8658035714285715,0.8866815476190477,0.9030952380952382,0.9177380952380954,,,
w00_s001,5,front,16,0.5394067460317462,0.6057291666666668,0.7051636904761905,0.7628869047619049,0.8101934523809524,0.8206547619047619,,,
w00_s001,6,deep,16,0.5564503968253969,0.7538541666666667,0.8338988095238096,0.8706101190476191,0.8681994047619048,0.913154761904762,0.9520089285714286,,
w00_s001,6,front,16,0.624420634920635,0.6812351190476191,0.7394642857142859,0.7875595238095239,0.8182291666666668,0.8233333333333335,0.813407738095238,,
w00_s001,7,deep,16,0.5454305555555556,0.7530654761904763,0.8538690476190476,0.8864880952380952,0.8995238095238096,0.8895238095238096,0.932514880952381,0.9366369047619048,
w00_s001,7,front,16,0.6252301587301587,0.7035416666666667,0.7824404761904762,0.8031845238095239,0.8417857142857144,0.847827380952381,0.8414285714285714,0.8304613095238096,
w00_s001,8,deep,16,0.5321587301587303,0.7014732142857144,0.8010267857142858,0.8750892857142858,0.8771726190476191,0.8665029761904761,0.860014880952381,0.9054910714285715,0.9148065476190477
w00_s001,8,front,16,0.6458075396825398,0.6972767857142859,0.7425148809523812,0.8051339285714287,0.8233035714285715,0.8527232142857143,0.8508630952380953,0.8427232142857144,0.8446577380952383
w00_s001,9,deep,16,0.514843253968254,0.551904761904762,0.7499107142857144,0.8365476190476192,0.9013392857142857,0.9034226190476191,0.8786607142857144,0.8814880952380952,0.9163988095238096
w00_s001,9,front,16,0.6170357142857144,0.6362053571428573,0.7120089285714286,0.7570089285714287,0.8029761904761905,0.8266666666666668,0.8531398809523809,0.8479910714285714,0.8457440476190476
w00_s001,10,deep,16,0.5824087301587303,0.549092261904762,0.6488839285714286,0.7917261904761905,0.8426785714285716,0.9113988095238096,0.9002380952380953,0.8867857142857143,0.8863988095238096
w00_s001,10,front,16,0.6519186507936509,0.6277827380952382,0.6645982142857143,0.7370386904761906,0.7688244047619048,0.8154166666666667,0.8383779761904763,0.8537053571428572,0.8571130952380953
w00_s001,11,deep,16,0.7164007936507938,0.6413244047619049,0.6974553571428572,0.7494196428571429,0.8409672619047619,0.8685565476190477,0.9146875000000001,0.8993452380952381,0.8905505952380953
w00_s001,11,front,16,0.726029761904762,0.6814285714285715,0.7009077380952382,0.7174255952380952,0.7865029761904763,0.7962202380952381,0.8244940476190477,0.8435565476190476,0.8639434523809525
w00_s001,12,deep,16,0.7977718253968255,0.7790625,0.8199851190476191,0.8358184523809524,0.864672619047619,0.8821726190476191,0.899702380952381,0.9182589285714285,0.8852232142857144
w00_s001,12,front,16,0.7576567460317462,0.7612351190476191,0.7769940476190478,0.7779315476190477,0.7888095238095238,0.8140327380952381,0.8232886904761906,0.8470535714285715,0.8573958333333335
w00_s001,13,deep,16,0.8064980158730161,0.8007886904761905,0.8770833333333334,0.8838392857142857,0.9003869047619047,0.9042410714285714,0.9072321428571428,0.9212946428571429,0.9267857142857143
w00_s001,13,front,16,0.7197063492063492,0.7386904761904762,0.8026934523809525,0.8125744047619049,0.8155208333333334,0.8138988095238096,0.8342708333333335,0.8371428571428572,0.8471875
w00_s001,14,deep,16,0.7906567460317462,0.7835565476190477,0.8664136904761905,0.9123065476190477,0.9157886904761905,0.9229017857142858,0.919375,0.9163392857142858,0.9196875
w00_s001,14,front,16,0.7256924603174604,0.7044642857142858,0.7944940476190476,0.8372172619047619,0.8371577380952382,0.8382440476190477,0.8468452380952382,0.8569940476190476,0.8582440476190476
w00_s001,15,deep,16,0.7676507936507936,0.7441815476190478,0.8546428571428573,0.8954017857142857,0.9207886904761905,0.9318452380952381,0.9381696428571429,0.9386458333333334,0.9291964285714286
w00_s001,15,front,16,0.6988432539682541,0.6823958333333334,0.7399255952380953,0.8221577380952382,0.8328125000000001,0.8384077380952382,0.8434523809523811,0.8501785714285715,0.8717410714285714
w00_s001,16,deep,16,0.7526111111111111,0.7077380952380954,0.8341666666666667,0.8808482142857144,0.9087500000000001,0.9217857142857144,0.9225000000000001,0.92625,0.9263690476190476
w00_s001,16,front,16,0.7080853174603177,0.6685119047619049,0.7494494047619049,0.7918601190476191,0.8388392857142858,0.8331994047619049,0.8442261904761905,0.8493898809523809,0.848125
w00_s001,17,deep,16,0.7840099206349206,0.7223363095238096,0.8316666666666668,0.8838988095238096,0.8958630952380953,0.9105059523809524,0.9155803571428571,0.9238392857142858,0.9238392857142859
w00_s001,17,front,16,0.7297519841269843,0.701592261904762,0.7601785714285715,0.7931696428571429,0.8155505952380953,0.8435565476190476,0.8316517857142858,0.8404315476190477,0.850669642857143
w00_s001,18,deep,16,0.8192519841269841,0.7498363095238096,0.8471875000000001,0.8766220238095239,0.9036904761904763,0.9091369047619049,0.9117113095238096,0.9160863095238096,0.9236607142857143
w00_s001,18,front,16,0.763029761904762,0.7085267857142858,0.7770238095238096,0.8177083333333334,0.8417559523809525,0.8549553571428572,0.852514880952381,0.8552380952380954,0.8419642857142857
w00_s001,19,deep,16,0.8533353174603175,0.7847470238095239,0.860029761904762,0.8913392857142858,0.9095535714285715,0.9180654761904762,0.9073214285714286,0.9162202380952382,0.915029761904762
w00_s001,19,front,16,0.7999305555555556,0.7666666666666668,0.8023511904761906,0.8280059523809524,0.8627529761904762,0.8504166666666666,0.8561607142857143,0.8678273809523811,0.8570535714285714
w00_s001,20,deep,16,0.8565218253968254,0.7851934523809525,0.8588988095238097,0.8904315476190476,0.9046279761904763,0.9172470238095238,0.9029017857142858,0.9016517857142857,0.9120238095238096
w00_s001,20,front,16,0.7963611111111111,0.7611904761904762,0.8233928571428573,0.8467113095238096,0.8616815476190477,0.8765476190476191,0.8692113095238095,0.8692410714285714,0.8767708333333334
w00_s001,21,deep,16,0.8275416666666667,0.785639880952381,0.8592261904761905,0.8898958333333333,0.8942261904761906,0.9038095238095238,0.9094791666666667,0.9022767857142857,0.9027529761904762
w00_s001,21,front,16,0.767982142857143,0.7309077380952381,0.8173065476190476,0.8470089285714286,0.8594047619047619,0.8644642857142857,0.8772619047619048,0.8649851190476191,0.8752232142857144
w00_s001,22,deep,16,0.8083194444444445,0.7585565476190477,0.8590178571428573,0.8671577380952381,0.8816964285714286,0.8807291666666667,0.8949107142857143,0.9007440476190476,0.9125297619047619
w00_s001,22,front,16,0.750859126984127,0.7008184523809524,0.7944791666666668,0.831235119047619,0.8476636904761905,0.8577380952380953,0.8585416666666668,0.8730505952380954,0.8689880952380953
w00_s001,23,deep,16,0.8038095238095239,0.7382142857142858,0.8231845238095239,0.8677678571428572,0.8783928571428572,0.8841071428571429,0.885654761904762,0.8977232142857143,0.9130357142857144
w00_s001,23,front,16,0.7268472222222223,0.6806696428571429,0.7523363095238096,0.8208928571428572,0.8350892857142858,0.8497916666666667,0.8518452380952382,0.8552529761904762,0.8784375
w00_s002,0,deep,16,0.40048214285714295,,,,,,,,
w00_s002,0,front,16,0.5664603174603176,,,,,,,,
w00_s002,1,deep,16,0.5053690476190478,0.7755208333333334,,,,,,,
w00_s002,1,front,16,0.6215476190476191,0.6804166666666668,,,,,,,
w00_s002,2,deep,16,0.42100793650793655,0.6973065476190478,0.826875,,,,,,
w00_s002,2,front,16,0.5790674603174605,0.6630208333333335,0.7411309523809525,,,,,,
w00_s002,3,deep,16,0.4422777777777778,0.7590476190476191,0.8480357142857142,0.8746130952380953,,,,,
w00_s002,3,front,16,0.5295039682539683,0.6341815476190478,0.7407291666666669,0.7769494047619048,,,,,
w00_s002,4,deep,16,0.4829642857142858,0.7141369047619048,0.8694196428571429,0.8926636904761905,0.9019940476190477,,,,
w00_s002,4,front,16,0.5505833333333335,0.6002827380952382,0.7106101190476192,0.7667559523809524,0.7866666666666668,,,,
w00_s002,5,deep,16,0.5238055555555555,0.7506250000000001,0.830639880952381,0.8707886904761905,0.8705208333333334,0.8876339285714285,,,
w00_s002,5,front,16,0.6085337301587301,0.6915178571428573,0.7470535714285715,0.800967261904762,0.8110714285714287,0.8053869047619049,,,
w00_s002,6,deep,16,0.5538134920634922,0.7476785714285715,0.8509077380952381,0.8858928571428571,0.8927380952380953,0.8923958333333333,0.9179613095238095,,
w00_s002,6,front,16,0.6200476190476193,0.690029761904762,0.7842410714285715,0.8107440476190476,0.8310119047619048,0.8418005952380953,0.8366517857142858,,
w00_s002,7,deep,16,0.5630178571428572,0.694702380952381,0.7824107142857144,0.8672916666666668,0.875952380952381,0.8568601190476192,0.8657142857142858,0.9030059523809524,
w00_s002,7,front,16,0.6588849206349207,0.6849107142857145,0.7168750000000002,0.7977232142857144,0.8268452380952381,0.8469345238095238,0.8499404761904761,0.8347767857142858,
w00_s002,8,deep,16,0.5624325396825398,0.612514880952381,0.7551636904761906,0.8354166666666667,0.8968303571428572,0.8936607142857144,0.8589880952380953,0.8786011904761905,0.8965922619047619
w00_s002,8,front,16,0.6448789682539683,0.6665327380952382,0.722842261904762,0.7670089285714287,0.8155059523809525,0.8345089285714286,0.8510416666666667,0.8604166666666668,0.8463690476190476
w00_s002,9,deep,16,0.6683710317460317,0.6141517857142857,0.7330952380952382,0.8187797619047619,0.86375,0.9087946428571428,0.8972767857142858,0.8705654761904762,0.8850892857142858
w00_s002,9,front,16,0.7004285714285715,0.6914136904761905,0.7268303571428573,0.7671428571428572,0.7805208333333333,0.8257440476190476,0.8442857142857143,0.8589583333333334,0.8614285714285714
w00_s002,10,deep,16,0.7841091269841272,0.6751339285714286,0.7463541666666667,0.8019047619047619,0.8486458333333333,0.8776041666666667,0.9060416666666667,0.8923958333333334,0.8853125000000001
w00_s002,10,front,16,0.7641150793650795,0.7032291666666668,0.7454464285714286,0.7686607142857143,0.8041964285714287,0.8100595238095238,0.8340625,0.8583928571428572,0.8725
w00_s002,11,deep,16,0.8220337301587303,0.7220238095238096,0.7862202380952381,0.8147916666666667,0.8565476190476191,0.880639880952381,0.8972321428571429,0.9232738095238096,0.8943898809523809
w00_s002,11,front,16,0.774857142857143,0.7145535714285716,0.7529464285714287,0.7778571428571428,0.8023660714285715,0.8345684523809525,0.826577380952381,0.845654761904762,0.8583184523809524
w00_s002,12,deep,16,0.8360476190476192,0.7862797619047619,0.8543452380952381,0.8756994047619048,0.8920386904761906,0.9097767857142858,0.9158630952380953,0.9183333333333333,0.9270238095238096
w00_s002,12,front,16,0.7686924603174603,0.7255059523809524,0.7991369047619048,0.8050297619047619,0.8110267857142857,0.8283630952380953,0.8595982142857144,0.8457886904761904,0.858779761904762
w00_s002,13,deep,16,0.7980515873015874,0.77875,0.872529761904762,0.8972767857142858,0.9096875000000001,0.9189136904761905,0.9354910714285715,0.9217857142857143,0.9245386904761905
w00_s002,13,front,16,0.7453075396825397,0.7249702380952382,0.7987202380952381,0.8273511904761905,0.8395089285714286,0.8364285714285715,0.8394494047619048,0.8629613095238096,0.8506250000000001
w00_s002,14,deep,16,0.8098710317460317,0.7358333333333333,0.8554315476190477,0.8971577380952382,0.9104613095238094,0.9237202380952382,0.9192708333333335,0.9312053571428572,0.9215178571428573
w00_s002,14,front,16,0.7485337301587303,0.6930505952380953,0.776547619047619,0.8275744047619048,0.8293154761904762,0.8313541666666667,0.8436011904761905,0.8516964285714286,0.860014880952381
w00_s002,15,deep,16,0.8310158730158732,0.7526190476190476,0.8445535714285715,0.8950595238095238,0.914702380952381,0.9126636904761904,0.9256101190476191,0.9302529761904763,0.9294940476190476
w00_s002,15,front,16,0.7638988095238095,0.6961011904761906,0.7695833333333334,0.8162946428571429,0.8272619047619048,0.8383333333333334,0.8264285714285715,0.8358184523809524,0.8371279761904763
w00_s002,16,deep,16,0.8408948412698414,0.7542261904761905,0.8400744047619048,0.8817708333333334,0.9080505952380953,0.9129315476190476,0.9102678571428572,0.9193452380952382,0.9201190476190476
w00_s002,16,front,16,0.7695178571428573,0.6989880952380954,0.7649553571428572,0.8174553571428571,0.8340773809523809,0.8378720238095239,0.8397321428571429,0.8395089285714286,0.8538095238095238
w00_s002,17,deep,16,0.8529305555555556,0.7591666666666668,0.8360119047619048,0.8878125,0.8960863095238096,0.9089583333333334,0.9157886904761905,0.9108184523809524,0.915357142857143
w00_s002,17,front,16,0.7949801587301588,0.7236160714285715,0.7742708333333335,0.8279166666666666,0.8451339285714287,0.8621577380952381,0.8459077380952382,0.8435565476190476,0.8363541666666667
w00_s002,18,deep,16,0.8698095238095238,0.753764880952381,0.8386160714285714,0.8587797619047619,0.9090922619047619,0.9153125000000001,0.9073214285714286,0.9137946428571428,0.9091815476190477
w00_s002,18,front,16,0.8047519841269843,0.7127678571428573,0.7896130952380953,0.812217261904762,0.8522321428571429,0.8508333333333333,0.849389880952381,0.8546428571428573,0.8451041666666668
w00_s002,19,deep,16,0.8611527777777778,0.7451041666666668,0.8369047619047619,0.8765773809523809,0.8885267857142858,0.9215178571428572,0.9132886904761905,0.9024107142857143,0.9040178571428572
w00_s002,19,front,16,0.8134206349206349,0.7239285714285715,0.795327380952381,0.8270535714285715,0.8383184523809525,0.8650446428571429,0.8678720238095239,0.8676934523809525,0.871577380952381
w00_s002,20,deep,16,0.8802182539682539,0.7551041666666667,0.838110119047619,0.876904761904762,0.8906994047619048,0.9016815476190477,0.9096130952380954,0.9133779761904761,0.9138839285714286
w00_s002,20,front,16,0.8075773809523811,0.7150744047619049,0.7785416666666667,0.8202083333333334,0.8408482142857143,0.8381845238095238,0.8616964285714286,0.8629315476190477,0.8555357142857143
w00_s002,21,deep,16,0.8684861111111111,0.7494940476190477,0.8361160714285715,0.8764136904761906,0.894107142857143,0.9004613095238095,0.8947470238095239,0.9051041666666667,0.9124404761904763
w00_s002,21,front,16,0.7975238095238095,0.7191666666666667,0.7865625,0.8265625,0.8582589285714286,0.8550595238095238,0.8536160714285715,0.873735119047619,0.8717261904761905
w00_s002,22,deep,16,0.8562777777777778,0.7600744047619048,0.8477083333333334,0.8669494047619049,0.9054910714285715,0.9073214285714286,0.9031994047619047,0.9065476190476192,0.9064136904761906
w00_s002,22,front,16,0.7773531746031747,0.712217261904762,0.7904166666666668,0.8156547619047619,0.8363839285714286,0.8482440476190476,0.8486458333333333,0.8476636904761905,0.8630803571428571
w00_s002,23,deep,16,0.8604841269841271,0.7454761904761906,0.8564583333333334,0.8879910714285715,0.9010119047619047,0.9090029761904762,0.8957440476190477,0.9039285714285714,0.9096726190476191
w00_s002,23,front,16,0.7741250000000001,0.6967708333333333,0.7819791666666667,0.8210119047619049,0.8476041666666667,0.8498065476190476,0.8508184523809524,0.8443154761904763,0.8629017857142858
w00_s003,0,deep,16,0.41973015873015884,,,,,,,,
w00_s003,0,front,16,0.56759126984127,,,,,,,,
w00_s003,1,deep,16,0.48260515873015886,0.6589583333333335,,,,,,,
w00_s003,1,front,16,0.6115099206349207,0.654389880952381,,,,,,,
w00_s003,2,deep,16,0.4440813492063493,0.7609375,0.814419642857143,,,,,,
w00_s003,2,front,16,0.5351904761904762,0.6555505952380953,0.730684523809524,,,,,,
w00_s003,3,deep,16,0.4719087301587302,0.7304613095238095,0.8838988095238096,0.8770535714285714,,,,,
w00_s003,3,front,16,0.5502003968253969,0.5928125000000001,0.7197321428571429,0.7458184523809525,,,,,
w00_s003,4,deep,16,0.5203432539682541,0.7620535714285714,0.8305952380952382,0.8768750000000001,0.881592261904762,,,,
w00_s003,4,front,16,0.6371091269841271,0.7154910714285715,0.7549851190476191,0.8088690476190477,0.8274553571428572,,,,
w00_s003,5,deep,16,0.5421507936507939,0.7193452380952382,0.8436011904761905,0.8756994047619049,0.8919940476190478,0.8891369047619048,,,
w00_s003,5,front,16,0.6268194444444446,0.6878422619047619,0.7818601190476191,0.7962648809523811,0.8307440476190477,0.8438095238095239,,,
w00_s003,6,deep,16,0.5811448412698413,0.6798958333333334,0.7908630952380953,0.8867708333333335,0.8836011904761905,0.8654017857142857,0.8606845238095239,,
w00_s003,6,front,16,0.6653571428571431,0.6884077380952383,0.7294791666666668,0.7894047619047619,0.8221875000000001,0.8510863095238096,0.8522619047619049,,
w00_s003,7,deep,16,0.5468630952380953,0.6179613095238097,0.7605505952380953,0.8319642857142858,0.9116220238095238,0.9003125000000001,0.8683779761904762,0.8758184523809524,
w00_s003,7,front,16,0.6691924603174603,0.6810863095238097,0.7414583333333334,0.7741815476190477,0.8194642857142858,0.8378273809523811,0.856577380952381,0.8557738095238097,
w00_s003,8,deep,16,0.7448134920634921,0.6988392857142858,0.773154761904762,0.8357142857142859,0.8683928571428573,0.9206547619047619,0.9183333333333334,0.8923511904761905,0.8926636904761905
w00_s003,8,front,16,0.7410535714285714,0.7481696428571429,0.7595386904761905,0.801607142857143,0.8036755952380953,0.834702380952381,0.8533779761904763,0.8686309523809524,0.8754910714285714
w00_s003,9,deep,16,0.7874722222222222,0.8044791666666669,0.827232142857143,0.8648214285714286,0.8849255952380952,0.8936011904761905,0.9193303571428572,0.892544642857143,0.9025000000000001
w00_s003,9,front,16,0.7519761904761905,0.7908184523809525,0.8026934523809524,0.7988839285714286,0.834404761904762,0.8376785714285715,0.8468601190476192,0.8596130952380953,0.8684375000000001
w00_s003,10,deep,16,0.7989642857142858,0.8144196428571429,0.8800892857142858,0.8986904761904763,0.909092261904762,0.9184821428571429,0.9215029761904763,0.9291815476190476,0.8966666666666667
w00_s003,10,front,16,0.7194265873015875,0.7272470238095239,0.8298065476190477,0.8313392857142858,0.8353571428571429,0.8523511904761905,0.849375,0.846577380952381,0.8588690476190477
w00_s003,11,deep,16,0.753357142857143,0.7628869047619049,0.8699404761904763,0.9058779761904763,0.9192708333333335,0.9208630952380953,0.9208333333333334,0.9164285714285714,0.9244345238095238
w00_s003,11,front,16,0.6891626984126984,0.6837648809523811,0.7887202380952382,0.8452976190476191,0.851592261904762,0.850014880952381,0.8558482142857143,0.8486607142857143,0.8475297619047619
w00_s003,12,deep,16,0.7483650793650793,0.7495238095238096,0.8441815476190477,0.897827380952381,0.8949404761904762,0.9283035714285715,0.9220535714285715,0.9270089285714286,0.9231696428571429
w00_s003,12,front,16,0.6905039682539684,0.6770089285714287,0.7672767857142857,0.8276934523809524,0.8521577380952381,0.8504613095238096,0.8600595238095239,0.8598511904761905,0.8470386904761906
w00_s003,13,deep,16,0.765450396825397,0.7348214285714286,0.8305059523809525,0.8803869047619047,0.9061607142857143,0.9036011904761905,0.923139880952381,0.9202380952380953,0.9139880952380953
w00_s003,13,front,16,0.7177063492063493,0.6690029761904763,0.7519345238095239,0.8064732142857144,0.8371726190476191,0.8336755952380953,0.845014880952381,0.8517410714285715,0.855967261904762
w00_s003,14,deep,16,0.8214484126984127,0.7877678571428572,0.8638095238095238,0.8860416666666667,0.9092113095238096,0.9105059523809524,0.9137351190476191,0.9001190476190477,0.897797619047619
w00_s003,14,front,16,0.7740218253968255,0.7224404761904764,0.7920833333333335,0.8140327380952382,0.8538095238095238,0.8440922619047619,0.855014880952381,0.8545684523809525,0.8442708333333333
