corpus,group,relative,concordant,pairs,n_events,auc_trap_high,metric,token
B,3,-2,102.0,180,10,0.5666666666666667,top45_margin,3
B,39,-2,46.5,132,5,0.3522727272727273,top45_margin,3
B,42,-2,74.0,152,8,0.4868421052631579,top45_margin,3
B,7,-2,5.0,8,3,0.625,top45_margin,3
B,0,-2,79.0,112,4,0.7053571428571429,top45_margin,4
B,10,-2,109.0,192,17,0.5677083333333334,top45_margin,4
B,16,-2,0.0,3,1,0.0,top45_margin,4
B,20,-2,32.0,37,2,0.8648648648648649,top45_margin,4
B,23,-2,0.0,3,1,0.0,top45_margin,4
B,26,-2,102.0,117,6,0.8717948717948718,top45_margin,4
B,3,-2,91.0,180,10,0.5055555555555555,top45_margin,4
B,39,-2,92.0,132,5,0.696969696969697,top45_margin,4
B,42,-2,70.5,152,8,0.46381578947368424,top45_margin,4
B,7,-2,7.0,8,3,0.875,top45_margin,4
B,0,-2,90.0,112,4,0.8035714285714286,top45_margin,5
B,10,-2,101.0,192,17,0.5260416666666666,top45_margin,5
B,16,-2,0.0,3,1,0.0,top45_margin,5
B,20,-2,14.0,37,2,0.3783783783783784,top45_margin,5
B,23,-2,2.0,3,1,0.6666666666666666,top45_margin,5
B,26,-2,85.0,117,6,0.7264957264957265,top45_margin,5
B,3,-2,91.0,180,10,0.5055555555555555,top45_margin,5
B,39,-2,94.0,132,5,0.7121212121212122,top45_margin,5
B,42,-2,95.0,152,8,0.625,top45_margin,5
B,7,-2,6.0,8,3,0.75,top45_margin,5
B,0,-2,65.5,112,4,0.5848214285714286,top45_margin,6
B,10,-2,108.5,192,17,0.5651041666666666,top45_margin,6
B,16,-2,2.0,3,1,0.6666666666666666,top45_margin,6
B,20,-2,32.0,37,2,0.8648648648648649,top45_margin,6
B,23,-2,1.0,3,1,0.3333333333333333,top45_margin,6
B,26,-2,93.0,117,6,0.7948717948717948,top45_margin,6
B,3,-2,103.0,180,10,0.5722222222222222,top45_margin,6
B,39,-2,112.0,132,5,0.8484848484848485,top45_margin,6
B,42,-2,29.0,152,8,0.19078947368421054,top45_margin,6
B,7,-2,5.0,8,3,0.625,top45_margin,6
B,0,-2,72.0,112,4,0.6428571428571429,top45_margin,7
B,10,-2,123.5,192,17,0.6432291666666666,top45_margin,7
B,16,-2,0.0,3,1,0.0,top45_margin,7
B,20,-2,32.0,37,2,0.8648648648648649,top45_margin,7
B,23,-2,1.0,3,1,0.3333333333333333,top45_margin,7
B,26,-2,85.0,117,6,0.7264957264957265,top45_margin,7
B,3,-2,110.0,180,10,0.6111111111111112,top45_margin,7
B,39,-2,98.0,132,5,0.7424242424242424,top45_margin,7
B,42,-2,70.5,152,8,0.46381578947368424,top45_margin,7
B,7,-2,7.0,8,3,0.875,top45_margin,7
B,0,-2,65.5,112,4,0.5848214285714286,top45_margin,8
B,10,-2,137.0,192,17,0.7135416666666666,top45_margin,8
B,16,-2,1.0,3,1,0.3333333333333333,top45_margin,8
B,20,-2,31.0,37,2,0.8378378378378378,top45_margin,8
B,23,-2,1.0,3,1,0.3333333333333333,top45_margin,8
B,26,-2,72.5,117,6,0.6196581196581197,top45_margin,8
B,3,-2,97.0,180,10,0.5388888888888889,top45_margin,8
B,39,-2,102.5,132,5,0.7765151515151515,top45_margin,8
B,42,-2,127.0,152,8,0.8355263157894737,top45_margin,8
B,7,-2,8.0,8,3,1.0,top45_margin,8
B,0,-2,90.0,112,4,0.8035714285714286,top45_margin,9
B,10,-2,131.5,192,17,0.6848958333333334,top45_margin,9
B,16,-2,3.0,3,1,1.0,top45_margin,9
B,20,-2,32.0,37,2,0.8648648648648649,top45_margin,9
B,23,-2,2.0,3,1,0.6666666666666666,top45_margin,9
B,26,-2,65.0,117,6,0.5555555555555556,top45_margin,9
B,3,-2,114.0,180,10,0.6333333333333333,top45_margin,9
B,39,-2,112.0,132,5,0.8484848484848485,top45_margin,9
B,42,-2,99.0,152,8,0.6513157894736842,top45_margin,9
B,7,-2,4.0,8,3,0.5,top45_margin,9
B,0,-2,79.0,112,4,0.7053571428571429,top45_margin,10
B,10,-2,97.0,192,17,0.5052083333333334,top45_margin,10
B,16,-2,1.0,3,1,0.3333333333333333,top45_margin,10
B,20,-2,24.0,37,2,0.6486486486486487,top45_margin,10
B,23,-2,2.0,3,1,0.6666666666666666,top45_margin,10
B,26,-2,51.0,117,6,0.4358974358974359,top45_margin,10
B,3,-2,86.0,180,10,0.4777777777777778,top45_margin,10
B,39,-2,65.5,132,5,0.4962121212121212,top45_margin,10
B,42,-2,110.5,152,8,0.7269736842105263,top45_margin,10
B,7,-2,4.0,8,3,0.5,top45_margin,10
B,0,-2,21.0,112,4,0.1875,tail_mass,1
B,10,-2,49.0,192,17,0.2552083333333333,tail_mass,1
B,16,-2,1.0,3,1,0.3333333333333333,tail_mass,1
B,20,-2,21.0,37,2,0.5675675675675675,tail_mass,1
B,23,-2,3.0,3,1,1.0,tail_mass,1
B,26,-2,52.0,117,6,0.4444444444444444,tail_mass,1
B,3,-2,57.0,180,10,0.31666666666666665,tail_mass,1
B,39,-2,16.0,132,5,0.12121212121212122,tail_mass,1
B,42,-2,81.0,152,8,0.5328947368421053,tail_mass,1
B,7,-2,4.0,8,3,0.5,tail_mass,1
B,0,-2,13.0,112,4,0.11607142857142858,tail_mass,2
B,10,-2,63.0,192,17,0.328125,tail_mass,2
B,16,-2,2.0,3,1,0.6666666666666666,tail_mass,2
B,20,-2,9.0,37,2,0.24324324324324326,tail_mass,2
B,23,-2,3.0,3,1,1.0,tail_mass,2
B,26,-2,16.0,117,6,0.13675213675213677,tail_mass,2
B,3,-2,29.0,180,10,0.16111111111111112,tail_mass,2
B,39,-2,16.0,132,5,0.12121212121212122,tail_mass,2
B,42,-2,52.0,152,8,0.34210526315789475,tail_mass,2
B,7,-2,5.0,8,3,0.625,tail_mass,2
B,0,-2,15.0,112,4,0.13392857142857142,tail_mass,3
B,10,-2,58.0,192,17,0.3020833333333333,tail_mass,3
B,16,-2,1.0,3,1,0.3333333333333333,tail_mass,3
B,20,-2,7.0,37,2,0.1891891891891892,tail_mass,3
B,23,-2,3.0,3,1,1.0,tail_mass,3
B,26,-2,6.0,117,6,0.05128205128205128,tail_mass,3
B,3,-2,33.0,180,10,0.18333333333333332,tail_mass,3
B,39,-2,8.0,132,5,0.06060606060606061,tail_mass,3
B,42,-2,65.0,152,8,0.4276315789473684,tail_mass,3
B,7,-2,2.0,8,3,0.25,tail_mass,3
B,0,-2,15.0,112,4,0.13392857142857142,tail_mass,4
B,10,-2,64.0,192,17,0.3333333333333333,tail_mass,4
B,16,-2,3.0,3,1,1.0,tail_mass,4
B,20,-2,8.0,37,2,0.21621621621621623,tail_mass,4
B,23,-2,2.0,3,1,0.6666666666666666,tail_mass,4
B,26,-2,7.0,117,6,0.05982905982905983,tail_mass,4
B,3,-2,19.0,180,10,0.10555555555555556,tail_mass,4
B,39,-2,21.0,132,5,0.1590909090909091,tail_mass,4
B,42,-2,78.0,152,8,0.5131578947368421,tail_mass,4
B,7,-2,2.0,8,3,0.25,tail_mass,4
B,0,-2,29.0,112,4,0.25892857142857145,tail_mass,5
B,10,-2,64.0,192,17,0.3333333333333333,tail_mass,5
B,16,-2,3.0,3,1,1.0,tail_mass,5
B,20,-2,13.0,37,2,0.35135135135135137,tail_mass,5
B,23,-2,2.0,3,1,0.6666666666666666,tail_mass,5
B,26,-2,16.0,117,6,0.13675213675213677,tail_mass,5
B,3,-2,35.5,180,10,0.19722222222222222,tail_mass,5
B,39,-2,13.0,132,5,0.09848484848484848,tail_mass,5
B,42,-2,70.0,152,8,0.4605263157894737,tail_mass,5
B,7,-2,2.0,8,3,0.25,tail_mass,5
B,0,-2,32.0,112,4,0.2857142857142857,tail_mass,6
B,10,-2,41.0,192,17,0.21354166666666666,tail_mass,6
B,16,-2,3.0,3,1,1.0,tail_mass,6
B,20,-2,7.0,37,2,0.1891891891891892,tail_mass,6
B,23,-2,2.0,3,1,0.6666666666666666,tail_mass,6
B,26,-2,15.0,117,6,0.1282051282051282,tail_mass,6
B,3,-2,39.0,180,10,0.21666666666666667,tail_mass,6
B,39,-2,14.0,132,5,0.10606060606060606,tail_mass,6
B,42,-2,77.0,152,8,0.506578947368421,tail_mass,6
B,7,-2,3.0,8,3,0.375,tail_mass,6
B,0,-2,12.0,112,4,0.10714285714285714,tail_mass,7
B,10,-2,47.0,192,17,0.24479166666666666,tail_mass,7
B,16,-2,1.0,3,1,0.3333333333333333,tail_mass,7
B,20,-2,9.0,37,2,0.24324324324324326,tail_mass,7
B,23,-2,3.0,3,1,1.0,tail_mass,7
B,26,-2,9.0,117,6,0.07692307692307693,tail_mass,7
B,3,-2,40.0,180,10,0.2222222222222222,tail_mass,7
B,39,-2,13.0,132,5,0.09848484848484848,tail_mass,7
B,42,-2,61.0,152,8,0.40131578947368424,tail_mass,7
B,7,-2,2.0,8,3,0.25,tail_mass,7
B,0,-2,1.0,112,4,0.008928571428571428,tail_mass,8
B,10,-2,41.0,192,17,0.21354166666666666,tail_mass,8
B,16,-2,1.0,3,1,0.3333333333333333,tail_mass,8
B,20,-2,3.0,37,2,0.08108108108108109,tail_mass,8
B,23,-2,3.0,3,1,1.0,tail_mass,8
B,26,-2,25.0,117,6,0.21367521367521367,tail_mass,8
B,3,-2,30.0,180,10,0.16666666666666666,tail_mass,8
B,39,-2,1.0,132,5,0.007575757575757576,tail_mass,8
B,42,-2,34.0,152,8,0.2236842105263158,tail_mass,8
B,7,-2,0.0,8,3,0.0,tail_mass,8
B,0,-2,0.0,112,4,0.0,tail_mass,9
B,10,-2,37.0,192,17,0.19270833333333334,tail_mass,9
B,16,-2,0.0,3,1,0.0,tail_mass,9
B,20,-2,8.0,37,2,0.21621621621621623,tail_mass,9
B,23,-2,3.0,3,1,1.0,tail_mass,9
B,26,-2,34.0,117,6,0.2905982905982906,tail_mass,9
B,3,-2,26.0,180,10,0.14444444444444443,tail_mass,9
B,39,-2,3.0,132,5,0.022727272727272728,tail_mass,9
B,42,-2,21.0,152,8,0.13815789473684212,tail_mass,9
B,7,-2,2.0,8,3,0.25,tail_mass,9
B,0,-2,5.0,112,4,0.044642857142857144,tail_mass,10
B,10,-2,42.0,192,17,0.21875,tail_mass,10
B,16,-2,2.0,3,1,0.6666666666666666,tail_mass,10
B,20,-2,9.0,37,2,0.24324324324324326,tail_mass,10
B,23,-2,2.0,3,1,0.6666666666666666,tail_mass,10
B,26,-2,40.0,117,6,0.3418803418803419,tail_mass,10
B,3,-2,60.0,180,10,0.3333333333333333,tail_mass,10
B,39,-2,17.0,132,5,0.12878787878787878,tail_mass,10
B,42,-2,40.0,152,8,0.2631578947368421,tail_mass,10
B,7,-2,0.0,8,3,0.0,tail_mass,10
B,0,-2,37.0,112,4,0.33035714285714285,exec_entropy,1
B,10,-2,104.0,192,17,0.5416666666666666,exec_entropy,1
B,16,-2,0.0,3,1,0.0,exec_entropy,1
B,20,-2,13.0,37,2,0.35135135135135137,exec_entropy,1
B,23,-2,3.0,3,1,1.0,exec_entropy,1
B,26,-2,95.0,117,6,0.811965811965812,exec_entropy,1
B,3,-2,74.0,180,10,0.4111111111111111,exec_entropy,1
B,39,-2,20.0,132,5,0.15151515151515152,exec_entropy,1
B,42,-2,22.0,152,8,0.14473684210526316,exec_entropy,1
B,7,-2,7.0,8,3,0.875,exec_entropy,1
B,0,-2,43.0,112,4,0.38392857142857145,exec_entropy,2
B,10,-2,77.0,192,17,0.4010416666666667,exec_entropy,2
B,16,-2,1.0,3,1,0.3333333333333333,exec_entropy,2
B,20,-2,10.0,37,2,0.2702702702702703,exec_entropy,2
B,23,-2,2.0,3,1,0.6666666666666666,exec_entropy,2
B,26,-2,29.0,117,6,0.24786324786324787,exec_entropy,2
B,3,-2,28.0,180,10,0.15555555555555556,exec_entropy,2
B,39,-2,27.0,132,5,0.20454545454545456,exec_entropy,2
B,42,-2,52.0,152,8,0.34210526315789475,exec_entropy,2
B,7,-2,3.0,8,3,0.375,exec_entropy,2
B,0,-2,31.0,112,4,0.2767857142857143,exec_entropy,3
B,10,-2,56.0,192,17,0.2916666666666667,exec_entropy,3
B,16,-2,1.0,3,1,0.3333333333333333,exec_entropy,3
B,20,-2,3.0,37,2,0.08108108108108109,exec_entropy,3
B,23,-2,3.0,3,1,1.0,exec_entropy,3
B,26,-2,10.0,117,6,0.08547008547008547,exec_entropy,3
B,3,-2,42.0,180,10,0.23333333333333334,exec_entropy,3
B,39,-2,20.0,132,5,0.15151515151515152,exec_entropy,3
B,42,-2,53.0,152,8,0.34868421052631576,exec_entropy,3
B,7,-2,3.0,8,3,0.375,exec_entropy,3
B,0,-2,34.0,112,4,0.30357142857142855,exec_entropy,4
B,10,-2,80.0,192,17,0.4166666666666667,exec_entropy,4
B,16,-2,2.0,3,1,0.6666666666666666,exec_entropy,4
B,20,-2,11.0,37,2,0.2972972972972973,exec_entropy,4
B,23,-2,2.0,3,1,0.6666666666666666,exec_entropy,4
B,26,-2,17.0,117,6,0.1452991452991453,exec_entropy,4
B,3,-2,17.0,180,10,0.09444444444444444,exec_entropy,4
B,39,-2,44.0,132,5,0.3333333333333333,exec_entropy,4
B,42,-2,73.0,152,8,0.48026315789473684,exec_entropy,4
B,7,-2,4.0,8,3,0.5,exec_entropy,4
B,0,-2,65.0,112,4,0.5803571428571429,exec_entropy,5
B,10,-2,75.0,192,17,0.390625,exec_entropy,5
B,16,-2,2.0,3,1,0.6666666666666666,exec_entropy,5
B,20,-2,16.0,37,2,0.43243243243243246,exec_entropy,5
B,23,-2,3.0,3,1,1.0,exec_entropy,5
B,26,-2,22.0,117,6,0.18803418803418803,exec_entropy,5
B,3,-2,25.0,180,10,0.1388888888888889,exec_entropy,5
B,39,-2,40.0,132,5,0.30303030303030304,exec_entropy,5
B,42,-2,77.0,152,8,0.506578947368421,exec_entropy,5
B,7,-2,2.0,8,3,0.25,exec_entropy,5
B,0,-2,57.0,112,4,0.5089285714285714,exec_entropy,6
B,10,-2,49.0,192,17,0.2552083333333333,exec_entropy,6
B,16,-2,3.0,3,1,1.0,exec_entropy,6
B,20,-2,19.0,37,2,0.5135135135135135,exec_entropy,6
B,23,-2,3.0,3,1,1.0,exec_entropy,6
B,26,-2,37.0,117,6,0.3162393162393162,exec_entropy,6
B,3,-2,34.0,180,10,0.18888888888888888,exec_entropy,6
B,39,-2,18.0,132,5,0.13636363636363635,exec_entropy,6
B,42,-2,89.0,152,8,0.5855263157894737,exec_entropy,6
B,7,-2,1.0,8,3,0.125,exec_entropy,6
B,0,-2,24.0,112,4,0.21428571428571427,exec_entropy,7
B,10,-2,64.0,192,17,0.3333333333333333,exec_entropy,7
B,16,-2,2.0,3,1,0.6666666666666666,exec_entropy,7
B,20,-2,9.0,37,2,0.24324324324324326,exec_entropy,7
B,23,-2,3.0,3,1,1.0,exec_entropy,7
B,26,-2,16.0,117,6,0.13675213675213677,exec_entropy,7
B,3,-2,41.0,180,10,0.22777777777777777,exec_entropy,7
B,39,-2,19.0,132,5,0.14393939393939395,exec_entropy,7
B,42,-2,72.0,152,8,0.47368421052631576,exec_entropy,7
B,7,-2,0.0,8,3,0.0,exec_entropy,7
B,0,-2,13.0,112,4,0.11607142857142858,exec_entropy,8
B,10,-2,60.0,192,17,0.3125,exec_entropy,8
B,16,-2,0.0,3,1,0.0,exec_entropy,8
B,20,-2,3.0,37,2,0.08108108108108109,exec_entropy,8
B,23,-2,3.0,3,1,1.0,exec_entropy,8
B,26,-2,32.0,117,6,0.27350427350427353,exec_entropy,8
B,3,-2,22.0,180,10,0.12222222222222222,exec_entropy,8
B,39,-2,5.0,132,5,0.03787878787878788,exec_entropy,8
B,42,-2,31.0,152,8,0.20394736842105263,exec_entropy,8
B,7,-2,0.0,8,3,0.0,exec_entropy,8
B,0,-2,0.0,112,4,0.0,exec_entropy,9
B,10,-2,46.0,192,17,0.23958333333333334,exec_entropy,9
B,16,-2,0.0,3,1,0.0,exec_entropy,9
B,20,-2,19.0,37,2,0.5135135135135135,exec_entropy,9
B,23,-2,3.0,3,1,1.0,exec_entropy,9
B,26,-2,60.0,117,6,0.5128205128205128,exec_entropy,9
B,3,-2,45.0,180,10,0.25,exec_entropy,9
B,39,-2,8.0,132,5,0.06060606060606061,exec_entropy,9
B,42,-2,28.0,152,8,0.18421052631578946,exec_entropy,9
B,7,-2,0.0,8,3,0.0,exec_entropy,9
B,0,-2,31.0,112,4,0.2767857142857143,exec_entropy,10
B,10,-2,75.0,192,17,0.390625,exec_entropy,10
B,16,-2,1.0,3,1,0.3333333333333333,exec_entropy,10
B,20,-2,16.0,37,2,0.43243243243243246,exec_entropy,10
B,23,-2,2.0,3,1,0.6666666666666666,exec_entropy,10
B,26,-2,55.0,117,6,0.4700854700854701,exec_entropy,10
B,3,-2,101.0,180,10,0.5611111111111111,exec_entropy,10
B,39,-2,53.0,132,5,0.4015151515151515,exec_entropy,10
B,42,-2,65.0,152,8,0.4276315789473684,exec_entropy,10
B,7,-2,0.0,8,3,0.0,exec_entropy,10
B,0,-2,64.0,112,4,0.5714285714285714,late_flow_support_churn,1
B,10,-2,81.0,192,17,0.421875,late_flow_support_churn,1
B,16,-2,2.0,3,1,0.6666666666666666,late_flow_support_churn,1
B,20,-2,24.0,37,2,0.6486486486486487,late_flow_support_churn,1
B,23,-2,3.0,3,1,1.0,late_flow_support_churn,1
B,26,-2,97.0,117,6,0.8290598290598291,late_flow_support_churn,1
B,3,-2,122.0,180,10,0.6777777777777778,late_flow_support_churn,1
B,39,-2,66.5,132,5,0.5037878787878788,late_flow_support_churn,1
B,42,-2,74.0,152,8,0.4868421052631579,late_flow_support_churn,1
B,7,-2,1.0,8,3,0.125,late_flow_support_churn,1
B,0,-2,15.0,112,4,0.13392857142857142,late_flow_support_churn,2
B,10,-2,70.0,192,17,0.3645833333333333,late_flow_support_churn,2
B,16,-2,3.0,3,1,1.0,late_flow_support_churn,2
B,20,-2,31.0,37,2,0.8378378378378378,late_flow_support_churn,2
B,23,-2,3.0,3,1,1.0,late_flow_support_churn,2
B,26,-2,54.0,117,6,0.46153846153846156,late_flow_support_churn,2
B,3,-2,47.0,180,10,0.2611111111111111,late_flow_support_churn,2
B,39,-2,47.5,132,5,0.35984848484848486,late_flow_support_churn,2
B,42,-2,105.0,152,8,0.6907894736842105,late_flow_support_churn,2
B,7,-2,8.0,8,3,1.0,late_flow_support_churn,2
B,0,-2,22.0,112,4,0.19642857142857142,late_flow_support_churn,3
B,10,-2,80.5,192,17,0.4192708333333333,late_flow_support_churn,3
B,16,-2,1.0,3,1,0.3333333333333333,late_flow_support_churn,3
B,20,-2,10.0,37,2,0.2702702702702703,late_flow_support_churn,3
B,23,-2,2.0,3,1,0.6666666666666666,late_flow_support_churn,3
B,26,-2,63.0,117,6,0.5384615384615384,late_flow_support_churn,3
B,3,-2,81.5,180,10,0.4527777777777778,late_flow_support_churn,3
B,39,-2,62.0,132,5,0.4696969696969697,late_flow_support_churn,3
B,42,-2,76.5,152,8,0.5032894736842105,late_flow_support_churn,3
B,7,-2,1.0,8,3,0.125,late_flow_support_churn,3
B,0,-2,14.0,112,4,0.125,late_flow_support_churn,4
B,10,-2,81.0,192,17,0.421875,late_flow_support_churn,4
B,16,-2,3.0,3,1,1.0,late_flow_support_churn,4
B,20,-2,22.0,37,2,0.5945945945945946,late_flow_support_churn,4
B,23,-2,3.0,3,1,1.0,late_flow_support_churn,4
B,26,-2,57.0,117,6,0.48717948717948717,late_flow_support_churn,4
B,3,-2,86.0,180,10,0.4777777777777778,late_flow_support_churn,4
B,39,-2,35.0,132,5,0.26515151515151514,late_flow_support_churn,4
B,42,-2,69.0,152,8,0.45394736842105265,late_flow_support_churn,4
B,7,-2,0.0,8,3,0.0,late_flow_support_churn,4
B,0,-2,24.0,112,4,0.21428571428571427,late_flow_support_churn,5
B,10,-2,116.0,192,17,0.6041666666666666,late_flow_support_churn,5
B,16,-2,3.0,3,1,1.0,late_flow_support_churn,5
B,20,-2,9.0,37,2,0.24324324324324326,late_flow_support_churn,5
B,23,-2,3.0,3,1,1.0,late_flow_support_churn,5
B,26,-2,70.0,117,6,0.5982905982905983,late_flow_support_churn,5
B,3,-2,91.0,180,10,0.5055555555555555,late_flow_support_churn,5
B,39,-2,52.0,132,5,0.3939393939393939,late_flow_support_churn,5
B,42,-2,56.0,152,8,0.3684210526315789,late_flow_support_churn,5
B,7,-2,4.0,8,3,0.5,late_flow_support_churn,5
B,0,-2,54.0,112,4,0.48214285714285715,late_flow_support_churn,6
B,10,-2,78.0,192,17,0.40625,late_flow_support_churn,6
B,16,-2,3.0,3,1,1.0,late_flow_support_churn,6
B,20,-2,2.0,37,2,0.05405405405405406,late_flow_support_churn,6
B,23,-2,1.0,3,1,0.3333333333333333,late_flow_support_churn,6
B,26,-2,75.0,117,6,0.6410256410256411,late_flow_support_churn,6
B,3,-2,95.0,180,10,0.5277777777777778,late_flow_support_churn,6
B,39,-2,51.0,132,5,0.38636363636363635,late_flow_support_churn,6
B,42,-2,85.0,152,8,0.5592105263157895,late_flow_support_churn,6
B,7,-2,4.0,8,3,0.5,late_flow_support_churn,6
B,0,-2,40.0,112,4,0.35714285714285715,late_flow_support_churn,7
B,10,-2,62.0,192,17,0.3229166666666667,late_flow_support_churn,7
B,16,-2,3.0,3,1,1.0,late_flow_support_churn,7
B,20,-2,19.0,37,2,0.5135135135135135,late_flow_support_churn,7
B,23,-2,3.0,3,1,1.0,late_flow_support_churn,7
B,26,-2,57.5,117,6,0.49145299145299143,late_flow_support_churn,7
B,3,-2,80.0,180,10,0.4444444444444444,late_flow_support_churn,7
B,39,-2,63.0,132,5,0.4772727272727273,late_flow_support_churn,7
B,42,-2,97.0,152,8,0.6381578947368421,late_flow_support_churn,7
B,7,-2,2.0,8,3,0.25,late_flow_support_churn,7
B,0,-2,32.0,112,4,0.2857142857142857,late_flow_support_churn,8
B,10,-2,76.0,192,17,0.3958333333333333,late_flow_support_churn,8
B,16,-2,3.0,3,1,1.0,late_flow_support_churn,8
B,20,-2,11.0,37,2,0.2972972972972973,late_flow_support_churn,8
B,23,-2,0.0,3,1,0.0,late_flow_support_churn,8
B,26,-2,58.0,117,6,0.49572649572649574,late_flow_support_churn,8
B,3,-2,50.0,180,10,0.2777777777777778,late_flow_support_churn,8
B,39,-2,28.0,132,5,0.21212121212121213,late_flow_support_churn,8
B,42,-2,64.0,152,8,0.42105263157894735,late_flow_support_churn,8
B,7,-2,1.0,8,3,0.125,late_flow_support_churn,8
B,0,-2,48.0,112,4,0.42857142857142855,late_flow_support_churn,9
B,10,-2,73.0,192,17,0.3802083333333333,late_flow_support_churn,9
B,16,-2,0.0,3,1,0.0,late_flow_support_churn,9
B,20,-2,29.0,37,2,0.7837837837837838,late_flow_support_churn,9
B,23,-2,0.0,3,1,0.0,late_flow_support_churn,9
B,26,-2,66.0,117,6,0.5641025641025641,late_flow_support_churn,9
B,3,-2,43.0,180,10,0.2388888888888889,late_flow_support_churn,9
B,39,-2,13.0,132,5,0.09848484848484848,late_flow_support_churn,9
B,42,-2,51.5,152,8,0.33881578947368424,late_flow_support_churn,9
B,7,-2,3.0,8,3,0.375,late_flow_support_churn,9
B,0,-2,85.0,112,4,0.7589285714285714,late_flow_support_churn,10
B,10,-2,87.0,192,17,0.453125,late_flow_support_churn,10
B,16,-2,2.0,3,1,0.6666666666666666,late_flow_support_churn,10
B,20,-2,12.0,37,2,0.32432432432432434,late_flow_support_churn,10
B,23,-2,1.0,3,1,0.3333333333333333,late_flow_support_churn,10
B,26,-2,86.5,117,6,0.7393162393162394,late_flow_support_churn,10
B,3,-2,40.0,180,10,0.2222222222222222,late_flow_support_churn,10
B,39,-2,73.0,132,5,0.553030303030303,late_flow_support_churn,10
B,42,-2,97.0,152,8,0.6381578947368421,late_flow_support_churn,10
B,7,-2,4.0,8,3,0.5,late_flow_support_churn,10
B,0,-2,63.0,112,4,0.5625,late_flow_exec_churn,1
B,10,-2,77.0,192,17,0.4010416666666667,late_flow_exec_churn,1
B,16,-2,2.0,3,1,0.6666666666666666,late_flow_exec_churn,1
B,20,-2,25.0,37,2,0.6756756756756757,late_flow_exec_churn,1
B,23,-2,3.0,3,1,1.0,late_flow_exec_churn,1
B,26,-2,98.0,117,6,0.8376068376068376,late_flow_exec_churn,1
B,3,-2,121.0,180,10,0.6722222222222223,late_flow_exec_churn,1
B,39,-2,66.0,132,5,0.5,late_flow_exec_churn,1
B,42,-2,71.0,152,8,0.46710526315789475,late_flow_exec_churn,1
B,7,-2,1.0,8,3,0.125,late_flow_exec_churn,1
B,0,-2,17.0,112,4,0.15178571428571427,late_flow_exec_churn,2
B,10,-2,67.0,192,17,0.3489583333333333,late_flow_exec_churn,2
B,16,-2,3.0,3,1,1.0,late_flow_exec_churn,2
B,20,-2,30.0,37,2,0.8108108108108109,late_flow_exec_churn,2
B,23,-2,3.0,3,1,1.0,late_flow_exec_churn,2
B,26,-2,55.0,117,6,0.4700854700854701,late_flow_exec_churn,2
B,3,-2,48.0,180,10,0.26666666666666666,late_flow_exec_churn,2
B,39,-2,47.0,132,5,0.3560606060606061,late_flow_exec_churn,2
B,42,-2,105.0,152,8,0.6907894736842105,late_flow_exec_churn,2
B,7,-2,8.0,8,3,1.0,late_flow_exec_churn,2
B,0,-2,23.0,112,4,0.20535714285714285,late_flow_exec_churn,3
B,10,-2,79.0,192,17,0.4114583333333333,late_flow_exec_churn,3
B,16,-2,1.0,3,1,0.3333333333333333,late_flow_exec_churn,3
B,20,-2,11.0,37,2,0.2972972972972973,late_flow_exec_churn,3
B,23,-2,2.0,3,1,0.6666666666666666,late_flow_exec_churn,3
B,26,-2,65.0,117,6,0.5555555555555556,late_flow_exec_churn,3
B,3,-2,80.0,180,10,0.4444444444444444,late_flow_exec_churn,3
B,39,-2,70.0,132,5,0.5303030303030303,late_flow_exec_churn,3
B,42,-2,74.0,152,8,0.4868421052631579,late_flow_exec_churn,3
B,7,-2,1.0,8,3,0.125,late_flow_exec_churn,3
B,0,-2,11.0,112,4,0.09821428571428571,late_flow_exec_churn,4
B,10,-2,83.0,192,17,0.4322916666666667,late_flow_exec_churn,4
B,16,-2,3.0,3,1,1.0,late_flow_exec_churn,4
B,20,-2,24.0,37,2,0.6486486486486487,late_flow_exec_churn,4
B,23,-2,3.0,3,1,1.0,late_flow_exec_churn,4
B,26,-2,57.0,117,6,0.48717948717948717,late_flow_exec_churn,4
B,3,-2,87.0,180,10,0.48333333333333334,late_flow_exec_churn,4
B,39,-2,35.0,132,5,0.26515151515151514,late_flow_exec_churn,4
B,42,-2,83.0,152,8,0.5460526315789473,late_flow_exec_churn,4
B,7,-2,0.0,8,3,0.0,late_flow_exec_churn,4
B,0,-2,24.0,112,4,0.21428571428571427,late_flow_exec_churn,5
B,10,-2,121.0,192,17,0.6302083333333334,late_flow_exec_churn,5
B,16,-2,3.0,3,1,1.0,late_flow_exec_churn,5
B,20,-2,11.0,37,2,0.2972972972972973,late_flow_exec_churn,5
B,23,-2,3.0,3,1,1.0,late_flow_exec_churn,5
B,26,-2,68.0,117,6,0.5811965811965812,late_flow_exec_churn,5
B,3,-2,95.0,180,10,0.5277777777777778,late_flow_exec_churn,5
B,39,-2,55.0,132,5,0.4166666666666667,late_flow_exec_churn,5
B,42,-2,54.0,152,8,0.35526315789473684,late_flow_exec_churn,5
B,7,-2,4.0,8,3,0.5,late_flow_exec_churn,5
B,0,-2,56.0,112,4,0.5,late_flow_exec_churn,6
B,10,-2,78.0,192,17,0.40625,late_flow_exec_churn,6
B,16,-2,3.0,3,1,1.0,late_flow_exec_churn,6
B,20,-2,2.0,37,2,0.05405405405405406,late_flow_exec_churn,6
B,23,-2,1.0,3,1,0.3333333333333333,late_flow_exec_churn,6
