corpus,event_kind,signal,tier,variant,relative,auc_event_high,det_auc,direction,ci95_low,ci95_high,n_groups,n_events,npairs,p_point,p_maxT,null_max_effect_q95
A,loop,query_exec_churn,F2_actual_dispatch,raw,4,0.26993865030674846,0.7300613496932515,event_low,0.1491611943119006,0.4216453944161843,15,116,652,,,
A,loop,all_layer_support_churn,F3_layer_token_propagation,raw,-8,0.5934640522875817,0.5934640522875817,event_high,0.5153424389288687,0.663912223343807,18,124,765,0.043478260869565216,0.9985007496251874,0.3092723850957484
A,loop,all_layer_support_churn,F3_layer_token_propagation,raw,-7,0.5660881174899867,0.5660881174899867,event_high,0.4837162951916489,0.6404807692307691,17,123,749,,,
A,loop,all_layer_support_churn,F3_layer_token_propagation,raw,-6,0.48066298342541436,0.5193370165745856,event_low,0.41849592134135105,0.5437730574722834,17,123,724,0.5462268865567217,1.0,0.3092723850957484
A,loop,all_layer_support_churn,F3_layer_token_propagation,raw,-5,0.461212976022567,0.538787023977433,event_low,0.38872766631274486,0.5308406419377509,17,123,709,,,
A,loop,all_layer_support_churn,F3_layer_token_propagation,raw,-4,0.4142857142857143,0.5857142857142856,event_low,0.3176028663892742,0.5028855885711723,16,122,700,0.11744127936031984,1.0,0.3092723850957484
A,loop,all_layer_support_churn,F3_layer_token_propagation,raw,-3,0.42898134863701576,0.5710186513629842,event_low,0.33564037095025895,0.5121087521407902,16,121,697,,,
A,loop,all_layer_support_churn,F3_layer_token_propagation,raw,-2,0.4436416184971098,0.5563583815028902,event_low,0.35599222767332606,0.5279820382539216,16,121,692,0.25337331334332835,1.0,0.3092723850957484
A,loop,all_layer_support_churn,F3_layer_token_propagation,raw,-1,0.4544138929088278,0.5455861070911723,event_low,0.3840080983737622,0.5292446293300718,15,120,691,,,
A,loop,all_layer_support_churn,F3_layer_token_propagation,raw,0,0.4310595065312046,0.5689404934687954,event_low,0.35453107793955707,0.5212572049648757,15,120,689,0.15642178910544727,1.0,0.3092723850957484
A,loop,all_layer_support_churn,F3_layer_token_propagation,raw,1,0.3301610541727672,0.6698389458272328,event_low,0.2573397095571505,0.4150409363539354,15,119,683,,,
A,loop,all_layer_support_churn,F3_layer_token_propagation,raw,2,0.28064992614475626,0.7193500738552437,event_low,0.19878264120629419,0.3633803432658393,15,119,677,,,
A,loop,all_layer_support_churn,F3_layer_token_propagation,raw,3,0.2619047619047619,0.7380952380952381,event_low,0.17332330827067668,0.34671202903724263,15,119,672,,,
A,loop,all_layer_support_churn,F3_layer_token_propagation,raw,4,0.25920245398773006,0.74079754601227,event_low,0.184008678845705,0.3319487530413625,15,116,652,,,
A,loop,all_layer_exec_churn,F3_layer_token_propagation,raw,-8,0.5816993464052288,0.5816993464052288,event_high,0.504448759774222,0.6461547212741753,18,124,765,0.05847076461769116,1.0,0.3092723850957484
A,loop,all_layer_exec_churn,F3_layer_token_propagation,raw,-7,0.5594125500667557,0.5594125500667557,event_high,0.47903445400104494,0.6339661011148854,17,123,749,,,
A,loop,all_layer_exec_churn,F3_layer_token_propagation,raw,-6,0.46685082872928174,0.5331491712707183,event_low,0.3983182410895392,0.5303480983125334,17,123,724,0.312343828085957,1.0,0.3092723850957484
A,loop,all_layer_exec_churn,F3_layer_token_propagation,raw,-5,0.44710860366713684,0.5528913963328632,event_low,0.3819828162782322,0.507465513342379,17,123,709,,,
A,loop,all_layer_exec_churn,F3_layer_token_propagation,raw,-4,0.4014285714285714,0.5985714285714285,event_low,0.31202888733502315,0.48895478020658173,16,122,700,0.05547226386806597,0.9960019990004998,0.3092723850957484
A,loop,all_layer_exec_churn,F3_layer_token_propagation,raw,-3,0.4146341463414634,0.5853658536585367,event_low,0.32750749597776807,0.4953903162055336,16,121,697,,,
A,loop,all_layer_exec_churn,F3_layer_token_propagation,raw,-2,0.42485549132947975,0.5751445086705202,event_low,0.3333223249669749,0.5138608598994194,16,121,692,0.14142928535732133,1.0,0.3092723850957484
A,loop,all_layer_exec_churn,F3_layer_token_propagation,raw,-1,0.4515195369030391,0.5484804630969609,event_low,0.38256149815156437,0.5266372731631025,15,120,691,,,
A,loop,all_layer_exec_churn,F3_layer_token_propagation,raw,0,0.4296081277213353,0.5703918722786647,event_low,0.3574277994330262,0.5173935223158019,15,120,689,0.14142928535732133,1.0,0.3092723850957484
A,loop,all_layer_exec_churn,F3_layer_token_propagation,raw,1,0.3206442166910688,0.6793557833089312,event_low,0.2446588711095481,0.4083908788774,15,119,683,,,
A,loop,all_layer_exec_churn,F3_layer_token_propagation,raw,2,0.2688330871491876,0.7311669128508125,event_low,0.19060638508467256,0.3378883042245111,15,119,677,,,
A,loop,all_layer_exec_churn,F3_layer_token_propagation,raw,3,0.23958333333333334,0.7604166666666666,event_low,0.15932882501561765,0.325037548057318,15,119,672,,,
A,loop,all_layer_exec_churn,F3_layer_token_propagation,raw,4,0.254601226993865,0.745398773006135,event_low,0.1782673280060361,0.32514940709595114,15,116,652,,,
A,loop,token_support_slope,F3_layer_token_propagation,raw,-8,0.5673202614379085,0.5673202614379085,event_high,0.47896265099179897,0.6432062213263754,18,124,765,0.1519240379810095,1.0,0.3092723850957484
A,loop,token_support_slope,F3_layer_token_propagation,raw,-7,0.5193591455273698,0.5193591455273698,event_high,0.4527508764871544,0.5883003243517495,17,123,749,,,
A,loop,token_support_slope,F3_layer_token_propagation,raw,-6,0.5262430939226519,0.5262430939226519,event_high,0.4381868131868132,0.6188163437738005,17,123,724,0.6056971514242878,1.0,0.3092723850957484
A,loop,token_support_slope,F3_layer_token_propagation,raw,-5,0.61212976022567,0.61212976022567,event_high,0.5212748603817621,0.7000070028011204,17,123,709,,,
A,loop,token_support_slope,F3_layer_token_propagation,raw,-4,0.6157142857142858,0.6157142857142858,event_high,0.5349905801161833,0.692090395480226,16,122,700,0.01999000499750125,0.9410294852573713,0.3092723850957484
A,loop,token_support_slope,F3_layer_token_propagation,raw,-3,0.5681492109038737,0.5681492109038737,event_high,0.4832345056131663,0.6431624716285128,16,121,697,,,
A,loop,token_support_slope,F3_layer_token_propagation,raw,-2,0.5115606936416185,0.5115606936416185,event_high,0.44185955097264884,0.5843539340601602,16,121,692,0.7521239380309845,1.0,0.3092723850957484
A,loop,token_support_slope,F3_layer_token_propagation,raw,-1,0.4037626628075253,0.5962373371924747,event_low,0.3333333333333333,0.4820682785117312,15,120,691,,,
A,loop,token_support_slope,F3_layer_token_propagation,raw,0,0.29172714078374457,0.7082728592162555,event_low,0.22939622484052846,0.36250659788867556,15,120,689,0.001999000499750125,0.27136431784107945,0.3092723850957484
A,loop,token_support_slope,F3_layer_token_propagation,raw,1,0.363103953147877,0.636896046852123,event_low,0.2895380682760909,0.43694724031313725,15,119,683,,,
A,loop,token_support_slope,F3_layer_token_propagation,raw,2,0.4446085672082718,0.5553914327917282,event_low,0.36665977961432505,0.5179242818404285,15,119,677,,,
A,loop,token_support_slope,F3_layer_token_propagation,raw,3,0.44494047619047616,0.5550595238095238,event_low,0.3678441789442548,0.5257462928274916,15,119,672,,,
A,loop,token_support_slope,F3_layer_token_propagation,raw,4,0.4708588957055215,0.5291411042944785,event_low,0.41531017394419456,0.5283666450356911,15,116,652,,,
A,loop,token_exec_slope,F3_layer_token_propagation,raw,-8,0.5647058823529412,0.5647058823529412,event_high,0.47199812834224597,0.6449775407074676,18,124,765,0.17341329335332334,1.0,0.3092723850957484
A,loop,token_exec_slope,F3_layer_token_propagation,raw,-7,0.527369826435247,0.527369826435247,event_high,0.4540651121915329,0.5926985895094186,17,123,749,,,
A,loop,token_exec_slope,F3_layer_token_propagation,raw,-6,0.5234806629834254,0.5234806629834254,event_high,0.4353258903614061,0.6238296767540323,17,123,724,0.656671664167916,1.0,0.3092723850957484
A,loop,token_exec_slope,F3_layer_token_propagation,raw,-5,0.616361071932299,0.616361071932299,event_high,0.532190888551571,0.7025657342930149,17,123,709,,,
A,loop,token_exec_slope,F3_layer_token_propagation,raw,-4,0.6328571428571429,0.6328571428571429,event_high,0.5542563577082342,0.7065846307522734,16,122,700,0.014992503748125937,0.809095452273863,0.3092723850957484
A,loop,token_exec_slope,F3_layer_token_propagation,raw,-3,0.5738880918220947,0.5738880918220947,event_high,0.4897674252947252,0.6500896365732773,16,121,697,,,
A,loop,token_exec_slope,F3_layer_token_propagation,raw,-2,0.48554913294797686,0.5144508670520231,event_low,0.4121884408511214,0.5629219419555901,16,121,692,0.7011494252873564,1.0,0.3092723850957484
A,loop,token_exec_slope,F3_layer_token_propagation,raw,-1,0.40665701881331406,0.5933429811866859,event_low,0.33862755873059486,0.474001205869468,15,120,691,,,
A,loop,token_exec_slope,F3_layer_token_propagation,raw,0,0.28737300435413643,0.7126269956458635,event_low,0.22551107663034858,0.36579901193504205,15,120,689,0.0009995002498750624,0.25237381309345325,0.3092723850957484
A,loop,token_exec_slope,F3_layer_token_propagation,raw,1,0.3718887262079063,0.6281112737920937,event_low,0.30273300258014935,0.44783220470864543,15,119,683,,,
A,loop,token_exec_slope,F3_layer_token_propagation,raw,2,0.4534711964549483,0.5465288035450517,event_low,0.37444724278270985,0.532217199676079,15,119,677,,,
A,loop,token_exec_slope,F3_layer_token_propagation,raw,3,0.4583333333333333,0.5416666666666667,event_low,0.38322149447212706,0.5387066605080062,15,119,672,,,
A,loop,token_exec_slope,F3_layer_token_propagation,raw,4,0.47392638036809814,0.5260736196319018,event_low,0.4172713426269663,0.5318187685808168,15,116,652,,,
A,loop,token_margin_slope,F3_layer_token_propagation,raw,-8,0.4287581699346405,0.5712418300653594,event_low,0.36009659699559055,0.4993929016189289,18,124,765,0.1024487756121939,1.0,0.3092723850957484
A,loop,token_margin_slope,F3_layer_token_propagation,raw,-7,0.4379172229639519,0.5620827770360481,event_low,0.3758818198026863,0.5106025199162155,17,123,749,,,
A,loop,token_margin_slope,F3_layer_token_propagation,raw,-6,0.5248618784530387,0.5248618784530387,event_high,0.4484708053824475,0.6075360640710185,17,123,724,0.585207396301849,1.0,0.3092723850957484
A,loop,token_margin_slope,F3_layer_token_propagation,raw,-5,0.6008462623413258,0.6008462623413258,event_high,0.5279476787030214,0.6658124428527887,17,123,709,,,
A,loop,token_margin_slope,F3_layer_token_propagation,raw,-4,0.6957142857142857,0.6957142857142857,event_high,0.6285266088707059,0.754456201078823,16,122,700,0.001999000499750125,0.32983508245877063,0.3092723850957484
A,loop,token_margin_slope,F3_layer_token_propagation,raw,-3,0.6771879483500718,0.6771879483500718,event_high,0.6060138210011798,0.7459630952723919,16,121,697,,,
A,loop,token_margin_slope,F3_layer_token_propagation,raw,-2,0.5924855491329479,0.5924855491329479,event_high,0.5200539812259724,0.6581349130700015,16,121,692,0.03948025987006497,0.9985007496251874,0.3092723850957484
A,loop,token_margin_slope,F3_layer_token_propagation,raw,-1,0.5615050651230101,0.5615050651230101,event_high,0.5046021594851594,0.6142144320397535,15,120,691,,,
A,loop,token_margin_slope,F3_layer_token_propagation,raw,0,0.4310595065312046,0.5689404934687954,event_low,0.35456971506072976,0.5127575612307156,15,120,689,0.12443778110944528,1.0,0.3092723850957484
A,loop,token_margin_slope,F3_layer_token_propagation,raw,1,0.3806734992679356,0.6193265007320644,event_low,0.3112416710385538,0.45139482228297995,15,119,683,,,
A,loop,token_margin_slope,F3_layer_token_propagation,raw,2,0.4549483013293944,0.5450516986706055,event_low,0.37245405054440117,0.520705405141671,15,119,677,,,
A,loop,token_margin_slope,F3_layer_token_propagation,raw,3,0.4419642857142857,0.5580357142857143,event_low,0.36062904311682226,0.5206201244136754,15,119,672,,,
A,loop,token_margin_slope,F3_layer_token_propagation,raw,4,0.44171779141104295,0.558282208588957,event_low,0.36272836233396316,0.5168110829237356,15,116,652,,,
A,loop,layer_support_slope,F3_layer_token_propagation,raw,-8,0.4823529411764706,0.5176470588235293,event_low,0.41002825641713886,0.5675695548489665,18,124,765,0.664167916041979,1.0,0.3092723850957484
A,loop,layer_support_slope,F3_layer_token_propagation,raw,-7,0.42990654205607476,0.5700934579439252,event_low,0.3649272066703259,0.48850746688679597,17,123,749,,,
A,loop,layer_support_slope,F3_layer_token_propagation,raw,-6,0.4129834254143646,0.5870165745856354,event_low,0.32978864510173395,0.4848897040857578,17,123,724,0.03698150924537731,0.999000499750125,0.3092723850957484
A,loop,layer_support_slope,F3_layer_token_propagation,raw,-5,0.4245416078984485,0.5754583921015515,event_low,0.3404054596547571,0.5006994170980229,17,123,709,,,
A,loop,layer_support_slope,F3_layer_token_propagation,raw,-4,0.45571428571428574,0.5442857142857143,event_low,0.36881171286981146,0.5375058962264151,16,122,700,0.3278360819590205,1.0,0.3092723850957484
A,loop,layer_support_slope,F3_layer_token_propagation,raw,-3,0.5222381635581061,0.5222381635581061,event_high,0.44629558502466243,0.5964942016057091,16,121,697,,,
A,loop,layer_support_slope,F3_layer_token_propagation,raw,-2,0.5260115606936416,0.5260115606936416,event_high,0.4599814814814815,0.5935937428584487,16,121,692,0.4877561219390305,1.0,0.3092723850957484
A,loop,layer_support_slope,F3_layer_token_propagation,raw,-1,0.507959479015919,0.507959479015919,event_high,0.43296919173696397,0.5746054732868757,15,120,691,,,
A,loop,layer_support_slope,F3_layer_token_propagation,raw,0,0.432510885341074,0.567489114658926,event_low,0.30716229295376307,0.5577959792764042,15,120,689,0.30634682658670664,1.0,0.3092723850957484
A,loop,layer_support_slope,F3_layer_token_propagation,raw,1,0.3396778916544656,0.6603221083455344,event_low,0.22448403903169167,0.4550238686500952,15,119,683,,,
A,loop,layer_support_slope,F3_layer_token_propagation,raw,2,0.3190546528803545,0.6809453471196455,event_low,0.20330845696886474,0.4444444444444444,15,119,677,,,
A,loop,layer_support_slope,F3_layer_token_propagation,raw,3,0.28422619047619047,0.7157738095238095,event_low,0.18018775790921596,0.41193975238735064,15,119,672,,,
A,loop,layer_support_slope,F3_layer_token_propagation,raw,4,0.31441717791411045,0.6855828220858895,event_low,0.23385324740815447,0.4125032121879588,15,116,652,,,
A,loop,early_state_query_churn,F3_layer_token_propagation,raw,-8,0.6058823529411764,0.6058823529411764,event_high,0.5364064326518009,0.6740521158681655,18,124,765,0.010994502748625687,0.9795102448775612,0.3092723850957484
A,loop,early_state_query_churn,F3_layer_token_propagation,raw,-7,0.6461949265687583,0.6461949265687583,event_high,0.5688071864398196,0.7194041128130699,17,123,749,,,
A,loop,early_state_query_churn,F3_layer_token_propagation,raw,-6,0.6346685082872928,0.6346685082872928,event_high,0.5339220476872697,0.7372716075117814,17,123,724,0.02948525737131434,0.7931034482758621,0.3092723850957484
A,loop,early_state_query_churn,F3_layer_token_propagation,raw,-5,0.5289139633286318,0.5289139633286318,event_high,0.4146571428571429,0.6250045487627365,17,123,709,,,
A,loop,early_state_query_churn,F3_layer_token_propagation,raw,-4,0.39571428571428574,0.6042857142857143,event_low,0.3068991647486612,0.48460905652964,16,122,700,0.0544727636181909,0.9855072463768116,0.3092723850957484
A,loop,early_state_query_churn,F3_layer_token_propagation,raw,-3,0.37087517934002867,0.6291248206599713,event_low,0.3076241412783752,0.44161775060979425,16,121,697,,,
A,loop,early_state_query_churn,F3_layer_token_propagation,raw,-2,0.5108381502890174,0.5108381502890174,event_high,0.4169599879663056,0.6073383719392121,16,121,692,0.8335832083958021,1.0,0.3092723850957484
A,loop,early_state_query_churn,F3_layer_token_propagation,raw,-1,0.64616497829233,0.64616497829233,event_high,0.5557598805878414,0.7359835352317264,15,120,691,,,
A,loop,early_state_query_churn,F3_layer_token_propagation,raw,0,0.6923076923076923,0.6923076923076923,event_high,0.574492580328673,0.8033121649590559,15,120,689,0.014492753623188406,0.34832583708145926,0.3092723850957484
A,loop,early_state_query_churn,F3_layer_token_propagation,raw,1,0.6793557833089312,0.6793557833089312,event_high,0.5603487332339792,0.7946697452416304,15,119,683,,,
A,loop,early_state_query_churn,F3_layer_token_propagation,raw,2,0.5199409158050221,0.5199409158050221,event_high,0.37951827006204925,0.6875054824561403,15,119,677,,,
A,loop,early_state_query_churn,F3_layer_token_propagation,raw,3,0.38244047619047616,0.6175595238095238,event_low,0.21713910398230088,0.5383482809589061,15,119,672,,,
A,loop,early_state_query_churn,F3_layer_token_propagation,raw,4,0.3604294478527607,0.6395705521472392,event_low,0.20931736478160357,0.5134512631703052,15,116,652,,,
A,loop,state_action_churn_gap,F3_layer_token_propagation,raw,-8,0.41045751633986927,0.5895424836601307,event_low,0.34063679778701783,0.4842545334807253,18,124,765,0.030984507746126936,0.999000499750125,0.3092723850957484
A,loop,state_action_churn_gap,F3_layer_token_propagation,raw,-7,0.38651535380507346,0.6134846461949266,event_low,0.31302954220548407,0.4562295987956691,17,123,749,,,
A,loop,state_action_churn_gap,F3_layer_token_propagation,raw,-6,0.35842541436464087,0.6415745856353592,event_low,0.26818716907686835,0.44571760152527296,17,123,724,0.011494252873563218,0.7376311844077961,0.3092723850957484
A,loop,state_action_churn_gap,F3_layer_token_propagation,raw,-5,0.3455571227080395,0.6544428772919605,event_low,0.261222238298488,0.4426777625436054,17,123,709,,,
A,loop,state_action_churn_gap,F3_layer_token_propagation,raw,-4,0.4714285714285714,0.5285714285714286,event_low,0.3842233868359343,0.5694407467418388,16,122,700,0.553223388305847,1.0,0.3092723850957484
A,loop,state_action_churn_gap,F3_layer_token_propagation,raw,-3,0.6413199426111909,0.6413199426111909,event_high,0.57549757091365,0.7004327599264307,16,121,697,,,
A,loop,state_action_churn_gap,F3_layer_token_propagation,raw,-2,0.5874277456647399,0.5874277456647399,event_high,0.5248542981035645,0.6556611971062523,16,121,692,0.02448775612193903,0.999000499750125,0.3092723850957484
A,loop,state_action_churn_gap,F3_layer_token_propagation,raw,-1,0.4732272069464544,0.5267727930535455,event_low,0.3768844221105528,0.5602755009107467,15,120,691,,,
A,loop,state_action_churn_gap,F3_layer_token_propagation,raw,0,0.47242380261248185,0.5275761973875182,event_low,0.38190229557958644,0.5622265590444709,15,120,689,0.56071964017991,1.0,0.3092723850957484
A,loop,state_action_churn_gap,F3_layer_token_propagation,raw,1,0.44363103953147875,0.5563689604685212,event_low,0.3689183690924197,0.5106881573343535,15,119,683,,,
A,loop,state_action_churn_gap,F3_layer_token_propagation,raw,2,0.5546528803545052,0.5546528803545052,event_high,0.4657159258123169,0.6450657894736842,15,119,677,,,
A,loop,state_action_churn_gap,F3_layer_token_propagation,raw,3,0.6711309523809523,0.6711309523809523,event_high,0.5662639622890103,0.7716899773608074,15,119,672,,,
A,loop,state_action_churn_gap,F3_layer_token_propagation,raw,4,0.5858895705521472,0.5858895705521472,event_high,0.48303749758391856,0.6765671520557656,15,116,652,,,
A,static,weighted_recurrence,F0_router_probability,raw,-8,0.75,0.75,event_high,0.6294651059295219,0.8746459096459096,12,54,488,0.004497751124437781,0.13993003498250875,0.3092723850957484
A,static,weighted_recurrence,F0_router_probability,raw,-7,0.7807377049180327,0.7807377049180327,event_high,0.6705722978846711,0.8962045133642151,12,54,488,,,
A,static,weighted_recurrence,F0_router_probability,raw,-6,0.8477366255144033,0.8477366255144033,event_high,0.7669805239202203,0.9282235455220915,12,54,486,0.001999000499750125,0.025487256371814093,0.3092723850957484
A,static,weighted_recurrence,F0_router_probability,raw,-5,0.9094650205761317,0.9094650205761317,event_high,0.8586023734789205,0.9592538994014871,12,54,486,,,
A,static,weighted_recurrence,F0_router_probability,raw,-4,0.9381443298969072,0.9381443298969072,event_high,0.8965500404094828,0.9765004317789291,12,54,485,0.001999000499750125,0.004997501249375313,0.3092723850957484
A,static,weighted_recurrence,F0_router_probability,raw,-3,0.9607438016528925,0.9607438016528925,event_high,0.9263690070438536,0.9895892970737914,12,54,484,,,
A,static,weighted_recurrence,F0_router_probability,raw,-2,0.9688149688149689,0.9688149688149689,event_high,0.9475606150206978,0.9888748285875615,12,54,481,0.001999000499750125,0.001999000499750125,0.3092723850957484
A,static,weighted_recurrence,F0_router_probability,raw,-1,0.9684873949579832,0.9684873949579832,event_high,0.947242206235012,0.9897524752475247,12,54,476,,,
A,static,weighted_recurrence,F0_router_probability,raw,0,0.9746300211416491,0.9746300211416491,event_high,0.9526610522660184,0.993604090557223,12,54,473,0.001999000499750125,0.001999000499750125,0.3092723850957484
A,static,weighted_recurrence,F0_router_probability,raw,1,0.9639065817409767,0.9639065817409767,event_high,0.9266789991587708,0.9924641866046652,12,54,471,,,
A,static,weighted_recurrence,F0_router_probability,raw,2,0.9635974304068522,0.9635974304068522,event_high,0.9252766057913117,0.9941537369435148,12,54,467,,,
A,static,weighted_recurrence,F0_router_probability,raw,3,0.9513274336283186,0.9513274336283186,event_high,0.9076192804122205,0.9891581802607785,12,53,452,,,
A,static,weighted_recurrence,F0_router_probability,raw,4,0.9505882352941176,0.9505882352941176,event_high,0.9088354121650472,0.985296267629859,12,51,425,,,
A,static,lag_periodicity,F0_router_probability,raw,-8,0.5327868852459017,0.5327868852459017,event_high,0.4270194547996272,0.6274581365392872,12,54,488,0.5702148925537232,1.0,0.3092723850957484
A,static,lag_periodicity,F0_router_probability,raw,-7,0.5491803278688525,0.5491803278688525,event_high,0.4115599740990488,0.684964200477327,12,54,488,,,
A,static,lag_periodicity,F0_router_probability,raw,-6,0.5802469135802469,0.5802469135802469,event_high,0.4393779105082,0.7311194490465517,12,54,486,0.3278360819590205,1.0,0.3092723850957484
A,static,lag_periodicity,F0_router_probability,raw,-5,0.5864197530864198,0.5864197530864198,event_high,0.4504438017353147,0.7388344804129485,12,54,486,,,
A,static,lag_periodicity,F0_router_probability,raw,-4,0.7154639175257732,0.7154639175257732,event_high,0.6163062573197257,0.811328159710909,12,54,485,0.004997501249375313,0.24287856071964017,0.3092723850957484
A,static,lag_periodicity,F0_router_probability,raw,-3,0.8285123966942148,0.8285123966942148,event_high,0.7744582687213285,0.8836746559088752,12,54,484,,,
A,static,lag_periodicity,F0_router_probability,raw,-2,0.9064449064449065,0.9064449064449065,event_high,0.8686817151102866,0.9369893167915913,12,54,481,0.001999000499750125,0.0074962518740629685,0.3092723850957484
A,static,lag_periodicity,F0_router_probability,raw,-1,0.9285714285714286,0.9285714285714286,event_high,0.8893848202470838,0.9599237510254591,12,54,476,,,
A,static,lag_periodicity,F0_router_probability,raw,0,0.9429175475687104,0.9429175475687104,event_high,0.9050621568894334,0.9732157771237671,12,54,473,0.001999000499750125,0.004997501249375313,0.3092723850957484
A,static,lag_periodicity,F0_router_probability,raw,1,0.9426751592356688,0.9426751592356688,event_high,0.908375872600349,0.9692314647377939,12,54,471,,,
A,static,lag_periodicity,F0_router_probability,raw,2,0.9550321199143469,0.9550321199143469,event_high,0.9318798095637333,0.9775797293365838,12,54,467,,,
A,static,lag_periodicity,F0_router_probability,raw,3,0.9535398230088495,0.9535398230088495,event_high,0.9309297958865993,0.9747904451453125,12,53,452,,,
A,static,lag_periodicity,F0_router_probability,raw,4,0.9435294117647058,0.9435294117647058,event_high,0.8995431183100041,0.9793208294501397,12,51,425,,,
A,static,late_flow_volatility,F0_router_probability,raw,-8,0.24180327868852458,0.7581967213114754,event_low,0.20037937743190662,0.3023882926086625,12,54,488,0.0034982508745627187,0.12843578210894552,0.3092723850957484
A,static,late_flow_volatility,F0_router_probability,raw,-7,0.2459016393442623,0.7540983606557377,event_low,0.1917089810691873,0.3128276699029126,12,54,488,,,
A,static,late_flow_volatility,F0_router_probability,raw,-6,0.25308641975308643,0.7469135802469136,event_low,0.18577810902186764,0.3290395052503243,12,54,486,0.00399800099950025,0.14142928535732133,0.3092723850957484
A,static,late_flow_volatility,F0_router_probability,raw,-5,0.25308641975308643,0.7469135802469136,event_low,0.15799465703051047,0.35418855042016795,12,54,486,,,
A,static,late_flow_volatility,F0_router_probability,raw,-4,0.2618556701030928,0.7381443298969073,event_low,0.17070969913520792,0.3685917493885771,12,54,485,0.008995502248875561,0.16691654172913542,0.3092723850957484
A,static,late_flow_volatility,F0_router_probability,raw,-3,0.2727272727272727,0.7272727272727273,event_low,0.17572863376130018,0.38889639639639634,12,54,484,,,
A,static,late_flow_volatility,F0_router_probability,raw,-2,0.2910602910602911,0.7089397089397089,event_low,0.18677683611822465,0.40457807046700994,12,54,481,0.01249375312343828,0.2708645677161419,0.3092723850957484
A,static,late_flow_volatility,F0_router_probability,raw,-1,0.25630252100840334,0.7436974789915967,event_low,0.1560791482094252,0.3619213276985547,12,54,476,,,
A,static,late_flow_volatility,F0_router_probability,raw,0,0.27061310782241016,0.7293868921775899,event_low,0.18201255980861245,0.37790906309113165,12,54,473,0.010994502748625687,0.19740129935032483,0.3092723850957484
A,static,late_flow_volatility,F0_router_probability,raw,1,0.27176220806794055,0.7282377919320595,event_low,0.17998412698412697,0.3683258455694352,12,54,471,,,
A,static,late_flow_volatility,F0_router_probability,raw,2,0.31049250535331907,0.6895074946466809,event_low,0.21294802867383514,0.4010020889215941,12,54,467,,,
A,static,late_flow_volatility,F0_router_probability,raw,3,0.3141592920353982,0.6858407079646018,event_low,0.20665184381778742,0.4187651209677419,12,53,452,,,
A,static,late_flow_volatility,F0_router_probability,raw,4,0.3835294117647059,0.6164705882352941,event_low,0.2491883618490547,0.5143858561137535,12,51,425,,,
A,static,route_acceleration,F0_router_probability,raw,-8,0.29508196721311475,0.7049180327868853,event_low,0.23683503112620258,0.37367644828632085,12,54,488,0.0079960019990005,0.2898550724637681,0.3092723850957484
A,static,route_acceleration,F0_router_probability,raw,-7,0.305327868852459,0.694672131147541,event_low,0.2453982574624942,0.3942811644243362,12,54,488,,,
A,static,route_acceleration,F0_router_probability,raw,-6,0.33127572016460904,0.668724279835391,event_low,0.24501144358735272,0.42577243825286765,12,54,486,0.01249375312343828,0.4802598700649675,0.3092723850957484
A,static,route_acceleration,F0_router_probability,raw,-5,0.3497942386831276,0.6502057613168724,event_low,0.2528936002382949,0.4543764359805042,12,54,486,,,
A,static,route_acceleration,F0_router_probability,raw,-4,0.35051546391752575,0.6494845360824743,event_low,0.22556453704504192,0.4876994338651569,12,54,485,0.06846576711644178,0.6516741629185407,0.3092723850957484
A,static,route_acceleration,F0_router_probability,raw,-3,0.34710743801652894,0.6528925619834711,event_low,0.2224171668667467,0.49013604141166867,12,54,484,,,
A,static,route_acceleration,F0_router_probability,raw,-2,0.3388773388773389,0.661122661122661,event_low,0.2167388899133321,0.47609094920631134,12,54,481,0.05347326336831584,0.5477261369315343,0.3092723850957484
A,static,route_acceleration,F0_router_probability,raw,-1,0.32563025210084034,0.6743697478991597,event_low,0.20048650024259607,0.4598626393579547,12,54,476,,,
A,static,route_acceleration,F0_router_probability,raw,0,0.33403805496828753,0.6659619450317125,event_low,0.215408232175015,0.4523192283714968,12,54,473,0.02948525737131434,0.5087456271864068,0.3092723850957484
A,static,route_acceleration,F0_router_probability,raw,1,0.3503184713375796,0.6496815286624205,event_low,0.24442528735632182,0.4558711414122557,12,54,471,,,
A,static,route_acceleration,F0_router_probability,raw,2,0.3618843683083512,0.6381156316916488,event_low,0.23880240800769423,0.469546992770343,12,54,467,,,
A,static,route_acceleration,F0_router_probability,raw,3,0.37168141592920356,0.6283185840707964,event_low,0.2294573897285584,0.505532004379406,12,53,452,,,
A,static,route_acceleration,F0_router_probability,raw,4,0.40941176470588236,0.5905882352941176,event_low,0.25412338858195216,0.5493387387387387,12,51,425,,,
A,static,gate_entropy,F0_router_probability,raw,-8,0.6741803278688525,0.6741803278688525,event_high,0.570531707013934,0.7843188530642382,12,54,488,0.01699150424787606,0.45527236381809094,0.3092723850957484
A,static,gate_entropy,F0_router_probability,raw,-7,0.7110655737704918,0.7110655737704918,event_high,0.5977472912683237,0.8320928753180661,12,54,488,,,
A,static,gate_entropy,F0_router_probability,raw,-6,0.7530864197530864,0.7530864197530864,event_high,0.641919035522338,0.8624507898883268,12,54,486,0.0079960019990005,0.1359320339830085,0.3092723850957484
