pair_id,role,score,alarm,h10_success,h10_success_action,h10_actions_executed,h10_queries,h10_inference_seconds,h10_physical_recurrence,h10_physical_recurrence_action,h10_physical_recurrence_partner_action,h10_goal_distance_start,h10_goal_distance_final_grid,h10_goal_distance_best,h10_success_by_50,h10_success_by_100,h10_success_by_150,h10_success_by_200,h2_burst10_success,h2_burst10_success_action,h2_burst10_actions_executed,h2_burst10_queries,h2_burst10_inference_seconds,h2_burst10_physical_recurrence,h2_burst10_physical_recurrence_action,h2_burst10_physical_recurrence_partner_action,h2_burst10_goal_distance_start,h2_burst10_goal_distance_final_grid,h2_burst10_goal_distance_best,h2_burst10_success_by_50,h2_burst10_success_by_100,h2_burst10_success_by_150,h2_burst10_success_by_200,success_effect,recurrence_effect,query_cost
9,event,0.3193533325195313,True,False,,200,20,10.519606065005064,False,,,0.37480282938398446,0.3808537975579929,0.37480282938398446,False,False,False,False,False,,200,24,12.629297405481339,False,,,0.37480282938398446,0.3810681631979024,0.3729983242673355,False,False,False,False,0,0,4
9,control,0.2564301085472107,False,True,45,45,5,2.6472775731235743,False,,,0.21801668131266655,0.020250206419030324,0.020250206419030324,True,True,True,True,True,39,39,8,4.256863910704851,False,,,0.21801668131266655,0.04129002003980864,0.04129002003980864,True,True,True,True,0,0,3
10,event,0.3201890563964844,True,False,,200,20,10.600824505090714,False,,,0.3610031080963964,0.03971795781715221,0.03971795781715221,False,False,False,False,False,,200,24,12.591048104688525,False,,,0.3610031080963964,0.3688397959257417,0.3610031080963964,False,False,False,False,0,0,4
10,control,0.26252829551696777,False,True,32,32,4,2.1076519824564457,False,,,0.18615603442178008,0.0074286741824314065,0.0074286741824314065,True,True,True,True,True,35,35,8,4.251357886940241,False,,,0.18615603442178008,0.022519364531303394,0.022519364531303394,True,True,True,True,0,0,4
11,event,0.30352989196777347,True,False,,200,20,10.566818440333009,True,150,90,0.3808383610162942,0.3891055447557315,0.3808383610162942,False,False,False,False,False,,200,24,12.831506377086043,False,,,0.3808383610162942,0.3907717179777601,0.37931954196680795,False,False,False,False,0,-1,4
11,control,0.2321270561218262,False,True,52,52,6,3.19754302687943,False,,,0.3418336765160075,0.01501597090457275,0.01501597090457275,False,True,True,True,True,53,53,10,5.30561107583344,False,,,0.3418336765160075,0.016031112005193925,0.016031112005193925,False,True,True,True,0,0,4
12,event,0.2873394083976746,False,False,,200,20,10.565452370792627,False,,,0.39709795546167764,0.40784104691673445,0.3956717091126589,False,False,False,False,False,,200,24,12.68546474352479,False,,,0.39709795546167764,0.40752150485191774,0.3960505898963952,False,False,False,False,0,0,4
12,control,0.23537232398986818,False,True,49,49,5,2.6004834454506636,False,,,0.304111653839941,0.04766012226496153,0.04766012226496153,True,True,True,True,True,55,55,10,5.2255255077034235,False,,,0.304111653839941,0.016768730262911917,0.016768730262911917,False,True,True,True,0,0,5
13,event,0.32586021423339845,True,False,,200,20,10.577728483825922,False,,,0.384482065744704,0.3911300434916504,0.384482065744704,False,False,False,False,False,,200,24,12.56647153943777,False,,,0.384482065744704,0.3910745873423609,0.38321144514817956,False,False,False,False,0,0,4
13,control,0.3288295745849609,True,True,133,133,14,7.50513313151896,False,,,0.38388666776671126,0.015191829211566614,0.015191829211566614,False,False,True,True,False,,200,24,12.680518578737974,False,,,0.38388666776671126,0.39080426548069824,0.38388666776671126,False,False,False,False,-1,0,10
14,event,0.3257641983032227,True,False,,200,20,10.54833254031837,False,,,0.36970090033671743,0.37643301654013783,0.36970090033671743,False,False,False,False,False,,200,24,12.648105883970857,False,,,0.36970090033671743,0.3753213213046345,0.3674240769099157,False,False,False,False,0,0,4
14,control,0.2867020988464356,False,True,82,82,9,4.73896230943501,False,,,0.37259559293547556,0.018126071966124275,0.018126071966124275,False,True,True,True,True,105,105,15,7.8928091041743755,False,,,0.37259559293547556,0.021053278946666257,0.021053278946666257,False,False,True,True,0,0,6
15,event,0.3119944763183594,True,False,,200,20,10.643161131069064,False,,,0.3886112558770139,0.38581902011239316,0.385712232854289,False,False,False,False,False,,200,24,12.797681787982583,False,,,0.3886112558770139,0.3860030125948843,0.3860030125948843,False,False,False,False,0,0,4
15,control,0.3141792297363281,True,False,,200,20,10.659919464960694,False,,,0.39021943812554116,0.39382701318979646,0.39021943812554116,False,False,False,False,False,,200,24,12.758247373625636,False,,,0.39021943812554116,0.39378096318131106,0.3898471674710417,False,False,False,False,0,0,4
16,event,0.3208121490478516,True,False,,200,20,10.521212520077825,False,,,0.36628165129119983,0.3624006325405175,0.3624006325405175,False,False,False,False,False,,200,24,12.669918483123183,False,,,0.36628165129119983,0.36261264626302464,0.36261264626302464,False,False,False,False,0,0,4
16,control,0.258792884349823,False,True,21,21,3,1.5949466079473495,False,,,0.09774312216794594,0.005228821585913622,0.005228821585913622,True,True,True,True,True,20,20,6,3.197433702647686,False,,,0.09774312216794594,0.007318047862217444,0.007318047862217444,True,True,True,True,0,0,3
17,event,0.30910600662231447,True,False,,200,20,10.584907731041312,False,,,0.37176992579956064,0.37612083442235433,0.3711225739400486,False,False,False,False,False,,200,24,12.749468769878149,False,,,0.37176992579956064,0.37934205882656785,0.3712678670142593,False,False,False,False,0,0,4
17,control,0.23851888656616213,False,True,67,67,7,3.68441316857934,False,,,0.34536618847359835,0.036922925101478085,0.036922925101478085,False,True,True,True,True,70,70,11,5.7686133701354265,False,,,0.34536618847359835,0.005558147993560115,0.005558147993560115,False,True,True,True,0,0,4
18,event,0.3162864303588867,True,False,,200,20,10.508473355323076,False,,,0.39979146728951265,0.3954075526051141,0.3954075526051141,False,False,False,False,False,,200,24,12.663552699610591,False,,,0.39979146728951265,0.3948992822196594,0.3948992822196594,False,False,False,False,0,0,4
18,control,0.2804270327091217,False,True,34,34,4,2.1037108208984137,False,,,0.18683773105892648,0.03329052881118657,0.03329052881118657,True,True,True,True,True,45,45,9,4.739610029384494,False,,,0.18683773105892648,0.014930681494022794,0.014930681494022794,True,True,True,True,0,0,5
19,event,0.30760337829589846,True,False,,200,20,10.6377876047045,False,,,0.35638227511621445,0.35975135184866497,0.3559752973354975,False,False,False,False,False,,200,24,12.736296320334077,False,,,0.35638227511621445,0.36077103808129457,0.35517064897445416,False,False,False,False,0,0,4
19,control,0.25417412519454957,False,True,27,27,3,1.5930514298379421,False,,,0.1146928991114645,0.026623195759117,0.026623195759117,True,True,True,True,True,20,20,6,3.175857048481703,False,,,0.1146928991114645,0.004852300984118511,0.004852300984118511,True,True,True,True,0,0,3
20,event,0.2933933258056641,False,False,,200,20,10.64654211141169,False,,,0.3757450764034883,0.37383272923786115,0.37383272923786115,False,False,False,False,False,,200,24,12.70106066763401,True,180,10,0.3757450764034883,0.3798238833664873,0.3757450764034883,False,False,False,False,0,1,4
20,control,0.2452911615371704,False,False,,200,20,10.437543325126171,False,,,0.2092701572326966,0.17993835945017936,0.17936863948081636,False,False,False,False,False,,200,24,12.533265344798565,False,,,0.2092701572326966,0.10791340495121211,0.02565011894164498,False,False,False,False,0,0,4
21,event,0.3134653854370117,True,False,,200,20,10.787481717765331,False,,,0.4074435729856768,0.41930574412696947,0.4074435729856768,False,False,False,False,False,,200,24,12.745379008352757,False,,,0.4074435729856768,0.41950229537459144,0.4070058183769177,False,False,False,False,0,0,4
21,control,0.25921133518219,False,True,36,36,4,2.148558324202895,False,,,0.16626157332235847,0.02323964666579169,0.02323964666579169,True,True,True,True,True,36,36,8,4.267197022214532,False,,,0.16626157332235847,0.02318387482438274,0.02318387482438274,True,True,True,True,0,0,4
22,event,0.3051134490966797,True,False,,200,20,10.707029014825821,False,,,0.38912098806805545,0.39461331643809305,0.38912098806805545,False,False,False,False,False,,200,24,12.802337707951665,False,,,0.38912098806805545,0.3944644538640327,0.3877358034775047,False,False,False,False,0,0,4
22,control,0.2768718194961548,False,True,90,90,9,4.803014859557152,False,,,0.39223209077955257,0.00489735026355139,0.00489735026355139,False,True,True,True,True,87,87,13,6.962252831086516,False,,,0.39223209077955257,0.028169033920253366,0.028169033920253366,False,True,True,True,0,0,4
23,event,0.30296824038028725,True,False,,200,20,10.51174615509808,False,,,0.36779365438162565,0.3677936570727084,0.36779365438162565,False,False,False,False,False,,200,24,12.625814935192466,False,,,0.36779365438162565,0.3674881784159553,0.3674881784159553,False,False,False,False,0,0,4
23,control,0.2477101135253906,False,True,22,22,3,1.5881956275552511,False,,,0.09590770427555381,0.01228017744024364,0.01228017744024364,True,True,True,True,True,23,23,7,3.6780775245279074,False,,,0.09590770427555381,0.015426538999140284,0.015426538999140284,True,True,True,True,0,0,4
