fold,calibration,method,branch,alpha,branch_alpha,threshold,rank,units,resolution,attainable,no_exposure_units,calibration_exceedances
3,episode,dynamics_only,decoupling,0.005,0.0025,0.29208722710609436,3090,3096,0.00032289312237649337,True,988,6
3,episode,dynamics_only,decoupling,0.01,0.005,0.24380254745483398,3082,3096,0.00032289312237649337,True,988,14
3,episode,dynamics_only,decoupling,0.02,0.01,0.17322157323360443,3067,3096,0.00032289312237649337,True,988,29
3,episode,dynamics_only,decoupling,0.05,0.025,0.08282046765089035,3020,3096,0.00032289312237649337,True,988,76
3,episode,v82_integrated,decoupling,0.005,0.0016666666666666668,0.3044222593307495,3092,3096,0.00032289312237649337,True,988,4
3,episode,v82_integrated,decoupling,0.01,0.0033333333333333335,0.26324188709259033,3087,3096,0.00032289312237649337,True,988,9
3,episode,v82_integrated,decoupling,0.02,0.006666666666666667,0.2283460646867752,3077,3096,0.00032289312237649337,True,988,19
3,episode,v82_integrated,decoupling,0.05,0.016666666666666666,0.12015624344348907,3046,3096,0.00032289312237649337,True,988,50
3,task_init,dynamics_only,decoupling,0.005,0.0025,0.35395920276641846,400,400,0.0024937655860349127,True,119,0
3,task_init,dynamics_only,decoupling,0.01,0.005,0.34011110663414,399,400,0.0024937655860349127,True,119,1
3,task_init,dynamics_only,decoupling,0.02,0.01,0.3044222593307495,397,400,0.0024937655860349127,True,119,3
3,task_init,dynamics_only,decoupling,0.05,0.025,0.2294892817735672,391,400,0.0024937655860349127,True,119,9
3,task_init,v82_integrated,decoupling,0.005,0.0016666666666666668,inf,401,400,0.0024937655860349127,False,119,0
3,task_init,v82_integrated,decoupling,0.01,0.0033333333333333335,0.35395920276641846,400,400,0.0024937655860349127,True,119,0
3,task_init,v82_integrated,decoupling,0.02,0.006666666666666667,0.34011110663414,399,400,0.0024937655860349127,True,119,1
3,task_init,v82_integrated,decoupling,0.05,0.016666666666666666,0.2713314890861511,395,400,0.0024937655860349127,True,119,5
4,episode,v82_reference,v82,0.005,0.005,4.673752307891846,3068,3082,0.0003243593902043464,True,0,14
4,episode,v82_reference,v82,0.01,0.01,4.170358657836914,3053,3082,0.0003243593902043464,True,0,29
4,episode,v82_reference,v82,0.02,0.02,3.9018685817718506,3022,3082,0.0003243593902043464,True,0,60
4,episode,v82_reference,v82,0.05,0.05,3.5186314582824707,2929,3082,0.0003243593902043464,True,0,153
4,episode,v82_integrated,v82,0.005,0.0016666666666666668,5.500051975250244,3078,3082,0.0003243593902043464,True,0,4
4,episode,v82_integrated,v82,0.01,0.0033333333333333335,4.957828998565674,3073,3082,0.0003243593902043464,True,0,9
4,episode,v82_integrated,v82,0.02,0.006666666666666667,4.51487922668457,3063,3082,0.0003243593902043464,True,0,19
4,episode,v82_integrated,v82,0.05,0.016666666666666666,3.9866933822631836,3032,3082,0.0003243593902043464,True,0,50
4,task_init,v82_reference,v82,0.005,0.005,7.526265621185303,399,400,0.0024937655860349127,True,0,1
4,task_init,v82_reference,v82,0.01,0.01,5.500051975250244,397,400,0.0024937655860349127,True,0,3
4,task_init,v82_reference,v82,0.02,0.02,4.972576141357422,393,400,0.0024937655860349127,True,0,7
4,task_init,v82_reference,v82,0.05,0.05,4.013132572174072,381,400,0.0024937655860349127,True,0,19
4,task_init,v82_integrated,v82,0.005,0.0016666666666666668,inf,401,400,0.0024937655860349127,False,0,0
4,task_init,v82_integrated,v82,0.01,0.0033333333333333335,7.576953887939453,400,400,0.0024937655860349127,True,0,0
4,task_init,v82_integrated,v82,0.02,0.006666666666666667,7.526265621185303,399,400,0.0024937655860349127,True,0,1
4,task_init,v82_integrated,v82,0.05,0.016666666666666666,5.226548671722412,395,400,0.0024937655860349127,True,0,5
4,episode,dynamics_only,acceleration,0.005,0.0025,0.3415554165840149,3076,3082,0.0003243593902043464,True,235,6
4,episode,dynamics_only,acceleration,0.01,0.005,0.31854698061943054,3068,3082,0.0003243593902043464,True,235,14
4,episode,dynamics_only,acceleration,0.02,0.01,0.28696689009666443,3053,3082,0.0003243593902043464,True,235,29
4,episode,dynamics_only,acceleration,0.05,0.025,0.25832653045654297,3006,3082,0.0003243593902043464,True,235,76
4,episode,v82_integrated,acceleration,0.005,0.0016666666666666668,0.3429960310459137,3078,3082,0.0003243593902043464,True,235,4
4,episode,v82_integrated,acceleration,0.01,0.0033333333333333335,0.3378961384296417,3073,3082,0.0003243593902043464,True,235,9
4,episode,v82_integrated,acceleration,0.02,0.006666666666666667,0.3078368604183197,3063,3082,0.0003243593902043464,True,235,19
4,episode,v82_integrated,acceleration,0.05,0.016666666666666666,0.2732442021369934,3032,3082,0.0003243593902043464,True,235,50
4,task_init,dynamics_only,acceleration,0.005,0.0025,0.47387999296188354,400,400,0.0024937655860349127,True,26,0
4,task_init,dynamics_only,acceleration,0.01,0.005,0.40826424956321716,399,400,0.0024937655860349127,True,26,1
4,task_init,dynamics_only,acceleration,0.02,0.01,0.34626248478889465,397,400,0.0024937655860349127,True,26,3
4,task_init,dynamics_only,acceleration,0.05,0.025,0.3142147362232208,391,400,0.0024937655860349127,True,26,9
4,task_init,v82_integrated,acceleration,0.005,0.0016666666666666668,inf,401,400,0.0024937655860349127,False,26,0
4,task_init,v82_integrated,acceleration,0.01,0.0033333333333333335,0.47387999296188354,400,400,0.0024937655860349127,True,26,0
4,task_init,v82_integrated,acceleration,0.02,0.006666666666666667,0.40826424956321716,399,400,0.0024937655860349127,True,26,1
4,task_init,v82_integrated,acceleration,0.05,0.016666666666666666,0.33868566155433655,395,400,0.0024937655860349127,True,26,5
4,episode,dynamics_only,decoupling,0.005,0.0025,0.21173012256622314,3076,3082,0.0003243593902043464,True,971,6
4,episode,dynamics_only,decoupling,0.01,0.005,0.150436669588089,3068,3082,0.0003243593902043464,True,971,14
4,episode,dynamics_only,decoupling,0.02,0.01,0.09977687150239944,3053,3082,0.0003243593902043464,True,971,29
4,episode,dynamics_only,decoupling,0.05,0.025,0.05780167505145073,3006,3082,0.0003243593902043464,True,971,76
4,episode,v82_integrated,decoupling,0.005,0.0016666666666666668,0.24700728058815002,3078,3082,0.0003243593902043464,True,971,4
4,episode,v82_integrated,decoupling,0.01,0.0033333333333333335,0.19995956122875214,3073,3082,0.0003243593902043464,True,971,9
4,episode,v82_integrated,decoupling,0.02,0.006666666666666667,0.11955394595861435,3063,3082,0.0003243593902043464,True,971,19
4,episode,v82_integrated,decoupling,0.05,0.016666666666666666,0.07921291142702103,3032,3082,0.0003243593902043464,True,971,50
4,task_init,dynamics_only,decoupling,0.005,0.0025,0.3059585392475128,400,400,0.0024937655860349127,True,115,0
4,task_init,dynamics_only,decoupling,0.01,0.005,0.21173012256622314,399,400,0.0024937655860349127,True,115,1
4,task_init,dynamics_only,decoupling,0.02,0.01,0.19995956122875214,397,400,0.0024937655860349127,True,115,3
4,task_init,dynamics_only,decoupling,0.05,0.025,0.11937493830919266,391,400,0.0024937655860349127,True,115,9
4,task_init,v82_integrated,decoupling,0.005,0.0016666666666666668,inf,401,400,0.0024937655860349127,False,115,0
4,task_init,v82_integrated,decoupling,0.01,0.0033333333333333335,0.3059585392475128,400,400,0.0024937655860349127,True,115,0
4,task_init,v82_integrated,decoupling,0.02,0.006666666666666667,0.21173012256622314,399,400,0.0024937655860349127,True,115,1
4,task_init,v82_integrated,decoupling,0.05,0.016666666666666666,0.16765962541103363,395,400,0.0024937655860349127,True,115,5
