calibration,alpha,method,query,tp,fp,recall,fpr
task_init,0.02,v82_frozen_plus_dynamics,9,10,2,0.01773049645390071,0.0001295672454003628
task_init,0.02,v82_frozen_plus_dynamics,10,17,3,0.030141843971631204,0.00019435086810054417
task_init,0.02,v82_frozen_plus_dynamics,11,24,7,0.0425531914893617,0.00045348535890126976
task_init,0.02,v82_frozen_plus_dynamics,12,27,10,0.047872340425531915,0.000647836227001814
task_init,0.02,v82_frozen_plus_dynamics,13,33,15,0.05851063829787234,0.0009717543405027209
task_init,0.02,v82_frozen_plus_dynamics,14,51,16,0.09042553191489362,0.0010365379632029023
task_init,0.02,v82_frozen_plus_dynamics,15,68,18,0.12056737588652482,0.001166105208603265
task_init,0.02,v82_frozen_plus_dynamics,16,93,23,0.16489361702127658,0.0014900233221041722
task_init,0.02,v82_frozen_plus_dynamics,17,111,29,0.19680851063829788,0.0018787250583052605
task_init,0.02,v82_frozen_plus_dynamics,18,143,35,0.25354609929078015,0.0022674267945063486
task_init,0.02,v82_frozen_plus_dynamics,19,175,44,0.3102836879432624,0.0028504793988079814
task_init,0.02,v82_frozen_plus_dynamics,20,198,54,0.35106382978723405,0.003498315625809795
task_init,0.02,v82_frozen_plus_dynamics,21,220,67,0.3900709219858156,0.004340502720912153
task_init,0.02,v82_frozen_plus_dynamics,22,224,75,0.3971631205673759,0.004858771702513604
task_init,0.02,v82_frozen_plus_dynamics,23,229,80,0.40602836879432624,0.005182689816014512
task_init,0.02,v82_frozen_plus_dynamics,24,248,86,0.4397163120567376,0.0055713915522156
task_init,0.02,v82_frozen_plus_dynamics,25,267,90,0.4734042553191489,0.005830526043016326
task_init,0.02,v82_frozen_plus_dynamics,26,277,95,0.49113475177304966,0.006154444156517233
task_init,0.02,v82_frozen_plus_dynamics,27,281,96,0.49822695035460995,0.006219227779217414
task_init,0.02,v82_frozen_plus_dynamics,28,289,99,0.5124113475177305,0.006413578647317958
task_init,0.02,v82_frozen_plus_dynamics,29,301,99,0.5336879432624113,0.006413578647317958
task_init,0.02,v82_frozen_plus_dynamics,30,323,100,0.5726950354609929,0.0064783622700181395
task_init,0.02,v82_frozen_plus_dynamics,31,352,106,0.624113475177305,0.006867064006219227
task_init,0.02,v82_frozen_plus_dynamics,32,385,109,0.6826241134751773,0.007061414874319772
task_init,0.02,v82_frozen_plus_dynamics,33,409,110,0.725177304964539,0.007126198497019953
task_init,0.02,v82_frozen_plus_dynamics,34,419,112,0.7429078014184397,0.007255765742420316
task_init,0.02,v82_frozen_plus_dynamics,35,432,113,0.7659574468085106,0.007320549365120497
task_init,0.02,v82_frozen_plus_dynamics,36,437,114,0.774822695035461,0.007385332987820679
task_init,0.02,v82_frozen_plus_dynamics,37,438,116,0.776595744680851,0.007514900233221042
task_init,0.02,v82_frozen_plus_dynamics,38,441,117,0.7819148936170213,0.007579683855921223
task_init,0.02,v82_frozen_plus_dynamics,39,448,119,0.7943262411347518,0.007709251101321586
task_init,0.02,v82_frozen_plus_dynamics,40,455,119,0.8067375886524822,0.007709251101321586
task_init,0.02,v82_frozen_plus_dynamics,41,459,119,0.8138297872340425,0.007709251101321586
task_init,0.02,v82_frozen_plus_dynamics,42,465,119,0.824468085106383,0.007709251101321586
task_init,0.02,v82_frozen_plus_dynamics,43,468,119,0.8297872340425532,0.007709251101321586
task_init,0.02,v82_frozen_plus_dynamics,44,472,119,0.8368794326241135,0.007709251101321586
task_init,0.02,v82_frozen_plus_dynamics,45,472,119,0.8368794326241135,0.007709251101321586
task_init,0.02,v82_frozen_plus_dynamics,46,473,119,0.8386524822695035,0.007709251101321586
task_init,0.02,v82_frozen_plus_dynamics,47,476,119,0.8439716312056738,0.007709251101321586
task_init,0.02,v82_frozen_plus_dynamics,48,479,119,0.849290780141844,0.007709251101321586
task_init,0.02,v82_frozen_plus_dynamics,49,479,119,0.849290780141844,0.007709251101321586
task_init,0.02,v82_frozen_plus_dynamics,50,480,119,0.851063829787234,0.007709251101321586
task_init,0.02,v82_frozen_plus_dynamics,51,480,119,0.851063829787234,0.007709251101321586
task_init,0.05,v82_reference,0,0,0,0.0,0.0
task_init,0.05,v82_reference,1,0,0,0.0,0.0
task_init,0.05,v82_reference,2,0,0,0.0,0.0
task_init,0.05,v82_reference,3,0,0,0.0,0.0
task_init,0.05,v82_reference,4,0,0,0.0,0.0
task_init,0.05,v82_reference,5,0,0,0.0,0.0
task_init,0.05,v82_reference,6,0,0,0.0,0.0
task_init,0.05,v82_reference,7,3,1,0.005319148936170213,6.47836227001814e-05
task_init,0.05,v82_reference,8,7,1,0.012411347517730497,6.47836227001814e-05
task_init,0.05,v82_reference,9,15,2,0.026595744680851064,0.0001295672454003628
task_init,0.05,v82_reference,10,25,4,0.044326241134751775,0.0002591344908007256
task_init,0.05,v82_reference,11,33,28,0.05851063829787234,0.001813941435605079
task_init,0.05,v82_reference,12,35,103,0.06205673758865248,0.006672713138118683
task_init,0.05,v82_reference,13,40,120,0.07092198581560284,0.007774034724021767
task_init,0.05,v82_reference,14,61,125,0.10815602836879433,0.008097952837522675
task_init,0.05,v82_reference,15,81,130,0.14361702127659576,0.00842187095102358
task_init,0.05,v82_reference,16,99,134,0.17553191489361702,0.008681005441824307
task_init,0.05,v82_reference,17,118,141,0.20921985815602837,0.009134490800725576
task_init,0.05,v82_reference,18,136,150,0.24113475177304963,0.009717543405027208
task_init,0.05,v82_reference,19,169,159,0.299645390070922,0.010300596009328842
task_init,0.05,v82_reference,20,192,170,0.3404255319148936,0.011013215859030838
task_init,0.05,v82_reference,21,213,182,0.3776595744680851,0.011790619331433013
task_init,0.05,v82_reference,22,218,187,0.38652482269503546,0.012114537444933921
task_init,0.05,v82_reference,23,235,191,0.4166666666666667,0.012373671935734647
task_init,0.05,v82_reference,24,249,193,0.44148936170212766,0.012503239181135009
task_init,0.05,v82_reference,25,266,194,0.4716312056737589,0.012568022803835191
task_init,0.05,v82_reference,26,269,197,0.4769503546099291,0.012762373671935735
task_init,0.05,v82_reference,27,272,198,0.48226950354609927,0.012827157294635917
task_init,0.05,v82_reference,28,282,198,0.5,0.012827157294635917
task_init,0.05,v82_reference,29,300,201,0.5319148936170213,0.01302150816273646
task_init,0.05,v82_reference,30,319,205,0.5656028368794326,0.013280642653537187
task_init,0.05,v82_reference,31,347,208,0.6152482269503546,0.01347499352163773
task_init,0.05,v82_reference,32,381,209,0.675531914893617,0.01353977714433791
task_init,0.05,v82_reference,33,396,213,0.7021276595744681,0.013798911635138637
task_init,0.05,v82_reference,34,408,214,0.723404255319149,0.013863695257838819
task_init,0.05,v82_reference,35,415,215,0.7358156028368794,0.013928478880539
task_init,0.05,v82_reference,36,417,216,0.7393617021276596,0.01399326250323918
task_init,0.05,v82_reference,37,419,217,0.7429078014184397,0.014058046125939362
task_init,0.05,v82_reference,38,422,219,0.74822695035461,0.014187613371339725
task_init,0.05,v82_reference,39,425,219,0.7535460992907801,0.014187613371339725
task_init,0.05,v82_reference,40,428,219,0.7588652482269503,0.014187613371339725
task_init,0.05,v82_reference,41,429,219,0.7606382978723404,0.014187613371339725
task_init,0.05,v82_reference,42,429,219,0.7606382978723404,0.014187613371339725
task_init,0.05,v82_reference,43,431,219,0.7641843971631206,0.014187613371339725
task_init,0.05,v82_reference,44,432,219,0.7659574468085106,0.014187613371339725
task_init,0.05,v82_reference,45,434,219,0.7695035460992907,0.014187613371339725
task_init,0.05,v82_reference,46,438,219,0.776595744680851,0.014187613371339725
task_init,0.05,v82_reference,47,440,219,0.7801418439716312,0.014187613371339725
task_init,0.05,v82_reference,48,444,219,0.7872340425531915,0.014187613371339725
task_init,0.05,v82_reference,49,447,219,0.7925531914893617,0.014187613371339725
task_init,0.05,v82_reference,50,448,219,0.7943262411347518,0.014187613371339725
task_init,0.05,v82_reference,51,449,219,0.7960992907801419,0.014187613371339725
task_init,0.05,dynamics_only,0,0,0,0.0,0.0
task_init,0.05,dynamics_only,1,0,0,0.0,0.0
task_init,0.05,dynamics_only,2,0,0,0.0,0.0
task_init,0.05,dynamics_only,3,0,0,0.0,0.0
task_init,0.05,dynamics_only,4,0,0,0.0,0.0
task_init,0.05,dynamics_only,5,0,0,0.0,0.0
task_init,0.05,dynamics_only,6,0,0,0.0,0.0
task_init,0.05,dynamics_only,7,0,0,0.0,0.0
task_init,0.05,dynamics_only,8,0,1,0.0,6.47836227001814e-05
task_init,0.05,dynamics_only,9,0,2,0.0,0.0001295672454003628
task_init,0.05,dynamics_only,10,0,2,0.0,0.0001295672454003628
task_init,0.05,dynamics_only,11,8,3,0.014184397163120567,0.00019435086810054417
task_init,0.05,dynamics_only,12,14,5,0.024822695035460994,0.000323918113500907
task_init,0.05,dynamics_only,13,15,7,0.026595744680851064,0.00045348535890126976
task_init,0.05,dynamics_only,14,18,16,0.031914893617021274,0.0010365379632029023
task_init,0.05,dynamics_only,15,28,22,0.04964539007092199,0.0014252396994039907
task_init,0.05,dynamics_only,16,38,27,0.0673758865248227,0.0017491578129048976
task_init,0.05,dynamics_only,17,63,39,0.11170212765957446,0.0025265612853070745
task_init,0.05,dynamics_only,18,77,47,0.13652482269503546,0.0030448302669085253
task_init,0.05,dynamics_only,19,86,66,0.1524822695035461,0.004275719098211972
task_init,0.05,dynamics_only,20,102,82,0.18085106382978725,0.005312257061414874
task_init,0.05,dynamics_only,21,111,92,0.19680851063829788,0.005960093288416689
task_init,0.05,dynamics_only,22,116,102,0.20567375886524822,0.006607929515418502
task_init,0.05,dynamics_only,23,118,110,0.20921985815602837,0.007126198497019953
task_init,0.05,dynamics_only,24,125,118,0.22163120567375885,0.007644467478621405
task_init,0.05,dynamics_only,25,129,123,0.22872340425531915,0.007968385592122311
task_init,0.05,dynamics_only,26,135,129,0.2393617021276596,0.0083570873283234
task_init,0.05,dynamics_only,27,140,132,0.24822695035460993,0.008551438196423945
task_init,0.05,dynamics_only,28,143,135,0.25354609929078015,0.008745789064524489
task_init,0.05,dynamics_only,29,147,135,0.26063829787234044,0.008745789064524489
task_init,0.05,dynamics_only,30,149,136,0.2641843971631206,0.00881057268722467
task_init,0.05,dynamics_only,31,155,136,0.274822695035461,0.00881057268722467
task_init,0.05,dynamics_only,32,162,136,0.2872340425531915,0.00881057268722467
task_init,0.05,dynamics_only,33,168,136,0.2978723404255319,0.00881057268722467
task_init,0.05,dynamics_only,34,172,137,0.3049645390070922,0.00887535630992485
task_init,0.05,dynamics_only,35,175,138,0.3102836879432624,0.008940139932625032
task_init,0.05,dynamics_only,36,180,138,0.3191489361702128,0.008940139932625032
task_init,0.05,dynamics_only,37,180,139,0.3191489361702128,0.009004923555325214
task_init,0.05,dynamics_only,38,180,140,0.3191489361702128,0.009069707178025395
task_init,0.05,dynamics_only,39,185,140,0.3280141843971631,0.009069707178025395
task_init,0.05,dynamics_only,40,187,140,0.33156028368794327,0.009069707178025395
task_init,0.05,dynamics_only,41,189,141,0.3351063829787234,0.009134490800725576
task_init,0.05,dynamics_only,42,190,141,0.33687943262411346,0.009134490800725576
task_init,0.05,dynamics_only,43,193,141,0.3421985815602837,0.009134490800725576
task_init,0.05,dynamics_only,44,193,141,0.3421985815602837,0.009134490800725576
task_init,0.05,dynamics_only,45,197,141,0.34929078014184395,0.009134490800725576
task_init,0.05,dynamics_only,46,205,141,0.36347517730496454,0.009134490800725576
task_init,0.05,dynamics_only,47,209,141,0.37056737588652483,0.009134490800725576
task_init,0.05,dynamics_only,48,214,141,0.37943262411347517,0.009134490800725576
task_init,0.05,dynamics_only,49,218,141,0.38652482269503546,0.009134490800725576
task_init,0.05,dynamics_only,50,218,141,0.38652482269503546,0.009134490800725576
task_init,0.05,dynamics_only,51,218,141,0.38652482269503546,0.009134490800725576
task_init,0.05,v82_integrated,0,0,0,0.0,0.0
task_init,0.05,v82_integrated,1,0,0,0.0,0.0
task_init,0.05,v82_integrated,2,0,0,0.0,0.0
task_init,0.05,v82_integrated,3,0,0,0.0,0.0
task_init,0.05,v82_integrated,4,0,0,0.0,0.0
task_init,0.05,v82_integrated,5,0,0,0.0,0.0
task_init,0.05,v82_integrated,6,0,0,0.0,0.0
task_init,0.05,v82_integrated,7,0,0,0.0,0.0
task_init,0.05,v82_integrated,8,0,1,0.0,6.47836227001814e-05
task_init,0.05,v82_integrated,9,6,3,0.010638297872340425,0.00019435086810054417
task_init,0.05,v82_integrated,10,14,3,0.024822695035460994,0.00019435086810054417
task_init,0.05,v82_integrated,11,19,4,0.03368794326241135,0.0002591344908007256
task_init,0.05,v82_integrated,12,22,6,0.03900709219858156,0.00038870173620108835
task_init,0.05,v82_integrated,13,26,9,0.04609929078014184,0.0005830526043016325
task_init,0.05,v82_integrated,14,33,12,0.05851063829787234,0.0007774034724021767
task_init,0.05,v82_integrated,15,50,15,0.08865248226950355,0.0009717543405027209
task_init,0.05,v82_integrated,16,71,19,0.12588652482269502,0.0012308888313034465
task_init,0.05,v82_integrated,17,86,24,0.1524822695035461,0.0015548069448043534
task_init,0.05,v82_integrated,18,109,29,0.19326241134751773,0.0018787250583052605
task_init,0.05,v82_integrated,19,121,36,0.21453900709219859,0.00233221041720653
task_init,0.05,v82_integrated,20,152,47,0.2695035460992908,0.0030448302669085253
task_init,0.05,v82_integrated,21,174,62,0.30851063829787234,0.004016584607411246
task_init,0.05,v82_integrated,22,179,70,0.3173758865248227,0.004534853589012697
task_init,0.05,v82_integrated,23,187,74,0.33156028368794327,0.004793988079813423
task_init,0.05,v82_integrated,24,197,79,0.34929078014184395,0.00511790619331433
task_init,0.05,v82_integrated,25,217,85,0.38475177304964536,0.005506607929515419
task_init,0.05,v82_integrated,26,227,88,0.4024822695035461,0.005700958797615963
task_init,0.05,v82_integrated,27,233,90,0.41312056737588654,0.005830526043016326
task_init,0.05,v82_integrated,28,235,92,0.4166666666666667,0.005960093288416689
task_init,0.05,v82_integrated,29,246,93,0.43617021276595747,0.00602487691111687
task_init,0.05,v82_integrated,30,257,94,0.45567375886524825,0.006089660533817051
task_init,0.05,v82_integrated,31,276,96,0.48936170212765956,0.006219227779217414
task_init,0.05,v82_integrated,32,304,99,0.5390070921985816,0.006413578647317958
task_init,0.05,v82_integrated,33,325,100,0.5762411347517731,0.0064783622700181395
task_init,0.05,v82_integrated,34,350,103,0.6205673758865248,0.006672713138118683
task_init,0.05,v82_integrated,35,364,104,0.6453900709219859,0.006737496760818865
task_init,0.05,v82_integrated,36,371,105,0.6578014184397163,0.006802280383519046
task_init,0.05,v82_integrated,37,374,105,0.6631205673758865,0.006802280383519046
task_init,0.05,v82_integrated,38,374,105,0.6631205673758865,0.006802280383519046
task_init,0.05,v82_integrated,39,378,106,0.6702127659574468,0.006867064006219227
task_init,0.05,v82_integrated,40,380,106,0.6737588652482269,0.006867064006219227
task_init,0.05,v82_integrated,41,382,106,0.6773049645390071,0.006867064006219227
task_init,0.05,v82_integrated,42,384,106,0.6808510638297872,0.006867064006219227
task_init,0.05,v82_integrated,43,387,106,0.6861702127659575,0.006867064006219227
task_init,0.05,v82_integrated,44,391,106,0.6932624113475178,0.006867064006219227
task_init,0.05,v82_integrated,45,391,106,0.6932624113475178,0.006867064006219227
task_init,0.05,v82_integrated,46,393,106,0.6968085106382979,0.006867064006219227
task_init,0.05,v82_integrated,47,396,106,0.7021276595744681,0.006867064006219227
task_init,0.05,v82_integrated,48,396,106,0.7021276595744681,0.006867064006219227
task_init,0.05,v82_integrated,49,399,106,0.7074468085106383,0.006867064006219227
task_init,0.05,v82_integrated,50,401,106,0.7109929078014184,0.006867064006219227
task_init,0.05,v82_integrated,51,401,106,0.7109929078014184,0.006867064006219227
task_init,0.05,v82_frozen_plus_dynamics,0,0,0,0.0,0.0
task_init,0.05,v82_frozen_plus_dynamics,1,0,0,0.0,0.0
task_init,0.05,v82_frozen_plus_dynamics,2,0,0,0.0,0.0
task_init,0.05,v82_frozen_plus_dynamics,3,0,0,0.0,0.0
task_init,0.05,v82_frozen_plus_dynamics,4,0,0,0.0,0.0
task_init,0.05,v82_frozen_plus_dynamics,5,0,0,0.0,0.0
task_init,0.05,v82_frozen_plus_dynamics,6,0,0,0.0,0.0
task_init,0.05,v82_frozen_plus_dynamics,7,0,1,0.0,6.47836227001814e-05
task_init,0.05,v82_frozen_plus_dynamics,8,7,2,0.012411347517730497,0.0001295672454003628
task_init,0.05,v82_frozen_plus_dynamics,9,10,4,0.01773049645390071,0.0002591344908007256
task_init,0.05,v82_frozen_plus_dynamics,10,17,5,0.030141843971631204,0.000323918113500907
task_init,0.05,v82_frozen_plus_dynamics,11,27,9,0.047872340425531915,0.0005830526043016325
task_init,0.05,v82_frozen_plus_dynamics,12,32,13,0.05673758865248227,0.0008421870951023582
task_init,0.05,v82_frozen_plus_dynamics,13,36,19,0.06382978723404255,0.0012308888313034465
task_init,0.05,v82_frozen_plus_dynamics,14,56,29,0.09929078014184398,0.0018787250583052605
task_init,0.05,v82_frozen_plus_dynamics,15,80,35,0.14184397163120568,0.0022674267945063486
task_init,0.05,v82_frozen_plus_dynamics,16,110,42,0.1950354609929078,0.0027209121534076184
task_init,0.05,v82_frozen_plus_dynamics,17,141,57,0.25,0.0036926664939103395
task_init,0.05,v82_frozen_plus_dynamics,18,164,68,0.2907801418439716,0.004405286343612335
task_init,0.05,v82_frozen_plus_dynamics,19,193,94,0.3421985815602837,0.006089660533817051
task_init,0.05,v82_frozen_plus_dynamics,20,217,112,0.38475177304964536,0.007255765742420316
task_init,0.05,v82_frozen_plus_dynamics,21,234,123,0.4148936170212766,0.007968385592122311
task_init,0.05,v82_frozen_plus_dynamics,22,241,134,0.42730496453900707,0.008681005441824307
task_init,0.05,v82_frozen_plus_dynamics,23,247,143,0.4379432624113475,0.009264058046125939
task_init,0.05,v82_frozen_plus_dynamics,24,270,152,0.4787234042553192,0.009847110650427572
task_init,0.05,v82_frozen_plus_dynamics,25,289,158,0.5124113475177305,0.01023581238662866
task_init,0.05,v82_frozen_plus_dynamics,26,299,166,0.5301418439716312,0.010754081368230112
task_init,0.05,v82_frozen_plus_dynamics,27,303,169,0.5372340425531915,0.010948432236330656
task_init,0.05,v82_frozen_plus_dynamics,28,308,173,0.5460992907801419,0.011207566727131382
task_init,0.05,v82_frozen_plus_dynamics,29,322,173,0.5709219858156028,0.011207566727131382
task_init,0.05,v82_frozen_plus_dynamics,30,340,174,0.6028368794326241,0.011272350349831562
task_init,0.05,v82_frozen_plus_dynamics,31,368,179,0.6524822695035462,0.01159626846333247
task_init,0.05,v82_frozen_plus_dynamics,32,405,182,0.7180851063829787,0.011790619331433013
task_init,0.05,v82_frozen_plus_dynamics,33,430,183,0.7624113475177305,0.011855402954133195
task_init,0.05,v82_frozen_plus_dynamics,34,441,185,0.7819148936170213,0.011984970199533557
task_init,0.05,v82_frozen_plus_dynamics,35,450,187,0.7978723404255319,0.012114537444933921
task_init,0.05,v82_frozen_plus_dynamics,36,454,188,0.8049645390070922,0.012179321067634101
task_init,0.05,v82_frozen_plus_dynamics,37,455,190,0.8067375886524822,0.012308888313034465
task_init,0.05,v82_frozen_plus_dynamics,38,457,192,0.8102836879432624,0.012438455558434827
task_init,0.05,v82_frozen_plus_dynamics,39,463,192,0.8209219858156028,0.012438455558434827
task_init,0.05,v82_frozen_plus_dynamics,40,468,192,0.8297872340425532,0.012438455558434827
task_init,0.05,v82_frozen_plus_dynamics,41,471,193,0.8351063829787234,0.012503239181135009
task_init,0.05,v82_frozen_plus_dynamics,42,477,193,0.8457446808510638,0.012503239181135009
task_init,0.05,v82_frozen_plus_dynamics,43,480,193,0.851063829787234,0.012503239181135009
task_init,0.05,v82_frozen_plus_dynamics,44,483,193,0.8563829787234043,0.012503239181135009
task_init,0.05,v82_frozen_plus_dynamics,45,484,193,0.8581560283687943,0.012503239181135009
task_init,0.05,v82_frozen_plus_dynamics,46,487,193,0.8634751773049646,0.012503239181135009
task_init,0.05,v82_frozen_plus_dynamics,47,492,193,0.8723404255319149,0.012503239181135009
task_init,0.05,v82_frozen_plus_dynamics,48,495,193,0.8776595744680851,0.012503239181135009
task_init,0.05,v82_frozen_plus_dynamics,49,495,193,0.8776595744680851,0.012503239181135009
task_init,0.05,v82_frozen_plus_dynamics,50,496,193,0.8794326241134752,0.012503239181135009
task_init,0.05,v82_frozen_plus_dynamics,51,496,193,0.8794326241134752,0.012503239181135009
