run,task,episode,metric,values_compared,max_abs_difference,mean_abs_difference
seed1000_1007,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,133,convergence_raw,52,8.96576117950243e-05,3.842434507905245e-05
seed1000_1007,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,133,state_jump,51,5.47592280471243e-07,8.936378212223488e-08
seed1000_1007,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,133,action_jump,51,1.930288078386827e-05,6.6513862378335e-06
seed1000_1007,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,133,response_raw,51,1.9278029890795745e-05,6.665614913926076e-06
seed1000_1007,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,133,recurrence_raw,51,1.265210226586433e-07,3.7037452288119926e-08
seed1000_1007,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,133,evidence_convergence,48,6.132837212180497e-05,3.233728814376497e-05
seed1000_1007,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,133,evidence_response,48,2.2435771608347865e-05,7.458177803912047e-06
seed1000_1007,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,133,evidence_recurrence,48,1.5935112518405958e-07,4.5790884778407204e-08
seed1000_1007,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,266,convergence_raw,25,8.76164589609374e-05,4.5191860978093245e-05
seed1000_1007,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,266,state_jump,24,2.403897530478538e-07,6.087197927604389e-08
seed1000_1007,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,266,action_jump,24,1.6197263348612795e-05,7.000034479888624e-06
seed1000_1007,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,266,response_raw,24,1.61619139122382e-05,7.0051989709523045e-06
seed1000_1007,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,266,recurrence_raw,24,1.1165908753163478e-07,4.4461131776252216e-08
seed1000_1007,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,266,evidence_convergence,21,4.537587293329537e-05,2.3970494109557644e-05
seed1000_1007,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,266,evidence_response,21,1.5994762758764214e-05,7.358547852315399e-06
seed1000_1007,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,266,evidence_recurrence,21,1.9432140219155514e-07,9.998199267972972e-08
seed1000_1007,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,399,convergence_raw,22,8.96157077151516e-05,4.4883114330300886e-05
seed1000_1007,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,399,state_jump,21,1.6883748182872083e-07,5.74225538996749e-08
seed1000_1007,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,399,action_jump,21,1.7024204542661486e-05,7.246613208303848e-06
seed1000_1007,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,399,response_raw,21,1.6962471817066893e-05,7.273256144047872e-06
seed1000_1007,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,399,recurrence_raw,21,9.163470604534041e-08,3.89187523742676e-08
seed1000_1007,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,399,evidence_convergence,18,4.5129201259652696e-05,1.8326019283183683e-05
seed1000_1007,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,399,evidence_response,18,2.1754739007395774e-05,8.663376446252061e-06
seed1000_1007,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,399,evidence_recurrence,18,1.1995420179378158e-07,3.619754985874203e-08
seed1000_1007,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,0,convergence_raw,15,0.0001102065926822382,4.861381341536575e-05
seed1000_1007,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,0,state_jump,14,1.54619144265844e-07,5.945003712331294e-08
seed1000_1007,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,0,action_jump,14,1.3456162674285732e-05,5.285950348985977e-06
seed1000_1007,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,0,response_raw,14,1.3301543530019888e-05,5.2719561521229e-06
seed1000_1007,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,0,recurrence_raw,14,8.632666870234118e-08,2.122331200465106e-08
seed1000_1007,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,0,evidence_convergence,11,8.889556654856356e-05,3.595937511020003e-05
seed1000_1007,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,0,evidence_response,11,1.7644952487627652e-05,6.5985100467968e-06
seed1000_1007,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,0,evidence_recurrence,11,9.50069849459112e-08,3.113966789475791e-08
seed1000_1007,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,133,convergence_raw,21,8.1848411339569e-05,3.332557418552656e-05
seed1000_1007,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,133,state_jump,20,3.2204358191290083e-07,9.786214320538222e-08
seed1000_1007,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,133,action_jump,20,2.2481034837269764e-05,9.701546437490983e-06
seed1000_1007,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,133,response_raw,20,2.245102178272118e-05,9.691547446262146e-06
seed1000_1007,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,133,recurrence_raw,20,8.686930086376776e-08,3.082719112201815e-08
seed1000_1007,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,133,evidence_convergence,17,4.48578879700956e-05,1.9747067835268147e-05
seed1000_1007,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,133,evidence_response,17,2.3695037505933048e-05,9.818985706263018e-06
seed1000_1007,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,133,evidence_recurrence,17,1.1591027371249396e-07,4.864452403630746e-08
seed1000_1007,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,266,convergence_raw,15,0.0001106431917036188,4.1416609369508234e-05
seed1000_1007,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,266,state_jump,14,1.8518326466709922e-07,4.527253257002872e-08
seed1000_1007,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,266,action_jump,14,2.7186865032714086e-05,1.1570295416896731e-05
seed1000_1007,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,266,response_raw,14,2.699423118746047e-05,1.1574718333632963e-05
seed1000_1007,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,266,recurrence_raw,14,8.335931478420378e-08,3.479234900976331e-08
seed1000_1007,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,266,evidence_convergence,11,7.598778411510576e-05,2.2706683322311477e-05
seed1000_1007,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,266,evidence_response,11,2.8963385631464167e-05,1.0737148519442256e-05
seed1000_1007,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,266,evidence_recurrence,11,1.1236211128196061e-07,4.2589489117213344e-08
seed1000_1007,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,399,convergence_raw,15,9.346315897035273e-05,4.614526085725545e-05
seed1000_1007,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,399,state_jump,14,7.550205682882449e-08,3.306195527769118e-08
seed1000_1007,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,399,action_jump,14,1.712123470366811e-05,8.98780676186501e-06
seed1000_1007,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,399,response_raw,14,1.7119937797821505e-05,8.983168112191933e-06
seed1000_1007,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,399,recurrence_raw,14,9.299653513927808e-08,3.691640011936416e-08
seed1000_1007,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,399,evidence_convergence,11,6.351676903409986e-05,1.8806210400184646e-05
seed1000_1007,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,399,evidence_response,11,2.330175145642821e-05,1.2135521007930219e-05
seed1000_1007,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,399,evidence_recurrence,11,1.2877443378300768e-07,5.2874954455232756e-08
seed1000_1007,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,0,convergence_raw,12,4.2911064326855985e-05,2.6001967832931887e-05
seed1000_1007,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,0,state_jump,11,1.0599959268664527e-07,4.2015116060521086e-08
seed1000_1007,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,0,action_jump,11,2.0423010010747755e-05,8.356913719277406e-06
seed1000_1007,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,0,response_raw,11,2.03924022924018e-05,8.338439020442886e-06
seed1000_1007,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,0,recurrence_raw,11,3.802017700671456e-08,1.7507821283644566e-08
seed1000_1007,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,0,evidence_convergence,8,2.316000273683283e-05,1.101741014329638e-05
seed1000_1007,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,0,evidence_response,8,2.126242178146498e-05,1.0673500221164076e-05
seed1000_1007,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,0,evidence_recurrence,8,6.22044875608907e-08,3.7503064362343075e-08
seed1000_1007,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,133,convergence_raw,13,4.823658327446356e-05,2.9599099477887278e-05
seed1000_1007,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,133,state_jump,12,9.093911351731876e-08,3.702083089390795e-08
seed1000_1007,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,133,action_jump,12,1.6806687042791868e-05,8.303153003659814e-06
seed1000_1007,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,133,response_raw,12,1.6890175575712263e-05,8.315659052045057e-06
seed1000_1007,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,133,recurrence_raw,12,8.218354707878461e-08,2.931476620708177e-08
seed1000_1007,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,133,evidence_convergence,9,1.866241279413483e-05,9.803420849490645e-06
seed1000_1007,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,133,evidence_response,9,3.319713134361524e-05,1.6872537739870716e-05
seed1000_1007,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,133,evidence_recurrence,9,1.171905065211476e-07,5.6279203322320527e-08
seed1000_1007,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,266,convergence_raw,12,4.754181481514408e-05,2.8075727654638023e-05
seed1000_1007,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,266,state_jump,11,1.661592878288154e-07,5.177195616152213e-08
seed1000_1007,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,266,action_jump,11,2.479945583763743e-05,7.69626167583999e-06
seed1000_1007,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,266,response_raw,11,2.4960027190018552e-05,7.710540714153164e-06
seed1000_1007,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,266,recurrence_raw,11,9.786874921591249e-08,4.843630543114521e-08
seed1000_1007,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,266,evidence_convergence,8,2.8657336274884315e-05,1.2601847781887332e-05
seed1000_1007,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,266,evidence_response,8,3.283104296575301e-05,1.0448070029332734e-05
seed1000_1007,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,266,evidence_recurrence,8,1.216694270889107e-07,5.3330020621800145e-08
seed1000_1007,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,399,convergence_raw,13,5.328028617868075e-05,2.8064488569785778e-05
seed1000_1007,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,399,state_jump,12,1.2149624005752813e-06,2.2541782500098048e-07
seed1000_1007,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,399,action_jump,12,1.802439001125783e-05,7.207776877142149e-06
seed1000_1007,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,399,response_raw,12,1.923562712152771e-05,7.386220365398812e-06
seed1000_1007,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,399,recurrence_raw,12,8.502666037912832e-08,3.46313104304663e-08
seed1000_1007,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,399,evidence_convergence,9,2.975296753060519e-05,1.1089759155190491e-05
seed1000_1007,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,399,evidence_response,9,2.5033540878849347e-05,1.1025665842675133e-05
seed1000_1007,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,399,evidence_recurrence,9,1.0415052431600458e-07,4.027696232089539e-08
seed1008_1015,libero_goal/put_the_bowl_on_the_stove,0,convergence_raw,9,7.953709990826674e-05,5.983487367793799e-05
seed1008_1015,libero_goal/put_the_bowl_on_the_stove,0,state_jump,8,2.351422873497766e-07,9.495325014284572e-08
seed1008_1015,libero_goal/put_the_bowl_on_the_stove,0,action_jump,8,1.5166390991128847e-05,9.281695652828834e-06
seed1008_1015,libero_goal/put_the_bowl_on_the_stove,0,response_raw,8,1.5271456383691984e-05,9.239179708074238e-06
seed1008_1015,libero_goal/put_the_bowl_on_the_stove,0,recurrence_raw,8,8.405505513842115e-08,4.41360681197045e-08
seed1008_1015,libero_goal/put_the_bowl_on_the_stove,0,evidence_convergence,5,2.1821616820072443e-05,1.1194214490006793e-05
seed1008_1015,libero_goal/put_the_bowl_on_the_stove,0,evidence_response,5,2.844614047194105e-05,1.715203779446839e-05
seed1008_1015,libero_goal/put_the_bowl_on_the_stove,0,evidence_recurrence,5,4.2804131794582645e-08,2.9274765855902273e-08
seed1008_1015,libero_goal/put_the_bowl_on_the_stove,133,convergence_raw,9,0.00012042102591736104,5.462428604303805e-05
seed1008_1015,libero_goal/put_the_bowl_on_the_stove,133,state_jump,8,1.7622553981355704e-07,4.171448168485692e-08
seed1008_1015,libero_goal/put_the_bowl_on_the_stove,133,action_jump,8,1.0383856988276444e-05,4.664272036873423e-06
seed1008_1015,libero_goal/put_the_bowl_on_the_stove,133,response_raw,8,1.0424083031451703e-05,4.689490669571375e-06
seed1008_1015,libero_goal/put_the_bowl_on_the_stove,133,recurrence_raw,8,9.013228774445992e-08,3.174398358063435e-08
seed1008_1015,libero_goal/put_the_bowl_on_the_stove,133,evidence_convergence,5,0.00010251007989792171,4.162023913449886e-05
seed1008_1015,libero_goal/put_the_bowl_on_the_stove,133,evidence_response,5,1.939095172516503e-05,1.1209677336029845e-05
seed1008_1015,libero_goal/put_the_bowl_on_the_stove,133,evidence_recurrence,5,7.720432682045697e-08,2.4972428436242923e-08
seed1008_1015,libero_goal/put_the_bowl_on_the_stove,266,convergence_raw,9,0.00013357481538528448,7.053112919439306e-05
seed1008_1015,libero_goal/put_the_bowl_on_the_stove,266,state_jump,8,3.288548424629223e-06,7.565967943372331e-07
seed1008_1015,libero_goal/put_the_bowl_on_the_stove,266,action_jump,8,2.238032368156659e-05,1.1003043554063665e-05
seed1008_1015,libero_goal/put_the_bowl_on_the_stove,266,response_raw,8,2.228188096295436e-05,1.0246912421017426e-05
seed1008_1015,libero_goal/put_the_bowl_on_the_stove,266,recurrence_raw,8,8.727850941969706e-08,3.678589759192885e-08
seed1008_1015,libero_goal/put_the_bowl_on_the_stove,266,evidence_convergence,5,4.881851231730572e-05,2.4984222676616153e-05
seed1008_1015,libero_goal/put_the_bowl_on_the_stove,266,evidence_response,5,2.405523747531224e-05,1.097331160410664e-05
seed1008_1015,libero_goal/put_the_bowl_on_the_stove,266,evidence_recurrence,5,1.488350298561869e-07,9.492359820395535e-08
seed1008_1015,libero_goal/put_the_bowl_on_the_stove,399,convergence_raw,9,0.0001001299864275551,6.619986395466225e-05
seed1008_1015,libero_goal/put_the_bowl_on_the_stove,399,state_jump,8,1.0598372135461887e-07,3.2734807781098496e-08
seed1008_1015,libero_goal/put_the_bowl_on_the_stove,399,action_jump,8,8.49579177585394e-06,4.39704688771957e-06
seed1008_1015,libero_goal/put_the_bowl_on_the_stove,399,response_raw,8,8.481327148937567e-06,4.389102567847053e-06
seed1008_1015,libero_goal/put_the_bowl_on_the_stove,399,recurrence_raw,8,8.393047568056033e-08,4.5088036138007936e-08
seed1008_1015,libero_goal/put_the_bowl_on_the_stove,399,evidence_convergence,5,4.9286083339761255e-05,3.1607101192987486e-05
seed1008_1015,libero_goal/put_the_bowl_on_the_stove,399,evidence_response,5,1.0930009099505145e-05,4.33826281062144e-06
seed1008_1015,libero_goal/put_the_bowl_on_the_stove,399,evidence_recurrence,5,1.563211990962543e-07,1.0651174604525693e-07
seed1008_1015,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,0,convergence_raw,22,0.0001101123637458068,4.875027111322675e-05
seed1008_1015,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,0,state_jump,21,2.666396209383137e-07,8.65701538041309e-08
seed1008_1015,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,0,action_jump,21,1.8565236467614488e-05,6.573679038781681e-06
seed1008_1015,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,0,response_raw,21,1.8440003502623314e-05,6.613973454668616e-06
seed1008_1015,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,0,recurrence_raw,21,7.289390480114122e-08,4.229842410192964e-08
seed1008_1015,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,0,evidence_convergence,18,5.2161649591986325e-05,1.8661248780579535e-05
seed1008_1015,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,0,evidence_response,18,2.117077199698114e-05,1.1771952504048555e-05
seed1008_1015,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,0,evidence_recurrence,18,7.400048529504488e-08,4.593198575190508e-08
seed1008_1015,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,133,convergence_raw,25,9.486073671471917e-05,4.4275528117556636e-05
seed1008_1015,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,133,state_jump,24,1.4636672798218342e-06,1.1705417605282116e-07
seed1008_1015,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,133,action_jump,24,2.2672015977900917e-05,8.262222547640094e-06
seed1008_1015,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,133,response_raw,24,2.254665233404618e-05,8.182767736436154e-06
seed1008_1015,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,133,recurrence_raw,24,1.2171537377980712e-07,4.319250432778995e-08
seed1008_1015,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,133,evidence_convergence,21,4.157397336934654e-05,1.7960048661925744e-05
