method,kind,alpha,calibration_units,rank,threshold,exceedances,success_calibration_episodes,fold
dyn_pca2_success_knn_k20,task_init,0.2,69,56,1.6151275634765625,13,507,libero_long_20260909
route_success_knn_k20,episode,0.01,507,503,1.5735406875610352,4,507,libero_long_20260909
route_success_knn_k20,episode,0.03,507,493,1.4488813877105713,14,507,libero_long_20260909
route_success_knn_k20,episode,0.05,507,483,1.4222462177276611,24,507,libero_long_20260909
route_success_knn_k20,episode,0.1,507,458,1.329785704612732,49,507,libero_long_20260909
route_success_knn_k20,episode,0.15,507,432,1.2927063703536987,75,507,libero_long_20260909
route_success_knn_k20,episode,0.2,507,407,1.271567940711975,100,507,libero_long_20260909
route_success_knn_k20,task_init,0.01,69,70,inf,0,507,libero_long_20260909
route_success_knn_k20,task_init,0.03,69,68,1.6137884855270386,1,507,libero_long_20260909
route_success_knn_k20,task_init,0.05,69,67,1.4811218976974487,2,507,libero_long_20260909
route_success_knn_k20,task_init,0.1,69,63,1.435153841972351,6,507,libero_long_20260909
route_success_knn_k20,task_init,0.15,69,60,1.3647091388702393,9,507,libero_long_20260909
route_success_knn_k20,task_init,0.2,69,56,1.337178349494934,13,507,libero_long_20260909
eef_motion_low,episode,0.01,507,503,-0.00267599243670702,4,507,libero_long_20260909
eef_motion_low,episode,0.03,507,493,-0.005284257233142853,14,507,libero_long_20260909
eef_motion_low,episode,0.05,507,483,-0.007767601870000362,24,507,libero_long_20260909
eef_motion_low,episode,0.1,507,458,-0.015128844417631626,49,507,libero_long_20260909
eef_motion_low,episode,0.15,507,432,-0.02164495177567005,75,507,libero_long_20260909
eef_motion_low,episode,0.2,507,407,-0.02538089081645012,100,507,libero_long_20260909
eef_motion_low,task_init,0.01,69,70,inf,0,507,libero_long_20260909
eef_motion_low,task_init,0.03,69,68,-0.0012846443569287658,1,507,libero_long_20260909
eef_motion_low,task_init,0.05,69,67,-0.001556401140987873,2,507,libero_long_20260909
eef_motion_low,task_init,0.1,69,63,-0.0034575758036226034,6,507,libero_long_20260909
eef_motion_low,task_init,0.15,69,60,-0.005284257233142853,9,507,libero_long_20260909
eef_motion_low,task_init,0.2,69,56,-0.008247699588537216,13,507,libero_long_20260909
clock_q7,episode,0.01,507,503,43.0,4,507,libero_long_20260909
clock_q7,episode,0.03,507,493,40.0,9,507,libero_long_20260909
clock_q7,episode,0.05,507,483,38.0,19,507,libero_long_20260909
clock_q7,episode,0.1,507,458,34.0,48,507,libero_long_20260909
clock_q7,episode,0.15,507,432,27.0,63,507,libero_long_20260909
clock_q7,episode,0.2,507,407,26.0,81,507,libero_long_20260909
clock_q7,task_init,0.01,69,70,inf,0,507,libero_long_20260909
clock_q7,task_init,0.03,69,68,47.0,1,507,libero_long_20260909
clock_q7,task_init,0.05,69,67,46.0,2,507,libero_long_20260909
clock_q7,task_init,0.1,69,63,41.0,6,507,libero_long_20260909
clock_q7,task_init,0.15,69,60,37.0,8,507,libero_long_20260909
clock_q7,task_init,0.2,69,56,32.0,13,507,libero_long_20260909
