method,kind,alpha,calibration_units,rank,threshold,exceedances,success_calibration_episodes,fold
dyn_success_knn_k20,task_init,0.03,70,69,2.3183672428131104,1,535,libero_spatial_20260907
dyn_success_knn_k20,task_init,0.05,70,68,2.0431175231933594,2,535,libero_spatial_20260907
dyn_success_knn_k20,task_init,0.1,70,64,1.8603105545043945,6,535,libero_spatial_20260907
dyn_success_knn_k20,task_init,0.15,70,61,1.7576147317886353,9,535,libero_spatial_20260907
dyn_success_knn_k20,task_init,0.2,70,57,1.7147822380065918,13,535,libero_spatial_20260907
dyn_success_knn_k20_persist3,episode,0.01,535,531,1.6468584537506104,4,535,libero_spatial_20260907
dyn_success_knn_k20_persist3,episode,0.03,535,520,1.4101903438568115,15,535,libero_spatial_20260907
dyn_success_knn_k20_persist3,episode,0.05,535,510,1.3129849433898926,25,535,libero_spatial_20260907
dyn_success_knn_k20_persist3,episode,0.1,535,483,1.1885321140289307,52,535,libero_spatial_20260907
dyn_success_knn_k20_persist3,episode,0.15,535,456,1.116649866104126,79,535,libero_spatial_20260907
dyn_success_knn_k20_persist3,episode,0.2,535,429,1.0698466300964355,106,535,libero_spatial_20260907
dyn_success_knn_k20_persist3,task_init,0.01,70,71,inf,0,535,libero_spatial_20260907
dyn_success_knn_k20_persist3,task_init,0.03,70,69,1.7378960847854614,1,535,libero_spatial_20260907
dyn_success_knn_k20_persist3,task_init,0.05,70,68,1.6637723445892334,2,535,libero_spatial_20260907
dyn_success_knn_k20_persist3,task_init,0.1,70,64,1.4899357557296753,6,535,libero_spatial_20260907
dyn_success_knn_k20_persist3,task_init,0.15,70,61,1.4247310161590576,9,535,libero_spatial_20260907
dyn_success_knn_k20_persist3,task_init,0.2,70,57,1.3457034826278687,13,535,libero_spatial_20260907
dyn_vote_knn_k20,episode,0.01,535,531,0.30000001192092896,3,535,libero_spatial_20260907
dyn_vote_knn_k20,episode,0.03,535,520,0.20000000298023224,7,535,libero_spatial_20260907
dyn_vote_knn_k20,episode,0.05,535,510,0.15000000596046448,22,535,libero_spatial_20260907
dyn_vote_knn_k20,episode,0.1,535,483,0.10000000149011612,47,535,libero_spatial_20260907
dyn_vote_knn_k20,episode,0.15,535,456,0.10000000149011612,47,535,libero_spatial_20260907
dyn_vote_knn_k20,episode,0.2,535,429,0.10000000149011612,47,535,libero_spatial_20260907
dyn_vote_knn_k20,task_init,0.01,70,71,inf,0,535,libero_spatial_20260907
dyn_vote_knn_k20,task_init,0.03,70,69,0.3499999940395355,1,535,libero_spatial_20260907
dyn_vote_knn_k20,task_init,0.05,70,68,0.3499999940395355,1,535,libero_spatial_20260907
dyn_vote_knn_k20,task_init,0.1,70,64,0.20000000298023224,6,535,libero_spatial_20260907
dyn_vote_knn_k20,task_init,0.15,70,61,0.20000000298023224,6,535,libero_spatial_20260907
dyn_vote_knn_k20,task_init,0.2,70,57,0.20000000298023224,6,535,libero_spatial_20260907
dyn_pca2_success_knn_k20,episode,0.01,535,531,1.0334458351135254,4,535,libero_spatial_20260907
dyn_pca2_success_knn_k20,episode,0.03,535,520,0.7074937224388123,15,535,libero_spatial_20260907
dyn_pca2_success_knn_k20,episode,0.05,535,510,0.5994187593460083,25,535,libero_spatial_20260907
dyn_pca2_success_knn_k20,episode,0.1,535,483,0.4657984972000122,52,535,libero_spatial_20260907
dyn_pca2_success_knn_k20,episode,0.15,535,456,0.399244487285614,79,535,libero_spatial_20260907
dyn_pca2_success_knn_k20,episode,0.2,535,429,0.35089200735092163,106,535,libero_spatial_20260907
dyn_pca2_success_knn_k20,task_init,0.01,70,71,inf,0,535,libero_spatial_20260907
dyn_pca2_success_knn_k20,task_init,0.03,70,69,1.2628164291381836,1,535,libero_spatial_20260907
dyn_pca2_success_knn_k20,task_init,0.05,70,68,1.2222099304199219,2,535,libero_spatial_20260907
dyn_pca2_success_knn_k20,task_init,0.1,70,64,0.7672507166862488,6,535,libero_spatial_20260907
dyn_pca2_success_knn_k20,task_init,0.15,70,61,0.6034669280052185,9,535,libero_spatial_20260907
dyn_pca2_success_knn_k20,task_init,0.2,70,57,0.560839831829071,13,535,libero_spatial_20260907
route_success_knn_k20,episode,0.01,535,531,1.3636586666107178,4,535,libero_spatial_20260907
route_success_knn_k20,episode,0.03,535,520,1.2163938283920288,15,535,libero_spatial_20260907
route_success_knn_k20,episode,0.05,535,510,1.143696665763855,25,535,libero_spatial_20260907
route_success_knn_k20,episode,0.1,535,483,1.0636944770812988,52,535,libero_spatial_20260907
route_success_knn_k20,episode,0.15,535,456,1.0319535732269287,79,535,libero_spatial_20260907
route_success_knn_k20,episode,0.2,535,429,0.9997064471244812,106,535,libero_spatial_20260907
route_success_knn_k20,task_init,0.01,70,71,inf,0,535,libero_spatial_20260907
route_success_knn_k20,task_init,0.03,70,69,1.4691940546035767,1,535,libero_spatial_20260907
route_success_knn_k20,task_init,0.05,70,68,1.366172432899475,2,535,libero_spatial_20260907
route_success_knn_k20,task_init,0.1,70,64,1.269134521484375,6,535,libero_spatial_20260907
route_success_knn_k20,task_init,0.15,70,61,1.234433650970459,9,535,libero_spatial_20260907
route_success_knn_k20,task_init,0.2,70,57,1.16129469871521,13,535,libero_spatial_20260907
eef_motion_low,episode,0.01,535,531,-0.03552646562457085,4,535,libero_spatial_20260907
eef_motion_low,episode,0.03,535,520,-0.04350236430764198,15,535,libero_spatial_20260907
eef_motion_low,episode,0.05,535,510,-0.04643303528428078,25,535,libero_spatial_20260907
eef_motion_low,episode,0.1,535,483,-0.05115927755832672,52,535,libero_spatial_20260907
eef_motion_low,episode,0.15,535,456,-0.05453592538833618,79,535,libero_spatial_20260907
eef_motion_low,episode,0.2,535,429,-0.06005200371146202,106,535,libero_spatial_20260907
eef_motion_low,task_init,0.01,70,71,inf,0,535,libero_spatial_20260907
eef_motion_low,task_init,0.03,70,69,-0.03281431272625923,1,535,libero_spatial_20260907
eef_motion_low,task_init,0.05,70,68,-0.03552646562457085,2,535,libero_spatial_20260907
eef_motion_low,task_init,0.1,70,64,-0.04367177560925484,6,535,libero_spatial_20260907
eef_motion_low,task_init,0.15,70,61,-0.04803627356886864,9,535,libero_spatial_20260907
eef_motion_low,task_init,0.2,70,57,-0.05022341012954712,13,535,libero_spatial_20260907
clock_q7,episode,0.01,535,531,13.0,0,535,libero_spatial_20260907
clock_q7,episode,0.03,535,520,13.0,0,535,libero_spatial_20260907
clock_q7,episode,0.05,535,510,13.0,0,535,libero_spatial_20260907
clock_q7,episode,0.1,535,483,12.0,28,535,libero_spatial_20260907
clock_q7,episode,0.15,535,456,12.0,28,535,libero_spatial_20260907
clock_q7,episode,0.2,535,429,12.0,28,535,libero_spatial_20260907
clock_q7,task_init,0.01,70,71,inf,0,535,libero_spatial_20260907
clock_q7,task_init,0.03,70,69,13.0,0,535,libero_spatial_20260907
clock_q7,task_init,0.05,70,68,13.0,0,535,libero_spatial_20260907
clock_q7,task_init,0.1,70,64,13.0,0,535,libero_spatial_20260907
clock_q7,task_init,0.15,70,61,12.0,7,535,libero_spatial_20260907
clock_q7,task_init,0.2,70,57,12.0,7,535,libero_spatial_20260907
