method,kind,alpha,calibration_units,rank,threshold,exceedances,success_calibration_episodes,fold
dyn_success_knn_k20_persist3,episode,0.05,551,525,1.2801203727722168,26,551,libero_object_20260908
dyn_success_knn_k20_persist3,episode,0.1,551,497,1.2136951684951782,54,551,libero_object_20260908
dyn_success_knn_k20_persist3,episode,0.15,551,470,1.1534532308578491,81,551,libero_object_20260908
dyn_success_knn_k20_persist3,episode,0.2,551,442,1.110323190689087,109,551,libero_object_20260908
dyn_success_knn_k20_persist3,task_init,0.01,70,71,inf,0,551,libero_object_20260908
dyn_success_knn_k20_persist3,task_init,0.03,70,69,1.775276780128479,1,551,libero_object_20260908
dyn_success_knn_k20_persist3,task_init,0.05,70,68,1.674267053604126,2,551,libero_object_20260908
dyn_success_knn_k20_persist3,task_init,0.1,70,64,1.42961847782135,6,551,libero_object_20260908
dyn_success_knn_k20_persist3,task_init,0.15,70,61,1.3171751499176025,9,551,libero_object_20260908
dyn_success_knn_k20_persist3,task_init,0.2,70,57,1.270703911781311,13,551,libero_object_20260908
dyn_vote_knn_k20,episode,0.01,551,547,0.10000000149011612,2,551,libero_object_20260908
dyn_vote_knn_k20,episode,0.03,551,536,0.05000000074505806,5,551,libero_object_20260908
dyn_vote_knn_k20,episode,0.05,551,525,0.05000000074505806,5,551,libero_object_20260908
dyn_vote_knn_k20,episode,0.1,551,497,0.05000000074505806,5,551,libero_object_20260908
dyn_vote_knn_k20,episode,0.15,551,470,0.05000000074505806,5,551,libero_object_20260908
dyn_vote_knn_k20,episode,0.2,551,442,0.05000000074505806,5,551,libero_object_20260908
dyn_vote_knn_k20,task_init,0.01,70,71,inf,0,551,libero_object_20260908
dyn_vote_knn_k20,task_init,0.03,70,69,0.10000000149011612,1,551,libero_object_20260908
dyn_vote_knn_k20,task_init,0.05,70,68,0.10000000149011612,1,551,libero_object_20260908
dyn_vote_knn_k20,task_init,0.1,70,64,0.05000000074505806,3,551,libero_object_20260908
dyn_vote_knn_k20,task_init,0.15,70,61,0.05000000074505806,3,551,libero_object_20260908
dyn_vote_knn_k20,task_init,0.2,70,57,0.05000000074505806,3,551,libero_object_20260908
dyn_pca2_success_knn_k20,episode,0.01,551,547,0.9443268179893494,4,551,libero_object_20260908
dyn_pca2_success_knn_k20,episode,0.03,551,536,0.6810013055801392,15,551,libero_object_20260908
dyn_pca2_success_knn_k20,episode,0.05,551,525,0.5820304155349731,26,551,libero_object_20260908
dyn_pca2_success_knn_k20,episode,0.1,551,497,0.4846104085445404,54,551,libero_object_20260908
dyn_pca2_success_knn_k20,episode,0.15,551,470,0.4131556451320648,81,551,libero_object_20260908
dyn_pca2_success_knn_k20,episode,0.2,551,442,0.3685704469680786,109,551,libero_object_20260908
dyn_pca2_success_knn_k20,task_init,0.01,70,71,inf,0,551,libero_object_20260908
dyn_pca2_success_knn_k20,task_init,0.03,70,69,1.0069255828857422,1,551,libero_object_20260908
dyn_pca2_success_knn_k20,task_init,0.05,70,68,0.9935486316680908,2,551,libero_object_20260908
dyn_pca2_success_knn_k20,task_init,0.1,70,64,0.7560526728630066,6,551,libero_object_20260908
dyn_pca2_success_knn_k20,task_init,0.15,70,61,0.6810013055801392,9,551,libero_object_20260908
dyn_pca2_success_knn_k20,task_init,0.2,70,57,0.5924824476242065,13,551,libero_object_20260908
route_success_knn_k20,episode,0.01,551,547,1.4162194728851318,4,551,libero_object_20260908
route_success_knn_k20,episode,0.03,551,536,1.3563941717147827,15,551,libero_object_20260908
route_success_knn_k20,episode,0.05,551,525,1.3115613460540771,26,551,libero_object_20260908
route_success_knn_k20,episode,0.1,551,497,1.2565168142318726,54,551,libero_object_20260908
route_success_knn_k20,episode,0.15,551,470,1.2244840860366821,81,551,libero_object_20260908
route_success_knn_k20,episode,0.2,551,442,1.1943825483322144,109,551,libero_object_20260908
route_success_knn_k20,task_init,0.01,70,71,inf,0,551,libero_object_20260908
route_success_knn_k20,task_init,0.03,70,69,1.4162194728851318,1,551,libero_object_20260908
route_success_knn_k20,task_init,0.05,70,68,1.4059993028640747,2,551,libero_object_20260908
route_success_knn_k20,task_init,0.1,70,64,1.3651877641677856,6,551,libero_object_20260908
route_success_knn_k20,task_init,0.15,70,61,1.358246922492981,9,551,libero_object_20260908
route_success_knn_k20,task_init,0.2,70,57,1.2938146591186523,13,551,libero_object_20260908
eef_motion_low,episode,0.01,551,547,-0.026371072977781296,4,551,libero_object_20260908
eef_motion_low,episode,0.03,551,536,-0.03215111792087555,15,551,libero_object_20260908
eef_motion_low,episode,0.05,551,525,-0.03567196801304817,26,551,libero_object_20260908
eef_motion_low,episode,0.1,551,497,-0.0470421239733696,54,551,libero_object_20260908
eef_motion_low,episode,0.15,551,470,-0.05275775119662285,81,551,libero_object_20260908
eef_motion_low,episode,0.2,551,442,-0.056402787566185,109,551,libero_object_20260908
eef_motion_low,task_init,0.01,70,71,inf,0,551,libero_object_20260908
eef_motion_low,task_init,0.03,70,69,-0.011996699497103691,1,551,libero_object_20260908
eef_motion_low,task_init,0.05,70,68,-0.025163445621728897,2,551,libero_object_20260908
eef_motion_low,task_init,0.1,70,64,-0.03105626255273819,6,551,libero_object_20260908
eef_motion_low,task_init,0.15,70,61,-0.04416477680206299,9,551,libero_object_20260908
eef_motion_low,task_init,0.2,70,57,-0.04792960733175278,13,551,libero_object_20260908
clock_q7,episode,0.01,551,547,18.0,4,551,libero_object_20260908
clock_q7,episode,0.03,551,536,17.0,12,551,libero_object_20260908
clock_q7,episode,0.05,551,525,16.0,18,551,libero_object_20260908
clock_q7,episode,0.1,551,497,15.0,34,551,libero_object_20260908
clock_q7,episode,0.15,551,470,14.0,66,551,libero_object_20260908
clock_q7,episode,0.2,551,442,14.0,66,551,libero_object_20260908
clock_q7,task_init,0.01,70,71,inf,0,551,libero_object_20260908
clock_q7,task_init,0.03,70,69,20.0,1,551,libero_object_20260908
clock_q7,task_init,0.05,70,68,19.0,2,551,libero_object_20260908
clock_q7,task_init,0.1,70,64,16.0,6,551,libero_object_20260908
clock_q7,task_init,0.15,70,61,15.0,8,551,libero_object_20260908
clock_q7,task_init,0.2,70,57,15.0,8,551,libero_object_20260908
