method,kind,alpha,calibration_units,rank,threshold,exceedances,success_calibration_episodes,fold
dyn_success_knn_k5,task_init,0.1,70,64,1.7962594032287598,6,551,libero_spatial_20260908
dyn_success_knn_k5,task_init,0.15,70,61,1.6086955070495605,9,551,libero_spatial_20260908
dyn_success_knn_k5,task_init,0.2,70,57,1.4459816217422485,13,551,libero_spatial_20260908
dyn_success_knn_k20,episode,0.01,551,547,2.092217206954956,4,551,libero_spatial_20260908
dyn_success_knn_k20,episode,0.03,551,536,1.7635143995285034,15,551,libero_spatial_20260908
dyn_success_knn_k20,episode,0.05,551,525,1.6633491516113281,26,551,libero_spatial_20260908
dyn_success_knn_k20,episode,0.1,551,497,1.5000437498092651,54,551,libero_spatial_20260908
dyn_success_knn_k20,episode,0.15,551,470,1.4118503332138062,81,551,libero_spatial_20260908
dyn_success_knn_k20,episode,0.2,551,442,1.3449251651763916,109,551,libero_spatial_20260908
dyn_success_knn_k20,task_init,0.01,70,71,inf,0,551,libero_spatial_20260908
dyn_success_knn_k20,task_init,0.03,70,69,2.1651806831359863,1,551,libero_spatial_20260908
dyn_success_knn_k20,task_init,0.05,70,68,2.1334073543548584,2,551,libero_spatial_20260908
dyn_success_knn_k20,task_init,0.1,70,64,1.9953556060791016,6,551,libero_spatial_20260908
dyn_success_knn_k20,task_init,0.15,70,61,1.976893424987793,9,551,libero_spatial_20260908
dyn_success_knn_k20,task_init,0.2,70,57,1.7051746845245361,13,551,libero_spatial_20260908
dyn_success_knn_k20_persist3,episode,0.01,551,547,1.618000864982605,4,551,libero_spatial_20260908
dyn_success_knn_k20_persist3,episode,0.03,551,536,1.3066858053207397,15,551,libero_spatial_20260908
dyn_success_knn_k20_persist3,episode,0.05,551,525,1.2180678844451904,26,551,libero_spatial_20260908
dyn_success_knn_k20_persist3,episode,0.1,551,497,1.1240382194519043,54,551,libero_spatial_20260908
dyn_success_knn_k20_persist3,episode,0.15,551,470,1.0810627937316895,81,551,libero_spatial_20260908
dyn_success_knn_k20_persist3,episode,0.2,551,442,1.0246776342391968,109,551,libero_spatial_20260908
dyn_success_knn_k20_persist3,task_init,0.01,70,71,inf,0,551,libero_spatial_20260908
dyn_success_knn_k20_persist3,task_init,0.03,70,69,1.7198771238327026,1,551,libero_spatial_20260908
dyn_success_knn_k20_persist3,task_init,0.05,70,68,1.6636031866073608,2,551,libero_spatial_20260908
dyn_success_knn_k20_persist3,task_init,0.1,70,64,1.4359019994735718,6,551,libero_spatial_20260908
dyn_success_knn_k20_persist3,task_init,0.15,70,61,1.3066858053207397,9,551,libero_spatial_20260908
dyn_success_knn_k20_persist3,task_init,0.2,70,57,1.2585810422897339,13,551,libero_spatial_20260908
dyn_vote_knn_k20,episode,0.01,551,547,0.15000000596046448,3,551,libero_spatial_20260908
dyn_vote_knn_k20,episode,0.03,551,536,0.10000000149011612,10,551,libero_spatial_20260908
dyn_vote_knn_k20,episode,0.05,551,525,0.10000000149011612,10,551,libero_spatial_20260908
dyn_vote_knn_k20,episode,0.1,551,497,0.10000000149011612,10,551,libero_spatial_20260908
dyn_vote_knn_k20,episode,0.15,551,470,0.05000000074505806,69,551,libero_spatial_20260908
dyn_vote_knn_k20,episode,0.2,551,442,0.05000000074505806,69,551,libero_spatial_20260908
dyn_vote_knn_k20,task_init,0.01,70,71,inf,0,551,libero_spatial_20260908
dyn_vote_knn_k20,task_init,0.03,70,69,0.25,0,551,libero_spatial_20260908
dyn_vote_knn_k20,task_init,0.05,70,68,0.20000000298023224,2,551,libero_spatial_20260908
dyn_vote_knn_k20,task_init,0.1,70,64,0.10000000149011612,5,551,libero_spatial_20260908
dyn_vote_knn_k20,task_init,0.15,70,61,0.10000000149011612,5,551,libero_spatial_20260908
dyn_vote_knn_k20,task_init,0.2,70,57,0.10000000149011612,5,551,libero_spatial_20260908
dyn_pca2_success_knn_k20,episode,0.01,551,547,1.0465099811553955,4,551,libero_spatial_20260908
dyn_pca2_success_knn_k20,episode,0.03,551,536,0.7531275749206543,15,551,libero_spatial_20260908
dyn_pca2_success_knn_k20,episode,0.05,551,525,0.612525999546051,26,551,libero_spatial_20260908
dyn_pca2_success_knn_k20,episode,0.1,551,497,0.44930967688560486,54,551,libero_spatial_20260908
dyn_pca2_success_knn_k20,episode,0.15,551,470,0.3714732229709625,81,551,libero_spatial_20260908
dyn_pca2_success_knn_k20,episode,0.2,551,442,0.3179246485233307,109,551,libero_spatial_20260908
dyn_pca2_success_knn_k20,task_init,0.01,70,71,inf,0,551,libero_spatial_20260908
dyn_pca2_success_knn_k20,task_init,0.03,70,69,1.381978154182434,1,551,libero_spatial_20260908
dyn_pca2_success_knn_k20,task_init,0.05,70,68,0.9493141770362854,2,551,libero_spatial_20260908
dyn_pca2_success_knn_k20,task_init,0.1,70,64,0.8641696572303772,6,551,libero_spatial_20260908
dyn_pca2_success_knn_k20,task_init,0.15,70,61,0.612525999546051,9,551,libero_spatial_20260908
dyn_pca2_success_knn_k20,task_init,0.2,70,57,0.5568761229515076,13,551,libero_spatial_20260908
route_success_knn_k20,episode,0.01,551,547,1.3565741777420044,4,551,libero_spatial_20260908
route_success_knn_k20,episode,0.03,551,536,1.2214932441711426,15,551,libero_spatial_20260908
route_success_knn_k20,episode,0.05,551,525,1.1169174909591675,26,551,libero_spatial_20260908
route_success_knn_k20,episode,0.1,551,497,1.0583961009979248,54,551,libero_spatial_20260908
route_success_knn_k20,episode,0.15,551,470,1.027307152748108,81,551,libero_spatial_20260908
route_success_knn_k20,episode,0.2,551,442,0.9836565256118774,109,551,libero_spatial_20260908
route_success_knn_k20,task_init,0.01,70,71,inf,0,551,libero_spatial_20260908
route_success_knn_k20,task_init,0.03,70,69,1.3893795013427734,1,551,libero_spatial_20260908
route_success_knn_k20,task_init,0.05,70,68,1.3795509338378906,2,551,libero_spatial_20260908
route_success_knn_k20,task_init,0.1,70,64,1.294927716255188,6,551,libero_spatial_20260908
route_success_knn_k20,task_init,0.15,70,61,1.1569098234176636,9,551,libero_spatial_20260908
route_success_knn_k20,task_init,0.2,70,57,1.1080577373504639,13,551,libero_spatial_20260908
eef_motion_low,episode,0.01,551,547,-0.047915201634168625,4,551,libero_spatial_20260908
eef_motion_low,episode,0.03,551,536,-0.05052884295582771,15,551,libero_spatial_20260908
eef_motion_low,episode,0.05,551,525,-0.052007757127285004,26,551,libero_spatial_20260908
eef_motion_low,episode,0.1,551,497,-0.057908110320568085,54,551,libero_spatial_20260908
eef_motion_low,episode,0.15,551,470,-0.06246126815676689,81,551,libero_spatial_20260908
eef_motion_low,episode,0.2,551,442,-0.0687393918633461,109,551,libero_spatial_20260908
eef_motion_low,task_init,0.01,70,71,inf,0,551,libero_spatial_20260908
eef_motion_low,task_init,0.03,70,69,-0.044267263263463974,1,551,libero_spatial_20260908
eef_motion_low,task_init,0.05,70,68,-0.047276806086301804,2,551,libero_spatial_20260908
eef_motion_low,task_init,0.1,70,64,-0.05022341012954712,6,551,libero_spatial_20260908
eef_motion_low,task_init,0.15,70,61,-0.057747289538383484,9,551,libero_spatial_20260908
eef_motion_low,task_init,0.2,70,57,-0.06129708141088486,13,551,libero_spatial_20260908
clock_q7,episode,0.01,551,547,13.0,1,551,libero_spatial_20260908
clock_q7,episode,0.03,551,536,13.0,1,551,libero_spatial_20260908
clock_q7,episode,0.05,551,525,13.0,1,551,libero_spatial_20260908
clock_q7,episode,0.1,551,497,12.0,42,551,libero_spatial_20260908
clock_q7,episode,0.15,551,470,12.0,42,551,libero_spatial_20260908
clock_q7,episode,0.2,551,442,11.0,90,551,libero_spatial_20260908
clock_q7,task_init,0.01,70,71,inf,0,551,libero_spatial_20260908
clock_q7,task_init,0.03,70,69,13.0,1,551,libero_spatial_20260908
clock_q7,task_init,0.05,70,68,13.0,1,551,libero_spatial_20260908
clock_q7,task_init,0.1,70,64,13.0,1,551,libero_spatial_20260908
clock_q7,task_init,0.15,70,61,13.0,1,551,libero_spatial_20260908
clock_q7,task_init,0.2,70,57,12.0,11,551,libero_spatial_20260908
