experiment,unit,leg,signal,lead,eff_auc_minus_05,ci95_lo,ci95_hi,p_maxT,n_groups,n_events_used,n_events_present,n_events_total,family,named
E3_static,U1_main16x32_S8,raw,A,-1,-0.1813,-0.3515,-0.0111,0.3898,11,114,146,146,56,
E3_static,U1_main16x32_S8,raw,A,0,-0.2464,-0.37,-0.1229,0.1484,11,114,146,146,56,
E3_static,U1_main16x32_S8,raw,A,1,-0.1981,-0.3399,-0.0562,0.3048,11,113,146,146,56,
E3_static,U1_main16x32_S8,raw,A,2,-0.1976,-0.3666,-0.0286,0.3053,11,110,143,146,56,
E3_static,U1_main16x32_S8,raw,D_layer,-4,-0.0752,-0.1979,0.0475,0.998,11,114,146,146,56,
E3_static,U1_main16x32_S8,raw,D_layer,-3,-0.0911,-0.2395,0.0574,0.9825,11,114,146,146,56,
E3_static,U1_main16x32_S8,raw,D_layer,-2,-0.1557,-0.2944,-0.0169,0.5847,11,114,146,146,56,
E3_static,U1_main16x32_S8,raw,D_layer,-1,-0.1961,-0.3096,-0.0826,0.3123,11,114,146,146,56,
E3_static,U1_main16x32_S8,raw,D_layer,0,-0.2552,-0.3652,-0.1453,0.1229,11,114,146,146,56,
E3_static,U1_main16x32_S8,raw,D_layer,1,-0.3138,-0.4205,-0.2071,0.0315,11,113,146,146,56,
E3_static,U1_main16x32_S8,raw,D_layer,2,-0.3652,-0.4674,-0.2631,0.0095,11,110,143,146,56,
E3_static,U1_main16x32_S8,raw,flow_com,-4,-0.2096,-0.2984,-0.1208,0.2619,11,114,146,146,56,
E3_static,U1_main16x32_S8,raw,flow_com,-3,-0.1715,-0.3496,0.0067,0.4613,11,114,146,146,56,
E3_static,U1_main16x32_S8,raw,flow_com,-2,-0.2569,-0.351,-0.1628,0.1219,11,114,146,146,56,
E3_static,U1_main16x32_S8,raw,flow_com,-1,-0.1643,-0.3449,0.0162,0.5317,11,114,146,146,56,
E3_static,U1_main16x32_S8,raw,flow_com,0,-0.2622,-0.3539,-0.1705,0.1,11,114,146,146,56,
E3_static,U1_main16x32_S8,raw,flow_com,1,-0.2658,-0.353,-0.1785,0.098,11,113,146,146,56,
E3_static,U1_main16x32_S8,raw,flow_com,2,-0.2829,-0.3636,-0.2022,0.0735,11,110,143,146,56,
E3_static,U1_main16x32_S8,raw,min_mobk,-4,-0.4641,-0.492,-0.4361,0.0015,11,114,146,146,mobk7,
E3_static,U1_main16x32_S8,raw,min_mobk,-3,-0.464,-0.4896,-0.4384,0.0015,11,114,146,146,mobk7,
E3_static,U1_main16x32_S8,raw,min_mobk,-2,-0.4695,-0.5094,-0.4296,0.0015,11,114,146,146,mobk7,
E3_static,U1_main16x32_S8,raw,min_mobk,-1,-0.4628,-0.5293,-0.3962,0.0015,11,114,146,146,mobk7,
E3_static,U1_main16x32_S8,raw,min_mobk,0,-0.4945,-0.5004,-0.4886,0.0015,11,114,146,146,mobk7,yes
E3_static,U1_main16x32_S8,raw,min_mobk,1,-0.4813,-0.5045,-0.4582,0.0015,11,113,146,146,mobk7,
E3_static,U1_main16x32_S8,raw,min_mobk,2,-0.4444,-0.5118,-0.3769,0.0015,11,110,143,146,mobk7,
E3_static,U1_main16x32_S8,resid_mob1w8,D_tok,-4,-0.1407,-0.2376,-0.0438,0.3758,11,114,0,146,56,
E3_static,U1_main16x32_S8,resid_mob1w8,D_tok,-3,-0.1206,-0.2034,-0.0378,0.7346,11,114,0,146,56,
E3_static,U1_main16x32_S8,resid_mob1w8,D_tok,-2,-0.1206,-0.2238,-0.0174,0.7346,11,114,0,146,56,
E3_static,U1_main16x32_S8,resid_mob1w8,D_tok,-1,-0.1429,-0.2071,-0.0788,0.3528,11,114,0,146,56,
E3_static,U1_main16x32_S8,resid_mob1w8,D_tok,0,-0.0383,-0.1336,0.0569,1.0,11,114,0,146,56,
E3_static,U1_main16x32_S8,resid_mob1w8,D_tok,1,-0.0664,-0.1836,0.0508,1.0,11,113,0,146,56,
E3_static,U1_main16x32_S8,resid_mob1w8,D_tok,2,-0.1083,-0.2719,0.0552,0.9055,11,110,0,146,56,
E3_static,U1_main16x32_S8,resid_mob1w8,C,-4,0.1353,0.041,0.2296,0.4518,11,114,0,146,56,
E3_static,U1_main16x32_S8,resid_mob1w8,C,-3,0.1241,0.046,0.2021,0.6632,11,114,0,146,56,
E3_static,U1_main16x32_S8,resid_mob1w8,C,-2,0.1178,0.0189,0.2167,0.7876,11,114,0,146,56,
E3_static,U1_main16x32_S8,resid_mob1w8,C,-1,0.1436,0.0743,0.2128,0.3443,11,114,0,146,56,
E3_static,U1_main16x32_S8,resid_mob1w8,C,0,0.0815,-0.0219,0.185,1.0,11,114,0,146,56,yes
E3_static,U1_main16x32_S8,resid_mob1w8,C,1,0.067,-0.0454,0.1793,1.0,11,113,0,146,56,
E3_static,U1_main16x32_S8,resid_mob1w8,C,2,0.0843,-0.0917,0.2602,1.0,11,110,0,146,56,
E3_static,U1_main16x32_S8,resid_mob1w8,S_ent,-4,0.0312,-0.0912,0.1536,1.0,11,114,0,146,56,
E3_static,U1_main16x32_S8,resid_mob1w8,S_ent,-3,0.0668,-0.0523,0.186,1.0,11,114,0,146,56,
E3_static,U1_main16x32_S8,resid_mob1w8,S_ent,-2,0.0585,-0.0381,0.1551,1.0,11,114,0,146,56,
E3_static,U1_main16x32_S8,resid_mob1w8,S_ent,-1,0.0615,0.001,0.122,1.0,11,114,0,146,56,
E3_static,U1_main16x32_S8,resid_mob1w8,S_ent,0,0.102,-0.0185,0.2225,0.96,11,114,0,146,56,yes
E3_static,U1_main16x32_S8,resid_mob1w8,S_ent,1,0.0828,-0.0192,0.1848,1.0,11,113,0,146,56,
E3_static,U1_main16x32_S8,resid_mob1w8,S_ent,2,0.1824,0.076,0.2888,0.035,11,110,0,146,56,
E3_static,U1_main16x32_S8,resid_mob1w8,S_margin,-4,-0.1398,-0.2655,-0.0142,0.3863,11,114,0,146,56,
E3_static,U1_main16x32_S8,resid_mob1w8,S_margin,-3,-0.0577,-0.1586,0.0432,1.0,11,114,0,146,56,
E3_static,U1_main16x32_S8,resid_mob1w8,S_margin,-2,-0.0446,-0.1508,0.0616,1.0,11,114,0,146,56,
E3_static,U1_main16x32_S8,resid_mob1w8,S_margin,-1,-0.0321,-0.1106,0.0465,1.0,11,114,0,146,56,
E3_static,U1_main16x32_S8,resid_mob1w8,S_margin,0,-0.0984,-0.1948,-0.002,0.979,11,114,0,146,56,
E3_static,U1_main16x32_S8,resid_mob1w8,S_margin,1,-0.0624,-0.235,0.1101,1.0,11,113,0,146,56,
E3_static,U1_main16x32_S8,resid_mob1w8,S_margin,2,-0.1115,-0.1701,-0.053,0.8716,11,110,0,146,56,
E3_static,U1_main16x32_S8,resid_mob1w8,V,-4,-0.1255,-0.2727,0.0216,0.6392,11,114,0,146,56,
E3_static,U1_main16x32_S8,resid_mob1w8,V,-3,-0.1157,-0.2534,0.022,0.8226,11,114,0,146,56,
E3_static,U1_main16x32_S8,resid_mob1w8,V,-2,-0.1436,-0.2251,-0.0622,0.3438,11,114,0,146,56,
E3_static,U1_main16x32_S8,resid_mob1w8,V,-1,-0.0892,-0.2419,0.0635,0.999,11,114,0,146,56,
E3_static,U1_main16x32_S8,resid_mob1w8,V,0,-0.0969,-0.219,0.0252,0.985,11,114,0,146,56,
E3_static,U1_main16x32_S8,resid_mob1w8,V,1,-0.1305,-0.2463,-0.0147,0.5277,11,113,0,146,56,
E3_static,U1_main16x32_S8,resid_mob1w8,V,2,-0.134,-0.263,-0.005,0.4628,11,110,0,146,56,
E3_static,U1_main16x32_S8,resid_mob1w8,A,-4,-0.0179,-0.1864,0.1506,1.0,11,114,0,146,56,
E3_static,U1_main16x32_S8,resid_mob1w8,A,-3,-0.0537,-0.1756,0.0683,1.0,11,114,0,146,56,
E3_static,U1_main16x32_S8,resid_mob1w8,A,-2,-0.0677,-0.1188,-0.0167,1.0,11,114,0,146,56,
E3_static,U1_main16x32_S8,resid_mob1w8,A,-1,-0.0366,-0.1783,0.105,1.0,11,114,0,146,56,
E3_static,U1_main16x32_S8,resid_mob1w8,A,0,-0.067,-0.1476,0.0135,1.0,11,114,0,146,56,
E3_static,U1_main16x32_S8,resid_mob1w8,A,1,-0.0561,-0.2023,0.0901,1.0,11,113,0,146,56,
E3_static,U1_main16x32_S8,resid_mob1w8,A,2,-0.1231,-0.2217,-0.0245,0.6792,11,110,0,146,56,
E3_static,U1_main16x32_S8,resid_mob1w8,D_layer,-4,0.0037,-0.1353,0.1427,1.0,11,114,0,146,56,
E3_static,U1_main16x32_S8,resid_mob1w8,D_layer,-3,-0.0137,-0.1435,0.1161,1.0,11,114,0,146,56,
E3_static,U1_main16x32_S8,resid_mob1w8,D_layer,-2,-0.0311,-0.1748,0.1126,1.0,11,114,0,146,56,
E3_static,U1_main16x32_S8,resid_mob1w8,D_layer,-1,-0.0183,-0.1136,0.0769,1.0,11,114,0,146,56,
E3_static,U1_main16x32_S8,resid_mob1w8,D_layer,0,-0.0233,-0.0841,0.0374,1.0,11,114,0,146,56,
E3_static,U1_main16x32_S8,resid_mob1w8,D_layer,1,-0.0725,-0.1798,0.0349,1.0,11,113,0,146,56,
E3_static,U1_main16x32_S8,resid_mob1w8,D_layer,2,-0.1729,-0.2771,-0.0686,0.072,11,110,0,146,56,
E3_static,U1_main16x32_S8,resid_mob1w8,flow_com,-4,-0.1328,-0.2383,-0.0273,0.4918,11,114,0,146,56,
E3_static,U1_main16x32_S8,resid_mob1w8,flow_com,-3,-0.0722,-0.2318,0.0874,1.0,11,114,0,146,56,
E3_static,U1_main16x32_S8,resid_mob1w8,flow_com,-2,-0.1716,-0.2722,-0.0709,0.089,11,114,0,146,56,
E3_static,U1_main16x32_S8,resid_mob1w8,flow_com,-1,-0.0517,-0.2021,0.0986,1.0,11,114,0,146,56,
E3_static,U1_main16x32_S8,resid_mob1w8,flow_com,0,-0.1242,-0.2534,0.0051,0.6622,11,114,0,146,56,
E3_static,U1_main16x32_S8,resid_mob1w8,flow_com,1,-0.1404,-0.2315,-0.0493,0.3778,11,113,0,146,56,
E3_static,U1_main16x32_S8,resid_mob1w8,flow_com,2,-0.1497,-0.2614,-0.0379,0.2569,11,110,0,146,56,
E3_static,U1_main16x32_S8,resid_mob1w8,min_mobk,-4,-0.2492,-0.3353,-0.1631,0.0005,11,114,0,146,mobk7,
E3_static,U1_main16x32_S8,resid_mob1w8,min_mobk,-3,-0.1706,-0.2589,-0.0823,0.0535,11,114,0,146,mobk7,
E3_static,U1_main16x32_S8,resid_mob1w8,min_mobk,-2,-0.1771,-0.2871,-0.0671,0.0405,11,114,0,146,mobk7,
E3_static,U1_main16x32_S8,resid_mob1w8,min_mobk,-1,-0.1449,-0.2558,-0.034,0.1319,11,114,0,146,mobk7,
E3_static,U1_main16x32_S8,resid_mob1w8,min_mobk,0,-0.1671,-0.2758,-0.0584,0.0625,11,114,0,146,mobk7,yes
E3_static,U1_main16x32_S8,resid_mob1w8,min_mobk,1,-0.2035,-0.2842,-0.1227,0.01,11,113,0,146,mobk7,
E3_static,U1_main16x32_S8,resid_mob1w8,min_mobk,2,-0.1629,-0.2753,-0.0505,0.0745,11,110,0,146,mobk7,
E3_static,U2_grid50x8_S8,raw,D_tok,-4,-0.412,-0.4636,-0.3604,0.0005,23,70,70,70,56,
E3_static,U2_grid50x8_S8,raw,D_tok,-3,-0.4125,-0.4713,-0.3537,0.0005,23,70,70,70,56,
E3_static,U2_grid50x8_S8,raw,D_tok,-2,-0.4198,-0.4692,-0.3704,0.0005,23,69,70,70,56,
E3_static,U2_grid50x8_S8,raw,D_tok,-1,-0.4202,-0.4806,-0.3598,0.0005,22,68,70,70,56,
E3_static,U2_grid50x8_S8,raw,D_tok,0,-0.4515,-0.4951,-0.408,0.0005,22,68,70,70,56,
E3_static,U2_grid50x8_S8,raw,D_tok,1,-0.4435,-0.4952,-0.3918,0.0005,22,65,69,70,56,
E3_static,U2_grid50x8_S8,raw,D_tok,2,-0.3899,-0.4634,-0.3164,0.001,22,64,69,70,56,
E3_static,U2_grid50x8_S8,raw,C,-4,0.3888,0.3304,0.4472,0.001,23,70,70,70,56,
E3_static,U2_grid50x8_S8,raw,C,-3,0.4042,0.342,0.4665,0.0005,23,70,70,70,56,
E3_static,U2_grid50x8_S8,raw,C,-2,0.4118,0.353,0.4706,0.0005,23,69,70,70,56,
E3_static,U2_grid50x8_S8,raw,C,-1,0.4202,0.3598,0.4806,0.0005,22,68,70,70,56,
E3_static,U2_grid50x8_S8,raw,C,0,0.4487,0.3981,0.4993,0.0005,22,68,70,70,56,yes
E3_static,U2_grid50x8_S8,raw,C,1,0.4435,0.3918,0.4952,0.0005,22,65,69,70,56,
E3_static,U2_grid50x8_S8,raw,C,2,0.3854,0.3126,0.4581,0.001,22,64,69,70,56,
E3_static,U2_grid50x8_S8,raw,S_ent,-4,0.1932,0.0925,0.2939,0.1484,23,70,70,70,56,
E3_static,U2_grid50x8_S8,raw,S_ent,-3,0.2114,0.0992,0.3235,0.086,23,70,70,70,56,
E3_static,U2_grid50x8_S8,raw,S_ent,-2,0.2646,0.1566,0.3726,0.015,23,69,70,70,56,
E3_static,U2_grid50x8_S8,raw,S_ent,-1,0.2925,0.1937,0.3913,0.0055,22,68,70,70,56,
E3_static,U2_grid50x8_S8,raw,S_ent,0,0.3455,0.2659,0.4252,0.002,22,68,70,70,56,yes
E3_static,U2_grid50x8_S8,raw,S_ent,1,0.3435,0.2437,0.4434,0.002,22,65,69,70,56,
E3_static,U2_grid50x8_S8,raw,S_ent,2,0.3519,0.2423,0.4615,0.002,22,64,69,70,56,
E3_static,U2_grid50x8_S8,raw,S_margin,-4,-0.297,-0.3861,-0.2079,0.004,23,70,70,70,56,
E3_static,U2_grid50x8_S8,raw,S_margin,-3,-0.3066,-0.3866,-0.2266,0.0025,23,70,70,70,56,
E3_static,U2_grid50x8_S8,raw,S_margin,-2,-0.2536,-0.3463,-0.1609,0.023,23,69,70,70,56,
E3_static,U2_grid50x8_S8,raw,S_margin,-1,-0.3192,-0.3831,-0.2552,0.0025,22,68,70,70,56,
E3_static,U2_grid50x8_S8,raw,S_margin,0,-0.3068,-0.4188,-0.1947,0.0025,22,68,70,70,56,
E3_static,U2_grid50x8_S8,raw,S_margin,1,-0.3485,-0.4274,-0.2696,0.002,22,65,69,70,56,
E3_static,U2_grid50x8_S8,raw,S_margin,2,-0.2537,-0.3683,-0.1391,0.023,22,64,69,70,56,
E3_static,U2_grid50x8_S8,raw,V,-4,-0.3657,-0.4354,-0.2961,0.0015,23,70,70,70,56,
E3_static,U2_grid50x8_S8,raw,V,-3,-0.3746,-0.4458,-0.3034,0.001,23,70,70,70,56,
E3_static,U2_grid50x8_S8,raw,V,-2,-0.4219,-0.4682,-0.3757,0.0005,23,69,70,70,56,
E3_static,U2_grid50x8_S8,raw,V,-1,-0.4301,-0.4922,-0.3681,0.0005,22,68,70,70,56,
E3_static,U2_grid50x8_S8,raw,V,0,-0.4273,-0.4874,-0.3671,0.0005,22,68,70,70,56,
E3_static,U2_grid50x8_S8,raw,V,1,-0.3984,-0.4654,-0.3314,0.0005,22,65,69,70,56,
E3_static,U2_grid50x8_S8,raw,V,2,-0.4068,-0.4831,-0.3305,0.0005,22,64,69,70,56,
E3_static,U2_grid50x8_S8,raw,A,-4,-0.136,-0.25,-0.0221,0.5207,23,70,70,70,56,
E3_static,U2_grid50x8_S8,raw,A,-3,-0.226,-0.3373,-0.1148,0.0585,23,70,70,70,56,
E3_static,U2_grid50x8_S8,raw,A,-2,-0.2589,-0.3456,-0.1722,0.0185,23,69,70,70,56,
E3_static,U2_grid50x8_S8,raw,A,-1,-0.3362,-0.4101,-0.2623,0.002,22,68,70,70,56,
E3_static,U2_grid50x8_S8,raw,A,0,-0.3172,-0.422,-0.2125,0.0025,22,68,70,70,56,
E3_static,U2_grid50x8_S8,raw,A,1,-0.3017,-0.4152,-0.1883,0.0035,22,65,69,70,56,
E3_static,U2_grid50x8_S8,raw,A,2,-0.2587,-0.3873,-0.1301,0.0185,22,64,69,70,56,
E3_static,U2_grid50x8_S8,raw,D_layer,-4,-0.1272,-0.2409,-0.0135,0.6172,23,70,70,70,56,
E3_static,U2_grid50x8_S8,raw,D_layer,-3,-0.1452,-0.2654,-0.0251,0.4493,23,70,70,70,56,
E3_static,U2_grid50x8_S8,raw,D_layer,-2,-0.215,-0.3306,-0.0994,0.08,23,69,70,70,56,
E3_static,U2_grid50x8_S8,raw,D_layer,-1,-0.2776,-0.3842,-0.171,0.0115,22,68,70,70,56,
E3_static,U2_grid50x8_S8,raw,D_layer,0,-0.2829,-0.4034,-0.1624,0.01,22,68,70,70,56,
E3_static,U2_grid50x8_S8,raw,D_layer,1,-0.309,-0.4365,-0.1815,0.0025,22,65,69,70,56,
E3_static,U2_grid50x8_S8,raw,D_layer,2,-0.2927,-0.4414,-0.1439,0.0055,22,64,69,70,56,
E3_static,U2_grid50x8_S8,raw,flow_com,-4,-0.2799,-0.3452,-0.2146,0.0115,23,70,70,70,56,
E3_static,U2_grid50x8_S8,raw,flow_com,-3,-0.3251,-0.4012,-0.249,0.0025,23,70,70,70,56,
E3_static,U2_grid50x8_S8,raw,flow_com,-2,-0.3388,-0.4008,-0.2769,0.002,23,69,70,70,56,
E3_static,U2_grid50x8_S8,raw,flow_com,-1,-0.2853,-0.3784,-0.1921,0.0095,22,68,70,70,56,
E3_static,U2_grid50x8_S8,raw,flow_com,0,-0.3287,-0.4076,-0.2497,0.0025,22,68,70,70,56,
E3_static,U2_grid50x8_S8,raw,flow_com,1,-0.3173,-0.4162,-0.2183,0.0025,22,65,69,70,56,
E3_static,U2_grid50x8_S8,raw,flow_com,2,-0.2258,-0.3676,-0.0841,0.0585,22,64,69,70,56,
E3_static,U2_grid50x8_S8,raw,min_mobk,-4,-0.4913,-0.5093,-0.4733,0.0005,23,70,70,70,mobk7,
E3_static,U2_grid50x8_S8,raw,min_mobk,-3,-0.4819,-0.5039,-0.4598,0.0005,23,70,70,70,mobk7,
E3_static,U2_grid50x8_S8,raw,min_mobk,-2,-0.4826,-0.509,-0.4562,0.0005,23,69,70,70,mobk7,
E3_static,U2_grid50x8_S8,raw,min_mobk,-1,-0.4871,-0.5026,-0.4717,0.0005,22,68,70,70,mobk7,
E3_static,U2_grid50x8_S8,raw,min_mobk,0,-0.4962,-0.5041,-0.4883,0.0005,22,68,70,70,mobk7,yes
E3_static,U2_grid50x8_S8,raw,min_mobk,1,-0.4811,-0.5204,-0.4417,0.0005,22,65,69,70,mobk7,
E3_static,U2_grid50x8_S8,raw,min_mobk,2,-0.4811,-0.5204,-0.4417,0.0005,22,64,69,70,mobk7,
E3_static,U2_grid50x8_S8,resid_mob1w8,D_tok,-4,-0.2103,-0.279,-0.1417,0.0035,23,70,0,70,56,
E3_static,U2_grid50x8_S8,resid_mob1w8,D_tok,-3,-0.2067,-0.2902,-0.1233,0.004,23,70,0,70,56,
E3_static,U2_grid50x8_S8,resid_mob1w8,D_tok,-2,-0.142,-0.2234,-0.0606,0.2124,23,69,0,70,56,
E3_static,U2_grid50x8_S8,resid_mob1w8,D_tok,-1,-0.1584,-0.2425,-0.0743,0.1059,22,68,0,70,56,
E3_static,U2_grid50x8_S8,resid_mob1w8,D_tok,0,-0.1884,-0.2678,-0.109,0.017,22,68,0,70,56,
E3_static,U2_grid50x8_S8,resid_mob1w8,D_tok,1,-0.1768,-0.2564,-0.0972,0.037,22,65,0,70,56,
E3_static,U2_grid50x8_S8,resid_mob1w8,D_tok,2,-0.0934,-0.2347,0.0479,0.8556,21,63,0,70,56,
E3_static,U2_grid50x8_S8,resid_mob1w8,C,-4,0.1578,0.0772,0.2384,0.1084,23,70,0,70,56,
E3_static,U2_grid50x8_S8,resid_mob1w8,C,-3,0.2195,0.1384,0.3005,0.002,23,70,0,70,56,
E3_static,U2_grid50x8_S8,resid_mob1w8,C,-2,0.1371,0.033,0.2412,0.2564,23,69,0,70,56,
E3_static,U2_grid50x8_S8,resid_mob1w8,C,-1,0.1549,0.0701,0.2397,0.1219,22,68,0,70,56,
E3_static,U2_grid50x8_S8,resid_mob1w8,C,0,0.1971,0.1194,0.2747,0.01,22,68,0,70,56,yes
E3_static,U2_grid50x8_S8,resid_mob1w8,C,1,0.1564,0.0562,0.2566,0.1164,22,65,0,70,56,
E3_static,U2_grid50x8_S8,resid_mob1w8,C,2,0.0873,-0.0594,0.2339,0.9195,21,63,0,70,56,
E3_static,U2_grid50x8_S8,resid_mob1w8,S_ent,-4,0.0785,0.0061,0.1508,0.9725,23,70,0,70,56,
E3_static,U2_grid50x8_S8,resid_mob1w8,S_ent,-3,0.0667,-0.0265,0.1598,0.9965,23,70,0,70,56,
E3_static,U2_grid50x8_S8,resid_mob1w8,S_ent,-2,0.0433,-0.0416,0.1283,1.0,23,69,0,70,56,
E3_static,U2_grid50x8_S8,resid_mob1w8,S_ent,-1,0.045,-0.0624,0.1523,1.0,22,68,0,70,56,
E3_static,U2_grid50x8_S8,resid_mob1w8,S_ent,0,0.1117,0.0397,0.1837,0.6087,22,68,0,70,56,yes
E3_static,U2_grid50x8_S8,resid_mob1w8,S_ent,1,0.1077,0.002,0.2134,0.6657,22,65,0,70,56,
E3_static,U2_grid50x8_S8,resid_mob1w8,S_ent,2,0.0986,-0.0196,0.2167,0.7901,21,63,0,70,56,
E3_static,U2_grid50x8_S8,resid_mob1w8,S_margin,-4,-0.1581,-0.235,-0.0812,0.1069,23,70,0,70,56,
E3_static,U2_grid50x8_S8,resid_mob1w8,S_margin,-3,-0.1798,-0.2609,-0.0987,0.031,23,70,0,70,56,
E3_static,U2_grid50x8_S8,resid_mob1w8,S_margin,-2,-0.083,-0.1682,0.0021,0.9455,23,69,0,70,56,
E3_static,U2_grid50x8_S8,resid_mob1w8,S_margin,-1,-0.1612,-0.2342,-0.0882,0.0875,22,68,0,70,56,
E3_static,U2_grid50x8_S8,resid_mob1w8,S_margin,0,-0.133,-0.2058,-0.0602,0.3108,22,68,0,70,56,
E3_static,U2_grid50x8_S8,resid_mob1w8,S_margin,1,-0.0994,-0.2182,0.0194,0.7746,22,65,0,70,56,
E3_static,U2_grid50x8_S8,resid_mob1w8,S_margin,2,-0.0919,-0.2103,0.0265,0.8711,21,63,0,70,56,
E3_static,U2_grid50x8_S8,resid_mob1w8,V,-4,-0.1648,-0.2504,-0.0791,0.076,23,70,0,70,56,
E3_static,U2_grid50x8_S8,resid_mob1w8,V,-3,-0.1845,-0.2677,-0.1013,0.022,23,70,0,70,56,
E3_static,U2_grid50x8_S8,resid_mob1w8,V,-2,-0.1781,-0.2588,-0.0973,0.0335,23,69,0,70,56,
E3_static,U2_grid50x8_S8,resid_mob1w8,V,-1,-0.201,-0.2782,-0.1239,0.0065,22,68,0,70,56,
E3_static,U2_grid50x8_S8,resid_mob1w8,V,0,-0.1753,-0.2599,-0.0906,0.04,22,68,0,70,56,
E3_static,U2_grid50x8_S8,resid_mob1w8,V,1,-0.065,-0.1721,0.0421,0.997,22,65,0,70,56,
E3_static,U2_grid50x8_S8,resid_mob1w8,V,2,-0.0684,-0.2054,0.0685,0.9965,21,63,0,70,56,
