query,budget_per_head,group,family,selector,n_selected,trap_tp,trap_pos,loop_tp,loop_pos,static_tp,static_pos
30,4,49,hard_diagnostic,static_hard_diagnostic_topk,4,4,32,0,0,4,32
30,4,49,hard_diagnostic,double_hard_diagnostic_union,8,8,32,0,0,8,32
30,4,49,hard_diagnostic,double_hard_diagnostic_max_topk,4,4,32,0,0,4,32
30,4,49,hard_diagnostic,single_hard_diagnostic_mean_topk,4,4,32,0,0,4,32
30,4,49,hard_diagnostic,single_mobility_topk_hard_diagnostic,4,4,32,0,0,4,32
30,4,49,hard_diagnostic,double_hard_diagnostic_max_matched,8,8,32,0,0,8,32
30,4,49,hard_diagnostic,single_hard_diagnostic_mean_matched,8,8,32,0,0,8,32
30,4,49,hard_diagnostic,single_mobility_matched_hard_diagnostic,8,8,32,0,0,8,32
30,8,0,soft,loop_soft_topk,8,3,17,2,4,1,13
30,8,0,soft,static_soft_topk,8,8,17,0,4,8,13
30,8,0,soft,double_soft_union,15,10,17,2,4,8,13
30,8,0,soft,double_soft_max_topk,8,3,17,2,4,1,13
30,8,0,soft,single_soft_mean_topk,8,5,17,1,4,4,13
30,8,0,soft,single_mobility_topk_soft,8,7,17,0,4,7,13
30,8,0,soft,double_soft_max_matched,15,8,17,3,4,5,13
30,8,0,soft,single_soft_mean_matched,15,9,17,2,4,7,13
30,8,0,soft,single_mobility_matched_soft,15,13,17,1,4,12,13
30,8,0,hard_diagnostic,loop_hard_diagnostic_topk,8,2,17,2,4,0,13
30,8,0,hard_diagnostic,static_hard_diagnostic_topk,8,7,17,0,4,7,13
30,8,0,hard_diagnostic,double_hard_diagnostic_union,16,9,17,2,4,7,13
30,8,0,hard_diagnostic,double_hard_diagnostic_max_topk,8,2,17,2,4,0,13
30,8,0,hard_diagnostic,single_hard_diagnostic_mean_topk,8,4,17,1,4,3,13
30,8,0,hard_diagnostic,single_mobility_topk_hard_diagnostic,8,7,17,0,4,7,13
30,8,0,hard_diagnostic,double_hard_diagnostic_max_matched,16,8,17,3,4,5,13
30,8,0,hard_diagnostic,single_hard_diagnostic_mean_matched,16,8,17,1,4,7,13
30,8,0,hard_diagnostic,single_mobility_matched_hard_diagnostic,16,13,17,1,4,12,13
30,8,3,soft,loop_soft_topk,8,3,25,1,10,2,18
30,8,3,soft,static_soft_topk,8,8,25,2,10,8,18
30,8,3,soft,double_soft_union,15,10,25,3,10,9,18
30,8,3,soft,double_soft_max_topk,8,3,25,1,10,2,18
30,8,3,soft,single_soft_mean_topk,8,5,25,0,10,5,18
30,8,3,soft,single_mobility_topk_soft,8,8,25,5,10,3,18
30,8,3,soft,double_soft_max_matched,15,10,25,1,10,9,18
30,8,3,soft,single_soft_mean_matched,15,11,25,1,10,10,18
30,8,3,soft,single_mobility_matched_soft,15,14,25,6,10,9,18
30,8,3,hard_diagnostic,loop_hard_diagnostic_topk,8,4,25,0,10,4,18
30,8,3,hard_diagnostic,static_hard_diagnostic_topk,8,8,25,1,10,8,18
30,8,3,hard_diagnostic,double_hard_diagnostic_union,14,10,25,1,10,10,18
30,8,3,hard_diagnostic,double_hard_diagnostic_max_topk,8,4,25,0,10,4,18
30,8,3,hard_diagnostic,single_hard_diagnostic_mean_topk,8,6,25,0,10,6,18
30,8,3,hard_diagnostic,single_mobility_topk_hard_diagnostic,8,8,25,5,10,3,18
30,8,3,hard_diagnostic,double_hard_diagnostic_max_matched,14,8,25,1,10,8,18
30,8,3,hard_diagnostic,single_hard_diagnostic_mean_matched,14,12,25,3,10,9,18
30,8,3,hard_diagnostic,single_mobility_matched_hard_diagnostic,14,13,25,5,10,8,18
30,8,7,soft,loop_soft_topk,8,1,3,1,3,0,1
30,8,7,soft,static_soft_topk,8,2,3,2,3,1,1
30,8,7,soft,double_soft_union,16,3,3,3,3,1,1
30,8,7,soft,double_soft_max_topk,8,2,3,2,3,1,1
30,8,7,soft,single_soft_mean_topk,8,1,3,1,3,0,1
30,8,7,soft,single_mobility_topk_soft,8,2,3,2,3,1,1
30,8,7,soft,double_soft_max_matched,16,2,3,2,3,1,1
30,8,7,soft,single_soft_mean_matched,16,2,3,2,3,1,1
30,8,7,soft,single_mobility_matched_soft,16,3,3,3,3,1,1
30,8,7,hard_diagnostic,loop_hard_diagnostic_topk,8,1,3,1,3,0,1
30,8,7,hard_diagnostic,static_hard_diagnostic_topk,8,2,3,2,3,0,1
30,8,7,hard_diagnostic,double_hard_diagnostic_union,12,2,3,2,3,0,1
30,8,7,hard_diagnostic,double_hard_diagnostic_max_topk,8,1,3,1,3,0,1
30,8,7,hard_diagnostic,single_hard_diagnostic_mean_topk,8,2,3,2,3,0,1
30,8,7,hard_diagnostic,single_mobility_topk_hard_diagnostic,8,2,3,2,3,1,1
30,8,7,hard_diagnostic,double_hard_diagnostic_max_matched,12,1,3,1,3,0,1
30,8,7,hard_diagnostic,single_hard_diagnostic_mean_matched,12,3,3,3,3,1,1
30,8,7,hard_diagnostic,single_mobility_matched_hard_diagnostic,12,3,3,3,3,1,1
30,8,10,soft,loop_soft_topk,8,6,22,6,17,0,7
30,8,10,soft,static_soft_topk,8,8,22,3,17,6,7
30,8,10,soft,double_soft_union,16,14,22,9,17,6,7
30,8,10,soft,double_soft_max_topk,8,7,22,5,17,2,7
30,8,10,soft,single_soft_mean_topk,8,6,22,4,17,2,7
30,8,10,soft,single_mobility_topk_soft,8,8,22,3,17,7,7
30,8,10,soft,double_soft_max_matched,16,13,22,9,17,5,7
30,8,10,soft,single_soft_mean_matched,16,13,22,10,17,4,7
30,8,10,soft,single_mobility_matched_soft,16,15,22,10,17,7,7
30,8,10,hard_diagnostic,loop_hard_diagnostic_topk,8,5,22,5,17,0,7
30,8,10,hard_diagnostic,static_hard_diagnostic_topk,8,7,22,3,17,6,7
30,8,10,hard_diagnostic,double_hard_diagnostic_union,16,12,22,8,17,6,7
30,8,10,hard_diagnostic,double_hard_diagnostic_max_topk,8,6,22,4,17,2,7
30,8,10,hard_diagnostic,single_hard_diagnostic_mean_topk,8,7,22,5,17,4,7
