event,offset,score,episode_id,group,query,wins,n_controls,event_auc
static,0,static_hard,161,16,35,28.0,29,0.9655172413793104
static,0,single_soft_mean,161,16,35,6.0,29,0.20689655172413793
static,0,single_mobility,161,16,35,29.0,29,1.0
static,0,static_soft,167,16,36,25.0,25,1.0
static,0,static_hard,167,16,36,18.0,25,0.72
static,0,single_soft_mean,167,16,36,23.0,25,0.92
static,0,single_mobility,167,16,36,25.0,25,1.0
static,0,static_soft,172,16,37,18.0,18,1.0
static,0,static_hard,172,16,37,17.0,18,0.9444444444444444
static,0,single_soft_mean,172,16,37,17.0,18,0.9444444444444444
static,0,single_mobility,172,16,37,18.0,18,1.0
static,0,static_soft,240,23,43,3.0,3,1.0
static,0,static_hard,240,23,43,3.0,3,1.0
static,0,single_soft_mean,240,23,43,2.0,3,0.6666666666666666
static,0,single_mobility,240,23,43,2.0,3,0.6666666666666666
static,0,static_soft,258,26,39,8.0,8,1.0
static,0,static_hard,258,26,39,7.0,8,0.875
static,0,single_soft_mean,258,26,39,1.0,8,0.125
static,0,single_mobility,258,26,39,8.0,8,1.0
static,0,static_soft,259,26,38,10.0,11,0.9090909090909091
static,0,static_hard,259,26,38,10.0,11,0.9090909090909091
static,0,single_soft_mean,259,26,38,11.0,11,1.0
static,0,single_mobility,259,26,38,11.0,11,1.0
static,0,static_soft,260,26,42,6.0,6,1.0
static,0,static_hard,260,26,42,6.0,6,1.0
static,0,single_soft_mean,260,26,42,6.0,6,1.0
static,0,single_mobility,260,26,42,6.0,6,1.0
static,0,static_soft,262,26,38,11.0,11,1.0
static,0,static_hard,262,26,38,10.0,11,0.9090909090909091
static,0,single_soft_mean,262,26,38,10.0,11,0.9090909090909091
static,0,single_mobility,262,26,38,11.0,11,1.0
static,0,static_soft,266,26,39,8.0,8,1.0
static,0,static_hard,266,26,39,5.5,8,0.6875
static,0,single_soft_mean,266,26,39,8.0,8,1.0
static,0,single_mobility,266,26,39,8.0,8,1.0
static,0,static_soft,268,26,40,7.0,7,1.0
static,0,static_hard,268,26,40,7.0,7,1.0
static,0,single_soft_mean,268,26,40,7.0,7,1.0
static,0,single_mobility,268,26,40,7.0,7,1.0
static,0,static_soft,269,26,40,7.0,7,1.0
static,0,static_hard,269,26,40,6.0,7,0.8571428571428571
static,0,single_soft_mean,269,26,40,1.0,7,0.14285714285714285
static,0,single_mobility,269,26,40,7.0,7,1.0
static,0,static_soft,270,26,43,6.0,6,1.0
static,0,static_hard,270,26,43,6.0,6,1.0
static,0,single_soft_mean,270,26,43,5.0,6,0.8333333333333334
static,0,single_mobility,270,26,43,6.0,6,1.0
static,0,static_soft,271,26,40,7.0,7,1.0
static,0,static_hard,271,26,40,7.0,7,1.0
static,0,single_soft_mean,271,26,40,0.0,7,0.0
static,0,single_mobility,271,26,40,7.0,7,1.0
static,0,static_soft,273,26,39,8.0,8,1.0
static,0,static_hard,273,26,39,8.0,8,1.0
static,0,single_soft_mean,273,26,39,3.0,8,0.375
static,0,single_mobility,273,26,39,8.0,8,1.0
static,0,static_soft,275,26,39,8.0,8,1.0
static,0,static_hard,275,26,39,4.0,8,0.5
static,0,single_soft_mean,275,26,39,4.0,8,0.5
static,0,single_mobility,275,26,39,8.0,8,1.0
static,0,static_soft,277,26,38,11.0,11,1.0
static,0,static_hard,277,26,38,10.0,11,0.9090909090909091
static,0,single_soft_mean,277,26,38,6.0,11,0.5454545454545454
static,0,single_mobility,277,26,38,11.0,11,1.0
static,0,static_soft,278,26,40,7.0,7,1.0
static,0,static_hard,278,26,40,7.0,7,1.0
static,0,single_soft_mean,278,26,40,6.0,7,0.8571428571428571
static,0,single_mobility,278,26,40,7.0,7,1.0
static,0,static_soft,280,26,40,7.0,7,1.0
static,0,static_hard,280,26,40,7.0,7,1.0
static,0,single_soft_mean,280,26,40,6.0,7,0.8571428571428571
static,0,single_mobility,280,26,40,7.0,7,1.0
static,0,static_soft,282,26,38,10.0,11,0.9090909090909091
static,0,static_hard,282,26,38,10.0,11,0.9090909090909091
static,0,single_soft_mean,282,26,38,8.0,11,0.7272727272727273
static,0,single_mobility,282,26,38,11.0,11,1.0
static,0,static_soft,283,26,40,7.0,7,1.0
static,0,static_hard,283,26,40,7.0,7,1.0
static,0,single_soft_mean,283,26,40,7.0,7,1.0
static,0,single_mobility,283,26,40,7.0,7,1.0
static,0,static_soft,287,26,40,7.0,7,1.0
static,0,static_hard,287,26,40,7.0,7,1.0
static,0,single_soft_mean,287,26,40,3.0,7,0.42857142857142855
static,0,single_mobility,287,26,40,7.0,7,1.0
static,0,static_soft,291,29,44,2.0,2,1.0
static,0,static_hard,291,29,44,1.0,2,0.5
static,0,single_soft_mean,291,29,44,1.0,2,0.5
static,0,single_mobility,291,29,44,2.0,2,1.0
static,0,static_soft,315,29,39,15.0,15,1.0
static,0,static_hard,315,29,39,15.0,15,1.0
static,0,single_soft_mean,315,29,39,15.0,15,1.0
static,0,single_mobility,315,29,39,15.0,15,1.0
static,0,static_soft,384,39,37,10.0,11,0.9090909090909091
static,0,static_hard,384,39,37,9.0,11,0.8181818181818182
static,0,single_soft_mean,384,39,37,3.0,11,0.2727272727272727
static,0,single_mobility,384,39,37,11.0,11,1.0
static,0,static_soft,385,39,38,11.0,11,1.0
static,0,static_hard,385,39,38,10.0,11,0.9090909090909091
static,0,single_soft_mean,385,39,38,11.0,11,1.0
static,0,single_mobility,385,39,38,11.0,11,1.0
static,0,static_soft,386,39,38,11.0,11,1.0
static,0,static_hard,386,39,38,9.0,11,0.8181818181818182
static,0,single_soft_mean,386,39,38,4.0,11,0.36363636363636365
static,0,single_mobility,386,39,38,11.0,11,1.0
static,0,static_soft,387,39,40,11.0,11,1.0
static,0,static_hard,387,39,40,11.0,11,1.0
static,0,single_soft_mean,387,39,40,7.0,11,0.6363636363636364
static,0,single_mobility,387,39,40,11.0,11,1.0
static,0,static_soft,388,39,38,11.0,11,1.0
static,0,static_hard,388,39,38,9.5,11,0.8636363636363636
static,0,single_soft_mean,388,39,38,9.0,11,0.8181818181818182
static,0,single_mobility,388,39,38,11.0,11,1.0
static,0,static_soft,389,39,39,5.0,11,0.45454545454545453
static,0,static_hard,389,39,39,5.0,11,0.45454545454545453
static,0,single_soft_mean,389,39,39,10.0,11,0.9090909090909091
static,0,single_mobility,389,39,39,11.0,11,1.0
static,0,static_soft,390,39,39,11.0,11,1.0
static,0,static_hard,390,39,39,11.0,11,1.0
static,0,single_soft_mean,390,39,39,11.0,11,1.0
static,0,single_mobility,390,39,39,11.0,11,1.0
static,0,static_soft,392,39,39,11.0,11,1.0
static,0,static_hard,392,39,39,10.0,11,0.9090909090909091
static,0,single_soft_mean,392,39,39,4.0,11,0.36363636363636365
static,0,single_mobility,392,39,39,11.0,11,1.0
static,0,static_soft,393,39,38,10.0,11,0.9090909090909091
static,0,static_hard,393,39,38,4.0,11,0.36363636363636365
static,0,single_soft_mean,393,39,38,3.0,11,0.2727272727272727
static,0,single_mobility,393,39,38,11.0,11,1.0
static,0,static_soft,395,39,39,11.0,11,1.0
static,0,static_hard,395,39,39,11.0,11,1.0
static,0,single_soft_mean,395,39,39,9.0,11,0.8181818181818182
static,0,single_mobility,395,39,39,11.0,11,1.0
static,0,static_soft,396,39,40,10.0,11,0.9090909090909091
static,0,static_hard,396,39,40,11.0,11,1.0
static,0,single_soft_mean,396,39,40,8.0,11,0.7272727272727273
static,0,single_mobility,396,39,40,11.0,11,1.0
static,0,static_soft,400,39,38,11.0,11,1.0
static,0,static_hard,400,39,38,10.0,11,0.9090909090909091
static,0,single_soft_mean,400,39,38,1.0,11,0.09090909090909091
static,0,single_mobility,400,39,38,11.0,11,1.0
static,0,static_soft,401,39,38,11.0,11,1.0
static,0,static_hard,401,39,38,11.0,11,1.0
static,0,single_soft_mean,401,39,38,6.0,11,0.5454545454545454
static,0,single_mobility,401,39,38,11.0,11,1.0
static,0,static_soft,402,39,37,11.0,11,1.0
static,0,static_hard,402,39,37,8.0,11,0.7272727272727273
static,0,single_soft_mean,402,39,37,10.0,11,0.9090909090909091
static,0,single_mobility,402,39,37,11.0,11,1.0
static,0,static_soft,403,39,37,9.0,11,0.8181818181818182
static,0,static_hard,403,39,37,3.0,11,0.2727272727272727
static,0,single_soft_mean,403,39,37,1.0,11,0.09090909090909091
static,0,single_mobility,403,39,37,11.0,11,1.0
static,0,static_soft,406,39,38,11.0,11,1.0
static,0,static_hard,406,39,38,10.0,11,0.9090909090909091
static,0,single_soft_mean,406,39,38,4.0,11,0.36363636363636365
static,0,single_mobility,406,39,38,11.0,11,1.0
static,0,static_soft,407,39,37,10.0,11,0.9090909090909091
static,0,static_hard,407,39,37,4.0,11,0.36363636363636365
static,0,single_soft_mean,407,39,37,8.0,11,0.7272727272727273
static,0,single_mobility,407,39,37,11.0,11,1.0
static,0,static_soft,408,39,39,6.0,11,0.5454545454545454
static,0,static_hard,408,39,39,1.0,11,0.09090909090909091
static,0,single_soft_mean,408,39,39,11.0,11,1.0
static,0,single_mobility,408,39,39,11.0,11,1.0
static,0,static_soft,410,39,39,11.0,11,1.0
static,0,static_hard,410,39,39,10.0,11,0.9090909090909091
static,0,single_soft_mean,410,39,39,4.0,11,0.36363636363636365
static,0,single_mobility,410,39,39,11.0,11,1.0
static,0,static_soft,413,39,38,11.0,11,1.0
static,0,static_hard,413,39,38,10.0,11,0.9090909090909091
static,0,single_soft_mean,413,39,38,9.0,11,0.8181818181818182
static,0,single_mobility,413,39,38,11.0,11,1.0
static,0,static_soft,415,39,38,11.0,11,1.0
static,0,static_hard,415,39,38,10.0,11,0.9090909090909091
static,0,single_soft_mean,415,39,38,4.0,11,0.36363636363636365
static,0,single_mobility,415,39,38,11.0,11,1.0
static,0,static_soft,422,42,37,20.0,21,0.9523809523809523
static,0,static_hard,422,42,37,20.0,21,0.9523809523809523
static,0,single_soft_mean,422,42,37,12.5,21,0.5952380952380952
static,0,single_mobility,422,42,37,21.0,21,1.0
static,0,static_soft,423,42,38,16.0,16,1.0
static,0,static_hard,423,42,38,16.0,16,1.0
static,0,single_soft_mean,423,42,38,16.0,16,1.0
static,0,single_mobility,423,42,38,16.0,16,1.0
static,0,static_soft,425,42,50,7.0,10,0.7
static,0,static_hard,425,42,50,4.0,10,0.4
static,0,single_soft_mean,425,42,50,6.0,10,0.6
static,0,single_mobility,425,42,50,10.0,10,1.0
static,0,static_soft,427,42,39,11.0,12,0.9166666666666666
static,0,static_hard,427,42,39,11.0,12,0.9166666666666666
static,0,single_soft_mean,427,42,39,10.0,12,0.8333333333333334
static,0,single_mobility,427,42,39,12.0,12,1.0
static,0,static_soft,428,42,39,12.0,12,1.0
static,0,static_hard,428,42,39,12.0,12,1.0
static,0,single_soft_mean,428,42,39,12.0,12,1.0
static,0,single_mobility,428,42,39,12.0,12,1.0
static,0,static_soft,430,42,49,4.5,10,0.45
static,0,static_hard,430,42,49,7.0,10,0.7
static,0,single_soft_mean,430,42,49,8.0,10,0.8
static,0,single_mobility,430,42,49,10.0,10,1.0
static,0,static_soft,435,42,41,3.0,10,0.3
static,0,static_hard,435,42,41,2.0,10,0.2
static,0,single_soft_mean,435,42,41,8.0,10,0.8
static,0,single_mobility,435,42,41,10.0,10,1.0
static,0,static_soft,444,42,37,21.0,21,1.0
static,0,static_hard,444,42,37,20.0,21,0.9523809523809523
static,0,single_soft_mean,444,42,37,20.0,21,0.9523809523809523
static,0,single_mobility,444,42,37,21.0,21,1.0
