fold,suite,method,scope,budget,global_row,first_alarm,failed_goal_release,drop_goal_release,reason
libero_goal_20260908,libero_goal,success_calibration_budget,seen,0.05,4581,13,,,object_released_or_dropped_before_goal
libero_goal_20260908,libero_goal,success_calibration_budget,seen,0.05,4583,14,,,object_released_or_dropped_before_goal
libero_goal_20260908,libero_goal,success_calibration_budget,seen,0.05,6884,14,,,object_moved_but_goal_unmet
libero_goal_20260909,libero_goal,unlabeled_reference_budget,seen,0.05,1241,18,16.0,16.0,object_released_or_dropped_before_goal
libero_goal_20260909,libero_goal,unlabeled_reference_budget,seen,0.05,1242,18,,,object_released_or_dropped_before_goal
libero_goal_20260909,libero_goal,unlabeled_reference_budget,seen,0.05,1243,18,16.0,16.0,object_released_or_dropped_before_goal
libero_goal_20260909,libero_goal,unlabeled_reference_budget,seen,0.05,1245,18,17.0,17.0,object_released_or_dropped_before_goal
libero_goal_20260909,libero_goal,unlabeled_reference_budget,seen,0.05,1246,18,17.0,17.0,object_released_or_dropped_before_goal
libero_goal_20260909,libero_goal,unlabeled_reference_budget,seen,0.05,1247,18,17.0,17.0,object_released_or_dropped_before_goal
libero_goal_20260909,libero_goal,unlabeled_reference_budget,seen,0.05,1418,18,14.0,14.0,object_released_outside_goal
libero_goal_20260909,libero_goal,unlabeled_reference_budget,seen,0.05,1419,18,16.0,16.0,object_released_or_dropped_before_goal
libero_goal_20260909,libero_goal,unlabeled_reference_budget,seen,0.05,1420,18,,,object_released_or_dropped_before_goal
libero_goal_20260909,libero_goal,unlabeled_reference_budget,seen,0.05,1422,18,,,object_released_or_dropped_before_goal
libero_goal_20260909,libero_goal,unlabeled_reference_budget,seen,0.05,1423,18,,,object_released_or_dropped_before_goal
libero_goal_20260909,libero_goal,unlabeled_reference_budget,unseen,0.05,2077,9,,,object_moved_but_goal_unmet
libero_goal_20260909,libero_goal,unlabeled_reference_budget,seen,0.05,2883,20,,,timeout_while_holding_target
libero_goal_20260909,libero_goal,unlabeled_reference_budget,seen,0.05,2896,14,,,object_moved_but_goal_unmet
libero_goal_20260909,libero_goal,unlabeled_reference_budget,seen,0.05,2897,14,,,object_moved_but_goal_unmet
libero_goal_20260909,libero_goal,unlabeled_reference_budget,seen,0.05,2898,14,,,object_moved_but_goal_unmet
libero_goal_20260909,libero_goal,unlabeled_reference_budget,seen,0.05,2903,14,,,object_moved_but_goal_unmet
libero_goal_20260909,libero_goal,unlabeled_reference_budget,seen,0.05,3626,21,6.0,6.0,object_released_outside_goal
libero_goal_20260909,libero_goal,unlabeled_reference_budget,seen,0.05,4424,12,6.0,6.0,object_released_or_dropped_before_goal
libero_goal_20260909,libero_goal,unlabeled_reference_budget,seen,0.05,4425,11,6.0,6.0,object_released_or_dropped_before_goal
libero_goal_20260909,libero_goal,unlabeled_reference_budget,seen,0.05,4426,12,6.0,6.0,object_released_or_dropped_before_goal
libero_goal_20260909,libero_goal,unlabeled_reference_budget,seen,0.05,4440,11,7.0,7.0,object_released_or_dropped_before_goal
libero_goal_20260909,libero_goal,unlabeled_reference_budget,seen,0.05,4447,11,6.0,6.0,object_released_or_dropped_before_goal
libero_goal_20260909,libero_goal,unlabeled_reference_budget,unseen,0.05,6156,18,15.0,15.0,object_released_or_dropped_before_goal
libero_goal_20260909,libero_goal,unlabeled_reference_budget,seen,0.05,6884,12,,,object_moved_but_goal_unmet
libero_goal_20260909,libero_goal,success_calibration_budget,seen,0.05,1241,18,16.0,16.0,object_released_or_dropped_before_goal
libero_goal_20260909,libero_goal,success_calibration_budget,seen,0.05,1242,18,,,object_released_or_dropped_before_goal
libero_goal_20260909,libero_goal,success_calibration_budget,seen,0.05,1243,18,16.0,16.0,object_released_or_dropped_before_goal
libero_goal_20260909,libero_goal,success_calibration_budget,seen,0.05,1245,19,17.0,17.0,object_released_or_dropped_before_goal
libero_goal_20260909,libero_goal,success_calibration_budget,seen,0.05,1246,18,17.0,17.0,object_released_or_dropped_before_goal
libero_goal_20260909,libero_goal,success_calibration_budget,seen,0.05,1247,18,17.0,17.0,object_released_or_dropped_before_goal
libero_goal_20260909,libero_goal,success_calibration_budget,seen,0.05,1418,18,14.0,14.0,object_released_outside_goal
libero_goal_20260909,libero_goal,success_calibration_budget,seen,0.05,1419,18,16.0,16.0,object_released_or_dropped_before_goal
libero_goal_20260909,libero_goal,success_calibration_budget,seen,0.05,1420,18,,,object_released_or_dropped_before_goal
libero_goal_20260909,libero_goal,success_calibration_budget,seen,0.05,1422,18,,,object_released_or_dropped_before_goal
libero_goal_20260909,libero_goal,success_calibration_budget,seen,0.05,1423,18,,,object_released_or_dropped_before_goal
libero_goal_20260909,libero_goal,success_calibration_budget,unseen,0.05,2077,8,,,object_moved_but_goal_unmet
libero_goal_20260909,libero_goal,success_calibration_budget,seen,0.05,2883,15,,,timeout_while_holding_target
libero_goal_20260909,libero_goal,success_calibration_budget,seen,0.05,2896,14,,,object_moved_but_goal_unmet
libero_goal_20260909,libero_goal,success_calibration_budget,seen,0.05,2897,14,,,object_moved_but_goal_unmet
libero_goal_20260909,libero_goal,success_calibration_budget,seen,0.05,2898,14,,,object_moved_but_goal_unmet
libero_goal_20260909,libero_goal,success_calibration_budget,seen,0.05,2903,14,,,object_moved_but_goal_unmet
libero_goal_20260909,libero_goal,success_calibration_budget,seen,0.05,3626,21,6.0,6.0,object_released_outside_goal
libero_goal_20260909,libero_goal,success_calibration_budget,seen,0.05,4424,12,6.0,6.0,object_released_or_dropped_before_goal
libero_goal_20260909,libero_goal,success_calibration_budget,seen,0.05,4425,11,6.0,6.0,object_released_or_dropped_before_goal
libero_goal_20260909,libero_goal,success_calibration_budget,seen,0.05,4426,11,6.0,6.0,object_released_or_dropped_before_goal
libero_goal_20260909,libero_goal,success_calibration_budget,seen,0.05,4440,10,7.0,7.0,object_released_or_dropped_before_goal
libero_goal_20260909,libero_goal,success_calibration_budget,seen,0.05,4447,10,6.0,6.0,object_released_or_dropped_before_goal
libero_goal_20260909,libero_goal,success_calibration_budget,unseen,0.05,6156,15,15.0,15.0,object_released_or_dropped_before_goal
libero_goal_20260909,libero_goal,success_calibration_budget,seen,0.05,6884,12,,,object_moved_but_goal_unmet
libero_long_20260907,libero_long,unlabeled_reference_budget,unseen,0.05,9392,29,,,mechanism_threshold_not_reached
libero_long_20260907,libero_long,unlabeled_reference_budget,unseen,0.05,10108,-1,14.0,14.0,object_released_outside_goal
libero_long_20260907,libero_long,unlabeled_reference_budget,seen,0.05,10816,35,,,stable_grasp_not_observed
libero_long_20260907,libero_long,unlabeled_reference_budget,seen,0.05,10817,50,,,stable_grasp_not_observed
libero_long_20260907,libero_long,unlabeled_reference_budget,seen,0.05,10818,-1,,,object_moved_but_goal_unmet
libero_long_20260907,libero_long,unlabeled_reference_budget,seen,0.05,10819,-1,,,stable_grasp_not_observed
libero_long_20260907,libero_long,unlabeled_reference_budget,seen,0.05,10820,44,,,approached_target_without_observed_contact
libero_long_20260907,libero_long,unlabeled_reference_budget,seen,0.05,10821,33,,,stable_grasp_not_observed
libero_long_20260907,libero_long,unlabeled_reference_budget,seen,0.05,10822,44,,,stable_grasp_not_observed
libero_long_20260907,libero_long,unlabeled_reference_budget,seen,0.05,10823,39,,,stable_grasp_not_observed
libero_long_20260907,libero_long,unlabeled_reference_budget,seen,0.05,10835,43,,,stable_grasp_not_observed
libero_long_20260907,libero_long,unlabeled_reference_budget,seen,0.05,10839,37,,,object_moved_but_goal_unmet
libero_long_20260907,libero_long,unlabeled_reference_budget,seen,0.05,10952,35,,,stable_grasp_not_observed
libero_long_20260907,libero_long,unlabeled_reference_budget,seen,0.05,10953,36,,,stable_grasp_not_observed
libero_long_20260907,libero_long,unlabeled_reference_budget,seen,0.05,10954,36,,,stable_grasp_not_observed
libero_long_20260907,libero_long,unlabeled_reference_budget,seen,0.05,10957,36,,,stable_grasp_not_observed
libero_long_20260907,libero_long,unlabeled_reference_budget,seen,0.05,10958,36,,,stable_grasp_not_observed
libero_long_20260907,libero_long,unlabeled_reference_budget,seen,0.05,10970,-1,,,object_moved_but_goal_unmet
libero_long_20260907,libero_long,unlabeled_reference_budget,seen,0.05,10971,-1,,,object_moved_but_goal_unmet
libero_long_20260907,libero_long,unlabeled_reference_budget,seen,0.05,10972,38,,,stable_grasp_not_observed
libero_long_20260907,libero_long,unlabeled_reference_budget,seen,0.05,10973,-1,,,object_moved_but_goal_unmet
libero_long_20260907,libero_long,unlabeled_reference_budget,seen,0.05,10975,39,,,stable_grasp_not_observed
libero_long_20260907,libero_long,unlabeled_reference_budget,seen,0.05,11036,42,,,stable_grasp_not_observed
libero_long_20260907,libero_long,unlabeled_reference_budget,seen,0.05,11039,39,,,object_moved_but_goal_unmet
libero_long_20260907,libero_long,unlabeled_reference_budget,seen,0.05,11121,45,,,stable_grasp_not_observed
libero_long_20260907,libero_long,unlabeled_reference_budget,seen,0.05,11122,-1,,,stable_grasp_not_observed
libero_long_20260907,libero_long,unlabeled_reference_budget,seen,0.05,11124,-1,,,stable_grasp_not_observed
libero_long_20260907,libero_long,unlabeled_reference_budget,seen,0.05,11125,-1,41.0,41.0,object_released_or_dropped_before_goal
libero_long_20260907,libero_long,unlabeled_reference_budget,seen,0.05,11126,-1,,,stable_grasp_not_observed
libero_long_20260907,libero_long,unlabeled_reference_budget,seen,0.05,11127,-1,,,stable_grasp_not_observed
libero_long_20260907,libero_long,unlabeled_reference_budget,seen,0.05,11634,37,,,stable_grasp_not_observed
libero_long_20260907,libero_long,unlabeled_reference_budget,seen,0.05,11637,43,,,stable_grasp_not_observed
libero_long_20260907,libero_long,unlabeled_reference_budget,seen,0.05,11639,41,,,stable_grasp_not_observed
libero_long_20260907,libero_long,unlabeled_reference_budget,seen,0.05,11754,43,,,stable_grasp_not_observed
libero_long_20260907,libero_long,unlabeled_reference_budget,seen,0.05,11758,-1,,,stable_grasp_not_observed
libero_long_20260907,libero_long,unlabeled_reference_budget,seen,0.05,13465,34,,,stable_grasp_not_observed
libero_long_20260907,libero_long,unlabeled_reference_budget,seen,0.05,14253,51,11.0,11.0,object_released_or_dropped_before_goal
libero_long_20260907,libero_long,unlabeled_reference_budget,seen,0.05,14270,-1,,,object_moved_but_goal_unmet
libero_long_20260907,libero_long,unlabeled_reference_budget,seen,0.05,14320,41,,,stable_grasp_not_observed
libero_long_20260907,libero_long,unlabeled_reference_budget,seen,0.05,14321,49,41.0,41.0,object_released_or_dropped_before_goal
libero_long_20260907,libero_long,unlabeled_reference_budget,seen,0.05,14322,-1,,,stable_grasp_not_observed
libero_long_20260907,libero_long,unlabeled_reference_budget,seen,0.05,14323,-1,,,stable_grasp_not_observed
libero_long_20260907,libero_long,unlabeled_reference_budget,seen,0.05,14324,-1,,,stable_grasp_not_observed
libero_long_20260907,libero_long,unlabeled_reference_budget,seen,0.05,14325,-1,,,stable_grasp_not_observed
libero_long_20260907,libero_long,unlabeled_reference_budget,unseen,0.05,14833,49,28.0,,goal_predicate_regressed
libero_long_20260907,libero_long,unlabeled_reference_budget,unseen,0.05,14838,-1,15.0,15.0,object_released_or_dropped_before_goal
libero_long_20260907,libero_long,unlabeled_reference_budget,unseen,0.05,14839,-1,11.0,11.0,object_released_or_dropped_before_goal
libero_long_20260907,libero_long,unlabeled_reference_budget,unseen,0.05,14856,-1,24.0,24.0,object_released_outside_goal
libero_long_20260907,libero_long,unlabeled_reference_budget,unseen,0.05,14858,-1,,,object_moved_but_goal_unmet
libero_long_20260907,libero_long,unlabeled_reference_budget,unseen,0.05,14881,42,,,object_moved_but_goal_unmet
libero_long_20260907,libero_long,unlabeled_reference_budget,unseen,0.05,14891,31,12.0,12.0,object_released_or_dropped_before_goal
libero_long_20260907,libero_long,unlabeled_reference_budget,unseen,0.05,14894,32,13.0,13.0,object_released_or_dropped_before_goal
libero_long_20260907,libero_long,unlabeled_reference_budget,unseen,0.05,14895,34,12.0,12.0,object_released_or_dropped_before_goal
libero_long_20260907,libero_long,unlabeled_reference_budget,unseen,0.05,14909,31,24.0,24.0,object_released_outside_goal
libero_long_20260907,libero_long,unlabeled_reference_budget,unseen,0.05,14913,30,24.0,24.0,object_released_outside_goal
libero_long_20260907,libero_long,unlabeled_reference_budget,unseen,0.05,14916,31,25.0,25.0,object_released_outside_goal
libero_long_20260907,libero_long,unlabeled_reference_budget,unseen,0.05,14917,-1,30.0,30.0,object_released_outside_goal
libero_long_20260907,libero_long,unlabeled_reference_budget,unseen,0.05,14935,-1,17.0,17.0,object_released_or_dropped_before_goal
libero_long_20260907,libero_long,unlabeled_reference_budget,unseen,0.05,14938,44,,,stable_grasp_not_observed
libero_long_20260907,libero_long,unlabeled_reference_budget,unseen,0.05,14961,34,,,stable_grasp_not_observed
libero_long_20260907,libero_long,unlabeled_reference_budget,unseen,0.05,14965,49,,,stable_grasp_not_observed
libero_long_20260907,libero_long,unlabeled_reference_budget,unseen,0.05,14967,44,,,stable_grasp_not_observed
libero_long_20260907,libero_long,unlabeled_reference_budget,unseen,0.05,14968,29,11.0,11.0,goal_predicate_regressed
libero_long_20260907,libero_long,unlabeled_reference_budget,unseen,0.05,14969,29,11.0,11.0,object_released_or_dropped_before_goal
libero_long_20260907,libero_long,unlabeled_reference_budget,unseen,0.05,14970,29,11.0,11.0,object_released_or_dropped_before_goal
libero_long_20260907,libero_long,unlabeled_reference_budget,unseen,0.05,14971,30,11.0,11.0,object_released_or_dropped_before_goal
libero_long_20260907,libero_long,unlabeled_reference_budget,unseen,0.05,14972,29,12.0,12.0,object_released_or_dropped_before_goal
libero_long_20260907,libero_long,unlabeled_reference_budget,unseen,0.05,14973,26,12.0,12.0,goal_predicate_regressed
libero_long_20260907,libero_long,unlabeled_reference_budget,unseen,0.05,14974,25,11.0,11.0,object_released_or_dropped_before_goal
libero_long_20260907,libero_long,unlabeled_reference_budget,unseen,0.05,14975,32,11.0,11.0,object_released_or_dropped_before_goal
libero_long_20260907,libero_long,unlabeled_reference_budget,unseen,0.05,14988,36,11.0,11.0,goal_predicate_regressed
libero_long_20260907,libero_long,unlabeled_reference_budget,unseen,0.05,14989,31,11.0,11.0,object_released_or_dropped_before_goal
libero_long_20260907,libero_long,unlabeled_reference_budget,unseen,0.05,14991,45,10.0,10.0,goal_predicate_regressed
libero_long_20260907,libero_long,unlabeled_reference_budget,unseen,0.05,15004,33,13.0,,goal_predicate_regressed
libero_long_20260907,libero_long,unlabeled_reference_budget,unseen,0.05,15011,26,,,object_moved_but_goal_unmet
libero_long_20260907,libero_long,unlabeled_reference_budget,unseen,0.05,15012,-1,,,timeout_while_holding_target
libero_long_20260907,libero_long,unlabeled_reference_budget,unseen,0.05,15013,29,11.0,11.0,object_released_or_dropped_before_goal
libero_long_20260907,libero_long,unlabeled_reference_budget,unseen,0.05,15015,26,11.0,11.0,object_released_or_dropped_before_goal
libero_long_20260907,libero_long,unlabeled_reference_budget,unseen,0.05,15016,35,14.0,14.0,goal_predicate_regressed
libero_long_20260907,libero_long,unlabeled_reference_budget,unseen,0.05,15017,34,12.0,12.0,goal_predicate_regressed
libero_long_20260907,libero_long,unlabeled_reference_budget,unseen,0.05,15020,34,14.0,14.0,goal_predicate_regressed
libero_long_20260907,libero_long,unlabeled_reference_budget,unseen,0.05,15021,45,14.0,14.0,goal_predicate_regressed
libero_long_20260907,libero_long,unlabeled_reference_budget,unseen,0.05,15023,-1,14.0,14.0,goal_predicate_regressed
libero_long_20260907,libero_long,unlabeled_reference_budget,unseen,0.05,15041,31,13.0,13.0,object_released_or_dropped_before_goal
libero_long_20260907,libero_long,unlabeled_reference_budget,unseen,0.05,15042,31,13.0,13.0,object_released_or_dropped_before_goal
libero_long_20260907,libero_long,unlabeled_reference_budget,unseen,0.05,15046,40,28.0,,goal_predicate_regressed
libero_long_20260907,libero_long,unlabeled_reference_budget,unseen,0.05,15047,31,13.0,13.0,goal_predicate_regressed
libero_long_20260907,libero_long,unlabeled_reference_budget,unseen,0.05,15061,40,,,object_moved_but_goal_unmet
libero_long_20260907,libero_long,unlabeled_reference_budget,unseen,0.05,15065,31,11.0,11.0,object_released_or_dropped_before_goal
libero_long_20260907,libero_long,unlabeled_reference_budget,unseen,0.05,15080,36,,,object_moved_but_goal_unmet
libero_long_20260907,libero_long,unlabeled_reference_budget,unseen,0.05,15175,28,45.0,45.0,object_released_or_dropped_before_goal
libero_long_20260907,libero_long,success_calibration_budget,unseen,0.05,9392,21,,,mechanism_threshold_not_reached
libero_long_20260907,libero_long,success_calibration_budget,unseen,0.05,10108,39,14.0,14.0,object_released_outside_goal
libero_long_20260907,libero_long,success_calibration_budget,seen,0.05,10816,31,,,stable_grasp_not_observed
libero_long_20260907,libero_long,success_calibration_budget,seen,0.05,10817,30,,,stable_grasp_not_observed
libero_long_20260907,libero_long,success_calibration_budget,seen,0.05,10818,31,,,object_moved_but_goal_unmet
libero_long_20260907,libero_long,success_calibration_budget,seen,0.05,10819,33,,,stable_grasp_not_observed
libero_long_20260907,libero_long,success_calibration_budget,seen,0.05,10820,35,,,approached_target_without_observed_contact
libero_long_20260907,libero_long,success_calibration_budget,seen,0.05,10821,29,,,stable_grasp_not_observed
libero_long_20260907,libero_long,success_calibration_budget,seen,0.05,10822,38,,,stable_grasp_not_observed
libero_long_20260907,libero_long,success_calibration_budget,seen,0.05,10823,35,,,stable_grasp_not_observed
libero_long_20260907,libero_long,success_calibration_budget,seen,0.05,10835,30,,,stable_grasp_not_observed
libero_long_20260907,libero_long,success_calibration_budget,seen,0.05,10839,33,,,object_moved_but_goal_unmet
libero_long_20260907,libero_long,success_calibration_budget,seen,0.05,10952,31,,,stable_grasp_not_observed
libero_long_20260907,libero_long,success_calibration_budget,seen,0.05,10953,32,,,stable_grasp_not_observed
libero_long_20260907,libero_long,success_calibration_budget,seen,0.05,10954,31,,,stable_grasp_not_observed
libero_long_20260907,libero_long,success_calibration_budget,seen,0.05,10957,31,,,stable_grasp_not_observed
libero_long_20260907,libero_long,success_calibration_budget,seen,0.05,10958,32,,,stable_grasp_not_observed
libero_long_20260907,libero_long,success_calibration_budget,seen,0.05,10970,41,,,object_moved_but_goal_unmet
libero_long_20260907,libero_long,success_calibration_budget,seen,0.05,10971,33,,,object_moved_but_goal_unmet
libero_long_20260907,libero_long,success_calibration_budget,seen,0.05,10972,33,,,stable_grasp_not_observed
libero_long_20260907,libero_long,success_calibration_budget,seen,0.05,10973,40,,,object_moved_but_goal_unmet
libero_long_20260907,libero_long,success_calibration_budget,seen,0.05,10975,32,,,stable_grasp_not_observed
libero_long_20260907,libero_long,success_calibration_budget,seen,0.05,11036,37,,,stable_grasp_not_observed
libero_long_20260907,libero_long,success_calibration_budget,seen,0.05,11039,34,,,object_moved_but_goal_unmet
libero_long_20260907,libero_long,success_calibration_budget,seen,0.05,11121,32,,,stable_grasp_not_observed
libero_long_20260907,libero_long,success_calibration_budget,seen,0.05,11122,11,,,stable_grasp_not_observed
libero_long_20260907,libero_long,success_calibration_budget,seen,0.05,11124,11,,,stable_grasp_not_observed
libero_long_20260907,libero_long,success_calibration_budget,seen,0.05,11125,11,41.0,41.0,object_released_or_dropped_before_goal
libero_long_20260907,libero_long,success_calibration_budget,seen,0.05,11126,33,,,stable_grasp_not_observed
libero_long_20260907,libero_long,success_calibration_budget,seen,0.05,11127,11,,,stable_grasp_not_observed
libero_long_20260907,libero_long,success_calibration_budget,seen,0.05,11634,34,,,stable_grasp_not_observed
libero_long_20260907,libero_long,success_calibration_budget,seen,0.05,11637,32,,,stable_grasp_not_observed
libero_long_20260907,libero_long,success_calibration_budget,seen,0.05,11639,35,,,stable_grasp_not_observed
libero_long_20260907,libero_long,success_calibration_budget,seen,0.05,11754,38,,,stable_grasp_not_observed
libero_long_20260907,libero_long,success_calibration_budget,seen,0.05,11758,27,,,stable_grasp_not_observed
libero_long_20260907,libero_long,success_calibration_budget,seen,0.05,13465,31,,,stable_grasp_not_observed
libero_long_20260907,libero_long,success_calibration_budget,seen,0.05,14253,29,11.0,11.0,object_released_or_dropped_before_goal
libero_long_20260907,libero_long,success_calibration_budget,seen,0.05,14270,33,,,object_moved_but_goal_unmet
libero_long_20260907,libero_long,success_calibration_budget,seen,0.05,14320,25,,,stable_grasp_not_observed
libero_long_20260907,libero_long,success_calibration_budget,seen,0.05,14321,31,41.0,41.0,object_released_or_dropped_before_goal
libero_long_20260907,libero_long,success_calibration_budget,seen,0.05,14322,26,,,stable_grasp_not_observed
libero_long_20260907,libero_long,success_calibration_budget,seen,0.05,14323,32,,,stable_grasp_not_observed
libero_long_20260907,libero_long,success_calibration_budget,seen,0.05,14324,31,,,stable_grasp_not_observed
libero_long_20260907,libero_long,success_calibration_budget,seen,0.05,14325,25,,,stable_grasp_not_observed
libero_long_20260907,libero_long,success_calibration_budget,unseen,0.05,14833,33,28.0,,goal_predicate_regressed
libero_long_20260907,libero_long,success_calibration_budget,unseen,0.05,14838,34,15.0,15.0,object_released_or_dropped_before_goal
libero_long_20260907,libero_long,success_calibration_budget,unseen,0.05,14839,45,11.0,11.0,object_released_or_dropped_before_goal
libero_long_20260907,libero_long,success_calibration_budget,unseen,0.05,14856,28,24.0,24.0,object_released_outside_goal
libero_long_20260907,libero_long,success_calibration_budget,unseen,0.05,14858,38,,,object_moved_but_goal_unmet
libero_long_20260907,libero_long,success_calibration_budget,unseen,0.05,14881,26,,,object_moved_but_goal_unmet
libero_long_20260907,libero_long,success_calibration_budget,unseen,0.05,14891,30,12.0,12.0,object_released_or_dropped_before_goal
libero_long_20260907,libero_long,success_calibration_budget,unseen,0.05,14894,32,13.0,13.0,object_released_or_dropped_before_goal
libero_long_20260907,libero_long,success_calibration_budget,unseen,0.05,14895,34,12.0,12.0,object_released_or_dropped_before_goal
libero_long_20260907,libero_long,success_calibration_budget,unseen,0.05,14909,30,24.0,24.0,object_released_outside_goal
libero_long_20260907,libero_long,success_calibration_budget,unseen,0.05,14913,30,24.0,24.0,object_released_outside_goal
libero_long_20260907,libero_long,success_calibration_budget,unseen,0.05,14916,29,25.0,25.0,object_released_outside_goal
libero_long_20260907,libero_long,success_calibration_budget,unseen,0.05,14917,34,30.0,30.0,object_released_outside_goal
libero_long_20260907,libero_long,success_calibration_budget,unseen,0.05,14935,39,17.0,17.0,object_released_or_dropped_before_goal
libero_long_20260907,libero_long,success_calibration_budget,unseen,0.05,14938,30,,,stable_grasp_not_observed
libero_long_20260907,libero_long,success_calibration_budget,unseen,0.05,14961,25,,,stable_grasp_not_observed
libero_long_20260907,libero_long,success_calibration_budget,unseen,0.05,14965,26,,,stable_grasp_not_observed
libero_long_20260907,libero_long,success_calibration_budget,unseen,0.05,14967,27,,,stable_grasp_not_observed
libero_long_20260907,libero_long,success_calibration_budget,unseen,0.05,14968,25,11.0,11.0,goal_predicate_regressed
libero_long_20260907,libero_long,success_calibration_budget,unseen,0.05,14969,28,11.0,11.0,object_released_or_dropped_before_goal
libero_long_20260907,libero_long,success_calibration_budget,unseen,0.05,14970,28,11.0,11.0,object_released_or_dropped_before_goal
libero_long_20260907,libero_long,success_calibration_budget,unseen,0.05,14971,25,11.0,11.0,object_released_or_dropped_before_goal
libero_long_20260907,libero_long,success_calibration_budget,unseen,0.05,14972,25,12.0,12.0,object_released_or_dropped_before_goal
libero_long_20260907,libero_long,success_calibration_budget,unseen,0.05,14973,26,12.0,12.0,goal_predicate_regressed
libero_long_20260907,libero_long,success_calibration_budget,unseen,0.05,14974,25,11.0,11.0,object_released_or_dropped_before_goal
libero_long_20260907,libero_long,success_calibration_budget,unseen,0.05,14975,28,11.0,11.0,object_released_or_dropped_before_goal
libero_long_20260907,libero_long,success_calibration_budget,unseen,0.05,14988,28,11.0,11.0,goal_predicate_regressed
libero_long_20260907,libero_long,success_calibration_budget,unseen,0.05,14989,30,11.0,11.0,object_released_or_dropped_before_goal
libero_long_20260907,libero_long,success_calibration_budget,unseen,0.05,14991,30,10.0,10.0,goal_predicate_regressed
libero_long_20260907,libero_long,success_calibration_budget,unseen,0.05,15004,32,13.0,,goal_predicate_regressed
libero_long_20260907,libero_long,success_calibration_budget,unseen,0.05,15011,26,,,object_moved_but_goal_unmet
libero_long_20260907,libero_long,success_calibration_budget,unseen,0.05,15012,30,,,timeout_while_holding_target
libero_long_20260907,libero_long,success_calibration_budget,unseen,0.05,15013,28,11.0,11.0,object_released_or_dropped_before_goal
libero_long_20260907,libero_long,success_calibration_budget,unseen,0.05,15015,26,11.0,11.0,object_released_or_dropped_before_goal
libero_long_20260907,libero_long,success_calibration_budget,unseen,0.05,15016,30,14.0,14.0,goal_predicate_regressed
libero_long_20260907,libero_long,success_calibration_budget,unseen,0.05,15017,31,12.0,12.0,goal_predicate_regressed
libero_long_20260907,libero_long,success_calibration_budget,unseen,0.05,15020,30,14.0,14.0,goal_predicate_regressed
libero_long_20260907,libero_long,success_calibration_budget,unseen,0.05,15021,30,14.0,14.0,goal_predicate_regressed
libero_long_20260907,libero_long,success_calibration_budget,unseen,0.05,15023,31,14.0,14.0,goal_predicate_regressed
libero_long_20260907,libero_long,success_calibration_budget,unseen,0.05,15041,31,13.0,13.0,object_released_or_dropped_before_goal
libero_long_20260907,libero_long,success_calibration_budget,unseen,0.05,15042,31,13.0,13.0,object_released_or_dropped_before_goal
libero_long_20260907,libero_long,success_calibration_budget,unseen,0.05,15046,31,28.0,,goal_predicate_regressed
libero_long_20260907,libero_long,success_calibration_budget,unseen,0.05,15047,31,13.0,13.0,goal_predicate_regressed
libero_long_20260907,libero_long,success_calibration_budget,unseen,0.05,15061,27,,,object_moved_but_goal_unmet
libero_long_20260907,libero_long,success_calibration_budget,unseen,0.05,15065,30,11.0,11.0,object_released_or_dropped_before_goal
libero_long_20260907,libero_long,success_calibration_budget,unseen,0.05,15080,36,,,object_moved_but_goal_unmet
libero_long_20260907,libero_long,success_calibration_budget,unseen,0.05,15175,27,45.0,45.0,object_released_or_dropped_before_goal
libero_long_20260908,libero_long,unlabeled_reference_budget,seen,0.05,8540,36,,,object_moved_but_goal_unmet
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,9392,29,,,mechanism_threshold_not_reached
libero_long_20260908,libero_long,unlabeled_reference_budget,seen,0.05,10108,41,14.0,14.0,object_released_outside_goal
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,10801,34,,,stable_grasp_not_observed
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,10803,40,18.0,,goal_predicate_regressed
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,10805,37,18.0,,goal_predicate_regressed
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,10808,39,,,timeout_while_holding_target
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,10809,32,,,stable_grasp_not_observed
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,10810,45,,,approached_target_without_observed_contact
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,10811,36,,,approached_target_without_observed_contact
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,10812,33,,,stable_grasp_not_observed
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,10813,32,,,stable_grasp_not_observed
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,10814,33,,,stable_grasp_not_observed
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,10815,32,,,stable_grasp_not_observed
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,10816,33,,,stable_grasp_not_observed
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,10817,32,,,stable_grasp_not_observed
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,10818,42,,,object_moved_but_goal_unmet
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,10819,34,,,stable_grasp_not_observed
