fold,suite,seed,method,budget,scope,episodes,failures,successes,tp,fp,recall,fpr,precision,balanced_accuracy,t_det,median_alarm_query
libero_goal_20260908,libero_goal,20260908,success_calibration_budget,0.03,unseen,1200,9,1191,9,0,1.0,0.0,1.0,1.0,0.6259259259259259,16.0
libero_goal_20260908,libero_goal,20260908,success_calibration_budget,0.03,seen,560,22,538,21,27,0.9545454545454546,0.05018587360594796,0.4375,0.9521797904697533,0.6272727272727273,18.0
libero_goal_20260908,libero_goal,20260908,success_calibration_budget,0.05,unseen,1200,9,1191,9,6,1.0,0.005037783375314861,0.6,0.9974811083123426,0.6222222222222222,16.0
libero_goal_20260908,libero_goal,20260908,success_calibration_budget,0.05,seen,560,22,538,21,48,0.9545454545454546,0.08921933085501858,0.30434782608695654,0.932663061845218,0.6,18.0
libero_goal_20260908,libero_goal,20260908,success_calibration_budget,0.1,unseen,1200,9,1191,9,14,1.0,0.011754827875734676,0.391304347826087,0.9941225860621327,0.6,16.0
libero_goal_20260908,libero_goal,20260908,success_calibration_budget,0.1,seen,560,22,538,22,71,1.0,0.13197026022304834,0.23655913978494625,0.9340148698884758,0.5878787878787879,18.0
libero_goal_20260908,libero_goal,20260908,success_calibration_budget,0.15,unseen,1200,9,1191,9,14,1.0,0.011754827875734676,0.391304347826087,0.9941225860621327,0.5888888888888889,15.0
libero_goal_20260908,libero_goal,20260908,success_calibration_budget,0.15,seen,560,22,538,22,103,1.0,0.19144981412639406,0.176,0.904275092936803,0.5681818181818182,18.0
libero_goal_20260908,libero_goal,20260908,success_calibration_budget,0.2,unseen,1200,9,1191,9,14,1.0,0.011754827875734676,0.391304347826087,0.9941225860621327,0.5629629629629629,14.0
libero_goal_20260908,libero_goal,20260908,success_calibration_budget,0.2,seen,560,22,538,22,115,1.0,0.2137546468401487,0.16058394160583941,0.8931226765799256,0.5348484848484849,17.0
libero_goal_20260909,libero_goal,20260909,unlabeled_reference_budget,0.01,unseen,1200,2,1198,1,0,0.5,0.0,1.0,0.75,0.8833333333333333,22.0
libero_goal_20260909,libero_goal,20260909,unlabeled_reference_budget,0.01,seen,560,23,537,9,0,0.391304347826087,0.0,1.0,0.6956521739130435,0.8840579710144929,18.0
libero_goal_20260909,libero_goal,20260909,unlabeled_reference_budget,0.03,unseen,1200,2,1198,2,1,1.0,0.0008347245409015025,0.6666666666666666,0.9995826377295493,0.7166666666666667,20.5
libero_goal_20260909,libero_goal,20260909,unlabeled_reference_budget,0.03,seen,560,23,537,19,0,0.8260869565217391,0.0,1.0,0.9130434782608696,0.7492753623188405,21.0
libero_goal_20260909,libero_goal,20260909,unlabeled_reference_budget,0.05,unseen,1200,2,1198,2,426,1.0,0.3555926544240401,0.004672897196261682,0.82220367278798,0.4833333333333333,13.5
libero_goal_20260909,libero_goal,20260909,unlabeled_reference_budget,0.05,seen,560,23,537,23,25,1.0,0.04655493482309125,0.4791666666666667,0.9767225325884544,0.5608695652173913,18.0
libero_goal_20260909,libero_goal,20260909,unlabeled_reference_budget,0.1,unseen,1200,2,1198,2,497,1.0,0.41485809682804675,0.004008016032064128,0.7925709515859767,0.4,11.0
libero_goal_20260909,libero_goal,20260909,unlabeled_reference_budget,0.1,seen,560,23,537,23,62,1.0,0.1154562383612663,0.27058823529411763,0.9422718808193669,0.5318840579710146,14.0
libero_goal_20260909,libero_goal,20260909,unlabeled_reference_budget,0.15,unseen,1200,2,1198,2,522,1.0,0.4357262103505843,0.003816793893129771,0.7821368948247078,0.4,11.0
libero_goal_20260909,libero_goal,20260909,unlabeled_reference_budget,0.15,seen,560,23,537,23,93,1.0,0.17318435754189945,0.19827586206896552,0.9134078212290503,0.5217391304347828,14.0
libero_goal_20260909,libero_goal,20260909,unlabeled_reference_budget,0.2,unseen,1200,2,1198,2,546,1.0,0.4557595993322204,0.0036496350364963502,0.7721202003338898,0.4,11.0
libero_goal_20260909,libero_goal,20260909,unlabeled_reference_budget,0.2,seen,560,23,537,23,124,1.0,0.2309124767225326,0.1564625850340136,0.8845437616387337,0.48985507246376825,13.0
libero_goal_20260909,libero_goal,20260909,success_calibration_budget,0.01,unseen,1200,2,1198,2,392,1.0,0.327212020033389,0.005076142131979695,0.8363939899833055,0.4833333333333333,13.5
libero_goal_20260909,libero_goal,20260909,success_calibration_budget,0.01,seen,560,23,537,23,7,1.0,0.01303538175046555,0.7666666666666667,0.9934823091247672,0.5898550724637681,18.0
libero_goal_20260909,libero_goal,20260909,success_calibration_budget,0.03,unseen,1200,2,1198,2,404,1.0,0.337228714524207,0.0049261083743842365,0.8313856427378965,0.4833333333333333,13.5
libero_goal_20260909,libero_goal,20260909,success_calibration_budget,0.03,seen,560,23,537,23,18,1.0,0.0335195530726257,0.5609756097560976,0.9832402234636871,0.563768115942029,18.0
libero_goal_20260909,libero_goal,20260909,success_calibration_budget,0.05,unseen,1200,2,1198,2,428,1.0,0.3572621035058431,0.004651162790697674,0.8213689482470785,0.41666666666666663,11.5
libero_goal_20260909,libero_goal,20260909,success_calibration_budget,0.05,seen,560,23,537,23,40,1.0,0.074487895716946,0.36507936507936506,0.962756052141527,0.5507246376811594,18.0
libero_goal_20260909,libero_goal,20260909,success_calibration_budget,0.1,unseen,1200,2,1198,2,491,1.0,0.40984974958263776,0.004056795131845842,0.7950751252086812,0.4,11.0
libero_goal_20260909,libero_goal,20260909,success_calibration_budget,0.1,seen,560,23,537,23,96,1.0,0.1787709497206704,0.19327731092436976,0.9106145251396648,0.5217391304347828,13.0
libero_goal_20260909,libero_goal,20260909,success_calibration_budget,0.15,unseen,1200,2,1198,2,534,1.0,0.44574290484140233,0.0037313432835820895,0.7771285475792988,0.4,11.0
libero_goal_20260909,libero_goal,20260909,success_calibration_budget,0.15,seen,560,23,537,23,123,1.0,0.22905027932960895,0.15753424657534246,0.8854748603351955,0.5173913043478262,13.0
libero_goal_20260909,libero_goal,20260909,success_calibration_budget,0.2,unseen,1200,2,1198,2,555,1.0,0.46327212020033387,0.003590664272890485,0.7683639398998331,0.4,11.0
libero_goal_20260909,libero_goal,20260909,success_calibration_budget,0.2,seen,560,23,537,23,138,1.0,0.2569832402234637,0.14285714285714285,0.8715083798882681,0.4884057971014494,13.0
libero_long_20260907,libero_long,20260907,unlabeled_reference_budget,0.01,unseen,1200,49,1151,18,1,0.3673469387755102,0.0008688097306689834,0.9473684210526315,0.6832390645224206,0.8720565149136579,31.0
libero_long_20260907,libero_long,20260907,unlabeled_reference_budget,0.01,seen,560,42,518,8,0,0.19047619047619047,0.0,1.0,0.5952380952380952,0.9766483516483517,44.5
libero_long_20260907,libero_long,20260907,unlabeled_reference_budget,0.03,unseen,1200,49,1151,31,2,0.6326530612244898,0.0017376194613379669,0.9393939393939394,0.815457720881576,0.7986656200941914,32.0
libero_long_20260907,libero_long,20260907,unlabeled_reference_budget,0.03,seen,560,42,518,18,2,0.42857142857142855,0.003861003861003861,0.9,0.7123552123552124,0.9125457875457876,37.5
libero_long_20260907,libero_long,20260907,unlabeled_reference_budget,0.05,unseen,1200,49,1151,40,8,0.8163265306122449,0.0069504778453518675,0.8333333333333334,0.9046880263834465,0.7295918367346939,31.0
libero_long_20260907,libero_long,20260907,unlabeled_reference_budget,0.05,seen,560,42,518,26,4,0.6190476190476191,0.007722007722007722,0.8666666666666667,0.8056628056628057,0.8717948717948717,39.0
libero_long_20260907,libero_long,20260907,unlabeled_reference_budget,0.1,unseen,1200,49,1151,49,23,1.0,0.01998262380538662,0.6805555555555556,0.9900086880973067,0.6087127158555731,30.0
libero_long_20260907,libero_long,20260907,unlabeled_reference_budget,0.1,seen,560,42,518,35,11,0.8333333333333334,0.021235521235521235,0.7608695652173914,0.9060489060489061,0.7197802197802198,34.0
libero_long_20260907,libero_long,20260907,unlabeled_reference_budget,0.15,unseen,1200,49,1151,49,65,1.0,0.05647263249348393,0.4298245614035088,0.9717636837532581,0.5867346938775511,30.0
libero_long_20260907,libero_long,20260907,unlabeled_reference_budget,0.15,seen,560,42,518,42,33,1.0,0.0637065637065637,0.56,0.9681467181467182,0.5677655677655677,31.0
libero_long_20260907,libero_long,20260907,unlabeled_reference_budget,0.2,unseen,1200,49,1151,49,109,1.0,0.0947002606429192,0.310126582278481,0.9526498696785404,0.5647566718995292,29.0
libero_long_20260907,libero_long,20260907,unlabeled_reference_budget,0.2,seen,560,42,518,42,58,1.0,0.11196911196911197,0.42,0.944015444015444,0.5054945054945056,30.0
libero_long_20260907,libero_long,20260907,success_calibration_budget,0.01,unseen,1200,49,1151,48,18,0.9795918367346939,0.015638575152041704,0.7272727272727273,0.981976630791326,0.6640502354788069,31.0
libero_long_20260907,libero_long,20260907,success_calibration_budget,0.01,seen,560,42,518,30,7,0.7142857142857143,0.013513513513513514,0.8108108108108109,0.8503861003861004,0.7802197802197801,34.0
libero_long_20260907,libero_long,20260907,success_calibration_budget,0.03,unseen,1200,49,1151,49,29,1.0,0.02519548218940052,0.6282051282051282,0.9874022589052998,0.6098901098901099,30.0
libero_long_20260907,libero_long,20260907,success_calibration_budget,0.03,seen,560,42,518,37,10,0.8809523809523809,0.019305019305019305,0.7872340425531915,0.9308236808236808,0.7078754578754578,33.0
libero_long_20260907,libero_long,20260907,success_calibration_budget,0.05,unseen,1200,49,1151,49,43,1.0,0.03735881841876629,0.532608695652174,0.9813205907906168,0.5945839874411304,30.0
libero_long_20260907,libero_long,20260907,success_calibration_budget,0.05,seen,560,42,518,42,22,1.0,0.04247104247104247,0.65625,0.9787644787644788,0.6007326007326008,32.0
libero_long_20260907,libero_long,20260907,success_calibration_budget,0.1,unseen,1200,49,1151,49,79,1.0,0.0686359687228497,0.3828125,0.9656820156385751,0.5714285714285715,29.0
libero_long_20260907,libero_long,20260907,success_calibration_budget,0.1,seen,560,42,518,42,42,1.0,0.08108108108108109,0.5,0.9594594594594594,0.5357142857142857,30.0
libero_long_20260907,libero_long,20260907,success_calibration_budget,0.15,unseen,1200,49,1151,49,118,1.0,0.10251954821894005,0.2934131736526946,0.94874022589053,0.555729984301413,28.0
libero_long_20260907,libero_long,20260907,success_calibration_budget,0.15,seen,560,42,518,42,71,1.0,0.13706563706563707,0.37168141592920356,0.9314671814671814,0.4230769230769231,24.0
libero_long_20260907,libero_long,20260907,success_calibration_budget,0.2,unseen,1200,49,1151,49,155,1.0,0.13466550825369245,0.24019607843137256,0.9326672458731537,0.5510204081632654,28.0
libero_long_20260907,libero_long,20260907,success_calibration_budget,0.2,seen,560,42,518,42,114,1.0,0.22007722007722008,0.2692307692307692,0.88996138996139,0.3649267399267399,14.5
libero_long_20260908,libero_long,20260908,unlabeled_reference_budget,0.01,unseen,1200,182,1018,76,2,0.4175824175824176,0.0019646365422396855,0.9743589743589743,0.707808890520089,0.8817624683009299,37.0
libero_long_20260908,libero_long,20260908,unlabeled_reference_budget,0.01,seen,560,18,542,5,5,0.2777777777777778,0.00922509225092251,0.5,0.6342763427634276,0.9262820512820513,34.0
libero_long_20260908,libero_long,20260908,unlabeled_reference_budget,0.03,unseen,1200,182,1018,129,6,0.7087912087912088,0.005893909626719057,0.9555555555555556,0.851448649582245,0.77134404057481,35.0
libero_long_20260908,libero_long,20260908,unlabeled_reference_budget,0.03,seen,560,18,542,17,9,0.9444444444444444,0.016605166051660517,0.6538461538461539,0.9639196391963919,0.7564102564102565,38.0
libero_long_20260908,libero_long,20260908,unlabeled_reference_budget,0.05,unseen,1200,182,1018,166,29,0.9120879120879121,0.02848722986247544,0.8512820512820513,0.9418003411127183,0.6833262890955198,34.0
libero_long_20260908,libero_long,20260908,unlabeled_reference_budget,0.05,seen,560,18,542,18,13,1.0,0.023985239852398525,0.5806451612903226,0.9880073800738007,0.5993589743589743,30.0
libero_long_20260908,libero_long,20260908,unlabeled_reference_budget,0.1,unseen,1200,182,1018,182,180,1.0,0.17681728880157171,0.5027624309392266,0.9115913555992141,0.5197590870667793,30.0
libero_long_20260908,libero_long,20260908,unlabeled_reference_budget,0.1,seen,560,18,542,18,30,1.0,0.055350553505535055,0.375,0.9723247232472325,0.5213675213675213,27.0
libero_long_20260908,libero_long,20260908,unlabeled_reference_budget,0.15,unseen,1200,182,1018,182,379,1.0,0.37229862475442044,0.3244206773618538,0.8138506876227898,0.3705621301775148,13.5
libero_long_20260908,libero_long,20260908,unlabeled_reference_budget,0.15,seen,560,18,542,18,58,1.0,0.1070110701107011,0.23684210526315788,0.9464944649446494,0.48824786324786335,26.5
libero_long_20260908,libero_long,20260908,unlabeled_reference_budget,0.2,unseen,1200,182,1018,182,505,1.0,0.4960707269155206,0.264919941775837,0.7519646365422397,0.304945054945055,10.0
libero_long_20260908,libero_long,20260908,unlabeled_reference_budget,0.2,seen,560,18,542,18,86,1.0,0.15867158671586715,0.17307692307692307,0.9206642066420664,0.48076923076923084,26.0
libero_long_20260908,libero_long,20260908,success_calibration_budget,0.01,unseen,1200,182,1018,164,27,0.9010989010989011,0.026522593320235755,0.8586387434554974,0.9372881538893326,0.6960059171597633,34.0
libero_long_20260908,libero_long,20260908,success_calibration_budget,0.01,seen,560,18,542,18,13,1.0,0.023985239852398525,0.5806451612903226,0.9880073800738007,0.6185897435897436,30.0
libero_long_20260908,libero_long,20260908,success_calibration_budget,0.03,unseen,1200,182,1018,179,110,0.9835164835164835,0.10805500982318271,0.6193771626297578,0.9377307368466504,0.6133770076077768,32.0
libero_long_20260908,libero_long,20260908,success_calibration_budget,0.03,seen,560,18,542,18,19,1.0,0.03505535055350553,0.4864864864864865,0.9824723247232472,0.5651709401709402,27.0
libero_long_20260908,libero_long,20260908,success_calibration_budget,0.05,unseen,1200,182,1018,182,183,1.0,0.17976424361493124,0.4986301369863014,0.9101178781925344,0.5290574809805579,30.0
libero_long_20260908,libero_long,20260908,success_calibration_budget,0.05,seen,560,18,542,18,30,1.0,0.055350553505535055,0.375,0.9723247232472325,0.547008547008547,27.0
libero_long_20260908,libero_long,20260908,success_calibration_budget,0.1,unseen,1200,182,1018,182,378,1.0,0.3713163064833006,0.325,0.8143418467583496,0.43808114961961114,18.0
libero_long_20260908,libero_long,20260908,success_calibration_budget,0.1,seen,560,18,542,18,48,1.0,0.08856088560885608,0.2727272727272727,0.955719557195572,0.4946581196581196,26.5
libero_long_20260908,libero_long,20260908,success_calibration_budget,0.15,unseen,1200,182,1018,182,440,1.0,0.43222003929273084,0.29260450160771706,0.7838899803536346,0.34773879966187665,13.0
libero_long_20260908,libero_long,20260908,success_calibration_budget,0.15,seen,560,18,542,18,62,1.0,0.11439114391143912,0.225,0.9428044280442804,0.4850427350427351,26.0
libero_long_20260908,libero_long,20260908,success_calibration_budget,0.2,unseen,1200,182,1018,182,543,1.0,0.5333988212180747,0.25103448275862067,0.7333005893909627,0.2650042265426881,9.0
libero_long_20260908,libero_long,20260908,success_calibration_budget,0.2,seen,560,18,542,18,92,1.0,0.16974169741697417,0.16363636363636364,0.915129151291513,0.48076923076923084,26.0
libero_long_20260909,libero_long,20260909,unlabeled_reference_budget,0.01,unseen,1200,9,1191,2,2,0.2222222222222222,0.0016792611251049538,0.5,0.6102714805485587,0.9465811965811967,38.5
libero_long_20260909,libero_long,20260909,unlabeled_reference_budget,0.01,seen,560,49,511,14,4,0.2857142857142857,0.007827788649706457,0.7777777777777778,0.6389432485322896,0.9030612244897959,32.5
libero_long_20260909,libero_long,20260909,unlabeled_reference_budget,0.03,unseen,1200,9,1191,3,5,0.3333333333333333,0.0041981528127623844,0.375,0.6645675902602854,0.8931623931623931,34.0
libero_long_20260909,libero_long,20260909,unlabeled_reference_budget,0.03,seen,560,49,511,20,5,0.40816326530612246,0.009784735812133072,0.8,0.6991892647469947,0.8638147566718994,31.0
libero_long_20260909,libero_long,20260909,unlabeled_reference_budget,0.05,unseen,1200,9,1191,3,7,0.3333333333333333,0.005877413937867338,0.3,0.6637279596977329,0.8846153846153846,34.0
libero_long_20260909,libero_long,20260909,unlabeled_reference_budget,0.05,seen,560,49,511,27,6,0.5510204081632653,0.011741682974559686,0.8181818181818182,0.7696393625943527,0.8304552590266876,32.0
libero_long_20260909,libero_long,20260909,unlabeled_reference_budget,0.1,unseen,1200,9,1191,9,11,1.0,0.009235936188077247,0.45,0.9953820319059614,0.6538461538461537,33.0
libero_long_20260909,libero_long,20260909,unlabeled_reference_budget,0.1,seen,560,49,511,42,14,0.8571428571428571,0.0273972602739726,0.75,0.9148727984344422,0.6868131868131868,30.5
libero_long_20260909,libero_long,20260909,unlabeled_reference_budget,0.15,unseen,1200,9,1191,9,23,1.0,0.019311502938706968,0.28125,0.9903442485306465,0.5213675213675214,25.0
libero_long_20260909,libero_long,20260909,unlabeled_reference_budget,0.15,seen,560,49,511,49,40,1.0,0.07827788649706457,0.550561797752809,0.9608610567514677,0.5521978021978021,28.0
libero_long_20260909,libero_long,20260909,unlabeled_reference_budget,0.2,unseen,1200,9,1191,9,38,1.0,0.03190596137699412,0.19148936170212766,0.984047019311503,0.47435897435897434,21.0
libero_long_20260909,libero_long,20260909,unlabeled_reference_budget,0.2,seen,560,49,511,49,74,1.0,0.14481409001956946,0.3983739837398374,0.9275929549902153,0.5098116169544742,27.0
libero_long_20260909,libero_long,20260909,success_calibration_budget,0.01,unseen,1200,9,1191,8,7,0.8888888888888888,0.005877413937867338,0.5333333333333333,0.9415057374755107,0.7158119658119657,34.5
libero_long_20260909,libero_long,20260909,success_calibration_budget,0.01,seen,560,49,511,36,10,0.7346938775510204,0.019569471624266144,0.782608695652174,0.8575622029633772,0.7539246467817895,32.0
libero_long_20260909,libero_long,20260909,success_calibration_budget,0.03,unseen,1200,9,1191,8,11,0.8888888888888888,0.009235936188077247,0.42105263157894735,0.9398264763504058,0.7094017094017094,34.0
libero_long_20260909,libero_long,20260909,success_calibration_budget,0.03,seen,560,49,511,41,14,0.8367346938775511,0.0273972602739726,0.7454545454545455,0.9046687168017893,0.6660125588697018,30.0
libero_long_20260909,libero_long,20260909,success_calibration_budget,0.05,unseen,1200,9,1191,8,13,0.8888888888888888,0.0109151973131822,0.38095238095238093,0.9389868457878533,0.6858974358974359,33.5
libero_long_20260909,libero_long,20260909,success_calibration_budget,0.05,seen,560,49,511,43,17,0.8775510204081632,0.033268101761252444,0.7166666666666667,0.9221414593234554,0.6479591836734694,30.0
libero_long_20260909,libero_long,20260909,success_calibration_budget,0.1,unseen,1200,9,1191,9,20,1.0,0.016792611251049538,0.3103448275862069,0.9916036943744753,0.5170940170940171,25.0
libero_long_20260909,libero_long,20260909,success_calibration_budget,0.1,seen,560,49,511,49,41,1.0,0.08023483365949119,0.5444444444444444,0.9598825831702544,0.5419937205651492,28.0
libero_long_20260909,libero_long,20260909,success_calibration_budget,0.15,unseen,1200,9,1191,9,44,1.0,0.036943744752308987,0.16981132075471697,0.9815281276238456,0.5064102564102564,24.0
libero_long_20260909,libero_long,20260909,success_calibration_budget,0.15,seen,560,49,511,49,99,1.0,0.19373776908023482,0.3310810810810811,0.9031311154598826,0.4811616954474098,25.0
libero_long_20260909,libero_long,20260909,success_calibration_budget,0.2,unseen,1200,9,1191,9,67,1.0,0.056255247691015954,0.11842105263157894,0.9718723761544921,0.4658119658119657,21.0
libero_long_20260909,libero_long,20260909,success_calibration_budget,0.2,seen,560,49,511,49,121,1.0,0.23679060665362034,0.28823529411764703,0.8816046966731899,0.4513343799058085,25.0
libero_object_20260907,libero_object,20260907,unlabeled_reference_budget,0.01,unseen,1200,4,1196,3,2,0.75,0.0016722408026755853,0.6,0.8741638795986622,0.8392857142857143,21.0
libero_object_20260907,libero_object,20260907,unlabeled_reference_budget,0.01,seen,560,7,553,3,4,0.42857142857142855,0.007233273056057866,0.42857142857142855,0.7106690777576854,0.8877551020408163,20.0
libero_object_20260907,libero_object,20260907,unlabeled_reference_budget,0.03,unseen,1200,4,1196,3,65,0.75,0.05434782608695652,0.04411764705882353,0.8478260869565217,0.8125,20.0
libero_object_20260907,libero_object,20260907,unlabeled_reference_budget,0.03,seen,560,7,553,7,15,1.0,0.027124773960216998,0.3181818181818182,0.9864376130198915,0.6938775510204083,18.0
libero_object_20260907,libero_object,20260907,unlabeled_reference_budget,0.05,unseen,1200,4,1196,3,124,0.75,0.10367892976588629,0.023622047244094488,0.8231605351170569,0.8125,20.0
libero_object_20260907,libero_object,20260907,unlabeled_reference_budget,0.05,seen,560,7,553,7,28,1.0,0.05063291139240506,0.2,0.9746835443037974,0.6887755102040817,18.0
libero_object_20260907,libero_object,20260907,unlabeled_reference_budget,0.1,unseen,1200,4,1196,3,283,0.75,0.23662207357859533,0.01048951048951049,0.7566889632107023,0.8125,20.0
